smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2212517392.01,6151384.12066,-2212423463.91,-2205695018.11,-2219527622.11,-2218909652.56,-2206256630.81,4.0,37839526599900.0,0.249546279492,118,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2249042971.26,10837220.627,-2250295636.87,-2236235276.73,-2259345334.57,-2258930746.45,-2237401464.22,4.0,117445350919000.0,0.249546279492,123,0.0038989409552,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2292249137.13,1268045.80274,-2292682720.03,-2290408379.48,-2293222728.99,-2293177154.71,-2290714103.5,4.0,1607940157860.0,0.249546279492,107,0.00779765499392,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2316582247.17,7255398.93718,-2318083160.21,-2307192663.22,-2322970005.05,-2322761434.01,-2308301782.08,4.0,52640813737600.0,0.249546279492,102,0.00389871403872,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2321850477.14,5141905.43741,-2320455435.96,-2317318334.07,-2329172702.59,-2327984642.38,-2317669369.56,4.0,26439191527300.0,0.249546279492,112,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2363288672.97,4458832.36565,-2362218092.56,-2359513315.08,-2369205191.68,-2368458860.91,-2359617297.61,4.0,19881186064900.0,0.249546279492,117,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2397048608.2,7851738.482,-2398696361.47,-2386617078.06,-2404184631.8,-2403833111.52,-2387957250.31,4.0,61649797189800.0,0.249546279492,122,0.0038989409552,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2429326339.25,6496003.08712,-2429989641.85,-2420908343.53,-2436417729.77,-2435680104.88,-2422043949.98,4.0,42198056107800.0,0.125226860254,106,0.00391300505149,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2458587310.4,3946402.69868,-2458640131.67,-2454770370.77,-2462298607.49,-2462204486.44,-2454896184.58,4.0,15574094260100.0,0.125226860254,101,0.00195644559034,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2465068900.45,1584683.51025,-2465151779.42,-2463343317.33,-2466628725.61,-2466561225.58,-2463460544.75,4.0,2511221827670.0,0.125226860254,111,0.00391310857042,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2493342770.44,3339528.87047,-2492947597.65,-2490128522.07,-2497347364.39,-2496963514.93,-2490275267.86,4.0,11152453076700.0,0.125226860254,116,0.00391310857042,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-2537469472.87,8352255.87246,-2537067596.98,-2528002309.33,-2547740388.2,-2546534038.51,-2528967533.49,4.0,69760178159000.0,0.125226860254,121,0.00195655946116,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-122073684820.0,502.144696888,-122073684851.0,-122073684212.0,-122073685367.0,-122073685321.0,-122073684277.0,4.0,252149.296613,0.125226860254,1,0.00195644559034,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-434229684668.0,1128704.4753,-434230191264.0,-434228001932.0,-434230354212.0,-434230347755.0,-434228312346.0,4.0,1273973792570.0,0.249546279492,27,0.00779855422245,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24293098700300.0,3126338.43506,-24293099438100.0,-24293094614600.0,-24293101310400.0,-24293101260100.0,-24293095107500.0,4.0,9773992010550.0,0.249546279492,48,0.00779900812097,1.7334191682000001e-13,0.125001984106,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24552744227500.0,1983039.22642,-24552744952000.0,-24552741312400.0,-24552745693700.0,-24552745615900.0,-24552741824800.0,4.0,3932444573500.0,0.250453720508,74,0.0078273681505,1.7334191682000001e-13,0.125001984106,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-24864890168900.0,4382971.64507,-24864891250900.0,-24864883943300.0,-24864894230600.0,-24864893803200.0,-24864885019800.0,4.0,19210440441500.0,0.125226860254,100,0.00391311892231,1.7334191682000001e-13,0.125001984106,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-25300354986900.0,1607294.19492,-25300355270100.0,-25300353003300.0,-25300356403900.0,-25300356370000.0,-25300353207200.0,4.0,2583394629040.0,0.249546279492,22,0.0038989409552,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-63518786119600.0,2862019.42015,-63518786376600.0,-63518782519600.0,-63518789205600.0,-63518788929600.0,-63518782949700.0,4.0,8191155161320.0,0.249546279492,43,0.0155979749784,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-63778432044000.0,1894402.94081,-63778431334500.0,-63778430717200.0,-63778434789700.0,-63778434343300.0,-63778430737800.0,4.0,3588762502160.0,0.250453720508,69,0.0156546948874,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64090566811100.0,3246284.37314,-64090567201700.0,-64090562543200.0,-64090570297800.0,-64090569936100.0,-64090563139300.0,4.0,10538362231300.0,0.125226860254,95,0.00782621714084,1.7334191682000001e-13,0.250003306843,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-64526041442500.0,950849.610029,-64526041590700.0,-64526040191000.0,-64526042397400.0,-64526042322700.0,-64526040354700.0,4.0,904114980892.0,0.249546279492,17,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-102744264299000.0,2599524.84217,-102744263136000.0,-102744262737000.0,-102744268185000.0,-102744267446000.0,-102744262778000.0,4.0,6757529405050.0,0.249546279492,38,0.0155979749784,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103003911639000.0,3830030.15616,-103003911556000.0,-103003907037000.0,-103003916408000.0,-103003915708000.0,-103003907688000.0,4.0,14669130997100.0,0.250453720508,64,0.0156546948874,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103316052402000.0,4465465.52001,-103316053485000.0,-103316046084000.0,-103316056552000.0,-103316056154000.0,-103316047133000.0,4.0,19940382310400.0,0.125226860254,90,0.00782621714084,1.7334191682000001e-13,0.250003306843,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-103751519989000.0,1431214.36276,-103751519917000.0,-103751518653000.0,-103751521467000.0,-103751521391000.0,-103751518687000.0,4.0,2048374552160.0,0.249546279492,12,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-141969949264000.0,1968676.13454,-141969949182000.0,-141969947118000.0,-141969951572000.0,-141969951351000.0,-141969947290000.0,4.0,3875685722710.0,0.249546279492,33,0.0155975623434,1.7334191682000001e-13,0.249996693157,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142229597494000.0,5683083.02046,-142229596807000.0,-142229592485000.0,-142229603877000.0,-142229603399000.0,-142229592551000.0,4.0,32297432617400.0,0.250453720508,59,0.0156542807519,1.7334191682000001e-13,0.249996693157,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142541742264000.0,2671743.31216,-142541742600000.0,-142541738766000.0,-142541745089000.0,-142541744820000.0,-142541739237000.0,4.0,7138212326090.0,0.125226860254,85,0.00782601010299,1.7334191682000001e-13,0.249996693157,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142977207133000.0,1654057.57144,-142977206851000.0,-142977205581000.0,-142977209248000.0,-142977209003000.0,-142977205657000.0,4.0,2735906449630.0,0.249546279492,7,0.00779765499392,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181193356171000.0,1377133.0831,-181193356204000.0,-181193354456000.0,-181193357819000.0,-181193357595000.0,-181193354700000.0,4.0,1896495528580.0,0.249546279492,28,0.00779855422245,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181452998099000.0,4295854.71448,-181452997593000.0,-181452993487000.0,-181453003722000.0,-181453002951000.0,-181452993954000.0,4.0,18454367727900.0,0.250453720508,54,0.00782691260144,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-181765145895000.0,5239480.99224,-181765145783000.0,-181765140754000.0,-181765151258000.0,-181765150989000.0,-181765140956000.0,4.0,27452161068000.0,0.125226860254,80,0.00391289118068,1.7334191682000001e-13,0.124994709051,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-182200610984000.0,948729.920671,-182200611129000.0,-182200609701000.0,-182200611980000.0,-182200611867000.0,-182200609900000.0,4.0,900088462376.0,0.249546279492,2,0.00389871403872,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206059482455000.0,744618.291382,-206059482633000.0,-206059481423000.0,-206059483129000.0,-206059483085000.0,-206059481575000.0,4.0,554456399860.0,0.249546279492,23,0.0038989409552,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206371635378000.0,3718657.4346,-206371634360000.0,-206371632076000.0,-206371640715000.0,-206371639778000.0,-206371632402000.0,4.0,13828413115900.0,0.250453720508,49,0.0078273681505,1.7334191682000001e-13,0.125001984106,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-206631274206000.0,5330567.45251,-206631274024000.0,-206631268133000.0,-206631280641000.0,-206631279927000.0,-206631268738000.0,4.0,28414949365700.0,0.125226860254,75,0.00391368407525,1.7334191682000001e-13,0.125001984106,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245285167534000.0,1381495.82663,-245285168042000.0,-245285165495000.0,-245285168556000.0,-245285168486000.0,-245285165869000.0,4.0,1908530718990.0,0.249546279492,18,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245597318390000.0,4476758.78574,-245597319705000.0,-245597311918000.0,-245597322233000.0,-245597321866000.0,-245597313073000.0,4.0,20041369225700.0,0.250453720508,44,0.0156546948874,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-245856962885000.0,4415845.52368,-245856961141000.0,-245856959821000.0,-245856969440000.0,-245856968221000.0,-245856959993000.0,4.0,19499691689000.0,0.125226860254,70,0.00782734744372,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284510646056000.0,4244897.41427,-284510645132000.0,-284510642534000.0,-284510651425000.0,-284510650835000.0,-284510642570000.0,4.0,18019154057700.0,0.249546279492,13,0.00779786128164,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-284822797226000.0,2248230.83245,-284822796653000.0,-284822795432000.0,-284822800166000.0,-284822799811000.0,-284822795443000.0,4.0,5054541875990.0,0.250453720508,39,0.0156546948874,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-285082437056000.0,4778541.98825,-285082436384000.0,-285082432827000.0,-285082442629000.0,-285082442150000.0,-285082432902000.0,4.0,22834463533500.0,0.125226860254,65,0.00782734744372,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-323736333369000.0,1779189.60718,-323736332815000.0,-323736331998000.0,-323736335846000.0,-323736335491000.0,-323736332022000.0,4.0,3165515658290.0,0.249546279492,8,0.00779765499392,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-324048479503000.0,1784929.11871,-324048479213000.0,-324048477854000.0,-324048481733000.0,-324048481493000.0,-324048477919000.0,4.0,3185971958810.0,0.250453720508,34,0.0156542807519,1.7334191682000001e-13,0.249996693157,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-324308126498000.0,4932210.7914,-324308125820000.0,-324308121523000.0,-324308132830000.0,-324308132063000.0,-324308121883000.0,4.0,24326703290800.0,0.125226860254,60,0.00782714037597,1.7334191682000001e-13,0.249996693157,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-362959736876000.0,2591261.5056,-362959736664000.0,-362959734420000.0,-362959739755000.0,-362959739545000.0,-362959734503000.0,4.0,6714636190390.0,0.249546279492,3,0.00389871403872,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363271887184000.0,3718121.4063,-363271886837000.0,-363271883853000.0,-363271891208000.0,-363271890948000.0,-363271883905000.0,4.0,13824426792000.0,0.250453720508,29,0.00782691260144,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-363531533578000.0,5288731.58052,-363531533519000.0,-363531527222000.0,-363531540054000.0,-363531539207000.0,-363531528034000.0,4.0,27970681730800.0,0.125226860254,55,0.00391345630072,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-388138014896000.0,3473498.58561,-388138014565000.0,-388138011773000.0,-388138018680000.0,-388138018428000.0,-388138011826000.0,4.0,12065192424200.0,0.250453720508,24,0.00391311892231,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-388450156618000.0,5725128.6466,-388450157351000.0,-388450150109000.0,-388450161659000.0,-388450161589000.0,-388450150620000.0,4.0,32777098020100.0,0.125226860254,50,0.00391368407525,1.7334191682000001e-13,0.125001984106,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427363701935000.0,1726416.93545,-427363702319000.0,-427363699675000.0,-427363703429000.0,-427363703384000.0,-427363699950000.0,4.0,2980515435020.0,0.250453720508,19,0.00782621714084,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-427675848749000.0,3463003.18271,-427675849689000.0,-427675843809000.0,-427675851810000.0,-427675851562000.0,-427675844621000.0,4.0,11992391043500.0,0.125226860254,45,0.00782734744372,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466589181816000.0,5207013.1052,-466589182796000.0,-466589174769000.0,-466589186900000.0,-466589186494000.0,-466589175764000.0,4.0,27112985477700.0,0.250453720508,14,0.00782621714084,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-466901328692000.0,3712235.77279,-466901328460000.0,-466901325074000.0,-466901332773000.0,-466901332486000.0,-466901325223000.0,4.0,13780694432800.0,0.125226860254,40,0.00782734744372,1.7334191682000001e-13,0.250003306843,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-505814868366000.0,4782973.67387,-505814867173000.0,-505814864262000.0,-505814874856000.0,-505814873981000.0,-505814864422000.0,4.0,22876837164900.0,0.250453720508,9,0.00782601010299,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-506127015745000.0,5080059.53114,-506127014423000.0,-506127011708000.0,-506127022425000.0,-506127021607000.0,-506127011733000.0,4.0,25807004839900.0,0.125226860254,35,0.00782714037597,1.7334191682000001e-13,0.249996693157,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-545038272136000.0,3796622.19322,-545038271587000.0,-545038268425000.0,-545038276945000.0,-545038276395000.0,-545038268645000.0,4.0,14414340078000.0,0.250453720508,4,0.00391289118068,1.7334191682000001e-13,0.124994709051,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-545350417998000.0,5773014.48118,-545350417668000.0,-545350411687000.0,-545350424967000.0,-545350424230000.0,-545350412226000.0,4.0,33327696199900.0,0.125226860254,30,0.00391345630072,1.7334191682000001e-13,0.124994709051,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-570216544794000.0,6250558.03208,-570216545030000.0,-570216538654000.0,-570216550460000.0,-570216550375000.0,-570216538881000.0,4.0,39069475712400.0,0.125226860254,25,0.00195655946116,1.7334191682000001e-13,0.125001984106,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-609442234423000.0,5026689.12615,-609442235840000.0,-609442227478000.0,-609442238536000.0,-609442238405000.0,-609442228459000.0,4.0,25267603571000.0,0.125226860254,20,0.00391310857042,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-648667708346000.0,3614889.88338,-648667708344000.0,-648667704938000.0,-648667711758000.0,-648667711670000.0,-648667705025000.0,4.0,13067428868900.0,0.125226860254,15,0.00391310857042,1.7334191682000001e-13,0.250003306843,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-687893395023000.0,5548071.35995,-687893394660000.0,-687893388945000.0,-687893401827000.0,-687893401067000.0,-687893389487000.0,4.0,30781095815100.0,0.125226860254,10,0.00391300505149,1.7334191682000001e-13,0.249996693157,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-727116803240000.0,3810315.30355,-727116803957000.0,-727116798631000.0,-727116806415000.0,-727116806401000.0,-727116799075000.0,4.0,14518502712500.0,0.125226860254,5,0.00195644559034,1.7334191682000001e-13,0.124994709051,0.124990974078
