smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
1200.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1050955599.96,32322997.7549,-1058134096.29,-1006888545.14,-1080665662.13,-1078810748.7,-1013050556.37,4.0,1044776183870000.0,1.68189591158e-14,73,0.25,0.125000371941,0.25,0.00781252324632
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1071621744.56,32524227.2901,-1067549405.8,-1038615883.06,-1112772283.59,-1107994465.91,-1040950297.49,4.0,1057825360820000.0,1.68189591158e-14,87,0.25,0.250000608631,0.25,0.0156250380394
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1102855992.55,49912897.1541,-1091489816.81,-1059338015.22,-1169106321.37,-1160702928.17,-1060921702.98,4.0,2491297302310000.0,1.68189591158e-14,94,0.25,0.250000743882,0.25,0.0156250464926
1200.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,924208.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1115516506.89,33165722.8398,-1108520418.82,-1085059601.73,-1159965588.18,-1154081826.03,-1086745711.04,4.0,1099965171480000.0,1.68189591158e-14,108,0.125,0.249999256118,0.25,0.00781247675368
1200.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1150406987.15,63419665.4925,-1157971531.96,-1075056430.67,-1210628454.01,-1208187304.3,-1082036307.26,4.0,4022053971190000.0,1.68189591158e-14,115,0.125,0.250000608631,0.125,0.00390625950986
1200.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1205733424.33,15579962.0489,-1207572651.43,-1185906396.06,-1221881998.38,-1220607357.35,-1188284573.35,4.0,242735217445000.0,1.68189591158e-14,72,0.25,0.125000371941,0.25,0.00781252324632
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1232503943.36,27416289.1478,-1225259364.56,-1208120454.96,-1271376589.38,-1265165390.78,-1209984906.27,4.0,751652910634000.0,1.68189591158e-14,101,0.125,0.124999019428,0.125,0.00195310967856
1200.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1244474982.11,35745038.7415,-1231101354.68,-1218652477.51,-1297044741.57,-1287865016.41,-1219808026.22,4.0,1277707794630000.0,1.68189591158e-14,86,0.25,0.250000608631,0.125,0.00781251901972
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1267826506.11,17865196.7269,-1269190385.31,-1246099824.53,-1286825429.27,-1285345778.15,-1248397803.17,4.0,319165254092000.0,1.68189591158e-14,93,0.25,0.250000743882,0.25,0.0156250464926
1200.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1290286720.36,47720542.8539,-1270731954.01,-1258403008.73,-1361279964.69,-1348039174.58,-1259910939.03,4.0,2277250210270000.0,1.68189591158e-14,114,0.125,0.250000608631,0.25,0.00781251901972
1200.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,924208.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1333335571.4,39093834.5195,-1317971175.56,-1306105003.16,-1391294931.32,-1380664756.53,-1307516540.43,4.0,1528327897440000.0,1.68189591158e-14,107,0.125,0.249999256118,0.25,0.00781247675368
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1371168133.39,11077609.0522,-1368142112.19,-1361702476.8,-1386685832.39,-1384371796.0,-1362200900.46,4.0,122713422314000.0,1.68189591158e-14,71,0.25,0.125000371941,0.125,0.00390626162316
1200.0,-385.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1451266242.37,24714433.5785,-1440627001.38,-1435828621.14,-1487982345.6,-1481348982.23,-1436078439.91,4.0,610803227108000.0,1.68189591158e-14,99,0.25,0.125000371941,0.25,0.00781252324632
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1461772072.56,46098682.9966,-1450797437.84,-1418492216.47,-1527001198.12,-1515838872.98,-1423069760.77,4.0,2125088574020000.0,1.68189591158e-14,92,0.25,0.250000743882,0.25,0.0156250464926
1200.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1492905669.12,62033745.9541,-1465040301.8,-1455954302.79,-1585587770.09,-1568144024.59,-1456678827.9,4.0,3848185637100000.0,1.68189591158e-14,120,0.125,0.250000743882,0.125,0.00390626162316
1200.0,-585.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1504792881.12,14320016.5838,-1499591388.92,-1494230083.28,-1525758663.35,-1522167989.11,-1494699862.21,4.0,205062874962000.0,1.68189591158e-14,113,0.125,0.250000608631,0.25,0.00781251901972
1200.0,-985.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,924208.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1571230119.83,63514306.8716,-1563177158.25,-1510670321.73,-1647895841.1,-1640413745.88,-1513320639.99,4.0,4034067177380000.0,1.68189591158e-14,106,0.125,0.249999256118,0.125,0.00390623837684
1200.0,-985.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1647407412.82,21380698.7315,-1644890998.2,-1627253702.19,-1672593952.7,-1670330545.05,-1628007261.06,4.0,457134278246000.0,1.68189591158e-14,91,0.25,0.250000743882,0.125,0.00781252324632
1200.0,-585.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1660632912.82,45115070.4979,-1646383716.9,-1624310236.17,-1725453981.32,-1715012198.36,-1626202501.58,4.0,2035369586030000.0,1.68189591158e-14,98,0.25,0.125000371941,0.25,0.00781252324632
1200.0,-385.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2772623.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1683776627.93,15069836.8243,-1681619395.05,-1667903116.4,-1703964605.21,-1700987371.06,-1669586010.82,4.0,227099981911000.0,1.68189591158e-14,119,0.125,0.250000743882,0.25,0.00781252324632
1200.0,-785.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1748461517.77,5087024.7879,-1747567494.15,-1743255682.8,-1755455400.0,-1754287139.22,-1743887529.4,4.0,25877821192700.0,1.68189591158e-14,112,0.125,0.250000608631,0.25,0.00781251901972
1200.0,-785.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1868649441.77,43314409.0271,-1876881855.16,-1812216375.11,-1908617681.65,-1906684952.14,-1819088552.66,4.0,1876138029370000.0,1.68189591158e-14,97,0.25,0.125000371941,0.25,0.00781252324632
