npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-188372919355000.0,1550674.1447,-188372919355000.0,-188372918258000.0,-188372920451000.0,-188372920342000.0,-188372918368000.0,2.0,2404590303030.0,106,0.125,0.25,0.00390628813857,0.125001220434,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-193739858961000.0,562434.346843,-193739858961000.0,-193739858563000.0,-193739859359000.0,-193739859319000.0,-193739858603000.0,2.0,316332394509.0,81,0.125,0.25,0.00781257627714,0.250002440869,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-199106793576000.0,2826345.57916,-199106793576000.0,-199106791578000.0,-199106795575000.0,-199106795375000.0,-199106791778000.0,2.0,7988229332830.0,56,0.125,0.25,0.00781259322762,0.250002983284,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-199214330702000.0,1345786.4856,-199214330702000.0,-199214329751000.0,-199214331654000.0,-199214331559000.0,-199214329846000.0,2.0,1811141264840.0,112,0.25,0.25,0.00781257627714,0.125001220434,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-204473754895000.0,4751684.31773,-204473754895000.0,-204473751536000.0,-204473758255000.0,-204473757919000.0,-204473751872000.0,2.0,22578503855400.0,31,0.125,0.25,0.00781242372286,0.249997559131,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-204581274448000.0,3347492.42509,-204581274448000.0,-204581272081000.0,-204581276815000.0,-204581276578000.0,-204581272318000.0,2.0,11205705536000.0,87,0.25,0.25,0.0156251525543,0.250002440869,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-208575142088000.0,3993995.47054,-208575142088000.0,-208575139264000.0,-208575144912000.0,-208575144630000.0,-208575139547000.0,2.0,15951999818700.0,118,0.25,0.25,0.00781257627714,0.125001220434,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209840458272000.0,2959586.59382,-209840458272000.0,-209840456179000.0,-209840460364000.0,-209840460155000.0,-209840456388000.0,2.0,8759152806330.0,6,0.125,0.25,0.00390611863381,0.124995796282,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209948208789000.0,5185479.56713,-209948208789000.0,-209948205122000.0,-209948212456000.0,-209948212089000.0,-209948205489000.0,2.0,26889198341200.0,62,0.25,0.25,0.0156251864552,0.250002983284,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-213942086739000.0,1700895.88677,-213942086739000.0,-213942085536000.0,-213942087941000.0,-213942087821000.0,-213942085656000.0,2.0,2893046817620.0,93,0.25,0.25,0.0156251525543,0.250002440869,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215315171116000.0,3713345.67297,-215315171116000.0,-215315168491000.0,-215315173742000.0,-215315173480000.0,-215315168753000.0,2.0,13788936087000.0,37,0.25,0.25,0.0156248474457,0.249997559131,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-219309015918000.0,6895657.22477,-219309015918000.0,-219309011042000.0,-219309020794000.0,-219309020307000.0,-219309011530000.0,2.0,47550088561600.0,68,0.25,0.25,0.0156251864552,0.250002983284,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-219416533151000.0,5071060.58594,-219416533151000.0,-219416529565000.0,-219416536736000.0,-219416536378000.0,-219416529923000.0,2.0,25715655466300.0,124,0.25,0.125354107649,0.00391735411064,0.125001220434,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220681872546000.0,2021490.56625,-220681872546000.0,-220681871117000.0,-220681873976000.0,-220681873833000.0,-220681871260000.0,2.0,4086424109440.0,12,0.25,0.25,0.00781223726762,0.124995796282,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-224675983963000.0,5671611.63431,-224675983963000.0,-224675979952000.0,-224675987973000.0,-224675987572000.0,-224675980353000.0,2.0,32167178530400.0,43,0.25,0.25,0.0156248474457,0.249997559131,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-224783479789000.0,8166647.65654,-224783479789000.0,-224783474014000.0,-224783485564000.0,-224783484986000.0,-224783474592000.0,2.0,66694133946100.0,99,0.25,0.125354107649,0.00783470822127,0.250002440869,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-230042685655000.0,5203452.93988,-230042685655000.0,-230042681976000.0,-230042689335000.0,-230042688967000.0,-230042682344000.0,2.0,27075922497600.0,18,0.25,0.25,0.00781223726762,0.124995796282,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-230150404222000.0,1635020.60369,-230150404222000.0,-230150403066000.0,-230150405378000.0,-230150405262000.0,-230150403181000.0,2.0,2673292374500.0,74,0.25,0.125354107649,0.00783472521977,0.250002983284,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-235517376648000.0,10031423.7158,-235517376648000.0,-235517369555000.0,-235517383742000.0,-235517383032000.0,-235517370264000.0,2.0,100629461765000.0,49,0.25,0.125354107649,0.00783455523482,0.249997559131,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-240884078274000.0,6692659.15387,-240884078274000.0,-240884073541000.0,-240884083006000.0,-240884082533000.0,-240884074015000.0,2.0,44791686549900.0,24,0.25,0.125354107649,0.00391718412569,0.124995796282,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-450436850831000.0,2768984.19319,-450436850831000.0,-450436848873000.0,-450436852789000.0,-450436852593000.0,-450436849069000.0,2.0,7667273462110.0,111,0.125,0.25,0.00390628813857,0.125001220434,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-455803782267000.0,7407157.43273,-455803782267000.0,-455803777029000.0,-455803787504000.0,-455803786980000.0,-455803777553000.0,2.0,54865981233300.0,86,0.125,0.25,0.00781257627714,0.250002440869,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-459797676477000.0,8457253.65017,-459797676477000.0,-459797670497000.0,-459797682457000.0,-459797681859000.0,-459797671095000.0,2.0,71525139303300.0,117,0.25,0.25,0.00781257627714,0.125001220434,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-461170733862000.0,1613265.09355,-461170733862000.0,-461170732721000.0,-461170735003000.0,-461170734889000.0,-461170732836000.0,2.0,2602624262060.0,61,0.125,0.25,0.00781259322762,0.250002983284,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-465164621625000.0,572664.78985,-465164621625000.0,-465164621220000.0,-465164622030000.0,-465164621989000.0,-465164621260000.0,2.0,327944961534.0,92,0.25,0.25,0.0156251525543,0.250002440869,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-466537683933000.0,4976923.48226,-466537683933000.0,-466537680414000.0,-466537687453000.0,-466537687101000.0,-466537680766000.0,2.0,24769767348200.0,36,0.125,0.25,0.00781242372286,0.249997559131,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-470531554226000.0,633112.299176,-470531554226000.0,-470531553778000.0,-470531554673000.0,-470531554629000.0,-470531553823000.0,2.0,400831183368.0,67,0.25,0.25,0.0156251864552,0.250002983284,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-470639067424000.0,2658320.25836,-470639067424000.0,-470639065544000.0,-470639069304000.0,-470639069116000.0,-470639065732000.0,2.0,7066666595990.0,123,0.25,0.125354107649,0.00391735411064,0.125001220434,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-471904398753000.0,2494757.31167,-471904398753000.0,-471904396989000.0,-471904400517000.0,-471904400341000.0,-471904397165000.0,2.0,6223814044160.0,11,0.125,0.25,0.00390611863381,0.124995796282,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-475898508409000.0,2757551.38139,-475898508409000.0,-475898506459000.0,-475898510359000.0,-475898510164000.0,-475898506654000.0,2.0,7604089621000.0,42,0.25,0.25,0.0156248474457,0.249997559131,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-476006008267000.0,8734592.50863,-476006008267000.0,-476006002091000.0,-476006014443000.0,-476006013826000.0,-476006002708000.0,2.0,76293106291700.0,98,0.25,0.125354107649,0.00783470822127,0.250002440869,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-481265208913000.0,7057335.31204,-481265208913000.0,-481265203922000.0,-481265213903000.0,-481265213404000.0,-481265204421000.0,2.0,49805981706600.0,17,0.25,0.25,0.00781223726762,0.124995796282,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-481372941588000.0,5930968.96619,-481372941588000.0,-481372937394000.0,-481372945782000.0,-481372945363000.0,-481372937814000.0,2.0,35176392877900.0,73,0.25,0.125354107649,0.00783472521977,0.250002983284,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-486739908083000.0,6722704.9386,-486739908083000.0,-486739903330000.0,-486739912837000.0,-486739912362000.0,-486739903805000.0,2.0,45194761691500.0,48,0.25,0.125354107649,0.00783455523482,0.249997559131,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-492106622396000.0,3607848.65578,-492106622396000.0,-492106619845000.0,-492106624947000.0,-492106624692000.0,-492106620100000.0,2.0,13016571923000.0,23,0.25,0.125354107649,0.00391718412569,0.124995796282,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-711020186753000.0,6948290.56335,-711020186753000.0,-711020181839000.0,-711020191666000.0,-711020191175000.0,-711020182331000.0,2.0,48278741752800.0,116,0.125,0.25,0.00390628813857,0.125001220434,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-716387136665000.0,9815041.10787,-716387136665000.0,-716387129724000.0,-716387143605000.0,-716387142911000.0,-716387130418000.0,2.0,96335031949200.0,91,0.125,0.25,0.00781257627714,0.250002440869,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-721754061649000.0,895644.430021,-721754061649000.0,-721754061015000.0,-721754062282000.0,-721754062219000.0,-721754061079000.0,2.0,802178945028.0,66,0.125,0.25,0.00781259322762,0.250002983284,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-721861590489000.0,5098626.14943,-721861590489000.0,-721861586884000.0,-721861594094000.0,-721861593734000.0,-721861587244000.0,2.0,25995988611700.0,122,0.25,0.125354107649,0.00391735411064,0.125001220434,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-727121015695000.0,2118054.04056,-727121015695000.0,-727121014197000.0,-727121017192000.0,-727121017043000.0,-727121014347000.0,2.0,4486152918740.0,41,0.125,0.25,0.00781242372286,0.249997559131,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-727228538529000.0,9351472.77389,-727228538529000.0,-727228531917000.0,-727228545142000.0,-727228544481000.0,-727228532578000.0,2.0,87450043040800.0,97,0.25,0.125354107649,0.00783470822127,0.250002440869,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732487739087000.0,4736582.7045,-732487739087000.0,-732487735738000.0,-732487742436000.0,-732487742101000.0,-732487736073000.0,2.0,22435215716500.0,16,0.125,0.25,0.00390611863381,0.124995796282,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732595471718000.0,12581961.9635,-732595471718000.0,-732595462821000.0,-732595480615000.0,-732595479725000.0,-732595463711000.0,2.0,158305766850000.0,72,0.25,0.125354107649,0.00783472521977,0.250002983284,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-737962440648000.0,6557764.76888,-737962440648000.0,-737962436011000.0,-737962445285000.0,-737962444822000.0,-737962436475000.0,2.0,43004278763900.0,47,0.25,0.125354107649,0.00783455523482,0.249997559131,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743329139924000.0,2316710.21066,-743329139924000.0,-743329138286000.0,-743329141563000.0,-743329141399000.0,-743329138450000.0,2.0,5367146200160.0,22,0.25,0.125354107649,0.00391718412569,0.124995796282,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-973084108446000.0,3842146.01286,-973084108446000.0,-973084105730000.0,-973084111163000.0,-973084110892000.0,-973084106001000.0,2.0,14762085984100.0,121,0.125,0.125354107649,0.00195867705532,0.125001220434,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-978451053054000.0,12444274.4846,-978451053054000.0,-978451044255000.0,-978451061854000.0,-978451060974000.0,-978451045135000.0,2.0,154859967448000.0,96,0.125,0.125354107649,0.00391735411064,0.250002440869,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-983817999168000.0,2597050.20707,-983817999168000.0,-983817997332000.0,-983818001005000.0,-983818000821000.0,-983817997516000.0,2.0,6744669778030.0,71,0.125,0.125354107649,0.00391736260988,0.250002983284,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-989184953594000.0,8707917.39144,-989184953594000.0,-989184947437000.0,-989184959752000.0,-989184959136000.0,-989184948053000.0,2.0,75827825296200.0,46,0.125,0.125354107649,0.00391727761741,0.249997559131,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994551654102000.0,16798829.0504,-994551654102000.0,-994551642224000.0,-994551665981000.0,-994551664793000.0,-994551643412000.0,2.0,282200657463000.0,21,0.125,0.125354107649,0.00195859206284,0.124995796282,9.0090706851e-14
