npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119211221644000.0,1367901.42027,-119211221653000.0,-119211220176000.0,-119211223095000.0,-119211223002000.0,-119211220274000.0,4.0,1871154295570.0,74,0.125004598124,1.0406674226900002e-12,0.250666666667,0.25,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119541893227000.0,1383862.95315,-119541893522000.0,-119541891490000.0,-119541894373000.0,-119541894364000.0,-119541891676000.0,4.0,1915076673110.0,100,0.125004598124,1.0406674226900002e-12,0.125333333333,0.25,0.00391681074122
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-119938537242000.0,389799.008366,-119938537154000.0,-119938536918000.0,-119938537743000.0,-119938537685000.0,-119938536922000.0,4.0,151943266923.0,22,0.125004598124,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00389514999679
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120361424277000.0,409736.581143,-120361424335000.0,-120361423762000.0,-120361424677000.0,-120361424654000.0,-120361423819000.0,4.0,167884065927.0,43,0.250009196248,1.0406674226900002e-12,0.249333333333,0.25,0.0155839065661
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120638955215000.0,1011310.67761,-120638955219000.0,-120638954070000.0,-120638956354000.0,-120638956256000.0,-120638954170000.0,4.0,1022749286660.0,69,0.250009196248,1.0406674226900002e-12,0.250666666667,0.25,0.0156672429649
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-120969627072000.0,2263442.35399,-120969626794000.0,-120969624912000.0,-120969629787000.0,-120969629527000.0,-120969625005000.0,4.0,5123171289830.0,95,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121366271920000.0,539171.176287,-121366271811000.0,-121366271387000.0,-121366272670000.0,-121366272546000.0,-121366271446000.0,4.0,290705557339.0,17,0.250009196248,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00779029999359
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-121789159330000.0,591621.364131,-121789159413000.0,-121789158552000.0,-121789159944000.0,-121789159889000.0,-121789158656000.0,4.0,350015838496.0,38,0.250009196248,1.0406674226900002e-12,0.249333333333,0.25,0.0155839065661
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122066690650000.0,343197.150943,-122066690726000.0,-122066690194000.0,-122066690954000.0,-122066690941000.0,-122066690252000.0,4.0,117784284415.0,64,0.250009196248,1.0406674226900002e-12,0.250666666667,0.25,0.0156672429649
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122397362981000.0,1470095.41903,-122397362922000.0,-122397361244000.0,-122397364837000.0,-122397364563000.0,-122397361483000.0,4.0,2161180541040.0,90,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-122794007530000.0,173743.474122,-122794007501000.0,-122794007366000.0,-122794007752000.0,-122794007726000.0,-122794007374000.0,4.0,30186794799.8,12,0.250009196248,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00779029999359
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123216895294000.0,772440.915133,-123216895032000.0,-123216894688000.0,-123216896425000.0,-123216896224000.0,-123216894732000.0,4.0,596664967372.0,33,0.249990803752,1.0406674226900002e-12,0.249333333333,0.25,0.0155827601005
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123494426791000.0,1635853.68365,-123494426750000.0,-123494424878000.0,-123494428785000.0,-123494428546000.0,-123494425093000.0,4.0,2676017274300.0,59,0.249990803752,1.0406674226900002e-12,0.250666666667,0.25,0.0156660903685
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-123825097364000.0,1400238.20758,-123825097459000.0,-123825095834000.0,-123825098705000.0,-123825098657000.0,-123825095938000.0,4.0,1960667037960.0,85,0.249990803752,1.0406674226900002e-12,0.125333333333,0.25,0.00783304518423
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124221743004000.0,659515.407262,-124221743158000.0,-124221742083000.0,-124221743616000.0,-124221743567000.0,-124221742224000.0,4.0,434960572416.0,7,0.249990803752,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00778972688243
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124644419950000.0,681219.478367,-124644420090000.0,-124644419032000.0,-124644420588000.0,-124644420547000.0,-124644419157000.0,4.0,464059977707.0,28,0.124986205628,1.0406674226900002e-12,0.249333333333,0.25,0.00779080681749
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124921950489000.0,1398264.90386,-124921950436000.0,-124921948943000.0,-124921952143000.0,-124921951978000.0,-124921949076000.0,4.0,1955144741370.0,54,0.124986205628,1.0406674226900002e-12,0.250666666667,0.25,0.00783246888603
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125252622574000.0,1615534.79466,-125252622737000.0,-125252620764000.0,-125252624056000.0,-125252624019000.0,-125252620899000.0,4.0,2609952672750.0,80,0.124986205628,1.0406674226900002e-12,0.125333333333,0.25,0.00391623444301
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125649267713000.0,180173.436281,-125649267761000.0,-125649267456000.0,-125649267874000.0,-125649267860000.0,-125649267498000.0,4.0,32462467141.5,2,0.124986205628,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00389457688563
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244142600442000.0,707701.192743,-244142600366000.0,-244142599666000.0,-244142601369000.0,-244142601237000.0,-244142599753000.0,4.0,500840978210.0,23,0.125004598124,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00389514999679
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244473277367000.0,1363379.74472,-244473277194000.0,-244473276050000.0,-244473279032000.0,-244473278863000.0,-244473276115000.0,4.0,1858804328300.0,49,0.125004598124,1.0406674226900002e-12,0.250666666667,0.25,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-244750809530000.0,1386733.11677,-244750809273000.0,-244750808302000.0,-244750811271000.0,-244750811083000.0,-244750808337000.0,4.0,1923028737140.0,75,0.125004598124,1.0406674226900002e-12,0.125333333333,0.25,0.00391681074122
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245570335939000.0,638461.217473,-245570336110000.0,-245570335047000.0,-245570336491000.0,-245570336460000.0,-245570335179000.0,4.0,407632726217.0,18,0.250009196248,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00779029999359
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-245901014291000.0,308163.654579,-245901014229000.0,-245901014015000.0,-245901014691000.0,-245901014643000.0,-245901014026000.0,4.0,94964838003.5,44,0.250009196248,1.0406674226900002e-12,0.250666666667,0.25,0.0156672429649
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246178542756000.0,1173646.67425,-246178542667000.0,-246178541524000.0,-246178544163000.0,-246178544022000.0,-246178541612000.0,4.0,1377446515980.0,70,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-246998070968000.0,1397311.67936,-246998071184000.0,-246998069083000.0,-246998072423000.0,-246998072270000.0,-246998069366000.0,4.0,1952479929270.0,13,0.250009196248,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00779029999359
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247328748623000.0,1230062.75557,-247328748949000.0,-247328746867000.0,-247328749728000.0,-247328749627000.0,-247328747163000.0,4.0,1513054382650.0,39,0.250009196248,1.0406674226900002e-12,0.250666666667,0.25,0.0156672429649
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-247606279223000.0,1695481.64437,-247606279113000.0,-247606277587000.0,-247606281080000.0,-247606280952000.0,-247606277649000.0,4.0,2874658006390.0,65,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248425806654000.0,678398.9134,-248425806585000.0,-248425805900000.0,-248425807548000.0,-248425807409000.0,-248425805997000.0,4.0,460225085702.0,8,0.249990803752,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00778972688243
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-248756484935000.0,813968.055244,-248756485290000.0,-248756483718000.0,-248756485441000.0,-248756485420000.0,-248756483952000.0,4.0,662543994958.0,34,0.249990803752,1.0406674226900002e-12,0.250666666667,0.25,0.0156660903685
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249034012144000.0,1041474.30364,-249034012068000.0,-249034011066000.0,-249034013372000.0,-249034013256000.0,-249034011136000.0,4.0,1084668725140.0,60,0.249990803752,1.0406674226900002e-12,0.125333333333,0.25,0.00783304518423
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249853331384000.0,627623.844345,-249853331561000.0,-249853330484000.0,-249853331928000.0,-249853331885000.0,-249853330633000.0,4.0,393911689990.0,3,0.124986205628,1.0406674226900002e-12,0.249333333333,0.124973477615,0.00389457688563
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250184009765000.0,673908.165136,-250184009729000.0,-250184008977000.0,-250184010624000.0,-250184010494000.0,-250184009086000.0,4.0,454152215038.0,29,0.124986205628,1.0406674226900002e-12,0.250666666667,0.25,0.00783246888603
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250461538693000.0,1715814.03614,-250461539347000.0,-250461536167000.0,-250461539913000.0,-250461539862000.0,-250461536609000.0,4.0,2944017806620.0,55,0.124986205628,1.0406674226900002e-12,0.125333333333,0.25,0.00391623444301
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-369682190485000.0,1845471.83132,-369682190594000.0,-369682188122000.0,-369682192629000.0,-369682192337000.0,-369682188480000.0,4.0,3405766280190.0,24,0.125004598124,1.0406674226900002e-12,0.250666666667,0.124973477615,0.00391597967592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-370012865415000.0,799088.521783,-370012865305000.0,-370012864573000.0,-370012866476000.0,-370012866326000.0,-370012864658000.0,4.0,638542465645.0,50,0.125004598124,1.0406674226900002e-12,0.125333333333,0.25,0.00391681074122
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371109925572000.0,1085217.42501,-371109925337000.0,-371109924559000.0,-371109927054000.0,-371109926844000.0,-371109924628000.0,4.0,1177696859560.0,19,0.250009196248,1.0406674226900002e-12,0.250666666667,0.124973477615,0.00783195935184
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-371440601699000.0,1706798.81732,-371440601106000.0,-371440600440000.0,-371440604144000.0,-371440603761000.0,-371440600467000.0,4.0,2913162202820.0,45,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372537660744000.0,1385558.4621,-372537660785000.0,-372537659299000.0,-372537662106000.0,-372537662051000.0,-372537659379000.0,4.0,1919772251890.0,14,0.250009196248,1.0406674226900002e-12,0.250666666667,0.124973477615,0.00783195935184
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-372868336768000.0,1572557.59485,-372868336482000.0,-372868335271000.0,-372868338836000.0,-372868338574000.0,-372868335361000.0,4.0,2472937389130.0,40,0.250009196248,1.0406674226900002e-12,0.125333333333,0.25,0.00783362148244
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-373965396028000.0,1039247.29925,-373965396276000.0,-373965394571000.0,-373965396991000.0,-373965396911000.0,-373965394799000.0,4.0,1080034949010.0,9,0.249990803752,1.0406674226900002e-12,0.250666666667,0.124973477615,0.00783138317592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-374296071088000.0,1715762.59731,-374296070347000.0,-374296070021000.0,-374296073637000.0,-374296073177000.0,-374296070037000.0,4.0,2943841290340.0,35,0.249990803752,1.0406674226900002e-12,0.125333333333,0.25,0.00783304518423
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375392920540000.0,1460900.87191,-375392920625000.0,-375392918710000.0,-375392922200000.0,-375392922020000.0,-375392918941000.0,4.0,2134231357550.0,4,0.124986205628,1.0406674226900002e-12,0.250666666667,0.124973477615,0.0039154035
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375723596337000.0,1142617.01194,-375723596501000.0,-375723594969000.0,-375723597375000.0,-375723597345000.0,-375723595098000.0,4.0,1305573635970.0,30,0.124986205628,1.0406674226900002e-12,0.125333333333,0.25,0.00391623444301
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-495221776729000.0,671992.633306,-495221776822000.0,-495221775958000.0,-495221777313000.0,-495221777307000.0,-495221776020000.0,4.0,451574099217.0,25,0.125004598124,1.0406674226900002e-12,0.125333333333,0.124973477615,0.00195798983796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-496649513218000.0,1258983.09509,-496649513245000.0,-496649511745000.0,-496649514637000.0,-496649514508000.0,-496649511890000.0,4.0,1585038433720.0,20,0.250009196248,1.0406674226900002e-12,0.125333333333,0.124973477615,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-498077247927000.0,901361.981455,-498077247866000.0,-498077247025000.0,-498077248952000.0,-498077248869000.0,-498077247072000.0,4.0,812453421613.0,15,0.250009196248,1.0406674226900002e-12,0.125333333333,0.124973477615,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-499504983016000.0,971169.294494,-499504983020000.0,-499504981922000.0,-499504984103000.0,-499504984012000.0,-499504982015000.0,4.0,943169798568.0,10,0.249990803752,1.0406674226900002e-12,0.125333333333,0.124973477615,0.00391569158796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500932510380000.0,1485690.8408,-500932510671000.0,-500932508566000.0,-500932511613000.0,-500932511608000.0,-500932508746000.0,4.0,2207277274430.0,5,0.124986205628,1.0406674226900002e-12,0.125333333333,0.124973477615,0.00195770175
