smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3239162964.46,43729205.2597,-3246040662.49,-3150556744.81,-3320098158.63,-3293925447.06,-3173680139.99,10.0,1912243392650000.0,122,0.249546279492,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00389888422603
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3246742800.41,22676654.3131,-3244686593.46,-3218295188.67,-3299587223.21,-3284020123.28,-3223681801.31,10.0,514230650835000.0,47,0.249546279492,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00779889464623
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3329552332.11,18479941.9495,-3332396747.29,-3295925279.71,-3357248031.03,-3355159385.13,-3301738714.18,10.0,341508254457000.0,71,0.125226860254,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00391362713156
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3337290288.36,32395363.3111,-3348067744.51,-3269607409.7,-3375192646.48,-3369926141.21,-3287415850.02,10.0,1049459564060000.0,96,0.125226860254,0.12500016534,2.4762864257000002e-14,0.249981948155,0.00391306198685
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3340018825.03,17012309.9777,-3339883512.08,-3313008257.76,-3364211712.69,-3361173834.05,-3317911671.98,10.0,289418690777000.0,46,0.125226860254,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00391362713156
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3376732752.91,35093846.7474,-3368733550.42,-3330656418.55,-3447508266.57,-3431181859.01,-3337012737.69,10.0,1231578079530000.0,121,0.125226860254,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00195653099342
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3421436921.4,6743132.6075,-3420656684.37,-3413321629.03,-3431943847.01,-3431355375.56,-3413438293.78,10.0,45469837362400.0,21,0.125226860254,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00195653099342
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-160001981310.0,5855.40833634,-160001981353.0,-160001971614.0,-160001991138.0,-160001989445.0,-160001973374.0,10.0,34285806.7853,1,0.125226860254,0.124999315018,2.4762864257000002e-14,0.124990974078,0.00195651768399
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-561810609942.0,10198306.3596,-561809842594.0,-561796413157.0,-561832282708.0,-561825762652.0,-561797475811.0,10.0,104005452604000.0,27,0.249546279492,0.124999315018,2.4762864257000002e-14,0.250018051845,0.00779884159372
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-91987161081600.0,9023909.35618,-91987160699600.0,-91987139896400.0,-91987172272000.0,-91987171011600.0,-91987147744200.0,10.0,81430940068500.0,48,0.249546279492,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00779889464623
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-92321294672600.0,20175577.2988,-92321290015400.0,-92321267574700.0,-92321333618200.0,-92321324341600.0,-92321271669400.0,10.0,407053919342000.0,74,0.250453720508,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00782725426312
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-92723099238300.0,31219364.0381,-92723105951700.0,-92723047109300.0,-92723140689200.0,-92723138779400.0,-92723052969500.0,10.0,974648690942000.0,100,0.125226860254,0.12500016534,2.4762864257000002e-14,0.249981948155,0.00391306198685
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-93286023810100.0,6240245.24695,-93286024154400.0,-93286010410600.0,-93286035852400.0,-93286032104400.0,-93286015310800.0,10.0,38940660742100.0,22,0.249546279492,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00389888422603
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-127378731985000.0,16132386.3616,-127378733007000.0,-127378711265000.0,-127378758592000.0,-127378754172000.0,-127378712063000.0,10.0,260253889719000.0,43,0.249546279492,0.250000425161,2.4762864257000002e-14,0.250018051845,0.0155977951872
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-127712875793000.0,33814526.4229,-127712879594000.0,-127712824469000.0,-127712923484000.0,-127712920448000.0,-127712828989000.0,10.0,1143422197210000.0,69,0.250453720508,0.250000425161,2.4762864257000002e-14,0.250018051845,0.0156545144424
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-128114653058000.0,25052629.7591,-128114651361000.0,-128114605829000.0,-128114686301000.0,-128114685261000.0,-128114619741000.0,10.0,627634257848000.0,95,0.125226860254,0.250000425161,2.4762864257000002e-14,0.249981948155,0.00782612693135
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-128677590113000.0,9322887.39025,-128677587665000.0,-128677575738000.0,-128677603903000.0,-128677603062000.0,-128677579110000.0,10.0,86916229291200.0,17,0.249546279492,0.250000425161,2.4762864257000002e-14,0.124990974078,0.00779777139899
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-162770324126000.0,15508288.6223,-162770326290000.0,-162770301160000.0,-162770349977000.0,-162770348438000.0,-162770305534000.0,10.0,240507015994000.0,38,0.249546279492,0.250000519641,2.4762864257000002e-14,0.250018051845,0.0155978010819
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-163104454018000.0,18970166.6778,-163104460423000.0,-163104416673000.0,-163104475960000.0,-163104472178000.0,-163104420101000.0,10.0,359867223784000.0,64,0.250453720508,0.250000519641,2.4762864257000002e-14,0.250018051845,0.0156545203586
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-163506243410000.0,24551722.4729,-163506239110000.0,-163506208699000.0,-163506280506000.0,-163506279394000.0,-163506213573000.0,10.0,602787076384000.0,90,0.125226860254,0.250000519641,2.4762864257000002e-14,0.249981948155,0.007826129889
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-164069189104000.0,7070423.40855,-164069189073000.0,-164069179157000.0,-164069205481000.0,-164069200200000.0,-164069181337000.0,10.0,49990887176100.0,12,0.249546279492,0.250000519641,2.4762864257000002e-14,0.124990974078,0.00779777434592
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198161918214000.0,13934480.6228,-198161919343000.0,-198161897880000.0,-198161940373000.0,-198161935606000.0,-198161899797000.0,10.0,194169750228000.0,33,0.249546279492,0.249999574839,2.4762864257000002e-14,0.250018051845,0.0155977421347
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198496048866000.0,18544154.6466,-198496047750000.0,-198496020724000.0,-198496076328000.0,-198496071278000.0,-198496024202000.0,10.0,343885671558000.0,59,0.250453720508,0.249999574839,2.4762864257000002e-14,0.250018051845,0.015654461197
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-198897850960000.0,41369128.4239,-198897851420000.0,-198897797511000.0,-198897933803000.0,-198897911119000.0,-198897797896000.0,10.0,1711404786550000.0,85,0.125226860254,0.249999574839,2.4762864257000002e-14,0.249981948155,0.00782610031248
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-199460787584000.0,7496745.87586,-199460786165000.0,-199460778386000.0,-199460800578000.0,-199460800409000.0,-199460778587000.0,10.0,56201198727200.0,7,0.249546279492,0.249999574839,2.4762864257000002e-14,0.124990974078,0.00779774487657
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-233553243512000.0,18588365.2283,-233553236615000.0,-233553221440000.0,-233553274760000.0,-233553271339000.0,-233553222791000.0,10.0,345527321860000.0,28,0.249546279492,0.124999315018,2.4762864257000002e-14,0.250018051845,0.00779884159372
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-233887388215000.0,20651071.5387,-233887385074000.0,-233887365694000.0,-233887427055000.0,-233887419222000.0,-233887366443000.0,10.0,426466755695000.0,54,0.250453720508,0.124999315018,2.4762864257000002e-14,0.250018051845,0.0078272010177
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234289183737000.0,38355814.1282,-234289186261000.0,-234289139324000.0,-234289262190000.0,-234289243455000.0,-234289143259000.0,10.0,1471168477430000.0,80,0.125226860254,0.124999315018,2.4762864257000002e-14,0.249981948155,0.00391303536798
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-234852115516000.0,6321269.91333,-234852115085000.0,-234852107302000.0,-234852125405000.0,-234852124446000.0,-234852107363000.0,10.0,39958453317200.0,2,0.249546279492,0.124999315018,2.4762864257000002e-14,0.124990974078,0.00389885770361
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-326277454257000.0,17554139.6588,-326277457451000.0,-326277424597000.0,-326277478041000.0,-326277473963000.0,-326277425824000.0,10.0,308147819162000.0,23,0.249546279492,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00389888422603
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-326679271239000.0,18363231.3372,-326679266911000.0,-326679250051000.0,-326679295556000.0,-326679294120000.0,-326679250517000.0,10.0,337208265142000.0,49,0.250453720508,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00782725426312
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-327013400126000.0,42826379.7199,-327013410359000.0,-327013336839000.0,-327013458333000.0,-327013455021000.0,-327013343267000.0,10.0,1834098799910000.0,75,0.125226860254,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00391362713156
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-361669035594000.0,15789463.2232,-361669035878000.0,-361669007591000.0,-361669058341000.0,-361669055320000.0,-361669011402000.0,10.0,249307148878000.0,18,0.249546279492,0.250000425161,2.4762864257000002e-14,0.124990974078,0.00779777139899
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-362070851776000.0,27182154.4234,-362070849825000.0,-362070816445000.0,-362070904437000.0,-362070891965000.0,-362070817388000.0,10.0,738869519096000.0,44,0.250453720508,0.250000425161,2.4762864257000002e-14,0.250018051845,0.0156545144424
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-362404973924000.0,31348863.139,-362404966791000.0,-362404937199000.0,-362405020858000.0,-362405019939000.0,-362404939025000.0,10.0,982751220105000.0,70,0.125226860254,0.250000425161,2.4762864257000002e-14,0.250018051845,0.0078272572212
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397060631569000.0,12188650.0868,-397060631215000.0,-397060609803000.0,-397060649266000.0,-397060648084000.0,-397060615639000.0,10.0,148563190940000.0,13,0.249546279492,0.250000519641,2.4762864257000002e-14,0.124990974078,0.00779777434592
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397462426159000.0,25272824.1276,-397462426796000.0,-397462388901000.0,-397462478030000.0,-397462464049000.0,-397462392778000.0,10.0,638715639386000.0,39,0.250453720508,0.250000519641,2.4762864257000002e-14,0.250018051845,0.0156545203586
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-397796558957000.0,12778577.3518,-397796561023000.0,-397796530558000.0,-397796574024000.0,-397796572838000.0,-397796540126000.0,10.0,163292039135000.0,65,0.125226860254,0.250000519641,2.4762864257000002e-14,0.250018051845,0.00782726017928
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-432452223291000.0,14726134.5015,-432452219522000.0,-432452205537000.0,-432452244969000.0,-432452244740000.0,-432452206720000.0,10.0,216859037356000.0,8,0.249546279492,0.249999574839,2.4762864257000002e-14,0.124990974078,0.00779774487657
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-432854023837000.0,22926575.248,-432854030920000.0,-432853974334000.0,-432854050000000.0,-432854048523000.0,-432853987687000.0,10.0,525627852604000.0,34,0.250453720508,0.249999574839,2.4762864257000002e-14,0.250018051845,0.015654461197
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-433188153565000.0,43536733.405,-433188158170000.0,-433188080539000.0,-433188211030000.0,-433188206516000.0,-433188082587000.0,10.0,1895447155580000.0,60,0.125226860254,0.249999574839,2.4762864257000002e-14,0.250018051845,0.00782723059849
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-467843552302000.0,15435605.2864,-467843552119000.0,-467843529985000.0,-467843579318000.0,-467843575617000.0,-467843530942000.0,10.0,238257910556000.0,3,0.249546279492,0.124999315018,2.4762864257000002e-14,0.124990974078,0.00389885770361
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-468245341158000.0,20377810.5701,-468245345419000.0,-468245316675000.0,-468245375708000.0,-468245368952000.0,-468245318302000.0,10.0,415255163632000.0,29,0.250453720508,0.124999315018,2.4762864257000002e-14,0.250018051845,0.0078272010177
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-468579484760000.0,45736604.9046,-468579484675000.0,-468579396798000.0,-468579572762000.0,-468579548039000.0,-468579417145000.0,10.0,2091837028200000.0,55,0.125226860254,0.124999315018,2.4762864257000002e-14,0.250018051845,0.00391360050885
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-560969572966000.0,22137844.6313,-560969569839000.0,-560969529939000.0,-560969605758000.0,-560969602281000.0,-560969542957000.0,10.0,490084164922000.0,24,0.250453720508,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00391306198685
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-561371364662000.0,36630913.704,-561371365583000.0,-561371315631000.0,-561371445078000.0,-561371419490000.0,-561371323313000.0,10.0,1341823838790000.0,50,0.125226860254,0.12500016534,2.4762864257000002e-14,0.250018051845,0.00391362713156
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596361137595000.0,21038473.7832,-596361139587000.0,-596361101754000.0,-596361164015000.0,-596361161492000.0,-596361105499000.0,10.0,442617379125000.0,19,0.250453720508,0.250000425161,2.4762864257000002e-14,0.124990974078,0.00782612693135
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-596762932359000.0,37534954.5557,-596762937302000.0,-596762852307000.0,-596762981835000.0,-596762972601000.0,-596762868736000.0,10.0,1408872813500000.0,45,0.125226860254,0.250000425161,2.4762864257000002e-14,0.250018051845,0.0078272572212
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-631752719913000.0,18544394.501,-631752718130000.0,-631752695108000.0,-631752745958000.0,-631752744326000.0,-631752698019000.0,10.0,343894567410000.0,14,0.250453720508,0.250000519641,2.4762864257000002e-14,0.124990974078,0.007826129889
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-632154530412000.0,29811168.0863,-632154535496000.0,-632154476715000.0,-632154569147000.0,-632154567145000.0,-632154485978000.0,10.0,888705742672000.0,40,0.125226860254,0.250000519641,2.4762864257000002e-14,0.250018051845,0.00782726017928
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-667144331226000.0,29319189.523,-667144330831000.0,-667144267969000.0,-667144368930000.0,-667144366878000.0,-667144287574000.0,10.0,859614874288000.0,9,0.250453720508,0.249999574839,2.4762864257000002e-14,0.124990974078,0.00782610031248
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-667546124934000.0,31336584.2944,-667546126895000.0,-667546076035000.0,-667546169082000.0,-667546166459000.0,-667546083837000.0,10.0,981981515243000.0,35,0.125226860254,0.249999574839,2.4762864257000002e-14,0.250018051845,0.00782723059849
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-702535641442000.0,14453409.0958,-702535636968000.0,-702535621274000.0,-702535664179000.0,-702535664078000.0,-702535623825000.0,10.0,208901034490000.0,4,0.250453720508,0.124999315018,2.4762864257000002e-14,0.124990974078,0.00391303536798
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-702937436387000.0,32003220.8423,-702937441452000.0,-702937383289000.0,-702937487439000.0,-702937475746000.0,-702937391074000.0,10.0,1024206144280000.0,30,0.125226860254,0.124999315018,2.4762864257000002e-14,0.250018051845,0.00391360050885
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-795661657594000.0,26823115.6825,-795661667200000.0,-795661605166000.0,-795661683187000.0,-795661682223000.0,-795661612875000.0,10.0,719479534915000.0,25,0.125226860254,0.12500016534,2.4762864257000002e-14,0.124990974078,0.00195653099342
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-831053239264000.0,22180062.9031,-831053233609000.0,-831053215119000.0,-831053275125000.0,-831053273301000.0,-831053215408000.0,10.0,491955190385000.0,20,0.125226860254,0.250000425161,2.4762864257000002e-14,0.124990974078,0.00391306346567
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-866444841853000.0,23698771.0556,-866444843609000.0,-866444785075000.0,-866444866161000.0,-866444865691000.0,-866444805638000.0,10.0,561631749545000.0,15,0.125226860254,0.250000519641,2.4762864257000002e-14,0.124990974078,0.0039130649445
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-901836441496000.0,24806828.0661,-901836446633000.0,-901836394756000.0,-901836471965000.0,-901836469269000.0,-901836398874000.0,10.0,615378718703000.0,10,0.125226860254,0.249999574839,2.4762864257000002e-14,0.124990974078,0.00391305015624
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-937227753528000.0,32357366.6599,-937227756719000.0,-937227709107000.0,-937227800826000.0,-937227797484000.0,-937227710194000.0,10.0,1046999177160000.0,5,0.125226860254,0.124999315018,2.4762864257000002e-14,0.124990974078,0.00195651768399
