smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix
720.0,-529.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2127036376.85,12660016.4583,-2127036376.85,-2118084393.36,-2135988360.34,-2135093161.99,-2118979591.71,2.0,160276016724000.0,0.125000249693,2.6175466018599997e-14,0.250453720508,0.25,0.0078266944,109
720.0,-254.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2164051021.13,418480.901105,-2164051021.13,-2163755110.45,-2164346931.82,-2164317340.75,-2163784701.52,2.0,175126264590.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.125018050542,0.0038997314626,120
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2168198969.22,26895206.0554,-2168198969.22,-2149181186.63,-2187216751.8,-2185314973.54,-2151082964.89,2.0,723352108762000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00391391230429,80
720.0,-667.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2269403850.55,43517864.7399,-2269403850.55,-2238632073.29,-2300175627.81,-2297098450.09,-2241709251.02,2.0,1893804551520000.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.25,0.0039133472,104
720.0,-391.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2378656853.56,8705708.28402,-2378656853.56,-2372500988.19,-2384812718.92,-2384197132.38,-2373116574.73,2.0,75789356726400.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.125018050542,0.0038997314626,115
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2561506537.5,5086486.38881,-2561506537.5,-2557909848.49,-2565103226.52,-2564743557.62,-2558269517.39,2.0,25872343783600.0,0.125000249693,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00391391230429,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2687182651.54,44624303.6249,-2687182651.54,-2655628503.84,-2718736799.24,-2715581384.47,-2658783918.61,2.0,1991328474010000.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00195695615214,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-18897592642.6,1871852.73548,-18897592642.6,-18896269042.9,-18898916242.4,-18898783882.4,-18896401402.8,2.0,3503832663320.0,0.124999250922,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00195694051577,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-359851401981.0,14809240.5703,-359851401981.0,-359840930267.0,-359861873696.0,-359860826524.0,-359841977438.0,2.0,219313606268000.0,0.124999250922,2.6175466018599997e-14,0.250453720508,0.25,0.00782663186354,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-769769639557.0,2081296.29728,-769769639557.0,-769768167858.0,-769771111256.0,-769770964086.0,-769768315028.0,2.0,4331794277060.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.249963898917,0.00779714839709,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-101750362101000.0,28396685.7577,-101750362101000.0,-101750342021000.0,-101750382180000.0,-101750380172000.0,-101750344029000.0,2.0,806371762022000.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.249963898917,0.00779721069797,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102160238668000.0,15264127.0447,-102160238668000.0,-102160227875000.0,-102160249462000.0,-102160248383000.0,-102160228954000.0,2.0,232993574436000.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.25,0.0039133472,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-102732868600000.0,6397357.86073,-102732868600000.0,-102732864076000.0,-102732873123000.0,-102732872671000.0,-102732864529000.0,2.0,40926187598300.0,0.125000249693,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00391391230429,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-103073805563000.0,6083812.04149,-103073805563000.0,-103073801262000.0,-103073809865000.0,-103073809435000.0,-103073801692000.0,2.0,37012768956100.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.25,0.00779833681159,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-135873545253000.0,69988838.1158,-135873545253000.0,-135873495764000.0,-135873594743000.0,-135873589794000.0,-135873500713000.0,2.0,4898437460800000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.249963898917,0.0155944213959,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136283467799000.0,21161992.1329,-136283467799000.0,-136283452836000.0,-136283482763000.0,-136283481267000.0,-136283454332000.0,2.0,447829911035000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.25,0.0078266944,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136856092862000.0,15870165.2417,-136856092862000.0,-136856081640000.0,-136856104084000.0,-136856102962000.0,-136856082763000.0,2.0,251862144798000.0,0.250000499385,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00782782460857,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-137197054800000.0,713601.899477,-137197054800000.0,-137197054295000.0,-137197055304000.0,-137197055254000.0,-137197054346000.0,2.0,509227670937.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.25,0.0155966736232,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-169996780091000.0,53084120.0128,-169996780091000.0,-169996742554000.0,-169996817627000.0,-169996813873000.0,-169996746308000.0,2.0,2817923797530000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.249963898917,0.0155944213959,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170406642315000.0,71213560.8826,-170406642315000.0,-170406591959000.0,-170406692670000.0,-170406687635000.0,-170406596994000.0,2.0,5071371253570000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.25,0.0078266944,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-170979307274000.0,10782418.5819,-170979307274000.0,-170979299650000.0,-170979314899000.0,-170979314136000.0,-170979300412000.0,2.0,116260550476000.0,0.250000499385,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00782782460857,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-171320238912000.0,19805629.6059,-171320238912000.0,-171320224907000.0,-171320252917000.0,-171320251516000.0,-171320226308000.0,2.0,392262964086000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.25,0.0155966736232,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204119989251000.0,5648331.2042,-204119989251000.0,-204119985257000.0,-204119993245000.0,-204119992845000.0,-204119985656000.0,2.0,31903645392300.0,0.249999500615,2.6175466018599997e-14,0.249546279492,0.249963898917,0.0155943590951,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204529883270000.0,136896.84511,-204529883270000.0,-204529883173000.0,-204529883366000.0,-204529883357000.0,-204529883183000.0,2.0,18740746200.9,0.249999500615,2.6175466018599997e-14,0.125226860254,0.25,0.00782666313177,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205102535984000.0,5451297.97675,-205102535984000.0,-205102532129000.0,-205102539839000.0,-205102539453000.0,-205102532515000.0,2.0,29716649631300.0,0.249999500615,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00782779333583,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-205443441324000.0,19297644.2269,-205443441324000.0,-205443427678000.0,-205443454969000.0,-205443453605000.0,-205443429043000.0,2.0,372399072707000.0,0.249999500615,2.6175466018599997e-14,0.249546279492,0.25,0.0155966113133,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238242961409000.0,5133705.62846,-238242961409000.0,-238242957779000.0,-238242965039000.0,-238242964676000.0,-238242958142000.0,2.0,26354933479700.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.249963898917,0.00779714839709,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-238652824664000.0,27942987.9494,-238652824664000.0,-238652804905000.0,-238652844422000.0,-238652842446000.0,-238652806881000.0,2.0,780810575540000.0,0.124999250922,2.6175466018599997e-14,0.125226860254,0.25,0.00391331593177,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239225455863000.0,5426091.896,-239225455863000.0,-239225452026000.0,-239225459700000.0,-239225459316000.0,-239225452410000.0,2.0,29442473263800.0,0.124999250922,2.6175466018599997e-14,0.250453720508,0.125018050542,0.00391388103154,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-239566421601000.0,7623780.36854,-239566421601000.0,-239566416210000.0,-239566426991000.0,-239566426452000.0,-239566416749000.0,2.0,58122027107800.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.25,0.00779827450171,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340547000198000.0,14832148.7614,-340547000198000.0,-340546989710000.0,-340547010686000.0,-340547009637000.0,-340546990759000.0,2.0,219992636880000.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.25,0.00779833681159,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-340956868908000.0,8116308.72479,-340956868908000.0,-340956863168000.0,-340956874647000.0,-340956874073000.0,-340956863742000.0,2.0,65874467316000.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.249963898917,0.00391278209571,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-341939433253000.0,3885541.02344,-341939433253000.0,-341939430505000.0,-341939436000000.0,-341939435726000.0,-341939430780000.0,2.0,15097429044800.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.125018050542,0.0038997314626,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-374670187014000.0,15940902.5357,-374670187014000.0,-374670175742000.0,-374670198286000.0,-374670197159000.0,-374670176869000.0,2.0,254112373654000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.25,0.0155966736232,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-375080145567000.0,52613886.4682,-375080145567000.0,-375080108363000.0,-375080182770000.0,-375080179050000.0,-375080112083000.0,2.0,2768221049290000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.249963898917,0.00782556419142,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-376062664774000.0,42134107.843,-376062664774000.0,-376062634981000.0,-376062694567000.0,-376062691588000.0,-376062637960000.0,2.0,1775283043720000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779946292521,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-408793428860000.0,26264235.2882,-408793428860000.0,-408793410288000.0,-408793447432000.0,-408793445574000.0,-408793412146000.0,2.0,689810055277000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.25,0.0155966736232,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-409203320213000.0,38383358.431,-409203320213000.0,-409203293072000.0,-409203347354000.0,-409203344640000.0,-409203295786000.0,2.0,1473282204440000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.249963898917,0.00782556419142,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-410185877533000.0,17617082.8087,-410185877533000.0,-410185865076000.0,-410185889991000.0,-410185888745000.0,-410185866322000.0,2.0,310361606688000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779946292521,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-442916653048000.0,32579998.9485,-442916653048000.0,-442916630011000.0,-442916676086000.0,-442916673782000.0,-442916632314000.0,2.0,1061456331480000.0,0.249999500615,2.6175466018599997e-14,0.249546279492,0.25,0.0155966113133,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-443326587729000.0,62134954.3842,-443326587729000.0,-443326543793000.0,-443326631665000.0,-443326627271000.0,-443326548187000.0,2.0,3860752556320000.0,0.249999500615,2.6175466018599997e-14,0.125226860254,0.249963898917,0.0078255329277,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-444309094371000.0,23453333.7609,-444309094371000.0,-444309077787000.0,-444309110955000.0,-444309109297000.0,-444309079446000.0,2.0,550058864499000.0,0.249999500615,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779943176577,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477039597885000.0,18356912.061,-477039597885000.0,-477039584905000.0,-477039610866000.0,-477039609568000.0,-477039586203000.0,2.0,336976220416000.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.25,0.00779827450171,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-477449491106000.0,20821589.7573,-477449491106000.0,-477449476383000.0,-477449505829000.0,-477449504357000.0,-477449477855000.0,2.0,433538600023000.0,0.124999250922,2.6175466018599997e-14,0.125226860254,0.249963898917,0.00391275083199,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-478432063581000.0,19498486.5944,-478432063581000.0,-478432049794000.0,-478432077369000.0,-478432075990000.0,-478432051173000.0,2.0,380190979471000.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00389970030317,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579412633446000.0,23311260.4964,-579412633446000.0,-579412616962000.0,-579412649929000.0,-579412648281000.0,-579412618610000.0,2.0,543414865930000.0,0.125000249693,2.6175466018599997e-14,0.249546279492,0.125018050542,0.0038997314626,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-579753599283000.0,1968910.19439,-579753599283000.0,-579753597891000.0,-579753600675000.0,-579753600536000.0,-579753598030000.0,2.0,3876607353570.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.25,0.0039133472,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613535841056000.0,2058701.70706,-613535841056000.0,-613535839600000.0,-613535842512000.0,-613535842366000.0,-613535839746000.0,2.0,4238252718640.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779946292521,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-613876777222000.0,11179459.9455,-613876777222000.0,-613876769317000.0,-613876785127000.0,-613876784336000.0,-613876770107000.0,2.0,124980324674000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.25,0.0078266944,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647659067283000.0,20410541.0724,-647659067283000.0,-647659052850000.0,-647659081715000.0,-647659080272000.0,-647659054293000.0,2.0,416590186869000.0,0.250000499385,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779946292521,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-647999971886000.0,13864372.5012,-647999971886000.0,-647999962082000.0,-647999981689000.0,-647999980709000.0,-647999963062000.0,2.0,192220824852000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.25,0.0078266944,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-681782279704000.0,18284681.6337,-681782279704000.0,-681782266774000.0,-681782292633000.0,-681782291340000.0,-681782268067000.0,2.0,334329582444000.0,0.249999500615,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00779943176577,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-682123195001000.0,58229090.1396,-682123195001000.0,-682123153827000.0,-682123236176000.0,-682123232058000.0,-682123157945000.0,2.0,3390626938480000.0,0.249999500615,2.6175466018599997e-14,0.125226860254,0.25,0.00782666313177,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-715905218577000.0,18695966.4922,-715905218577000.0,-715905205357000.0,-715905231797000.0,-715905230475000.0,-715905206679000.0,2.0,349539163079000.0,0.124999250922,2.6175466018599997e-14,0.249546279492,0.125018050542,0.00389970030317,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-716246150073000.0,26956881.8241,-716246150073000.0,-716246131012000.0,-716246169135000.0,-716246167229000.0,-716246132918000.0,2.0,726673477681000.0,0.124999250922,2.6175466018599997e-14,0.125226860254,0.25,0.00391331593177,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,5006164.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818619211849000.0,61657452.732,-818619211849000.0,-818619168251000.0,-818619255448000.0,-818619251088000.0,-818619172611000.0,2.0,3801641477400000.0,0.125000249693,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00195695615214,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,3754623.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-852742363501000.0,31029658.1383,-852742363501000.0,-852742341559000.0,-852742385442000.0,-852742383248000.0,-852742343753000.0,2.0,962839684180000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00391391230429,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,2503082.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-886865600287000.0,61282367.7632,-886865600287000.0,-886865556954000.0,-886865643620000.0,-886865639287000.0,-886865561287000.0,2.0,3755528598660000.0,0.250000499385,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00391391230429,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,1251541.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-920988821528000.0,52295534.4884,-920988821528000.0,-920988784550000.0,-920988858507000.0,-920988854809000.0,-920988788247000.0,2.0,2734822927420000.0,0.249999500615,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00391389666791,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-955111859002000.0,655148.84007,-955111859002000.0,-955111858539000.0,-955111859465000.0,-955111859419000.0,-955111858585000.0,2.0,429220002645.0,0.124999250922,2.6175466018599997e-14,0.125226860254,0.125018050542,0.00195694051577,21
