smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,prefix
1200.0,-785.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1627545978.65,32545117.523,-1622720217.13,-1574281385.34,-1676497048.23,-1671891385.17,-1586191203.17,10.0,1059184674590000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,83
1200.0,-685.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1633217527.71,47502071.8568,-1627277141.51,-1554494035.92,-1699273396.25,-1697579942.92,-1563598025.6,10.0,2256446830690000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,164
1200.0,-485.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1664901579.1,40475349.473,-1656286128.47,-1613666991.39,-1734131837.24,-1726115530.23,-1615481916.65,10.0,1638253914960000.0,6.6445189699799995e-15,0.000771605877516,0.111111111111,0.0555555555556,0.125000152158,46
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1666942111.25,39550393.2832,-1678307365.88,-1591125696.29,-1706712849.83,-1702325331.01,-1596441427.86,10.0,1564233608860000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,217
1200.0,-285.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1677046977.02,73567500.1047,-1688528229.4,-1505873772.19,-1749899048.2,-1749466978.3,-1558491763.03,10.0,5412177071660000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,138
1200.0,-485.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1685452867.92,49728855.9859,-1680873662.79,-1593760186.03,-1747474699.35,-1744267196.56,-1610635027.81,10.0,2472959117670000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,176
1200.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1695019397.25,15613159.5215,-1689098168.94,-1679317475.86,-1727578326.05,-1719811676.45,-1680362545.29,10.0,243770750244000.0,6.6445189699799995e-15,0.000771601703097,0.0555555555556,0.111111111111,0.124999475902,101
1200.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1701075063.37,92516255.3947,-1714440570.51,-1553888757.62,-1808395137.33,-1805107182.72,-1558424979.63,10.0,8559257512260000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,123
1200.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1729035847.74,47872683.7612,-1716767326.4,-1663130030.98,-1807337358.92,-1797326346.24,-1674348558.57,10.0,2291793850500000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,163
1200.0,-485.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1732745645.37,54398124.2724,-1726094581.76,-1641481845.17,-1798299242.47,-1797420163.05,-1646341551.25,10.0,2959155924350000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,216
1200.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1755211033.53,85092377.7015,-1753025075.7,-1633659471.85,-1892469174.8,-1888933725.97,-1650467418.92,10.0,7240712742890000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,137
1200.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1760841779.0,89414341.3494,-1764350895.36,-1600126542.59,-1918269645.02,-1880777978.18,-1633513197.28,10.0,7994924438950000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,229
1200.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1761157034.68,28725737.9496,-1749426514.08,-1718365763.92,-1806481226.7,-1802210555.95,-1726820879.59,10.0,825168020750000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,153
1200.0,-885.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1774957113.87,65907647.4645,-1776763102.88,-1693356388.07,-1892087413.21,-1865897744.23,-1696482487.61,10.0,4343817994300000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,122
1200.0,-585.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1777681734.38,60958274.9902,-1781458246.83,-1690400621.36,-1854389050.0,-1850686612.86,-1698421024.27,10.0,3715911289780000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,175
1200.0,-85.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1784525777.25,94889208.6591,-1801913879.34,-1573641321.6,-1884479598.77,-1881334229.14,-1630407083.4,10.0,9003961919940000.0,6.6445189699799995e-15,0.000771605877516,0.0555555555556,0.111111111111,0.125000152158,100
1200.0,-885.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1792568879.84,59741807.4163,-1822816230.53,-1693147944.89,-1844705355.74,-1841532869.69,-1694288375.18,10.0,3569083553370000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,82
1200.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1830125049.78,65041943.2581,-1816102420.73,-1751880484.37,-1965786493.81,-1936162092.08,-1757181534.66,10.0,4230454382790000.0,6.6445189699799995e-15,0.000771605877516,0.111111111111,0.0555555555556,0.125000152158,45
1200.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1849510144.93,69894410.9801,-1869442826.9,-1747107652.31,-1934224381.88,-1923515208.43,-1747816677.49,10.0,4885228686260000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,215
1200.0,-185.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1855876521.94,94318955.0209,-1818383278.15,-1741506331.84,-1985880868.02,-1982591218.26,-1754831874.53,10.0,8896065276240000.0,6.6445189699799995e-15,0.00154321175503,0.111111111111,0.111111111111,0.125000152158,99
1200.0,-885.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1858077296.31,50286408.3097,-1864434409.67,-1788716322.32,-1942430651.68,-1931703217.07,-1797075829.75,10.0,2528722860690000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,162
1200.0,-985.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1866116293.21,66210196.3069,-1865034501.54,-1737600504.38,-1995409420.6,-1957661108.76,-1776593373.35,10.0,4383790095000000.0,6.6445189699799995e-15,0.00154321217247,0.0555555555556,0.111111111111,0.250000371941,121
1200.0,-285.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1870510280.96,72238812.9845,-1891651001.91,-1771286010.52,-1955358167.1,-1950965070.93,-1772314606.96,10.0,5218446101410000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,228
1200.0,-485.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1870624629.22,38868616.4164,-1867518205.36,-1818661639.38,-1931075248.77,-1928163152.68,-1818809028.79,10.0,1510769342130000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,136
1200.0,-885.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1879720143.73,29842099.8292,-1873791304.13,-1836938833.57,-1937990856.88,-1923416342.1,-1843889849.03,10.0,890550922214000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,152
1200.0,-685.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1898169187.07,50787068.8949,-1896874121.05,-1796463052.09,-1997031733.78,-1967102218.22,-1828759162.54,10.0,2579326366930000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,174
1200.0,-285.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1900740932.39,47443618.3367,-1911624384.0,-1795820635.31,-1949975980.91,-1948504938.87,-1823134261.68,10.0,2250896920880000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,268
1200.0,-85.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1907464640.9,43430430.8386,-1898365067.24,-1854850917.56,-2015058512.82,-1972165405.08,-1861812362.07,10.0,1886202322820000.0,6.6445189699799995e-15,0.00154321175503,0.0555555555556,0.111111111111,0.250000304315,190
1200.0,-985.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1909514126.21,63064759.2027,-1895519465.51,-1848504718.23,-2064645060.97,-2008669977.75,-1850625978.05,10.0,3977163853290000.0,6.6445189699799995e-15,0.00154321175503,0.0555555555556,0.111111111111,0.250000304315,81
1200.0,-685.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1915943591.06,73476226.0097,-1926735415.66,-1773064312.17,-2040365118.48,-2013038477.49,-1811979920.73,10.0,5398755788630000.0,6.6445189699799995e-15,0.000771605877516,0.111111111111,0.0555555555556,0.125000152158,44
1200.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1930567741.01,50403135.7063,-1932826085.94,-1839511803.48,-2008367642.09,-1996895090.77,-1858023441.73,10.0,2540476089020000.0,6.6445189699799995e-15,0.00154320799805,0.0555555555556,0.111111111111,0.249999695685,161
1200.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1936026409.74,53325652.625,-1935441611.07,-1848777201.09,-2003830929.53,-2002485351.59,-1860141606.89,10.0,2843625227880000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,227
1200.0,-385.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1938703846.32,54109078.9356,-1943343974.03,-1849200819.11,-2006134066.8,-2002792303.37,-1859190995.87,10.0,2927792423260000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,267
1200.0,-285.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1946966704.3,70637208.5737,-1936419642.72,-1829007547.18,-2073086580.92,-2041541519.41,-1852015902.17,10.0,4989615235080000.0,6.6445189699799995e-15,0.00154321175503,0.111111111111,0.111111111111,0.125000152158,98
1200.0,-685.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1948863808.68,60195771.1413,-1927505891.36,-1894668131.5,-2061453991.83,-2047849567.67,-1895045715.68,10.0,3623530863290000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,214
1200.0,-685.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1964116053.99,37711902.7927,-1954921725.95,-1916002721.4,-2044090881.01,-2026492119.04,-1926282726.94,10.0,1422187612240000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,204
1200.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1974517457.14,26707219.1944,-1965390711.08,-1941683328.43,-2023182241.98,-2015655500.67,-1945883830.9,10.0,713275557100000.0,6.6445189699799995e-15,0.000771601703097,0.0555555555556,0.111111111111,0.124999475902,151
1200.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1985868409.03,71363333.2528,-1993147613.45,-1888445534.05,-2110511196.72,-2079219302.69,-1894133518.13,10.0,5092725332940000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,135
1200.0,-785.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1994039596.89,92449668.7087,-1997232021.77,-1825131129.73,-2111485561.02,-2109653864.86,-1865990049.74,10.0,8546941244360000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,173
1200.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2011881752.07,93016291.9581,-2006702492.51,-1835874313.57,-2153250106.92,-2147024870.98,-1880473233.4,10.0,8652030569640000.0,6.6445189699799995e-15,0.000771605877516,0.111111111111,0.0555555555556,0.125000152158,43
1200.0,-685.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2037510577.05,112524766.679,-1997671141.33,-1916195938.86,-2198350164.48,-2187823153.5,-1917320970.79,9.0,1.26618231163e+16,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,134
1200.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2042700316.49,37167306.0959,-2045272044.49,-1996206963.7,-2106425143.42,-2094032511.39,-1997380275.22,10.0,1381408642420000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,203
1200.0,-785.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2044423398.31,42874347.6566,-2042157956.27,-1984028495.1,-2134058532.36,-2111659618.55,-1990566479.88,10.0,1838209686980000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,213
1200.0,-485.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2057620233.64,40017644.0788,-2052485356.34,-2014524662.06,-2124652243.25,-2122233866.19,-2015258363.83,10.0,1601411837620000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,266
1200.0,-185.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2068780884.82,46111714.3436,-2062182651.47,-1989820609.02,-2152336413.24,-2137384401.0,-2009112965.88,10.0,2126290199710000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,189
1200.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2080192494.63,60328647.9672,-2086716639.17,-1986820193.69,-2165716973.87,-2153129792.22,-1993811757.91,10.0,3639545765550000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,319
1200.0,-485.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2081219878.48,76746422.2707,-2070333796.37,-1986219239.09,-2221175528.38,-2208978398.81,-1989324769.23,10.0,5890013331350000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,226
1200.0,-85.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2084663507.01,55583560.4635,-2087705651.2,-1988868731.92,-2150517738.19,-2148461775.62,-1998288585.26,10.0,3089532193800000.0,6.6445189699799995e-15,0.00154321217247,0.0555555555556,0.111111111111,0.250000371941,280
1200.0,-385.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2091148224.93,116630332.08,-2058196854.9,-1927269239.63,-2274714103.32,-2266802781.61,-1949555078.77,10.0,1.36026343611e+16,6.6445189699799995e-15,0.00154321175503,0.111111111111,0.111111111111,0.125000152158,97
1200.0,-885.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2095437539.88,57954742.8916,-2087237602.46,-2004194329.81,-2221277912.43,-2189056011.23,-2027063785.23,10.0,3358752223640000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,172
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2106901432.07,51638585.9246,-2113209851.1,-1994323614.58,-2176564438.17,-2170008264.28,-2025524812.12,10.0,2666543556290000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,255
1200.0,-885.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2118546051.88,75420487.2175,-2135850974.99,-1995862373.11,-2249341376.78,-2218838829.2,-2005595574.7,10.0,5688249892130000.0,6.6445189699799995e-15,0.000771605877516,0.111111111111,0.0555555555556,0.125000152158,42
1200.0,-885.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2138825987.9,39332803.2105,-2139075604.45,-2088432543.97,-2202783151.73,-2196468866.8,-2092746694.91,10.0,1547069408400000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,202
1200.0,-885.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2143808425.65,33893989.7898,-2143287875.13,-2077354596.85,-2184269048.76,-2183118799.66,-2097429701.56,10.0,1148802543870000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,212
1200.0,-285.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2162713827.31,50708952.2368,-2168375730.56,-2065101374.16,-2228072926.72,-2218607228.61,-2078315723.93,10.0,2571397836960000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,318
1200.0,-285.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2170083572.72,48755527.0011,-2163385667.15,-2110661864.92,-2258688950.67,-2243161348.55,-2115832486.32,10.0,2377101413150000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,188
1200.0,-485.0,-22243.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2175375507.7,44315689.5126,-2169305958.65,-2127044035.22,-2263603002.17,-2249067248.88,-2128274093.68,10.0,1963880336980000.0,6.6445189699799995e-15,0.00154321175503,0.111111111111,0.111111111111,0.125000152158,96
1200.0,-585.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2193404756.31,38674416.5321,-2182506732.27,-2153399632.55,-2286074504.79,-2256553078.28,-2154672340.98,10.0,1495710494100000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,265
1200.0,-585.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2200591413.86,74262566.4583,-2179010339.92,-2104763257.04,-2320878230.81,-2305894362.95,-2115204721.67,10.0,5514928776970000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,225
1200.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2200782772.58,43034997.3938,-2198837654.14,-2119855358.49,-2267513153.91,-2254915101.69,-2136241317.01,10.0,1852011000680000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,133
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2218338491.77,39190011.4625,-2212658540.87,-2176062230.23,-2282700186.62,-2270746986.03,-2177099258.62,10.0,1535856998430000.0,6.6445189699799995e-15,0.00308641599611,0.111111111111,0.111111111111,0.249999695685,264
1200.0,-985.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2220832328.9,57388638.5992,-2214070233.27,-2137889108.72,-2317829869.76,-2300921328.22,-2142848656.69,10.0,3293455840270000.0,6.6445189699799995e-15,0.00154321217247,0.0555555555556,0.111111111111,0.250000371941,171
1200.0,-685.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2222277350.1,47962129.075,-2214504630.63,-2158251185.97,-2320731739.37,-2295999530.66,-2165131053.54,10.0,2300365825410000.0,6.6445189699799995e-15,0.00154320340619,0.111111111111,0.111111111111,0.124999475902,254
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1848415.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2229770781.68,53056118.6513,-2262884144.34,-2143356741.58,-2276454872.01,-2274389660.47,-2150299824.0,10.0,2814951726340000.0,6.6445189699799995e-15,0.00154320799805,0.0555555555556,0.111111111111,0.249999695685,211
1200.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2236692259.15,77404250.1246,-2233765778.24,-2105612679.68,-2389410394.14,-2352256815.24,-2133559693.48,10.0,5991417937350000.0,6.6445189699799995e-15,0.000385802938758,0.0555555555556,0.0555555555556,0.125000152158,41
1200.0,-985.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2248098285.41,30971488.3996,-2242305621.08,-2221355778.36,-2326293401.11,-2297013561.49,-2221834160.49,10.0,959233093687000.0,6.6445189699799995e-15,0.000771601703097,0.0555555555556,0.111111111111,0.124999475902,201
1200.0,-385.0,-17217.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2250346001.31,58728523.9433,-2257890716.56,-2128914896.49,-2340892329.18,-2322532545.62,-2158075735.02,10.0,3449039524550000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,187
1200.0,-85.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7393661.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2253159230.16,52014430.7656,-2263189979.44,-2187900941.57,-2332201595.53,-2320285310.42,-2188233377.95,10.0,2705501007870000.0,6.6445189699799995e-15,0.000771605877516,0.0555555555556,0.111111111111,0.125000152158,150
1200.0,-685.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2253165579.08,68060794.169,-2237452009.22,-2168295704.86,-2362751790.1,-2354441768.73,-2173459043.34,10.0,4632271702910000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,224
1200.0,-185.0,-12191.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3696831.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2257135875.99,60498708.3699,-2238983687.91,-2158316149.16,-2365719628.12,-2348476190.48,-2184143723.73,10.0,3660093714420000.0,6.6445189699799995e-15,0.00308642434495,0.111111111111,0.111111111111,0.250000371941,279
1200.0,-885.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5545246.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2280334069.5,79053942.0237,-2276414548.05,-2155849668.01,-2433175100.85,-2405616896.76,-2174029016.98,10.0,6249525749490000.0,6.6445189699799995e-15,0.00308642351006,0.111111111111,0.111111111111,0.250000304315,132
