,index,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
64,91,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,736285527.454,92866.8326879,736268453.916,736404920.747,736200281.2360001,736203996.327,736390961.533,4.0,8624248613.49,0.111137306677,4.3848457759400005e-12,0.0013610062117699999,384,0.11113727336899999,0.11018957346
65,95,522.0,-366.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,734000949.1010001,114456.303944,733992655.652,734148910.004,733869575.0960001,733887675.685,734125833.345,4.0,13100245512.6,0.111137306677,4.3848457759400005e-12,0.0006805031058840001,394,0.055568636684699996,0.11018957346
66,62,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,702106805.1769999,76366.8425682,702099587.584,702203028.594,702025016.9480001,702032173.1010001,702191541.885,4.0,5831894643.84,0.111137306677,4.3848457759400005e-12,0.00137430487788,313,0.11102935405400001,0.111374407583
67,67,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,701118387.537,260100.579246,701157984.918,701352966.107,700804614.204,700834787.214,701346551.525,4.0,67652311324.3,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,323,0.111127462523,0.111374407583
68,70,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,699114276.115,219942.877392,699136227.266,699351088.5339999,698833561.3939999,698868743.629,699329076.99,4.0,48374869315.5,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,333,0.11113727336899999,0.111374407583
69,59,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,697570160.147,121558.44310599999,697556840.229,697724057.805,697442902.3260001,697453205.215,697705762.965,4.0,14776455090.4,0.111137306677,4.3848457759400005e-12,0.0006866059715060001,303,0.055470528216,0.111374407583
70,74,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,696919387.1860001,249806.93428800002,696812871.75,697289331.66,696762473.584,696764186.536,697223709.4460001,4.0,62403504418.3,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,343,0.11113727336899999,0.111374407583
71,78,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,694861254.579,294515.107923,694856934.241,695226192.42,694504957.4139999,694556983.092,695171574.54,4.0,86739148794.8,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,353,0.111127462523,0.111374407583
72,81,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,692652855.5339999,250822.537396,692672910.7689999,692876806.143,692388794.454,692403743.247,692873890.491,4.0,62911945266.0,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,363,0.111127462523,0.111374407583
73,87,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,690500163.402,161497.480889,690441009.398,690735632.4360001,690383002.376,690386873.587,690696268.8230001,4.0,26081436333.5,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,373,0.11113727336899999,0.111374407583
74,89,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,688198996.624,211842.243918,688279180.3089999,688350532.5860001,687887093.293,687941763.348,688343972.741,4.0,44877136308.0,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,383,0.11113727336899999,0.111374407583
75,94,522.0,-413.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,685934706.775,398601.411985,685976216.5780001,686327286.904,685459107.04,685504347.015,686306952.811,4.0,158883085637.0,0.111137306677,4.3848457759400005e-12,0.000687820343581,393,0.055568636684699996,0.111374407583
76,65,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,650635270.864,408501.512589,650550068.97,651187323.748,650253621.771,650278052.951,651111771.431,4.0,166873485788.0,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,322,0.111127462523,0.111374407583
77,61,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,649237068.243,304896.510596,649290082.09,649537655.538,648830453.256,648885335.835,649514581.267,4.0,92961882173.4,0.111137306677,4.3848457759400005e-12,0.00137430487788,312,0.11102935405400001,0.111374407583
78,69,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,649204965.1919999,295887.760603,649302252.899,649441581.778,648773773.191,648848538.959,649425188.635,4.0,87549566874.4,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,332,0.11113727336899999,0.111374407583
79,100,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,648468679.846,232283.756049,648406275.887,648783038.1,648279129.512,648283455.514,648741269.722,4.0,53955743324.4,0.111090154659,4.3848457759400005e-12,0.000679013446613,405,0.055470528216,0.11018957346
80,72,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,647708514.363,322628.868266,647660122.122,648115732.335,647398080.8740001,647414789.992,648069987.872,4.0,104089386638.0,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,342,0.11113727336899999,0.111374407583
81,104,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,646450601.449,152882.350686,646414745.4330001,646660178.846,646312736.084,646320829.531,646630571.788,4.0,23373013151.4,0.111090154659,4.3848457759400005e-12,0.0013591077423599999,415,0.11102935405400001,0.11018957346
82,76,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,645818568.926,284518.611133,645707110.179,646233915.402,645626139.945,645628526.941,646164653.158,4.0,80950840081.0,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,352,0.111127462523,0.111374407583
83,110,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,644205962.2540001,225906.382588,644137327.1830001,644529086.639,644020108.01,644030397.455,644477616.151,4.0,51033693693.8,0.111090154659,4.3848457759400005e-12,0.0013603086858499998,425,0.111127462523,0.11018957346
84,80,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,643395011.0090001,316371.84253699996,643310257.4269999,643847909.018,643111620.164,643139091.694,643769585.339,4.0,100091142750.0,0.111137306677,4.3848457759400005e-12,0.0013755192499600001,362,0.111127462523,0.111374407583
85,115,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,642097550.252,337500.418118,642115655.48,642491932.977,641666957.07,641733120.57,642436632.615,4.0,113906532230.0,0.111090154659,4.3848457759400005e-12,0.0013604287802,435,0.11113727336899999,0.11018957346
86,58,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,641598093.6340001,180081.32521500002,641665538.2030001,641723146.282,641338151.85,641379773.003,641721991.87,4.0,32429283691.1,0.111137306677,4.3848457759400005e-12,0.0006866059715060001,302,0.055470528216,0.111374407583
87,85,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,640961654.295,457839.955112,640804900.3330001,641633376.234,640603440.278,640632232.237,641510531.898,4.0,209617424497.0,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,372,0.11113727336899999,0.111374407583
88,120,522.0,-320.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,639820874.091,173572.45384,639775274.5669999,640064863.654,639668083.576,639678025.31,640027562.206,4.0,30127396732.0,0.111090154659,4.3848457759400005e-12,0.0013604287802,445,0.11113727336899999,0.11018957346
89,88,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,638694897.954,362533.93029499997,638580368.149,639211629.5090001,638407226.006,638418852.218,639131285.415,4.0,131430850615.0,0.111137306677,4.3848457759400005e-12,0.0013756406871600001,382,0.11113727336899999,0.111374407583
90,92,522.0,-460.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,636473914.096,405120.795869,636429907.801,637006947.7919999,636028892.989,636080608.619,636928828.385,4.0,164122859246.0,0.111137306677,4.3848457759400005e-12,0.000687820343581,392,0.055568636684699996,0.111374407583
91,68,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,598429290.971,82614.96325419999,598429997.656,598529759.767,598327408.803,598342705.738,598514886.843,4.0,6825232153.5,0.111137306677,4.3848457759400005e-12,0.000687820343581,331,0.11113727336899999,0.0556872037915
92,64,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,597966863.65,152631.287589,598023729.887,598077034.885,597742959.9430001,597781477.277,598072637.2919999,4.0,23296309951.1,0.111137306677,4.3848457759400005e-12,0.000687759624978,321,0.111127462523,0.0556872037915
93,73,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,597539390.5730001,735197.5278149999,597551568.915,598285988.519,596768435.941,596813231.696,598248499.77,4.0,540515404906.0,0.111137306677,4.3848457759400005e-12,0.000687820343581,341,0.11113727336899999,0.0556872037915
94,105,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,597501596.7969999,234943.55380100003,597520183.3169999,597724517.826,597241502.729,597260173.233,597716999.234,4.0,55198473472.6,0.111090154659,4.3848457759400005e-12,0.0013591077423599999,414,0.11102935405400001,0.11018957346
95,109,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,596759309.3659999,80751.45953260001,596769976.334,596845872.409,596651412.389,596667697.325,596835987.653,4.0,6520798216.64,0.111090154659,4.3848457759400005e-12,0.0013603086858499998,424,0.111127462523,0.11018957346
96,60,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,595271989.597,270849.60749,595215930.913,595649355.3230001,595006741.24,595034712.684,595587748.669,4.0,73359509877.7,0.111137306677,4.3848457759400005e-12,0.00068715243894,311,0.11102935405400001,0.0556872037915
97,77,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,595214330.3840001,147059.418219,595190800.331,595405779.972,595069940.901,595079670.604,595381932.238,4.0,21626472486.8,0.111137306677,4.3848457759400005e-12,0.000687759624978,351,0.111127462523,0.0556872037915
98,112,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,594779691.784,359770.559156,594844993.587,595102338.801,594391742.964,594437068.026,595076604.28,3.0,129434855235.0,0.111090154659,4.3848457759400005e-12,0.0013604287802,434,0.11113727336899999,0.11018957346
99,83,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,33982.0,ref,prairie_island,minnesota,covid,593208334.33,287523.515471,593108318.977,593630709.993,592985989.3740001,593002977.635,593553712.521,4.0,82669771948.8,0.111137306677,4.3848457759400005e-12,0.000687759624978,361,0.111127462523,0.0556872037915
100,98,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,593076426.668,150915.982062,593040530.923,593288843.691,592935801.137,592948412.169,593254695.211,4.0,22775633641.8,0.111090154659,4.3848457759400005e-12,0.000679013446613,404,0.055470528216,0.11018957346
101,119,522.0,-366.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,592471452.159,275826.15722600004,592449726.721,592829083.572,592157271.6209999,592198360.673,592774959.257,4.0,76080069009.9,0.111090154659,4.3848457759400005e-12,0.0013604287802,444,0.11113727336899999,0.11018957346
102,84,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,39646.0,ref,prairie_island,minnesota,covid,591378312.22,441683.13667,591209925.467,592015799.957,591077597.99,591078555.412,591913810.484,4.0,195083993219.0,0.111137306677,4.3848457759400005e-12,0.000687820343581,371,0.11113727336899999,0.0556872037915
103,90,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,45310.0,ref,prairie_island,minnesota,covid,589136386.402,575307.372341,589182295.4419999,589762739.729,588418214.994,588502708.836,589705791.311,4.0,330978572670.0,0.111137306677,4.3848457759400005e-12,0.000687820343581,381,0.11113727336899999,0.0556872037915
104,93,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,50974.0,ref,prairie_island,minnesota,covid,586539490.454,440681.88018000004,586566233.066,587050889.887,585974605.795,586060868.834,586980672.416,4.0,194200519519.0,0.111137306677,4.3848457759400005e-12,0.00034391017179100005,391,0.055568636684699996,0.0556872037915
105,57,522.0,-507.0,-9208.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,585891216.89,119909.759977,585848987.411,586067574.363,585799318.373,585806281.54,586035273.51,4.0,14378350537.8,0.111137306677,4.3848457759400005e-12,0.00034330298575300003,301,0.055470528216,0.0556872037915
106,108,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,545280642.944,347042.79221,545357336.9380001,545592175.413,544815722.486,544876742.826,545577171.47,4.0,120438699625.0,0.111090154659,4.3848457759400005e-12,0.00137493566096,423,0.111127462523,0.111374407583
107,103,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,544489541.415,333115.20319000003,544379772.267,544968845.906,544229775.22,544240857.3169999,544891902.321,4.0,110965738596.0,0.111090154659,4.3848457759400005e-12,0.0013737218041099998,413,0.11102935405400001,0.111374407583
108,114,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,544422120.576,204441.411355,544409996.9530001,544657822.909,544210665.49,544223853.141,544637361.084,4.0,41796290676.7,0.111090154659,4.3848457759400005e-12,0.00137505704665,433,0.11113727336899999,0.111374407583
109,118,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,542584156.903,222972.880463,542528528.234,542890078.95,542389492.1930001,542398983.691,542847210.2509999,4.0,49716905421.9,0.111090154659,4.3848457759400005e-12,0.00137505704665,443,0.11113727336899999,0.111374407583
110,123,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,540454602.419,253404.969969,540417468.3740001,540797170.487,540186302.4380001,540218497.559,540742694.94,4.0,64214078805.1,0.111090154659,4.3848457759400005e-12,0.00137493566096,453,0.111127462523,0.111374407583
111,99,522.0,-413.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,536906365.363,61408.2294128,536886046.6980001,536996156.361,536857211.696,536861223.929,536979952.928,4.0,3770970639.62,0.111090154659,4.3848457759400005e-12,0.0006863146664689999,403,0.055470528216,0.111374407583
112,107,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,493201087.192,149813.888273,493211136.991,493356794.214,493025280.57199997,493041550.758,493346553.90599996,4.0,22444201119.5,0.111090154659,4.3848457759400005e-12,0.00137493566096,422,0.111127462523,0.111374407583
113,113,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,493129795.145,245658.45638000002,493071730.07699996,493463259.441,492912460.984,492922990.165,493417891.22,4.0,60348077191.1,0.111090154659,4.3848457759400005e-12,0.00137505704665,432,0.11113727336899999,0.111374407583
114,117,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,491436046.126,457398.90339399996,491233004.797,492116712.232,491161462.676,491163651.044,491992699.067,4.0,209213756826.0,0.111090154659,4.3848457759400005e-12,0.00137505704665,442,0.11113727336899999,0.111374407583
115,102,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,490074289.795,547108.201325,489907330.124,490827553.59599996,489654945.33599997,489659434.38199997,490722888.748,4.0,299327383957.0,0.111090154659,4.3848457759400005e-12,0.0013737218041099998,412,0.11102935405400001,0.111374407583
116,122,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,489890976.078,291765.183312,489925485.28,490148505.88699996,489564427.864,489588578.292,490145060.98,4.0,85126922193.2,0.111090154659,4.3848457759400005e-12,0.00137493566096,452,0.111127462523,0.111374407583
117,96,522.0,-460.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,481114062.943,88794.17213410001,481133771.774,481192296.307,480996411.917,481011290.181,481189243.34099996,4.0,7884405004.98,0.111090154659,4.3848457759400005e-12,0.0006863146664689999,402,0.055470528216,0.111374407583
118,111,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,16991.0,ref,prairie_island,minnesota,covid,440394544.683,437918.545989,440408615.305,440890101.26699996,439870846.855,439926617.94,440842772.555,4.0,191772652921.0,0.111090154659,4.3848457759400005e-12,0.000687528523325,431,0.11113727336899999,0.0556872037915
119,116,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,22655.0,ref,prairie_island,minnesota,covid,439332325.015,279442.378531,439277136.047,439710431.85800004,439064596.10800004,439084140.14199996,439657774.442,4.0,78088042919.2,0.111090154659,4.3848457759400005e-12,0.000687528523325,441,0.11113727336899999,0.0556872037915
120,106,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,11327.0,ref,prairie_island,minnesota,covid,439244873.12,418706.29781799996,439444169.107,439473159.36300004,438617994.90300006,438737929.50699997,439472802.351,4.0,175314963832.0,0.111090154659,4.3848457759400005e-12,0.000687467830482,421,0.111127462523,0.0556872037915
121,121,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,28319.0,ref,prairie_island,minnesota,covid,438217012.677,207028.677158,438199868.562,438483467.905,437984845.68,438011198.49,438446828.626,4.0,42860873166.0,0.111090154659,4.3848457759400005e-12,0.000687467830482,451,0.111127462523,0.0556872037915
122,101,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,5664.0,ref,prairie_island,minnesota,covid,435462894.429,277864.835673,435531324.17300004,435708157.109,435080772.26199996,435134900.873,435695086.34400004,4.0,77208866903.5,0.111090154659,4.3848457759400005e-12,0.000686860902054,411,0.11102935405400001,0.0556872037915
123,97,522.0,-507.0,-8030.0,-14.9,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,-1.0000000000000005e+200,10.0,ref,prairie_island,minnesota,covid,425370841.453,120935.947011,425407183.59199995,425467516.687,425201481.943,425226331.321,425464472.59099996,4.0,14625503279.5,0.111090154659,4.3848457759400005e-12,0.00034315733323500005,401,0.055470528216,0.0556872037915
