npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887510094000.0,4027450.7032,-263887510094000.0,-263887507246000.0,-263887512942000.0,-263887512657000.0,-263887507531000.0,2.0,16220359166700.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,56
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887597080000.0,22463206.8939,-263887597080000.0,-263887581196000.0,-263887612964000.0,-263887611375000.0,-263887582784000.0,2.0,504595663958000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,81
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887641183000.0,31941364.985,-263887641183000.0,-263887618597000.0,-263887663768000.0,-263887661510000.0,-263887620855000.0,2.0,1020250797110000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,106
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368290556000.0,7048909.25086,-270368290556000.0,-270368285572000.0,-270368295540000.0,-270368295042000.0,-270368286070000.0,2.0,49687121626800.0,1.21200144652e-13,0.124992849434,0.25,0.00781205308962,0.25,12
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368379477000.0,62873360.2305,-270368379477000.0,-270368335018000.0,-270368423935000.0,-270368419489000.0,-270368339464000.0,2.0,3953059426680000.0,1.21200144652e-13,0.249995232956,0.25,0.0156247020597,0.25,37
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368443818000.0,9118792.98987,-270368443818000.0,-270368437370000.0,-270368450266000.0,-270368449621000.0,-270368438015000.0,2.0,83152385592100.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,62
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368513790000.0,13440649.5239,-270368513790000.0,-270368504286000.0,-270368523294000.0,-270368522344000.0,-270368505237000.0,2.0,180651059623000.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,112
1280.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-270368534918000.0,3396272.18639,-270368534918000.0,-270368532516000.0,-270368537319000.0,-270368537079000.0,-270368532756000.0,2.0,11534664764000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,87
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790279998000.0,66662969.8668,-276790279998000.0,-276790232860000.0,-276790327136000.0,-276790322422000.0,-276790237574000.0,2.0,4443951551470000.0,1.21200144652e-13,0.124992849434,0.250025424591,0.00781284756262,0.25,18
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790407563000.0,15024217.0607,-276790407563000.0,-276790396940000.0,-276790418187000.0,-276790417125000.0,-276790398002000.0,2.0,225727098286000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.0156268870075,0.25,68
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790424744000.0,18418261.5955,-276790424744000.0,-276790411721000.0,-276790437768000.0,-276790436466000.0,-276790413023000.0,2.0,339232360202000.0,1.21200144652e-13,0.249995232956,0.250025424591,0.0156262910664,0.25,43
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790469141000.0,105348790.793,-276790469141000.0,-276790394648000.0,-276790543633000.0,-276790536184000.0,-276790402097000.0,2.0,1.10983677215e+16,1.21200144652e-13,0.250004767044,0.250025424591,0.0156268870075,0.25,93
1280.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-276790646429000.0,28611769.6314,-276790646429000.0,-276790626197000.0,-276790666660000.0,-276790664637000.0,-276790628220000.0,2.0,818633361441000.0,1.21200144652e-13,0.125002383522,0.250025424591,0.00781344350374,0.25,118
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212279179000.0,3404635.62442,-283212279179000.0,-283212276772000.0,-283212281586000.0,-283212281346000.0,-283212277012000.0,2.0,11591543735100.0,1.21200144652e-13,0.124992849434,0.25,0.00390602654481,0.125,24
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212356599000.0,19337197.4379,-283212356599000.0,-283212342926000.0,-283212370273000.0,-283212368906000.0,-283212344293000.0,2.0,373927204753000.0,1.21200144652e-13,0.249995232956,0.25,0.00781235102987,0.125,49
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212440855000.0,40928823.0328,-283212440855000.0,-283212411914000.0,-283212469796000.0,-283212466902000.0,-283212414808000.0,2.0,1675168554850000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,74
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212545143000.0,39023986.0378,-283212545143000.0,-283212517549000.0,-283212572737000.0,-283212569978000.0,-283212520308000.0,2.0,1522871486280000.0,1.21200144652e-13,0.125002383522,0.25,0.00390632448506,0.125,124
1280.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-283212560163000.0,92737227.638,-283212560163000.0,-283212494588000.0,-283212625738000.0,-283212619181000.0,-283212501145000.0,2.0,8600193389980000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,99
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004976831000.0,24443590.4482,-560004976831000.0,-560004959547000.0,-560004994116000.0,-560004992387000.0,-560004961276000.0,2.0,597489114001000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,36
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560004982944000.0,60962630.6937,-560004982944000.0,-560004939837000.0,-560005026051000.0,-560005021741000.0,-560004944148000.0,2.0,3716442341100000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,11
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005039870000.0,70918240.2103,-560005039870000.0,-560004989723000.0,-560005090017000.0,-560005085002000.0,-560004994738000.0,2.0,5029396794520000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,61
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005122605000.0,14355271.4404,-560005122605000.0,-560005112454000.0,-560005132755000.0,-560005131740000.0,-560005113469000.0,2.0,206073818126000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,111
1280.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-560005138897000.0,21773338.3375,-560005138897000.0,-560005123501000.0,-560005154293000.0,-560005152754000.0,-560005125041000.0,2.0,474078262358000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,86
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485804320000.0,43523008.3968,-566485804320000.0,-566485773544000.0,-566485835095000.0,-566485832018000.0,-566485776622000.0,2.0,1894252259910000.0,1.21200144652e-13,0.124992849434,0.25,0.00781205308962,0.25,17
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485866529000.0,136418255.087,-566485866529000.0,-566485770066000.0,-566485962991000.0,-566485953345000.0,-566485779713000.0,2.0,1.86099403211e+16,1.21200144652e-13,0.249995232956,0.25,0.0156247020597,0.25,42
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485947149000.0,10410336.099,-566485947149000.0,-566485939788000.0,-566485954511000.0,-566485953775000.0,-566485940524000.0,2.0,108375097693000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,67
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566485982662000.0,67918027.1499,-566485982662000.0,-566485934637000.0,-566486030688000.0,-566486025885000.0,-566485939439000.0,2.0,4612858411930000.0,1.21200144652e-13,0.250004767044,0.25,0.0156252979403,0.25,92
1280.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-566486124477000.0,6077319.47541,-566486124477000.0,-566486120179000.0,-566486128774000.0,-566486128344000.0,-566486120609000.0,2.0,36933812006200.0,1.21200144652e-13,0.125002383522,0.25,0.00781264897013,0.25,117
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907851847000.0,92971147.9745,-572907851847000.0,-572907786106000.0,-572907917587000.0,-572907911013000.0,-572907792680000.0,2.0,8643634355710000.0,1.21200144652e-13,0.124992849434,0.250025424591,0.00390642378131,0.125,23
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907924890000.0,52405037.5748,-572907924890000.0,-572907887834000.0,-572907961946000.0,-572907958240000.0,-572907891540000.0,2.0,2746287963220000.0,1.21200144652e-13,0.249995232956,0.250025424591,0.00781314553318,0.125,48
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572907953173000.0,17813272.6345,-572907953173000.0,-572907940577000.0,-572907965769000.0,-572907964509000.0,-572907941837000.0,2.0,317312681952000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.00781344350374,0.125,73
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908017385000.0,88888821.7414,-572908017385000.0,-572907954531000.0,-572908080239000.0,-572908073953000.0,-572907960816000.0,2.0,7901222630570000.0,1.21200144652e-13,0.125002383522,0.250025424591,0.00390672175187,0.125,123
1280.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-572908038332000.0,53607773.265,-572908038332000.0,-572908000426000.0,-572908076239000.0,-572908072448000.0,-572908004217000.0,2.0,2873793354430000.0,1.21200144652e-13,0.250004767044,0.250025424591,0.00781344350374,0.125,98
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122405181000.0,12411797.4237,-856122405181000.0,-856122396404000.0,-856122413957000.0,-856122413079000.0,-856122397282000.0,2.0,154052715287000.0,1.21200144652e-13,0.124992849434,0.124987287705,0.0039056293083,0.25,16
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122480177000.0,10098652.357,-856122480177000.0,-856122473036000.0,-856122487318000.0,-856122486604000.0,-856122473750000.0,2.0,101982779428000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,66
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122489220000.0,60464029.6381,-856122489220000.0,-856122446465000.0,-856122531974000.0,-856122527699000.0,-856122450740000.0,2.0,3655898880080000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00781155652656,0.25,41
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122542800000.0,20464928.8092,-856122542800000.0,-856122528329000.0,-856122557271000.0,-856122555824000.0,-856122529776000.0,2.0,418813311166000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00781185443652,0.25,91
1280.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-856122619395000.0,17452761.49,-856122619395000.0,-856122607054000.0,-856122631736000.0,-856122630502000.0,-856122608288000.0,2.0,304598883626000.0,1.21200144652e-13,0.125002383522,0.124987287705,0.00390592721826,0.25,116
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603388485000.0,63879862.4752,-862603388485000.0,-862603343315000.0,-862603433654000.0,-862603429137000.0,-862603347832000.0,2.0,4080636829850000.0,1.21200144652e-13,0.249995232956,0.25,0.00781235102987,0.125,47
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603430121000.0,31101852.3265,-862603430121000.0,-862603408129000.0,-862603452113000.0,-862603449914000.0,-862603410328000.0,2.0,967325218137000.0,1.21200144652e-13,0.124992849434,0.25,0.00390602654481,0.125,22
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603485121000.0,81476345.4514,-862603485121000.0,-862603427509000.0,-862603542734000.0,-862603536972000.0,-862603433270000.0,2.0,6638394868120000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,72
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603488284000.0,12567484.6592,-862603488284000.0,-862603479397000.0,-862603497170000.0,-862603496282000.0,-862603480286000.0,2.0,157941670660000.0,1.21200144652e-13,0.250004767044,0.25,0.00781264897013,0.125,97
1280.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-862603583264000.0,42265797.9957,-862603583264000.0,-862603553378000.0,-862603613151000.0,-862603610162000.0,-862603556367000.0,2.0,1786397680210000.0,1.21200144652e-13,0.125002383522,0.25,0.00390632448506,0.125,122
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239939500000.0,35290421.5303,-1152239939500000.0,-1152239914540000.0,-1152239964450000.0,-1152239961960000.0,-1152239917040000.0,2.0,1245413851790000.0,1.21200144652e-13,0.249995232956,0.124987287705,0.00390577826328,0.125,46
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152239965060000.0,137891911.405,-1152239965060000.0,-1152239867560000.0,-1152240062570000.0,-1152240052820000.0,-1152239877310000.0,2.0,1.90141792308e+16,1.21200144652e-13,0.124992849434,0.124987287705,0.00195281465415,0.125,21
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240041060000.0,22998139.2948,-1152240041060000.0,-1152240024800000.0,-1152240057320000.0,-1152240055690000.0,-1152240026420000.0,2.0,528914411021000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,96
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240067640000.0,17998855.4609,-1152240067640000.0,-1152240054910000.0,-1152240080370000.0,-1152240079100000.0,-1152240056190000.0,2.0,323958797902000.0,1.21200144652e-13,0.250004767044,0.124987287705,0.00390592721826,0.125,71
1280.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1152240159920000.0,119384307.287,-1152240159920000.0,-1152240075500000.0,-1152240244340000.0,-1152240235900000.0,-1152240083950000.0,2.0,1.42526128264e+16,1.21200144652e-13,0.125002383522,0.124987287705,0.00195296360913,0.125,121
