npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107524320619000.0,82051.3008695,-107524320619000.0,-107524320561000.0,-107524320677000.0,-107524320671000.0,-107524320566000.0,2.0,6732415974.38,1.0563053673200001e-12,0.25000913242,0.125027109087,0.250666666667,56,0.00783531838067
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107636874133000.0,268850.140984,-107636874133000.0,-107636873943000.0,-107636874323000.0,-107636874304000.0,-107636873962000.0,2.0,72280398306.9,1.0563053673200001e-12,0.12500456621,0.25,0.249333333333,112,0.00779195129376
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108962034479000.0,58239.5021101,-108962034479000.0,-108962034438000.0,-108962034520000.0,-108962034516000.0,-108962034442000.0,2.0,3391839606.04,1.0563053673200001e-12,0.24999086758,0.125027109087,0.250666666667,31,0.00783474595823
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074587113000.0,9081.98006068,-109074587113000.0,-109074587107000.0,-109074587119000.0,-109074587119000.0,-109074587107000.0,2.0,82482361.8225,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,87,0.0155839025875
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342464284000.0,1155255.16025,-109342464284000.0,-109342463467000.0,-109342465101000.0,-109342465019000.0,-109342463549000.0,2.0,1334614485280.0,1.0563053673200001e-12,0.12500456621,0.25,0.249333333333,118,0.00779195129376
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399537551000.0,26952.6455474,-110399537551000.0,-110399537532000.0,-110399537571000.0,-110399537569000.0,-110399537534000.0,2.0,726445102.005,1.0563053673200001e-12,0.12498630137,0.125027109087,0.250666666667,6,0.00391708676789
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512300616000.0,760840.134848,-110512300616000.0,-110512300078000.0,-110512301154000.0,-110512301100000.0,-110512300132000.0,2.0,578877710796.0,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,62,0.0155839025875
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780178222000.0,748586.20635,-110780178222000.0,-110780177693000.0,-110780178752000.0,-110780178699000.0,-110780177746000.0,2.0,560381308337.0,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,93,0.0155839025875
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111950014697000.0,573867.987281,-111950014697000.0,-111950014291000.0,-111950015102000.0,-111950015062000.0,-111950014331000.0,2.0,329324466826.0,1.0563053673200001e-12,0.24999086758,0.25,0.249333333333,37,0.0155827640791
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112217891522000.0,655454.067132,-112217891522000.0,-112217891058000.0,-112217891985000.0,-112217891939000.0,-112217891105000.0,2.0,429620034119.0,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,68,0.0155839025875
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330431029000.0,887985.690183,-112330431029000.0,-112330430401000.0,-112330431657000.0,-112330431594000.0,-112330430464000.0,2.0,788518585970.0,1.0563053673200001e-12,0.12500456621,0.25,0.125333333333,124,0.00391680974125
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387517666000.0,167436.499727,-113387517666000.0,-113387517548000.0,-113387517784000.0,-113387517773000.0,-113387517559000.0,2.0,28034981440.8,1.0563053673200001e-12,0.12498630137,0.25,0.249333333333,12,0.00779081278539
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655604884000.0,132542.846153,-113655604884000.0,-113655604790000.0,-113655604977000.0,-113655604968000.0,-113655604799000.0,2.0,17567606066.3,1.0563053673200001e-12,0.24999086758,0.25,0.249333333333,43,0.0155827640791
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768145094000.0,1384787.74457,-113768145094000.0,-113768144115000.0,-113768146073000.0,-113768145976000.0,-113768144213000.0,2.0,1917637097500.0,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,99,0.0078336194825
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093108371000.0,539115.169491,-115093108371000.0,-115093107990000.0,-115093108752000.0,-115093108714000.0,-115093108028000.0,2.0,290645165975.0,1.0563053673200001e-12,0.12498630137,0.25,0.249333333333,18,0.00779081278539
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115205856314000.0,354627.275872,-115205856314000.0,-115205856063000.0,-115205856564000.0,-115205856539000.0,-115205856088000.0,2.0,125760504792.0,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,74,0.0078336194825
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643571121000.0,647235.574936,-116643571121000.0,-116643570663000.0,-116643571579000.0,-116643571533000.0,-116643570709000.0,2.0,418913889463.0,1.0563053673200001e-12,0.24999086758,0.25,0.125333333333,49,0.00783304718417
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081073806000.0,317137.479751,-118081073806000.0,-118081073582000.0,-118081074031000.0,-118081074008000.0,-118081073604000.0,2.0,100576181063.0,1.0563053673200001e-12,0.12498630137,0.25,0.125333333333,24,0.00391623744292
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188548063000.0,520791.281703,-230188548063000.0,-230188547695000.0,-230188548431000.0,-230188548395000.0,-230188547732000.0,2.0,271223559098.0,1.0563053673200001e-12,0.12500456621,0.125027109087,0.249333333333,111,0.00389682057762
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626261235000.0,142989.984243,-231626261235000.0,-231626261134000.0,-231626261336000.0,-231626261326000.0,-231626261144000.0,2.0,20446135593.8,1.0563053673200001e-12,0.25000913242,0.125027109087,0.249333333333,86,0.00779364115524
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231840998186000.0,116227.075332,-231840998186000.0,-231840998104000.0,-231840998268000.0,-231840998260000.0,-231840998112000.0,2.0,13508733040.3,1.0563053673200001e-12,0.12500456621,0.25,0.249333333333,117,0.00779195129376
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233063975010000.0,575329.278687,-233063975010000.0,-233063974603000.0,-233063975417000.0,-233063975376000.0,-233063974644000.0,2.0,331003778915.0,1.0563053673200001e-12,0.25000913242,0.125027109087,0.249333333333,61,0.00779364115524
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233278711673000.0,369534.202722,-233278711673000.0,-233278711411000.0,-233278711934000.0,-233278711908000.0,-233278711437000.0,2.0,136555526981.0,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,92,0.0155839025875
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234501688807000.0,432105.816624,-234501688807000.0,-234501688502000.0,-234501689113000.0,-234501689082000.0,-234501688532000.0,2.0,186715436760.0,1.0563053673200001e-12,0.24999086758,0.125027109087,0.249333333333,36,0.0077930717776
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716425971000.0,67281.0334532,-234716425971000.0,-234716425923000.0,-234716426018000.0,-234716426013000.0,-234716425928000.0,2.0,4526737462.53,1.0563053673200001e-12,0.25000913242,0.25,0.249333333333,67,0.0155839025875
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882115784000.0,1438475.54508,-234882115784000.0,-234882114767000.0,-234882116801000.0,-234882116699000.0,-234882114869000.0,2.0,2069211893810.0,1.0563053673200001e-12,0.12500456621,0.25,0.125333333333,123,0.00391680974125
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939191997000.0,312728.713164,-235939191997000.0,-235939191776000.0,-235939192218000.0,-235939192196000.0,-235939191798000.0,2.0,97799248037.2,1.0563053673200001e-12,0.12498630137,0.125027109087,0.249333333333,11,0.00389625119998
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154138643000.0,318658.576922,-236154138643000.0,-236154138418000.0,-236154138869000.0,-236154138846000.0,-236154138440000.0,2.0,101543288646.0,1.0563053673200001e-12,0.24999086758,0.25,0.249333333333,42,0.0155827640791
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236319829231000.0,730334.841201,-236319829231000.0,-236319828715000.0,-236319829748000.0,-236319829696000.0,-236319828767000.0,2.0,533388980272.0,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,98,0.0078336194825
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591641836000.0,542048.54673,-237591641836000.0,-237591641453000.0,-237591642220000.0,-237591642181000.0,-237591641491000.0,2.0,293816627012.0,1.0563053673200001e-12,0.12498630137,0.25,0.249333333333,17,0.00779081278539
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757543246000.0,105678.279594,-237757543246000.0,-237757543172000.0,-237757543321000.0,-237757543314000.0,-237757543179000.0,2.0,11167898777.9,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,73,0.0078336194825
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195256183000.0,888282.255186,-239195256183000.0,-239195255555000.0,-239195256812000.0,-239195256749000.0,-239195255618000.0,2.0,789045364879.0,1.0563053673200001e-12,0.24999086758,0.25,0.125333333333,48,0.00783304718417
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632758650000.0,327795.457195,-240632758650000.0,-240632758418000.0,-240632758882000.0,-240632758859000.0,-240632758441000.0,2.0,107449861758.0,1.0563053673200001e-12,0.12498630137,0.25,0.125333333333,23,0.00391623744292
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354392673383000.0,704284.58544,-354392673383000.0,-354392672885000.0,-354392673881000.0,-354392673831000.0,-354392672935000.0,2.0,496016777289.0,1.0563053673200001e-12,0.12500456621,0.125027109087,0.249333333333,116,0.00389682057762
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830386287000.0,488711.239157,-355830386287000.0,-355830385941000.0,-355830386632000.0,-355830386598000.0,-355830385976000.0,2.0,238838675278.0,1.0563053673200001e-12,0.25000913242,0.125027109087,0.249333333333,91,0.00779364115524
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268099480000.0,824025.296465,-357268099480000.0,-357268098898000.0,-357268100063000.0,-357268100005000.0,-357268098956000.0,2.0,679017689215.0,1.0563053673200001e-12,0.25000913242,0.125027109087,0.249333333333,66,0.00779364115524
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357380649366000.0,1417109.25303,-357380649366000.0,-357380648364000.0,-357380650369000.0,-357380650268000.0,-357380648465000.0,2.0,2008198635020.0,1.0563053673200001e-12,0.12500456621,0.25,0.125333333333,122,0.00391680974125
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358705812902000.0,104024.732483,-358705812902000.0,-358705812828000.0,-358705812975000.0,-358705812968000.0,-358705812835000.0,2.0,10821144968.2,1.0563053673200001e-12,0.24999086758,0.125027109087,0.249333333333,41,0.0077930717776
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818363932000.0,1199361.81856,-358818363932000.0,-358818363084000.0,-358818364780000.0,-358818364695000.0,-358818363169000.0,2.0,1438468771820.0,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,97,0.0078336194825
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143316539000.0,25272.9686314,-360143316539000.0,-360143316521000.0,-360143316557000.0,-360143316555000.0,-360143316523000.0,2.0,638722943.445,1.0563053673200001e-12,0.12498630137,0.125027109087,0.249333333333,16,0.00389625119998
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256075962000.0,1105222.04113,-360256075962000.0,-360256075181000.0,-360256076744000.0,-360256076666000.0,-360256075259000.0,2.0,1221515760200.0,1.0563053673200001e-12,0.25000913242,0.25,0.125333333333,72,0.0078336194825
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361693789760000.0,533047.850803,-361693789760000.0,-361693789383000.0,-361693790137000.0,-361693790099000.0,-361693789421000.0,2.0,284140011246.0,1.0563053673200001e-12,0.24999086758,0.25,0.125333333333,47,0.00783304718417
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131292685000.0,180370.698095,-363131292685000.0,-363131292557000.0,-363131292812000.0,-363131292800000.0,-363131292570000.0,2.0,32533588731.1,1.0563053673200001e-12,0.12498630137,0.25,0.125333333333,22,0.00391623744292
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932324492000.0,243441.308413,-479932324492000.0,-479932324320000.0,-479932324664000.0,-479932324647000.0,-479932324337000.0,2.0,59263670642.0,1.0563053673200001e-12,0.12500456621,0.125027109087,0.125333333333,121,0.00195882959517
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370036967000.0,605625.24663,-481370036967000.0,-481370036539000.0,-481370037395000.0,-481370037353000.0,-481370036582000.0,2.0,366781939356.0,1.0563053673200001e-12,0.25000913242,0.125027109087,0.125333333333,96,0.00391765919034
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482807751475000.0,292806.686711,-482807751475000.0,-482807751268000.0,-482807751682000.0,-482807751662000.0,-482807751289000.0,2.0,85735755782.6,1.0563053673200001e-12,0.25000913242,0.125027109087,0.125333333333,71,0.00391765919034
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484245463742000.0,250341.654132,-484245463742000.0,-484245463565000.0,-484245463919000.0,-484245463901000.0,-484245463583000.0,2.0,62670943793.4,1.0563053673200001e-12,0.24999086758,0.125027109087,0.125333333333,46,0.00391737297911
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682967366000.0,96238.4703564,-485682967366000.0,-485682967298000.0,-485682967434000.0,-485682967427000.0,-485682967304000.0,2.0,9261843176.53,1.0563053673200001e-12,0.12498630137,0.125027109087,0.125333333333,21,0.00195854338395
