smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-510667953138.0,406961.958823,-510668111311.0,-510667349696.0,-510668240234.0,-510668222575.0,-510667462259.0,4.0,165618035929.0,0.00779907001867,47,0.125002976198,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132180192000.0,794913.733905,-212132179881000.0,-212132179636000.0,-212132181369000.0,-212132181155000.0,-212132179664000.0,4.0,631887844351.0,0.00779824473773,28,0.12498974865,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132224520000.0,3029662.41338,-212132224955000.0,-212132220564000.0,-212132227608000.0,-212132227359000.0,-212132221074000.0,4.0,9178854339040.0,0.0155973147564,33,0.249992724848,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132268802000.0,2266573.31739,-212132267780000.0,-212132267458000.0,-212132272189000.0,-212132271550000.0,-212132267483000.0,4.0,5137354603090.0,0.0155982225654,38,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132311771000.0,1791872.36205,-212132311276000.0,-212132310272000.0,-212132314259000.0,-212132313900000.0,-212132310333000.0,4.0,3210806561890.0,0.0155982225654,43,0.250007275152,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212132354410000.0,1201707.91027,-212132354299000.0,-212132353130000.0,-212132355911000.0,-212132355738000.0,-212132353237000.0,4.0,1444101901600.0,0.00779907001867,48,0.125002976198,0.249546279492,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212435675873000.0,2434744.99163,-212435675638000.0,-212435673161000.0,-212435679056000.0,-212435678589000.0,-212435673486000.0,4.0,5927983174250.0,0.00782660199132,54,0.12498974865,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212435724878000.0,3022763.48101,-212435726024000.0,-212435720499000.0,-212435726967000.0,-212435726944000.0,-212435721209000.0,4.0,9137099062150.0,0.0156540322646,59,0.249992724848,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212435767293000.0,2979336.37581,-212435767841000.0,-212435763189000.0,-212435770303000.0,-212435769971000.0,-212435763849000.0,4.0,8876445240250.0,0.0156549433748,64,0.250007275152,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212435806484000.0,2639490.09851,-212435807077000.0,-212435803133000.0,-212435808649000.0,-212435808632000.0,-212435803505000.0,4.0,6966907980140.0,0.0156549433748,69,0.250007275152,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212435856350000.0,2546584.74172,-212435856606000.0,-212435853016000.0,-212435859171000.0,-212435858840000.0,-212435853501000.0,4.0,6485093846770.0,0.00782743027329,74,0.125002976198,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800640062000.0,6364465.66314,-212800640154000.0,-212800632707000.0,-212800647235000.0,-212800646596000.0,-212800633400000.0,4.0,40506423177300.0,0.00391273589804,80,0.12498974865,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800682788000.0,5539727.35227,-212800683588000.0,-212800676045000.0,-212800687933000.0,-212800687741000.0,-212800676716000.0,4.0,30688579137500.0,0.00782588587727,85,0.249992724848,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800726303000.0,4079494.9942,-212800726868000.0,-212800721708000.0,-212800729767000.0,-212800729759000.0,-212800722055000.0,4.0,16642279407700.0,0.00782634136657,90,0.250007275152,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800766453000.0,7949342.08455,-212800766300000.0,-212800756938000.0,-212800776274000.0,-212800774947000.0,-212800758173000.0,4.0,63192039577200.0,0.00782634136657,95,0.250007275152,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212800812363000.0,2968161.08764,-212800812224000.0,-212800808911000.0,-212800816091000.0,-212800815592000.0,-212800809328000.0,4.0,8809980242150.0,0.00391314997922,100,0.125002976198,0.125226860254,3.46688419418e-13,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213311892475000.0,568581.30064,-213311892487000.0,-213311891783000.0,-213311893142000.0,-213311893067000.0,-213311891866000.0,4.0,323284695438.0,0.0038985593187,2,0.12498974865,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213311936302000.0,2133590.25518,-213311936209000.0,-213311934459000.0,-213311938332000.0,-213311938276000.0,-213311934459000.0,4.0,4552207376990.0,0.00779753121829,7,0.249992724848,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213311979338000.0,916976.83606,-213311979382000.0,-213311978223000.0,-213311980364000.0,-213311980267000.0,-213311978347000.0,4.0,840846517871.0,0.00779798505727,12,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213312023166000.0,896837.953806,-213312023189000.0,-213312022300000.0,-213312023986000.0,-213312023972000.0,-213312022328000.0,4.0,804318315386.0,0.00779798505727,17,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213312067872000.0,834144.382514,-213312068166000.0,-213312066645000.0,-213312068510000.0,-213312068464000.0,-213312066868000.0,4.0,695796850880.0,0.00389897189959,22,0.125002976198,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424933580869000.0,1139801.04243,-424933581362000.0,-424933579170000.0,-424933581580000.0,-424933581562000.0,-424933579484000.0,4.0,1299146416320.0,0.0038985593187,3,0.12498974865,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424933624243000.0,4402558.86157,-424933625311000.0,-424933618023000.0,-424933628325000.0,-424933627950000.0,-424933619040000.0,4.0,19382524529600.0,0.00779753121829,8,0.249992724848,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424933666720000.0,3641897.83824,-424933667631000.0,-424933661612000.0,-424933670005000.0,-424933669768000.0,-424933662397000.0,4.0,13263419864100.0,0.00779798505727,13,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424933708929000.0,3636667.35821,-424933709841000.0,-424933703759000.0,-424933712277000.0,-424933711942000.0,-424933704641000.0,4.0,13225349474300.0,0.00779798505727,18,0.250007275152,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424933753815000.0,1865835.01154,-424933754308000.0,-424933751152000.0,-424933755491000.0,-424933755339000.0,-424933751600000.0,4.0,3481340290280.0,0.00389897189959,23,0.125002976198,0.249546279492,3.46688419418e-13,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425298548242000.0,3321399.66492,-425298548320000.0,-425298544290000.0,-425298552035000.0,-425298551664000.0,-425298544709000.0,4.0,11031695734100.0,0.00782660199132,29,0.12498974865,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425298593733000.0,2587572.81442,-425298594330000.0,-425298590086000.0,-425298596185000.0,-425298595933000.0,-425298590696000.0,4.0,6695533069930.0,0.0156540322646,34,0.249992724848,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425298633645000.0,3153622.66971,-425298632600000.0,-425298631230000.0,-425298638150000.0,-425298637448000.0,-425298631304000.0,4.0,9945335942910.0,0.0156549433748,39,0.250007275152,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425298680089000.0,4526599.73284,-425298680678000.0,-425298674208000.0,-425298684791000.0,-425298684388000.0,-425298674964000.0,4.0,20490105141400.0,0.0156549433748,44,0.250007275152,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425298721267000.0,2116379.04992,-425298720713000.0,-425298719486000.0,-425298724157000.0,-425298723761000.0,-425298719549000.0,4.0,4479060282950.0,0.00782743027329,49,0.125002976198,0.250453720508,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602043576000.0,9260571.08367,-425602042996000.0,-425602034646000.0,-425602053664000.0,-425602052983000.0,-425602034980000.0,4.0,85758176795700.0,0.00391330099566,55,0.12498974865,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602084898000.0,2860333.19237,-425602084066000.0,-425602082431000.0,-425602089028000.0,-425602088297000.0,-425602082663000.0,4.0,8181505971350.0,0.0078270161323,60,0.249992724848,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602127307000.0,2467692.02242,-425602128187000.0,-425602123676000.0,-425602129178000.0,-425602129049000.0,-425602124333000.0,4.0,6089503917530.0,0.00782747168739,65,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602176774000.0,3965030.11987,-425602176935000.0,-425602172730000.0,-425602180494000.0,-425602180397000.0,-425602172924000.0,4.0,15721463851500.0,0.00782747168739,70,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425602216500000.0,3453924.74012,-425602215468000.0,-425602213568000.0,-425602221496000.0,-425602220625000.0,-425602213820000.0,4.0,11929596110400.0,0.00391371513664,75,0.125002976198,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638099947295000.0,3110912.3405,-638099948678000.0,-638099942643000.0,-638099949180000.0,-638099949118000.0,-638099943535000.0,4.0,9677775590260.0,0.00391273589804,4,0.12498974865,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638099990780000.0,3155700.19332,-638099990700000.0,-638099987011000.0,-638099994709000.0,-638099994158000.0,-638099987514000.0,4.0,9958443710100.0,0.00782588587727,9,0.249992724848,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638100033413000.0,3923375.6895,-638100032421000.0,-638100029966000.0,-638100038845000.0,-638100038059000.0,-638100030156000.0,4.0,15392876800900.0,0.00782634136657,14,0.250007275152,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638100078194000.0,4202496.14842,-638100079961000.0,-638100071929000.0,-638100080926000.0,-638100080795000.0,-638100073120000.0,4.0,17660973877500.0,0.00782634136657,19,0.250007275152,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638100120155000.0,3413824.50002,-638100121697000.0,-638100115053000.0,-638100122171000.0,-638100122136000.0,-638100116014000.0,4.0,11654197716900.0,0.00391314997922,24,0.125002976198,0.250453720508,3.46688419418e-13,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638464915542000.0,4414534.18554,-638464916764000.0,-638464909291000.0,-638464919349000.0,-638464919108000.0,-638464910266000.0,4.0,19488112075300.0,0.00391330099566,30,0.12498974865,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638464960886000.0,4271783.51731,-638464960398000.0,-638464956198000.0,-638464966549000.0,-638464965677000.0,-638464956778000.0,4.0,18248134418700.0,0.0078270161323,35,0.249992724848,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638464995072000.0,4070166.60053,-638464994374000.0,-638464991013000.0,-638465000526000.0,-638464999771000.0,-638464991349000.0,4.0,16566256156100.0,0.00782747168739,40,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638465046019000.0,6575864.23014,-638465047219000.0,-638465037259000.0,-638465052380000.0,-638465051935000.0,-638465038424000.0,4.0,43241990373300.0,0.00782747168739,45,0.250007275152,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638465087960000.0,5433308.82728,-638465087825000.0,-638465081622000.0,-638465094569000.0,-638465093787000.0,-638465082323000.0,4.0,29520844812600.0,0.00391371513664,50,0.125002976198,0.125226860254,3.46688419418e-13,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851266313987000.0,3907935.26111,-851266314731000.0,-851266309267000.0,-851266317218000.0,-851266317212000.0,-851266309719000.0,4.0,15271958005000.0,0.00195636794902,5,0.12498974865,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851266355764000.0,4993995.87496,-851266355816000.0,-851266350398000.0,-851266361026000.0,-851266360698000.0,-851266350756000.0,4.0,24939994799100.0,0.00391294293863,10,0.249992724848,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851266400588000.0,1820312.84979,-851266400568000.0,-851266398576000.0,-851266402642000.0,-851266402468000.0,-851266398738000.0,4.0,3313538871130.0,0.00391317068328,15,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851266441913000.0,4470671.36611,-851266442211000.0,-851266437236000.0,-851266445993000.0,-851266445915000.0,-851266437493000.0,4.0,19986902463700.0,0.00391317068328,20,0.250007275152,0.125226860254,3.46688419418e-13,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851266487578000.0,5085523.1422,-851266487079000.0,-851266481913000.0,-851266494239000.0,-851266493249000.0,-851266482604000.0,4.0,25862545629800.0,0.00195657498961,25,0.125002976198,0.125226860254,3.46688419418e-13,0.124990974078
