smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993659369000.0,134110.535032,-206993659369000.0,-206993659274000.0,-206993659463000.0,-206993659454000.0,-206993659283000.0,2.0,17985635606.7,3.66466187075e-13,0.250453720508,0.125003845369,106,0.125018050542,0.00391402488934
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301420932000.0,408070.572122,-207301420932000.0,-207301420644000.0,-207301421221000.0,-207301421192000.0,-207301420673000.0,2.0,166521591832.0,3.66466187075e-13,0.249546279492,0.125003845369,112,0.25,0.00779856113348
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306410604000.0,126728.207654,-208306410604000.0,-208306410515000.0,-208306410694000.0,-208306410685000.0,-208306410524000.0,2.0,16060038615.3,3.66466187075e-13,0.249546279492,0.250006292421,93,0.249963898917,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676365693000.0,39523.5567577,-208676365693000.0,-208676365665000.0,-208676365721000.0,-208676365718000.0,-208676365668000.0,2.0,1562111538.78,3.66466187075e-13,0.125226860254,0.250006292421,99,0.25,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192233786000.0,44748.7886086,-209192233786000.0,-209192233754000.0,-209192233818000.0,-209192233814000.0,-209192233757000.0,2.0,2002454081.93,3.66466187075e-13,0.250453720508,0.250006292421,81,0.125018050542,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209499995627000.0,376016.714624,-209499995627000.0,-209499995361000.0,-209499995893000.0,-209499995866000.0,-209499995387000.0,2.0,141388569677.0,3.66466187075e-13,0.249546279492,0.250006292421,87,0.25,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210504961301000.0,654003.260793,-210504961301000.0,-210504960839000.0,-210504961764000.0,-210504961718000.0,-210504960885000.0,2.0,427720265128.0,3.66466187075e-13,0.249546279492,0.250006292421,68,0.249963898917,0.0155947827514
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210874915769000.0,1155614.62461,-210874915769000.0,-210874914952000.0,-210874916587000.0,-210874916505000.0,-210874915034000.0,2.0,1335445160610.0,3.66466187075e-13,0.125226860254,0.250006292421,74,0.25,0.00782687576092
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390783760000.0,40351.3578276,-211390783760000.0,-211390783732000.0,-211390783789000.0,-211390783786000.0,-211390783735000.0,2.0,1628232078.53,3.66466187075e-13,0.250453720508,0.250006292421,56,0.125018050542,0.00782800599569
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698545600000.0,404519.128313,-211698545600000.0,-211698545313000.0,-211698545886000.0,-211698545857000.0,-211698545342000.0,2.0,163635725171.0,3.66466187075e-13,0.249546279492,0.250006292421,62,0.25,0.0155970350308
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703535513000.0,159817.600936,-212703535513000.0,-212703535400000.0,-212703535626000.0,-212703535615000.0,-212703535411000.0,2.0,25541665569.0,3.66466187075e-13,0.249546279492,0.249993707579,43,0.249963898917,0.0155939977396
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073490903000.0,142674.062191,-213073490903000.0,-213073490803000.0,-213073491004000.0,-213073490994000.0,-213073490813000.0,2.0,20355888022.2,3.66466187075e-13,0.125226860254,0.249993707579,49,0.25,0.00782648177084
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589358211000.0,252887.393224,-213589358211000.0,-213589358032000.0,-213589358390000.0,-213589358372000.0,-213589358050000.0,2.0,63952033651.4,3.66466187075e-13,0.250453720508,0.249993707579,31,0.125018050542,0.00782761194871
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897119972000.0,110413.641125,-213897119972000.0,-213897119894000.0,-213897120050000.0,-213897120043000.0,-213897119902000.0,2.0,12191172146.5,3.66466187075e-13,0.249546279492,0.249993707579,37,0.25,0.0155962499057
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214901864200000.0,502868.621771,-214901864200000.0,-214901863845000.0,-214901864556000.0,-214901864520000.0,-214901863880000.0,2.0,252876850762.0,3.66466187075e-13,0.249546279492,0.12498986221,18,0.249963898917,0.00779656275213
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215271818930000.0,394459.186429,-215271818930000.0,-215271818651000.0,-215271819209000.0,-215271819181000.0,-215271818679000.0,2.0,155598049758.0,3.66466187075e-13,0.125226860254,0.12498986221,24,0.25,0.00391302200204
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787686837000.0,176394.946023,-215787686837000.0,-215787686713000.0,-215787686962000.0,-215787686950000.0,-215787686725000.0,2.0,31115176982.5,3.66466187075e-13,0.250453720508,0.12498986221,6,0.125018050542,0.00391358705936
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095448587000.0,678761.477785,-216095448587000.0,-216095448107000.0,-216095449067000.0,-216095449019000.0,-216095448155000.0,2.0,460717143725.0,3.66466187075e-13,0.249546279492,0.12498986221,12,0.25,0.00779768877217
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508445391000.0,449445.467015,-421508445391000.0,-421508445073000.0,-421508445708000.0,-421508445677000.0,-421508445105000.0,2.0,202001227821.0,3.66466187075e-13,0.249546279492,0.125003845369,117,0.25,0.00779856113348
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878410919000.0,216083.656408,-421878410919000.0,-421878410767000.0,-421878411072000.0,-421878411057000.0,-421878410782000.0,2.0,46692146566.8,3.66466187075e-13,0.125226860254,0.125003845369,123,0.249963898917,0.00391289464826
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764241221000.0,265061.275025,-422764241221000.0,-422764241034000.0,-422764241409000.0,-422764241390000.0,-422764241053000.0,2.0,70257479517.8,3.66466187075e-13,0.249546279492,0.125003845369,111,0.125018050542,0.00389984363975
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707020182000.0,227696.913018,-423707020182000.0,-423707020021000.0,-423707020343000.0,-423707020327000.0,-423707020037000.0,2.0,51845884197.8,3.66466187075e-13,0.249546279492,0.250006292421,92,0.25,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424076985337000.0,231272.575233,-424076985337000.0,-424076985174000.0,-424076985501000.0,-424076985484000.0,-424076985190000.0,2.0,53487004055.1,3.66466187075e-13,0.125226860254,0.250006292421,98,0.249963898917,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424962816231000.0,331750.592685,-424962816231000.0,-424962815997000.0,-424962816466000.0,-424962816443000.0,-424962816020000.0,2.0,110058455747.0,3.66466187075e-13,0.249546279492,0.250006292421,86,0.125018050542,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905570477000.0,279889.436809,-425905570477000.0,-425905570279000.0,-425905570675000.0,-425905570655000.0,-425905570299000.0,2.0,78338096837.2,3.66466187075e-13,0.249546279492,0.250006292421,67,0.25,0.0155970350308
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275535756000.0,44077.1034577,-426275535756000.0,-426275535725000.0,-426275535788000.0,-426275535784000.0,-426275535728000.0,2.0,1942791049.22,3.66466187075e-13,0.125226860254,0.250006292421,73,0.249963898917,0.00782574552616
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161366347000.0,704336.381012,-427161366347000.0,-427161365849000.0,-427161366845000.0,-427161366795000.0,-427161365898000.0,2.0,496089737617.0,3.66466187075e-13,0.249546279492,0.250006292421,61,0.125018050542,0.00779964365513
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104144469000.0,806731.409141,-428104144469000.0,-428104143898000.0,-428104145039000.0,-428104144982000.0,-428104143955000.0,2.0,650815566495.0,3.66466187075e-13,0.249546279492,0.249993707579,42,0.25,0.0155962499057
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474109993000.0,60307.6347655,-428474109993000.0,-428474109950000.0,-428474110035000.0,-428474110031000.0,-428474109954000.0,2.0,3637010811.01,3.66466187075e-13,0.125226860254,0.249993707579,48,0.249963898917,0.00782535159296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429359940672000.0,68175.6119198,-429359940672000.0,-429359940624000.0,-429359940720000.0,-429359940715000.0,-429359940629000.0,2.0,4647914060.63,3.66466187075e-13,0.249546279492,0.249993707579,36,0.125018050542,0.00779925103585
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302473062000.0,469578.918396,-430302473062000.0,-430302472730000.0,-430302473394000.0,-430302473361000.0,-430302472763000.0,2.0,220504360602.0,3.66466187075e-13,0.249546279492,0.12498986221,17,0.25,0.00779768877217
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672438544000.0,894748.083788,-430672438544000.0,-430672437911000.0,-430672439176000.0,-430672439113000.0,-430672437974000.0,2.0,800574133442.0,3.66466187075e-13,0.125226860254,0.12498986221,23,0.249963898917,0.00391245694471
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558269373000.0,139134.307742,-431558269373000.0,-431558269275000.0,-431558269471000.0,-431558269462000.0,-431558269284000.0,2.0,19358355590.8,3.66466187075e-13,0.249546279492,0.12498986221,11,0.125018050542,0.00389940739611
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971266393000.0,403221.366399,-636971266393000.0,-636971266108000.0,-636971266678000.0,-636971266649000.0,-636971266136000.0,2.0,162587470321.0,3.66466187075e-13,0.249546279492,0.125003845369,116,0.125018050542,0.00389984363975
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279020963000.0,319162.545183,-637279020963000.0,-637279020737000.0,-637279021188000.0,-637279021166000.0,-637279020760000.0,2.0,101864730248.0,3.66466187075e-13,0.125226860254,0.125003845369,122,0.25,0.0039134597688
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639169840668000.0,85404.6221968,-639169840668000.0,-639169840607000.0,-639169840728000.0,-639169840722000.0,-639169840613000.0,2.0,7293949492.58,3.66466187075e-13,0.249546279492,0.250006292421,91,0.125018050542,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477594747000.0,29630.6909473,-639477594747000.0,-639477594726000.0,-639477594768000.0,-639477594766000.0,-639477594728000.0,2.0,877977846.016,3.66466187075e-13,0.125226860254,0.250006292421,97,0.25,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368390882000.0,894915.40293,-641368390882000.0,-641368390250000.0,-641368391515000.0,-641368391452000.0,-641368390313000.0,2.0,800873578401.0,3.66466187075e-13,0.249546279492,0.250006292421,66,0.125018050542,0.00779964365513
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676144686000.0,442648.226304,-641676144686000.0,-641676144373000.0,-641676144999000.0,-641676144968000.0,-641676144405000.0,2.0,195937452250.0,3.66466187075e-13,0.125226860254,0.250006292421,72,0.25,0.00782687576092
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643566965619000.0,174873.429007,-643566965619000.0,-643566965495000.0,-643566965743000.0,-643566965730000.0,-643566965508000.0,2.0,30580716172.6,3.66466187075e-13,0.249546279492,0.249993707579,41,0.125018050542,0.00779925103585
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874719357000.0,302213.195638,-643874719357000.0,-643874719143000.0,-643874719571000.0,-643874719549000.0,-643874719165000.0,2.0,91332815618.0,3.66466187075e-13,0.125226860254,0.249993707579,47,0.25,0.00782648177084
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765293396000.0,413645.888121,-645765293396000.0,-645765293103000.0,-645765293688000.0,-645765293659000.0,-645765293132000.0,2.0,171102920759.0,3.66466187075e-13,0.249546279492,0.12498986221,16,0.125018050542,0.00389940739611
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073048040000.0,474865.867411,-646073048040000.0,-646073047704000.0,-646073048376000.0,-646073048342000.0,-646073047738000.0,2.0,225497592032.0,3.66466187075e-13,0.125226860254,0.12498986221,22,0.25,0.00391302200204
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852741841729000.0,3969.78585891,-852741841729000.0,-852741841726000.0,-852741841732000.0,-852741841732000.0,-852741841727000.0,2.0,15759199.7656,3.66466187075e-13,0.125226860254,0.125003845369,121,0.125018050542,0.00195701244467
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940416676000.0,247215.667635,-854940416676000.0,-854940416502000.0,-854940416851000.0,-854940416834000.0,-854940416519000.0,2.0,61115586324.0,3.66466187075e-13,0.125226860254,0.250006292421,96,0.125018050542,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857138965054000.0,600216.36589,-857138965054000.0,-857138964629000.0,-857138965478000.0,-857138965436000.0,-857138964672000.0,2.0,360259685882.0,3.66466187075e-13,0.125226860254,0.250006292421,71,0.125018050542,0.00391400299785
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337540086000.0,443970.78115,-859337540086000.0,-859337539772000.0,-859337540400000.0,-859337540369000.0,-859337539804000.0,2.0,197110054515.0,3.66466187075e-13,0.125226860254,0.249993707579,46,0.125018050542,0.00391380597435
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861535868795000.0,696181.627864,-861535868795000.0,-861535868303000.0,-861535869287000.0,-861535869238000.0,-861535868352000.0,2.0,484668858975.0,3.66466187075e-13,0.125226860254,0.12498986221,21,0.125018050542,0.00195679352968
