npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1435967409.61,5556498.91664,1435967409.61,1439896447.67,1432038371.54,1432431275.35,1439503543.86,2.0,30874680210700.0,1.69457067906e-13,89,0.25,0.25,0.25000583516,0.0156253646975
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1431712782.94,1505880.68292,1431712782.94,1432777601.39,1430647964.5,1430754446.35,1432671119.54,2.0,2267676631180.0,1.69457067906e-13,57,0.25,0.25,0.249995225778,0.0156247016111
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1414707774.92,1774324.18643,1414707774.92,1415962411.58,1413453138.25,1413578601.92,1415836947.91,2.0,3148226318560.0,1.69457067906e-13,52,0.25,0.25,0.124992308198,0.00781201926239
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1406366168.78,4786037.73381,1406366168.78,1409750408.51,1402981929.04,1403320353.01,1409411984.54,2.0,22906157189400.0,1.69457067906e-13,41,0.25,0.124645892351,0.250004774222,0.00779051704374
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1386948944.07,1737929.19524,1386948944.07,1388177845.59,1385720042.55,1385842932.7,1388054955.43,2.0,3020397887660.0,1.69457067906e-13,62,0.25,0.25,0.25000583516,0.0156253646975
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1377614815.86,6792793.01221,1377614815.86,1382418045.87,1372811585.86,1373291908.86,1381937722.86,2.0,46142036906800.0,1.69457067906e-13,94,0.25,0.25,0.250004774222,0.0156252983889
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1364760057.18,3546653.46424,1364760057.18,1367267919.89,1362252194.46,1362502980.74,1367017133.62,2.0,12578750795400.0,1.69457067906e-13,83,0.25,0.25,0.249995225778,0.0156247016111
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1355132127.7,922841.136364,1355132127.7,1355784674.93,1354479580.47,1354544835.2,1355719420.2,2.0,851635762966.0,1.69457067906e-13,46,0.25,0.124645892351,0.125001856642,0.00389524199167
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1349092815.8,2082644.23024,1349092815.8,1350565467.66,1347620163.95,1347767429.13,1350418202.48,2.0,4337406989750.0,1.69457067906e-13,78,0.25,0.25,0.124992308198,0.00781201926239
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1327916793.49,1459805.58356,1327916793.49,1328949031.92,1326884555.06,1326987778.91,1328845808.07,2.0,2131032341790.0,1.69457067906e-13,67,0.25,0.25,0.250004774222,0.0156252983889
894.0,-350.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1324689534.78,597789.730361,1324689534.78,1325112235.95,1324266833.61,1324309103.72,1325069965.83,2.0,357352561726.0,1.69457067906e-13,99,0.25,0.25,0.125001856642,0.00781261604011
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1308974065.48,5197945.5988,1308974065.48,1312649568.06,1305298562.9,1305666113.16,1312282017.8,2.0,27018638448100.0,1.69457067906e-13,88,0.25,0.25,0.25000583516,0.0156253646975
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1297605418.51,858760.869275,1297605418.51,1298212654.15,1296998182.88,1297058906.44,1298151930.58,2.0,737470230598.0,1.69457067906e-13,56,0.25,0.124645892351,0.249995225778,0.00779021950017
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1295032381.58,6950657.10993,1295032381.58,1299947238.36,1290117524.81,1290609010.49,1299455752.68,2.0,48311634259800.0,1.69457067906e-13,104,0.125,0.25,0.124992308198,0.0039060096312
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1292538595.72,3418106.37295,1292538595.72,1294955561.91,1290121629.52,1290363326.14,1294713865.3,2.0,11683451176800.0,1.69457067906e-13,109,0.125,0.25,0.249995225778,0.00781235080557
894.0,-703.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1277433426.0,1182505.05207,1277433426.0,1278269583.34,1276597268.66,1276680884.4,1278185967.61,2.0,1398318198170.0,1.69457067906e-13,72,0.25,0.25,0.125001856642,0.00781261604011
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1252868105.92,45036.0763322,1252868105.92,1252899951.24,1252836260.61,1252839445.14,1252896766.71,2.0,2028248171.4,1.69457067906e-13,93,0.25,0.25,0.250004774222,0.0156252983889
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1244449163.47,797898.616137,1244449163.47,1245013362.99,1243884963.95,1243941383.9,1244956943.04,2.0,636642201633.0,1.69457067906e-13,61,0.25,0.124645892351,0.25000583516,0.00779055010413
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1242948424.63,4051046.3636,1242948424.63,1245812946.98,1240083902.27,1240370354.51,1245526494.75,2.0,16410976640000.0,1.69457067906e-13,114,0.125,0.25,0.25000583516,0.00781268234875
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1231122605.8,4200516.70585,1231122605.8,1234092819.65,1228152391.95,1228449413.34,1233795798.26,2.0,17644340596100.0,1.69457067906e-13,51,0.25,0.124645892351,0.124992308198,0.00389494444811
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1203495030.73,3025324.23087,1203495030.73,1205634258.01,1201355803.45,1201569726.18,1205420335.28,2.0,9152586701890.0,1.69457067906e-13,82,0.25,0.25,0.249995225778,0.0156247016111
894.0,-526.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1203127232.6,942957.441173,1203127232.6,1203794004.2,1202460461.0,1202527138.16,1203727327.04,2.0,889168735864.0,1.69457067906e-13,98,0.25,0.25,0.125001856642,0.00781261604011
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1190264915.5,499311.127833,1190264915.5,1190617981.79,1189911849.22,1189947155.85,1190582675.16,2.0,249311602378.0,1.69457067906e-13,119,0.125,0.25,0.250004774222,0.00781264919443
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1189682330.14,818406.776922,1189682330.14,1190261031.12,1189103629.16,1189161499.26,1190203161.02,2.0,669789652512.0,1.69457067906e-13,66,0.25,0.124645892351,0.250004774222,0.00779051704374
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1160742492.7,204098.571845,1160742492.7,1160886812.19,1160598173.22,1160612605.17,1160872380.24,2.0,41656227029.1,1.69457067906e-13,77,0.25,0.25,0.124992308198,0.00781201926239
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1154078423.04,3270198.31402,1154078423.04,1156390802.45,1151766043.64,1151997281.58,1156159564.51,2.0,10694197013000.0,1.69457067906e-13,87,0.25,0.25,0.25000583516,0.0156253646975
894.0,-350.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1136367450.56,8071929.47998,1136367450.56,1142075166.64,1130659734.49,1131230506.1,1141504395.03,2.0,65156045529800.0,1.69457067906e-13,124,0.125,0.25,0.125001856642,0.00390630802006
894.0,-879.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1133086461.18,3157247.2512,1133086461.18,1135318972.12,1130853950.24,1131077201.34,1135095721.03,2.0,9968210205210.0,1.69457067906e-13,71,0.25,0.124645892351,0.125001856642,0.00389524199167
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1121430724.39,3568805.4686,1121430724.39,1123954250.94,1118907197.84,1119159550.5,1123701898.28,2.0,12736372472700.0,1.69457067906e-13,108,0.125,0.25,0.249995225778,0.00781235080557
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1114882189.17,4529693.88595,1114882189.17,1118085166.43,1111679211.91,1111999509.63,1117764868.71,2.0,20518126700400.0,1.69457067906e-13,103,0.125,0.25,0.124992308198,0.0039060096312
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1101661138.07,1613561.63277,1101661138.07,1102802098.44,1100520177.7,1100634273.74,1102688002.41,2.0,2603581142750.0,1.69457067906e-13,92,0.25,0.25,0.250004774222,0.0156252983889
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1066501173.16,1202576.9492,1066501173.16,1067351523.47,1065650822.84,1065735857.87,1067266488.44,2.0,1446191318740.0,1.69457067906e-13,113,0.125,0.25,0.25000583516,0.00781268234875
894.0,-703.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1049628804.2,2881935.60831,1049628804.2,1051666640.42,1047590967.99,1047794751.61,1051462856.79,2.0,8305552850450.0,1.69457067906e-13,97,0.25,0.25,0.125001856642,0.00781261604011
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1033568018.11,1692089.23806,1033568018.11,1034764505.89,1032371530.34,1032491179.11,1034644857.11,2.0,2863165989560.0,1.69457067906e-13,81,0.25,0.124645892351,0.249995225778,0.00779021950017
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1015223612.42,1281679.01419,1015223612.42,1016129896.34,1014317328.5,1014407956.89,1016039267.95,2.0,1642701095420.0,1.69457067906e-13,118,0.125,0.25,0.250004774222,0.00781264919443
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,993770130.206,3972125.79205,993770130.206,996578847.289,990961413.122,991242284.831,996297975.581,2.0,15777783307900.0,1.69457067906e-13,86,0.25,0.124645892351,0.25000583516,0.00779055010413
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,982499996.566,1915891.04045,982499996.566,983854736.113,981145257.02,981280730.974,983719262.158,2.0,3670638478870.0,1.69457067906e-13,76,0.25,0.124645892351,0.124992308198,0.00389494444811
894.0,-526.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,967579522.906,5654519.50269,967579522.906,971577871.991,963581173.821,963981008.73,971178037.082,2.0,31973590806400.0,1.69457067906e-13,123,0.125,0.25,0.125001856642,0.00390630802006
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,938249562.142,6525529.22845,938249562.142,942863808.11,933635316.174,934096740.771,942402383.513,2.0,42582531711400.0,1.69457067906e-13,107,0.125,0.25,0.249995225778,0.00781235080557
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,929709239.711,6220158.7656,929709239.711,934107556.154,925310923.268,925750754.912,933667724.51,2.0,38690375069200.0,1.69457067906e-13,91,0.25,0.124645892351,0.250004774222,0.00779051704374
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,914961111.501,4816996.32176,914961111.501,918367242.265,911554980.737,911895593.813,918026629.188,2.0,23203453563900.0,1.69457067906e-13,102,0.125,0.25,0.124992308198,0.0039060096312
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,887103879.815,3999822.96625,887103879.815,889932181.758,884275577.872,884558408.067,889649351.564,2.0,15998583761300.0,1.69457067906e-13,112,0.125,0.25,0.25000583516,0.00781268234875
894.0,-879.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,875713729.909,2815708.29556,875713729.909,877704736.338,873722723.479,873921824.122,877505635.695,2.0,7928213205660.0,1.69457067906e-13,96,0.25,0.124645892351,0.125001856642,0.00389524199167
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,828845697.491,5311239.06473,828845697.491,832601310.65,825090084.332,825465645.648,832225749.334,2.0,28209260402700.0,1.69457067906e-13,117,0.125,0.25,0.250004774222,0.00781264919443
894.0,-703.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,778163280.105,15238564.8079,778163280.105,788938572.616,767387987.593,768465516.845,787861043.365,2.0,232213857404000.0,1.69457067906e-13,122,0.125,0.25,0.125001856642,0.00390630802006
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,763320550.795,1969991.48936,763320550.795,764713545.137,761927556.454,762066855.889,764574245.702,2.0,3880866468160.0,1.69457067906e-13,106,0.125,0.124645892351,0.249995225778,0.00389510975009
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,737347458.076,7169392.18526,737347458.076,742416983.907,732277932.244,732784884.827,741910031.324,2.0,51400184306100.0,1.69457067906e-13,101,0.125,0.124645892351,0.124992308198,0.00194747222405
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,703518173.934,8684119.31075,703518173.934,709658773.587,697377574.28,697991634.246,709044713.622,2.0,75413928203300.0,1.69457067906e-13,111,0.125,0.124645892351,0.25000583516,0.00389527505207
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,650241878.375,5276026.55782,650241878.375,653972592.531,646511164.218,646884235.633,653599521.116,2.0,27836456238900.0,1.69457067906e-13,116,0.125,0.124645892351,0.250004774222,0.00389525852187
894.0,-879.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,607198669.835,6063816.235,607198669.835,611486435.414,602910904.255,603339680.813,611057658.856,2.0,36769867331800.0,1.69457067906e-13,121,0.125,0.124645892351,0.125001856642,0.00194762099584
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159099306068.0,487.444970253,-159099306068.0,-159099305723.0,-159099306412.0,-159099306378.0,-159099305757.0,2.0,237602.599025,1.69457067906e-13,1,0.125,0.124645892351,0.124992308198,0.00194747222405
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159152572886.0,220.765392108,-159152572886.0,-159152572729.0,-159152573042.0,-159152573026.0,-159152572745.0,2.0,48737.3583524,1.69457067906e-13,6,0.125,0.124645892351,0.249995225778,0.00389510975009
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159205843932.0,620.092531393,-159205843932.0,-159205843493.0,-159205844370.0,-159205844327.0,-159205843537.0,2.0,384514.747489,1.69457067906e-13,11,0.125,0.124645892351,0.25000583516,0.00389527505207
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159259114667.0,1813.87675433,-159259114667.0,-159259113385.0,-159259115950.0,-159259115822.0,-159259113513.0,2.0,3290148.87989,1.69457067906e-13,16,0.125,0.124645892351,0.250004774222,0.00389525852187
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159312387070.0,18.1252650148,-159312387070.0,-159312387057.0,-159312387082.0,-159312387081.0,-159312387058.0,2.0,328.525231855,1.69457067906e-13,21,0.125,0.124645892351,0.125001856642,0.00194762099584
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329511781271.0,589603.723467,-329511781271.0,-329511364358.0,-329512198184.0,-329512156492.0,-329511406049.0,2.0,347632550727.0,1.69457067906e-13,53,0.25,0.25,0.124992308198,0.00781201926239
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329563859537.0,3552407.20525,-329563859537.0,-329561347606.0,-329566371468.0,-329566120275.0,-329561598799.0,2.0,12619596951900.0,1.69457067906e-13,58,0.25,0.25,0.249995225778,0.0156247016111
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329619102102.0,1511443.08496,-329619102102.0,-329618033351.0,-329620170854.0,-329620063979.0,-329618140226.0,2.0,2284460199080.0,1.69457067906e-13,63,0.25,0.25,0.25000583516,0.0156253646975
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329673365544.0,3350950.65048,-329673365544.0,-329670996064.0,-329675735024.0,-329675498076.0,-329671233012.0,2.0,11228870261900.0,1.69457067906e-13,68,0.25,0.25,0.250004774222,0.0156252983889
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329727669074.0,4771726.64236,-329727669074.0,-329724294954.0,-329731043195.0,-329730705783.0,-329724632366.0,2.0,22769375149500.0,1.69457067906e-13,73,0.25,0.25,0.125001856642,0.00781261604011
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499890447463.0,2463888.6856,-499890447463.0,-499888705230.0,-499892189695.0,-499892015472.0,-499888879454.0,2.0,6070747455010.0,1.69457067906e-13,105,0.125,0.125354107649,0.124992308198,0.00195853740714
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499938756115.0,7316714.15712,-499938756115.0,-499933582417.0,-499943929813.0,-499943412444.0,-499934099787.0,2.0,53534306057000.0,1.69457067906e-13,110,0.125,0.125354107649,0.249995225778,0.00391724105548
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499994545265.0,7448164.11955,-499994545265.0,-499989278618.0,-499999811912.0,-499999285248.0,-499989805282.0,2.0,55475148751700.0,1.69457067906e-13,115,0.125,0.125354107649,0.25000583516,0.00391740729668
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500055170098.0,10045063.9605,-500055170098.0,-500048067165.0,-500062273031.0,-500061562737.0,-500048777458.0,2.0,100903309970000.0,1.69457067906e-13,120,0.125,0.125354107649,0.250004774222,0.00391739067256
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500095950698.0,1049087.55758,-500095950698.0,-500095208881.0,-500096692515.0,-500096618333.0,-500095283063.0,2.0,1100584703480.0,1.69457067906e-13,125,0.125,0.125354107649,0.125001856642,0.00195868702422
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742534879000.0,2403616.15313,-260742534879000.0,-260742533179000.0,-260742536579000.0,-260742536409000.0,-260742533349000.0,2.0,5777370611600.0,1.69457067906e-13,2,0.125,0.25,0.124992308198,0.0039060096312
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742584311000.0,2028964.70702,-260742584311000.0,-260742582876000.0,-260742585746000.0,-260742585602000.0,-260742583020000.0,2.0,4116697782350.0,1.69457067906e-13,7,0.125,0.25,0.249995225778,0.00781235080557
