smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability
240.0,-225.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-185840879529.0,327.897134289,-185840879517.0,-185840879160.0,-185840879922.0,-185840879880.0,-185840879195.0,4.0,107516.530675,0.125,1,0.00195289031262,0.125,0.124984980008,1.06825089311e-11
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-45847631645900.0,1891231.59626,-45847631199500.0,-45847630019200.0,-45847634165500.0,-45847633843200.0,-45847630073600.0,4.0,3576756950680.0,0.125,100,0.0039064280387,0.25,0.125005697238,1.06825089311e-11
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-46048575755900.0,561589.289074,-46048575738000.0,-46048575113200.0,-46048576434500.0,-46048576358500.0,-46048575178500.0,4.0,315382529603.0,0.25,74,0.0078128560774,0.25,0.125005697238,1.06825089311e-11
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-46249520349600.0,594180.047546,-46249520192200.0,-46249519838400.0,-46249521175600.0,-46249521055300.0,-46249519864200.0,4.0,353049928902.0,0.25,48,0.0078128560774,0.25,0.125005697238,1.06825089311e-11
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-46450463069400.0,47219.1102626,-46450463069900.0,-46450463011100.0,-46450463126800.0,-46450463118300.0,-46450463019800.0,4.0,2229644373.99,0.25,22,0.0039064280387,0.125,0.125005697238,1.06825089311e-11
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47461723205400.0,1324351.80367,-47461723439300.0,-47461721466900.0,-47461724475900.0,-47461724396600.0,-47461721686600.0,4.0,1753907699880.0,0.125,95,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47662668469200.0,488603.380323,-47662668464200.0,-47662667952400.0,-47662668996200.0,-47662668960300.0,-47662667985300.0,4.0,238733263263.0,0.25,69,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-47863611733400.0,450066.168026,-47863611716600.0,-47863611200100.0,-47863612300400.0,-47863612216500.0,-47863611273900.0,4.0,202559555602.0,0.25,43,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-48064555019800.0,271450.783739,-48064554992100.0,-48064554751400.0,-48064555343500.0,-48064555312700.0,-48064554765600.0,4.0,73685527992.6,0.25,17,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49075786493400.0,1209753.79449,-49075786451000.0,-49075785116200.0,-49075787955300.0,-49075787792700.0,-49075785253400.0,4.0,1463504243270.0,0.125,90,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49276733787600.0,954728.336657,-49276733802600.0,-49276732651200.0,-49276734893900.0,-49276734779800.0,-49276732774300.0,4.0,911506196815.0,0.25,64,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49477677452200.0,331735.774612,-49477677429700.0,-49477677070600.0,-49477677878800.0,-49477677815600.0,-49477677120300.0,4.0,110048624157.0,0.25,38,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49678620050000.0,229913.365011,-49678620003600.0,-49678619860600.0,-49678620332200.0,-49678620303800.0,-49678619861200.0,4.0,52860155410.9,0.25,12,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50689879596100.0,616415.093995,-50689879732900.0,-50689878734000.0,-50689880184800.0,-50689880128900.0,-50689878871900.0,4.0,379967568105.0,0.125,85,0.00781220866395,0.25,0.249990677246,1.06825089311e-11
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-50890824804500.0,842027.566428,-50890824849600.0,-50890823760300.0,-50890825758300.0,-50890825659200.0,-50890823886600.0,4.0,709010422625.0,0.25,59,0.0156244173279,0.25,0.249990677246,1.06825089311e-11
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51091768815000.0,471855.445995,-51091768893700.0,-51091768201400.0,-51091769271200.0,-51091769242800.0,-51091768277000.0,4.0,222647561916.0,0.25,33,0.0156244173279,0.25,0.249990677246,1.06825089311e-11
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51292712290400.0,194491.978814,-51292712344100.0,-51292712022300.0,-51292712451100.0,-51292712445700.0,-51292712059900.0,4.0,37827129823.0,0.25,7,0.00781220866395,0.125,0.249990677246,1.06825089311e-11
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52303703556000.0,631129.749798,-52303703603900.0,-52303702901600.0,-52303704114400.0,-52303704109000.0,-52303702935700.0,4.0,398324761081.0,0.125,80,0.00390578062525,0.25,0.124984980008,1.06825089311e-11
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52504649795000.0,1317372.3588,-52504650195300.0,-52504647958100.0,-52504650831400.0,-52504650806100.0,-52504648223500.0,4.0,1735469931740.0,0.25,54,0.00781156125049,0.25,0.124984980008,1.06825089311e-11
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52705593343400.0,407476.237745,-52705593387800.0,-52705592843200.0,-52705593755000.0,-52705593728900.0,-52705592895900.0,4.0,166036884327.0,0.25,28,0.00781156125049,0.25,0.124984980008,1.06825089311e-11
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52906536216500.0,157054.213071,-52906536264900.0,-52906535989200.0,-52906536347000.0,-52906536337300.0,-52906536027900.0,4.0,24666025843.4,0.25,2,0.00390578062525,0.125,0.124984980008,1.06825089311e-11
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-98769270549800.0,1232528.69087,-98769270364900.0,-98769269367000.0,-98769272102400.0,-98769271929200.0,-98769269429200.0,4.0,1519126973830.0,0.125,75,0.0039064280387,0.25,0.125005697238,1.06825089311e-11
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-98970215211700.0,625023.689279,-98970214988000.0,-98970214738700.0,-98970216132200.0,-98970215963900.0,-98970214772800.0,4.0,390654612160.0,0.25,49,0.0078128560774,0.25,0.125005697238,1.06825089311e-11
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-99171158504000.0,545047.935115,-99171158483000.0,-99171157962700.0,-99171159087200.0,-99171159050400.0,-99171157986900.0,4.0,297077251573.0,0.25,23,0.0039064280387,0.125,0.125005697238,1.06825089311e-11
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-100383362366000.0,1060375.27877,-100383362590000.0,-100383360934000.0,-100383363349000.0,-100383363289000.0,-100383361129000.0,4.0,1124395731830.0,0.125,70,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-100584307636000.0,209467.475711,-100584307700000.0,-100584307337000.0,-100584307806000.0,-100584307798000.0,-100584307384000.0,4.0,43876623380.7,0.25,44,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-100785249764000.0,701124.513085,-100785249550000.0,-100785249193000.0,-100785250761000.0,-100785250606000.0,-100785249220000.0,4.0,491575582848.0,0.25,18,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-101997427606000.0,1009522.93037,-101997427338000.0,-101997426753000.0,-101997428995000.0,-101997428800000.0,-101997426787000.0,4.0,1019136546950.0,0.125,65,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-102198371809000.0,1138615.50903,-102198371778000.0,-102198370683000.0,-102198372995000.0,-102198372929000.0,-102198370731000.0,4.0,1296445277390.0,0.25,39,0.0156255826721,0.25,0.250009322754,1.06825089311e-11
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-102399315283000.0,432651.001109,-102399315220000.0,-102399314852000.0,-102399315838000.0,-102399315771000.0,-102399314881000.0,4.0,187186888761.0,0.25,13,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-103611519162000.0,1242141.81123,-103611519159000.0,-103611517644000.0,-103611520686000.0,-103611520460000.0,-103611517868000.0,4.0,1542916279200.0,0.125,60,0.00781220866395,0.25,0.249990677246,1.06825089311e-11
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-103812464133000.0,630444.692746,-103812464274000.0,-103812463302000.0,-103812464682000.0,-103812464663000.0,-103812463405000.0,4.0,397460510611.0,0.25,34,0.0156244173279,0.25,0.249990677246,1.06825089311e-11
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104013407704000.0,514263.558511,-104013407784000.0,-104013407108000.0,-104013408139000.0,-104013408138000.0,-104013407158000.0,4.0,264467007612.0,0.25,8,0.00781220866395,0.125,0.249990677246,1.06825089311e-11
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-105225343296000.0,1125406.71334,-105225343301000.0,-105225342222000.0,-105225344360000.0,-105225344332000.0,-105225342253000.0,4.0,1266540270440.0,0.125,55,0.00390578062525,0.25,0.124984980008,1.06825089311e-11
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-105426287385000.0,1022366.02652,-105426287284000.0,-105426286452000.0,-105426288522000.0,-105426288440000.0,-105426286473000.0,4.0,1045232292180.0,0.25,29,0.00781156125049,0.25,0.124984980008,1.06825089311e-11
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-105627231772000.0,693230.422977,-105627232084000.0,-105627230738000.0,-105627232181000.0,-105627232178000.0,-105627230929000.0,4.0,480568419340.0,0.25,3,0.00390578062525,0.125,0.124984980008,1.06825089311e-11
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-151690909112000.0,1361200.4493,-151690908558000.0,-151690908202000.0,-151690911131000.0,-151690910766000.0,-151690908235000.0,4.0,1852866663170.0,0.125,50,0.0039064280387,0.25,0.125005697238,1.06825089311e-11
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-151891853060000.0,265738.718758,-151891853013000.0,-151891852820000.0,-151891853396000.0,-151891853359000.0,-151891852828000.0,4.0,70617066647.0,0.25,24,0.0039064280387,0.125,0.125005697238,1.06825089311e-11
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153305000472000.0,1529502.53329,-153305000249000.0,-153304999066000.0,-153305002326000.0,-153305002145000.0,-153304999114000.0,4.0,2339377999330.0,0.125,45,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153505944879000.0,467394.402008,-153505944837000.0,-153505944403000.0,-153505945438000.0,-153505945384000.0,-153505944432000.0,4.0,218457527029.0,0.25,19,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-154919066246000.0,1493115.03972,-154919066205000.0,-154919064867000.0,-154919067709000.0,-154919067656000.0,-154919064895000.0,4.0,2229392521850.0,0.125,40,0.00781279133605,0.25,0.250009322754,1.06825089311e-11
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-155120009575000.0,807217.831415,-155120009735000.0,-155120008463000.0,-155120010369000.0,-155120010294000.0,-155120008633000.0,4.0,651600627354.0,0.25,14,0.00781279133605,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-156533158173000.0,1205071.35698,-156533157994000.0,-156533157143000.0,-156533159560000.0,-156533159447000.0,-156533157149000.0,4.0,1452196975410.0,0.125,35,0.00781220866395,0.25,0.249990677246,1.06825089311e-11
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-156734101988000.0,1116267.71446,-156734101781000.0,-156734100916000.0,-156734103474000.0,-156734103277000.0,-156734100988000.0,4.0,1246053610340.0,0.25,9,0.00781220866395,0.125,0.249990677246,1.06825089311e-11
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158146982007000.0,917321.880786,-158146982382000.0,-158146980642000.0,-158146982623000.0,-158146982591000.0,-158146980898000.0,4.0,841479432969.0,0.125,30,0.00390578062525,0.25,0.124984980008,1.06825089311e-11
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158347925643000.0,466023.011893,-158347925564000.0,-158347925164000.0,-158347926281000.0,-158347926179000.0,-158347925219000.0,4.0,217177447614.0,0.25,4,0.00390578062525,0.125,0.124984980008,1.06825089311e-11
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-204612547320000.0,1363909.76783,-204612547300000.0,-204612546111000.0,-204612548567000.0,-204612548547000.0,-204612546120000.0,4.0,1860249854780.0,0.125,25,0.00195321401935,0.125,0.125005697238,1.06825089311e-11
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-206226638671000.0,1137006.18228,-206226638583000.0,-206226637552000.0,-206226639966000.0,-206226639861000.0,-206226637604000.0,4.0,1292783058540.0,0.125,20,0.00390639566803,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-207840703968000.0,1248983.12072,-207840703964000.0,-207840702531000.0,-207840705411000.0,-207840705271000.0,-207840702669000.0,4.0,1559958835840.0,0.125,15,0.00390639566803,0.125,0.250009322754,1.06825089311e-11
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-209454795773000.0,1254975.58158,-209454795668000.0,-209454794452000.0,-209454797304000.0,-209454797142000.0,-209454794551000.0,4.0,1574963710360.0,0.125,10,0.00390610433197,0.125,0.249990677246,1.06825089311e-11
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-211068619588000.0,1704111.65485,-211068619108000.0,-211068618234000.0,-211068621901000.0,-211068621592000.0,-211068618255000.0,4.0,2903996532180.0,0.125,5,0.00195289031262,0.125,0.124984980008,1.06825089311e-11
