npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-159018295846.0,1274.06395391,-159018295846.0,-159018294945.0,-159018296747.0,-159018296657.0,-159018295035.0,2.0,1623238.95865,1.69457067906e-13,0.00194762099584,0.124645892351,21,0.125001856642,0.125
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329335720282.0,3388762.55187,-329335720282.0,-329333324065.0,-329338116499.0,-329337876877.0,-329333563687.0,2.0,11483711632900.0,1.69457067906e-13,0.00781201926239,0.25,53,0.124992308198,0.25
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329388171177.0,5591944.93699,-329388171177.0,-329384217075.0,-329392125279.0,-329391729869.0,-329384612485.0,2.0,31269848178300.0,1.69457067906e-13,0.0156247016111,0.25,58,0.249995225778,0.25
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329441515240.0,2428299.73894,-329441515240.0,-329439798173.0,-329443232307.0,-329443060601.0,-329439969880.0,2.0,5896639622140.0,1.69457067906e-13,0.0156253646975,0.25,63,0.25000583516,0.25
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329494708433.0,2112345.88987,-329494708433.0,-329493214779.0,-329496202087.0,-329496052721.0,-329493364144.0,2.0,4462005158430.0,1.69457067906e-13,0.0156252983889,0.25,68,0.250004774222,0.25
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-329547527069.0,384644.439172,-329547527069.0,-329547255084.0,-329547799053.0,-329547771855.0,-329547282282.0,2.0,147951344586.0,1.69457067906e-13,0.00781261604011,0.25,73,0.125001856642,0.25
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499829690029.0,7173069.55954,-499829690029.0,-499824617903.0,-499834762156.0,-499834254943.0,-499825125116.0,2.0,51452926906000.0,1.69457067906e-13,0.00195853740714,0.125354107649,105,0.124992308198,0.125
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499882676374.0,8388305.38063,-499882676374.0,-499876744947.0,-499888607802.0,-499888014659.0,-499877338090.0,2.0,70363667158800.0,1.69457067906e-13,0.00391724105548,0.125354107649,110,0.249995225778,0.125
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499948227697.0,4048840.20008,-499948227697.0,-499945364735.0,-499951090660.0,-499950804363.0,-499945651031.0,2.0,16393106965800.0,1.69457067906e-13,0.00391740729668,0.125354107649,115,0.25000583516,0.125
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499995367559.0,2790587.43191,-499995367559.0,-499993394316.0,-499997340803.0,-499997143478.0,-499993591641.0,2.0,7787378215160.0,1.69457067906e-13,0.00391739067256,0.125354107649,120,0.250004774222,0.125
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500042685058.0,6893178.97756,-500042685058.0,-500037810845.0,-500047559272.0,-500047071850.0,-500038298266.0,2.0,47515916416700.0,1.69457067906e-13,0.00195868702422,0.125354107649,125,0.125001856642,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742240389000.0,1111849.92977,-260742240389000.0,-260742239603000.0,-260742241175000.0,-260742241096000.0,-260742239681000.0,2.0,1236210266320.0,1.69457067906e-13,0.0039060096312,0.25,2,0.124992308198,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742293814000.0,480892.162856,-260742293814000.0,-260742293474000.0,-260742294154000.0,-260742294120000.0,-260742293508000.0,2.0,231257272296.0,1.69457067906e-13,0.00781235080557,0.25,7,0.249995225778,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742346651000.0,1830901.29128,-260742346651000.0,-260742345356000.0,-260742347946000.0,-260742347816000.0,-260742345486000.0,2.0,3352199538420.0,1.69457067906e-13,0.00781268234875,0.25,12,0.25000583516,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742398259000.0,2719221.79653,-260742398259000.0,-260742396337000.0,-260742400182000.0,-260742399990000.0,-260742396529000.0,2.0,7394167178710.0,1.69457067906e-13,0.00781264919443,0.25,17,0.250004774222,0.125
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260742451066000.0,515384.765351,-260742451066000.0,-260742450701000.0,-260742451430000.0,-260742451394000.0,-260742450738000.0,2.0,265621456356.0,1.69457067906e-13,0.00390630802006,0.25,22,0.125001856642,0.125
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912764448000.0,4982473.07725,-260912764448000.0,-260912760925000.0,-260912767971000.0,-260912767619000.0,-260912761277000.0,2.0,24825037965500.0,1.69457067906e-13,0.00781201926239,0.25,54,0.124992308198,0.25
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912820099000.0,1373617.94335,-260912820099000.0,-260912819128000.0,-260912821071000.0,-260912820973000.0,-260912819225000.0,2.0,1886826254280.0,1.69457067906e-13,0.0156247016111,0.25,59,0.249995225778,0.25
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912873730000.0,7656452.12688,-260912873730000.0,-260912868316000.0,-260912879143000.0,-260912878602000.0,-260912868857000.0,2.0,58621259171300.0,1.69457067906e-13,0.0156253646975,0.25,64,0.25000583516,0.25
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912925138000.0,4068782.00054,-260912925138000.0,-260912922261000.0,-260912928015000.0,-260912927727000.0,-260912922548000.0,2.0,16554986967900.0,1.69457067906e-13,0.0156252983889,0.25,69,0.250004774222,0.25
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260912981192000.0,4215397.07818,-260912981192000.0,-260912978211000.0,-260912984173000.0,-260912983875000.0,-260912978509000.0,2.0,17769572526700.0,1.69457067906e-13,0.00781261604011,0.25,74,0.125001856642,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567795702000.0,2896515.96141,-261567795702000.0,-261567793654000.0,-261567797750000.0,-261567797545000.0,-261567793859000.0,2.0,8389804714680.0,1.69457067906e-13,0.00781201926239,0.25,28,0.124992308198,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567854606000.0,1635845.0681,-261567854606000.0,-261567853449000.0,-261567855763000.0,-261567855647000.0,-261567853565000.0,2.0,2675989086830.0,1.69457067906e-13,0.0156247016111,0.25,33,0.249995225778,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567904169000.0,2664178.52755,-261567904169000.0,-261567902285000.0,-261567906053000.0,-261567905865000.0,-261567902474000.0,2.0,7097847226680.0,1.69457067906e-13,0.0156253646975,0.25,38,0.25000583516,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261567958128000.0,902558.431739,-261567958128000.0,-261567957489000.0,-261567958766000.0,-261567958702000.0,-261567957553000.0,2.0,814611722704.0,1.69457067906e-13,0.0156252983889,0.25,43,0.250004774222,0.25
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261568009872000.0,1891274.5323,-261568009872000.0,-261568008534000.0,-261568011209000.0,-261568011075000.0,-261568008668000.0,2.0,3576919356530.0,1.69457067906e-13,0.00781261604011,0.25,48,0.125001856642,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738312789000.0,399221.152852,-261738312789000.0,-261738312507000.0,-261738313072000.0,-261738313044000.0,-261738312535000.0,2.0,159377528885.0,1.69457067906e-13,0.00391707481429,0.125354107649,80,0.124992308198,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738357770000.0,3742776.93771,-261738357770000.0,-261738355124000.0,-261738360417000.0,-261738360152000.0,-261738355388000.0,2.0,14008379205500.0,1.69457067906e-13,0.00783448211097,0.125354107649,85,0.249995225778,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738416375000.0,6223431.86642,-261738416375000.0,-261738411974000.0,-261738420776000.0,-261738420336000.0,-261738412414000.0,2.0,38731104196000.0,1.69457067906e-13,0.00783481459336,0.125354107649,90,0.25000583516,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738469520000.0,10618347.7779,-261738469520000.0,-261738462012000.0,-261738477028000.0,-261738476277000.0,-261738462762000.0,2.0,112749309532000.0,1.69457067906e-13,0.00783478134512,0.125354107649,95,0.250004774222,0.25
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261738518675000.0,1698651.33097,-261738518675000.0,-261738517474000.0,-261738519876000.0,-261738519756000.0,-261738517594000.0,2.0,2885416344200.0,1.69457067906e-13,0.00391737404844,0.125354107649,100,0.125001856642,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151229119000.0,3430235.76252,-522151229119000.0,-522151226693000.0,-522151231544000.0,-522151231302000.0,-522151226936000.0,2.0,11766517386500.0,1.69457067906e-13,0.00781201926239,0.25,29,0.124992308198,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151275391000.0,6759435.29099,-522151275391000.0,-522151270612000.0,-522151280171000.0,-522151279693000.0,-522151271090000.0,2.0,45689965453100.0,1.69457067906e-13,0.0156247016111,0.25,34,0.249995225778,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151337876000.0,188972.828864,-522151337876000.0,-522151337742000.0,-522151338009000.0,-522151337996000.0,-522151337756000.0,2.0,35710730049.0,1.69457067906e-13,0.0156253646975,0.25,39,0.25000583516,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151385544000.0,6141580.10225,-522151385544000.0,-522151381201000.0,-522151389887000.0,-522151389453000.0,-522151381636000.0,2.0,37719006152300.0,1.69457067906e-13,0.0156252983889,0.25,44,0.250004774222,0.25
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522151444026000.0,2393370.22007,-522151444026000.0,-522151442334000.0,-522151445719000.0,-522151445550000.0,-522151442503000.0,2.0,5728221010310.0,1.69457067906e-13,0.00781261604011,0.25,49,0.125001856642,0.25
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806254706000.0,439146.103194,-522806254706000.0,-522806254395000.0,-522806255016000.0,-522806254985000.0,-522806254426000.0,2.0,192849299950.0,1.69457067906e-13,0.0039060096312,0.25,3,0.124992308198,0.125
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806313325000.0,1196413.802,-522806313325000.0,-522806312479000.0,-522806314171000.0,-522806314086000.0,-522806312564000.0,2.0,1431405985620.0,1.69457067906e-13,0.00781235080557,0.25,8,0.249995225778,0.125
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806364002000.0,5097811.695,-522806364002000.0,-522806360398000.0,-522806367607000.0,-522806367246000.0,-522806360758000.0,2.0,25987684077700.0,1.69457067906e-13,0.00781268234875,0.25,13,0.25000583516,0.125
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806418520000.0,916628.177306,-522806418520000.0,-522806417872000.0,-522806419168000.0,-522806419104000.0,-522806417937000.0,2.0,840207215432.0,1.69457067906e-13,0.00781264919443,0.25,18,0.250004774222,0.125
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522806473556000.0,2021248.24959,-522806473556000.0,-522806472127000.0,-522806474985000.0,-522806474842000.0,-522806472270000.0,2.0,4085444486490.0,1.69457067906e-13,0.00390630802006,0.25,23,0.125001856642,0.125
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976774122000.0,9681576.95682,-522976774122000.0,-522976767276000.0,-522976780968000.0,-522976780283000.0,-522976767961000.0,2.0,93732932370900.0,1.69457067906e-13,0.00391707481429,0.125354107649,55,0.124992308198,0.25
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976830762000.0,8890554.1458,-522976830762000.0,-522976824475000.0,-522976837049000.0,-522976836420000.0,-522976825104000.0,2.0,79041953019400.0,1.69457067906e-13,0.00783448211097,0.125354107649,60,0.249995225778,0.25
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976889986000.0,2288271.87852,-522976889986000.0,-522976888368000.0,-522976891604000.0,-522976891442000.0,-522976888529000.0,2.0,5236188190030.0,1.69457067906e-13,0.00783481459336,0.125354107649,65,0.25000583516,0.25
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976926767000.0,7483032.55361,-522976926767000.0,-522976921476000.0,-522976932059000.0,-522976931529000.0,-522976922005000.0,2.0,55995776198400.0,1.69457067906e-13,0.00783478134512,0.125354107649,70,0.250004774222,0.25
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522976982857000.0,2812792.55187,-522976982857000.0,-522976980868000.0,-522976984846000.0,-522976984647000.0,-522976981067000.0,2.0,7911801939870.0,1.69457067906e-13,0.00391737404844,0.125354107649,75,0.125001856642,0.25
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389685724000.0,3510620.58949,-783389685724000.0,-783389683242000.0,-783389688207000.0,-783389687959000.0,-783389683490000.0,2.0,12324456923300.0,1.69457067906e-13,0.0039060096312,0.25,4,0.124992308198,0.125
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389739596000.0,8238093.10699,-783389739596000.0,-783389733771000.0,-783389745421000.0,-783389744839000.0,-783389734353000.0,2.0,67866178039500.0,1.69457067906e-13,0.00781235080557,0.25,9,0.249995225778,0.125
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389790600000.0,603754.905,-783389790600000.0,-783389790173000.0,-783389791027000.0,-783389790984000.0,-783389790215000.0,2.0,364519985311.0,1.69457067906e-13,0.00781268234875,0.25,14,0.25000583516,0.125
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389848812000.0,2043685.76423,-783389848812000.0,-783389847367000.0,-783389850257000.0,-783389850112000.0,-783389847511000.0,2.0,4176651502910.0,1.69457067906e-13,0.00781264919443,0.25,19,0.250004774222,0.125
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783389904528000.0,1739333.21702,-783389904528000.0,-783389903299000.0,-783389905758000.0,-783389905635000.0,-783389903421000.0,2.0,3025280039840.0,1.69457067906e-13,0.00390630802006,0.25,24,0.125001856642,0.125
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215240479000.0,4742974.06591,-784215240479000.0,-784215237125000.0,-784215243833000.0,-784215243497000.0,-784215237461000.0,2.0,22495802989900.0,1.69457067906e-13,0.00391707481429,0.125354107649,30,0.124992308198,0.25
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215287292000.0,8924290.65227,-784215287292000.0,-784215280982000.0,-784215293602000.0,-784215292971000.0,-784215281613000.0,2.0,79642963646200.0,1.69457067906e-13,0.00783448211097,0.125354107649,35,0.249995225778,0.25
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215340771000.0,9821771.4386,-784215340771000.0,-784215333826000.0,-784215347716000.0,-784215347022000.0,-784215334521000.0,2.0,96467194192100.0,1.69457067906e-13,0.00783481459336,0.125354107649,40,0.25000583516,0.25
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215401793000.0,637377.03695,-784215401793000.0,-784215401342000.0,-784215402243000.0,-784215402198000.0,-784215401387000.0,2.0,406249487231.0,1.69457067906e-13,0.00783478134512,0.125354107649,45,0.250004774222,0.25
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784215445991000.0,8556330.66812,-784215445991000.0,-784215439940000.0,-784215452041000.0,-784215451436000.0,-784215440545000.0,2.0,73210794502200.0,1.69457067906e-13,0.00391737404844,0.125354107649,50,0.125001856642,0.25
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453700760000.0,1105423.3014,-1045453700760000.0,-1045453699970000.0,-1045453701540000.0,-1045453701460000.0,-1045453700050000.0,2.0,1221960675270.0,1.69457067906e-13,0.00195853740714,0.125354107649,5,0.124992308198,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,117823.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453753950000.0,4297655.18569,-1045453753950000.0,-1045453750910000.0,-1045453756990000.0,-1045453756680000.0,-1045453751210000.0,2.0,18469840095100.0,1.69457067906e-13,0.00391724105548,0.125354107649,10,0.249995225778,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453804440000.0,773968.41193,-1045453804440000.0,-1045453803890000.0,-1045453804980000.0,-1045453804930000.0,-1045453803940000.0,2.0,599027102666.0,1.69457067906e-13,0.00391740729668,0.125354107649,15,0.25000583516,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,353469.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453857150000.0,13149909.7766,-1045453857150000.0,-1045453847850000.0,-1045453866440000.0,-1045453865510000.0,-1045453848780000.0,2.0,172920127132000.0,1.69457067906e-13,0.00391739067256,0.125354107649,20,0.250004774222,0.125
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045453908040000.0,8414119.82716,-1045453908040000.0,-1045453902090000.0,-1045453913990000.0,-1045453913400000.0,-1045453902690000.0,2.0,70797412465800.0,1.69457067906e-13,0.00195868702422,0.125354107649,25,0.125001856642,0.125
