smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-300218133905000.0,3346556.21571,-300218133905000.0,-300218131539000.0,-300218136272000.0,-300218136035000.0,-300218131776000.0,2.0,11199438504900.0,1.22471465969e-13,124,0.125,0.00390631924843,0.25,0.12500221595
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303338282106000.0,510299.385963,-303338282106000.0,-303338281745000.0,-303338282467000.0,-303338282430000.0,-303338281781000.0,2.0,260405463315.0,1.22471465969e-13,81,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303338745702000.0,316871.519212,-303338745702000.0,-303338745477000.0,-303338745926000.0,-303338745903000.0,-303338745500000.0,2.0,100407559688.0,1.22471465969e-13,87,0.25,0.0156252769937,0.25,0.250004431899
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303339200040000.0,2402128.22369,-303339200040000.0,-303339198341000.0,-303339201738000.0,-303339201568000.0,-303339198511000.0,2.0,5770220003040.0,1.22471465969e-13,93,0.25,0.0156252769937,0.25,0.250004431899
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303339635940000.0,318594.384885,-303339635940000.0,-303339635714000.0,-303339636165000.0,-303339636142000.0,-303339635737000.0,2.0,101502382080.0,1.22471465969e-13,99,0.125,0.00781263849686,0.25,0.250004431899
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-306459782954000.0,1640283.59946,-306459782954000.0,-306459781794000.0,-306459784114000.0,-306459783998000.0,-306459781910000.0,2.0,2690530286670.0,1.22471465969e-13,56,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-306460250517000.0,1462072.75903,-306460250517000.0,-306460249483000.0,-306460251550000.0,-306460251447000.0,-306460249586000.0,2.0,2137656752700.0,1.22471465969e-13,62,0.25,0.0156253385479,0.25,0.250005416766
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-306460706625000.0,430322.427031,-306460706625000.0,-306460706320000.0,-306460706929000.0,-306460706899000.0,-306460706351000.0,2.0,185177391206.0,1.22471465969e-13,68,0.25,0.0156253385479,0.25,0.250005416766
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-306461135205000.0,1789162.81092,-306461135205000.0,-306461133940000.0,-306461136470000.0,-306461136344000.0,-306461134066000.0,2.0,3201103563990.0,1.22471465969e-13,74,0.125,0.00781266927394,0.25,0.250005416766
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-309581309317000.0,779788.740429,-309581309317000.0,-309581308766000.0,-309581309868000.0,-309581309813000.0,-309581308821000.0,2.0,608070479699.0,1.22471465969e-13,31,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-309581776319000.0,653691.802353,-309581776319000.0,-309581775856000.0,-309581776781000.0,-309581776735000.0,-309581775903000.0,2.0,427312972464.0,1.22471465969e-13,37,0.25,0.0156247230063,0.25,0.249995568101
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-309582228229000.0,3849149.19842,-309582228229000.0,-309582225507000.0,-309582230950000.0,-309582230678000.0,-309582225779000.0,2.0,14815949551700.0,1.22471465969e-13,43,0.25,0.0156247230063,0.25,0.249995568101
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-309582662120000.0,3185663.39262,-309582662120000.0,-309582659867000.0,-309582664373000.0,-309582664147000.0,-309582660093000.0,2.0,10148451251100.0,1.22471465969e-13,49,0.125,0.00781236150314,0.25,0.249995568101
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-312702563758000.0,23879.9240784,-312702563758000.0,-312702563741000.0,-312702563775000.0,-312702563773000.0,-312702563743000.0,2.0,570250773.988,1.22471465969e-13,6,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-312703032712000.0,140022.522247,-312703032712000.0,-312703032613000.0,-312703032811000.0,-312703032801000.0,-312703032623000.0,2.0,19606306736.5,1.22471465969e-13,12,0.25,0.00781202295527,0.25,0.124992367284
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-312703485956000.0,1018198.23279,-312703485956000.0,-312703485236000.0,-312703486676000.0,-312703486604000.0,-312703485308000.0,2.0,1036727641260.0,1.22471465969e-13,18,0.25,0.00781202295527,0.25,0.124992367284
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-312703913895000.0,1980222.44448,-312703913895000.0,-312703912494000.0,-312703915295000.0,-312703915155000.0,-312703912634000.0,2.0,3921280929620.0,1.22471465969e-13,24,0.125,0.00390601147763,0.25,0.124992367284
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-612927602706000.0,762278.345847,-612927602706000.0,-612927602167000.0,-612927603245000.0,-612927603191000.0,-612927602221000.0,2.0,581068276547.0,1.22471465969e-13,111,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-612928067911000.0,2828300.11069,-612928067911000.0,-612928065912000.0,-612928069911000.0,-612928069711000.0,-612928066112000.0,2.0,7999281516130.0,1.22471465969e-13,117,0.25,0.00781263849686,0.25,0.12500221595
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-612928514899000.0,154564.084814,-612928514899000.0,-612928514790000.0,-612928515008000.0,-612928514998000.0,-612928514801000.0,2.0,23890056314.5,1.22471465969e-13,123,0.125,0.00390631924843,0.25,0.12500221595
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-616049104578000.0,1295554.41536,-616049104578000.0,-616049103662000.0,-616049105494000.0,-616049105402000.0,-616049103753000.0,2.0,1678461243170.0,1.22471465969e-13,86,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-616049567492000.0,3583156.66376,-616049567492000.0,-616049564959000.0,-616049570026000.0,-616049569773000.0,-616049565212000.0,2.0,12839011677100.0,1.22471465969e-13,92,0.25,0.0156252769937,0.25,0.250004431899
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-616050013078000.0,339713.012788,-616050013078000.0,-616050012838000.0,-616050013318000.0,-616050013294000.0,-616050012862000.0,2.0,115404931058.0,1.22471465969e-13,98,0.125,0.00781263849686,0.25,0.250004431899
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-619170605094000.0,3011272.91755,-619170605094000.0,-619170602965000.0,-619170607223000.0,-619170607011000.0,-619170603178000.0,2.0,9067764583940.0,1.22471465969e-13,61,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-619171069033000.0,1059146.78649,-619171069033000.0,-619171068284000.0,-619171069782000.0,-619171069707000.0,-619171068359000.0,2.0,1121791915340.0,1.22471465969e-13,67,0.25,0.0156253385479,0.25,0.250005416766
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-619171517165000.0,1196301.72558,-619171517165000.0,-619171516319000.0,-619171518011000.0,-619171517927000.0,-619171516404000.0,2.0,1431137818620.0,1.22471465969e-13,73,0.125,0.00781266927394,0.25,0.250005416766
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-622292131475000.0,2520516.23944,-622292131475000.0,-622292129693000.0,-622292133258000.0,-622292133079000.0,-622292129871000.0,2.0,6353002113290.0,1.22471465969e-13,36,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-622292592346000.0,5113989.72363,-622292592346000.0,-622292588730000.0,-622292595963000.0,-622292595601000.0,-622292589092000.0,2.0,26152890893400.0,1.22471465969e-13,42,0.25,0.0156247230063,0.25,0.249995568101
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-622293042151000.0,2173524.79978,-622293042151000.0,-622293040614000.0,-622293043688000.0,-622293043534000.0,-622293040768000.0,2.0,4724210055250.0,1.22471465969e-13,48,0.125,0.00781236150314,0.25,0.249995568101
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-625413386667000.0,2710521.75357,-625413386667000.0,-625413384751000.0,-625413388584000.0,-625413388392000.0,-625413384943000.0,2.0,7346928176550.0,1.22471465969e-13,11,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-625413847060000.0,538260.200053,-625413847060000.0,-625413846679000.0,-625413847441000.0,-625413847403000.0,-625413846718000.0,2.0,289724042961.0,1.22471465969e-13,17,0.25,0.00781202295527,0.25,0.124992367284
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-625414297600000.0,2031598.39252,-625414297600000.0,-625414296163000.0,-625414299036000.0,-625414298893000.0,-625414296307000.0,2.0,4127392028500.0,1.22471465969e-13,23,0.125,0.00390601147763,0.25,0.124992367284
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-925638421587000.0,3312996.35335,-925638421587000.0,-925638419245000.0,-925638423930000.0,-925638423696000.0,-925638419479000.0,2.0,10975944837300.0,1.22471465969e-13,116,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-925638877547000.0,2470484.01526,-925638877547000.0,-925638875800000.0,-925638879294000.0,-925638879119000.0,-925638875974000.0,2.0,6103291269630.0,1.22471465969e-13,122,0.125,0.00390631924843,0.25,0.12500221595
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-928759923607000.0,1386516.89686,-928759923607000.0,-928759922627000.0,-928759924587000.0,-928759924489000.0,-928759922725000.0,2.0,1922429105280.0,1.22471465969e-13,91,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-928760380057000.0,4271779.85047,-928760380057000.0,-928760377036000.0,-928760383077000.0,-928760382775000.0,-928760377338000.0,2.0,18248103090800.0,1.22471465969e-13,97,0.125,0.00781263849686,0.25,0.250004431899
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-931881420926000.0,360797.611178,-931881420926000.0,-931881420671000.0,-931881421181000.0,-931881421156000.0,-931881420696000.0,2.0,130174916232.0,1.22471465969e-13,66,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-931881880830000.0,903030.248739,-931881880830000.0,-931881880191000.0,-931881881468000.0,-931881881404000.0,-931881880255000.0,2.0,815463630138.0,1.22471465969e-13,72,0.125,0.00781266927394,0.25,0.250005416766
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-935002946755000.0,653119.001666,-935002946755000.0,-935002946293000.0,-935002947217000.0,-935002947171000.0,-935002946339000.0,2.0,426564430338.0,1.22471465969e-13,41,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-935003409144000.0,6405499.84176,-935003409144000.0,-935003404615000.0,-935003413674000.0,-935003413221000.0,-935003405068000.0,2.0,41030428222800.0,1.22471465969e-13,47,0.125,0.00781236150314,0.25,0.249995568101
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-938124203074000.0,237605.821313,-938124203074000.0,-938124202906000.0,-938124203242000.0,-938124203225000.0,-938124202923000.0,2.0,56456526322.0,1.22471465969e-13,16,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-938124659422000.0,3301538.74862,-938124659422000.0,-938124657088000.0,-938124661757000.0,-938124661523000.0,-938124657321000.0,2.0,10900158108600.0,1.22471465969e-13,22,0.125,0.00390601147763,0.25,0.124992367284
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1238349233800000.0,6111712.70731,-1238349233800000.0,-1238349229480000.0,-1238349238120000.0,-1238349237690000.0,-1238349229910000.0,2.0,37353032216600.0,1.22471465969e-13,121,0.125,0.00195315962421,0.125,0.12500221595
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1241470738020000.0,1697700.80268,-1241470738020000.0,-1241470736820000.0,-1241470739220000.0,-1241470739100000.0,-1241470736940000.0,2.0,2882188015420.0,1.22471465969e-13,96,0.125,0.00390631924843,0.125,0.250004431899
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1244592236990000.0,386237.103457,-1244592236990000.0,-1244592236720000.0,-1244592237270000.0,-1244592237240000.0,-1244592236750000.0,2.0,149179100087.0,1.22471465969e-13,71,0.125,0.00390633463697,0.125,0.250005416766
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1247713760590000.0,1194453.96717,-1247713760590000.0,-1247713759740000.0,-1247713761430000.0,-1247713761350000.0,-1247713759830000.0,2.0,1426720279680.0,1.22471465969e-13,46,0.125,0.00390618075157,0.125,0.249995568101
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1250835015660000.0,2545707.44885,-1250835015660000.0,-1250835013860000.0,-1250835017460000.0,-1250835017280000.0,-1250835014040000.0,2.0,6480626415140.0,1.22471465969e-13,21,0.125,0.00195300573882,0.125,0.124992367284
