smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-472071069.564,4789795.96824,-472071069.564,-468684172.355,-475457966.774,-475119277.053,-469022862.076,2.0,22942145417400.0,1.22471465969e-13,64,0.25,0.0156253385479,0.25,0.250005416766
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-526859946.806,2928709.47258,-526859946.806,-524789036.477,-528930857.134,-528723766.101,-524996127.51,2.0,8577339174760.0,1.22471465969e-13,89,0.25,0.0156252769937,0.25,0.250004431899
1200.0,-547.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-579215427.02,3108366.31078,-579215427.02,-577017480.123,-581413373.917,-581193579.227,-577237274.813,2.0,9661941122010.0,1.22471465969e-13,114,0.25,0.00781263849686,0.25,0.12500221595
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-596816906.997,377280.310771,-596816906.997,-596550129.531,-597083684.463,-597057006.716,-596576807.277,2.0,142340432896.0,1.22471465969e-13,25,0.125,0.00195300573882,0.125,0.124992367284
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-616809981.367,2470569.51306,-616809981.367,-615063024.911,-618556937.823,-618382242.178,-615237720.557,2.0,6103713718840.0,1.22471465969e-13,34,0.25,0.0156247230063,0.25,0.249995568101
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-651786444.412,3787463.51227,-651786444.412,-649108303.279,-654464585.545,-654196771.432,-649376117.392,2.0,14344879856800.0,1.22471465969e-13,50,0.125,0.00390618075157,0.125,0.249995568101
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-660442908.503,543644.882474,-660442908.503,-660058493.52,-660827323.486,-660788881.988,-660096935.018,2.0,295549758241.0,1.22471465969e-13,9,0.25,0.00781202295527,0.25,0.124992367284
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-671446493.548,310683.535895,-671446493.548,-671226807.113,-671666179.983,-671644211.34,-671248775.757,2.0,96524259476.4,1.22471465969e-13,59,0.25,0.0156253385479,0.25,0.250005416766
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-703780461.886,32650.1108878,-703780461.886,-703757374.771,-703803549.001,-703801240.289,-703759683.483,2.0,1066029740.98,1.22471465969e-13,75,0.125,0.00390633463697,0.125,0.250005416766
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-727871463.096,633614.013824,-727871463.096,-727423430.33,-728319495.862,-728274692.585,-727468233.606,2.0,401466718515.0,1.22471465969e-13,84,0.25,0.0156252769937,0.25,0.250004431899
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-760728971.409,5242316.61314,-760728971.409,-757022093.782,-764435849.035,-764065161.272,-757392781.545,2.0,27481883472400.0,1.22471465969e-13,100,0.125,0.00390631924843,0.125,0.250004431899
1200.0,-747.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-780384959.02,952021.75674,-780384959.02,-779711777.98,-781058140.061,-780990821.956,-779779096.084,2.0,906345425306.0,1.22471465969e-13,109,0.25,0.00781263849686,0.25,0.12500221595
1200.0,-147.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-812929818.194,1548377.72797,-812929818.194,-811834949.802,-814024686.585,-813915199.746,-811944436.642,2.0,2397473588490.0,1.22471465969e-13,125,0.125,0.00195315962421,0.125,0.12500221595
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-820206586.729,3125624.93764,-820206586.729,-817996436.14,-822416737.318,-822195722.259,-818217451.199,2.0,9769531250820.0,1.22471465969e-13,29,0.125,0.00781236150314,0.25,0.249995568101
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-839204111.112,1686846.03258,-839204111.112,-838011330.843,-840396891.38,-840277613.353,-838130608.87,2.0,2845449537640.0,1.22471465969e-13,20,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-847927671.605,6042418.02394,-847927671.605,-843655036.845,-852200306.364,-851773042.888,-844082300.321,2.0,36510815576000.0,1.22471465969e-13,45,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-882469611.494,1956178.55003,-882469611.494,-881086384.376,-883852838.612,-883714515.9,-881224707.087,2.0,3826634519600.0,1.22471465969e-13,54,0.125,0.00781266927394,0.25,0.250005416766
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-887649348.935,3933716.44591,-887649348.935,-884867791.361,-890430906.51,-890152750.752,-885145947.119,2.0,15474125076900.0,1.22471465969e-13,4,0.125,0.00390601147763,0.25,0.124992367284
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-905176307.324,981893.475491,-905176307.324,-904482003.789,-905870610.859,-905801180.506,-904551434.143,2.0,964114797211.0,1.22471465969e-13,70,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-936030002.308,692853.311498,-936030002.308,-935540081.034,-936519923.583,-936470931.456,-935589073.161,2.0,480045711254.0,1.22471465969e-13,79,0.125,0.00781263849686,0.25,0.250004431899
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-959296286.204,3626090.22438,-959296286.204,-956732253.217,-961860319.19,-961603915.892,-956988656.515,2.0,13148530315400.0,1.22471465969e-13,95,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-947.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-987779491.173,3082080.90091,-987779491.173,-985600130.868,-989958851.479,-989740915.448,-985818066.899,2.0,9499222679770.0,1.22471465969e-13,104,0.125,0.00390631924843,0.25,0.12500221595
1200.0,-347.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1014036765.36,5950617.03517,-1014036765.36,-1009829043.7,-1018244487.02,-1017823714.85,-1010249815.87,2.0,35409843099300.0,1.22471465969e-13,120,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1068949049.08,3066584.62616,-1068949049.08,-1066780646.3,-1071117451.87,-1070900611.59,-1066997486.58,2.0,9403941269390.0,1.22471465969e-13,40,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1072713346.34,2976536.85207,-1072713346.34,-1070608616.95,-1074818075.73,-1074607602.79,-1070819089.89,2.0,8859771631760.0,1.22471465969e-13,15,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1123770698.24,2782509.47437,-1123770698.24,-1121803166.92,-1125738229.56,-1125541476.42,-1121999920.05,2.0,7742358974940.0,1.22471465969e-13,65,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1174479467.63,1483812.97659,-1174479467.63,-1173430253.41,-1175528681.85,-1175423760.43,-1173535174.83,2.0,2201700949480.0,1.22471465969e-13,90,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-547.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1230530574.19,2067912.0061,-1230530574.19,-1229068339.59,-1231992808.79,-1231846585.33,-1229214563.05,2.0,4276260064960.0,1.22471465969e-13,115,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1290041034.3,1814946.45871,-1290041034.3,-1288757673.35,-1291324395.25,-1291196059.16,-1288886009.45,2.0,3294030647980.0,1.22471465969e-13,35,0.25,0.00781236150314,0.125,0.249995568101
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1300755397.22,2338894.87242,-1300755397.22,-1299101548.79,-1302409245.64,-1302243860.8,-1299266933.63,2.0,5470429224220.0,1.22471465969e-13,10,0.25,0.00390601147763,0.125,0.124992367284
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1343283854.39,3259555.42556,-1343283854.39,-1340979000.65,-1345588708.14,-1345358222.76,-1341209486.02,2.0,10624701572300.0,1.22471465969e-13,60,0.25,0.00781266927394,0.125,0.250005416766
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1400440290.48,1992262.05965,-1400440290.48,-1399031548.47,-1401849032.5,-1401708158.3,-1399172422.67,2.0,3969108114320.0,1.22471465969e-13,85,0.25,0.00781263849686,0.125,0.250004431899
1200.0,-747.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1452296188.45,6582323.88654,-1452296188.45,-1447641782.59,-1456950594.31,-1456485153.72,-1448107223.18,2.0,43326987747300.0,1.22471465969e-13,110,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,126923.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1511133626.43,14772.4008164,-1511133626.43,-1511123180.76,-1511144072.09,-1511143027.52,-1511124225.33,2.0,218223825.881,1.22471465969e-13,30,0.125,0.00390618075157,0.125,0.249995568101
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1528580972.2,4019248.96176,-1528580972.2,-1525738934.0,-1531423010.39,-1531138806.57,-1526023137.82,2.0,16154362216600.0,1.22471465969e-13,5,0.125,0.00195300573882,0.125,0.124992367284
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,253847.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1564780309.92,854968.055537,-1564780309.92,-1564175756.21,-1565384863.63,-1565324408.26,-1564236211.58,2.0,730970375989.0,1.22471465969e-13,55,0.125,0.00390633463697,0.125,0.250005416766
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,380770.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1616603841.3,832677.850115,-1616603841.3,-1616015049.14,-1617192633.45,-1617133754.24,-1616073928.36,2.0,693352402072.0,1.22471465969e-13,80,0.125,0.00390631924843,0.125,0.250004431899
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1673576305.34,1686223.81721,-1673576305.34,-1672383965.04,-1674768645.64,-1674649411.61,-1672503199.07,2.0,2843350761740.0,1.22471465969e-13,105,0.125,0.00195315962421,0.125,0.12500221595
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-300216782087000.0,910876.968496,-300216782087000.0,-300216781443000.0,-300216782731000.0,-300216782666000.0,-300216781507000.0,2.0,829696851736.0,1.22471465969e-13,106,0.25,0.00390631924843,0.125,0.12500221595
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-300217249244000.0,1208362.404,-300217249244000.0,-300217248389000.0,-300217250098000.0,-300217250013000.0,-300217248475000.0,2.0,1460139699400.0,1.22471465969e-13,112,0.25,0.00781263849686,0.25,0.12500221595
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,507693.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-300217703949000.0,2513407.07625,-300217703949000.0,-300217702172000.0,-300217705727000.0,-300217705549000.0,-300217702350000.0,2.0,6317215130950.0,1.22471465969e-13,118,0.25,0.00781263849686,0.25,0.12500221595
