npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171737549368.0,3398508.40791,-171737549368.0,-171735146260.0,-171739952476.0,-171739712166.0,-171735386571.0,2.0,11549859398700.0,0.25,42,0.25,0.250005207258,1.17734560967e-13,0.0156253254536
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171747466190.0,22564593.1097,-171747466190.0,-171731510614.0,-171763421767.0,-171761826210.0,-171733106171.0,2.0,509160862206000.0,0.125,16,0.125,0.250005207258,1.17734560967e-13,0.00390633136341
1280.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171784015370.0,928280.869922,-171784015370.0,-171783358976.0,-171784671763.0,-171784606124.0,-171783424615.0,2.0,861705373463.0,0.25,47,0.25,0.125002603629,1.17734560967e-13,0.00781266272682
1280.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-171814545073.0,5361350.87366,-171814545073.0,-171810754026.0,-171818336121.0,-171817957016.0,-171811133130.0,2.0,28744083190400.0,0.125,21,0.125,0.125002603629,1.17734560967e-13,0.00195316568171
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296288967004000.0,27166753.9894,-296288967004000.0,-296288947795000.0,-296288986214000.0,-296288984293000.0,-296288949716000.0,2.0,738032522322000.0,0.125,80,0.25,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289047901000.0,8733892.11936,-296289047901000.0,-296289041726000.0,-296289054077000.0,-296289053460000.0,-296289042343000.0,2.0,76280871552600.0,0.25,2,0.125,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289048364000.0,25933135.2338,-296289048364000.0,-296289030027000.0,-296289066702000.0,-296289064868000.0,-296289031861000.0,2.0,672527503055000.0,0.25,28,0.25,0.124993135887,1.17734560967e-13,0.00781207099292
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289053723000.0,62436109.2177,-296289053723000.0,-296289009574000.0,-296289097872000.0,-296289093457000.0,-296289013988000.0,2.0,3898267734250000.0,0.125,85,0.25,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289070722000.0,872249.890554,-296289070722000.0,-296289070105000.0,-296289071339000.0,-296289071277000.0,-296289070167000.0,2.0,760819871572.0,0.125,95,0.25,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289093882000.0,67814626.3066,-296289093882000.0,-296289045930000.0,-296289141834000.0,-296289137039000.0,-296289050725000.0,2.0,4598823541100000.0,0.25,54,0.25,0.124993135887,1.17734560967e-13,0.00781207099292
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289106363000.0,15782128.8233,-296289106363000.0,-296289095203000.0,-296289117523000.0,-296289116407000.0,-296289096319000.0,2.0,249075590195000.0,0.25,59,0.25,0.249994792742,1.17734560967e-13,0.0156246745464
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289114356000.0,12688300.0842,-296289114356000.0,-296289105384000.0,-296289123328000.0,-296289122431000.0,-296289106282000.0,2.0,160992959026000.0,0.25,7,0.125,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289117848000.0,60354367.762,-296289117848000.0,-296289075171000.0,-296289160525000.0,-296289156257000.0,-296289079439000.0,2.0,3642649707950000.0,0.125,90,0.25,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289124304000.0,281792.61471,-296289124304000.0,-296289124105000.0,-296289124504000.0,-296289124484000.0,-296289124125000.0,2.0,79407077705.3,0.25,33,0.25,0.249994792742,1.17734560967e-13,0.0156246745464
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289141034000.0,53565233.0581,-296289141034000.0,-296289103157000.0,-296289178910000.0,-296289175122000.0,-296289106945000.0,2.0,2869234192570000.0,0.25,38,0.25,0.250004260484,1.17734560967e-13,0.0156252662803
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289150204000.0,44435106.6271,-296289150204000.0,-296289118783000.0,-296289181624000.0,-296289178482000.0,-296289121926000.0,2.0,1974478700960000.0,0.25,64,0.25,0.250004260484,1.17734560967e-13,0.0156252662803
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289186060000.0,45796052.333,-296289186060000.0,-296289153677000.0,-296289218442000.0,-296289215204000.0,-296289156915000.0,2.0,2097278409290000.0,0.25,69,0.25,0.250005207258,1.17734560967e-13,0.0156253254536
1280.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289197481000.0,64306919.6157,-296289197481000.0,-296289152009000.0,-296289242952000.0,-296289238405000.0,-296289156556000.0,2.0,4135379910460000.0,0.25,74,0.25,0.125002603629,1.17734560967e-13,0.00781266272682
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289205115000.0,1219366.6207,-296289205115000.0,-296289204253000.0,-296289205978000.0,-296289205891000.0,-296289204339000.0,2.0,1486854955680.0,0.25,43,0.25,0.250005207258,1.17734560967e-13,0.0156253254536
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289217413000.0,40700738.1392,-296289217413000.0,-296289188634000.0,-296289246193000.0,-296289243315000.0,-296289191512000.0,2.0,1656550085070000.0,0.25,12,0.125,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289240442000.0,57994437.5497,-296289240442000.0,-296289199434000.0,-296289281450000.0,-296289277349000.0,-296289203534000.0,2.0,3363354786710000.0,0.125,100,0.25,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289254043000.0,20128350.5776,-296289254043000.0,-296289239810000.0,-296289268276000.0,-296289266853000.0,-296289241234000.0,2.0,405150496974000.0,0.25,17,0.125,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289292068000.0,73863466.6586,-296289292068000.0,-296289239839000.0,-296289344297000.0,-296289339074000.0,-296289245062000.0,2.0,5455811706830000.0,0.25,48,0.25,0.125002603629,1.17734560967e-13,0.00781266272682
1280.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-296289309706000.0,12496823.4786,-296289309706000.0,-296289300870000.0,-296289318543000.0,-296289317659000.0,-296289301753000.0,2.0,156170597055000.0,0.25,22,0.125,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406527427000.0,130032081.358,-592406527427000.0,-592406435480000.0,-592406619373000.0,-592406610178000.0,-592406444675000.0,2.0,1.69083421823e+16,0.25,29,0.25,0.124993135887,1.17734560967e-13,0.00781207099292
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406546063000.0,127582797.641,-592406546063000.0,-592406455848000.0,-592406636277000.0,-592406627256000.0,-592406464869000.0,2.0,1.6277370254e+16,0.125,55,0.25,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406556146000.0,50581657.0271,-592406556146000.0,-592406520380000.0,-592406591913000.0,-592406588336000.0,-592406523956000.0,2.0,2558504027610000.0,0.25,3,0.125,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406596846000.0,39316364.041,-592406596846000.0,-592406569045000.0,-592406624647000.0,-592406621867000.0,-592406571825000.0,2.0,1545776481410000.0,0.25,34,0.25,0.249994792742,1.17734560967e-13,0.0156246745464
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406649134000.0,18236343.9025,-592406649134000.0,-592406636239000.0,-592406662029000.0,-592406660740000.0,-592406637529000.0,2.0,332564238930000.0,0.125,60,0.25,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406656220000.0,30081182.4903,-592406656220000.0,-592406634949000.0,-592406677491000.0,-592406675363000.0,-592406637076000.0,2.0,904877540015000.0,0.25,39,0.25,0.250004260484,1.17734560967e-13,0.0156252662803
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406659391000.0,50720115.4291,-592406659391000.0,-592406623526000.0,-592406695255000.0,-592406691669000.0,-592406627113000.0,2.0,2572530109140000.0,0.25,8,0.125,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406668669000.0,116102760.745,-592406668669000.0,-592406586572000.0,-592406750766000.0,-592406742556000.0,-592406594781000.0,2.0,1.34798510527e+16,0.125,65,0.25,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406701763000.0,115887899.367,-592406701763000.0,-592406619818000.0,-592406783709000.0,-592406775514000.0,-592406628013000.0,2.0,1.34300052197e+16,0.125,70,0.25,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406717968000.0,12391670.513,-592406717968000.0,-592406709206000.0,-592406726730000.0,-592406725854000.0,-592406710082000.0,2.0,153553498104000.0,0.25,44,0.25,0.250005207258,1.17734560967e-13,0.0156253254536
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406720218000.0,10851889.9007,-592406720218000.0,-592406712544000.0,-592406727891000.0,-592406727124000.0,-592406713312000.0,2.0,117763514418000.0,0.25,13,0.125,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406748905000.0,50397410.8093,-592406748905000.0,-592406713268000.0,-592406784541000.0,-592406780977000.0,-592406716832000.0,2.0,2539899016280000.0,0.25,18,0.125,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406753941000.0,121868139.887,-592406753941000.0,-592406667767000.0,-592406840115000.0,-592406831498000.0,-592406676385000.0,2.0,1.48518435196e+16,0.125,75,0.25,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406794289000.0,9041202.98036,-592406794289000.0,-592406787896000.0,-592406800682000.0,-592406800043000.0,-592406788535000.0,2.0,81743351332200.0,0.25,23,0.125,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-592406806226000.0,25977819.1233,-592406806226000.0,-592406787857000.0,-592406824595000.0,-592406822758000.0,-592406789694000.0,2.0,674847086401000.0,0.25,49,0.25,0.125002603629,1.17734560967e-13,0.00781266272682
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524017506000.0,2555370.68173,-888524017506000.0,-888524015699000.0,-888524019313000.0,-888524019133000.0,-888524015880000.0,2.0,6529919321070.0,0.125,30,0.25,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524024373000.0,11946750.441,-888524024373000.0,-888524015925000.0,-888524032821000.0,-888524031976000.0,-888524016770000.0,2.0,142724846100000.0,0.125,35,0.25,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524058507000.0,6469664.9208,-888524058507000.0,-888524053932000.0,-888524063081000.0,-888524062624000.0,-888524054389000.0,2.0,41856564187400.0,0.25,4,0.125,0.124993135887,1.17734560967e-13,0.00390603549646
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524110119000.0,8487507.69994,-888524110119000.0,-888524104117000.0,-888524116120000.0,-888524115520000.0,-888524104717000.0,2.0,72037786956500.0,0.125,40,0.25,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524165802000.0,65025548.9671,-888524165802000.0,-888524119822000.0,-888524211782000.0,-888524207184000.0,-888524124420000.0,2.0,4228322018470000.0,0.25,9,0.125,0.249994792742,1.17734560967e-13,0.00781233727318
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524169933000.0,48191586.8744,-888524169933000.0,-888524135857000.0,-888524204010000.0,-888524200602000.0,-888524139264000.0,2.0,2322429045470000.0,0.125,50,0.25,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524200531000.0,36337608.7546,-888524200531000.0,-888524174837000.0,-888524226226000.0,-888524223656000.0,-888524177406000.0,2.0,1320421810000000.0,0.125,45,0.25,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524200800000.0,15719649.31,-888524200800000.0,-888524189685000.0,-888524211916000.0,-888524210804000.0,-888524190796000.0,2.0,247107374430000.0,0.25,19,0.125,0.250005207258,1.17734560967e-13,0.00781266272682
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524208444000.0,61486431.7975,-888524208444000.0,-888524164966000.0,-888524251921000.0,-888524247574000.0,-888524169314000.0,2.0,3780581295190000.0,0.25,14,0.125,0.250004260484,1.17734560967e-13,0.00781263314013
1280.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-888524327006000.0,25930943.3354,-888524327006000.0,-888524308670000.0,-888524345342000.0,-888524343508000.0,-888524310503000.0,2.0,672413822262000.0,0.25,24,0.125,0.125002603629,1.17734560967e-13,0.00390633136341
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641616910000.0,63895629.8074,-1184641616910000.0,-1184641571730000.0,-1184641662090000.0,-1184641657570000.0,-1184641576250000.0,2.0,4082651508480000.0,0.125,5,0.125,0.124993135887,1.17734560967e-13,0.00195301774823
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641653180000.0,65187237.5947,-1184641653180000.0,-1184641607080000.0,-1184641699270000.0,-1184641694660000.0,-1184641611690000.0,2.0,4249375945220000.0,0.125,20,0.125,0.250005207258,1.17734560967e-13,0.00390633136341
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641658040000.0,83720558.4787,-1184641658040000.0,-1184641598840000.0,-1184641717240000.0,-1184641711320000.0,-1184641604760000.0,2.0,7009131911980000.0,0.125,10,0.125,0.249994792742,1.17734560967e-13,0.00390616863659
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641752070000.0,22122659.7824,-1184641752070000.0,-1184641736430000.0,-1184641767720000.0,-1184641766150000.0,-1184641738000000.0,2.0,489412075847000.0,0.125,15,0.125,0.250004260484,1.17734560967e-13,0.00390631657006
1280.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1184641877980000.0,45519097.301,-1184641877980000.0,-1184641845790000.0,-1184641910160000.0,-1184641906950000.0,-1184641849010000.0,2.0,2071988219090000.0,0.125,25,0.125,0.125002603629,1.17734560967e-13,0.00195316568171
