npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-208575671547000.0,2478941.54269,-208575671547000.0,-208575669794000.0,-208575673299000.0,-208575673124000.0,-208575669969000.0,2.0,6145151172070.0,0.00781257627714,0.25,118,0.125001220434,0.25,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209840787711000.0,2251097.2642,-209840787711000.0,-209840786119000.0,-209840789303000.0,-209840789144000.0,-209840786279000.0,2.0,5067438892880.0,0.00390611863381,0.125,6,0.124995796282,0.25,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-209948633219000.0,7052076.40423,-209948633219000.0,-209948628232000.0,-209948638205000.0,-209948637707000.0,-209948628731000.0,2.0,49731781611100.0,0.0156251864552,0.25,62,0.250002983284,0.25,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-213942583296000.0,10145985.6209,-213942583296000.0,-213942576121000.0,-213942590470000.0,-213942589752000.0,-213942576839000.0,2.0,102941024220000.0,0.0156251525543,0.25,93,0.250002440869,0.25,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215315567714000.0,4585557.00411,-215315567714000.0,-215315564471000.0,-215315570956000.0,-215315570632000.0,-215315564796000.0,2.0,21027333038000.0,0.0156248474457,0.25,37,0.249997559131,0.25,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-219309486852000.0,319784.799151,-219309486852000.0,-219309486626000.0,-219309487079000.0,-219309487056000.0,-219309486649000.0,2.0,102262317768.0,0.0156251864552,0.25,68,0.250002983284,0.25,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-219417102743000.0,8527658.46041,-219417102743000.0,-219417096713000.0,-219417108773000.0,-219417108170000.0,-219417097316000.0,2.0,72720958817400.0,0.00391735411064,0.25,124,0.125001220434,0.125354107649,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220682247907000.0,8377716.77682,-220682247907000.0,-220682241983000.0,-220682253831000.0,-220682253239000.0,-220682242576000.0,2.0,70186138392600.0,0.00781223726762,0.25,12,0.124995796282,0.25,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-224676426727000.0,5387671.02807,-224676426727000.0,-224676422917000.0,-224676430537000.0,-224676430156000.0,-224676423298000.0,2.0,29026999106700.0,0.0156248474457,0.25,43,0.249997559131,0.25,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-224784007499000.0,301675.440931,-224784007499000.0,-224784007286000.0,-224784007712000.0,-224784007691000.0,-224784007307000.0,2.0,91008071661.1,0.00783470822127,0.25,99,0.250002440869,0.125354107649,9.0090706851e-14
894.0,-365.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-230043111971000.0,1722665.27388,-230043111971000.0,-230043110753000.0,-230043113190000.0,-230043113068000.0,-230043110875000.0,2.0,2967575645830.0,0.00781223726762,0.25,18,0.124995796282,0.25,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-230150928187000.0,9524877.29905,-230150928187000.0,-230150921452000.0,-230150934923000.0,-230150934249000.0,-230150922126000.0,2.0,90723287561900.0,0.00783472521977,0.25,74,0.250002983284,0.125354107649,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-235517854010000.0,389096.820056,-235517854010000.0,-235517853735000.0,-235517854285000.0,-235517854258000.0,-235517853763000.0,2.0,151396335378.0,0.00783455523482,0.25,49,0.249997559131,0.125354107649,9.0090706851e-14
894.0,-188.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-240884534111000.0,5294304.42771,-240884534111000.0,-240884530368000.0,-240884537855000.0,-240884537480000.0,-240884530742000.0,2.0,28029659373300.0,0.00391718412569,0.25,24,0.124995796282,0.125354107649,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-450437342711000.0,4636543.57938,-450437342711000.0,-450437339433000.0,-450437345990000.0,-450437345662000.0,-450437339760000.0,2.0,21497536363500.0,0.00390628813857,0.125,111,0.125001220434,0.25,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-455804253759000.0,419977.189657,-455804253759000.0,-455804253462000.0,-455804254056000.0,-455804254026000.0,-455804253491000.0,2.0,176380839832.0,0.00781257627714,0.125,86,0.250002440869,0.25,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-459798217163000.0,8514449.79413,-459798217163000.0,-459798211142000.0,-459798223183000.0,-459798222581000.0,-459798211744000.0,2.0,72495855296700.0,0.00781257627714,0.25,117,0.125001220434,0.25,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-461171167911000.0,94623.4826623,-461171167911000.0,-461171167844000.0,-461171167977000.0,-461171167971000.0,-461171167850000.0,2.0,8953603471.14,0.00781259322762,0.125,61,0.250002983284,0.25,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-465165129433000.0,10941949.0533,-465165129433000.0,-465165121696000.0,-465165137170000.0,-465165136397000.0,-465165122470000.0,2.0,119726249085000.0,0.0156251525543,0.25,92,0.250002440869,0.25,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-466538108027000.0,929944.323821,-466538108027000.0,-466538107369000.0,-466538108684000.0,-466538108619000.0,-466538107435000.0,2.0,864796445408.0,0.00781242372286,0.125,36,0.249997559131,0.25,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-470532037604000.0,14538333.6962,-470532037604000.0,-470532027324000.0,-470532047885000.0,-470532046857000.0,-470532028352000.0,2.0,211363146663000.0,0.0156251864552,0.25,67,0.250002983284,0.25,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-470639648532000.0,3119310.83457,-470639648532000.0,-470639646327000.0,-470639650738000.0,-470639650517000.0,-470639646547000.0,2.0,9730100082640.0,0.00391735411064,0.25,123,0.125001220434,0.125354107649,9.0090706851e-14
894.0,-541.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-471904786063000.0,1300840.96663,-471904786063000.0,-471904785143000.0,-471904786983000.0,-471904786891000.0,-471904785235000.0,2.0,1692187220470.0,0.00390611863381,0.125,11,0.124995796282,0.25,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-475898965842000.0,1180380.55349,-475898965842000.0,-475898965007000.0,-475898966676000.0,-475898966593000.0,-475898965091000.0,2.0,1393298251050.0,0.0156248474457,0.25,42,0.249997559131,0.25,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-476006570797000.0,2772967.81182,-476006570797000.0,-476006568836000.0,-476006572758000.0,-476006572561000.0,-476006569032000.0,2.0,7689350485390.0,0.00783470822127,0.25,98,0.250002440869,0.125354107649,9.0090706851e-14
894.0,-365.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-481265651458000.0,7478460.04761,-481265651458000.0,-481265646170000.0,-481265656746000.0,-481265656217000.0,-481265646698000.0,2.0,55927364683700.0,0.00781223726762,0.25,17,0.124995796282,0.25,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-481373481232000.0,2513525.826,-481373481232000.0,-481373479455000.0,-481373483009000.0,-481373482831000.0,-481373479632000.0,2.0,6317812077950.0,0.00783472521977,0.25,73,0.250002983284,0.125354107649,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-486740410189000.0,10047297.2686,-486740410189000.0,-486740403084000.0,-486740417293000.0,-486740416583000.0,-486740403795000.0,2.0,100948182404000.0,0.00783455523482,0.25,48,0.249997559131,0.125354107649,9.0090706851e-14
894.0,-188.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-492107090630000.0,13823704.7573,-492107090630000.0,-492107080855000.0,-492107100404000.0,-492107099427000.0,-492107081832000.0,2.0,191094813217000.0,0.00391718412569,0.25,23,0.124995796282,0.125354107649,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-711020753842000.0,7436282.63072,-711020753842000.0,-711020748584000.0,-711020759100000.0,-711020758574000.0,-711020749110000.0,2.0,55298299363900.0,0.00390628813857,0.125,116,0.125001220434,0.25,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-716387663101000.0,7412053.08653,-716387663101000.0,-716387657860000.0,-716387668342000.0,-716387667818000.0,-716387658384000.0,2.0,54938530957500.0,0.00781257627714,0.125,91,0.250002440869,0.25,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-721754574026000.0,6099902.60985,-721754574026000.0,-721754569713000.0,-721754578339000.0,-721754577908000.0,-721754570144000.0,2.0,37208811849600.0,0.00781259322762,0.125,66,0.250002983284,0.25,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-721862193441000.0,15554704.279,-721862193441000.0,-721862182442000.0,-721862204440000.0,-721862203340000.0,-721862183542000.0,2.0,241948825206000.0,0.00391735411064,0.25,122,0.125001220434,0.125354107649,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-727121515534000.0,1652415.56309,-727121515534000.0,-727121514366000.0,-727121516703000.0,-727121516586000.0,-727121514483000.0,2.0,2730477193150.0,0.00781242372286,0.125,41,0.249997559131,0.25,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-727229111396000.0,6051783.63983,-727229111396000.0,-727229107117000.0,-727229115675000.0,-727229115247000.0,-727229107545000.0,2.0,36624085223400.0,0.00783470822127,0.25,97,0.250002440869,0.125354107649,9.0090706851e-14
894.0,-365.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732488189117000.0,1993455.55014,-732488189117000.0,-732488187707000.0,-732488190526000.0,-732488190385000.0,-732488187848000.0,2.0,3973865030400.0,0.00390611863381,0.125,16,0.124995796282,0.25,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732596026823000.0,7570006.95286,-732596026823000.0,-732596021470000.0,-732596032175000.0,-732596031640000.0,-732596022005000.0,2.0,57305005266400.0,0.00783472521977,0.25,72,0.250002983284,0.125354107649,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-737962966632000.0,2418944.15102,-737962966632000.0,-737962964922000.0,-737962968343000.0,-737962968172000.0,-737962965093000.0,2.0,5851290805770.0,0.00783455523482,0.25,47,0.249997559131,0.125354107649,9.0090706851e-14
894.0,-188.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743329643767000.0,4685683.47901,-743329643767000.0,-743329640453000.0,-743329647080000.0,-743329646749000.0,-743329640785000.0,2.0,21955629665400.0,0.00391718412569,0.25,22,0.124995796282,0.125354107649,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-973084734939000.0,10459685.3464,-973084734939000.0,-973084727543000.0,-973084742335000.0,-973084741596000.0,-973084728283000.0,2.0,109405017545000.0,0.00195867705532,0.125,121,0.125001220434,0.125354107649,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-978451646430000.0,9455653.556,-978451646430000.0,-978451639744000.0,-978451653116000.0,-978451652448000.0,-978451640413000.0,2.0,89409384171100.0,0.00391735411064,0.125,96,0.250002440869,0.125354107649,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-983818551431000.0,3756546.22919,-983818551431000.0,-983818548775000.0,-983818554087000.0,-983818553822000.0,-983818549040000.0,2.0,14111639572000.0,0.00391736260988,0.125,71,0.250002983284,0.125354107649,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-989185485687000.0,8221098.06067,-989185485687000.0,-989185479874000.0,-989185491500000.0,-989185490919000.0,-989185480455000.0,2.0,67586453323200.0,0.00391727761741,0.125,46,0.249997559131,0.125354107649,9.0090706851e-14
894.0,-188.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994552166810000.0,250218.573358,-994552166810000.0,-994552166633000.0,-994552166987000.0,-994552166969000.0,-994552166650000.0,2.0,62609334453.1,0.00195859206284,0.125,21,0.124995796282,0.125354107649,9.0090706851e-14
