npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability
894.0,-718.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1280961587.31,2831353.15793,1280961587.31,1282963656.33,1278959518.3,1279159725.2,1282763449.43,2.0,8016560704950.0,0.0156251525543,0.25,82,0.250002440869,0.25,9.0090706851e-14
894.0,-718.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1275076048.08,4413000.173,1275076048.08,1278196510.43,1271955585.73,1272267631.97,1277884464.19,2.0,19474570526900.0,0.0156248474457,0.25,33,0.249997559131,0.25,9.0090706851e-14
894.0,-894.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1273622558.1,885442.374423,1273622558.1,1274248660.41,1272996455.79,1273059066.02,1274186050.18,2.0,784008198423.0,0.00194761108325,0.125,101,0.125001220434,0.124645892351,9.0090706851e-14
894.0,-894.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1260874357.89,4291067.42314,1260874357.89,1263908600.76,1257840115.01,1258143539.3,1263605176.47,2.0,18413259629900.0,0.00779046123547,0.25,52,0.250002983284,0.124645892351,9.0090706851e-14
894.0,-541.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1220564796.99,1015168.96816,1220564796.99,1221282629.85,1219846964.13,1219918747.42,1221210846.57,2.0,1030568033920.0,0.00781223726762,0.25,14,0.124995796282,0.25,9.0090706851e-14
894.0,-365.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1205657924.87,7572526.36719,1205657924.87,1211012509.61,1200303340.12,1200838798.6,1210477051.14,2.0,57343155581700.0,0.0156251864552,0.25,69,0.250002983284,0.25,9.0090706851e-14
894.0,-541.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1175960301.56,2127601.64403,1175960301.56,1177464743.11,1174455860.0,1174606304.16,1177314298.95,2.0,4526688755670.0,0.0156251525543,0.25,88,0.250002440869,0.25,9.0090706851e-14
894.0,-541.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1169009447.21,7575373.97636,1169009447.21,1174366045.52,1163652848.91,1164188508.74,1173830385.69,2.0,57386290881700.0,0.0156248474457,0.25,39,0.249997559131,0.25,9.0090706851e-14
894.0,-365.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1161367665.44,256690.150643,1161367665.44,1161549172.79,1161186158.09,1161204308.83,1161531022.05,2.0,65889833437.0,0.00390611863381,0.125,20,0.124995796282,0.25,9.0090706851e-14
894.0,-718.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1160371093.66,2432046.2533,1160371093.66,1162090810.05,1158651377.26,1158823348.9,1161918838.41,2.0,5914848978190.0,0.00781257627714,0.25,107,0.125001220434,0.25,9.0090706851e-14
894.0,-718.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1149542065.08,4172073.25704,1149542065.08,1152492166.37,1146591963.79,1146886973.91,1152197156.24,2.0,17406195262100.0,0.0156251864552,0.25,58,0.250002983284,0.25,9.0090706851e-14
894.0,-188.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1146874874.18,3347647.91816,1146874874.18,1149242018.73,1144507729.64,1144744444.09,1149005304.27,2.0,11206746584000.0,0.00391736260988,0.125,75,0.250002983284,0.125354107649,9.0090706851e-14
894.0,-894.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1136528576.2,1490210.72268,1136528576.2,1137582314.31,1135474838.1,1135580211.91,1137476940.5,2.0,2220727997990.0,0.00779044433302,0.25,77,0.250002440869,0.124645892351,9.0090706851e-14
894.0,-894.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1102027193.38,6145154.57112,1102027193.38,1106372473.85,1097681912.91,1098116440.96,1105937945.81,2.0,37762924702900.0,0.00389505314193,0.25,3,0.124995796282,0.124645892351,9.0090706851e-14
894.0,-894.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1098093897.08,1118037.72523,1098093897.08,1098884469.14,1097303325.03,1097382382.23,1098805411.93,2.0,1250008355040.0,0.00779029221089,0.25,28,0.249997559131,0.124645892351,9.0090706851e-14
894.0,-365.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1096601367.76,3759600.15403,1096601367.76,1099259806.52,1093942929.0,1094208772.87,1098993962.65,2.0,14134593318200.0,0.0156251525543,0.25,94,0.250002440869,0.25,9.0090706851e-14
894.0,-365.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1096091226.46,6547361.10103,1096091226.46,1100720909.89,1091461543.03,1091924511.37,1100257941.55,2.0,42867937387300.0,0.00781242372286,0.125,45,0.249997559131,0.25,9.0090706851e-14
894.0,-541.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1057002986.01,7658983.47082,1057002986.01,1062418705.15,1051587266.86,1052128838.77,1061877133.24,2.0,58660027806200.0,0.00781257627714,0.25,113,0.125001220434,0.25,9.0090706851e-14
894.0,-541.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1049591339.14,5342735.39381,1049591339.14,1053369223.57,1045813454.71,1046191243.15,1052991435.12,2.0,28544821488300.0,0.0156251864552,0.25,64,0.250002983284,0.25,9.0090706851e-14
894.0,-718.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1027002073.11,1454013.98259,1027002073.11,1028030216.26,1025973929.96,1026076744.28,1027927401.94,2.0,2114156661570.0,0.0156251525543,0.25,83,0.250002440869,0.25,9.0090706851e-14
894.0,-188.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1026515310.36,4451487.31773,1026515310.36,1029662987.23,1023367633.49,1023682401.17,1029348219.54,2.0,19815739339900.0,0.00391735411064,0.125,100,0.250002440869,0.125354107649,9.0090706851e-14
894.0,-894.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1018712234.35,745009.260233,1018712234.35,1019239035.45,1018185433.25,1018238113.36,1019186355.34,2.0,555038797833.0,0.00389522216651,0.25,102,0.125001220434,0.124645892351,9.0090706851e-14
894.0,-718.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,1014555129.07,1933756.14402,1014555129.07,1015922501.15,1013187756.99,1013324494.19,1015785763.94,2.0,3739412824550.0,0.00781223726762,0.25,9,0.124995796282,0.25,9.0090706851e-14
894.0,-718.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,987963775.071,6204210.37441,987963775.071,992350814.299,983576735.843,984015439.766,991912110.376,2.0,38492226370000.0,0.0156248474457,0.25,34,0.249997559131,0.25,9.0090706851e-14
894.0,-894.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,977839113.633,940656.885876,977839113.633,978504258.496,977173968.771,977240483.257,978437744.01,2.0,884835376946.0,0.00779046123547,0.25,53,0.250002983284,0.124645892351,9.0090706851e-14
894.0,-365.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,969737453.804,16101952.73,969737453.804,981123253.77,958351653.838,959490233.835,979984673.773,2.0,259272881720000.0,0.00781259322762,0.125,70,0.250002983284,0.25,9.0090706851e-14
894.0,-365.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,966223501.075,8174747.26849,966223501.075,972003920.303,960443081.847,961021123.77,971425878.38,2.0,66826492903700.0,0.00781257627714,0.25,119,0.125001220434,0.25,9.0090706851e-14
894.0,-541.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,944908281.015,2536975.14538,944908281.015,946702193.344,943114368.686,943293759.919,946522802.111,2.0,6436242888250.0,0.00390611863381,0.125,15,0.124995796282,0.25,9.0090706851e-14
894.0,-541.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,927527673.728,10300501.4187,927527673.728,934811228.131,920244119.325,920972474.766,934082872.691,2.0,106100329477000.0,0.0156251525543,0.25,89,0.250002440869,0.25,9.0090706851e-14
894.0,-188.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,913920975.479,7083136.6438,913920975.479,918929509.432,908912441.526,909413294.922,918428656.037,2.0,50170824714700.0,0.00195867705532,0.125,125,0.125001220434,0.125354107649,9.0090706851e-14
894.0,-718.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,904023339.0,4162095.12942,904023339.0,906966384.69,901080293.31,901374597.879,906672080.121,2.0,17323035866400.0,0.00781257627714,0.25,108,0.125001220434,0.25,9.0090706851e-14
894.0,-541.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,882313166.033,4185542.60542,882313166.033,885272791.592,879353540.473,879649503.029,884976829.036,2.0,17518766901800.0,0.00781242372286,0.125,40,0.249997559131,0.25,9.0090706851e-14
894.0,-718.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,861148617.703,117150.551897,861148617.703,861231455.652,861065779.753,861074063.548,861223171.857,2.0,13724251809.8,0.0156251864552,0.25,59,0.250002983284,0.25,9.0090706851e-14
894.0,-894.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,858502385.164,5503652.40465,858502385.164,862394055.101,854610715.228,854999882.221,862004888.107,2.0,30290189791200.0,0.00779044433302,0.25,78,0.250002440869,0.124645892351,9.0090706851e-14
894.0,-365.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,844780768.558,6052497.75474,844780768.558,849060530.764,840501006.353,840928982.573,848632554.543,2.0,36632729071100.0,0.00781257627714,0.125,95,0.250002440869,0.25,9.0090706851e-14
894.0,-541.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,808542027.354,7989687.40511,808542027.354,814191589.498,802892465.21,803457421.425,813626633.283,2.0,63835104831400.0,0.00781257627714,0.25,114,0.125001220434,0.25,9.0090706851e-14
894.0,-894.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,805047901.126,4391346.88167,805047901.126,808153052.284,801942749.967,802253265.083,807842537.169,2.0,19283927435200.0,0.00389505314193,0.25,4,0.124995796282,0.124645892351,9.0090706851e-14
894.0,-894.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,801261857.306,2524769.02217,801261857.306,803047138.603,799476576.01,799655104.139,802868610.473,2.0,6374458615310.0,0.00779029221089,0.25,29,0.249997559131,0.124645892351,9.0090706851e-14
894.0,-541.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,775953257.312,7657891.67401,775953257.312,781368204.444,770538310.18,771079804.893,780826709.731,2.0,58643304890900.0,0.00781259322762,0.125,65,0.250002983284,0.25,9.0090706851e-14
894.0,-718.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,750802335.958,6182466.33285,750802335.958,755173999.826,746430672.089,746867838.476,754736833.439,2.0,38222889956900.0,0.0156251525543,0.25,84,0.250002440869,0.25,9.0090706851e-14
894.0,-718.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,737101786.975,8243726.56105,737101786.975,742930981.929,731272592.022,731855511.517,742348062.434,2.0,67959027613400.0,0.00390611863381,0.125,10,0.124995796282,0.25,9.0090706851e-14
894.0,-894.0,-13077.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,733227675.521,146223.768841,733227675.521,733331071.34,733124279.703,733134619.285,733320731.758,2.0,21381390574.2,0.00389522216651,0.25,103,0.125001220434,0.124645892351,9.0090706851e-14
894.0,-365.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,730069362.74,3223717.37927,730069362.74,732348875.159,727789850.32,728017801.562,732120923.917,2.0,10392353741400.0,0.00390628813857,0.125,120,0.125001220434,0.25,9.0090706851e-14
894.0,-718.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,694721628.553,12253525.9814,694721628.553,703386179.868,686057077.238,686923532.37,702519724.736,2.0,150148898977000.0,0.00781242372286,0.125,35,0.249997559131,0.25,9.0090706851e-14
894.0,-894.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,669674286.934,5961034.30614,669674286.934,673889374.714,665459199.153,665880707.931,673467865.936,2.0,35533929999000.0,0.00779046123547,0.25,54,0.250002983284,0.124645892351,9.0090706851e-14
894.0,-541.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,647496967.149,13963287.4382,647496967.149,657370502.384,637623431.914,638610785.437,656383148.861,2.0,194973396081000.0,0.00781257627714,0.125,90,0.250002440869,0.25,9.0090706851e-14
894.0,-718.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,621223854.389,5373482.34622,621223854.389,625023480.195,617424228.583,617804191.164,624643517.614,2.0,28874312525100.0,0.00781257627714,0.25,109,0.125001220434,0.25,9.0090706851e-14
894.0,-894.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,560643366.261,1303733.6454,560643366.261,561565245.163,559721487.36,559813675.25,561473057.272,2.0,1699721418150.0,0.00779044433302,0.25,79,0.250002440869,0.124645892351,9.0090706851e-14
894.0,-718.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,559442596.683,1014510.54198,559442596.683,560159963.966,558725229.399,558796966.127,560088227.238,2.0,1029231639790.0,0.00781259322762,0.125,60,0.250002983284,0.25,9.0090706851e-14
894.0,-541.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,526560695.322,18657813.9809,526560695.322,539753762.11,513367628.533,514686935.212,538434455.431,2.0,348114022547000.0,0.00390628813857,0.125,115,0.125001220434,0.25,9.0090706851e-14
894.0,-894.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,524318499.781,5704059.94531,524318499.781,528351879.248,520285120.313,520688458.26,527948541.302,2.0,32536299859700.0,0.00194752657096,0.125,5,0.124995796282,0.124645892351,9.0090706851e-14
894.0,-894.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,478005317.845,3288008.67276,478005317.845,480330291.074,475680344.616,475912841.939,480097793.751,2.0,10811001032200.0,0.00389514610545,0.125,30,0.249997559131,0.124645892351,9.0090706851e-14
894.0,-718.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,451468790.296,14766601.9129,451468790.296,461910354.644,441027225.949,442071382.383,460866198.209,2.0,218052532055000.0,0.00781257627714,0.125,85,0.250002440869,0.25,9.0090706851e-14
894.0,-894.0,-8813.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,434468314.321,15122931.9591,434468314.321,445161842.06,423774786.581,424844139.355,444092489.286,2.0,228703071040000.0,0.00389522216651,0.25,104,0.125001220434,0.124645892351,9.0090706851e-14
894.0,-894.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,370039604.388,12554780.3502,370039604.388,378917174.71,361162034.066,362049791.098,378029417.678,2.0,157622509642000.0,0.00389523061774,0.125,55,0.250002983284,0.124645892351,9.0090706851e-14
894.0,-718.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,332304894.173,7614452.71902,332304894.173,337689125.326,326920663.02,327459086.136,337150702.21,2.0,57979890210100.0,0.00390628813857,0.125,110,0.125001220434,0.25,9.0090706851e-14
894.0,-894.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,248076818.382,11554726.9576,248076818.382,256247244.168,239906392.595,240723435.174,255430201.59,2.0,133511715064000.0,0.00389522216651,0.125,80,0.250002440869,0.124645892351,9.0090706851e-14
894.0,-894.0,-4549.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,123458441.036,11434947.2172,123458441.036,131544169.755,115372712.316,116181285.188,130735596.883,2.0,130758017860000.0,0.00194761108325,0.125,105,0.125001220434,0.124645892351,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-188373352323000.0,3049760.71755,-188373352323000.0,-188373350166000.0,-188373354479000.0,-188373354264000.0,-188373350382000.0,2.0,9301040434300.0,0.00390628813857,0.125,106,0.125001220434,0.25,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-193740262048000.0,2946001.48156,-193740262048000.0,-193740259965000.0,-193740264132000.0,-193740263923000.0,-193740260174000.0,2.0,8678924729380.0,0.00781257627714,0.125,81,0.250002440869,0.25,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,460907.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-199107173101000.0,1365404.25727,-199107173101000.0,-199107172135000.0,-199107174066000.0,-199107173970000.0,-199107172232000.0,2.0,1864328785760.0,0.00781259322762,0.125,56,0.250002983284,0.25,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,921813.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-199214810495000.0,1907306.56548,-199214810495000.0,-199214809146000.0,-199214811843000.0,-199214811708000.0,-199214809281000.0,2.0,3637818334710.0,0.00781257627714,0.25,112,0.125001220434,0.25,9.0090706851e-14
894.0,-718.0,-21605.0,-1e+200,-1e+200,-1e+200,-1e+200,230453.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-204474108496000.0,709908.360351,-204474108496000.0,-204474107994000.0,-204474108998000.0,-204474108948000.0,-204474108045000.0,2.0,503969880096.0,0.00781242372286,0.125,31,0.249997559131,0.25,9.0090706851e-14
894.0,-541.0,-17341.0,-1e+200,-1e+200,-1e+200,-1e+200,691360.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-204581719490000.0,1792018.72682,-204581719490000.0,-204581718223000.0,-204581720757000.0,-204581720630000.0,-204581718350000.0,2.0,3211331117290.0,0.0156251525543,0.25,87,0.250002440869,0.25,9.0090706851e-14
