npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124646369345000.0,1270788.34286,-124646369345000.0,-124646368447000.0,-124646370244000.0,-124646370154000.0,-124646368537000.0,2.0,1614903012340.0,0.25,0.124986205628,28,1.0406674226900002e-12,0.249333333333,0.00779080681749
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124646398573000.0,241755.201245,-124646398573000.0,-124646398402000.0,-124646398744000.0,-124646398727000.0,-124646398419000.0,2.0,58445577329.0,0.25,0.249990803752,33,1.0406674226900002e-12,0.249333333333,0.0155827601005
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124646429185000.0,32030.0810324,-124646429185000.0,-124646429162000.0,-124646429207000.0,-124646429205000.0,-124646429164000.0,2.0,1025926090.95,0.25,0.250009196248,38,1.0406674226900002e-12,0.249333333333,0.0155839065661
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124646459372000.0,95723.1220954,-124646459372000.0,-124646459304000.0,-124646459440000.0,-124646459433000.0,-124646459311000.0,2.0,9162916103.69,0.25,0.250009196248,43,1.0406674226900002e-12,0.249333333333,0.0155839065661
522.0,-320.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124646487089000.0,136602.06997,-124646487089000.0,-124646486993000.0,-124646487186000.0,-124646487176000.0,-124646487002000.0,2.0,18660125520.1,0.25,0.125004598124,48,1.0406674226900002e-12,0.249333333333,0.00779195328306
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923552468000.0,528445.878337,-124923552468000.0,-124923552094000.0,-124923552842000.0,-124923552804000.0,-124923552132000.0,2.0,279255046332.0,0.25,0.124986205628,54,1.0406674226900002e-12,0.250666666667,0.00783246888603
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923583294000.0,497792.788324,-124923583294000.0,-124923582942000.0,-124923583646000.0,-124923583611000.0,-124923582978000.0,2.0,247797660108.0,0.25,0.249990803752,59,1.0406674226900002e-12,0.250666666667,0.0156660903685
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923610876000.0,337568.457358,-124923610876000.0,-124923610638000.0,-124923611115000.0,-124923611091000.0,-124923610661000.0,2.0,113952463403.0,0.25,0.250009196248,64,1.0406674226900002e-12,0.250666666667,0.0156672429649
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923640213000.0,574048.653064,-124923640213000.0,-124923639807000.0,-124923640619000.0,-124923640578000.0,-124923639847000.0,2.0,329531856084.0,0.25,0.250009196248,69,1.0406674226900002e-12,0.250666666667,0.0156672429649
522.0,-226.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-124923671666000.0,4810.2375101,-124923671666000.0,-124923671663000.0,-124923671670000.0,-124923671669000.0,-124923671663000.0,2.0,23138384.9036,0.25,0.125004598124,74,1.0406674226900002e-12,0.250666666667,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253876207000.0,1035733.18829,-125253876207000.0,-125253875474000.0,-125253876939000.0,-125253876866000.0,-125253875548000.0,2.0,1072743237320.0,0.25,0.124986205628,80,1.0406674226900002e-12,0.125333333333,0.00391623444301
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253905078000.0,144235.751712,-125253905078000.0,-125253904976000.0,-125253905180000.0,-125253905170000.0,-125253904986000.0,2.0,20803952071.9,0.25,0.249990803752,85,1.0406674226900002e-12,0.125333333333,0.00783304518423
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253933698000.0,108994.091116,-125253933698000.0,-125253933621000.0,-125253933775000.0,-125253933767000.0,-125253933629000.0,2.0,11879711898.2,0.25,0.250009196248,90,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253964115000.0,202723.149992,-125253964115000.0,-125253963972000.0,-125253964258000.0,-125253964244000.0,-125253963986000.0,2.0,41096675542.5,0.25,0.250009196248,95,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-5674.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125253993716000.0,2356058.36074,-125253993716000.0,-125253992050000.0,-125253995382000.0,-125253995216000.0,-125253992217000.0,2.0,5551010999210.0,0.25,0.125004598124,100,1.0406674226900002e-12,0.125333333333,0.00391681074122
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125651567637000.0,100718.17964,-125651567637000.0,-125651567566000.0,-125651567708000.0,-125651567701000.0,-125651567573000.0,2.0,10144151710.1,0.124973477615,0.124986205628,2,1.0406674226900002e-12,0.249333333333,0.00389457688563
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125651597122000.0,412593.315483,-125651597122000.0,-125651596830000.0,-125651597414000.0,-125651597385000.0,-125651596859000.0,2.0,170233243981.0,0.124973477615,0.249990803752,7,1.0406674226900002e-12,0.249333333333,0.00778972688243
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125651626023000.0,92001.0335332,-125651626023000.0,-125651625958000.0,-125651626088000.0,-125651626081000.0,-125651625964000.0,2.0,8464190171.18,0.124973477615,0.250009196248,12,1.0406674226900002e-12,0.249333333333,0.00779029999359
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125651655740000.0,47958.0148321,-125651655740000.0,-125651655706000.0,-125651655774000.0,-125651655771000.0,-125651655710000.0,2.0,2299971186.63,0.124973477615,0.250009196248,17,1.0406674226900002e-12,0.249333333333,0.00779029999359
522.0,-413.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-125651685646000.0,264700.109188,-125651685646000.0,-125651685459000.0,-125651685833000.0,-125651685814000.0,-125651685477000.0,2.0,70066147804.0,0.124973477615,0.125004598124,22,1.0406674226900002e-12,0.249333333333,0.00389514999679
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855662183000.0,293538.741103,-249855662183000.0,-249855661975000.0,-249855662390000.0,-249855662369000.0,-249855661996000.0,2.0,86164992528.4,0.124973477615,0.124986205628,3,1.0406674226900002e-12,0.249333333333,0.00389457688563
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855691056000.0,129886.433801,-249855691056000.0,-249855690964000.0,-249855691148000.0,-249855691139000.0,-249855690973000.0,2.0,16870485685.6,0.124973477615,0.249990803752,8,1.0406674226900002e-12,0.249333333333,0.00778972688243
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855720798000.0,1473273.19786,-249855720798000.0,-249855719756000.0,-249855721840000.0,-249855721736000.0,-249855719860000.0,2.0,2170533915540.0,0.124973477615,0.250009196248,13,1.0406674226900002e-12,0.249333333333,0.00779029999359
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855750458000.0,1299708.07108,-249855750458000.0,-249855749539000.0,-249855751377000.0,-249855751285000.0,-249855749631000.0,2.0,1689241070040.0,0.124973477615,0.250009196248,18,1.0406674226900002e-12,0.249333333333,0.00779029999359
522.0,-320.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-249855779524000.0,563027.719918,-249855779524000.0,-249855779126000.0,-249855779922000.0,-249855779883000.0,-249855779166000.0,2.0,317000213396.0,0.124973477615,0.125004598124,23,1.0406674226900002e-12,0.249333333333,0.00389514999679
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250185990645000.0,1431145.74248,-250185990645000.0,-250185989633000.0,-250185991657000.0,-250185991556000.0,-250185989734000.0,2.0,2048178136220.0,0.25,0.124986205628,29,1.0406674226900002e-12,0.250666666667,0.00783246888603
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250186020674000.0,471497.586355,-250186020674000.0,-250186020341000.0,-250186021008000.0,-250186020974000.0,-250186020374000.0,2.0,222309973939.0,0.25,0.249990803752,34,1.0406674226900002e-12,0.250666666667,0.0156660903685
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250186050448000.0,2613960.86461,-250186050448000.0,-250186048600000.0,-250186052296000.0,-250186052112000.0,-250186048785000.0,2.0,6832791401730.0,0.25,0.250009196248,39,1.0406674226900002e-12,0.250666666667,0.0156672429649
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250186079664000.0,175906.445723,-250186079664000.0,-250186079540000.0,-250186079788000.0,-250186079776000.0,-250186079552000.0,2.0,30943077646.8,0.25,0.250009196248,44,1.0406674226900002e-12,0.250666666667,0.0156672429649
522.0,-226.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250186109276000.0,630069.353532,-250186109276000.0,-250186108831000.0,-250186109722000.0,-250186109677000.0,-250186108875000.0,2.0,396987390260.0,0.25,0.125004598124,49,1.0406674226900002e-12,0.250666666667,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250463171593000.0,583656.146046,-250463171593000.0,-250463171181000.0,-250463172006000.0,-250463171965000.0,-250463171222000.0,2.0,340654496817.0,0.25,0.124986205628,55,1.0406674226900002e-12,0.125333333333,0.00391623444301
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250463200841000.0,2397225.87447,-250463200841000.0,-250463199146000.0,-250463202536000.0,-250463202367000.0,-250463199316000.0,2.0,5746691893240.0,0.25,0.249990803752,60,1.0406674226900002e-12,0.125333333333,0.00783304518423
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250463230747000.0,1004921.57377,-250463230747000.0,-250463230036000.0,-250463231457000.0,-250463231386000.0,-250463230107000.0,2.0,1009867369430.0,0.25,0.250009196248,65,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250463260638000.0,40481.1561161,-250463260638000.0,-250463260610000.0,-250463260667000.0,-250463260664000.0,-250463260612000.0,2.0,1638724000.5,0.25,0.250009196248,70,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-8030.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-250463289862000.0,1062596.03127,-250463289862000.0,-250463289110000.0,-250463290613000.0,-250463290538000.0,-250463289185000.0,2.0,1129110325680.0,0.25,0.125004598124,75,1.0406674226900002e-12,0.125333333333,0.00391681074122
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375395283161000.0,1071860.25706,-375395283161000.0,-375395282403000.0,-375395283919000.0,-375395283843000.0,-375395282479000.0,2.0,1148884410660.0,0.124973477615,0.124986205628,4,1.0406674226900002e-12,0.250666666667,0.0039154035
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375395313241000.0,360619.597046,-375395313241000.0,-375395312986000.0,-375395313496000.0,-375395313471000.0,-375395313012000.0,2.0,130046493774.0,0.124973477615,0.249990803752,9,1.0406674226900002e-12,0.250666666667,0.00783138317592
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375395341693000.0,830893.292049,-375395341693000.0,-375395341105000.0,-375395342280000.0,-375395342222000.0,-375395341164000.0,2.0,690383662771.0,0.124973477615,0.250009196248,14,1.0406674226900002e-12,0.250666666667,0.00783195935184
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375395371513000.0,682985.335948,-375395371513000.0,-375395371030000.0,-375395371996000.0,-375395371948000.0,-375395371079000.0,2.0,466468969120.0,0.124973477615,0.250009196248,19,1.0406674226900002e-12,0.250666666667,0.00783195935184
522.0,-226.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375395400241000.0,710693.801305,-375395400241000.0,-375395399738000.0,-375395400743000.0,-375395400693000.0,-375395399788000.0,2.0,505085679213.0,0.124973477615,0.125004598124,24,1.0406674226900002e-12,0.250666666667,0.00391597967592
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725610413000.0,2743009.59785,-375725610413000.0,-375725608473000.0,-375725612352000.0,-375725612158000.0,-375725608667000.0,2.0,7524101653900.0,0.25,0.124986205628,30,1.0406674226900002e-12,0.125333333333,0.00391623444301
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725638055000.0,1806363.93468,-375725638055000.0,-375725636777000.0,-375725639332000.0,-375725639204000.0,-375725636905000.0,2.0,3262950664500.0,0.25,0.249990803752,35,1.0406674226900002e-12,0.125333333333,0.00783304518423
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725670159000.0,546540.287878,-375725670159000.0,-375725669772000.0,-375725670545000.0,-375725670506000.0,-375725669811000.0,2.0,298706286273.0,0.25,0.250009196248,40,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725699338000.0,481433.165835,-375725699338000.0,-375725698998000.0,-375725699678000.0,-375725699644000.0,-375725699032000.0,2.0,231777893166.0,0.25,0.250009196248,45,1.0406674226900002e-12,0.125333333333,0.00783362148244
522.0,-132.0,-10387.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-375725728797000.0,1856039.55607,-375725728797000.0,-375725727485000.0,-375725730110000.0,-375725729979000.0,-375725727616000.0,2.0,3444882833710.0,0.25,0.125004598124,50,1.0406674226900002e-12,0.125333333333,0.00391681074122
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934902193000.0,3159363.48397,-500934902193000.0,-500934899959000.0,-500934904427000.0,-500934904203000.0,-500934900182000.0,2.0,9981577623860.0,0.124973477615,0.124986205628,5,1.0406674226900002e-12,0.125333333333,0.00195770175
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67965.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934933269000.0,79693.8952494,-500934933269000.0,-500934933213000.0,-500934933325000.0,-500934933320000.0,-500934933218000.0,2.0,6351116940.02,0.124973477615,0.249990803752,10,1.0406674226900002e-12,0.125333333333,0.00391569158796
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,135930.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934962175000.0,218102.976599,-500934962175000.0,-500934962021000.0,-500934962329000.0,-500934962314000.0,-500934962036000.0,2.0,47568908401.3,0.124973477615,0.250009196248,15,1.0406674226900002e-12,0.125333333333,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,203895.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500934991288000.0,1190498.14667,-500934991288000.0,-500934990446000.0,-500934992130000.0,-500934992046000.0,-500934990530000.0,2.0,1417285837220.0,0.124973477615,0.250009196248,20,1.0406674226900002e-12,0.125333333333,0.00391597967592
522.0,-132.0,-12743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,271860.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-500935019917000.0,1232049.90665,-500935019917000.0,-500935019046000.0,-500935020789000.0,-500935020701000.0,-500935019133000.0,2.0,1517946972470.0,0.124973477615,0.125004598124,25,1.0406674226900002e-12,0.125333333333,0.00195798983796
