npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,510515645.737,23323869.618,510515645.737,527008112.107,494023179.367,495672426.004,525358865.47,2.0,544002893956000.0,7,0.25,0.124992849434,1.21200144652e-13,0.00781205308962,0.25
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,503355137.15,19027305.4852,503355137.15,516809473.886,489900800.413,491246234.087,515464040.212,2.0,362038354028000.0,32,0.25,0.249995232956,1.21200144652e-13,0.0156247020597,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,425043554.36,18446092.8309,425043554.36,438086911.687,412000197.033,413304532.766,436782575.955,2.0,340258340727000.0,27,0.25,0.249995232956,1.21200144652e-13,0.00781235102987,0.125
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,424362081.325,37954870.8504,424362081.325,451200227.883,397523934.768,400207749.423,448516413.227,2.0,1440572221270000.0,57,0.25,0.250004767044,1.21200144652e-13,0.0156252979403,0.25
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,358984685.886,33194966.7602,358984685.886,382457071.984,335512299.789,337859538.399,380109833.374,2.0,1101905818210000.0,82,0.25,0.250004767044,1.21200144652e-13,0.0156252979403,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,340061859.064,12625099.0255,340061859.064,348989152.198,331134565.93,332027295.244,348096422.885,2.0,159393125403000.0,52,0.25,0.250004767044,1.21200144652e-13,0.00781264897013,0.125
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,331481541.137,8910319.88715,331481541.137,337782088.752,325180993.523,325811048.284,337152033.991,2.0,79393800491400.0,107,0.25,0.125002383522,1.21200144652e-13,0.00781264897013,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,283306662.495,47626235.3315,283306662.495,316983496.46,249629828.53,252997511.926,313615813.064,2.0,2268258291850000.0,2,0.25,0.124992849434,1.21200144652e-13,0.00390602654481,0.125
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,265385773.025,1822662.42727,265385773.025,266674589.988,264096956.063,264225837.76,266545708.291,2.0,3322098323760.0,77,0.25,0.250004767044,1.21200144652e-13,0.00781264897013,0.125
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,246524078.9,26024312.459,246524078.9,264926046.716,228122111.085,229962307.866,263085849.934,2.0,677264838964000.0,102,0.25,0.125002383522,1.21200144652e-13,0.00390632448506,0.125
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,118581853.206,21410201.0407,118581853.206,133721151.549,103442554.864,104956484.698,132207221.714,2.0,458396708604000.0,1,0.124987287705,0.124992849434,1.21200144652e-13,0.00195281465415,0.125
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,79285525.6629,12652204.5276,79285525.6629,88231985.2813,70339066.0445,71233712.0063,87337339.3194,2.0,160078279408000.0,26,0.124987287705,0.249995232956,1.21200144652e-13,0.00390577826328,0.125
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-3255569.52542,8440700.38197,-3255569.52542,2712906.95264,-9224046.00348,-8627198.35567,2116059.30483,2.0,71245422938300.0,51,0.124987287705,0.250004767044,1.21200144652e-13,0.00390592721826,0.125
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-40478679.3073,5998284.23634,-40478679.3073,-36237251.8483,-44720106.7663,-44295964.0204,-36661394.5942,2.0,35979413779900.0,76,0.124987287705,0.250004767044,1.21200144652e-13,0.00390592721826,0.125
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-105697462.31,24858587.6317,-105697462.31,-88119786.425,-123275138.195,-121517370.607,-89877554.0135,2.0,617949379042000.0,101,0.124987287705,0.125002383522,1.21200144652e-13,0.00195296360913,0.125
