smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,prefix,PointProbability
1200.0,-947.0,-3694.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2922180131.53,11756871.1412,-2922180131.53,-2913866768.22,-2930493494.84,-2929662158.51,-2914698104.55,2.0,138224019032000.0,0.125,0.125000386905,0.0019531310454,0.125,105,1.7495628323699997e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-230264349931000.0,3096848.15135,-230264349931000.0,-230264347741000.0,-230264352121000.0,-230264351902000.0,-230264347960000.0,2.0,9590468472520.0,0.25,0.125000386905,0.00390626209079,0.125,106,1.7495628323699997e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-230264825572000.0,35109219.5619,-230264825572000.0,-230264800747000.0,-230264850398000.0,-230264847916000.0,-230264803229000.0,2.0,1232657298240000.0,0.25,0.125000386905,0.00781252418158,0.25,112,1.7495628323699997e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-230265342089000.0,17391848.7044,-230265342089000.0,-230265329791000.0,-230265354386000.0,-230265353157000.0,-230265331020000.0,2.0,302476401357000.0,0.25,0.125000386905,0.00781252418158,0.25,118,1.7495628323699997e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-230265660347000.0,23412219.1476,-230265660347000.0,-230265643792000.0,-230265676902000.0,-230265675247000.0,-230265645448000.0,2.0,548132005414000.0,0.125,0.125000386905,0.00390626209079,0.25,124,1.7495628323699997e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-252596330637000.0,11290862.4976,-252596330637000.0,-252596322653000.0,-252596338621000.0,-252596337823000.0,-252596323452000.0,2.0,127483575940000.0,0.25,0.250000633118,0.00781251978493,0.125,81,1.7495628323699997e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-252596767791000.0,1370488.15615,-252596767791000.0,-252596766822000.0,-252596768760000.0,-252596768663000.0,-252596766919000.0,2.0,1878237786150.0,0.25,0.250000633118,0.0156250395699,0.25,87,1.7495628323699997e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-252597239577000.0,35072183.0765,-252597239577000.0,-252597214777000.0,-252597264377000.0,-252597261897000.0,-252597217257000.0,2.0,1230058025750000.0,0.25,0.250000633118,0.0156250395699,0.25,93,1.7495628323699997e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-252597654718000.0,5797260.1562,-252597654718000.0,-252597650619000.0,-252597658817000.0,-252597658407000.0,-252597651029000.0,2.0,33608225318600.0,0.125,0.250000633118,0.00781251978493,0.25,99,1.7495628323699997e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-274928297445000.0,38378517.3349,-274928297445000.0,-274928270307000.0,-274928324583000.0,-274928321869000.0,-274928273021000.0,2.0,1472910592820000.0,0.25,0.250000633118,0.00781251978493,0.125,56,1.7495628323699997e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-274928755750000.0,31955121.3055,-274928755750000.0,-274928733154000.0,-274928778346000.0,-274928776086000.0,-274928735414000.0,2.0,1021129777650000.0,0.25,0.250000633118,0.0156250395699,0.25,62,1.7495628323699997e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-274929157398000.0,8790248.41933,-274929157398000.0,-274929151183000.0,-274929163614000.0,-274929162992000.0,-274929151804000.0,2.0,77268467273600.0,0.25,0.250000633118,0.0156250395699,0.25,68,1.7495628323699997e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-274929646541000.0,17574180.5852,-274929646541000.0,-274929634114000.0,-274929658968000.0,-274929657725000.0,-274929635357000.0,2.0,308851823243000.0,0.125,0.250000633118,0.00781251978493,0.25,74,1.7495628323699997e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-297260279232000.0,20129818.3545,-297260279232000.0,-297260264998000.0,-297260293466000.0,-297260292042000.0,-297260266421000.0,2.0,405209586984000.0,0.25,0.249999366882,0.00781248021507,0.125,31,1.7495628323699997e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-297260734049000.0,34587197.0305,-297260734049000.0,-297260709592000.0,-297260758506000.0,-297260756060000.0,-297260712038000.0,2.0,1196274198430000.0,0.25,0.249999366882,0.0156249604301,0.25,37,1.7495628323699997e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-297261173098000.0,73560660.4214,-297261173098000.0,-297261121083000.0,-297261225113000.0,-297261219912000.0,-297261126284000.0,2.0,5411170761630000.0,0.25,0.249999366882,0.0156249604301,0.25,43,1.7495628323699997e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-297261579141000.0,46774096.5792,-297261579141000.0,-297261546067000.0,-297261612215000.0,-297261608908000.0,-297261549374000.0,2.0,2187816110800000.0,0.125,0.249999366882,0.00781248021507,0.25,49,1.7495628323699997e-14
1200.0,-747.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-319591953672000.0,1254610.85561,-319591953672000.0,-319591952785000.0,-319591954560000.0,-319591954471000.0,-319591952874000.0,2.0,1574048399010.0,0.25,0.124998979977,0.00390621812428,0.125,6,1.7495628323699997e-14
1200.0,-547.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-319592417674000.0,35602432.3091,-319592417674000.0,-319592392499000.0,-319592442848000.0,-319592440331000.0,-319592395016000.0,2.0,1267533186320000.0,0.25,0.124998979977,0.00781243624855,0.25,12,1.7495628323699997e-14
1200.0,-347.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-319592872718000.0,24454825.0492,-319592872718000.0,-319592855426000.0,-319592890011000.0,-319592888281000.0,-319592857156000.0,2.0,598038468186000.0,0.25,0.124998979977,0.00781243624855,0.25,18,1.7495628323699997e-14
1200.0,-147.0,-8720.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-319593318389000.0,26672628.6988,-319593318389000.0,-319593299528000.0,-319593337249000.0,-319593335363000.0,-319593301415000.0,2.0,711429121705000.0,0.125,0.124998979977,0.00390621812428,0.25,24,1.7495628323699997e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549864793843000.0,7626913.44821,-549864793843000.0,-549864788450000.0,-549864799236000.0,-549864798697000.0,-549864788989000.0,2.0,58169808746400.0,0.25,0.125000386905,0.00390626209079,0.125,111,1.7495628323699997e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549865266507000.0,13348525.9509,-549865266507000.0,-549865257068000.0,-549865275946000.0,-549865275002000.0,-549865258012000.0,2.0,178183145063000.0,0.25,0.125000386905,0.00781252418158,0.25,117,1.7495628323699997e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-549865732575000.0,46005289.649,-549865732575000.0,-549865700044000.0,-549865765106000.0,-549865761853000.0,-549865703298000.0,2.0,2116486675690000.0,0.125,0.125000386905,0.00390626209079,0.25,123,1.7495628323699997e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-572196776281000.0,3547783.82381,-572196776281000.0,-572196773773000.0,-572196778790000.0,-572196778539000.0,-572196774024000.0,2.0,12586770060500.0,0.25,0.250000633118,0.00781251978493,0.125,86,1.7495628323699997e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-572197235114000.0,31152726.4497,-572197235114000.0,-572197213086000.0,-572197257142000.0,-572197254940000.0,-572197215289000.0,2.0,970492365247000.0,0.25,0.250000633118,0.0156250395699,0.25,92,1.7495628323699997e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-572197740151000.0,981300.782232,-572197740151000.0,-572197739457000.0,-572197740845000.0,-572197740776000.0,-572197739527000.0,2.0,962951225209.0,0.125,0.250000633118,0.00781251978493,0.25,98,1.7495628323699997e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-594528746042000.0,37684678.9042,-594528746042000.0,-594528719395000.0,-594528772689000.0,-594528770024000.0,-594528722059000.0,2.0,1420135024110000.0,0.25,0.250000633118,0.00781251978493,0.125,61,1.7495628323699997e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-594529204172000.0,23154374.8916,-594529204172000.0,-594529187799000.0,-594529220545000.0,-594529218907000.0,-594529189437000.0,2.0,536125076622000.0,0.25,0.250000633118,0.0156250395699,0.25,67,1.7495628323699997e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-594529660051000.0,110875451.415,-594529660051000.0,-594529581650000.0,-594529738452000.0,-594529730612000.0,-594529589490000.0,2.0,1.22933657264e+16,0.125,0.250000633118,0.00781251978493,0.25,73,1.7495628323699997e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-616860708826000.0,39470687.9747,-616860708826000.0,-616860680916000.0,-616860736736000.0,-616860733945000.0,-616860683707000.0,2.0,1557935209200000.0,0.25,0.249999366882,0.00781248021507,0.125,36,1.7495628323699997e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-616861170558000.0,40192403.4052,-616861170558000.0,-616861142138000.0,-616861198978000.0,-616861196136000.0,-616861144980000.0,2.0,1615429291490000.0,0.25,0.249999366882,0.0156249604301,0.25,42,1.7495628323699997e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-616861583146000.0,4584993.15275,-616861583146000.0,-616861579904000.0,-616861586388000.0,-616861586064000.0,-616861580228000.0,2.0,21022162210700.0,0.125,0.249999366882,0.00781248021507,0.25,48,1.7495628323699997e-14
1200.0,-547.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-639192411424000.0,1402248.52014,-639192411424000.0,-639192410432000.0,-639192412415000.0,-639192412316000.0,-639192410531000.0,2.0,1966300912240.0,0.25,0.124998979977,0.00390621812428,0.125,11,1.7495628323699997e-14
1200.0,-347.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-639192865197000.0,25042185.3299,-639192865197000.0,-639192847490000.0,-639192882905000.0,-639192881134000.0,-639192849260000.0,2.0,627111046097000.0,0.25,0.124998979977,0.00781243624855,0.25,17,1.7495628323699997e-14
1200.0,-147.0,-13746.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-639193312223000.0,15678297.7055,-639193312223000.0,-639193301137000.0,-639193323309000.0,-639193322200000.0,-639193302245000.0,2.0,245809018941000.0,0.125,0.124998979977,0.00390621812428,0.25,23,1.7495628323699997e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-869465264111000.0,19313665.0126,-869465264111000.0,-869465250455000.0,-869465277768000.0,-869465276403000.0,-869465251820000.0,2.0,373017656220000.0,0.25,0.125000386905,0.00390626209079,0.125,116,1.7495628323699997e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-869465711123000.0,7126167.95874,-869465711123000.0,-869465706084000.0,-869465716162000.0,-869465715658000.0,-869465706588000.0,2.0,50782269776200.0,0.125,0.125000386905,0.00390626209079,0.25,122,1.7495628323699997e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-891797239830000.0,23286394.0258,-891797239830000.0,-891797223364000.0,-891797256296000.0,-891797254649000.0,-891797225011000.0,2.0,542256146723000.0,0.25,0.250000633118,0.00781251978493,0.125,91,1.7495628323699997e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-891797672337000.0,18452613.2186,-891797672337000.0,-891797659289000.0,-891797685385000.0,-891797684080000.0,-891797660594000.0,2.0,340498934596000.0,0.125,0.250000633118,0.00781251978493,0.25,97,1.7495628323699997e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-914129273540000.0,10319183.3173,-914129273540000.0,-914129266243000.0,-914129280837000.0,-914129280107000.0,-914129266973000.0,2.0,106485544337000.0,0.25,0.250000633118,0.00781251978493,0.125,66,1.7495628323699997e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-914129680023000.0,98180228.1807,-914129680023000.0,-914129610599000.0,-914129749447000.0,-914129742505000.0,-914129617542000.0,2.0,9639357205610000.0,0.125,0.250000633118,0.00781251978493,0.25,72,1.7495628323699997e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-936461203021000.0,17606186.6909,-936461203021000.0,-936461190571000.0,-936461215470000.0,-936461214225000.0,-936461191816000.0,2.0,309977809796000.0,0.25,0.249999366882,0.00781248021507,0.125,41,1.7495628323699997e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-936461606250000.0,12992636.5889,-936461606250000.0,-936461597063000.0,-936461615437000.0,-936461614518000.0,-936461597981000.0,2.0,168808605531000.0,0.125,0.249999366882,0.00781248021507,0.25,47,1.7495628323699997e-14
1200.0,-347.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-958792870297000.0,8037043.91077,-958792870297000.0,-958792864614000.0,-958792875980000.0,-958792875411000.0,-958792865182000.0,2.0,64594074823700.0,0.25,0.124998979977,0.00390621812428,0.125,16,1.7495628323699997e-14
1200.0,-147.0,-18772.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-958793316030000.0,17954467.1863,-958793316030000.0,-958793303335000.0,-958793328726000.0,-958793327457000.0,-958793304604000.0,2.0,322362891943000.0,0.125,0.124998979977,0.00390621812428,0.25,22,1.7495628323699997e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,3553851.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1189065745540000.0,24513275.9099,-1189065745540000.0,-1189065728210000.0,-1189065762870000.0,-1189065761140000.0,-1189065729940000.0,2.0,600900695836000.0,0.125,0.125000386905,0.0019531310454,0.125,121,1.7495628323699997e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,2665388.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1211397715680000.0,26841881.6012,-1211397715680000.0,-1211397696700000.0,-1211397734660000.0,-1211397732760000.0,-1211397698590000.0,2.0,720486607892000.0,0.125,0.250000633118,0.00390625989247,0.125,96,1.7495628323699997e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,1776926.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1233729659450000.0,13792852.8045,-1233729659450000.0,-1233729649700000.0,-1233729669200000.0,-1233729668230000.0,-1233729650670000.0,2.0,190242788488000.0,0.125,0.250000633118,0.00390625989247,0.125,71,1.7495628323699997e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,888463.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1256061595690000.0,64164356.1937,-1256061595690000.0,-1256061550320000.0,-1256061641060000.0,-1256061636520000.0,-1256061554850000.0,2.0,4117064605750000.0,0.125,0.249999366882,0.00390624010753,0.125,46,1.7495628323699997e-14
1200.0,-147.0,-23798.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1278393341700000.0,35241027.1164,-1278393341700000.0,-1278393316780000.0,-1278393366620000.0,-1278393364130000.0,-1278393319270000.0,2.0,1241929992220000.0,0.125,0.124998979977,0.00195310906214,0.125,21,1.7495628323699997e-14
