npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix
769.0,-754.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-205558315.585,28141438.1766,-205223069.63,-173785164.733,-238001958.348,-234963044.1,-176622931.407,4.0,791940542647000.0,0.25,0.00391282618726,0.125210084034,0.125000353365,3.9741070500699994e-14,96
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-321200406.808,21646980.2968,-317460331.202,-299467371.709,-350413593.119,-346235926.321,-301400993.144,4.0,468591755969000.0,0.125,0.00391282895256,0.125210084034,0.250000883412,3.9741070500699994e-14,116
769.0,-457.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-346849996.363,38225264.9315,-332538754.368,-320617909.485,-401704567.231,-393094166.588,-320641564.93,4.0,1461170879080000.0,0.125,0.00389969589804,0.249579831933,0.125000353365,3.9741070500699994e-14,123
769.0,-605.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-505360779.738,15112522.089,-506011802.924,-486360887.476,-523058625.626,-520838813.001,-488971314.013,4.0,228388323889000.0,0.125,0.00389969589804,0.249579831933,0.125000353365,3.9741070500699994e-14,122
769.0,-754.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-622138872.767,32854959.3232,-612332694.317,-595668476.839,-668221625.597,-661417639.943,-596588755.422,4.0,1079448352130000.0,0.125,0.00195641309363,0.125210084034,0.125000353365,3.9741070500699994e-14,121
769.0,-308.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159242401264.0,12463366.7858,-159242763592.0,-159227017829.0,-159257060042.0,-159255315461.0,-159228979807.0,4.0,155335511637000.0,0.25,0.00782555282362,0.250420168067,0.124998763223,3.9741070500699994e-14,79
769.0,-754.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-159565120563.0,251.740917724,-159565120454.0,-159565120406.0,-159565120938.0,-159565120869.0,-159565120410.0,4.0,63373.4896567,0.125,0.0019563882059,0.125210084034,0.124998763223,3.9741070500699994e-14,1
769.0,-159.0,-4007.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614106682739.0,18361735.5557,-614107068261.0,-614084718131.0,-614127876303.0,-614125701117.0,-614087124630.0,4.0,337153332616000.0,0.125,0.0019563882059,0.125210084034,0.124998763223,3.9741070500699994e-14,105
769.0,-605.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-614445473443.0,5547013.38811,-614444693184.0,-614440664385.0,-614451843018.0,-614451325664.0,-614440713584.0,4.0,30769357527900.0,0.25,0.00779929257924,0.249579831933,0.124998763223,3.9741070500699994e-14,27
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-141869380384000.0,7300678.33713,-141869379214000.0,-141869372768000.0,-141869390341000.0,-141869388688000.0,-141869373718000.0,4.0,53299904182200.0,0.25,0.00779939179609,0.249579831933,0.125000353365,3.9741070500699994e-14,48
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142324258741000.0,17899086.1281,-142324258130000.0,-142324238862000.0,-142324279840000.0,-142324277746000.0,-142324240590000.0,4.0,320377284221000.0,0.25,0.00782565237452,0.250420168067,0.125000353365,3.9741070500699994e-14,74
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142779104451000.0,3895429.37526,-142779105784000.0,-142779098758000.0,-142779107477000.0,-142779107290000.0,-142779099745000.0,4.0,15174370017600.0,0.25,0.00391282618726,0.125210084034,0.125000353365,3.9741070500699994e-14,100
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-142779457576000.0,5259929.19914,-142779457120000.0,-142779451683000.0,-142779464383000.0,-142779463424000.0,-142779452368000.0,4.0,27666855179900.0,0.125,0.00389969589804,0.249579831933,0.125000353365,3.9741070500699994e-14,22
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157058922734000.0,7496453.27894,-157058919664000.0,-157058917817000.0,-157058933792000.0,-157058931865000.0,-157058917902000.0,4.0,56196811763300.0,0.25,0.0155987946163,0.249579831933,0.250000883412,3.9741070500699994e-14,43
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157513806675000.0,18433857.0621,-157513805065000.0,-157513788969000.0,-157513827600000.0,-157513825939000.0,-157513789664000.0,4.0,339807086188000.0,0.25,0.0156513158103,0.250420168067,0.250000883412,3.9741070500699994e-14,69
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157968667289000.0,15204749.8915,-157968662053000.0,-157968655500000.0,-157968689551000.0,-157968685642000.0,-157968656267000.0,4.0,231184419262000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,95
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-157969002810000.0,7921995.48586,-157968999745000.0,-157968997197000.0,-157969014554000.0,-157969012358000.0,-157968997554000.0,4.0,62758012478000.0,0.125,0.00779939730813,0.249579831933,0.250000883412,3.9741070500699994e-14,17
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-172248499837000.0,14271592.0002,-172248494217000.0,-172248490002000.0,-172248520910000.0,-172248517188000.0,-172248490352000.0,4.0,203678338220000.0,0.25,0.0155987946163,0.249579831933,0.250000883412,3.9741070500699994e-14,38
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-172703367692000.0,8509745.80933,-172703365986000.0,-172703359537000.0,-172703379260000.0,-172703377622000.0,-172703360151000.0,4.0,72415773739500.0,0.25,0.0156513158103,0.250420168067,0.250000883412,3.9741070500699994e-14,64
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173158239404000.0,38650683.6515,-173158221024000.0,-173158218249000.0,-173158297317000.0,-173158286101000.0,-173158218438000.0,4.0,1493875346730000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,90
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-173158566477000.0,1766861.82603,-173158566307000.0,-173158564909000.0,-173158568383000.0,-173158568262000.0,-173158564928000.0,4.0,3121800712270.0,0.125,0.00779939730813,0.249579831933,0.250000883412,3.9741070500699994e-14,12
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-187438044159000.0,9937584.08832,-187438041347000.0,-187438035927000.0,-187438058016000.0,-187438055998000.0,-187438036258000.0,4.0,98755577512400.0,0.25,0.0155986843753,0.249579831933,0.249999116588,3.9741070500699994e-14,33
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-187892937312000.0,20602569.8778,-187892931460000.0,-187892919329000.0,-187892967000000.0,-187892961708000.0,-187892921109000.0,4.0,424465885568000.0,0.25,0.0156512051981,0.250420168067,0.249999116588,3.9741070500699994e-14,59
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188347795323000.0,30473679.3548,-188347781123000.0,-188347778068000.0,-188347840980000.0,-188347832066000.0,-188347778461000.0,4.0,928645133416000.0,0.25,0.00782560259907,0.125210084034,0.249999116588,3.9741070500699994e-14,85
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188348118079000.0,3284906.81149,-188348118275000.0,-188348114300000.0,-188348121468000.0,-188348121260000.0,-188348114625000.0,4.0,10790612760200.0,0.125,0.00779934218767,0.249579831933,0.249999116588,3.9741070500699994e-14,7
769.0,-457.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-202627398969000.0,7603382.836,-202627398602000.0,-202627390484000.0,-202627408189000.0,-202627407177000.0,-202627391275000.0,4.0,57811430550800.0,0.25,0.00779929257924,0.249579831933,0.124998763223,3.9741070500699994e-14,28
769.0,-308.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203082268578000.0,11582882.8761,-203082267271000.0,-203082255966000.0,-203082283805000.0,-203082281628000.0,-203082257359000.0,4.0,134163175721000.0,0.25,0.00782555282362,0.250420168067,0.124998763223,3.9741070500699994e-14,54
769.0,-159.0,-7743.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537140920000.0,11927944.0794,-203537141389000.0,-203537126985000.0,-203537153918000.0,-203537152882000.0,-203537128302000.0,4.0,142275849961000.0,0.25,0.00391277641181,0.125210084034,0.124998763223,3.9741070500699994e-14,80
769.0,-605.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-203537471944000.0,6056960.91177,-203537471982000.0,-203537464764000.0,-203537479050000.0,-203537478290000.0,-203537465546000.0,4.0,36686775486700.0,0.125,0.00389964628962,0.249579831933,0.124998763223,3.9741070500699994e-14,2
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-344792414459000.0,11486397.0712,-344792417893000.0,-344792397910000.0,-344792424138000.0,-344792423431000.0,-344792400678000.0,4.0,131937317678000.0,0.125,0.00389969589804,0.249579831933,0.125000353365,3.9741070500699994e-14,23
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-345247288794000.0,2992314.04859,-345247288789000.0,-345247285217000.0,-345247292381000.0,-345247291958000.0,-345247285636000.0,4.0,8953943365400.0,0.25,0.00782565237452,0.250420168067,0.125000353365,3.9741070500699994e-14,49
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-345702169026000.0,30150090.7388,-345702168376000.0,-345702133663000.0,-345702205689000.0,-345702201309000.0,-345702137654000.0,4.0,909027971556000.0,0.25,0.00391282618726,0.125210084034,0.125000353365,3.9741070500699994e-14,75
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-359981952567000.0,7662606.03513,-359981951972000.0,-359981944742000.0,-359981961581000.0,-359981960748000.0,-359981945218000.0,4.0,58715531249600.0,0.125,0.00779939730813,0.249579831933,0.250000883412,3.9741070500699994e-14,18
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-360436830707000.0,18842739.8255,-360436827646000.0,-360436813642000.0,-360436853892000.0,-360436851520000.0,-360436814178000.0,4.0,355048844130000.0,0.25,0.0156513158103,0.250420168067,0.250000883412,3.9741070500699994e-14,44
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-360891694563000.0,20908623.6762,-360891686015000.0,-360891680579000.0,-360891725644000.0,-360891719907000.0,-360891681187000.0,4.0,437170544035000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,70
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-375171516319000.0,2185155.58982,-375171516402000.0,-375171513952000.0,-375171518519000.0,-375171518410000.0,-375171514111000.0,4.0,4774904951740.0,0.125,0.00779939730813,0.249579831933,0.250000883412,3.9741070500699994e-14,13
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-375626406549000.0,22236821.812,-375626400048000.0,-375626388440000.0,-375626437659000.0,-375626433094000.0,-375626389104000.0,4.0,494476244298000.0,0.25,0.0156513158103,0.250420168067,0.250000883412,3.9741070500699994e-14,39
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-376081265226000.0,20722570.9141,-376081259093000.0,-376081248120000.0,-376081294599000.0,-376081290079000.0,-376081248961000.0,4.0,429424945288000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,65
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-390361069938000.0,11725378.3446,-390361066743000.0,-390361059702000.0,-390361086563000.0,-390361083940000.0,-390361060408000.0,4.0,137484497324000.0,0.125,0.00779934218767,0.249579831933,0.249999116588,3.9741070500699994e-14,8
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-390815956537000.0,17637854.5179,-390815951725000.0,-390815941407000.0,-390815981289000.0,-390815977569000.0,-390815942240000.0,4.0,311093911993000.0,0.25,0.0156512051981,0.250420168067,0.249999116588,3.9741070500699994e-14,34
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-391270820382000.0,26664241.7485,-391270822431000.0,-391270792790000.0,-391270843877000.0,-391270843681000.0,-391270794215000.0,4.0,710981788024000.0,0.25,0.00782560259907,0.125210084034,0.249999116588,3.9741070500699994e-14,60
769.0,-457.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-405550423362000.0,10323178.6475,-405550421107000.0,-405550413771000.0,-405550437461000.0,-405550435467000.0,-405550414412000.0,4.0,106568017388000.0,0.125,0.00389964628962,0.249579831933,0.124998763223,3.9741070500699994e-14,3
769.0,-308.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406005289277000.0,7348041.49549,-406005290289000.0,-406005280937000.0,-406005295595000.0,-406005295552000.0,-406005281586000.0,4.0,53993713819500.0,0.25,0.00782555282362,0.250420168067,0.124998763223,3.9741070500699994e-14,29
769.0,-159.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-406460164478000.0,15039346.4813,-406460160356000.0,-406460151875000.0,-406460185325000.0,-406460182338000.0,-406460152388000.0,4.0,226181942585000.0,0.25,0.00391277641181,0.125210084034,0.124998763223,3.9741070500699994e-14,55
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-548170298624000.0,3642640.80746,-548170297653000.0,-548170295355000.0,-548170303836000.0,-548170302936000.0,-548170295672000.0,4.0,13268832052100.0,0.125,0.00391282618726,0.250420168067,0.125000353365,3.9741070500699994e-14,24
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-548625176202000.0,11296300.864,-548625174517000.0,-548625166431000.0,-548625189345000.0,-548625188228000.0,-548625166537000.0,4.0,127606413211000.0,0.25,0.00391282618726,0.125210084034,0.125000353365,3.9741070500699994e-14,50
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-563359854611000.0,19952167.9939,-563359854276000.0,-563359835204000.0,-563359874690000.0,-563359873787000.0,-563359835906000.0,4.0,398089007657000.0,0.125,0.00782565790513,0.250420168067,0.250000883412,3.9741070500699994e-14,19
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-563814730319000.0,27651986.1791,-563814731774000.0,-563814703111000.0,-563814754616000.0,-563814754475000.0,-563814704126000.0,4.0,764632339648000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,45
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-578549441651000.0,12150034.1498,-578549439406000.0,-578549429380000.0,-578549458413000.0,-578549455681000.0,-578549430765000.0,4.0,147623329841000.0,0.125,0.00782565790513,0.250420168067,0.250000883412,3.9741070500699994e-14,14
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-579004299818000.0,18218758.9186,-579004299577000.0,-579004281698000.0,-579004318419000.0,-579004317494000.0,-579004282479000.0,4.0,331923176533000.0,0.25,0.00782565790513,0.125210084034,0.250000883412,3.9741070500699994e-14,40
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-593738971462000.0,15019865.8396,-593738973059000.0,-593738955393000.0,-593738984339000.0,-593738984316000.0,-593738956373000.0,4.0,225596369840000.0,0.125,0.00782560259907,0.250420168067,0.249999116588,3.9741070500699994e-14,9
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-594193832712000.0,11392821.874,-594193831118000.0,-594193822791000.0,-594193845821000.0,-594193844748000.0,-594193822907000.0,4.0,129796390253000.0,0.25,0.00782560259907,0.125210084034,0.249999116588,3.9741070500699994e-14,35
769.0,-308.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-608928330801000.0,10705348.3555,-608928330678000.0,-608928320188000.0,-608928341659000.0,-608928341141000.0,-608928320633000.0,4.0,114604483414000.0,0.125,0.00391277641181,0.250420168067,0.124998763223,3.9741070500699994e-14,4
769.0,-159.0,-15215.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-609383194316000.0,15503733.8623,-609383188106000.0,-609383183989000.0,-609383217060000.0,-609383213192000.0,-609383184132000.0,4.0,240365763673000.0,0.25,0.00391277641181,0.125210084034,0.124998763223,3.9741070500699994e-14,30
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2829946.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-751548196401000.0,15666476.1308,-751548189458000.0,-751548186859000.0,-751548219829000.0,-751548215277000.0,-751548187245000.0,4.0,245438474357000.0,0.125,0.00195641309363,0.125210084034,0.125000353365,3.9741070500699994e-14,25
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2122460.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-766737757094000.0,20474552.6515,-766737756585000.0,-766737734812000.0,-766737780391000.0,-766737778386000.0,-766737736513000.0,4.0,419207306281000.0,0.125,0.00391282895256,0.125210084034,0.250000883412,3.9741070500699994e-14,20
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1414973.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-781927317631000.0,27461315.2617,-781927308539000.0,-781927296365000.0,-781927357081000.0,-781927350797000.0,-781927297193000.0,4.0,754123835903000.0,0.125,0.00391282895256,0.125210084034,0.250000883412,3.9741070500699994e-14,15
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,707487.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-797116865204000.0,22658959.8379,-797116866428000.0,-797116841680000.0,-797116886281000.0,-797116885767000.0,-797116842928000.0,4.0,513428460935000.0,0.125,0.00391280129954,0.125210084034,0.249999116588,3.9741070500699994e-14,10
769.0,-159.0,-18951.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-812306219970000.0,37903428.8943,-812306205110000.0,-812306194271000.0,-812306275389000.0,-812306266087000.0,-812306194657000.0,4.0,1436669921950000.0,0.125,0.0019563882059,0.125210084034,0.124998763223,3.9741070500699994e-14,5
