smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2199431208.5,28506899.9633,-2206405602.97,-2132073532.06,-2228210492.2,-2224888193.31,-2150523406.36,10.0,812643345515000.0,0.250018051845,2.4762864257000002e-14,0.0155977951872,67,0.250000425161,0.249546279492
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2257067565.05,42691293.7267,-2272140102.32,-2183194351.72,-2300278481.25,-2299219039.25,-2186583892.24,10.0,1822546560060000.0,0.250018051845,2.4762864257000002e-14,0.00391362713156,46,0.12500016534,0.125226860254
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2258042595.67,32906478.2378,-2260896124.59,-2202423931.98,-2319644864.88,-2306193408.77,-2213975406.72,10.0,1082836310010000.0,0.124990974078,2.4762864257000002e-14,0.00779774487657,108,0.249999574839,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2281187437.48,44733235.6811,-2263232125.93,-2237023602.98,-2369722099.53,-2361406063.25,-2238766498.92,10.0,2001062374500000.0,0.124990974078,2.4762864257000002e-14,0.00195651768399,101,0.124999315018,0.125226860254
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2303713695.77,53060511.7819,-2308761551.55,-2210518347.31,-2386534993.89,-2381167739.55,-2227511045.03,10.0,2815417910550000.0,0.249981948155,2.4762864257000002e-14,0.0155955486918,87,0.250000519641,0.249546279492
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2360667305.45,52596415.4935,-2357207846.08,-2285900383.4,-2442778544.62,-2435691482.96,-2293789305.66,10.0,2766382922770000.0,0.250018051845,2.4762864257000002e-14,0.0078272572212,66,0.250000425161,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2380233570.43,29587313.6739,-2375614728.21,-2338450766.48,-2431144803.72,-2423853830.79,-2345790919.53,10.0,875409130439000.0,0.124990974078,2.4762864257000002e-14,0.00779774487657,107,0.249999574839,0.249546279492
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2399006918.03,57853318.6139,-2409115020.04,-2306655258.82,-2463985241.34,-2463104699.85,-2316778747.81,10.0,3347006474640000.0,0.250018051845,2.4762864257000002e-14,0.00391362713156,75,0.12500016534,0.125226860254
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2448480343.67,31621482.4347,-2446813292.81,-2400036440.5,-2495847641.43,-2490726806.02,-2407767616.87,10.0,999918151368000.0,0.249981948155,2.4762864257000002e-14,0.007826129889,86,0.250000519641,0.125226860254
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2495765028.72,53696194.8254,-2489485768.15,-2430151557.82,-2587195835.18,-2575441814.79,-2433287053.78,10.0,2883281338730000.0,0.249981948155,2.4762864257000002e-14,0.00782612693135,95,0.250000425161,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2539303594.85,41921881.0107,-2537914346.95,-2493927935.25,-2610868144.59,-2595099945.14,-2494474715.17,10.0,1757444107480000.0,0.124990974078,2.4762864257000002e-14,0.00391305015624,106,0.249999574839,0.125226860254
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2556987671.41,25224202.808,-2560933201.2,-2503461995.25,-2589971894.01,-2589360372.66,-2517944455.11,10.0,636260407299000.0,0.250018051845,2.4762864257000002e-14,0.00782725426312,74,0.12500016534,0.250453720508
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2608474356.44,44976413.5983,-2614191155.3,-2540649124.94,-2663864980.68,-2662099257.41,-2551723221.57,10.0,2022877780170000.0,0.124990974078,2.4762864257000002e-14,0.0039130649445,115,0.250000519641,0.125226860254
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2622158836.92,55531219.1997,-2626374503.07,-2532768875.54,-2732631881.66,-2696578769.7,-2546833753.41,10.0,3083716305810000.0,0.249981948155,2.4762864257000002e-14,0.0156522538627,94,0.250000425161,0.250453720508
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2690864698.99,48399560.1781,-2690225477.95,-2626812983.63,-2767369076.63,-2757140692.68,-2631171012.23,10.0,2342517425440000.0,0.250018051845,2.4762864257000002e-14,0.00779889464623,73,0.12500016534,0.249546279492
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2726224072.54,49993173.3489,-2716899399.58,-2665516347.84,-2832426695.96,-2804496956.22,-2667897071.25,10.0,2499317381500000.0,0.124990974078,2.4762864257000002e-14,0.007826129889,114,0.250000519641,0.250453720508
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2784885121.93,38511003.3996,-2792157020.46,-2707847259.65,-2838894745.0,-2834988835.87,-2725927276.39,10.0,1483097382850000.0,0.249981948155,2.4762864257000002e-14,0.015595542798,93,0.250000425161,0.249546279492
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2831476091.16,29157794.7422,-2833590303.48,-2780234598.13,-2890205543.13,-2871557777.36,-2791445726.7,10.0,850176994231000.0,0.250018051845,2.4762864257000002e-14,0.00779889464623,72,0.12500016534,0.249546279492
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2859649707.18,44734716.1354,-2839701105.48,-2821900023.5,-2937903864.52,-2937870046.52,-2822304675.68,10.0,2001194827710000.0,0.124990974078,2.4762864257000002e-14,0.00779777434592,113,0.250000519641,0.249546279492
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2917458450.89,47711594.4017,-2908262683.98,-2859478369.48,-3006134319.33,-2990451208.22,-2864984308.28,10.0,2276396240350000.0,0.249981948155,2.4762864257000002e-14,0.015595542798,92,0.250000425161,0.249546279492
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-2942774706.24,60492276.5735,-2957469015.06,-2799220889.32,-3009629899.62,-3002669480.15,-2838983876.69,10.0,3659315525040000.0,0.250018051845,2.4762864257000002e-14,0.00391362713156,71,0.12500016534,0.125226860254
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3022158193.26,48686115.3575,-3025907908.14,-2947139407.17,-3103344311.04,-3088394932.23,-2949170687.8,10.0,2370337828600000.0,0.124990974078,2.4762864257000002e-14,0.00779777434592,112,0.250000519641,0.249546279492
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3056160997.47,37276718.0617,-3056007929.17,-3003213955.75,-3123596691.39,-3109542820.79,-3006704286.6,10.0,1389553709450000.0,0.249981948155,2.4762864257000002e-14,0.00782612693135,91,0.250000425161,0.125226860254
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3088251739.77,42605902.6661,-3096274760.9,-3009329883.39,-3144455557.8,-3139294229.28,-3025678567.21,10.0,1815262941990000.0,0.249981948155,2.4762864257000002e-14,0.00391306198685,100,0.12500016534,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3159720999.75,37435415.476,-3161133844.65,-3109505690.15,-3241303939.46,-3214381488.77,-3118412271.61,10.0,1401410331860000.0,0.124990974078,2.4762864257000002e-14,0.0039130649445,111,0.250000519641,0.125226860254
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3190643204.26,54114769.4935,-3191086444.04,-3073719044.86,-3262785413.25,-3258284831.61,-3113123820.61,10.0,2928408277340000.0,0.124990974078,2.4762864257000002e-14,0.00391306346567,120,0.250000425161,0.125226860254
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3250027607.18,56569424.4563,-3247876022.66,-3143806775.45,-3342784464.59,-3332754061.25,-3167268588.53,10.0,3200099783320000.0,0.249981948155,2.4762864257000002e-14,0.0078261239737,99,0.12500016534,0.250453720508
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3337720002.81,47815889.6459,-3338045161.9,-3238634023.35,-3410170156.38,-3403683795.89,-3271214376.35,10.0,2286359302630000.0,0.124990974078,2.4762864257000002e-14,0.00782612693135,119,0.250000425161,0.250453720508
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3357053383.29,58262371.7334,-3356541086.62,-3240748280.73,-3462785253.81,-3441535958.89,-3274635766.66,10.0,3394503960000000.0,0.249981948155,2.4762864257000002e-14,0.00779776845205,98,0.12500016534,0.249546279492
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3473795864.71,30848372.5961,-3478725144.83,-3423850016.2,-3522978467.09,-3514149988.04,-3431822869.73,10.0,951622091830000.0,0.124990974078,2.4762864257000002e-14,0.00779777139899,118,0.250000425161,0.249546279492
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3527011111.99,44046286.2747,-3509486217.0,-3477261176.27,-3611082423.41,-3598989498.8,-3482583767.37,10.0,1940075334590000.0,0.249981948155,2.4762864257000002e-14,0.00779776845205,97,0.12500016534,0.249546279492
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3615815516.31,54013624.4237,-3616012073.07,-3535165909.93,-3721610062.34,-3693771837.83,-3537100222.65,10.0,2917471623390000.0,0.124990974078,2.4762864257000002e-14,0.00779777139899,117,0.250000425161,0.249546279492
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3635396871.48,46201632.1049,-3629313522.59,-3565705988.33,-3715582981.49,-3700357022.01,-3572682330.06,10.0,2134590809150000.0,0.249981948155,2.4762864257000002e-14,0.00391306198685,96,0.12500016534,0.125226860254
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3750964721.14,34365775.3461,-3755348924.0,-3690344555.94,-3812739575.22,-3799550733.01,-3706337794.14,10.0,1181006515140000.0,0.124990974078,2.4762864257000002e-14,0.00391306346567,116,0.250000425161,0.125226860254
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3780988300.09,44984767.9555,-3779420996.62,-3719681356.51,-3850867617.44,-3844618232.35,-3728845322.18,10.0,2023629348010000.0,0.124990974078,2.4762864257000002e-14,0.00195653099342,125,0.12500016534,0.125226860254
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-3930671519.29,52874240.7921,-3915163489.04,-3860141210.77,-4040431350.15,-4014896599.77,-3869607190.36,10.0,2795685339340000.0,0.124990974078,2.4762864257000002e-14,0.00391306198685,124,0.12500016534,0.250453720508
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4053496365.15,51061436.4052,-4066378865.23,-3980419130.89,-4112199211.74,-4108904901.51,-3985525399.92,10.0,2607270287760000.0,0.124990974078,2.4762864257000002e-14,0.00389888422603,123,0.12500016534,0.249546279492
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4218118599.51,50212108.9064,-4212894848.35,-4149740180.44,-4299583788.31,-4284974081.84,-4155847649.32,10.0,2521255880820000.0,0.124990974078,2.4762864257000002e-14,0.00389888422603,122,0.12500016534,0.249546279492
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5292123.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-4325568368.89,39396825.9155,-4338180340.47,-4260554713.92,-4374250550.12,-4368435381.19,-4262590563.6,10.0,1552109892210000.0,0.124990974078,2.4762864257000002e-14,0.00195653099342,121,0.12500016534,0.125226860254
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-136873764258.0,5593.84696112,-136873765215.0,-136873755451.0,-136873774541.0,-136873771222.0,-136873755917.0,10.0,31291123.8245,0.124990974078,2.4762864257000002e-14,0.00195651768399,1,0.124999315018,0.125226860254
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-487093020371.0,7306360.19445,-487093949918.0,-487080768535.0,-487104106258.0,-487102265534.0,-487082170303.0,10.0,53382899291000.0,0.250018051845,2.4762864257000002e-14,0.00779884159372,27,0.124999315018,0.249546279492
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99179455746100.0,12525874.4176,-99179459646600.0,-99179433990400.0,-99179468963000.0,-99179468571000.0,-99179435091500.0,10.0,156897529925000.0,0.124990974078,2.4762864257000002e-14,0.00779774487657,8,0.249999574839,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99529674555600.0,21181168.9875,-99529675180700.0,-99529633182000.0,-99529704222900.0,-99529701812300.0,-99529642506800.0,10.0,448641919675000.0,0.250018051845,2.4762864257000002e-14,0.015654461197,34,0.249999574839,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-99820962815700.0,52507148.1723,-99820950120900.0,-99820900881500.0,-99821062267100.0,-99821037067200.0,-99820904203200.0,10.0,2757000609190000.0,0.250018051845,2.4762864257000002e-14,0.00782723059849,60,0.249999574839,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2646062.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-199700308651000.0,51049764.5507,-199700320333000.0,-199700238782000.0,-199700371646000.0,-199700369606000.0,-199700243173000.0,10.0,2606078460690000.0,0.124990974078,2.4762864257000002e-14,0.0039130649445,15,0.250000519641,0.125226860254
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203327603184000.0,13748360.0217,-203327606450000.0,-203327579923000.0,-203327622440000.0,-203327620915000.0,-203327583124000.0,10.0,189017403287000.0,0.250018051845,2.4762864257000002e-14,0.00779884159372,28,0.124999315018,0.249546279492
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203618897903000.0,36379451.555,-203618897763000.0,-203618843720000.0,-203618961193000.0,-203618953141000.0,-203618845799000.0,10.0,1323464495440000.0,0.250018051845,2.4762864257000002e-14,0.0078272010177,54,0.124999315018,0.250453720508
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-203969100413000.0,37131053.3336,-203969090733000.0,-203969036545000.0,-203969180117000.0,-203969155782000.0,-203969057263000.0,10.0,1378715121660000.0,0.249981948155,2.4762864257000002e-14,0.00391303536798,80,0.124999315018,0.125226860254
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-204457964226000.0,7710845.09635,-204457964787000.0,-204457953425000.0,-204457974373000.0,-204457973628000.0,-204457954067000.0,10.0,59457132099900.0,0.124990974078,2.4762864257000002e-14,0.00389885770361,2,0.124999315018,0.249546279492
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-303500561885000.0,24747932.9014,-303500564542000.0,-303500521033000.0,-303500607240000.0,-303500595429000.0,-303500529929000.0,10.0,612460182892000.0,0.124990974078,2.4762864257000002e-14,0.00782610031248,9,0.249999574839,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-303850763566000.0,27988215.1953,-303850763363000.0,-303850722744000.0,-303850813969000.0,-303850807309000.0,-303850727932000.0,10.0,783340189816000.0,0.250018051845,2.4762864257000002e-14,0.00782723059849,35,0.249999574839,0.125226860254
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407298478545000.0,11851856.481,-407298478350000.0,-407298461501000.0,-407298498115000.0,-407298495785000.0,-407298462352000.0,10.0,140466502047000.0,0.124990974078,2.4762864257000002e-14,0.00389885770361,3,0.124999315018,0.249546279492
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407648697398000.0,22356820.4462,-407648697380000.0,-407648663088000.0,-407648738561000.0,-407648732417000.0,-407648667769000.0,10.0,499827420465000.0,0.250018051845,2.4762864257000002e-14,0.0078272010177,29,0.124999315018,0.250453720508
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-407939962628000.0,49197894.674,-407939967165000.0,-407939882755000.0,-407940040468000.0,-407940024428000.0,-407939890707000.0,10.0,2420432840350000.0,0.250018051845,2.4762864257000002e-14,0.00391360050885,55,0.124999315018,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1323031.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-507821641490000.0,23586723.8116,-507821638050000.0,-507821611910000.0,-507821690736000.0,-507821677269000.0,-507821613710000.0,10.0,556333540166000.0,0.124990974078,2.4762864257000002e-14,0.00391305015624,10,0.249999574839,0.125226860254
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-611619554035000.0,22373386.7404,-611619550552000.0,-611619524943000.0,-611619587500000.0,-611619587395000.0,-611619528163000.0,10.0,500568434237000.0,0.124990974078,2.4762864257000002e-14,0.00391303536798,4,0.124999315018,0.250453720508
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-611969775668000.0,29941791.5195,-611969783741000.0,-611969709896000.0,-611969812632000.0,-611969811022000.0,-611969730545000.0,10.0,896510879395000.0,0.250018051845,2.4762864257000002e-14,0.00391360050885,30,0.124999315018,0.125226860254
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-815940639934000.0,34932068.6274,-815940634821000.0,-815940577448000.0,-815940703474000.0,-815940690469000.0,-815940590370000.0,10.0,1220249418590000.0,0.124990974078,2.4762864257000002e-14,0.00195651768399,5,0.124999315018,0.125226860254
