smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity
720.0,-667.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,24417729.0355,635284.123025,24417729.0355,24866942.7469,23968515.3241,24013436.6953,24822021.3758,2.0,403585916968.0,2.57338880493e-13,0.200005717539,110,0.199998716352,0.00400008867709,0.1
720.0,-543.0,-13645.6,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-125094482.901,26816.6002638,-125094482.901,-125075520.702,-125113445.101,-125111548.881,-125077416.922,2.0,719130049.706,2.57338880493e-13,0.0999898078658,8,0.199998716352,0.0039995666443,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-182131399.153,217793.095622,-182131399.153,-181977396.178,-182285402.128,-182270001.83,-181992796.476,2.0,47433832500.4,2.57338880493e-13,0.199992045164,51,0.199998716352,0.00799963046268,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-217612967.248,104636.394804,-217612967.248,-217538978.144,-217686956.352,-217679557.442,-217546377.054,2.0,10948775117.5,2.57338880493e-13,0.200005717539,87,0.199998716352,0.00800017735417,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-252960154.75,541902.816,-252960154.75,-252576971.594,-253343337.905,-253305019.59,-252615289.909,2.0,293658661988.0,2.57338880493e-13,0.200005717539,123,0.199998716352,0.00800017735417,0.2
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-290454273.014,197688.222717,-290454273.014,-290314486.331,-290594059.697,-290580081.028,-290328464.999,2.0,39080633401.0,2.57338880493e-13,0.0999898078658,9,0.199998716352,0.0039995666443,0.2
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-303625537.286,384319.766027,-303625537.286,-303353782.173,-303897292.399,-303870116.887,-303380957.685,2.0,147701682559.0,2.57338880493e-13,0.199992045164,45,0.199998716352,0.00799963046268,0.2
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-338890419.928,693107.101815,-338890419.928,-338400319.196,-339380520.66,-339331510.586,-338449329.269,2.0,480397454587.0,2.57338880493e-13,0.200005717539,81,0.199998716352,0.00800017735417,0.2
720.0,-543.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-375184678.612,173650.357457,-375184678.612,-375061889.266,-375307467.957,-375295189.023,-375074168.201,2.0,30154446644.8,2.57338880493e-13,0.200005717539,117,0.199998716352,0.00800017735417,0.2
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431621966.151,323288.653284,-431621966.151,-431393366.552,-431850565.75,-431827705.791,-431416226.512,2.0,104515553342.0,2.57338880493e-13,0.199992045164,39,0.199998716352,0.00399981523134,0.1
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-433140884.438,73626.8911147,-433140884.438,-433088822.364,-433192946.512,-433187740.304,-433094028.571,2.0,5420919095.22,2.57338880493e-13,0.0999898078658,3,0.199998716352,0.00199978332215,0.1
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-467703911.908,231159.495245,-467703911.908,-467540457.462,-467867366.355,-467851020.91,-467556802.906,2.0,53434712242.1,2.57338880493e-13,0.200005717539,75,0.199998716352,0.00400008867709,0.1
720.0,-667.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-503419893.485,462894.45216,-503419893.485,-503092577.679,-503747209.291,-503714477.711,-503125309.26,2.0,214271273841.0,2.57338880493e-13,0.200005717539,111,0.199998716352,0.00400008867709,0.1
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-568211515.786,315956.695959,-568211515.786,-567988100.664,-568434930.909,-568412589.396,-568010442.176,2.0,99828633721.2,2.57338880493e-13,0.199992045164,58,0.200001925471,0.00799975882234,0.2
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-604499274.351,837737.093807,-604499274.351,-603906904.771,-605091643.931,-605032406.973,-603966141.729,2.0,701803438340.0,2.57338880493e-13,0.200005717539,94,0.200001925471,0.00800030572261,0.2
720.0,-295.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641038627.038,228421.833369,-641038627.038,-640877108.41,-641200145.665,-641183993.802,-640893260.273,2.0,52176533959.5,2.57338880493e-13,0.200005717539,130,0.200001925471,0.00800030572261,0.2
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-679857356.617,411950.38256,-679857356.617,-679566063.708,-680148649.526,-680119520.235,-679595192.999,2.0,169703117691.0,2.57338880493e-13,0.0999898078658,16,0.200001925471,0.00399963082014,0.2
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-694741919.674,263032.147958,-694741919.674,-694555927.858,-694927911.489,-694909312.308,-694574527.04,2.0,69185910859.3,2.57338880493e-13,0.199992045164,52,0.200001925471,0.00799975882234,0.2
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-730744677.547,867993.840194,-730744677.547,-730130913.216,-731358441.877,-731297065.444,-730192289.649,2.0,753413306615.0,2.57338880493e-13,0.200005717539,88,0.200001925471,0.00800030572261,0.2
720.0,-419.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-766083113.162,347873.839765,-766083113.162,-765837129.211,-766329097.113,-766304498.718,-765861727.606,2.0,121016208393.0,2.57338880493e-13,0.200005717539,124,0.200001925471,0.00800030572261,0.2
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-823957366.977,127098.209975,-823957366.977,-823867494.971,-824047238.983,-824038251.783,-823876482.171,2.0,16153954978.8,2.57338880493e-13,0.0999898078658,10,0.200001925471,0.00399963082014,0.2
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-826910103.681,1028182.52289,-826910103.681,-826183068.846,-827637138.515,-827564435.031,-826255772.33,2.0,1057159300380.0,2.57338880493e-13,0.199992045164,46,0.200001925471,0.00799975882234,0.2
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-864286681.216,217811.371175,-864286681.216,-864132665.319,-864440697.114,-864425295.524,-864148066.908,2.0,47441793413.1,2.57338880493e-13,0.200005717539,82,0.200001925471,0.00800030572261,0.2
720.0,-543.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-899268077.984,100018.161007,-899268077.984,-899197354.464,-899338801.504,-899331729.152,-899204426.816,2.0,10003632531.1,2.57338880493e-13,0.200005717539,118,0.200001925471,0.00800030572261,0.2
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-903704204.36,475619.116382,-903704204.36,-903367890.857,-904040517.862,-904006886.512,-903401522.208,2.0,226213543868.0,2.57338880493e-13,0.0999898078658,29,0.200001925471,0.00399963082014,0.2
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-939056509.856,412899.673939,-939056509.856,-938764545.697,-939348474.015,-939319277.599,-938793742.112,2.0,170486140739.0,2.57338880493e-13,0.199992045164,65,0.200001925471,0.00799975882234,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-961605068.437,133668.747378,-961605068.437,-961510550.36,-961699586.515,-961690134.707,-961520002.167,2.0,17867334025.7,2.57338880493e-13,0.199992045164,40,0.200001925471,0.00399987941117,0.1
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-966652544.626,851485.497192,-966652544.626,-966050453.457,-967254635.795,-967194426.678,-966110662.573,2.0,725027551928.0,2.57338880493e-13,0.0999898078658,4,0.200001925471,0.00199981541007,0.1
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-975284395.925,71774.4140326,-975284395.925,-975233643.75,-975335148.1,-975330072.882,-975238718.968,2.0,5151566509.72,2.57338880493e-13,0.200005717539,101,0.200001925471,0.00800030572261,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-997584903.467,492684.060609,-997584903.467,-997236523.227,-997933283.708,-997898445.683,-997271361.251,2.0,242737583579.0,2.57338880493e-13,0.200005717539,76,0.200001925471,0.0040001528613,0.1
720.0,-171.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1009849216.06,26940.5758894,-1009849216.06,-1009830166.2,-1009868265.93,-1009866360.94,-1009832071.19,2.0,725794629.254,2.57338880493e-13,0.200005717539,137,0.200001925471,0.00800030572261,0.2
720.0,-667.0,-7413.4,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1033079882.88,599023.633009,-1033079882.88,-1032656309.21,-1033503456.56,-1033461099.19,-1032698666.58,2.0,358829312903.0,2.57338880493e-13,0.200005717539,112,0.200001925471,0.0040001528613,0.1
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1053401759.07,215627.420635,-1053401759.07,-1053249287.46,-1053554230.68,-1053538983.52,-1053264534.62,2.0,46495184529.6,2.57338880493e-13,0.0999898078658,23,0.200001925471,0.00399963082014,0.2
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1070939215.55,43288.2192372,-1070939215.55,-1070908606.16,-1070969824.95,-1070966764.01,-1070911667.1,2.0,1873869924.73,2.57338880493e-13,0.199992045164,59,0.200001925471,0.00799975882234,0.2
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1107604592.73,165957.930517,-1107604592.73,-1107487242.75,-1107721942.71,-1107710207.71,-1107498977.75,2.0,27542034701.4,2.57338880493e-13,0.200005717539,95,0.200001925471,0.00800030572261,0.2
720.0,-295.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1143637496.94,600350.183206,-1143637496.94,-1143212985.25,-1144062008.62,-1144019557.45,-1143255436.42,2.0,360420342475.0,2.57338880493e-13,0.200005717539,131,0.200001925471,0.00800030572261,0.2
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1199678914.36,691182.814936,-1199678914.36,-1199190174.3,-1200167654.41,-1200118780.41,-1199239048.31,2.0,477733683663.0,2.57338880493e-13,0.0999898078658,17,0.200001925471,0.00399963082014,0.2
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1209593836.28,454680.402049,-1209593836.28,-1209272328.68,-1209915343.87,-1209883193.11,-1209304479.44,2.0,206734268007.0,2.57338880493e-13,0.199992045164,53,0.200001925471,0.00799975882234,0.2
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1233327256.09,213103.814526,-1233327256.09,-1233176568.94,-1233477943.25,-1233462874.53,-1233191637.66,2.0,45413235765.7,0.0,0.0999898078658,36,0.0999993581762,0.000999891661075,0.1
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1246531156.92,280496.896332,-1246531156.92,-1246332815.66,-1246729498.17,-1246709664.05,-1246352649.78,2.0,78678508851.7,2.57338880493e-13,0.200005717539,89,0.200001925471,0.00800030572261,0.2
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1270100016.88,8773.75068644,-1270100016.88,-1270093812.9,-1270106220.86,-1270105600.46,-1270094433.3,2.0,76978701.1078,0.0,0.199992045164,72,0.0999993581762,0.00199990761567,0.1
720.0,-419.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1282247930.6,120446.141104,-1282247930.6,-1282162762.31,-1282333098.88,-1282324582.05,-1282171279.14,2.0,14507272906.8,2.57338880493e-13,0.200005717539,125,0.200001925471,0.00800030572261,0.2
720.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1305053956.35,818751.379204,-1305053956.35,-1304475011.69,-1305632901.0,-1305575006.53,-1304532906.16,2.0,670353820949.0,0.0,0.200005717539,108,0.0999993581762,0.00200004433854,0.1
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1342692499.94,874947.059196,-1342692499.94,-1342073818.94,-1343311180.94,-1343249312.84,-1342135687.04,2.0,765532356396.0,2.57338880493e-13,0.0999898078658,11,0.200001925471,0.00399963082014,0.2
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1349885612.1,758897.092953,-1349885612.1,-1349348990.82,-1350422233.38,-1350368571.25,-1349402652.94,2.0,575924797692.0,2.57338880493e-13,0.199992045164,47,0.200001925471,0.00799975882234,0.2
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1385724819.08,510916.087365,-1385724819.08,-1385363546.85,-1386086091.31,-1386049964.08,-1385399674.07,2.0,261035248329.0,2.57338880493e-13,0.200005717539,83,0.200001925471,0.00800030572261,0.2
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1388726115.7,163359.240766,-1388726115.7,-1388610603.28,-1388841628.13,-1388830076.89,-1388622154.52,2.0,26686241543.6,0.0,0.0999898078658,30,0.0999993581762,0.00199978332215,0.2
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1415672300.37,53869.9139497,-1415672300.37,-1415634208.59,-1415710392.16,-1415706582.98,-1415638017.77,2.0,2901967628.95,0.0,0.199992045164,66,0.0999993581762,0.00399981523134,0.2
720.0,-543.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1421172159.34,428117.408593,-1421172159.34,-1420869434.62,-1421474884.06,-1421444611.59,-1420899707.09,2.0,183284515540.0,2.57338880493e-13,0.200005717539,119,0.200001925471,0.00800030572261,0.2
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1453259298.59,155053.48436,-1453259298.59,-1453149659.22,-1453368937.96,-1453357974.02,-1453160623.15,2.0,24041583012.0,0.0,0.200005717539,102,0.0999993581762,0.00400008867709,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1486435069.33,152018.994047,-1486435069.33,-1486327575.67,-1486542562.99,-1486531813.63,-1486338325.03,2.0,23109774551.2,2.57338880493e-13,0.0999898078658,5,0.200001925471,0.00199981541007,0.1
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1488361049.67,31660.7504936,-1488361049.67,-1488338662.14,-1488383437.2,-1488381198.45,-1488340900.89,2.0,1002403121.82,2.57338880493e-13,0.199992045164,41,0.200001925471,0.00399987941117,0.1
720.0,-171.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1488805383.84,1493939.15266,-1488805383.84,-1487749009.34,-1489861758.35,-1489756120.9,-1487854646.79,2.0,2231854191840.0,0.0,0.200005717539,138,0.0999993581762,0.00400008867709,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1524292987.33,435787.87943,-1524292987.33,-1523984838.77,-1524601135.9,-1524570321.04,-1524015653.62,2.0,189911075858.0,2.57338880493e-13,0.200005717539,77,0.200001925471,0.0040001528613,0.1
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1538227696.61,17860.8287557,-1538227696.61,-1538215067.1,-1538240326.13,-1538239063.18,-1538216330.05,2.0,319009203.841,0.0,0.0999898078658,24,0.0999993581762,0.00199978332215,0.2
720.0,-667.0,-4297.2,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1560878189.42,329664.726267,-1560878189.42,-1560645081.26,-1561111297.59,-1561087986.77,-1560668392.07,2.0,108678831745.0,2.57338880493e-13,0.200005717539,113,0.200001925471,0.0040001528613,0.1
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1563221945.63,507612.871191,-1563221945.63,-1562863009.13,-1563580882.14,-1563544988.49,-1562898902.78,2.0,257670826999.0,0.0,0.199992045164,60,0.0999993581762,0.00399981523134,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1600220562.66,455761.588631,-1600220562.66,-1599898290.55,-1600542834.77,-1600510607.55,-1599930517.76,2.0,207718625672.0,0.0,0.200005717539,96,0.0999993581762,0.00400008867709,0.2
720.0,-295.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1635993129.47,293877.718627,-1635993129.47,-1635785326.54,-1636200932.4,-1636180152.1,-1635806106.83,2.0,86364113505.5,0.0,0.200005717539,132,0.0999993581762,0.00400008867709,0.2
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1684281395.85,804489.304138,-1684281395.85,-1683712536.01,-1684850255.69,-1684793369.71,-1683769421.99,2.0,647203040473.0,0.0,0.0999898078658,18,0.0999993581762,0.00199978332215,0.2
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1709084175.19,14787.9359661,-1709084175.19,-1709073718.54,-1709094631.84,-1709093586.18,-1709074764.21,2.0,218683050.137,0.0,0.199992045164,54,0.0999993581762,0.00399981523134,0.2
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1745551661.54,1458086.545,-1745551661.54,-1744520638.65,-1746582684.42,-1746479582.13,-1744623740.94,2.0,2126016372700.0,0.0,0.200005717539,90,0.0999993581762,0.00400008867709,0.2
720.0,-419.0,-10529.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1766947586.73,271387.980212,-1766947586.73,-1766755686.45,-1767139487.01,-1767120296.99,-1766774876.48,2.0,73651435803.5,2.57338880493e-13,0.0999898078658,15,0.199998716352,0.0039995666443,0.2
720.0,-419.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1781968030.24,460308.696855,-1781968030.24,-1781642542.84,-1782293517.64,-1782260968.9,-1781675091.58,2.0,211884096400.0,0.0,0.200005717539,126,0.0999993581762,0.00400008867709,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1828506606.68,251204.63832,-1828506606.68,-1828328978.18,-1828684235.19,-1828666472.34,-1828346741.03,2.0,63103770313.7,0.0,0.0999898078658,12,0.0999993581762,0.00199978332215,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,80456.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1853811571.42,1469650.88062,-1853811571.42,-1852772371.32,-1854850771.53,-1854746851.52,-1852876291.33,2.0,2159873710900.0,0.0,0.199992045164,48,0.0999993581762,0.00399981523134,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,160912.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1889669313.31,203789.736115,-1889669313.31,-1889525212.21,-1889813414.42,-1889799004.31,-1889539622.32,2.0,41530256545.9,0.0,0.200005717539,84,0.0999993581762,0.00400008867709,0.2
720.0,-543.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,241369.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1925819687.35,188865.021954,-1925819687.35,-1925686139.61,-1925953235.08,-1925939880.31,-1925699494.38,2.0,35669996517.8,0.0,0.200005717539,120,0.0999993581762,0.00400008867709,0.2
