npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-meoh_capacity
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-106086784718000.0,1781.06939929,-106086784718000.0,-106086784716000.0,-106086784719000.0,-106086784719000.0,-106086784717000.0,2.0,3172208.20508,81,0.00783531838067,0.25000913242,0.250666666667,1.0563053673200001e-12,0.125027109087
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107524497883000.0,151018.29786,-107524497883000.0,-107524497776000.0,-107524497990000.0,-107524497979000.0,-107524497787000.0,2.0,22806526288.5,56,0.00783531838067,0.25000913242,0.250666666667,1.0563053673200001e-12,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-107636981736000.0,572724.153674,-107636981736000.0,-107636981331000.0,-107636982141000.0,-107636982100000.0,-107636981371000.0,2.0,328012956202.0,112,0.00779195129376,0.12500456621,0.249333333333,1.0563053673200001e-12,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-108962211491000.0,66398.8072582,-108962211491000.0,-108962211444000.0,-108962211538000.0,-108962211533000.0,-108962211449000.0,2.0,4408801605.32,31,0.00783474595823,0.24999086758,0.250666666667,1.0563053673200001e-12,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109074695359000.0,104847.197107,-109074695359000.0,-109074695285000.0,-109074695433000.0,-109074695426000.0,-109074695292000.0,2.0,10992934741.1,87,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-109342503834000.0,1430534.84642,-109342503834000.0,-109342502822000.0,-109342504845000.0,-109342504744000.0,-109342502923000.0,2.0,2046429946810.0,118,0.00779195129376,0.12500456621,0.249333333333,1.0563053673200001e-12,0.25
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399715018000.0,50922.5600122,-110399715018000.0,-110399714982000.0,-110399715054000.0,-110399715051000.0,-110399714986000.0,2.0,2593107118.2,6,0.00391708676789,0.12498630137,0.250666666667,1.0563053673200001e-12,0.125027109087
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110512408745000.0,131655.537628,-110512408745000.0,-110512408652000.0,-110512408838000.0,-110512408828000.0,-110512408661000.0,2.0,17333180588.1,62,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110780218156000.0,28670.8155888,-110780218156000.0,-110780218136000.0,-110780218176000.0,-110780218174000.0,-110780218138000.0,2.0,822015666.528,93,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-111950122967000.0,273996.430991,-111950122967000.0,-111950122773000.0,-111950123160000.0,-111950123141000.0,-111950122792000.0,2.0,75074044196.1,37,0.0155827640791,0.24999086758,0.249333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112217930631000.0,441887.699816,-112217930631000.0,-112217930318000.0,-112217930943000.0,-112217930912000.0,-112217930349000.0,2.0,195264739248.0,68,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-112330401319000.0,449128.539546,-112330401319000.0,-112330401002000.0,-112330401637000.0,-112330401605000.0,-112330401033000.0,2.0,201716445035.0,124,0.00391680974125,0.12500456621,0.125333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387625883000.0,599961.696963,-113387625883000.0,-113387625459000.0,-113387626307000.0,-113387626265000.0,-113387625501000.0,2.0,359954037823.0,12,0.00779081278539,0.12498630137,0.249333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113655644940000.0,119213.93857,-113655644940000.0,-113655644855000.0,-113655645024000.0,-113655645015000.0,-113655644864000.0,2.0,14211963149.4,43,0.0155827640791,0.24999086758,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113768115115000.0,714034.792458,-113768115115000.0,-113768114610000.0,-113768115620000.0,-113768115570000.0,-113768114661000.0,2.0,509845684840.0,99,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093147149000.0,745630.743072,-115093147149000.0,-115093146622000.0,-115093147676000.0,-115093147623000.0,-115093146674000.0,2.0,555965205014.0,18,0.00779081278539,0.12498630137,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115205828501000.0,2019723.04236,-115205828501000.0,-115205827073000.0,-115205829929000.0,-115205829786000.0,-115205827216000.0,2.0,4079281167860.0,74,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-116643541786000.0,661295.653028,-116643541786000.0,-116643541318000.0,-116643542254000.0,-116643542207000.0,-116643541365000.0,2.0,437311940713.0,49,0.00783304718417,0.24999086758,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081044542000.0,149266.462907,-118081044542000.0,-118081044436000.0,-118081044647000.0,-118081044637000.0,-118081044447000.0,2.0,22280476948.7,24,0.00391623744292,0.12498630137,0.125333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-230188693262000.0,292500.023339,-230188693262000.0,-230188693055000.0,-230188693469000.0,-230188693448000.0,-230188693076000.0,2.0,85556263653.1,111,0.00389682057762,0.12500456621,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231626407771000.0,331010.097205,-231626407771000.0,-231626407537000.0,-231626408005000.0,-231626407982000.0,-231626407561000.0,2.0,109567684452.0,86,0.00779364115524,0.25000913242,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-231841075246000.0,434764.051985,-231841075246000.0,-231841074939000.0,-231841075553000.0,-231841075523000.0,-231841074969000.0,2.0,189019780899.0,117,0.00779195129376,0.12500456621,0.249333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233064121131000.0,175093.029856,-233064121131000.0,-233064121008000.0,-233064121255000.0,-233064121243000.0,-233064121020000.0,2.0,30657569104.3,61,0.00779364115524,0.25000913242,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-233278788365000.0,411100.082737,-233278788365000.0,-233278788075000.0,-233278788656000.0,-233278788627000.0,-233278788104000.0,2.0,169003278027.0,92,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234501834760000.0,133683.972867,-234501834760000.0,-234501834666000.0,-234501834855000.0,-234501834845000.0,-234501834675000.0,2.0,17871404601.4,36,0.0077930717776,0.24999086758,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234716501742000.0,38605.6658645,-234716501742000.0,-234716501715000.0,-234716501770000.0,-234716501767000.0,-234716501718000.0,2.0,1490397436.84,67,0.0155839025875,0.25000913242,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-234882123521000.0,2564479.45451,-234882123521000.0,-234882121707000.0,-234882125334000.0,-234882125153000.0,-234882121889000.0,2.0,6576554872620.0,123,0.00391680974125,0.12500456621,0.125333333333,1.0563053673200001e-12,0.25
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939337946000.0,859188.479257,-235939337946000.0,-235939337338000.0,-235939338553000.0,-235939338493000.0,-235939337399000.0,2.0,738204842888.0,11,0.00389625119998,0.12498630137,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236154216985000.0,941387.123502,-236154216985000.0,-236154216320000.0,-236154217651000.0,-236154217584000.0,-236154216386000.0,2.0,886209716295.0,42,0.0155827640791,0.24999086758,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-236319837281000.0,647175.879656,-236319837281000.0,-236319836823000.0,-236319837738000.0,-236319837692000.0,-236319836869000.0,2.0,418836619208.0,98,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591719732000.0,667900.36182,-237591719732000.0,-237591719259000.0,-237591720204000.0,-237591720157000.0,-237591719307000.0,2.0,446090893320.0,17,0.00779081278539,0.12498630137,0.249333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237757549772000.0,760547.503126,-237757549772000.0,-237757549234000.0,-237757550310000.0,-237757550256000.0,-237757549288000.0,2.0,578432504511.0,73,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-239195263636000.0,788003.487168,-239195263636000.0,-239195263079000.0,-239195264193000.0,-239195264137000.0,-239195263135000.0,2.0,620949495789.0,48,0.00783304718417,0.24999086758,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632767511000.0,181249.896989,-240632767511000.0,-240632767383000.0,-240632767639000.0,-240632767627000.0,-240632767396000.0,2.0,32851525158.4,23,0.00391623744292,0.12498630137,0.125333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-354392787496000.0,1603477.9844,-354392787496000.0,-354392786362000.0,-354392788629000.0,-354392788516000.0,-354392786475000.0,2.0,2571141646440.0,116,0.00389682057762,0.12500456621,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-355830501743000.0,217916.300409,-355830501743000.0,-355830501589000.0,-355830501897000.0,-355830501882000.0,-355830501604000.0,2.0,47487513983.8,91,0.00779364115524,0.25000913242,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357268214007000.0,157068.878004,-357268214007000.0,-357268213896000.0,-357268214118000.0,-357268214107000.0,-357268213907000.0,2.0,24670632437.4,66,0.00779364115524,0.25000913242,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-357380694962000.0,92765.8247598,-357380694962000.0,-357380694896000.0,-357380695028000.0,-357380695021000.0,-357380694903000.0,2.0,8605498243.36,122,0.00391680974125,0.12500456621,0.125333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358705927947000.0,1061030.60734,-358705927947000.0,-358705927196000.0,-358705928697000.0,-358705928622000.0,-358705927271000.0,2.0,1125785949720.0,41,0.0077930717776,0.24999086758,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-358818406851000.0,2888578.40052,-358818406851000.0,-358818404808000.0,-358818408893000.0,-358818408689000.0,-358818405013000.0,2.0,8343885175980.0,97,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143431284000.0,790382.967778,-360143431284000.0,-360143430725000.0,-360143431842000.0,-360143431787000.0,-360143430781000.0,2.0,624705235753.0,16,0.00389625119998,0.12498630137,0.249333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360256120461000.0,1177174.13359,-360256120461000.0,-360256119629000.0,-360256121293000.0,-360256121210000.0,-360256119712000.0,2.0,1385738940800.0,72,0.0078336194825,0.25000913242,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-361693834067000.0,72674.2694558,-361693834067000.0,-361693834016000.0,-361693834119000.0,-361693834113000.0,-361693834021000.0,2.0,5281549440.94,47,0.00783304718417,0.24999086758,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131338691000.0,316001.733677,-363131338691000.0,-363131338467000.0,-363131338914000.0,-363131338892000.0,-363131338490000.0,2.0,99857095687.1,22,0.00391623744292,0.12498630137,0.125333333333,1.0563053673200001e-12,0.25
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-479932406715000.0,713718.804115,-479932406715000.0,-479932406210000.0,-479932407220000.0,-479932407169000.0,-479932406261000.0,2.0,509394531347.0,121,0.00195882959517,0.12500456621,0.125333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-481370120536000.0,756392.963525,-481370120536000.0,-481370120001000.0,-481370121070000.0,-481370121017000.0,-481370120054000.0,2.0,572130315269.0,96,0.00391765919034,0.25000913242,0.125333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-482807832898000.0,1420821.21008,-482807832898000.0,-482807831894000.0,-482807833903000.0,-482807833803000.0,-482807831994000.0,2.0,2018732911010.0,71,0.00391765919034,0.25000913242,0.125333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-484245546756000.0,531326.045791,-484245546756000.0,-484245546381000.0,-484245547132000.0,-484245547095000.0,-484245546418000.0,2.0,282307366936.0,46,0.00391737297911,0.24999086758,0.125333333333,1.0563053673200001e-12,0.125027109087
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485683049229000.0,967277.970878,-485683049229000.0,-485683048545000.0,-485683049913000.0,-485683049845000.0,-485683048613000.0,2.0,935626672945.0,21,0.00195854338395,0.12498630137,0.125333333333,1.0563053673200001e-12,0.125027109087
