npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,prefix
522.0,-475.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,465287413.964,647687.4387,465100333.674,466208277.506,464740711.002,464773014.546,466063725.789,4.0,419499018250.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,716
522.0,-241.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,463453761.581,1595333.72169,463417044.355,465388260.5,461592697.114,461797062.373,465161864.905,4.0,2545089683550.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,668
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,461895368.547,807060.756448,461772578.143,462878139.166,461158178.738,461182043.39,462780600.272,4.0,651347064598.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,847
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,461221523.535,1983045.22154,460351959.746,464185363.371,459996811.277,460046980.326,463613456.049,4.0,3932468350690.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,279
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,458086734.703,1051497.03452,458322762.582,458960479.003,456740934.647,456893960.577,458949069.8,4.0,1105646013610.0,7.41636388913e-13,0.000343775362632,0.0556872037915,0.0555662650602,0.111098483619,200
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,456755024.423,462954.979446,456808315.458,457261361.012,456142105.764,456234347.581,457201093.816,4.0,214327312994.0,7.41636388913e-13,0.00135988274087,0.11018957346,0.111084337349,0.111098483619,148
522.0,-194.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,453801449.61,1025665.04401,454130162.699,454613470.532,452332002.509,452564799.566,454577901.329,4.0,1051988782500.0,7.41636388913e-13,0.00068735299944,0.111374407583,0.111084337349,0.0555573594831,978
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,452981556.733,1190764.0659,453207060.606,454168999.97,451343105.75,451597263.002,454050145.041,4.0,1417919060640.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,589
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,452973492.912,291524.184973,453102174.35,453151520.311,452538102.637,452620152.872,453146678.94,4.0,84986350424.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,327
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,452960448.334,805056.908416,452853628.894,454023759.061,452110776.487,452194351.739,453876092.145,4.0,648116625789.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,458
522.0,-522.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,452255522.622,1321411.01106,452220759.515,453506104.57,451074466.887,451086355.918,453473357.675,4.0,1746127060160.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,506
522.0,-381.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,451829824.733,465771.488589,451768008.618,452450817.807,451332463.886,451387090.511,452359101.514,4.0,216943079583.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,637
522.0,-475.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,451238833.133,763913.449367,451150114.815,452245665.632,450409437.27,450501171.986,452100699.925,4.0,583563758124.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,816
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,449380515.379,1341776.56867,448965403.344,451250502.338,448340752.49,448361080.413,450981107.194,4.0,1800364360230.0,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,27
522.0,-241.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,448366123.084,933969.081406,448377076.803,449422466.54,447287872.192,447389573.12,449327337.842,4.0,872298245022.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,768
522.0,-334.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,446693484.808,806214.406281,446602611.749,447745730.664,445822985.071,445912181.496,447602010.404,4.0,649981668895.0,7.41636388913e-13,0.000680040733489,0.11018957346,0.111084337349,0.0555573594831,947
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,446123235.17,1152061.28877,446215441.864,447421143.245,444640913.705,444846556.01,447270824.957,4.0,1327245213070.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,379
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,442882419.148,2013802.94518,442250821.398,445748638.819,441279394.976,441344089.929,445304985.216,4.0,4055402302020.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,300
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,441703546.123,1496188.65922,442122525.917,443014611.605,439554521.055,439922148.103,442898372.433,4.0,2238580503990.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,248
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,438139056.252,158438.513882,438107535.244,438357093.543,437984060.978,437998135.756,438324106.16,4.0,25102762681.1,7.41636388913e-13,0.00137450513593,0.111374407583,0.111084337349,0.111098483619,117
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,437895561.452,1878300.47695,437511454.039,440512806.781,436046530.947,436251241.643,440077631.638,4.0,3528012681720.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,689
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,437713712.762,797454.398559,437904422.058,438436779.283,436609227.648,436771274.619,438389157.89,4.0,635933517781.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,558
522.0,-522.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,437391020.332,794359.483563,437151091.792,438542746.588,436719151.157,436783642.226,438334298.396,4.0,631006989127.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,606
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,437080676.03,675705.500897,437221208.306,437655429.205,436224858.302,436319456.115,437645150.758,4.0,456577923943.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,427
522.0,-381.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,436102651.515,778137.958328,436286869.522,436828677.919,435008189.096,435183675.885,436763721.934,4.0,605498682191.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,737
522.0,-475.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,435717273.411,1098700.05414,435594966.7,437131234.805,434547925.438,434654687.312,436951088.905,4.0,1207141808980.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.11113253012,0.0555573594831,916
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,434194314.651,472806.654365,434218918.935,434709851.225,433629569.507,433687100.948,434667082.355,4.0,223546132412.0,7.41636388913e-13,0.000679842007383,0.11018957346,0.111084337349,0.0555411241355,48
522.0,-241.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,432965377.565,923798.067304,433276053.443,433677850.518,431631552.856,431848141.155,433647667.745,4.0,853402869155.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,868
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,432771849.914,498852.686492,432851850.672,433277794.301,432105904.012,432198152.854,433233545.914,4.0,248854002820.0,7.41636388913e-13,0.00137510145053,0.111374407583,0.11113253012,0.111098483619,169
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,429835404.325,319051.20174,429868166.496,430182319.166,429422965.144,429477755.521,430147186.091,4.0,101793669332.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,479
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,428148482.977,1958663.36659,428722433.395,429812319.953,425336745.166,425800098.0,429693337.369,4.0,3836362183610.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,400
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,426062910.001,870755.120935,426162880.685,426835462.733,425090415.901,425161782.448,426824078.597,4.0,758214480634.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,348
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,424335881.894,1276544.38227,423997231.106,426069262.663,423279802.703,423309516.848,425836358.045,4.0,1629565559920.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,217
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,423616024.577,1395149.2996,423363387.234,425525298.339,422212025.501,422352015.014,425233726.42,4.0,1946441568180.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,658
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,422505392.412,909586.267825,422450544.821,423612884.287,421507595.721,421595594.228,423491977.225,4.0,827347178616.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,527
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,422438129.492,490011.661301,422472104.869,422981704.788,421826603.442,421900048.997,422928644.46,4.0,240111428211.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,789
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,422422824.511,1656351.01633,421858890.707,424842157.745,421131358.885,421211753.45,424423402.897,4.0,2743498689300.0,7.41636388913e-13,0.00068745025022,0.111374407583,0.11113253012,0.0555411241355,69
522.0,-522.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,422293584.522,321619.096035,422287790.023,422692565.96,421906192.082,421960094.002,422635187.341,4.0,103438842934.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,706
522.0,-381.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,420867302.223,757182.343873,421035338.173,421595653.104,419802879.443,419987376.506,421511977.611,4.0,573325101873.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,837
522.0,-147.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,419403615.501,1662936.39452,419528407.214,421288707.257,417268940.319,417566167.186,421066355.418,4.0,2765357452220.0,7.41636388913e-13,0.000687550725264,0.111374407583,0.0555662650602,0.111098483619,190
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,418974365.14,697237.847446,418993127.286,419799593.804,418111612.182,418224755.581,419697707.693,4.0,486140615911.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,269
522.0,-241.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,418626609.616,532891.771007,418672976.754,419213006.633,417947478.323,418034426.648,419153878.591,4.0,283973639607.0,7.41636388913e-13,0.00068735299944,0.111374407583,0.111084337349,0.0555573594831,968
522.0,-147.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,418412366.741,1305880.24217,418912296.4,419300956.124,416523918.04,416828062.337,419296769.621,4.0,1705323206900.0,7.41636388913e-13,0.00034372512511,0.111374407583,0.0555662650602,0.0555411241355,90
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,415721436.861,651071.681681,415582125.197,416622127.91,415099369.14,415152037.48,416485872.571,4.0,423894334687.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,579
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,412155308.08,220960.366993,412089301.123,412471818.949,411970811.122,411982275.382,412420750.516,4.0,48823483781.6,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,500
522.0,-381.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,411886975.612,668608.269804,411913931.503,412651753.234,411068286.206,411164297.024,412571915.95,4.0,447037018450.0,7.41636388913e-13,0.00137450513593,0.111374407583,0.111084337349,0.111098483619,138
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,411622154.226,153081.757047,411637705.744,411791746.796,411421458.622,411450937.212,411771599.116,4.0,23434024340.7,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,448
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,409425723.303,381705.457662,409333073.972,409940001.452,409096743.814,409109145.055,409872010.613,4.0,145699056409.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,317
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,408939204.292,1040266.86742,409170904.504,409827298.14,407587710.021,407748421.424,409805606.864,4.0,1082155155450.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,758
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,408185350.187,230363.424783,408190407.415,408428733.614,407931852.304,407950607.874,408413012.381,4.0,53067307477.9,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,627
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,407678802.434,1936533.38602,407308547.274,410350867.987,405747247.202,405946996.555,409928965.538,4.0,3750161555190.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,889
522.0,-381.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,406637263.677,1033028.8742,406769733.938,407732524.504,405277062.326,405464744.166,407624324.821,4.0,1067148654930.0,7.41636388913e-13,0.00068735299944,0.111374407583,0.111084337349,0.0555573594831,937
522.0,-522.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,406634034.792,1026872.64965,406490101.221,407908589.968,405647346.756,405696986.562,407772590.02,4.0,1054467438600.0,7.41636388913e-13,0.000687651200308,0.0556872037915,0.11113253012,0.111114718966,806
522.0,-147.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,403907859.614,1104070.68461,403529804.958,405527532.613,403044295.926,403112399.401,405232596.344,4.0,1218972076610.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.0555662650602,0.111114718966,290
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,403455045.98,1776514.95342,403451856.672,405361640.636,401554829.941,401681275.426,405233281.566,4.0,3156005379710.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,369
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,400924599.841,514819.809068,400787729.991,401641276.835,400481662.547,400504375.408,401536442.064,4.0,265039435808.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,679
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,399366144.582,596238.508671,399099396.821,400257949.645,399007835.043,399019220.609,400086515.422,4.0,355500359223.0,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,17
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,398296920.164,656973.713746,398171045.508,399205555.135,397640034.506,397711444.174,399058620.673,4.0,431614460554.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,600
522.0,-381.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,397124770.712,1926060.18977,396731447.229,399746763.48,395289424.909,395425203.502,399374990.797,4.0,3709707854620.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,238
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,396653127.436,827908.959747,396905743.658,397297405.316,395503617.113,395667435.87,397285156.292,4.0,685433245629.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,548
522.0,-522.0,-7069.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,393917777.84,653108.594146,394037801.415,394572104.422,393023404.106,393159550.355,394507972.318,4.0,426550835748.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.11113253012,0.0555573594831,906
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,393869953.853,509572.549405,393826750.516,394531785.641,393294528.741,393366061.626,394434330.753,4.0,259664183108.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,417
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,393594796.436,1000069.5029,393786286.061,394586243.75,392220369.873,392430368.074,394491139.325,4.0,1000139010620.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,858
522.0,-147.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,393082421.638,1211414.40574,393606506.878,393839096.959,391277575.834,391610753.733,393820370.205,4.0,1467524862420.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.11113253012,0.0555573594831,989
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,392596676.941,1217749.38962,392624432.953,393927957.038,391209884.821,391330107.079,393824388.387,4.0,1482913575920.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,727
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,391628512.482,1479622.45466,392120078.666,392804321.969,389469570.628,389845666.09,392723166.218,4.0,2189282608340.0,7.41636388913e-13,0.000687252567967,0.0556872037915,0.111084337349,0.111098483619,107
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,389523636.039,2075625.00292,389595741.106,391950694.637,386952367.307,387280774.133,391665550.851,4.0,4308219152730.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,469
522.0,-288.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,389192857.516,1252248.17832,388921916.713,390773155.026,388154441.612,388164460.56,390600571.597,4.0,1568125500120.0,7.41636388913e-13,0.00136047271169,0.11018957346,0.11113253012,0.111098483619,159
522.0,-147.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,387536120.064,1432545.02688,387488516.008,389286376.863,385881071.379,386059488.929,389079396.879,4.0,2052185254040.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.0555662650602,0.111114718966,390
522.0,-194.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,239540.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,387139929.461,485014.038727,387208135.317,387657839.43,386485607.781,386593281.914,387591088.811,4.0,235238617763.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,779
522.0,-381.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,384383103.599,775054.906463,384467416.691,385240507.839,383357073.177,383523020.292,385125148.579,4.0,600710108032.0,7.41636388913e-13,0.000687152136495,0.111374407583,0.111084337349,0.0555411241355,38
522.0,-100.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,382796711.435,564557.029261,382929883.435,383328799.085,381998279.784,382136992.061,383269990.008,4.0,318724639288.0,7.41636388913e-13,0.000343825600154,0.0556872037915,0.0555662650602,0.111114718966,700
522.0,-381.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,102660.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,382129833.598,579995.214257,382002083.391,382913234.18,381601933.43,381631187.992,382807329.493,4.0,336394448561.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,338
522.0,-334.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,381658837.255,1289534.24854,381944231.135,382840105.517,379906781.234,380148697.144,382769425.935,4.0,1662898578150.0,7.41636388913e-13,0.00136008146698,0.11018957346,0.111084337349,0.111114718966,648
522.0,-522.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,379537537.456,2074155.68563,378915996.369,382406919.828,377911237.259,377943103.632,382002128.802,4.0,4302121808230.0,7.41636388913e-13,0.00068735299944,0.0556872037915,0.111084337349,0.111114718966,207
522.0,-475.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,379408843.347,634679.846226,379325902.427,380116355.115,378867213.42,378868870.93,380064933.054,4.0,402818507205.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,517
522.0,-288.0,-4764.0,-1e+200,-1e+200,-1e+200,-1e+200,307980.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,379073220.819,1181725.67382,378922488.455,380645584.59,377802321.776,377945140.974,380412325.975,4.0,1396475568180.0,7.41636388913e-13,0.000680040733489,0.11018957346,0.111084337349,0.0555573594831,958
522.0,-428.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,378227400.201,879567.335481,378328743.164,379177887.889,377074226.585,377234921.086,379077999.166,4.0,773638697645.0,7.41636388913e-13,0.00137470599888,0.111374407583,0.111084337349,0.111114718966,827
522.0,-288.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,374325692.72,531022.601284,374160356.32,375092578.208,373889480.032,373918070.343,374964786.057,4.0,281985003074.0,7.41636388913e-13,0.00136067152401,0.11018957346,0.11113253012,0.111114718966,259
522.0,-241.0,-3611.0,-1e+200,-1e+200,-1e+200,-1e+200,171100.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,373935881.984,522602.4561,373945929.102,374510395.17,373341274.561,373392927.378,374464770.623,4.0,273113327122.0,7.41636388913e-13,0.00137530240062,0.111374407583,0.11113253012,0.111114718966,569
522.0,-147.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,373795942.717,1436419.12301,373446713.874,375829306.622,372461036.499,372590690.829,375490114.985,4.0,2063299896950.0,7.41636388913e-13,0.000687651200308,0.111374407583,0.0555662650602,0.111114718966,490
522.0,-194.0,-2458.0,-1e+200,-1e+200,-1e+200,-1e+200,34220.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,373049415.219,436023.818633,373063447.383,373490811.252,372579954.861,372610756.485,373468428.926,4.0,190116770416.0,7.41636388913e-13,0.000687550725264,0.111374407583,0.0555662650602,0.111098483619,180
