smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-ft_capacity
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,394867981.025,661190.468841,394918628.49,395449696.892,394184970.227,394219907.219,395445148.379,4.0,437172836086.0,0.125226860254,0.250007275152,36,3.46688419418e-13,0.00782747168739,0.250018051845
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,354296705.667,658461.89358,354289330.104,355106706.095,353501456.363,353607977.276,354995759.845,4.0,433572065296.0,0.125226860254,0.250007275152,41,3.46688419418e-13,0.00782747168739,0.250018051845
720.0,-705.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,312389278.696,661302.987406,312439989.991,313143436.531,311533698.271,311661392.2,313046169.379,4.0,437321641152.0,0.125226860254,0.125002976198,46,3.46688419418e-13,0.00391371513664,0.250018051845
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,219393531.614,910710.325984,219231701.865,220548599.921,218562122.805,218594612.913,220419011.964,4.0,829393297854.0,0.249546279492,0.12498974865,53,3.46688419418e-13,0.00779824473773,0.250018051845
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,178890327.384,721847.909095,178752328.66,179840544.584,178216107.63,178253115.731,179720737.249,4.0,521064403864.0,0.249546279492,0.249992724848,58,3.46688419418e-13,0.0155973147564,0.250018051845
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,138382859.019,945093.043855,138560020.786,139258228.445,137153166.059,137302492.138,139215199.427,4.0,893200861542.0,0.249546279492,0.250007275152,63,3.46688419418e-13,0.0155982225654,0.250018051845
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,97603325.09,1190051.00642,97460308.7186,98918519.2718,96574163.651,96580744.4517,98826128.6483,4.0,1416221397890.0,0.249546279492,0.250007275152,68,3.46688419418e-13,0.0155982225654,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,59332133.6046,292376.049385,59394395.7914,59570466.5501,58969276.2852,59007013.6838,59570086.4636,4.0,85483754254.2,0.249546279492,0.12498974865,52,3.46688419418e-13,0.00779824473773,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,59259287.3498,1016080.70238,59262181.3351,60258099.2647,58254687.4642,58295055.2046,60219467.9156,4.0,1032419993740.0,0.249546279492,0.249992724848,57,3.46688419418e-13,0.0155973147564,0.250018051845
720.0,-430.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,56554561.764,765891.690342,56504630.1438,57511705.8781,55697280.8905,55784222.6829,57394805.1136,4.0,586590081335.0,0.249546279492,0.125002976198,73,3.46688419418e-13,0.00779907001867,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,18855708.5076,1825290.64809,18574229.1291,21006002.0273,17268373.7449,17290187.3221,20815300.8229,4.0,3331685950000.0,0.249546279492,0.250007275152,62,3.46688419418e-13,0.0155982225654,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-22169427.6563,643139.37458,-22160456.3723,-21398404.3536,-22958393.527,-22855059.0487,-21496356.0615,4.0,413628255135.0,0.249546279492,0.250007275152,67,3.46688419418e-13,0.0155982225654,0.250018051845
720.0,-567.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-63708253.1098,942599.319091,-63870260.038,-62416150.3622,-64676342.0012,-64563823.2271,-62625873.2932,4.0,888493476350.0,0.249546279492,0.125002976198,72,3.46688419418e-13,0.00779907001867,0.250018051845
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-75016376.845,876494.441344,-74940743.2657,-74026610.1429,-76157410.7058,-75986378.5996,-74152262.1015,4.0,768242505707.0,0.125226860254,0.249992724848,56,3.46688419418e-13,0.0078270161323,0.250018051845
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-100399803.549,871042.14959,-100700225.598,-99128755.3023,-101070007.696,-101033184.85,-99345831.3777,4.0,758714426363.0,0.125226860254,0.12498974865,51,3.46688419418e-13,0.00391330099566,0.250018051845
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-116504268.435,914746.170697,-116422522.986,-115698019.337,-117474008.431,-117417270.476,-115705710.022,4.0,836760556804.0,0.125226860254,0.250007275152,61,3.46688419418e-13,0.00782747168739,0.250018051845
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-144781299.687,1464938.29919,-144535022.779,-143276363.624,-146778789.565,-146468641.09,-143438745.955,4.0,2146044220430.0,0.250453720508,0.12498974865,79,3.46688419418e-13,0.00782547179608,0.249981948155
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-157037305.047,648780.923718,-156873624.03,-156479204.97,-157922767.161,-157801152.409,-156502611.11,4.0,420916686980.0,0.125226860254,0.250007275152,66,3.46688419418e-13,0.00782747168739,0.250018051845
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-187057389.489,1549068.27506,-186444271.926,-185983037.558,-189357976.545,-188921859.986,-186051283.579,4.0,2399612520790.0,0.250453720508,0.249992724848,84,3.46688419418e-13,0.0156517717545,0.249981948155
720.0,-705.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-198320452.323,645232.83695,-198299083.147,-197687517.579,-198996125.419,-198957885.573,-197712935.92,4.0,416325413879.0,0.125226860254,0.125002976198,71,3.46688419418e-13,0.00391371513664,0.250018051845
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-226956292.29,863378.281723,-226543492.072,-226488316.843,-228249868.174,-227999834.904,-226490669.982,4.0,745422057351.0,0.250453720508,0.250007275152,89,3.46688419418e-13,0.0156526827331,0.249981948155
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-268104628.284,1012766.0108,-268089375.763,-266879688.43,-269360073.178,-269169512.504,-267061097.591,4.0,1025694992630.0,0.250453720508,0.250007275152,94,3.46688419418e-13,0.0156526827331,0.249981948155
720.0,-292.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-308456188.799,995320.241273,-308728245.642,-307044516.881,-309323747.03,-309264135.911,-307267362.106,4.0,990662382688.0,0.250453720508,0.125002976198,99,3.46688419418e-13,0.00782629995845,0.249981948155
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-309453164.52,1523824.44513,-309390018.627,-307844240.833,-311188379.993,-311042252.537,-307952480.752,4.0,2322040939580.0,0.249546279492,0.12498974865,78,3.46688419418e-13,0.0077971186374,0.249981948155
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-313148125.102,1269245.42929,-313498396.234,-311324648.979,-314271058.961,-314159303.629,-311646566.99,4.0,1610983959780.0,0.249546279492,0.249992724848,83,3.46688419418e-13,0.0155950624366,0.249981948155
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-354194019.604,1133954.32283,-354178734.004,-352901558.924,-355517051.484,-355386357.392,-353023081.657,4.0,1285852406260.0,0.249546279492,0.250007275152,88,3.46688419418e-13,0.0155959701145,0.249981948155
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-395290910.357,1314363.30523,-395256300.293,-393769202.907,-396881837.936,-396699270.204,-393931004.601,4.0,1727550898130.0,0.249546279492,0.250007275152,93,3.46688419418e-13,0.0155959701145,0.249981948155
720.0,-430.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-437305752.82,1106012.97721,-437144020.815,-436141199.707,-438793769.943,-438569326.764,-436268603.682,4.0,1223264705760.0,0.249546279492,0.125002976198,98,3.46688419418e-13,0.00779794379918,0.249981948155
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-453508066.807,1940071.79266,-454064666.605,-450889220.389,-455013713.631,-455003267.062,-451233626.836,4.0,3763878560680.0,0.249546279492,0.249992724848,82,3.46688419418e-13,0.0155950624366,0.249981948155
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-468882550.117,514016.561763,-468897580.92,-468264655.739,-469470382.888,-469411472.257,-468332584.851,4.0,264213025767.0,0.249546279492,0.12498974865,77,3.46688419418e-13,0.0077971186374,0.249981948155
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-495640427.182,1016744.73567,-495695149.136,-494396004.402,-496775406.053,-496667300.338,-494536943.29,4.0,1033769857510.0,0.249546279492,0.250007275152,87,3.46688419418e-13,0.0155959701145,0.249981948155
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-499701682.885,951813.048257,-499731000.839,-498623985.629,-500720744.231,-500648488.609,-498713832.024,4.0,905948078832.0,0.125226860254,0.12498974865,105,3.46688419418e-13,0.00195636794902,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-536818635.695,688875.646452,-536605793.517,-536263936.586,-537799019.162,-537646910.556,-536288339.885,4.0,474549656275.0,0.249546279492,0.250007275152,92,3.46688419418e-13,0.0155959701145,0.249981948155
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-542647410.175,992436.875285,-542412705.166,-541777698.463,-543986531.905,-543808063.998,-541815343.365,4.0,984930951425.0,0.125226860254,0.249992724848,110,3.46688419418e-13,0.00391294293863,0.124990974078
720.0,-567.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-577548028.296,390337.733659,-577560493.896,-577082858.613,-577988266.777,-577946994.182,-577131610.568,4.0,152363546318.0,0.249546279492,0.125002976198,97,3.46688419418e-13,0.00779794379918,0.249981948155
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-582738774.795,1745641.31174,-583241705.761,-580247053.751,-584224633.906,-584126883.03,-580646563.207,4.0,3047263589260.0,0.125226860254,0.250007275152,115,3.46688419418e-13,0.00391317068328,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-599765827.6,2037288.94953,-599149146.941,-598049228.985,-602715787.534,-602202547.729,-598192460.394,4.0,4150546263890.0,0.125226860254,0.249992724848,81,3.46688419418e-13,0.00782588587727,0.249981948155
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-622650529.968,757009.403064,-622348326.23,-622130181.229,-623775286.182,-623564040.722,-622160104.447,4.0,573063236327.0,0.125226860254,0.250007275152,120,3.46688419418e-13,0.00391317068328,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-629507300.568,1220785.87137,-629348054.518,-628255666.063,-631077427.171,-630884119.156,-628353426.449,4.0,1490318143740.0,0.125226860254,0.12498974865,76,3.46688419418e-13,0.00391273589804,0.249981948155
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-642213279.166,1613606.85543,-642131002.468,-640324627.826,-644266483.902,-643959147.204,-640582598.505,4.0,2603727083900.0,0.125226860254,0.250007275152,86,3.46688419418e-13,0.00782634136657,0.249981948155
720.0,-154.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-662769260.238,2311968.69601,-662980041.034,-659992330.539,-665124628.348,-664976825.229,-660266602.134,4.0,5345199251310.0,0.125226860254,0.125002976198,125,3.46688419418e-13,0.00195657498961,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-667355442.746,1379449.58885,-666678013.139,-666641295.32,-669424449.384,-669013032.461,-666646254.479,4.0,1902881168180.0,0.250453720508,0.12498974865,104,3.46688419418e-13,0.00391273589804,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-679510657.961,1571652.26242,-679338557.134,-677942686.198,-681422831.378,-681228114.117,-678034142.963,4.0,2470090833980.0,0.250453720508,0.249992724848,109,3.46688419418e-13,0.00782588587727,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-682628296.535,1308382.69012,-682219486.467,-681552492.092,-684521721.114,-684202134.546,-681626792.62,4.0,1711865263810.0,0.125226860254,0.250007275152,91,3.46688419418e-13,0.00782634136657,0.249981948155
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-721989154.837,1796584.75321,-722140181.498,-720097220.719,-723579035.632,-723562498.659,-720204373.689,4.0,3227716775470.0,0.250453720508,0.250007275152,114,3.46688419418e-13,0.00782634136657,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-725373158.686,1482644.48932,-724938984.084,-724141004.941,-727473661.635,-727150319.044,-724203842.771,4.0,2198234681710.0,0.125226860254,0.125002976198,96,3.46688419418e-13,0.00391314997922,0.249981948155
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-762885669.057,778366.432216,-762875833.631,-762071864.842,-763719144.122,-763664617.187,-762120490.522,4.0,605854302800.0,0.250453720508,0.250007275152,119,3.46688419418e-13,0.00782634136657,0.124990974078
720.0,-292.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-805088354.556,722885.207029,-805004519.901,-804303605.161,-806040773.261,-805903919.393,-804390158.235,4.0,522563022542.0,0.250453720508,0.125002976198,124,3.46688419418e-13,0.00391314997922,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-831471667.562,1584645.02527,-831116361.666,-829952780.543,-833701166.373,-833319381.843,-830121381.536,4.0,2511099856110.0,0.249546279492,0.249992724848,108,3.46688419418e-13,0.00779753121829,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-831599810.73,1122937.02755,-831765094.741,-830192705.286,-832676348.153,-832621092.773,-830347131.072,4.0,1260987567850.0,0.249546279492,0.12498974865,103,3.46688419418e-13,0.0038985593187,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-872333354.017,848709.97346,-872071914.946,-871624177.146,-873565409.031,-873347508.971,-871685213.764,4.0,720308619050.0,0.249546279492,0.250007275152,113,3.46688419418e-13,0.00779798505727,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-914555272.128,1846459.0513,-914594795.952,-912407798.612,-916623697.997,-916441917.406,-912613293.497,4.0,3409411028140.0,0.249546279492,0.250007275152,118,3.46688419418e-13,0.00779798505727,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-958811566.769,1049988.75209,-958869444.235,-957478221.688,-960029156.918,-959876517.613,-957665587.474,4.0,1102476379510.0,0.249546279492,0.125002976198,123,3.46688419418e-13,0.00389897189959,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-984212984.031,936289.638391,-984239450.415,-983121833.531,-985251201.761,-985163079.417,-983225835.706,4.0,876638286959.0,0.249546279492,0.249992724848,107,3.46688419418e-13,0.00779753121829,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-990663228.877,2418110.62743,-989772257.195,-988879756.276,-994228644.842,-993586415.348,-988987402.762,4.0,5847259006480.0,0.249546279492,0.12498974865,102,3.46688419418e-13,0.0038985593187,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1026119642.6,1393692.89396,-1026005617.21,-1024714192.33,-1027753143.66,-1027605129.1,-1024793791.65,4.0,1942379882660.0,0.249546279492,0.250007275152,112,3.46688419418e-13,0.00779798505727,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1068160896.46,717796.352207,-1068031718.13,-1067548627.67,-1069031521.93,-1068946888.28,-1067555754.32,4.0,515231603242.0,0.249546279492,0.250007275152,117,3.46688419418e-13,0.00779798505727,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1110492629.71,2129567.34694,-1110454036.54,-1107929392.65,-1113133053.1,-1112757218.69,-1108282071.15,4.0,4535057085170.0,0.249546279492,0.125002976198,122,3.46688419418e-13,0.00389897189959,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1138098111.78,615781.230466,-1138107079.78,-1137412152.17,-1138766135.36,-1138717094.49,-1137466573.85,4.0,379186523794.0,0.125226860254,0.249992724848,106,3.46688419418e-13,0.00391294293863,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1150112353.65,1394339.65733,-1150072350.4,-1148869659.93,-1151435053.87,-1151399540.8,-1148881171.05,4.0,1944183080010.0,0.125226860254,0.12498974865,101,3.46688419418e-13,0.00195636794902,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1179844654.53,1982071.33117,-1180073016.46,-1177230629.65,-1182001955.55,-1181759385.86,-1177610216.51,4.0,3928606761860.0,0.125226860254,0.250007275152,111,3.46688419418e-13,0.00391317068328,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1222338571.15,1323124.88739,-1222350784.56,-1220823087.43,-1223829628.05,-1223698532.21,-1220961511.31,4.0,1750659467630.0,0.125226860254,0.250007275152,116,3.46688419418e-13,0.00391317068328,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1264558773.94,1242221.47138,-1264026385.54,-1263769176.86,-1266413147.8,-1266056975.99,-1263805915.64,4.0,1543114183960.0,0.125226860254,0.125002976198,121,3.46688419418e-13,0.00195657498961,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145000905005.0,386.21563921,-145000905031.0,-145000904517.0,-145000905439.0,-145000905393.0,-145000904580.0,4.0,149162.51997,0.125226860254,0.12498974865,1,3.46688419418e-13,0.00195636794902,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-514955353953.0,434696.831999,-514955280652.0,-514954913951.0,-514955940556.0,-514955855971.0,-514954954556.0,4.0,188961335750.0,0.249546279492,0.12498974865,27,3.46688419418e-13,0.00779824473773,0.250018051845
