npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-152974697613.0,3066675.831,-152974697613.0,-152972529146.0,-152976866080.0,-152976649234.0,-152972745993.0,2.0,9404500652450.0,0.125,0.00390616863659,1.17734560967e-13,110,0.249994792742,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153025712632.0,14769431.6233,-153025712632.0,-153015269067.0,-153036156197.0,-153035111841.0,-153016313424.0,2.0,218136110474000.0,0.125,0.00390631657006,1.17734560967e-13,115,0.250004260484,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153081503647.0,12227087.6954,-153081503647.0,-153072857790.0,-153090149503.0,-153089284918.0,-153073722376.0,2.0,149501673512000.0,0.125,0.00390633136341,1.17734560967e-13,120,0.250005207258,0.125
1193.0,-185.0,-4652.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-153148568048.0,2184465.74024,-153148568048.0,-153147023397.0,-153150112698.0,-153149958233.0,-153147177862.0,2.0,4771890570280.0,0.125,0.00195316568171,1.17734560967e-13,125,0.125002603629,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264033976859000.0,3194100.45815,-264033976859000.0,-264033974601000.0,-264033979118000.0,-264033978892000.0,-264033974826000.0,2.0,10202277736800.0,0.125,0.00390603549646,1.17734560967e-13,2,0.124993135887,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034041285000.0,1823882.17372,-264034041285000.0,-264034039996000.0,-264034042575000.0,-264034042446000.0,-264034040125000.0,2.0,3326546183630.0,0.125,0.00781233727318,1.17734560967e-13,7,0.249994792742,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034093386000.0,7930929.14742,-264034093386000.0,-264034087778000.0,-264034098994000.0,-264034098433000.0,-264034088339000.0,2.0,62899637141400.0,0.125,0.00781263314013,1.17734560967e-13,12,0.250004260484,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034151855000.0,5962801.05732,-264034151855000.0,-264034147638000.0,-264034156071000.0,-264034155649000.0,-264034148060000.0,2.0,35554996449200.0,0.125,0.00781266272682,1.17734560967e-13,17,0.250005207258,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034204624000.0,5994615.62547,-264034204624000.0,-264034200385000.0,-264034208863000.0,-264034208439000.0,-264034200809000.0,2.0,35935416497100.0,0.125,0.00390633136341,1.17734560967e-13,22,0.125002603629,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034215460000.0,3485370.51344,-264034215460000.0,-264034212995000.0,-264034217924000.0,-264034217678000.0,-264034213241000.0,2.0,12147807615900.0,0.25,0.00781207099292,1.17734560967e-13,28,0.124993135887,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034264333000.0,7159759.26525,-264034264333000.0,-264034259270000.0,-264034269396000.0,-264034268889000.0,-264034259777000.0,2.0,51262152736400.0,0.25,0.0156246745464,1.17734560967e-13,33,0.249994792742,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034323591000.0,8172916.35703,-264034323591000.0,-264034317812000.0,-264034329371000.0,-264034328793000.0,-264034318390000.0,2.0,66796561779000.0,0.25,0.0156252662803,1.17734560967e-13,38,0.250004260484,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034374751000.0,5478609.11438,-264034374751000.0,-264034370877000.0,-264034378625000.0,-264034378238000.0,-264034371264000.0,2.0,30015157828200.0,0.25,0.0156253254536,1.17734560967e-13,43,0.250005207258,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034420999000.0,10296586.8584,-264034420999000.0,-264034413718000.0,-264034428279000.0,-264034427551000.0,-264034414446000.0,2.0,106019700932000.0,0.25,0.00781207099292,1.17734560967e-13,54,0.124993135887,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034429627000.0,7872413.21075,-264034429627000.0,-264034424060000.0,-264034435194000.0,-264034434637000.0,-264034424617000.0,2.0,61974889760800.0,0.25,0.00781266272682,1.17734560967e-13,48,0.125002603629,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034489969000.0,20135573.2535,-264034489969000.0,-264034475731000.0,-264034504207000.0,-264034502783000.0,-264034477155000.0,2.0,405441310247000.0,0.25,0.0156246745464,1.17734560967e-13,59,0.249994792742,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034536225000.0,18568449.7721,-264034536225000.0,-264034523096000.0,-264034549355000.0,-264034548042000.0,-264034524409000.0,2.0,344787326940000.0,0.25,0.0156252662803,1.17734560967e-13,64,0.250004260484,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034604715000.0,9574873.92482,-264034604715000.0,-264034597944000.0,-264034611485000.0,-264034610808000.0,-264034598621000.0,2.0,91678210676300.0,0.25,0.0156253254536,1.17734560967e-13,69,0.250005207258,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034654258000.0,9407860.07608,-264034654258000.0,-264034647605000.0,-264034660910000.0,-264034660245000.0,-264034648270000.0,2.0,88507831211100.0,0.25,0.00390603549646,1.17734560967e-13,80,0.124993135887,0.125
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034665698000.0,6295013.12557,-264034665698000.0,-264034661247000.0,-264034670149000.0,-264034669704000.0,-264034661692000.0,2.0,39627190251100.0,0.25,0.00781266272682,1.17734560967e-13,74,0.125002603629,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034713519000.0,1979878.39284,-264034713519000.0,-264034712120000.0,-264034714919000.0,-264034714779000.0,-264034712259000.0,2.0,3919918450420.0,0.25,0.00781233727318,1.17734560967e-13,85,0.249994792742,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034751137000.0,4256545.78729,-264034751137000.0,-264034748127000.0,-264034754147000.0,-264034753846000.0,-264034748428000.0,2.0,18118182039300.0,0.25,0.00781263314013,1.17734560967e-13,90,0.250004260484,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034811332000.0,11927230.8467,-264034811332000.0,-264034802898000.0,-264034819766000.0,-264034818922000.0,-264034803742000.0,2.0,142258835671000.0,0.25,0.00781266272682,1.17734560967e-13,95,0.250005207258,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264034881700000.0,2341376.81313,-264034881700000.0,-264034880044000.0,-264034883356000.0,-264034883190000.0,-264034880210000.0,2.0,5482045381050.0,0.25,0.00390633136341,1.17734560967e-13,100,0.125002603629,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915916216000.0,4875421.4416,-527915916216000.0,-527915912769000.0,-527915919664000.0,-527915919319000.0,-527915913114000.0,2.0,23769734233200.0,0.125,0.00390603549646,1.17734560967e-13,3,0.124993135887,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527915976612000.0,13830305.2455,-527915976612000.0,-527915966832000.0,-527915986391000.0,-527915985414000.0,-527915967810000.0,2.0,191277343185000.0,0.125,0.00781233727318,1.17734560967e-13,8,0.249994792742,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916023111000.0,7541515.23417,-527916023111000.0,-527916017779000.0,-527916028444000.0,-527916027911000.0,-527916018312000.0,2.0,56874452027100.0,0.125,0.00781263314013,1.17734560967e-13,13,0.250004260484,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916098790000.0,3293003.61622,-527916098790000.0,-527916096462000.0,-527916101119000.0,-527916100886000.0,-527916096694000.0,2.0,10843872816400.0,0.125,0.00781266272682,1.17734560967e-13,18,0.250005207258,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916139205000.0,353412.587955,-527916139205000.0,-527916138955000.0,-527916139455000.0,-527916139430000.0,-527916138980000.0,2.0,124900457325.0,0.125,0.00390633136341,1.17734560967e-13,23,0.125002603629,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916154463000.0,3954710.7833,-527916154463000.0,-527916151667000.0,-527916157260000.0,-527916156980000.0,-527916151947000.0,2.0,15639737379500.0,0.25,0.00781207099292,1.17734560967e-13,29,0.124993135887,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916204388000.0,6756865.00203,-527916204388000.0,-527916199610000.0,-527916209166000.0,-527916208688000.0,-527916200088000.0,2.0,45655224655700.0,0.25,0.0156246745464,1.17734560967e-13,34,0.249994792742,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916253611000.0,1662697.64699,-527916253611000.0,-527916252435000.0,-527916254787000.0,-527916254669000.0,-527916252553000.0,2.0,2764563465310.0,0.25,0.0156252662803,1.17734560967e-13,39,0.250004260484,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916318999000.0,10858321.744,-527916318999000.0,-527916311321000.0,-527916326677000.0,-527916325909000.0,-527916312089000.0,2.0,117903151097000.0,0.25,0.0156253254536,1.17734560967e-13,44,0.250005207258,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916358417000.0,14754750.7977,-527916358417000.0,-527916347984000.0,-527916368851000.0,-527916367807000.0,-527916349028000.0,2.0,217702671101000.0,0.25,0.00390603549646,1.17734560967e-13,55,0.124993135887,0.125
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916378375000.0,13942147.2645,-527916378375000.0,-527916368517000.0,-527916388234000.0,-527916387248000.0,-527916369503000.0,2.0,194383470344000.0,0.25,0.00781266272682,1.17734560967e-13,49,0.125002603629,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916414621000.0,19786937.5917,-527916414621000.0,-527916400630000.0,-527916428613000.0,-527916427214000.0,-527916402029000.0,2.0,391522899257000.0,0.25,0.00781233727318,1.17734560967e-13,60,0.249994792742,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916470594000.0,17369991.857,-527916470594000.0,-527916458312000.0,-527916482876000.0,-527916481648000.0,-527916459540000.0,2.0,301716617113000.0,0.25,0.00781263314013,1.17734560967e-13,65,0.250004260484,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916532537000.0,24078198.1898,-527916532537000.0,-527916515511000.0,-527916549562000.0,-527916547860000.0,-527916517213000.0,2.0,579759628067000.0,0.25,0.00781266272682,1.17734560967e-13,70,0.250005207258,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527916581999000.0,2729662.11767,-527916581999000.0,-527916580069000.0,-527916583929000.0,-527916583736000.0,-527916580262000.0,2.0,7451055276620.0,0.25,0.00390633136341,1.17734560967e-13,75,0.125002603629,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797863607000.0,3227663.59088,-791797863607000.0,-791797861324000.0,-791797865889000.0,-791797865661000.0,-791797861553000.0,2.0,10417812255900.0,0.125,0.00390603549646,1.17734560967e-13,4,0.124993135887,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797903120000.0,4834845.62157,-791797903120000.0,-791797899702000.0,-791797906539000.0,-791797906197000.0,-791797900043000.0,2.0,23375732184400.0,0.125,0.00781233727318,1.17734560967e-13,9,0.249994792742,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791797967911000.0,5482722.5755,-791797967911000.0,-791797964034000.0,-791797971787000.0,-791797971400000.0,-791797964421000.0,2.0,30060246839900.0,0.125,0.00781263314013,1.17734560967e-13,14,0.250004260484,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798025653000.0,3048538.85913,-791798025653000.0,-791798023497000.0,-791798027808000.0,-791798027593000.0,-791798023712000.0,2.0,9293589175610.0,0.125,0.00781266272682,1.17734560967e-13,19,0.250005207258,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798086643000.0,6327605.40069,-791798086643000.0,-791798082169000.0,-791798091117000.0,-791798090670000.0,-791798082616000.0,2.0,40038590106800.0,0.25,0.00390603549646,1.17734560967e-13,30,0.124993135887,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798094297000.0,3961719.97926,-791798094297000.0,-791798091495000.0,-791798097098000.0,-791798096818000.0,-791798091776000.0,2.0,15695225194100.0,0.125,0.00390633136341,1.17734560967e-13,24,0.125002603629,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798140607000.0,3482688.45742,-791798140607000.0,-791798138144000.0,-791798143070000.0,-791798142823000.0,-791798138391000.0,2.0,12129118891400.0,0.25,0.00781233727318,1.17734560967e-13,35,0.249994792742,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798196286000.0,7185009.4076,-791798196286000.0,-791798191205000.0,-791798201366000.0,-791798200858000.0,-791798191713000.0,2.0,51624360187200.0,0.25,0.00781263314013,1.17734560967e-13,40,0.250004260484,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798230970000.0,4395993.40963,-791798230970000.0,-791798227861000.0,-791798234078000.0,-791798233767000.0,-791798228172000.0,2.0,19324758057500.0,0.25,0.00781266272682,1.17734560967e-13,45,0.250005207258,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791798301528000.0,1086524.28168,-791798301528000.0,-791798300760000.0,-791798302296000.0,-791798302219000.0,-791798300836000.0,2.0,1180535014680.0,0.25,0.00390633136341,1.17734560967e-13,50,0.125002603629,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679785260000.0,15861945.269,-1055679785260000.0,-1055679774040000.0,-1055679796470000.0,-1055679795350000.0,-1055679775160000.0,2.0,251601307716000.0,0.125,0.00195301774823,1.17734560967e-13,5,0.124993135887,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679841920000.0,14093393.6043,-1055679841920000.0,-1055679831950000.0,-1055679851880000.0,-1055679850890000.0,-1055679832950000.0,2.0,198623743284000.0,0.125,0.00390616863659,1.17734560967e-13,10,0.249994792742,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679913360000.0,995206.125473,-1055679913360000.0,-1055679912660000.0,-1055679914070000.0,-1055679914000000.0,-1055679912730000.0,2.0,990435232178.0,0.125,0.00390631657006,1.17734560967e-13,15,0.250004260484,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055679949980000.0,817671.323318,-1055679949980000.0,-1055679949400000.0,-1055679950560000.0,-1055679950500000.0,-1055679949460000.0,2.0,668586392977.0,0.125,0.00390633136341,1.17734560967e-13,20,0.250005207258,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055680011380000.0,15156935.8549,-1055680011380000.0,-1055680000670000.0,-1055680022100000.0,-1055680021030000.0,-1055680001740000.0,2.0,229732704509000.0,0.125,0.00195316568171,1.17734560967e-13,25,0.125002603629,0.125
