npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-ft_capacity
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1700625651.26,8327966.3529,1701300196.95,1708198990.98,1691703220.13,1692254152.46,1708052786.08,4.0,6.93550235751e+13,344,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-754.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1576662927.39,13088111.2553,1579202417.23,1588109514.13,1560137360.95,1561953140.64,1587817428.35,4.0,1.71298656232e+14,351,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1616511752.05,11307173.1991,1612937382.66,1632959300.0,1607212942.88,1607964772.49,1630062848.77,4.0,1.27852165755e+14,352,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1668680055.05,4728400.93741,1666973142.91,1675472370.33,1665301564.05,1665348375.9,1674401411.2,4.0,2.23577754249e+13,353,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1702258268.28,5228323.63845,1701812724.66,1708285308.42,1697122315.38,1697364692.49,1707775605.13,4.0,2.73353680684e+13,354,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-754.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,50535.0,ref,cooper,nebraska,covid,1576727860.87,12107993.4836,1576348775.22,1589856370.03,1564357523.02,1565023040.05,1588963401.61,4.0,1.46603506198e+14,361,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,50535.0,ref,cooper,nebraska,covid,1620469159.56,12827305.5878,1623989945.29,1630533991.32,1603362756.34,1605538903.48,1630470315.61,4.0,1.64539768643e+14,362,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,50535.0,ref,cooper,nebraska,covid,1672703093.47,4590806.02339,1672300634.28,1678592718.54,1667618386.8,1668157760.55,1677811869.27,4.0,2.10754999444e+13,363,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,50535.0,ref,cooper,nebraska,covid,1693083692.37,8629588.91324,1689950332.19,1705804733.78,1686629371.31,1687070360.96,1703483728.02,4.0,7.44698048115e+13,364,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-754.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58957.0,ref,cooper,nebraska,covid,1580096968.52,11018066.0207,1579533958.06,1591962460.22,1569357497.72,1569784592.38,1591197559.29,4.0,1.21397778837e+14,371,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58957.0,ref,cooper,nebraska,covid,1626593632.5,8294613.7583,1626775942.76,1636562645.31,1616259999.18,1617793634.9,1635138395.75,4.0,6.88006173994e+13,372,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58957.0,ref,cooper,nebraska,covid,1671612856.99,3553626.77025,1671974784.61,1675541120.8,1666960737.95,1667634231.61,1675084783.7,4.0,1.26282632222e+13,373,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,58957.0,ref,cooper,nebraska,covid,1699387693.74,12600039.1352,1700599671.91,1710936626.0,1685414805.16,1686416539.71,1710662078.34,4.0,1.58760986209e+14,374,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-754.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67380.0,ref,cooper,nebraska,covid,1584786606.29,5985472.15461,1584203204.23,1592435910.0,1578304106.72,1578923546.21,1591466429.27,4.0,3.58258769136e+13,381,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67380.0,ref,cooper,nebraska,covid,1626382448.35,9929817.57135,1627117865.84,1637272410.51,1614021651.21,1615473645.43,1636261666.79,4.0,9.86012770003e+13,382,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67380.0,ref,cooper,nebraska,covid,1661824890.06,6775073.17471,1661044871.19,1669669316.66,1655540501.2,1655734556.78,1669007249.76,4.0,4.59016165227e+13,383,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,67380.0,ref,cooper,nebraska,covid,1706997333.32,2402567.11539,1706808093.23,1709625143.26,1704748003.53,1704813284.46,1709446318.29,4.0,5.77232874394e+12,384,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-754.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,75802.0,ref,cooper,nebraska,covid,1579622004.1,8432039.5599,1582661909.67,1585673402.85,1567490794.22,1569414198.72,1585573941.69,4.0,7.10992911398e+13,391,1.17308946207e-12,0.0553064275037,0.000341424727057,0.0555599535571,0.111111111111
769.0,-680.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,75802.0,ref,cooper,nebraska,covid,1623481848.97,9114014.23679,1623666436.38,1633115926.19,1613478596.9,1614211298.02,1632493977.53,4.0,8.30652555084e+13,392,1.17308946207e-12,0.111360239163,0.000687463301778,0.0555599535571,0.111111111111
769.0,-605.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,75802.0,ref,cooper,nebraska,covid,1671201117.35,9836830.14509,1673274296.16,1679921512.2,1658334364.9,1659903738.6,1679596045.78,4.0,9.67632273034e+13,393,1.17308946207e-12,0.111360239163,0.000687463301778,0.0555599535571,0.111111111111
769.0,-531.0,-13347.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,75802.0,ref,cooper,nebraska,covid,1707845094.11,6089804.53579,1708880457.07,1714041897.32,1699577564.97,1700810029.57,1713430650.49,4.0,3.70857192842e+13,394,1.17308946207e-12,0.110612855007,0.000682849454115,0.0555599535571,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,cooper,nebraska,covid,1292268213.74,12413484.9007,1293497398.26,1303197957.61,1278880100.84,1279728703.97,1303086865.19,4.0,1.54094607379e+14,401,1.17308946207e-12,0.0553064275037,0.000341019330801,0.0554939835339,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,cooper,nebraska,covid,1363811980.07,12310577.5348,1364647893.0,1374808968.12,1351143166.18,1351778556.99,1374675125.06,4.0,1.5155031924e+14,402,1.17308946207e-12,0.111360239163,0.000686647030937,0.0554939835339,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,cooper,nebraska,covid,1422336859.0,18418124.3,1428170484.39,1436053769.2,1396952698.02,1400487546.0,1436019096.45,4.0,3.3922730273e+14,403,1.17308946207e-12,0.111360239163,0.000686647030937,0.0554939835339,0.111111111111
769.0,-531.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,cooper,nebraska,covid,1502790899.82,7997884.75863,1502529087.11,1512650069.72,1493455355.34,1494527771.91,1511420565.52,4.0,6.39661606124e+13,404,1.17308946207e-12,0.110612855007,0.000682038661602,0.0554939835339,0.111111111111
769.0,-457.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,ref,cooper,nebraska,covid,1573358966.03,2716239.14067,1572843858.46,1576958286.04,1570789861.16,1570946179.24,1576492903.42,4.0,7.37795506931e+12,405,1.17308946207e-12,0.111360239163,0.000686647030937,0.0554939835339,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8422.0,ref,cooper,nebraska,covid,1338854686.1,15253169.2618,1338724043.12,1353605464.59,1324365193.58,1324774847.6,1353117424.78,4.0,2.32659172529e+14,411,1.17308946207e-12,0.0553064275037,0.000682484597484,0.111060534093,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8422.0,ref,cooper,nebraska,covid,1401941436.87,9100871.98024,1401557859.59,1411709109.99,1392940918.32,1393334919.59,1411084962.35,4.0,8.28258708008e+13,412,1.17308946207e-12,0.111360239163,0.0013741919598,0.111060534093,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8422.0,ref,cooper,nebraska,covid,1472664372.78,4981041.38882,1474750891.36,1475871344.82,1465284363.6,1466599557.52,1475808062.04,4.0,2.48107733171e+13,413,1.17308946207e-12,0.111360239163,0.0013741919598,0.111060534093,0.111111111111
769.0,-531.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8422.0,ref,cooper,nebraska,covid,1524270856.38,16519237.1524,1530564376.1,1536143620.55,1499811052.78,1504377299.61,1535353485.54,4.0,2.72885196096e+14,414,1.17308946207e-12,0.110612855007,0.00136496919497,0.111060534093,0.111111111111
769.0,-457.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8422.0,ref,cooper,nebraska,covid,1565725504.58,9867141.48888,1567578378.77,1573914259.52,1553831001.26,1554964316.89,1573892668.41,4.0,9.73604811615e+13,415,1.17308946207e-12,0.111360239163,0.0013741919598,0.111060534093,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,16845.0,ref,cooper,nebraska,covid,1361142379.81,11657109.3672,1360110722.18,1375819316.13,1348528758.72,1349675311.57,1374053768.72,4.0,1.35888198799e+14,421,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,16845.0,ref,cooper,nebraska,covid,1419357512.78,11629476.4633,1418477261.96,1433549534.02,1406925993.19,1407922090.8,1432025285.92,4.0,1.35244722811e+14,422,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,16845.0,ref,cooper,nebraska,covid,1482145960.44,7865916.48354,1482186332.05,1490660282.72,1473550894.93,1474181744.09,1490053656.53,4.0,6.18726421261e+13,423,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,16845.0,ref,cooper,nebraska,covid,1528148746.59,14046945.2171,1525947875.46,1545054292.36,1515644943.1,1515934856.24,1543443856.54,4.0,1.97316669932e+14,424,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-457.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,16845.0,ref,cooper,nebraska,covid,1567439228.83,7883799.59253,1566052477.56,1577756768.53,1559895191.66,1560353390.27,1576466519.17,4.0,6.21542960152e+13,425,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,25267.0,ref,cooper,nebraska,covid,1372103691.98,25619624.8184,1382002797.96,1390232192.56,1334176979.45,1341090333.87,1389258301.72,4.0,6.56365175833e+14,431,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,25267.0,ref,cooper,nebraska,covid,1438953052.2,4928157.48815,1438878168.62,1444406308.34,1433649563.23,1434023281.33,1443987660.1,4.0,2.4286736228e+13,432,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,25267.0,ref,cooper,nebraska,covid,1497054870.74,5388818.0349,1497777242.2,1501850953.94,1490814044.63,1491337567.18,1501760854.26,4.0,2.90393598133e+13,433,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,25267.0,ref,cooper,nebraska,covid,1526873292.78,14350080.5193,1525367275.01,1545401450.1,1511357170.99,1512885580.54,1542969429.89,4.0,2.0592481091e+14,434,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-457.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,25267.0,ref,cooper,nebraska,covid,1563771352.63,15165998.42,1569053567.43,1575183605.01,1541794670.67,1545397393.12,1574750211.43,4.0,2.30007508076e+14,435,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1376678977.95,23161879.879,1379834704.23,1396666715.22,1350379788.13,1352430248.6,1396509690.53,4.0,5.3647267953e+14,441,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1444751908.45,3847376.03243,1445998628.16,1447646908.9,1439363468.58,1440149763.53,1447608645.79,4.0,1.48023023349e+13,442,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1485078022.05,18459207.6461,1491197324.32,1499604234.26,1458313205.3,1462771848.51,1498817172.41,4.0,3.40742346923e+14,443,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-531.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1525741937.51,5432415.3632,1527113372.62,1530597206.46,1518143798.35,1519291758.3,1530272107.57,4.0,2.95111366783e+13,444,1.17308946207e-12,0.110612855007,0.00136577998748,0.111126504117,0.111111111111
769.0,-457.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,33690.0,ref,cooper,nebraska,covid,1561821716.25,11975385.6095,1563661786.58,1571883075.26,1548080216.59,1549192409.76,1571874924.28,4.0,1.43409860496e+14,445,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-754.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1382036050.23,18938710.2896,1384404210.17,1402618667.4,1356717113.17,1360834181.55,1399922494.99,4.0,3.58674747434e+14,451,1.17308946207e-12,0.0553064275037,0.000682889993741,0.111126504117,0.111111111111
769.0,-680.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1436389651.98,19483245.7182,1437205185.62,1454370545.49,1416777691.21,1417643614.46,1453993942.42,4.0,3.79596863715e+14,452,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
769.0,-605.0,-11479.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,42112.0,ref,cooper,nebraska,covid,1483632901.54,10917014.0176,1485943303.48,1493232673.9,1469412325.32,1471123544.04,1492907696.35,4.0,1.1918119506e+14,453,1.17308946207e-12,0.111360239163,0.00137500823064,0.111126504117,0.111111111111
