smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-764917201.086,40352474.2592,-764917201.086,-736383692.9,-793450709.272,-790597358.454,-739237043.718,2.0,1628322178840000.0,0.166666918614,0.166693548387,0.0,0.0833311939206,314,0.00231513223407
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-776362422.349,1407862.37605,-776362422.349,-775366913.316,-777357931.382,-777258380.479,-775466464.22,2.0,1982076469890.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,171,0.00463035595805
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-788555656.706,32321677.8862,-788555656.706,-765700779.093,-811410534.318,-809125046.557,-767986266.854,2.0,1044690861380000.0,0.16666607879,0.166693548387,0.0,0.0833311939206,304,0.00231512056827
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-797336207.864,24211739.2221,-797336207.864,-780215922.876,-814456492.853,-812744464.354,-781927951.375,2.0,586208316161000.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.166668806079,211,0.00231410130302
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-818364967.865,3409393.87943,-818364967.865,-815954162.334,-820775773.397,-820534692.844,-816195242.887,2.0,11623966625100.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,79,0.0046304451148
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-825814488.541,18758209.1303,-825814488.541,-812550431.662,-839078545.42,-837752139.732,-813876837.349,2.0,351870409778000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,222,0.0046304451148
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-828976237.636,6544793.60087,-828976237.636,-824348369.699,-833604105.572,-833141318.779,-824811156.493,2.0,42834323278000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,170,0.00463035595805
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-857449013.552,626185.286566,-857449013.552,-857006233.69,-857891793.414,-857847515.428,-857050511.676,2.0,392108013112.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.166668806079,78,0.00231410246908
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-884779491.848,26295509.2169,-884779491.848,-866185758.966,-903373224.73,-901513851.442,-868045132.254,2.0,691453804975000.0,0.16666607879,0.166693548387,0.0,0.0833311939206,303,0.00231512056827
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-888106984.232,19840453.7577,-888106984.232,-874077664.838,-902136303.626,-900733371.686,-875480596.778,2.0,393643605310000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.166668806079,221,0.00462820493816
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-901195448.618,14289524.1287,-901195448.618,-891091229.207,-911299668.03,-910289246.088,-892101651.148,2.0,204190499825000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,262,0.00463035362484
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-907580876.513,107532790.196,-907580876.513,-831543711.366,-983618041.661,-976014325.146,-839147427.881,2.0,1.15633009672e+16,0.166666918614,0.166693548387,0.0,0.0833311939206,313,0.00231513223407
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-926272190.762,2584782.90511,-926272190.762,-924444473.242,-928099908.282,-927917136.53,-924627244.994,2.0,6681102666560.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,169,0.00231405791227
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-927230801.3,2933541.07579,-927230801.3,-925156474.513,-929305128.088,-929097695.409,-925363907.191,2.0,8605663243330.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,272,0.00463035595805
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,992273.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-928171740.807,45460998.5275,-928171740.807,-896025960.468,-960317521.145,-957102943.111,-899240538.502,2.0,2066702387120000.0,0.16666607879,0.0833064516129,0.0,0.0833311939206,302,0.00115700026464
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-928540529.055,5638536.93361,-928540529.055,-924553481.353,-932527576.757,-932128871.987,-924952186.123,2.0,31793098751700.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,129,0.00463035595805
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-947486221.032,45818604.6087,-947486221.032,-915087575.009,-979884867.056,-976645002.453,-918327439.611,2.0,2099344528290000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,261,0.00463035362484
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-998619452.709,26780709.5501,-998619452.709,-979682631.381,-1017556274.04,-1015662591.9,-981576313.514,2.0,717206404009000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,220,0.0046304451148
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1017349152.15,8141589.35834,-1017349152.15,-1011592179.11,-1023106125.2,-1022530427.89,-1012167876.41,2.0,66285477279800.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,128,0.00463035595805
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1022601284.25,68596357.0912,-1022601284.25,-974096334.984,-1071106233.51,-1066255738.58,-978946829.91,2.0,4705460206180000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,271,0.00463035595805
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1039331441.38,9780349.87023,-1039331441.38,-1032415689.67,-1046247193.1,-1045555617.93,-1033107264.84,2.0,95655243584100.0,0.166666918614,0.166612903226,0.0,0.0833311939206,312,0.00231401218945
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1074598860.3,7397161.53644,-1074598860.3,-1069368277.22,-1079829443.38,-1079306385.07,-1069891335.52,2.0,54717998796100.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.0833344030397,36,0.00115705065151
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1087784171.12,87448352.2411,-1087784171.12,-1025948848.25,-1149619494.0,-1143435961.71,-1032132380.54,2.0,7647214309680000.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.16666559696,260,0.00231405674623
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1090927206.88,22487852.6091,-1090927206.88,-1075025893.81,-1106828519.96,-1105238388.65,-1076616025.12,2.0,505703514970000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,179,0.00462811582454
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1095181040.32,2246670.94664,-1095181040.32,-1093592404.06,-1096769676.58,-1096610812.96,-1093751267.69,2.0,5047530342460.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,127,0.00231405791227
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1106434984.75,15039381.5437,-1106434984.75,-1095800536.07,-1117069433.42,-1116005988.55,-1096863980.94,2.0,226182997216000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,219,0.0046304451148
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1131551839.73,24951855.3877,-1131551839.73,-1113908213.58,-1149195465.87,-1147431103.26,-1115672576.19,2.0,622595087287000.0,0.166667002596,0.0833064516129,0.0,0.0833311939206,322,0.00115700667773
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1181224989.85,74010758.554,-1181224989.85,-1128891480.6,-1233558499.11,-1228325148.18,-1134124831.52,2.0,5477592381730000.0,0.166666918614,0.166693548387,0.0,0.0833311939206,311,0.00231513223407
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1182585695.08,34215913.2201,-1182585695.08,-1158391390.82,-1206779999.34,-1204360568.92,-1160810821.24,2.0,1170728717490000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,178,0.00463035595805
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1192076149.41,15085826.0648,-1192076149.41,-1181408859.5,-1202743439.32,-1201676710.33,-1182475588.49,2.0,227582148057000.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,270,0.00462811582454
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1210370466.68,22987487.641,-1210370466.68,-1194115858.29,-1226625075.08,-1224999614.24,-1195741319.13,2.0,528424588044000.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.166668806079,218,0.00231410246908
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1212099516.13,28422766.3602,-1212099516.13,-1192001585.3,-1232197446.97,-1230187653.88,-1194011378.38,2.0,807853647565000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,321,0.00231513340065
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1224324815.27,1984573.28922,-1224324815.27,-1222921510.04,-1225728120.5,-1225587789.98,-1223061840.57,2.0,3938531140280.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,86,0.00463044278155
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1252234111.96,32112885.1554,-1252234111.96,-1229526873.1,-1274941350.81,-1272670626.93,-1231797596.99,2.0,1031237393000000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,229,0.0046304451148
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1277106468.31,21278036.6722,-1277106468.31,-1262060624.29,-1292152312.33,-1290647727.93,-1263565208.69,2.0,452754844622000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,177,0.00463035595805
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1296418940.84,10307980.7983,-1296418940.84,-1289130097.72,-1303707783.96,-1302978899.65,-1289858982.03,2.0,106254468137000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,269,0.00463035595805
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1300236319.75,4636727.76121,-1300236319.75,-1296957658.1,-1303514981.39,-1303187115.22,-1297285524.27,2.0,21499244331500.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.166668806079,85,0.00231410130302
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1302076564.06,0.0,-1302076564.06,-1302076564.06,-1302076564.06,-1302076564.06,-1302076564.06,2.0,0.0,0.083332619483,0.0833064516129,1.73877090418e-14,0.0833344030397,1,0.000578519495451
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1306231748.81,67847971.7427,-1306231748.81,-1258255987.9,-1354207509.72,-1349409933.63,-1263053563.99,2.0,4603347269600000.0,0.166666918614,0.166693548387,0.0,0.0833311939206,310,0.00231513223407
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1355771264.42,4063574.82581,-1355771264.42,-1352897883.1,-1358644645.73,-1358357307.6,-1353185221.23,2.0,16512640364900.0,0.166667002596,0.166612903226,1.73877090418e-14,0.166668806079,228,0.00462820493816
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1357996492.52,86029272.9066,-1357996492.52,-1297164610.26,-1418828374.77,-1412745186.54,-1303247798.49,2.0,7401035796840000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,320,0.00231513340065
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1363411533.97,31358126.6179,-1363411533.97,-1341237989.99,-1385585077.94,-1383367723.55,-1343455344.39,2.0,983332104985000.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,176,0.00231405791227
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1364026422.44,9094408.87254,-1364026422.44,-1357595704.26,-1370457140.63,-1369814068.81,-1358238776.08,2.0,82708272741000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,136,0.00463035362484
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1404793038.23,40669088.4289,-1404793038.23,-1376035650.02,-1433550426.45,-1430674687.63,-1378911388.84,2.0,1653974753640000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,268,0.00463035595805
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1418805150.13,61357186.5692,-1418805150.13,-1375419067.44,-1462191232.83,-1457852624.56,-1379757675.71,2.0,3764704343690000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,279,0.00463035595805
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1984546.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1440164992.77,36911920.8185,-1440164992.77,-1414064323.25,-1466265662.29,-1463655595.33,-1416674390.2,2.0,1362489898510000.0,0.166666918614,0.0833064516129,0.0,0.0833311939206,309,0.00115700609472
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1462347964.29,25608594.7696,-1462347964.29,-1444239953.27,-1480455975.31,-1478645174.21,-1446050754.37,2.0,655800126076000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,227,0.0046304451148
720.0,-601.8,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1473218606.81,16157944.7131,-1473218606.81,-1461793214.53,-1484643999.08,-1483501459.86,-1462935753.76,2.0,261079177351000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,135,0.00463035362484
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1488580084.13,3511024.20241,-1488580084.13,-1486097415.11,-1491062753.15,-1490814486.25,-1486345682.01,2.0,12327290949900.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.0833344030397,43,0.000578525325755
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1491783009.82,41781795.7955,-1491783009.82,-1462238818.69,-1521327200.96,-1518372781.85,-1465193237.8,2.0,1745718459900000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,278,0.00463035595805
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1504605887.81,7040242.46513,-1504605887.81,-1499627684.62,-1509584091.0,-1509086270.68,-1500125504.94,2.0,49565013967800.0,0.166667002596,0.166612903226,0.0,0.0833311939206,319,0.00231401335546
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1506072376.59,2088002.99634,-1506072376.59,-1504595935.52,-1507548817.67,-1507401173.56,-1504743579.62,2.0,4359756512720.0,0.166666918614,0.166612903226,1.73877090418e-14,0.16666559696,186,0.00462811349247
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1508310712.22,77729883.9484,-1508310712.22,-1453347384.18,-1563274040.26,-1557777707.45,-1458843716.98,2.0,6041934858630000.0,0.166667002596,0.0833064516129,0.0,0.0833311939206,329,0.00115700667773
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1522832852.65,54630743.8079,-1522832852.65,-1484203083.24,-1561462622.05,-1557599645.11,-1488066060.18,2.0,2984518169000000.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.16666559696,267,0.00231405791227
720.0,-705.1,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1533930803.35,21265269.2255,-1533930803.35,-1518893987.28,-1548967619.42,-1547463937.81,-1520397668.88,2.0,452211675235000.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.16666559696,134,0.00231405674623
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1574636860.39,21002238.1513,-1574636860.39,-1559786035.37,-1589487685.41,-1588002602.9,-1561271117.87,2.0,441094007363000.0,0.166667002596,0.166693548387,1.73877090418e-14,0.166668806079,226,0.0046304451148
720.0,-498.4,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1586101883.89,11464497.5262,-1586101883.89,-1577995259.95,-1594208507.84,-1593397845.44,-1578805922.34,2.0,131434703527000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,185,0.00463035362484
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1601578696.13,9460492.68762,-1601578696.13,-1594889117.6,-1608268274.67,-1607599316.81,-1595558075.45,2.0,89500921892500.0,0.166667002596,0.166612903226,1.73877090418e-14,0.16666559696,277,0.00462811582454
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1626443318.55,58564367.675,-1626443318.55,-1585032057.03,-1667854580.07,-1663713453.91,-1589173183.18,2.0,3429785161180000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,328,0.00231513340065
720.0,-498.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1639927190.26,8318540.70319,-1639927190.26,-1634045093.72,-1645809286.8,-1645221077.15,-1634633303.38,2.0,69198119430700.0,0.166667002596,0.166693548387,0.0,0.0833311939206,318,0.00231513340065
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1647468624.24,13786961.3457,-1647468624.24,-1637719770.38,-1657217478.1,-1656242592.71,-1638694655.76,2.0,190080303148000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.166668806079,236,0.00463044278155
720.0,-601.8,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1651989454.58,3182684.16552,-1651989454.58,-1649738957.02,-1654239952.13,-1654014902.38,-1649964006.78,2.0,10129478497400.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.166668806079,93,0.00231522139078
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1666155249.05,2987748.92981,-1666155249.05,-1664042591.52,-1668267906.58,-1668056640.82,-1664253857.27,2.0,8926643667560.0,0.166667002596,0.0833064516129,1.73877090418e-14,0.166668806079,225,0.00231410246908
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1693149791.99,5920012.96903,-1693149791.99,-1688963710.68,-1697335873.31,-1696917265.18,-1689382318.81,2.0,35046553553500.0,0.166667002596,0.166693548387,1.73877090418e-14,0.16666559696,276,0.00463035595805
720.0,-705.1,-15122.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1707272148.8,18318995.2404,-1707272148.8,-1694318663.04,-1720225634.55,-1718930285.98,-1695614011.61,2.0,335585586619000.0,0.0833334593069,0.0833064516129,1.73877090418e-14,0.166668806079,92,0.00115705065151
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1710294879.01,23510815.747,-1710294879.01,-1693670221.76,-1726919536.25,-1725257070.53,-1695332687.48,2.0,552758457089000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,184,0.00463035362484
720.0,-395.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1715575897.89,26348148.3382,-1715575897.89,-1696944943.53,-1734206852.26,-1732343756.82,-1698808038.97,2.0,694224920854000.0,0.083332619483,0.166612903226,1.73877090418e-14,0.16666559696,151,0.00231403342547
720.0,-601.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1747996159.17,64480886.9205,-1747996159.17,-1702401286.78,-1793591031.57,-1789031544.33,-1706960774.01,2.0,4157784778060000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,317,0.00231513340065
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1756556681.64,12603592.9482,-1756556681.64,-1747644595.6,-1765468767.68,-1764577559.07,-1748535804.2,2.0,158850555204000.0,0.166666918614,0.166612903226,1.73877090418e-14,0.166668806079,235,0.00462820260604
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1797194908.81,25349667.2409,-1797194908.81,-1779269987.2,-1815119830.41,-1813327338.25,-1781062479.36,2.0,642605629227000.0,0.166666918614,0.166693548387,1.73877090418e-14,0.16666559696,286,0.00463035362484
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4961366.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1799946256.84,42277881.9466,-1799946256.84,-1770051279.82,-1829841233.86,-1826851736.16,-1773040777.52,2.0,1787419301890000.0,0.166666918614,0.0833064516129,1.73877090418e-14,0.16666559696,183,0.00231405674623
720.0,-498.4,-12525.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,5953639.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1801556884.7,18265709.0048,-1801556884.7,-1788641078.0,-1814472691.4,-1813181110.73,-1789932658.67,2.0,333636125449000.0,0.0833334593069,0.166693548387,1.73877090418e-14,0.16666559696,143,0.00231517681242
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,3969093.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,texas,-1827647616.72,13024122.5546,-1827647616.72,-1818438171.34,-1836857062.1,-1835936117.56,-1819359115.88,2.0,169627768316000.0,0.166667002596,0.166693548387,0.0,0.0833311939206,327,0.00231513340065
