smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686185093244.0,1474737.29923,-686185093244.0,-686184050448.0,-686186136041.0,-686186031762.0,-686184154727.0,2.0,2174850101730.0,13,1.83230531396e-13,0.124995105963,0.00779688984465,0.249546279492,0.249963898917
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194931833662000.0,2174910.04406,-194931833662000.0,-194931832124000.0,-194931835200000.0,-194931835046000.0,-194931832278000.0,2.0,4730233699750.0,118,1.83230531396e-13,0.125001398296,0.00779728234506,0.249546279492,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297130342000.0,7510328.1791,-195297130342000.0,-195297125031000.0,-195297135653000.0,-195297135122000.0,-195297125562000.0,2.0,56405029357700.0,124,1.83230531396e-13,0.125001398296,0.003913383159,0.125226860254,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807325944000.0,1308303.32966,-195807325944000.0,-195807325019000.0,-195807326869000.0,-195807326777000.0,-195807325112000.0,2.0,1711657602390.0,106,1.83230531396e-13,0.125001398296,0.00391394826849,0.250453720508,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111192155000.0,2300999.29235,-196111192155000.0,-196111190528000.0,-196111193782000.0,-196111193619000.0,-196111190690000.0,2.0,5294597743390.0,112,1.83230531396e-13,0.125001398296,0.00779840846903,0.249546279492,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275884974000.0,740746.878068,-199275884974000.0,-199275884450000.0,-199275885497000.0,-199275885445000.0,-199275884502000.0,2.0,548705937368.0,93,1.83230531396e-13,0.250003495741,0.0155946083013,0.249546279492,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641193118000.0,790068.658814,-199641193118000.0,-199641192560000.0,-199641193677000.0,-199641193621000.0,-199641192616000.0,2.0,624208485639.0,99,1.83230531396e-13,0.250003495741,0.00782678820604,0.125226860254,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151382186000.0,2046782.51628,-200151382186000.0,-200151380739000.0,-200151383634000.0,-200151383489000.0,-200151380884000.0,2.0,4189318668950.0,81,1.83230531396e-13,0.250003495741,0.00782791842816,0.250453720508,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455249710000.0,147436.757819,-200455249710000.0,-200455249605000.0,-200455249814000.0,-200455249803000.0,-200455249616000.0,2.0,21737597556.2,87,1.83230531396e-13,0.250003495741,0.0155968605555,0.249546279492,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203619970118000.0,1482408.04521,-203619970118000.0,-203619969070000.0,-203619971166000.0,-203619971062000.0,-203619969175000.0,2.0,2197533612490.0,68,1.83230531396e-13,0.250003495741,0.0155946083013,0.249546279492,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985276835000.0,3462340.55381,-203985276835000.0,-203985274387000.0,-203985279283000.0,-203985279038000.0,-203985274631000.0,2.0,11987802110500.0,74,1.83230531396e-13,0.250003495741,0.00782678820604,0.125226860254,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495465094000.0,1839784.4749,-204495465094000.0,-204495463793000.0,-204495466395000.0,-204495466265000.0,-204495463923000.0,2.0,3384806914090.0,56,1.83230531396e-13,0.250003495741,0.00782791842816,0.250453720508,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799333667000.0,62705.3896663,-204799333667000.0,-204799333622000.0,-204799333711000.0,-204799333706000.0,-204799333627000.0,2.0,3931965893.21,62,1.83230531396e-13,0.250003495741,0.0155968605555,0.249546279492,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964026909000.0,3436529.16756,-207964026909000.0,-207964024479000.0,-207964029339000.0,-207964029096000.0,-207964024722000.0,2.0,11809732719500.0,43,1.83230531396e-13,0.249996504259,0.0155941721897,0.249546279492,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329332705000.0,2430501.30313,-208329332705000.0,-208329330986000.0,-208329334423000.0,-208329334252000.0,-208329331158000.0,2.0,5907336584510.0,49,1.83230531396e-13,0.249996504259,0.00782656932572,0.125226860254,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839522711000.0,1156117.06817,-208839522711000.0,-208839521894000.0,-208839523529000.0,-208839523447000.0,-208839521975000.0,2.0,1336606675320.0,31,1.83230531396e-13,0.249996504259,0.00782769951624,0.250453720508,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143388863000.0,4107519.91747,-209143388863000.0,-209143385959000.0,-209143391768000.0,-209143391477000.0,-209143386249000.0,2.0,16871719872400.0,37,1.83230531396e-13,0.249996504259,0.015596424381,0.249546279492,0.25
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307866996000.0,3037074.95673,-212307866996000.0,-212307864849000.0,-212307869144000.0,-212307868929000.0,-212307865064000.0,2.0,9223824292790.0,18,1.83230531396e-13,0.124995105963,0.00779688984465,0.249546279492,0.249963898917
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673169771000.0,7460615.52298,-212673169771000.0,-212673164495000.0,-212673175046000.0,-212673174519000.0,-212673165023000.0,2.0,55660783981700.0,24,1.83230531396e-13,0.124995105963,0.00391318616671,0.125226860254,0.25
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183358396000.0,2829184.06046,-213183358396000.0,-213183356395000.0,-213183360397000.0,-213183360196000.0,-213183356596000.0,2.0,8004282447950.0,6,1.83230531396e-13,0.124995105963,0.00391375124775,0.250453720508,0.125018050542
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487225589000.0,2279256.64271,-213487225589000.0,-213487223977000.0,-213487227200000.0,-213487227039000.0,-213487224138000.0,2.0,5195010843340.0,12,1.83230531396e-13,0.124995105963,0.00779801591193,0.249546279492,0.25
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732871127000.0,1779250.01354,-407732871127000.0,-407732869869000.0,-407732872386000.0,-407732872260000.0,-407732869995000.0,2.0,3165730610680.0,117,1.83230531396e-13,0.125001398296,0.00779840846903,0.249546279492,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098195796000.0,3083329.30826,-408098195796000.0,-408098193616000.0,-408098197977000.0,-408098197759000.0,-408098193834000.0,2.0,9506919623160.0,123,1.83230531396e-13,0.125001398296,0.00391281804952,0.125226860254,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973693367000.0,573362.439078,-408973693367000.0,-408973692961000.0,-408973693772000.0,-408973693732000.0,-408973693002000.0,2.0,328744486546.0,111,1.83230531396e-13,0.125001398296,0.0038997672965,0.249546279492,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412076933376000.0,6557826.022,-412076933376000.0,-412076928739000.0,-412076938013000.0,-412076937549000.0,-412076929203000.0,2.0,43005082134900.0,92,1.83230531396e-13,0.250003495741,0.0155968605555,0.249546279492,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442252618000.0,1631618.4478,-412442252618000.0,-412442251464000.0,-412442253772000.0,-412442253656000.0,-412442251579000.0,2.0,2662178759210.0,98,1.83230531396e-13,0.250003495741,0.00782565798392,0.125226860254,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317752015000.0,1758638.24862,-413317752015000.0,-413317750771000.0,-413317753258000.0,-413317753134000.0,-413317750895000.0,2.0,3092808489490.0,86,1.83230531396e-13,0.250003495741,0.00779955640487,0.249546279492,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421009339000.0,3971945.27365,-416421009339000.0,-416421006531000.0,-416421012148000.0,-416421011867000.0,-416421006812000.0,2.0,15776349256900.0,67,1.83230531396e-13,0.250003495741,0.0155968605555,0.249546279492,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786330669000.0,8258739.78531,-416786330669000.0,-416786324829000.0,-416786336509000.0,-416786335925000.0,-416786325413000.0,2.0,68206782841500.0,73,1.83230531396e-13,0.250003495741,0.00782565798392,0.125226860254,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661833259000.0,2521016.56168,-417661833259000.0,-417661831476000.0,-417661835042000.0,-417661834863000.0,-417661831655000.0,2.0,6355524504280.0,61,1.83230531396e-13,0.250003495741,0.00779955640487,0.249546279492,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765072842000.0,866544.732073,-420765072842000.0,-420765072229000.0,-420765073455000.0,-420765073393000.0,-420765072290000.0,2.0,750899772683.0,42,1.83230531396e-13,0.249996504259,0.015596424381,0.249546279492,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130383801000.0,5882634.77055,-421130383801000.0,-421130379641000.0,-421130387960000.0,-421130387544000.0,-421130380057000.0,2.0,34605391843700.0,48,1.83230531396e-13,0.249996504259,0.0078254391352,0.125226860254,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422005894460000.0,230766.861302,-422005894460000.0,-422005894297000.0,-422005894623000.0,-422005894607000.0,-422005894313000.0,2.0,53253344275.3,36,1.83230531396e-13,0.249996504259,0.0077993382861,0.249546279492,0.125018050542
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425108913315000.0,1778232.88463,-425108913315000.0,-425108912058000.0,-425108914572000.0,-425108914447000.0,-425108912183000.0,2.0,3162112191980.0,17,1.83230531396e-13,0.124995105963,0.00779801591193,0.249546279492,0.25
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474226549000.0,2669994.23776,-425474226549000.0,-425474224661000.0,-425474228437000.0,-425474228248000.0,-425474224849000.0,2.0,7128869229680.0,23,1.83230531396e-13,0.124995105963,0.00391262108568,0.125226860254,0.249963898917
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349730252000.0,1373888.80944,-426349730252000.0,-426349729281000.0,-426349731224000.0,-426349731126000.0,-426349729378000.0,2.0,1887570460700.0,11,1.83230531396e-13,0.124995105963,0.00389957098961,0.249546279492,0.125018050542
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595380021000.0,8274102.16627,-620595380021000.0,-620595374171000.0,-620595385872000.0,-620595385287000.0,-620595374756000.0,2.0,68460766657900.0,116,1.83230531396e-13,0.125001398296,0.0038997672965,0.249546279492,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899233700000.0,3053352.40015,-620899233700000.0,-620899231541000.0,-620899235859000.0,-620899235643000.0,-620899231756000.0,2.0,9322960879520.0,122,1.83230531396e-13,0.125001398296,0.003913383159,0.125226860254,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939435497000.0,745479.698435,-624939435497000.0,-624939434970000.0,-624939436024000.0,-624939435971000.0,-624939435023000.0,2.0,555739980778.0,91,1.83230531396e-13,0.250003495741,0.00779955640487,0.249546279492,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243295989000.0,2365971.15812,-625243295989000.0,-625243294316000.0,-625243297662000.0,-625243297494000.0,-625243294483000.0,2.0,5597819521070.0,97,1.83230531396e-13,0.250003495741,0.00782678820604,0.125226860254,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283522810000.0,2503856.45012,-629283522810000.0,-629283521040000.0,-629283524581000.0,-629283524404000.0,-629283521217000.0,2.0,6269297122830.0,66,1.83230531396e-13,0.250003495741,0.00779955640487,0.249546279492,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587378592000.0,5559050.86344,-629587378592000.0,-629587374661000.0,-629587382522000.0,-629587382129000.0,-629587375054000.0,2.0,30903046502300.0,72,1.83230531396e-13,0.250003495741,0.00782678820604,0.125226860254,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627573449000.0,2437513.04026,-633627573449000.0,-633627571725000.0,-633627575173000.0,-633627575000000.0,-633627571898000.0,2.0,5941469821450.0,41,1.83230531396e-13,0.249996504259,0.0077993382861,0.249546279492,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931433634000.0,3806041.75933,-633931433634000.0,-633931430942000.0,-633931436325000.0,-633931436056000.0,-633931431211000.0,2.0,14485953873700.0,47,1.83230531396e-13,0.249996504259,0.00782656932572,0.125226860254,0.25
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971413324000.0,4957851.26557,-637971413324000.0,-637971409818000.0,-637971416829000.0,-637971416479000.0,-637971410168000.0,2.0,24580289171500.0,16,1.83230531396e-13,0.124995105963,0.00389957098961,0.249546279492,0.125018050542
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275268470000.0,5252527.32164,-638275268470000.0,-638275264755000.0,-638275272184000.0,-638275271812000.0,-638275265127000.0,2.0,27589043264600.0,22,1.83230531396e-13,0.124995105963,0.00391318616671,0.125226860254,0.25
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761740549000.0,6279820.0083,-833761740549000.0,-833761736108000.0,-833761744989000.0,-833761744545000.0,-833761736552000.0,2.0,39436139336600.0,121,1.83230531396e-13,0.125001398296,0.00195697413424,0.125226860254,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105800653000.0,381031.56011,-838105800653000.0,-838105800384000.0,-838105800923000.0,-838105800896000.0,-838105800411000.0,2.0,145185049800.0,96,1.83230531396e-13,0.250003495741,0.00391395921408,0.125226860254,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842449880695000.0,7900096.24236,-842449880695000.0,-842449875109000.0,-842449886281000.0,-842449885723000.0,-842449875667000.0,2.0,62411520638600.0,71,1.83230531396e-13,0.250003495741,0.00391395921408,0.125226860254,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846793935643000.0,2392595.14265,-846793935643000.0,-846793933951000.0,-846793937335000.0,-846793937166000.0,-846793934120000.0,2.0,5724511516620.0,46,1.83230531396e-13,0.249996504259,0.00391384975812,0.125226860254,0.125018050542
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137779631000.0,13316892.5126,-851137779631000.0,-851137770214000.0,-851137789047000.0,-851137788105000.0,-851137771156000.0,2.0,177339626192000.0,21,1.83230531396e-13,0.124995105963,0.00195687562387,0.125226860254,0.125018050542
