smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-320865912347.0,2515699.84992,-320865912347.0,-320864133479.0,-320867691216.0,-320867513329.0,-320864311366.0,2.0,6328745734890.0,0.124995105963,7,0.25,0.250453720508,1.83230531396e-13,0.00782637233343
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-686090012282.0,5714526.56194,-686090012282.0,-686085971501.0,-686094053062.0,-686093648984.0,-686086375579.0,2.0,32655813827100.0,0.124995105963,13,0.249963898917,0.249546279492,1.83230531396e-13,0.00779688984465
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194931673587000.0,868309.935763,-194931673587000.0,-194931672974000.0,-194931674201000.0,-194931674140000.0,-194931673035000.0,2.0,753962144546.0,0.125001398296,118,0.249963898917,0.249546279492,1.83230531396e-13,0.00779728234506
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195296869633000.0,187547.10272,-195296869633000.0,-195296869501000.0,-195296869766000.0,-195296869752000.0,-195296869514000.0,2.0,35173915738.6,0.125001398296,124,0.25,0.125226860254,1.83230531396e-13,0.003913383159
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807363906000.0,1603028.75062,-195807363906000.0,-195807362772000.0,-195807365039000.0,-195807364926000.0,-195807362886000.0,2.0,2569701175310.0,0.125001398296,106,0.125018050542,0.250453720508,1.83230531396e-13,0.00391394826849
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111132560000.0,583238.5332,-196111132560000.0,-196111132148000.0,-196111132973000.0,-196111132931000.0,-196111132189000.0,2.0,340167186609.0,0.125001398296,112,0.25,0.249546279492,1.83230531396e-13,0.00779840846903
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199275729990000.0,9166976.50548,-199275729990000.0,-199275723508000.0,-199275736472000.0,-199275735824000.0,-199275724156000.0,2.0,84033458252000.0,0.250003495741,93,0.249963898917,0.249546279492,1.83230531396e-13,0.0155946083013
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199640937002000.0,8099864.33787,-199640937002000.0,-199640931274000.0,-199640942729000.0,-199640942156000.0,-199640931847000.0,2.0,65607802291900.0,0.250003495741,99,0.25,0.125226860254,1.83230531396e-13,0.00782678820604
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151419461000.0,2511126.67898,-200151419461000.0,-200151417686000.0,-200151421237000.0,-200151421059000.0,-200151417863000.0,2.0,6305757197880.0,0.250003495741,81,0.125018050542,0.250453720508,1.83230531396e-13,0.00782791842816
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455188216000.0,351735.220185,-200455188216000.0,-200455187967000.0,-200455188465000.0,-200455188440000.0,-200455187992000.0,2.0,123717665119.0,0.250003495741,87,0.25,0.249546279492,1.83230531396e-13,0.0155968605555
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203619812268000.0,794410.051382,-203619812268000.0,-203619811706000.0,-203619812830000.0,-203619812774000.0,-203619811763000.0,2.0,631087329737.0,0.250003495741,68,0.249963898917,0.249546279492,1.83230531396e-13,0.0155946083013
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985012190000.0,3961808.41181,-203985012190000.0,-203985009389000.0,-203985014992000.0,-203985014712000.0,-203985009669000.0,2.0,15695925891900.0,0.250003495741,74,0.25,0.125226860254,1.83230531396e-13,0.00782678820604
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495501784000.0,244033.355663,-204495501784000.0,-204495501611000.0,-204495501956000.0,-204495501939000.0,-204495501628000.0,2.0,59552278676.1,0.250003495741,56,0.125018050542,0.250453720508,1.83230531396e-13,0.00782791842816
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799265072000.0,3137487.23535,-204799265072000.0,-204799262854000.0,-204799267291000.0,-204799267069000.0,-204799263076000.0,2.0,9843826151960.0,0.250003495741,62,0.25,0.249546279492,1.83230531396e-13,0.0155968605555
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207963874525000.0,3746705.99864,-207963874525000.0,-207963871876000.0,-207963877174000.0,-207963876910000.0,-207963872141000.0,2.0,14037805840200.0,0.249996504259,43,0.249963898917,0.249546279492,1.83230531396e-13,0.0155941721897
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329071511000.0,2909058.42262,-208329071511000.0,-208329069454000.0,-208329073568000.0,-208329073363000.0,-208329069660000.0,2.0,8462620906200.0,0.249996504259,49,0.25,0.125226860254,1.83230531396e-13,0.00782656932572
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839556381000.0,2919354.75914,-208839556381000.0,-208839554317000.0,-208839558446000.0,-208839558239000.0,-208839554523000.0,2.0,8522632209700.0,0.249996504259,31,0.125018050542,0.250453720508,1.83230531396e-13,0.00782769951624
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143325198000.0,1013063.15706,-209143325198000.0,-209143324481000.0,-209143325914000.0,-209143325843000.0,-209143324553000.0,2.0,1026296960190.0,0.249996504259,37,0.25,0.249546279492,1.83230531396e-13,0.015596424381
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212307701705000.0,1184434.37456,-212307701705000.0,-212307700867000.0,-212307702542000.0,-212307702458000.0,-212307700951000.0,2.0,1402884787650.0,0.124995105963,18,0.249963898917,0.249546279492,1.83230531396e-13,0.00779688984465
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212672916581000.0,4854289.55545,-212672916581000.0,-212672913149000.0,-212672920014000.0,-212672919671000.0,-212672913492000.0,2.0,23564127088100.0,0.124995105963,24,0.25,0.125226860254,1.83230531396e-13,0.00391318616671
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183395903000.0,2535763.00844,-213183395903000.0,-213183394110000.0,-213183397696000.0,-213183397517000.0,-213183394290000.0,2.0,6430094034970.0,0.124995105963,6,0.125018050542,0.250453720508,1.83230531396e-13,0.00391375124775
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487165099000.0,2493548.7336,-213487165099000.0,-213487163336000.0,-213487166863000.0,-213487166686000.0,-213487163513000.0,2.0,6217785286850.0,0.124995105963,12,0.25,0.249546279492,1.83230531396e-13,0.00779801591193
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407732745740000.0,2035337.52899,-407732745740000.0,-407732744301000.0,-407732747179000.0,-407732747035000.0,-407732744445000.0,2.0,4142598856900.0,0.125001398296,117,0.25,0.249546279492,1.83230531396e-13,0.00779840846903
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408097956651000.0,2750186.02457,-408097956651000.0,-408097954706000.0,-408097958595000.0,-408097958401000.0,-408097954901000.0,2.0,7563523169760.0,0.125001398296,123,0.249963898917,0.125226860254,1.83230531396e-13,0.00391281804952
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973661104000.0,1111626.04208,-408973661104000.0,-408973660318000.0,-408973661890000.0,-408973661811000.0,-408973660396000.0,2.0,1235712457440.0,0.125001398296,111,0.125018050542,0.249546279492,1.83230531396e-13,0.0038997672965
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412076800055000.0,1393138.50992,-412076800055000.0,-412076799070000.0,-412076801041000.0,-412076800942000.0,-412076799169000.0,2.0,1940834907840.0,0.250003495741,92,0.25,0.249546279492,1.83230531396e-13,0.0155968605555
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442020937000.0,5176247.16115,-412442020937000.0,-412442017277000.0,-412442024597000.0,-412442024231000.0,-412442017643000.0,2.0,26793534673400.0,0.250003495741,98,0.249963898917,0.125226860254,1.83230531396e-13,0.00782565798392
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413317714877000.0,548245.652657,-413317714877000.0,-413317714490000.0,-413317715265000.0,-413317715226000.0,-413317714529000.0,2.0,300573295658.0,0.250003495741,86,0.125018050542,0.249546279492,1.83230531396e-13,0.00779955640487
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416420882240000.0,1856919.41788,-416420882240000.0,-416420880927000.0,-416420883553000.0,-416420883421000.0,-416420881058000.0,2.0,3448149724500.0,0.250003495741,67,0.25,0.249546279492,1.83230531396e-13,0.0155968605555
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786100346000.0,4112957.56861,-416786100346000.0,-416786097438000.0,-416786103255000.0,-416786102964000.0,-416786097729000.0,2.0,16916419961200.0,0.250003495741,73,0.249963898917,0.125226860254,1.83230531396e-13,0.00782565798392
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417661799295000.0,3064402.57879,-417661799295000.0,-417661797128000.0,-417661801461000.0,-417661801245000.0,-417661797344000.0,2.0,9390563164910.0,0.250003495741,61,0.125018050542,0.249546279492,1.83230531396e-13,0.00779955640487
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420764937797000.0,6432115.65037,-420764937797000.0,-420764933248000.0,-420764942345000.0,-420764941890000.0,-420764933703000.0,2.0,41372111739700.0,0.249996504259,42,0.25,0.249546279492,1.83230531396e-13,0.015596424381
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130155621000.0,1779421.53113,-421130155621000.0,-421130154363000.0,-421130156879000.0,-421130156754000.0,-421130154489000.0,2.0,3166340985440.0,0.249996504259,48,0.249963898917,0.125226860254,1.83230531396e-13,0.0078254391352
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422005854841000.0,782961.484362,-422005854841000.0,-422005854287000.0,-422005855395000.0,-422005855339000.0,-422005854343000.0,2.0,613028685994.0,0.249996504259,36,0.125018050542,0.249546279492,1.83230531396e-13,0.0077993382861
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425108779697000.0,52383.0006804,-425108779697000.0,-425108779660000.0,-425108779734000.0,-425108779731000.0,-425108779664000.0,2.0,2743978760.28,0.124995105963,17,0.25,0.249546279492,1.83230531396e-13,0.00779801591193
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425473988103000.0,4329018.55341,-425473988103000.0,-425473985041000.0,-425473991164000.0,-425473990858000.0,-425473985348000.0,2.0,18740401635800.0,0.124995105963,23,0.249963898917,0.125226860254,1.83230531396e-13,0.00391262108568
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426349689581000.0,3476597.52799,-426349689581000.0,-426349687123000.0,-426349692039000.0,-426349691793000.0,-426349687368000.0,2.0,12086730371600.0,0.124995105963,11,0.125018050542,0.249546279492,1.83230531396e-13,0.00389957098961
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595271024000.0,2092522.71279,-620595271024000.0,-620595269544000.0,-620595272503000.0,-620595272356000.0,-620595269692000.0,2.0,4378651303540.0,0.125001398296,116,0.125018050542,0.249546279492,1.83230531396e-13,0.0038997672965
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899038857000.0,5448712.06515,-620899038857000.0,-620899035004000.0,-620899042710000.0,-620899042324000.0,-620899035389000.0,2.0,29688463168900.0,0.125001398296,122,0.25,0.125226860254,1.83230531396e-13,0.003913383159
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939329306000.0,7841985.14642,-624939329306000.0,-624939323761000.0,-624939334851000.0,-624939334297000.0,-624939324316000.0,2.0,61496731036700.0,0.250003495741,91,0.125018050542,0.249546279492,1.83230531396e-13,0.00779955640487
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243081915000.0,1033667.60784,-625243081915000.0,-625243081184000.0,-625243082646000.0,-625243082573000.0,-625243081258000.0,2.0,1068468723510.0,0.250003495741,97,0.25,0.125226860254,1.83230531396e-13,0.00782678820604
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283414401000.0,1487939.34381,-629283414401000.0,-629283413349000.0,-629283415453000.0,-629283415348000.0,-629283413454000.0,2.0,2213963490850.0,0.250003495741,66,0.125018050542,0.249546279492,1.83230531396e-13,0.00779955640487
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587175551000.0,9933421.56642,-629587175551000.0,-629587168527000.0,-629587182575000.0,-629587181873000.0,-629587169230000.0,2.0,98672864016200.0,0.250003495741,72,0.25,0.125226860254,1.83230531396e-13,0.00782678820604
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627464251000.0,3138860.17155,-633627464251000.0,-633627462032000.0,-633627466471000.0,-633627466249000.0,-633627462254000.0,2.0,9852443176550.0,0.249996504259,41,0.125018050542,0.249546279492,1.83230531396e-13,0.0077993382861
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931227578000.0,2690560.21752,-633931227578000.0,-633931225675000.0,-633931229480000.0,-633931229290000.0,-633931225865000.0,2.0,7239114284110.0,0.249996504259,47,0.25,0.125226860254,1.83230531396e-13,0.00782656932572
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971305240000.0,8004268.00886,-637971305240000.0,-637971299580000.0,-637971310900000.0,-637971310334000.0,-637971300146000.0,2.0,64068306357700.0,0.124995105963,16,0.125018050542,0.249546279492,1.83230531396e-13,0.00389957098961
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275059961000.0,823336.309296,-638275059961000.0,-638275059379000.0,-638275060543000.0,-638275060485000.0,-638275059437000.0,2.0,677882678204.0,0.124995105963,22,0.25,0.125226860254,1.83230531396e-13,0.00391318616671
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833761557112000.0,4403575.09693,-833761557112000.0,-833761553998000.0,-833761560226000.0,-833761559915000.0,-833761554310000.0,2.0,19391473634300.0,0.125001398296,121,0.125018050542,0.125226860254,1.83230531396e-13,0.00195697413424
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838105627357000.0,1908832.63449,-838105627357000.0,-838105626007000.0,-838105628707000.0,-838105628572000.0,-838105626142000.0,2.0,3643642026500.0,0.250003495741,96,0.125018050542,0.125226860254,1.83230531396e-13,0.00391395921408
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842449702637000.0,4942911.24833,-842449702637000.0,-842449699142000.0,-842449706132000.0,-842449705782000.0,-842449699491000.0,2.0,24432371608900.0,0.250003495741,71,0.125018050542,0.125226860254,1.83230531396e-13,0.00391395921408
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846793767082000.0,949830.376217,-846793767082000.0,-846793766411000.0,-846793767754000.0,-846793767687000.0,-846793766478000.0,2.0,902177743584.0,0.249996504259,46,0.125018050542,0.125226860254,1.83230531396e-13,0.00391384975812
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851137604976000.0,5334280.6212,-851137604976000.0,-851137601204000.0,-851137608748000.0,-851137608371000.0,-851137601582000.0,2.0,28454549745700.0,0.124995105963,21,0.125018050542,0.125226860254,1.83230531396e-13,0.00195687562387
