smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153507511271000.0,494785.971417,-153507511271000.0,-153507510921000.0,-153507511621000.0,-153507511586000.0,-153507510956000.0,2.0,244813157511.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,180,0.142857142857
720.0,-439.4,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153507538297000.0,2164287.37776,-153507538297000.0,-153507536767000.0,-153507539828000.0,-153507539675000.0,-153507536920000.0,2.0,4684139853530.0,0.00145824418816,2.43433201164e-13,0.142903225806,0.0714309229865,188,0.142857142857
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581307308000.0,425537.855287,-153581307308000.0,-153581307007000.0,-153581307609000.0,-153581307579000.0,-153581307037000.0,2.0,181082466282.0,0.000728578682369,2.43433201164e-13,0.142822580645,0.071417989418,2,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581336932000.0,99402.4638429,-153581336932000.0,-153581336862000.0,-153581337002000.0,-153581336995000.0,-153581336869000.0,2.0,9880849818.05,0.001457289308,2.43433201164e-13,0.142822580645,0.142848912404,10,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581365883000.0,1223197.50427,-153581365883000.0,-153581365018000.0,-153581366748000.0,-153581366661000.0,-153581365104000.0,2.0,1496212134450.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,18,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581394434000.0,235277.296586,-153581394434000.0,-153581394268000.0,-153581394600000.0,-153581394584000.0,-153581394284000.0,2.0,55355406288.7,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,26,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581423539000.0,521403.901341,-153581423539000.0,-153581423171000.0,-153581423908000.0,-153581423871000.0,-153581423207000.0,2.0,271862028333.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,34,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581453400000.0,1282729.22193,-153581453400000.0,-153581452493000.0,-153581454307000.0,-153581454216000.0,-153581452583000.0,2.0,1645394256780.0,0.00145739726157,2.43433201164e-13,0.142822580645,0.142859494415,42,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581482662000.0,909053.030748,-153581482662000.0,-153581482019000.0,-153581483305000.0,-153581483240000.0,-153581482083000.0,2.0,826377412712.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,50,0.0714285714286
720.0,-616.5,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-153581511353000.0,859327.492031,-153581511353000.0,-153581510745000.0,-153581511961000.0,-153581511900000.0,-153581510806000.0,2.0,738443738560.0,0.000728710625628,2.43433201164e-13,0.142822580645,0.0714309229865,58,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985539614000.0,761473.702524,-306985539614000.0,-306985539075000.0,-306985540152000.0,-306985540098000.0,-306985539129000.0,2.0,579842199636.0,0.000728578682369,2.43433201164e-13,0.142822580645,0.071417989418,3,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985567100000.0,870252.534868,-306985567100000.0,-306985566485000.0,-306985567716000.0,-306985567654000.0,-306985566547000.0,2.0,757339474444.0,0.001457289308,2.43433201164e-13,0.142822580645,0.142848912404,11,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985598915000.0,856414.013219,-306985598915000.0,-306985598309000.0,-306985599520000.0,-306985599460000.0,-306985598370000.0,2.0,733444962037.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,19,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985626864000.0,925217.668542,-306985626864000.0,-306985626210000.0,-306985627519000.0,-306985627453000.0,-306985626276000.0,2.0,856027734183.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,27,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985655178000.0,3659991.37274,-306985655178000.0,-306985652590000.0,-306985657766000.0,-306985657507000.0,-306985652848000.0,2.0,13395536848500.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,35,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985686297000.0,273966.887186,-306985686297000.0,-306985686103000.0,-306985686491000.0,-306985686471000.0,-306985686123000.0,2.0,75057855274.6,0.00145739726157,2.43433201164e-13,0.142822580645,0.142859494415,43,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985713665000.0,1756855.45564,-306985713665000.0,-306985712423000.0,-306985714908000.0,-306985714783000.0,-306985712547000.0,2.0,3086541092020.0,0.00145740925641,2.43433201164e-13,0.142822580645,0.142860670194,51,0.0714285714286
720.0,-528.0,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-306985743801000.0,677493.679521,-306985743801000.0,-306985743322000.0,-306985744280000.0,-306985744233000.0,-306985743370000.0,2.0,458997685790.0,0.000728710625628,2.43433201164e-13,0.142822580645,0.0714309229865,59,0.0714285714286
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035224119000.0,2368731.96816,-307035224119000.0,-307035222444000.0,-307035225794000.0,-307035225626000.0,-307035222611000.0,2.0,5610891136990.0,0.00145798015263,2.43433201164e-13,0.142903225806,0.071417989418,68,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035247876000.0,1330552.93066,-307035247876000.0,-307035246935000.0,-307035248817000.0,-307035248723000.0,-307035247029000.0,2.0,1770371101300.0,0.00291622434079,2.43433201164e-13,0.142903225806,0.142848912404,76,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035279419000.0,525906.956197,-307035279419000.0,-307035279047000.0,-307035279791000.0,-307035279754000.0,-307035279084000.0,2.0,276578126576.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,84,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035311256000.0,2573830.05781,-307035311256000.0,-307035309436000.0,-307035313076000.0,-307035312894000.0,-307035309618000.0,2.0,6624601166490.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,92,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035339285000.0,1721089.68529,-307035339285000.0,-307035338068000.0,-307035340502000.0,-307035340380000.0,-307035338190000.0,2.0,2962149704820.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,100,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035368041000.0,1672913.79318,-307035368041000.0,-307035366858000.0,-307035369224000.0,-307035369106000.0,-307035366976000.0,2.0,2798640559420.0,0.00291644036986,2.43433201164e-13,0.142903225806,0.142859494415,108,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035397586000.0,3281584.76978,-307035397586000.0,-307035395266000.0,-307035399907000.0,-307035399675000.0,-307035395498000.0,2.0,10768798601300.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,116,0.142857142857
720.0,-439.4,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307035428357000.0,1213584.74113,-307035428357000.0,-307035427499000.0,-307035429215000.0,-307035429130000.0,-307035427585000.0,2.0,1472787923910.0,0.00145824418816,2.43433201164e-13,0.142903225806,0.0714309229865,124,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307084905457000.0,154517.283184,-307084905457000.0,-307084905348000.0,-307084905567000.0,-307084905556000.0,-307084905359000.0,2.0,23875590802.6,0.00145798015263,2.43433201164e-13,0.142903225806,0.071417989418,133,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307084934818000.0,2930880.62177,-307084934818000.0,-307084932746000.0,-307084936891000.0,-307084936684000.0,-307084932953000.0,2.0,8590061219050.0,0.00291622434079,2.43433201164e-13,0.142903225806,0.142848912404,141,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307084963088000.0,246668.190209,-307084963088000.0,-307084962914000.0,-307084963263000.0,-307084963245000.0,-307084962931000.0,2.0,60845196061.1,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,149,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307084991248000.0,3379221.80896,-307084991248000.0,-307084988858000.0,-307084993637000.0,-307084993398000.0,-307084989097000.0,2.0,11419140034200.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,157,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307085018470000.0,110924.63626,-307085018470000.0,-307085018391000.0,-307085018548000.0,-307085018540000.0,-307085018399000.0,2.0,12304274929.4,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,165,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307085047291000.0,3595970.23413,-307085047291000.0,-307085044748000.0,-307085049833000.0,-307085049579000.0,-307085045002000.0,2.0,12931001924800.0,0.00291644036986,2.43433201164e-13,0.142903225806,0.142859494415,173,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307085074871000.0,4626931.9211,-307085074871000.0,-307085071599000.0,-307085078143000.0,-307085077816000.0,-307085071926000.0,2.0,21408499002500.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,181,0.142857142857
720.0,-350.8,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-307085108238000.0,948833.576626,-307085108238000.0,-307085107567000.0,-307085108909000.0,-307085108842000.0,-307085107634000.0,2.0,900285156134.0,0.00145824418816,2.43433201164e-13,0.142903225806,0.0714309229865,189,0.142857142857
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563108611000.0,2606613.11918,-460563108611000.0,-460563106768000.0,-460563110454000.0,-460563110270000.0,-460563106952000.0,2.0,6794431953070.0,0.000728990076317,2.43433201164e-13,0.142903225806,0.071417989418,4,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563136911000.0,3316716.08857,-460563136911000.0,-460563134565000.0,-460563139256000.0,-460563139021000.0,-460563134800000.0,2.0,11000605612200.0,0.0014581121704,2.43433201164e-13,0.142903225806,0.142848912404,12,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563167873000.0,3300873.14017,-460563167873000.0,-460563165539000.0,-460563170207000.0,-460563169974000.0,-460563165772000.0,2.0,10895763487500.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,20,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563194364000.0,389336.79442,-460563194364000.0,-460563194089000.0,-460563194639000.0,-460563194612000.0,-460563194116000.0,2.0,151583139489.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,28,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563224128000.0,3146025.63812,-460563224128000.0,-460563221904000.0,-460563226353000.0,-460563226131000.0,-460563222126000.0,2.0,9897477315700.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,36,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563252769000.0,4128972.69752,-460563252769000.0,-460563249849000.0,-460563255688000.0,-460563255396000.0,-460563250141000.0,2.0,17048415536900.0,0.00145822018493,2.43433201164e-13,0.142903225806,0.142859494415,44,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563284752000.0,1888006.66041,-460563284752000.0,-460563283417000.0,-460563286087000.0,-460563285954000.0,-460563283551000.0,2.0,3564569149750.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,52,0.0714285714286
720.0,-439.4,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460563309320000.0,945384.353942,-460563309320000.0,-460563308651000.0,-460563309988000.0,-460563309921000.0,-460563308718000.0,2.0,893751576678.0,0.000729122094079,2.43433201164e-13,0.142903225806,0.0714309229865,60,0.0714285714286
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612789871000.0,6108661.54155,-460612789871000.0,-460612785551000.0,-460612794190000.0,-460612793758000.0,-460612785983000.0,2.0,37315745829200.0,0.00145798015263,2.43433201164e-13,0.142903225806,0.071417989418,69,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612820177000.0,4318940.38143,-460612820177000.0,-460612817123000.0,-460612823231000.0,-460612822926000.0,-460612817429000.0,2.0,18653246018400.0,0.00291622434079,2.43433201164e-13,0.142903225806,0.142848912404,77,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612847260000.0,2355940.40649,-460612847260000.0,-460612845595000.0,-460612848926000.0,-460612848760000.0,-460612845761000.0,2.0,5550455198930.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,85,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612878380000.0,7124955.44739,-460612878380000.0,-460612873342000.0,-460612883418000.0,-460612882914000.0,-460612873846000.0,2.0,50764990127300.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,93,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612903554000.0,1036715.63582,-460612903554000.0,-460612902821000.0,-460612904287000.0,-460612904213000.0,-460612902894000.0,2.0,1074779309550.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,101,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612938997000.0,4410789.84,-460612938997000.0,-460612935878000.0,-460612942116000.0,-460612941804000.0,-460612936190000.0,2.0,19455067012600.0,0.00291644036986,2.43433201164e-13,0.142903225806,0.142859494415,109,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612962085000.0,1773332.32528,-460612962085000.0,-460612960831000.0,-460612963339000.0,-460612963213000.0,-460612960956000.0,2.0,3144707535870.0,0.00291646437308,2.43433201164e-13,0.142903225806,0.142860670194,117,0.142857142857
720.0,-350.8,-15493.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460612992915000.0,2962837.69402,-460612992915000.0,-460612990820000.0,-460612995010000.0,-460612994800000.0,-460612991029000.0,2.0,8778407201130.0,0.00145824418816,2.43433201164e-13,0.142903225806,0.0714309229865,125,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662470594000.0,2651677.52048,-460662470594000.0,-460662468719000.0,-460662472469000.0,-460662472282000.0,-460662468907000.0,2.0,7031393672610.0,0.00145715736474,2.43433201164e-13,0.142822580645,0.071417989418,134,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662494052000.0,1548122.17423,-460662494052000.0,-460662492957000.0,-460662495146000.0,-460662495037000.0,-460662493066000.0,2.0,2396682266330.0,0.00291457861599,2.43433201164e-13,0.142822580645,0.142848912404,142,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662531975000.0,692794.98413,-460662531975000.0,-460662531485000.0,-460662532464000.0,-460662532415000.0,-460662531534000.0,2.0,479964890035.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,150,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662551265000.0,2353199.26286,-460662551265000.0,-460662549601000.0,-460662552929000.0,-460662552763000.0,-460662549768000.0,2.0,5537546770710.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,158,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662586241000.0,3436522.7815,-460662586241000.0,-460662583811000.0,-460662588671000.0,-460662588428000.0,-460662584054000.0,2.0,11809688827800.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,166,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662616249000.0,1378473.95497,-460662616249000.0,-460662615274000.0,-460662617224000.0,-460662617126000.0,-460662615372000.0,2.0,1900190444540.0,0.00291479452315,2.43433201164e-13,0.142822580645,0.142859494415,174,0.142857142857
720.0,-262.2,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-460662647191000.0,82507.8708793,-460662647191000.0,-460662647132000.0,-460662647249000.0,-460662647243000.0,-460662647138000.0,2.0,6807548757.03,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,182,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066690625000.0,2469632.92386,-614066690625000.0,-614066688879000.0,-614066692372000.0,-614066692197000.0,-614066689054000.0,2.0,6099086778590.0,0.00145715736474,2.43433201164e-13,0.142822580645,0.071417989418,135,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066726940000.0,5912604.96114,-614066726940000.0,-614066722759000.0,-614066731120000.0,-614066730702000.0,-614066723177000.0,2.0,34958897426500.0,0.00291457861599,2.43433201164e-13,0.142822580645,0.142848912404,143,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066752527000.0,10186870.2919,-614066752527000.0,-614066745324000.0,-614066759730000.0,-614066759010000.0,-614066746044000.0,2.0,103772326345000.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,151,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066787112000.0,3365188.70036,-614066787112000.0,-614066784732000.0,-614066789492000.0,-614066789254000.0,-614066784970000.0,2.0,11324494989100.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,159,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066810991000.0,1170285.76449,-614066810991000.0,-614066810163000.0,-614066811818000.0,-614066811736000.0,-614066810246000.0,2.0,1369568770580.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,167,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066843079000.0,10582974.4518,-614066843079000.0,-614066835595000.0,-614066850562000.0,-614066849814000.0,-614066836344000.0,2.0,111999348248000.0,0.00291479452315,2.43433201164e-13,0.142822580645,0.142859494415,175,0.142857142857
720.0,-173.7,-13267.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614066868244000.0,5943195.54954,-614066868244000.0,-614066864041000.0,-614066872446000.0,-614066872026000.0,-614066864461000.0,2.0,35321573340100.0,0.00291481851283,2.43433201164e-13,0.142822580645,0.142860670194,183,0.142857142857
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140671179000.0,1052827.46158,-614140671179000.0,-614140670434000.0,-614140671923000.0,-614140671849000.0,-614140670509000.0,2.0,1108445663850.0,0.000728990076317,2.43433201164e-13,0.142903225806,0.071417989418,5,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140704709000.0,404238.097562,-614140704709000.0,-614140704423000.0,-614140704995000.0,-614140704966000.0,-614140704452000.0,2.0,163408439520.0,0.0014581121704,2.43433201164e-13,0.142903225806,0.142848912404,13,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140737515000.0,13222.9851968,-614140737515000.0,-614140737506000.0,-614140737525000.0,-614140737524000.0,-614140737507000.0,2.0,174847337.516,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,21,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140764951000.0,854154.055752,-614140764951000.0,-614140764347000.0,-614140765555000.0,-614140765495000.0,-614140764408000.0,2.0,729579150957.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,29,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140791925000.0,1912885.85895,-614140791925000.0,-614140790573000.0,-614140793278000.0,-614140793143000.0,-614140790708000.0,2.0,3659132309370.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,37,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140822508000.0,1716875.1521,-614140822508000.0,-614140821294000.0,-614140823722000.0,-614140823601000.0,-614140821416000.0,2.0,2947660287900.0,0.00145822018493,2.43433201164e-13,0.142903225806,0.142859494415,45,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140847481000.0,1710731.89677,-614140847481000.0,-614140846271000.0,-614140848690000.0,-614140848569000.0,-614140846392000.0,2.0,2926603622640.0,0.00145823218654,2.43433201164e-13,0.142903225806,0.142860670194,53,0.0714285714286
720.0,-350.8,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-614140877936000.0,8369093.74221,-614140877936000.0,-614140872019000.0,-614140883854000.0,-614140883262000.0,-614140872610000.0,2.0,70041730065800.0,0.000729122094079,2.43433201164e-13,0.142903225806,0.0714309229865,61,0.0714285714286
