smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-170512291.543,3567007.81705,-171078014.448,-166286088.192,-173607049.084,-173564647.287,-166667923.732,4.0,12723544766900.0,102,0.00389871403872,0.124994709051,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-705.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-170651916.191,6335754.9567,-169083255.608,-164852603.057,-179588550.491,-178163075.237,-165336881.962,4.0,40141790871400.0,96,0.00391311892231,0.125001984106,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-176736836.553,4895197.42709,-175495002.754,-172621474.866,-183335865.836,-182465699.274,-172746541.149,4.0,23962957850200.0,107,0.00779765499392,0.249996693157,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-181663256.394,7319318.68686,-180820584.504,-173629587.706,-191382268.864,-189855921.875,-174650331.561,4.0,53572426039800.0,118,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-258528152.216,8616819.24839,-258421067.665,-248524166.157,-268746307.377,-267650453.812,-249555768.991,4.0,74249573959500.0,112,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-265690378.084,4636294.97044,-266260329.746,-260239430.47,-270001422.374,-269858353.318,-260724470.522,4.0,21495231052900.0,123,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-337679340.259,4339892.17449,-337043838.831,-333168811.979,-343460871.396,-342645488.622,-333602893.895,4.0,18834664086200.0,101,0.00195644559034,0.124994709051,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-340081242.188,5662720.41481,-339288819.699,-334030087.762,-347717241.591,-346467359.515,-334804516.345,4.0,32066402496300.0,117,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346402295.091,4487117.833,-347295831.775,-340751208.94,-350266307.874,-350187247.796,-341366391.028,4.0,20134226447200.0,106,0.00391300505149,0.249996693157,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-567.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-427007345.315,2904153.94397,-428209831.682,-422684047.668,-428925670.226,-428839377.439,-423491832.276,4.0,8434110130270.0,122,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-430518049.313,4071556.20006,-429267730.502,-427374747.05,-436161989.197,-435361958.755,-427424586.207,4.0,16577569890200.0,111,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-513694072.018,6715166.03354,-512138857.313,-507777949.955,-522720623.491,-521529708.513,-508035736.11,4.0,45093454858000.0,116,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-598492796.049,4868260.81872,-600269418.195,-591322310.892,-602110036.913,-601890749.25,-592607571.842,4.0,23699963399100.0,121,0.00195655946116,0.125001984106,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160575968613.0,694.973992939,-160575968604.0,-160575967921.0,-160575969323.0,-160575969287.0,-160575967951.0,4.0,482988.850862,1,0.00195644559034,0.124994709051,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-570526325335.0,1995629.25575,-570526438506.0,-570524281601.0,-570528142727.0,-570528110645.0,-570524381585.0,4.0,3982536126420.0,27,0.00779855422245,0.124994709051,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217431195634000.0,4919983.48581,-217431196377000.0,-217431189856000.0,-217431199928000.0,-217431199866000.0,-217431190363000.0,4.0,24206237500600.0,48,0.00779900812097,0.125001984106,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217772160667000.0,5763329.11944,-217772160739000.0,-217772155501000.0,-217772165690000.0,-217772165680000.0,-217772155554000.0,4.0,33215962538900.0,74,0.0078273681505,0.125001984106,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218182099844000.0,8302174.52948,-218182101808000.0,-218182088922000.0,-218182106838000.0,-218182106673000.0,-218182090266000.0,4.0,68926101917900.0,100,0.00391311892231,0.125001984106,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218754626820000.0,1798842.17862,-218754627435000.0,-218754624220000.0,-218754628189000.0,-218754628136000.0,-218754624643000.0,4.0,3235833183580.0,22,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222584409102000.0,2251505.46262,-222584410097000.0,-222584405747000.0,-222584410464000.0,-222584410446000.0,-222584406364000.0,4.0,5069276848200.0,43,0.0155979749784,0.250003306843,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-222925375638000.0,4610632.12663,-222925375313000.0,-222925370564000.0,-222925381360000.0,-222925380692000.0,-222925371037000.0,4.0,21257928607100.0,69,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223335307391000.0,5896177.2745,-223335304987000.0,-223335303446000.0,-223335316143000.0,-223335314550000.0,-223335303596000.0,4.0,34764906452300.0,95,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223907842226000.0,858476.320777,-223907842516000.0,-223907840985000.0,-223907842888000.0,-223907842859000.0,-223907841188000.0,4.0,736981593335.0,17,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-227737596169000.0,2374548.25152,-227737596667000.0,-227737593200000.0,-227737598142000.0,-227737598125000.0,-227737593516000.0,4.0,5638479398780.0,38,0.0155979749784,0.250003306843,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228078559147000.0,4129573.16574,-228078559931000.0,-228078553430000.0,-228078563298000.0,-228078562809000.0,-228078554389000.0,4.0,17053374531200.0,64,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228488499562000.0,5513614.36493,-228488498798000.0,-228488493706000.0,-228488506947000.0,-228488505841000.0,-228488494354000.0,4.0,30399943365200.0,90,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229061027470000.0,1096235.58664,-229061027647000.0,-229061026095000.0,-229061028491000.0,-229061028447000.0,-229061026245000.0,4.0,1201732461410.0,12,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-232890811428000.0,3806912.96817,-232890812570000.0,-232890805982000.0,-232890814591000.0,-232890814404000.0,-232890806854000.0,4.0,14492586347200.0,33,0.0155975623434,0.249996693157,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233231774904000.0,2313593.97452,-233231774263000.0,-233231772895000.0,-233231778195000.0,-233231777670000.0,-233231773036000.0,4.0,5352717078950.0,59,0.0156542807519,0.249996693157,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233641714085000.0,8369115.1926,-233641714394000.0,-233641703707000.0,-233641723843000.0,-233641722707000.0,-233641705029000.0,4.0,70042089107000.0,85,0.00782601010299,0.249996693157,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234214242501000.0,1395891.63694,-234214242476000.0,-234214241012000.0,-234214244041000.0,-234214243925000.0,-234214241113000.0,4.0,1948513462070.0,7,0.00779765499392,0.249996693157,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238043725089000.0,3906469.24189,-238043726308000.0,-238043719407000.0,-238043728332000.0,-238043728039000.0,-238043720431000.0,4.0,15260501937800.0,28,0.00779855422245,0.124994709051,1.7334191682000001e-13,0.249546279492,0.250018051845
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238384688643000.0,2207287.78511,-238384689151000.0,-238384685655000.0,-238384690617000.0,-238384690517000.0,-238384686059000.0,4.0,4872119366290.0,54,0.00782691260144,0.124994709051,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238794627964000.0,8358102.63789,-238794626682000.0,-238794620014000.0,-238794638476000.0,-238794637312000.0,-238794620409000.0,4.0,69857879705400.0,80,0.00391289118068,0.124994709051,1.7334191682000001e-13,0.125226860254,0.249981948155
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239367155815000.0,1499315.21259,-239367155623000.0,-239367154384000.0,-239367157630000.0,-239367157451000.0,-239367154448000.0,4.0,2247946106690.0,2,0.00389871403872,0.124994709051,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456227827030000.0,2065107.58066,-456227826970000.0,-456227824565000.0,-456227829617000.0,-456227829235000.0,-456227824911000.0,4.0,4264669319710.0,23,0.0038989409552,0.125001984106,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456637771612000.0,1283577.88643,-456637772011000.0,-456637769753000.0,-456637772673000.0,-456637772596000.0,-456637770070000.0,4.0,1647572190520.0,49,0.0078273681505,0.125001984106,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-456978735153000.0,4576597.5349,-456978736305000.0,-456978728877000.0,-456978739124000.0,-456978738939000.0,-456978729754000.0,4.0,20945244996400.0,75,0.00391368407525,0.125001984106,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461381040954000.0,3125612.50637,-461381041851000.0,-461381036503000.0,-461381043613000.0,-461381043445000.0,-461381037209000.0,4.0,9769453539980.0,18,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-461790989449000.0,3820286.75781,-461790989703000.0,-461790984536000.0,-461790993853000.0,-461790993268000.0,-461790985273000.0,4.0,14594590911900.0,44,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462131947140000.0,8282291.68554,-462131946544000.0,-462131938636000.0,-462131956834000.0,-462131955951000.0,-462131939162000.0,4.0,68596355564400.0,70,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466534226222000.0,2732294.56218,-466534227479000.0,-466534222133000.0,-466534227795000.0,-466534227768000.0,-466534222914000.0,4.0,7465433574500.0,13,0.00779786128164,0.250003306843,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-466944177470000.0,3777116.15112,-466944177918000.0,-466944172965000.0,-466944181080000.0,-466944180925000.0,-466944173388000.0,4.0,14266606419000.0,39,0.0156546948874,0.250003306843,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467285137405000.0,4039816.44387,-467285138316000.0,-467285131721000.0,-467285141270000.0,-467285140851000.0,-467285132686000.0,4.0,16320116900100.0,65,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-471687441120000.0,2536556.42942,-471687439964000.0,-471687439644000.0,-471687444909000.0,-471687444200000.0,-471687439659000.0,4.0,6434118519640.0,8,0.00779765499392,0.249996693157,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472097383415000.0,1908233.94155,-472097383222000.0,-472097381325000.0,-472097385891000.0,-472097385553000.0,-472097381547000.0,4.0,3641356775680.0,34,0.0156542807519,0.249996693157,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472438347257000.0,6477994.33351,-472438346298000.0,-472438340513000.0,-472438355918000.0,-472438354675000.0,-472438341180000.0,4.0,41964410584900.0,60,0.00782714037597,0.249996693157,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476840351317000.0,2171267.07035,-476840351697000.0,-476840348343000.0,-476840353533000.0,-476840353291000.0,-476840348813000.0,4.0,4714400690800.0,3,0.00389871403872,0.124994709051,1.7334191682000001e-13,0.249546279492,0.124990974078
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477250299037000.0,2800303.27203,-477250299353000.0,-477250295860000.0,-477250301582000.0,-477250301523000.0,-477250296108000.0,4.0,7841698415360.0,29,0.00782691260144,0.124994709051,1.7334191682000001e-13,0.250453720508,0.250018051845
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477591260438000.0,4663513.64783,-477591259996000.0,-477591255677000.0,-477591266085000.0,-477591265512000.0,-477591255984000.0,4.0,21748359543500.0,55,0.00391345630072,0.124994709051,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695434401270000.0,2706248.29229,-695434400310000.0,-695434399298000.0,-695434405161000.0,-695434404545000.0,-695434399338000.0,4.0,7323779819540.0,24,0.00391311892231,0.125001984106,1.7334191682000001e-13,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-695844346644000.0,5773755.24324,-695844344738000.0,-695844342046000.0,-695844355053000.0,-695844353606000.0,-695844342350000.0,4.0,33336249608800.0,50,0.00391368407525,0.125001984106,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700587616123000.0,4086930.22577,-700587616900000.0,-700587610752000.0,-700587619942000.0,-700587619734000.0,-700587611426000.0,4.0,16702998670300.0,19,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-700997553962000.0,5331995.21636,-700997552079000.0,-700997549887000.0,-700997561805000.0,-700997560376000.0,-700997550186000.0,4.0,28430172987300.0,45,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-705740800998000.0,1008874.64946,-705740800619000.0,-705740800264000.0,-705740802490000.0,-705740802211000.0,-705740800316000.0,4.0,1017828058320.0,14,0.00782621714084,0.250003306843,1.7334191682000001e-13,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706150743792000.0,5556104.32524,-706150744590000.0,-706150736804000.0,-706150749185000.0,-706150748884000.0,-706150737583000.0,4.0,30870295273000.0,40,0.00782734744372,0.250003306843,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-710894019871000.0,4403535.09432,-710894018662000.0,-710894016011000.0,-710894026150000.0,-710894025129000.0,-710894016307000.0,4.0,19391121326900.0,9,0.00782601010299,0.249996693157,1.7334191682000001e-13,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711303954309000.0,5582943.47033,-711303953638000.0,-711303948483000.0,-711303961477000.0,-711303960587000.0,-711303948970000.0,4.0,31169257792900.0,35,0.00782714037597,0.249996693157,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716046930808000.0,5967080.36246,-716046931087000.0,-716046923494000.0,-716046937564000.0,-716046936884000.0,-716046924342000.0,4.0,35606048052000.0,4,0.00391289118068,0.124994709051,1.7334191682000001e-13,0.250453720508,0.124990974078
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716456875971000.0,5431621.06925,-716456876038000.0,-716456869260000.0,-716456882550000.0,-716456881618000.0,-716456870232000.0,4.0,29502507439900.0,30,0.00391345630072,0.124994709051,1.7334191682000001e-13,0.125226860254,0.250018051845
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-934640974791000.0,4450406.33493,-934640976326000.0,-934640968366000.0,-934640978147000.0,-934640978030000.0,-934640969404000.0,4.0,19806116546000.0,25,0.00195655946116,0.125001984106,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-939794186517000.0,1275614.66831,-939794186799000.0,-939794184728000.0,-939794187741000.0,-939794187616000.0,-939794185022000.0,4.0,1627192782010.0,20,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-944947375703000.0,4926415.12691,-944947376319000.0,-944947369314000.0,-944947380861000.0,-944947380408000.0,-944947370136000.0,4.0,24269566002600.0,15,0.00391310857042,0.250003306843,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950100587982000.0,5602318.73075,-950100586971000.0,-950100582557000.0,-950100595430000.0,-950100594446000.0,-950100582934000.0,4.0,31385975160900.0,10,0.00391300505149,0.249996693157,1.7334191682000001e-13,0.125226860254,0.124990974078
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955253505163000.0,3637095.63854,-955253504051000.0,-955253502302000.0,-955253510248000.0,-955253509507000.0,-955253502375000.0,4.0,13228464683900.0,5,0.00195644559034,0.124994709051,1.7334191682000001e-13,0.125226860254,0.124990974078
