npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix
769.0,-620.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-180564913891000.0,1926300.31541,-180564913891000.0,-180564912529000.0,-180564915253000.0,-180564915117000.0,-180564912665000.0,2.0,3710632905130.0,0.249579831933,0.125008550516,0.00390006767317,2.85069050095e-13,0.125003719426,106
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054296486000.0,5080991.90068,-184054296486000.0,-184054292893000.0,-184054300079000.0,-184054299720000.0,-184054293252000.0,2.0,25816478694800.0,0.249579831933,0.250017101033,0.00779928435215,2.85069050095e-13,0.12499008153,12
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054325155000.0,656866.999063,-184054325155000.0,-184054324690000.0,-184054325619000.0,-184054325573000.0,-184054324737000.0,2.0,431474254458.0,0.249579831933,0.250017101033,0.0155994196985,2.85069050095e-13,0.249993800956,37
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054376980000.0,757467.699541,-184054376980000.0,-184054376444000.0,-184054377515000.0,-184054377462000.0,-184054376498000.0,2.0,573757315847.0,0.249579831933,0.250017101033,0.0156001933296,2.85069050095e-13,0.250006199044,62
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054419819000.0,6976613.72547,-184054419819000.0,-184054414886000.0,-184054424752000.0,-184054424259000.0,-184054415379000.0,2.0,48673139074400.0,0.249579831933,0.250017101033,0.0156001933296,2.85069050095e-13,0.250006199044,87
769.0,-472.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-184054461308000.0,6374647.49127,-184054461308000.0,-184054456801000.0,-184054465816000.0,-184054465365000.0,-184054457252000.0,2.0,40636130637900.0,0.249579831933,0.250017101033,0.00780013534634,2.85069050095e-13,0.125003719426,112
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908783055000.0,5264660.589,-188908783055000.0,-188908779333000.0,-188908786778000.0,-188908786406000.0,-188908779705000.0,2.0,27716651117300.0,0.250420168067,0.250017101033,0.00782554456883,2.85069050095e-13,0.12499008153,18
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908836359000.0,23538799.9898,-188908836359000.0,-188908819715000.0,-188908853003000.0,-188908851339000.0,-188908821379000.0,2.0,554075104958000.0,0.250420168067,0.250017101033,0.0156519429971,2.85069050095e-13,0.249993800956,43
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908864433000.0,11597020.3105,-188908864433000.0,-188908856233000.0,-188908872634000.0,-188908871813000.0,-188908857053000.0,2.0,134490880083000.0,0.250420168067,0.250017101033,0.015652719233,2.85069050095e-13,0.250006199044,68
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908914873000.0,14449535.0057,-188908914873000.0,-188908904656000.0,-188908925090000.0,-188908924069000.0,-188908905677000.0,2.0,208789061880000.0,0.250420168067,0.250017101033,0.015652719233,2.85069050095e-13,0.250006199044,93
769.0,-323.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-188908954829000.0,5761721.61019,-188908954829000.0,-188908950755000.0,-188908958903000.0,-188908958496000.0,-188908951163000.0,2.0,33197435913300.0,0.250420168067,0.250017101033,0.00782639842831,2.85069050095e-13,0.125003719426,118
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763251012000.0,1778456.52925,-193763251012000.0,-193763249754000.0,-193763252269000.0,-193763252143000.0,-193763249880000.0,2.0,3162907626420.0,0.125210084034,0.249982898967,0.00391223702145,2.85069050095e-13,0.12499008153,24
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763302753000.0,17620400.5095,-193763302753000.0,-193763290293000.0,-193763315212000.0,-193763313966000.0,-193763291539000.0,2.0,310478514116000.0,0.125210084034,0.249982898967,0.00782490091423,2.85069050095e-13,0.249993800956,49
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763352449000.0,8160786.60311,-193763352449000.0,-193763346678000.0,-193763358220000.0,-193763357643000.0,-193763347256000.0,2.0,66598437981500.0,0.125210084034,0.249982898967,0.00782528897909,2.85069050095e-13,0.250006199044,74
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763392809000.0,12554859.7317,-193763392809000.0,-193763383931000.0,-193763401687000.0,-193763400799000.0,-193763384819000.0,2.0,157624502882000.0,0.125210084034,0.249982898967,0.00782528897909,2.85069050095e-13,0.250006199044,99
769.0,-174.0,-7940.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-193763429364000.0,8705216.79596,-193763429364000.0,-193763423208000.0,-193763435519000.0,-193763434904000.0,-193763423824000.0,2.0,75780799464700.0,0.125210084034,0.249982898967,0.00391266389279,2.85069050095e-13,0.125003719426,124
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577667151000.0,4224505.78467,-382577667151000.0,-382577664164000.0,-382577670138000.0,-382577669839000.0,-382577664462000.0,2.0,17846449124700.0,0.249579831933,0.125008550516,0.00389964217608,2.85069050095e-13,0.12499008153,11
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577718320000.0,20807086.6437,-382577718320000.0,-382577703607000.0,-382577733033000.0,-382577731562000.0,-382577705079000.0,2.0,432934854599000.0,0.249579831933,0.125008550516,0.00779970984924,2.85069050095e-13,0.249993800956,36
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577751826000.0,3156318.15184,-382577751826000.0,-382577749594000.0,-382577754058000.0,-382577753835000.0,-382577749817000.0,2.0,9962344275650.0,0.249579831933,0.125008550516,0.00780009666478,2.85069050095e-13,0.250006199044,61
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577798503000.0,6420771.62466,-382577798503000.0,-382577793962000.0,-382577803043000.0,-382577802589000.0,-382577794416000.0,2.0,41226308256100.0,0.249579831933,0.125008550516,0.00780009666478,2.85069050095e-13,0.250006199044,86
769.0,-472.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-382577857890000.0,16452447.7996,-382577857890000.0,-382577846256000.0,-382577869523000.0,-382577868360000.0,-382577847420000.0,2.0,270683038600000.0,0.249579831933,0.125008550516,0.00390006767317,2.85069050095e-13,0.125003719426,111
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432184168000.0,35126034.5832,-387432184168000.0,-387432159330000.0,-387432209006000.0,-387432206522000.0,-387432161814000.0,2.0,1233838305540000.0,0.250420168067,0.250017101033,0.00782554456883,2.85069050095e-13,0.12499008153,17
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432204300000.0,166929.261097,-387432204300000.0,-387432204182000.0,-387432204418000.0,-387432204406000.0,-387432204193000.0,2.0,27865378210.3,0.250420168067,0.250017101033,0.0156519429971,2.85069050095e-13,0.249993800956,42
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432274794000.0,7548469.71775,-387432274794000.0,-387432269457000.0,-387432280132000.0,-387432279598000.0,-387432269990000.0,2.0,56979395079700.0,0.250420168067,0.250017101033,0.015652719233,2.85069050095e-13,0.250006199044,67
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432297444000.0,11177099.8441,-387432297444000.0,-387432289540000.0,-387432305347000.0,-387432304557000.0,-387432290331000.0,2.0,124927560925000.0,0.250420168067,0.250017101033,0.015652719233,2.85069050095e-13,0.250006199044,92
769.0,-323.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-387432351775000.0,22174948.3843,-387432351775000.0,-387432336095000.0,-387432367455000.0,-387432365887000.0,-387432337663000.0,2.0,491728335846000.0,0.250420168067,0.250017101033,0.00782639842831,2.85069050095e-13,0.125003719426,117
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286680278000.0,38546527.6959,-392286680278000.0,-392286653021000.0,-392286707534000.0,-392286704809000.0,-392286655747000.0,2.0,1485834797410000.0,0.125210084034,0.250017101033,0.00391277228441,2.85069050095e-13,0.12499008153,23
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286718672000.0,21012699.7281,-392286718672000.0,-392286703814000.0,-392286733530000.0,-392286732045000.0,-392286705300000.0,2.0,441533549862000.0,0.125210084034,0.250017101033,0.00782597149857,2.85069050095e-13,0.249993800956,48
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286756041000.0,27961880.9366,-392286756041000.0,-392286736269000.0,-392286775813000.0,-392286773836000.0,-392286738246000.0,2.0,781866785513000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,73
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286791903000.0,11726727.6695,-392286791903000.0,-392286783611000.0,-392286800195000.0,-392286799366000.0,-392286784440000.0,2.0,137516141835000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,98
769.0,-174.0,-11595.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-392286826275000.0,956772.352847,-392286826275000.0,-392286825599000.0,-392286826952000.0,-392286826884000.0,-392286825667000.0,2.0,915413335173.0,0.125210084034,0.250017101033,0.00391319921416,2.85069050095e-13,0.125003719426,123
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955551880000.0,6253860.43898,-585955551880000.0,-585955547458000.0,-585955556302000.0,-585955555860000.0,-585955547900000.0,2.0,39110770390300.0,0.250420168067,0.125008550516,0.00391277228441,2.85069050095e-13,0.12499008153,16
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955609843000.0,37492694.9937,-585955609843000.0,-585955583331000.0,-585955636354000.0,-585955633703000.0,-585955585983000.0,2.0,1405702177890000.0,0.250420168067,0.125008550516,0.00782597149857,2.85069050095e-13,0.249993800956,41
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955650998000.0,2394734.67099,-585955650998000.0,-585955649305000.0,-585955652692000.0,-585955652522000.0,-585955649474000.0,2.0,5734754144440.0,0.250420168067,0.125008550516,0.00782635961652,2.85069050095e-13,0.250006199044,66
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955682709000.0,5977927.04365,-585955682709000.0,-585955678482000.0,-585955686936000.0,-585955686513000.0,-585955678904000.0,2.0,35735611739100.0,0.250420168067,0.125008550516,0.00782635961652,2.85069050095e-13,0.250006199044,91
769.0,-323.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-585955740402000.0,16828629.6237,-585955740402000.0,-585955728503000.0,-585955752302000.0,-585955751112000.0,-585955729693000.0,2.0,283202775012000.0,0.250420168067,0.125008550516,0.00391319921416,2.85069050095e-13,0.125003719426,116
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810038770000.0,6156274.04633,-590810038770000.0,-590810034417000.0,-590810043123000.0,-590810042688000.0,-590810034852000.0,2.0,37899710133500.0,0.125210084034,0.250017101033,0.00391277228441,2.85069050095e-13,0.12499008153,22
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810083817000.0,6412936.48378,-590810083817000.0,-590810079282000.0,-590810088351000.0,-590810087898000.0,-590810079735000.0,2.0,41125754345000.0,0.125210084034,0.250017101033,0.00782597149857,2.85069050095e-13,0.249993800956,47
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810165222000.0,27625669.163,-590810165222000.0,-590810145688000.0,-590810184756000.0,-590810182803000.0,-590810147641000.0,2.0,763177596706000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,72
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810194753000.0,24576217.3407,-590810194753000.0,-590810177375000.0,-590810212131000.0,-590810210393000.0,-590810179113000.0,2.0,603990458776000.0,0.125210084034,0.250017101033,0.00782635961652,2.85069050095e-13,0.250006199044,97
769.0,-174.0,-15250.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-590810237143000.0,23837019.1369,-590810237143000.0,-590810220287000.0,-590810253998000.0,-590810252312000.0,-590810221973000.0,2.0,568203481335000.0,0.125210084034,0.250017101033,0.00391319921416,2.85069050095e-13,0.125003719426,122
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333445848000.0,49802238.4129,-789333445848000.0,-789333410632000.0,-789333481064000.0,-789333477542000.0,-789333414154000.0,2.0,2480262950930000.0,0.125210084034,0.125008550516,0.00195638614221,2.85069050095e-13,0.12499008153,21
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,100824.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333492309000.0,15671628.7163,-789333492309000.0,-789333481227000.0,-789333503390000.0,-789333502282000.0,-789333482336000.0,2.0,245599946620000.0,0.125210084034,0.125008550516,0.00391298574928,2.85069050095e-13,0.249993800956,46
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,201649.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333508466000.0,3693252.21732,-789333508466000.0,-789333505855000.0,-789333511078000.0,-789333510817000.0,-789333506116000.0,2.0,13640111940700.0,0.125210084034,0.125008550516,0.00391317980826,2.85069050095e-13,0.250006199044,71
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,302473.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333550416000.0,1319927.32545,-789333550416000.0,-789333549482000.0,-789333551349000.0,-789333551256000.0,-789333549576000.0,2.0,1742208144470.0,0.125210084034,0.125008550516,0.00391317980826,2.85069050095e-13,0.250006199044,96
769.0,-174.0,-18905.0,-1e+200,-1e+200,-1e+200,-1e+200,403298.0,1e+200,-1e+200,ref,cooper,nebraska,covid,-789333627921000.0,362356.693242,-789333627921000.0,-789333627665000.0,-789333628178000.0,-789333628152000.0,-789333627691000.0,2.0,131302373138.0,0.125210084034,0.125008550516,0.00195659960708,2.85069050095e-13,0.125003719426,121
