RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__naphtha,Dispatch__ft__production__diesel,Dispatch__ft__production__h2,Dispatch__ft__production__jet_fuel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,Dispatch__h2_import__production__h2,Dispatch__h2_export__production__h2,price,ProbabilityWeight,PointProbability,prefix
0,0.0,0,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.5482999574,1.0,1.0,1
0,0.0,0,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.8090336404,1.0,1.0,1
0,0.0,0,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.8788053354,1.0,1.0,1
0,0.0,0,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.1680481655,1.0,1.0,1
0,0.0,0,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.6209058312,1.0,1.0,1
0,0.0,0,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.0654167195,1.0,1.0,1
0,0.0,0,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,47.7605645502,1.0,1.0,1
0,0.0,0,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.5470915142,1.0,1.0,1
0,0.0,0,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,8.15233755671,1.0,1.0,1
0,0.0,0,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.34412845399,1.0,1.0,1
0,0.0,0,2022,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.4062388721,1.0,1.0,1
0,0.0,0,2023,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.0595801662,1.0,1.0,1
0,0.0,0,2024,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,30.7019710887,1.0,1.0,1
0,0.0,0,2025,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.4005666116,1.0,1.0,1
0,0.0,0,2026,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.8988463468,1.0,1.0,1
0,0.0,0,2027,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.9241650565,1.0,1.0,1
0,0.0,0,2028,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,8.28626190028,1.0,1.0,1
0,0.0,0,2029,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.4221833523,1.0,1.0,1
0,0.0,0,2030,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.87447309185,1.0,1.0,1
0,0.0,0,2031,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.4801326894,1.0,1.0,1
0,0.0,1,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.913509302,1.0,1.0,1
0,0.0,1,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.171061936,1.0,1.0,1
0,0.0,1,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,35.6173561262,1.0,1.0,1
0,0.0,1,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,9.96828321201,1.0,1.0,1
0,0.0,1,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.660041186,1.0,1.0,1
0,0.0,1,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.3069762588,1.0,1.0,1
0,0.0,1,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.4393786557,1.0,1.0,1
0,0.0,1,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,27.1326198202,1.0,1.0,1
0,0.0,1,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.59919708224,1.0,1.0,1
0,0.0,1,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,1.81007367759,1.0,1.0,1
0,0.0,1,2022,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.217032951,1.0,1.0,1
0,0.0,1,2023,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.8499422718,1.0,1.0,1
0,0.0,1,2024,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.8758860932,1.0,1.0,1
0,0.0,1,2025,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.454900926,1.0,1.0,1
0,0.0,1,2026,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.9689247434,1.0,1.0,1
