RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__naphtha,Dispatch__ft__production__diesel,Dispatch__ft__production__h2,Dispatch__ft__production__jet_fuel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,Dispatch__h2_import__production__h2,Dispatch__h2_export__production__h2,price,ProbabilityWeight,PointProbability,prefix
0,0.0,1,2027,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,15.9157527205,1.0,1.0,1
0,0.0,1,2028,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.4445036032,1.0,1.0,1
0,0.0,1,2029,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.3136936349,1.0,1.0,1
0,0.0,1,2030,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,5.99329563754,1.0,1.0,1
0,0.0,1,2031,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.5810718915,1.0,1.0,1
0,0.0,2,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.443744489,1.0,1.0,1
0,0.0,2,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.8569797024,1.0,1.0,1
0,0.0,2,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.9451259929,1.0,1.0,1
0,0.0,2,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.7270439369,1.0,1.0,1
0,0.0,2,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.1199511684,1.0,1.0,1
0,0.0,2,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.8321324968,1.0,1.0,1
0,0.0,2,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,13.1441878315,1.0,1.0,1
0,0.0,2,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.1196258674,1.0,1.0,1
0,0.0,2,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.23847476788,1.0,1.0,1
0,0.0,2,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,1.89378712364,1.0,1.0,1
0,0.0,2,2022,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.156778744,1.0,1.0,1
0,0.0,2,2023,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.2548782694,1.0,1.0,1
0,0.0,2,2024,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.5018117919,1.0,1.0,1
0,0.0,2,2025,1.0,1280.0,22243.0,-885.11739,15381.244,10324.109,-22243.0,18633.758,-14.9,-379.98261,-15381.244,-18633.758,-10324.109,0.0,0.0,0.0,0.0,0.0,23.0198077615,1.0,1.0,1
0,0.0,2,2026,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.23676076582,1.0,1.0,1
0,0.0,2,2027,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,13.1913143549,1.0,1.0,1
0,0.0,2,2028,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,31.4115167987,1.0,1.0,1
0,0.0,2,2029,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,11.1480354032,1.0,1.0,1
0,0.0,2,2030,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.462548773,1.0,1.0,1
0,0.0,2,2031,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.5647483268,1.0,1.0,1
0,0.0,3,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.8217459099,1.0,1.0,1
0,0.0,3,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.7179917242,1.0,1.0,1
0,0.0,3,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.1036090553,1.0,1.0,1
0,0.0,3,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.4662148014,1.0,1.0,1
0,0.0,3,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,13.2284273964,1.0,1.0,1
0,0.0,3,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.95396329582,1.0,1.0,1
0,0.0,3,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.6510969006,1.0,1.0,1
0,0.0,3,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.0484464867,1.0,1.0,1
0,0.0,3,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.09749711423,1.0,1.0,1
0,0.0,3,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,-9.16680381901,1.0,1.0,1
0,0.0,3,2022,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.6441948006,1.0,1.0,1
0,0.0,3,2023,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.7876435452,1.0,1.0,1
0,0.0,3,2024,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.7332835721,1.0,1.0,1
0,0.0,3,2025,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,17.0434307987,1.0,1.0,1
0,0.0,3,2026,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.9537436951,1.0,1.0,1
0,0.0,3,2027,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.4177275034,1.0,1.0,1
0,0.0,3,2028,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,11.2241659388,1.0,1.0,1
0,0.0,3,2029,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.8803135909,1.0,1.0,1
0,0.0,3,2030,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,11.2286889983,1.0,1.0,1
0,0.0,3,2031,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.14381606588,1.0,1.0,1
0,0.0,4,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.7092893797,1.0,1.0,1
0,0.0,4,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,25.8002369759,1.0,1.0,1
0,0.0,4,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.3234810738,1.0,1.0,1
0,0.0,4,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,5.35586359315,1.0,1.0,1
0,0.0,4,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.01892210554,1.0,1.0,1
0,0.0,4,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,6.57374908887,1.0,1.0,1
0,0.0,4,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.8018035532,1.0,1.0,1
0,0.0,4,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,28.5009005604,1.0,1.0,1
0,0.0,4,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.99768559577,1.0,1.0,1
0,0.0,4,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.5302080135,1.0,1.0,1
0,0.0,4,2022,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,18.2750722985,1.0,1.0,1
0,0.0,4,2023,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,20.0262827663,1.0,1.0,1
0,0.0,4,2024,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,19.7475607813,1.0,1.0,1
0,0.0,4,2025,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.2944206715,1.0,1.0,1
0,0.0,4,2026,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.1111361037,1.0,1.0,1
0,0.0,4,2027,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,23.5156160016,1.0,1.0,1
0,0.0,4,2028,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.6323583945,1.0,1.0,1
0,0.0,4,2029,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,22.4848087912,1.0,1.0,1
0,0.0,4,2030,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,16.0406438467,1.0,1.0,1
0,0.0,4,2031,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,27.4337053878,1.0,1.0,1
0,0.0,5,2012,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,21.425792396,1.0,1.0,1
0,0.0,5,2013,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,26.9447764728,1.0,1.0,1
0,0.0,5,2014,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,29.8043207149,1.0,1.0,1
0,0.0,5,2015,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.2852102675,1.0,1.0,1
0,0.0,5,2016,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,14.4044797593,1.0,1.0,1
0,0.0,5,2017,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,7.54900008797,1.0,1.0,1
0,0.0,5,2018,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,4.91244851712,1.0,1.0,1
0,0.0,5,2019,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,24.0227394219,1.0,1.0,1
0,0.0,5,2020,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,12.3035331407,1.0,1.0,1
0,0.0,5,2021,1.0,1280.0,24753.05,-985.0,15381.244,10324.109,-22243.0,18633.758,-14.9,-280.1,-15381.244,-18633.758,-10324.109,2381.2425,-2510.05,0.0,0.0,0.0,1199.60015724,1.0,1.0,1
