smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
480.0,-155.6,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1632096061.13,4183980.92967,-1632096061.13,-1629137539.84,-1635054582.42,-1634758730.29,-1629433391.97,2.0,17505696419800.0,366,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1635294915.52,3237232.93075,-1635294915.52,-1633005846.16,-1637583984.88,-1637355077.94,-1633234753.1,2.0,10479677047900.0,230,0.142857142857,1.07010398565e-12,0.00291362434441,0.142861580758,0.142763157895
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1635590028.9,1090931.09968,-1635590028.9,-1634818624.12,-1636361433.68,-1636284293.2,-1634895764.6,2.0,1190130664250.0,277,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1636103472.22,2551034.07312,-1636103472.22,-1634299618.73,-1637907325.71,-1637726940.36,-1634480004.08,2.0,6507774842230.0,183,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1637138298.67,1006324.76747,-1637138298.67,-1636426719.61,-1637849877.74,-1637778719.83,-1636497877.51,2.0,1012689537630.0,77,0.142857142857,1.07010398565e-12,0.00291595300158,0.142844106523,0.142894736842
480.0,-427.0,-6637.9,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1642239453.53,903527.097102,-1642239453.53,-1641600563.39,-1642878343.67,-1642814454.65,-1641664452.41,2.0,816361215198.0,388,0.142857142857,1.07010398565e-12,0.00145815485623,0.142861580758,0.0714473684211
480.0,-318.4,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1650176374.33,145854.054604,-1650176374.33,-1650073239.93,-1650279508.72,-1650269195.28,-1650083553.37,2.0,21273405244.5,341,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1650450083.74,2704214.1651,-1650450083.74,-1648537915.57,-1652362251.91,-1652171035.1,-1648729132.38,2.0,7312774250720.0,64,0.0714285714286,0.0,0.0003644396277,0.0714113745622,0.0714473684211
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1656413077.5,265191.475195,-1656413077.5,-1656225558.81,-1656600596.19,-1656581844.32,-1656244310.68,2.0,70326518516.3,141,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1656877823.96,514854.756726,-1656877823.96,-1656513766.67,-1657241881.25,-1657205475.52,-1656550172.4,2.0,265075420524.0,247,0.142857142857,1.07010398565e-12,0.00291630971247,0.142861580758,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1658262837.94,1782115.94784,-1658262837.94,-1657002691.67,-1659522984.21,-1659396969.58,-1657128706.29,2.0,3175937251540.0,294,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1658671495.87,2184289.3763,-1658671495.87,-1657126970.04,-1660216021.7,-1660061569.11,-1657281422.62,2.0,4771120079410.0,94,0.142857142857,1.07010398565e-12,0.00291326796198,0.142844106523,0.142763157895
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1669265539.86,3041063.97827,-1669265539.86,-1667115182.9,-1671415896.82,-1671200861.13,-1667330218.6,2.0,9248070119950.0,128,0.0714285714286,0.0,0.000728988250394,0.142844106523,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1669277896.14,6746928.07756,-1669277896.14,-1664507097.54,-1674048694.74,-1673571614.88,-1664984177.4,2.0,45521038483800.0,111,0.142857142857,1.07010398565e-12,0.00291595300158,0.142844106523,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1670722247.22,365490.181468,-1670722247.22,-1670463806.64,-1670980687.81,-1670954843.75,-1670489650.69,2.0,133583072749.0,205,0.142857142857,1.07010398565e-12,0.00291630971247,0.142861580758,0.142894736842
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1671788164.29,591475.154825,-1671788164.29,-1671369928.19,-1672206400.38,-1672164576.77,-1671411751.8,2.0,349842858775.0,311,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1671848673.24,5156568.66556,-1671848673.24,-1668202428.57,-1675494917.91,-1675130293.44,-1668567053.03,2.0,26590200402600.0,47,0.142857142857,1.07010398565e-12,0.0014577585108,0.0714113745622,0.142894736842
480.0,-209.9,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1672984819.22,521061.932162,-1672984819.22,-1672616372.79,-1673353265.64,-1673316421.0,-1672653217.43,2.0,271505537149.0,358,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1673061463.72,3365899.29514,-1673061463.72,-1670681413.5,-1675441513.93,-1675203508.91,-1670919418.52,2.0,11329278065000.0,158,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1673137177.32,4224031.78183,-1673137177.32,-1670150335.8,-1676124018.84,-1675825334.68,-1670449019.95,2.0,17842444493900.0,13,0.142857142857,1.07010398565e-12,0.0014577585108,0.0714113745622,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1679450479.71,3595374.02632,-1679450479.71,-1676908166.35,-1681992793.06,-1681738561.73,-1677162397.69,2.0,12926714389100.0,30,0.142857142857,1.07010398565e-12,0.00145641619173,0.0714113745622,0.142763157895
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1683602116.02,591717.5926,-1683602116.02,-1683183708.5,-1684020523.54,-1683978682.79,-1683225549.25,2.0,350129709392.0,192,0.0714285714286,0.0,0.000729087336753,0.14286352234,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1684674616.26,4716628.9462,-1684674616.26,-1681339455.95,-1688009776.58,-1687676260.54,-1681672971.98,2.0,22246588616100.0,175,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-101.3,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1688136075.55,4567907.79249,-1688136075.55,-1684906076.97,-1691366074.12,-1691043074.27,-1685229076.83,2.0,20865781600700.0,375,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1688273770.57,245404.321196,-1688273770.57,-1688100243.51,-1688447297.63,-1688429944.92,-1688117596.21,2.0,60223280861.5,269,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1691740564.27,1241401.38228,-1691740564.27,-1690862760.94,-1692618367.61,-1692530587.28,-1690950541.27,2.0,1541077391920.0,222,0.142857142857,1.07010398565e-12,0.00291362434441,0.142861580758,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1693670887.69,2414997.41676,-1693670887.69,-1691963226.64,-1695378548.74,-1695207782.63,-1692133992.74,2.0,5832212522950.0,69,0.142857142857,1.07010398565e-12,0.00145797650079,0.142844106523,0.0714473684211
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1699637675.7,5874324.50943,-1699637675.7,-1695483901.01,-1703791450.4,-1703376072.93,-1695899278.48,2.0,34507688442100.0,256,0.0714285714286,0.0,0.000729077428117,0.142861580758,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1700162841.71,3608827.25896,-1700162841.71,-1697611015.48,-1702714667.94,-1702459485.32,-1697866198.11,2.0,13023634185000.0,239,0.142857142857,1.07010398565e-12,0.00291630971247,0.142861580758,0.142894736842
480.0,-372.7,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1703950451.28,360504.486067,-1703950451.28,-1703695536.11,-1704205366.44,-1704179874.93,-1703721027.63,2.0,129963484475.0,333,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1706635401.33,2012626.13092,-1706635401.33,-1705212259.75,-1708058542.92,-1707916228.76,-1705354573.91,2.0,4050663942880.0,133,0.142857142857,1.07010398565e-12,0.00145817467351,0.14286352234,0.0714473684211
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1709496142.75,1538511.05507,-1709496142.75,-1708408251.15,-1710584034.35,-1710475245.19,-1708517040.31,2.0,2367016266580.0,286,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1712039712.41,754102.643299,-1712039712.41,-1711506481.32,-1712572943.5,-1712519620.39,-1711559804.43,2.0,568670796631.0,86,0.142857142857,1.07010398565e-12,0.00291595300158,0.142844106523,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1714450929.39,5333442.70836,-1714450929.39,-1710679615.89,-1718222242.9,-1717845111.55,-1711056747.24,2.0,28445611123400.0,56,0.0714285714286,0.0,0.0007288792554,0.0714113745622,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1715099759.27,3420625.00756,-1715099759.27,-1712681012.13,-1717518506.4,-1717276631.69,-1712922886.84,2.0,11700675442300.0,320,0.0714285714286,0.0,0.000729087336753,0.14286352234,0.0714473684211
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1717869570.18,310246.101171,-1717869570.18,-1717650193.06,-1718088947.31,-1718067009.59,-1717672130.77,2.0,96252643291.8,120,0.0714285714286,0.0,0.00145797650079,0.142844106523,0.142894736842
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1720541549.44,749597.016351,-1720541549.44,-1720011504.31,-1721071594.57,-1721018590.06,-1720064508.82,2.0,561895686922.0,303,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-264.1,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1726187017.16,112917.347295,-1726187017.16,-1726107172.54,-1726266861.78,-1726258877.32,-1726115157.0,2.0,12750327320.1,350,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1726801898.24,1182145.57614,-1726801898.24,-1725965995.09,-1727637801.39,-1727554211.08,-1726049585.4,2.0,1397468163180.0,197,0.142857142857,1.07010398565e-12,0.00145815485623,0.142861580758,0.0714473684211
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1727604233.28,2572852.0971,-1727604233.28,-1725784952.12,-1729423514.45,-1729241586.33,-1725966880.24,2.0,6619567913560.0,103,0.142857142857,1.07010398565e-12,0.00291326796198,0.142844106523,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1729600815.57,533976.580828,-1729600815.57,-1729223237.11,-1729978394.03,-1729940636.18,-1729260994.95,2.0,285130988873.0,150,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-47.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1732281181.53,4096796.57775,-1732281181.53,-1729384308.89,-1735178054.17,-1734888366.91,-1729673996.15,2.0,16783742199500.0,384,0.0714285714286,0.0,0.000729087336753,0.14286352234,0.0714473684211
480.0,-155.6,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1735670657.86,2733865.73614,-1735670657.86,-1733737522.86,-1737603792.86,-1737410479.36,-1733930836.36,2.0,7474021863270.0,367,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1735898639.92,2183425.80761,-1735898639.92,-1734354724.73,-1737442555.12,-1737288163.6,-1734509116.25,2.0,4767348257330.0,5,0.142857142857,1.07010398565e-12,0.0007288792554,0.0714113745622,0.0714473684211
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1736673876.09,4020874.44566,-1736673876.09,-1733830688.5,-1739517063.68,-1739232744.92,-1734115007.26,2.0,16167431307800.0,167,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1736803674.51,6786101.60115,-1736803674.51,-1732005176.05,-1741602172.97,-1741122323.13,-1732485025.9,2.0,46051174941100.0,39,0.142857142857,1.07010398565e-12,0.00145641619173,0.0714113745622,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1740992592.11,4096142.41033,-1740992592.11,-1738096182.04,-1743889002.19,-1743599361.18,-1738385823.05,2.0,16778382645700.0,22,0.142857142857,1.07010398565e-12,0.0014577585108,0.0714113745622,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1742321152.1,4032525.60982,-1742321152.1,-1739469725.9,-1745172578.31,-1744887435.69,-1739754868.52,2.0,16261262793900.0,184,0.0714285714286,0.0,0.00145817467351,0.14286352234,0.142894736842
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1743561052.26,1306551.11595,-1743561052.26,-1742637181.1,-1744484923.41,-1744392536.29,-1742729568.22,2.0,1707075818590.0,214,0.142857142857,1.07010398565e-12,0.00291630971247,0.142861580758,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1744469659.56,145705.503448,-1744469659.56,-1744366630.21,-1744572688.91,-1744562385.98,-1744376933.15,2.0,21230093735.0,261,0.142857142857,1.07010398565e-12,0.00145817467351,0.14286352234,0.0714473684211
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1754636156.13,4551710.46582,-1754636156.13,-1751417610.79,-1757854701.46,-1757532846.93,-1751739465.33,2.0,20718068164700.0,248,0.0714285714286,0.0,0.00145815485623,0.142861580758,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1758053795.95,74950.8281334,-1758053795.95,-1758000797.71,-1758106794.19,-1758101494.37,-1758006097.54,2.0,5617626637.88,231,0.142857142857,1.07010398565e-12,0.00291362434441,0.142861580758,0.142763157895
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1762713712.15,858086.679115,-1762713712.15,-1762106953.24,-1763320471.06,-1763259795.17,-1762167629.13,2.0,736312748874.0,278,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1763261237.68,1052126.93069,-1763261237.68,-1762517271.59,-1764005203.77,-1763930807.16,-1762591668.2,2.0,1106971078290.0,325,0.142857142857,1.07010398565e-12,0.00145817467351,0.14286352234,0.0714473684211
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1766224023.32,1104.43229768,-1766224023.32,-1766223242.37,-1766224804.27,-1766224726.18,-1766223320.46,2.0,1219770.70017,312,0.0714285714286,0.0,0.00145817467351,0.14286352234,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1772138045.28,2392584.12361,-1772138045.28,-1770446232.82,-1773829857.74,-1773660676.49,-1770615414.07,2.0,5724458788540.0,78,0.142857142857,1.07010398565e-12,0.00291595300158,0.142844106523,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1776049912.99,1205909.86264,-1776049912.99,-1775197205.95,-1776902620.03,-1776817349.33,-1775282476.66,2.0,1454218596810.0,295,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-427.0,-5273.7,-1e+200,-1e+200,-1e+200,-1e+200,220742.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1776811031.8,451595.606908,-1776811031.8,-1776491705.48,-1777130358.11,-1777098425.48,-1776523638.11,2.0,203938592179.0,389,0.142857142857,1.07010398565e-12,0.00145815485623,0.142861580758,0.0714473684211
480.0,-318.4,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1779012489.31,3934816.01317,-1779012489.31,-1776230154.22,-1781794824.39,-1781516590.88,-1776508387.73,2.0,15482777057500.0,342,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1782621944.55,1498900.29343,-1782621944.55,-1781562061.99,-1783681827.11,-1783575838.86,-1781668050.25,2.0,2246702089640.0,112,0.0714285714286,0.0,0.00145797650079,0.142844106523,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1783110100.86,2435027.68553,-1783110100.86,-1781388276.27,-1784831925.45,-1784659742.99,-1781560458.73,2.0,5929359829290.0,95,0.142857142857,1.07010398565e-12,0.00291326796198,0.142844106523,0.142763157895
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1784124980.86,3953151.96181,-1784124980.86,-1781329680.3,-1786920281.42,-1786640751.36,-1781609210.36,2.0,15627410433100.0,48,0.0714285714286,0.0,0.0007288792554,0.0714113745622,0.142894736842
480.0,-101.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1785245094.57,4069224.96542,-1785245094.57,-1782367718.01,-1788122471.14,-1787834733.48,-1782655455.66,2.0,16558591819200.0,376,0.0714285714286,0.0,0.00145817467351,0.14286352234,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1788147078.46,802482.104471,-1788147078.46,-1787579637.92,-1788714518.99,-1788657774.94,-1787636381.97,2.0,643977527996.0,142,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-209.9,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1789703293.98,180770.542286,-1789703293.98,-1789575469.91,-1789831118.06,-1789818335.65,-1789588252.32,2.0,32677988958.5,359,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1798161337.58,1685805.04257,-1798161337.58,-1796969293.4,-1799353381.76,-1799234177.34,-1797088497.82,2.0,2841938641550.0,31,0.142857142857,1.07010398565e-12,0.00145641619173,0.0714113745622,0.142763157895
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1799884847.54,1658783.33496,-1799884847.54,-1798711910.6,-1801057784.49,-1800940490.79,-1798829204.29,2.0,2751562152340.0,176,0.0714285714286,0.0,0.00145817467351,0.14286352234,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,73581.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1800061362.8,302412.264282,-1800061362.8,-1799847525.04,-1800275200.57,-1800253816.79,-1799868908.82,2.0,91453177588.3,159,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1804932883.01,1468494.74782,-1804932883.01,-1803894500.41,-1805971265.6,-1805867427.34,-1803998338.67,2.0,2156476824380.0,206,0.142857142857,1.07010398565e-12,0.00291630971247,0.142861580758,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1806818819.88,716279.843887,-1806818819.88,-1806312333.54,-1807325306.21,-1807274657.58,-1806362982.17,2.0,513056814759.0,14,0.142857142857,1.07010398565e-12,0.0014577585108,0.0714113745622,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1817741528.85,573632.265204,-1817741528.85,-1817335909.58,-1818147148.11,-1818106586.19,-1817376471.51,2.0,329053975683.0,223,0.142857142857,1.07010398565e-12,0.00291362434441,0.142861580758,0.142763157895
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,110371.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1818032816.91,2466263.54379,-1818032816.91,-1816288905.24,-1819776728.59,-1819602337.42,-1816463296.4,2.0,6082455867440.0,240,0.0714285714286,0.0,0.00145815485623,0.142861580758,0.142894736842
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1819282668.74,942046.416785,-1819282668.74,-1818616541.33,-1819948796.15,-1819882183.41,-1818683154.07,2.0,887451451377.0,270,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
480.0,-427.0,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,36790.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1829837345.9,695238.739999,-1829837345.9,-1829345737.87,-1830328953.93,-1830279793.13,-1829394898.68,2.0,483356905596.0,70,0.142857142857,1.07010398565e-12,0.00145797650079,0.142844106523,0.0714473684211
480.0,-155.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1831243262.61,4241703.33621,-1831243262.61,-1828243925.42,-1834242599.8,-1833942666.08,-1828543859.14,2.0,17992047192400.0,304,0.0714285714286,0.0,0.00145817467351,0.14286352234,0.142894736842
480.0,-264.1,-2545.3,-1e+200,-1e+200,-1e+200,-1e+200,147161.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1837078627.91,1628241.10484,-1837078627.91,-1835927287.59,-1838229968.24,-1838114834.21,-1836042421.62,2.0,2651169095490.0,287,0.142857142857,1.07010398565e-12,0.00291366394246,0.14286352234,0.142763157895
480.0,-372.7,-3909.5,-1e+200,-1e+200,-1e+200,-1e+200,183952.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-1838274529.93,1964936.77942,-1838274529.93,-1836885109.81,-1839663950.05,-1839525008.04,-1837024051.82,2.0,3860976547120.0,334,0.142857142857,1.07010398565e-12,0.00291634934701,0.14286352234,0.142894736842
