smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-603322886.435,3252566.65588,-603322886.435,-601022974.497,-605622798.374,-605392807.18,-601252965.691,2.0,10579189850900.0,0.125018050542,0.00391394826849,0.250453720508,0.125001398296,110,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-634830587.194,4620583.51207,-634830587.194,-631563341.26,-638097833.129,-637771108.535,-631890065.853,2.0,21349791992000.0,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,55,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692389157.611,141202.625454,-692389157.611,-692289312.277,-692489002.945,-692479018.411,-692299296.81,2.0,19938181435.1,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,80,1.83230531396e-13
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-749652076.608,570748.965792,-749652076.608,-749248496.144,-750055657.072,-750015299.026,-749288854.191,2.0,325754381952.0,0.125018050542,0.00195697413424,0.125226860254,0.125001398296,105,1.83230531396e-13
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-18929859265.8,485315.606364,-18929859265.8,-18929516095.8,-18930202435.7,-18930168118.8,-18929550412.8,2.0,235531237781.0,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,1,1.83230531396e-13
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359896698876.0,465672.202674,-359896698876.0,-359896369597.0,-359897028156.0,-359896995228.0,-359896402525.0,2.0,216850600343.0,0.25,0.00782637233343,0.250453720508,0.124995105963,7,1.83230531396e-13
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769828905689.0,481597.265276,-769828905689.0,-769828565148.0,-769829246230.0,-769829212176.0,-769828599202.0,2.0,231935925921.0,0.249963898917,0.00779688984465,0.249546279492,0.124995105963,13,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744273554000.0,1858926.31951,-218744273554000.0,-218744272240000.0,-218744274869000.0,-218744274737000.0,-218744272371000.0,2.0,3455607061360.0,0.249963898917,0.00779728234506,0.249546279492,0.125001398296,118,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154187997000.0,7590416.39686,-219154187997000.0,-219154182630000.0,-219154193364000.0,-219154192827000.0,-219154183166000.0,2.0,57614421077700.0,0.25,0.003913383159,0.125226860254,0.125001398296,124,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726760263000.0,752309.620737,-219726760263000.0,-219726759731000.0,-219726760795000.0,-219726760742000.0,-219726759784000.0,2.0,565969765453.0,0.125018050542,0.00391394826849,0.250453720508,0.125001398296,106,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067726780000.0,5553149.7038,-220067726780000.0,-220067722854000.0,-220067730707000.0,-220067730314000.0,-220067723246000.0,2.0,30837471632800.0,0.25,0.00779840846903,0.249546279492,0.125001398296,112,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619020396000.0,2364201.60131,-223619020396000.0,-223619018724000.0,-223619022067000.0,-223619021900000.0,-223619018891000.0,2.0,5589449211610.0,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,93,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224028938387000.0,778128.851454,-224028938387000.0,-224028937836000.0,-224028938937000.0,-224028938882000.0,-224028937891000.0,2.0,605484509465.0,0.25,0.00782678820604,0.125226860254,0.250003495741,99,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601512972000.0,1334092.24317,-224601512972000.0,-224601512029000.0,-224601513915000.0,-224601513821000.0,-224601512123000.0,2.0,1779802113290.0,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,81,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942474330000.0,3475095.34593,-224942474330000.0,-224942471873000.0,-224942476788000.0,-224942476542000.0,-224942472119000.0,2.0,12076287663300.0,0.25,0.0155968605555,0.249546279492,0.250003495741,87,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493804942000.0,2546518.52243,-228493804942000.0,-228493803141000.0,-228493806743000.0,-228493806563000.0,-228493803321000.0,2.0,6484756585060.0,0.249963898917,0.0155946083013,0.249546279492,0.250003495741,68,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903716901000.0,711835.535689,-228903716901000.0,-228903716398000.0,-228903717405000.0,-228903717355000.0,-228903716448000.0,2.0,506709829869.0,0.25,0.00782678820604,0.125226860254,0.250003495741,74,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476290321000.0,371115.182999,-229476290321000.0,-229476290059000.0,-229476290583000.0,-229476290557000.0,-229476290085000.0,2.0,137726479053.0,0.125018050542,0.00782791842816,0.250453720508,0.250003495741,56,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817254308000.0,823499.231117,-229817254308000.0,-229817253725000.0,-229817254890000.0,-229817254832000.0,-229817253784000.0,2.0,678150983651.0,0.25,0.0155968605555,0.249546279492,0.250003495741,62,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368556874000.0,2190885.64128,-233368556874000.0,-233368555325000.0,-233368558423000.0,-233368558268000.0,-233368555480000.0,2.0,4799979893150.0,0.249963898917,0.0155941721897,0.249546279492,0.249996504259,43,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778472557000.0,11771010.0107,-233778472557000.0,-233778464234000.0,-233778480880000.0,-233778480048000.0,-233778465066000.0,2.0,138556676673000.0,0.25,0.00782656932572,0.125226860254,0.249996504259,49,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234351041972000.0,1810939.73314,-234351041972000.0,-234351040692000.0,-234351043253000.0,-234351043125000.0,-234351040820000.0,2.0,3279502717070.0,0.125018050542,0.00782769951624,0.250453720508,0.249996504259,31,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234692004033000.0,3799358.14184,-234692004033000.0,-234692001346000.0,-234692006719000.0,-234692006451000.0,-234692001615000.0,2.0,14435122290000.0,0.25,0.015596424381,0.249546279492,0.249996504259,37,1.83230531396e-13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243065158000.0,403124.360187,-238243065158000.0,-238243064873000.0,-238243065443000.0,-238243065415000.0,-238243064902000.0,2.0,162509249777.0,0.249963898917,0.00779688984465,0.249546279492,0.124995105963,18,1.83230531396e-13
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238652977503000.0,3144769.75018,-238652977503000.0,-238652975279000.0,-238652979727000.0,-238652979504000.0,-238652975502000.0,2.0,9889576781670.0,0.25,0.00391318616671,0.125226860254,0.124995105963,24,1.83230531396e-13
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225547023000.0,530199.492106,-239225547023000.0,-239225546648000.0,-239225547398000.0,-239225547360000.0,-239225546685000.0,2.0,281111501430.0,0.125018050542,0.00391375124775,0.250453720508,0.124995105963,6,1.83230531396e-13
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566510582000.0,2110028.57747,-239566510582000.0,-239566509090000.0,-239566512074000.0,-239566511925000.0,-239566509239000.0,2.0,4452220597730.0,0.25,0.00779801591193,0.249546279492,0.124995105963,12,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457540962993000.0,1771601.19529,-457540962993000.0,-457540961741000.0,-457540964246000.0,-457540964121000.0,-457540961866000.0,2.0,3138570795160.0,0.25,0.00779840846903,0.249546279492,0.125001398296,117,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950890503000.0,1315909.14697,-457950890503000.0,-457950889573000.0,-457950891434000.0,-457950891341000.0,-457950889666000.0,2.0,1731616883090.0,0.249963898917,0.00391281804952,0.125226860254,0.125001398296,123,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933378460000.0,1553592.52906,-458933378460000.0,-458933377362000.0,-458933379559000.0,-458933379449000.0,-458933377471000.0,2.0,2413649746360.0,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,111,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415706663000.0,3448125.91764,-462415706663000.0,-462415704225000.0,-462415709101000.0,-462415708857000.0,-462415704468000.0,2.0,11889572343900.0,0.25,0.0155968605555,0.249546279492,0.250003495741,92,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825642510000.0,2979128.68296,-462825642510000.0,-462825640404000.0,-462825644617000.0,-462825644406000.0,-462825640615000.0,2.0,8875207709650.0,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,98,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808134006000.0,2186842.89084,-463808134006000.0,-463808132460000.0,-463808135552000.0,-463808135398000.0,-463808132614000.0,2.0,4782281829200.0,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,86,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290491729000.0,976557.156391,-467290491729000.0,-467290491038000.0,-467290492420000.0,-467290492350000.0,-467290491107000.0,2.0,953663879698.0,0.25,0.0155968605555,0.249546279492,0.250003495741,67,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700414476000.0,11476057.4759,-467700414476000.0,-467700406361000.0,-467700422591000.0,-467700421779000.0,-467700407172000.0,2.0,131699895190000.0,0.249963898917,0.00782565798392,0.125226860254,0.250003495741,73,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468682912626000.0,673166.009243,-468682912626000.0,-468682912150000.0,-468682913102000.0,-468682913054000.0,-468682912198000.0,2.0,453152476000.0,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,61,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165239163000.0,223208.641112,-472165239163000.0,-472165239005000.0,-472165239321000.0,-472165239305000.0,-472165239021000.0,2.0,49822097467.2,0.25,0.015596424381,0.249546279492,0.249996504259,42,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575166377000.0,2572718.04401,-472575166377000.0,-472575164558000.0,-472575168196000.0,-472575168014000.0,-472575164740000.0,2.0,6618878133970.0,0.249963898917,0.0078254391352,0.125226860254,0.249996504259,48,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557663066000.0,399261.877784,-473557663066000.0,-473557662784000.0,-473557663348000.0,-473557663320000.0,-473557662812000.0,2.0,159410047051.0,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,36,1.83230531396e-13
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039748478000.0,8153184.91795,-477039748478000.0,-477039742713000.0,-477039754244000.0,-477039753667000.0,-477039743290000.0,2.0,66474424306300.0,0.25,0.00779801591193,0.249546279492,0.124995105963,17,1.83230531396e-13
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449665193000.0,8516415.94873,-477449665193000.0,-477449659171000.0,-477449671215000.0,-477449670612000.0,-477449659773000.0,2.0,72529340611700.0,0.249963898917,0.00391262108568,0.125226860254,0.124995105963,23,1.83230531396e-13
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432165334000.0,738187.527171,-478432165334000.0,-478432164812000.0,-478432165856000.0,-478432165804000.0,-478432164864000.0,2.0,544920825271.0,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,11,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406613318000.0,6368857.92192,-696406613318000.0,-696406608815000.0,-696406617822000.0,-696406617371000.0,-696406609265000.0,2.0,40562351229500.0,0.125018050542,0.0038997672965,0.249546279492,0.125001398296,116,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747567092000.0,5061620.33476,-696747567092000.0,-696747563513000.0,-696747570671000.0,-696747570313000.0,-696747563870000.0,2.0,25620000413200.0,0.25,0.003913383159,0.125226860254,0.125001398296,122,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281366399000.0,8363952.54558,-701281366399000.0,-701281360485000.0,-701281372313000.0,-701281371722000.0,-701281361076000.0,2.0,69955702184700.0,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,91,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622324247000.0,2485033.97472,-701622324247000.0,-701622322489000.0,-701622326004000.0,-701622325828000.0,-701622322665000.0,2.0,6175393855490.0,0.25,0.00782678820604,0.125226860254,0.250003495741,97,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156139983000.0,2240910.83859,-706156139983000.0,-706156138398000.0,-706156141567000.0,-706156141409000.0,-706156138557000.0,2.0,5021681386500.0,0.125018050542,0.00779955640487,0.249546279492,0.250003495741,66,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497098493000.0,3740135.60662,-706497098493000.0,-706497095849000.0,-706497101138000.0,-706497100874000.0,-706497096113000.0,2.0,13988614355900.0,0.25,0.00782678820604,0.125226860254,0.250003495741,72,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030896803000.0,5122819.36601,-711030896803000.0,-711030893180000.0,-711030900425000.0,-711030900063000.0,-711030893543000.0,2.0,26243278256800.0,0.125018050542,0.0077993382861,0.249546279492,0.249996504259,41,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371852576000.0,8435268.41871,-711371852576000.0,-711371846612000.0,-711371858541000.0,-711371857945000.0,-711371847208000.0,2.0,71153753295700.0,0.25,0.00782656932572,0.125226860254,0.249996504259,47,1.83230531396e-13
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905399298000.0,2952942.97206,-715905399298000.0,-715905397210000.0,-715905401387000.0,-715905401178000.0,-715905397419000.0,2.0,8719872196230.0,0.125018050542,0.00389957098961,0.249546279492,0.124995105963,16,1.83230531396e-13
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246358146000.0,518633.921011,-716246358146000.0,-716246357780000.0,-716246358513000.0,-716246358477000.0,-716246357816000.0,2.0,268981144023.0,0.25,0.00391318616671,0.125226860254,0.124995105963,22,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613219508000.0,1350728.63167,-935613219508000.0,-935613218553000.0,-935613220463000.0,-935613220367000.0,-935613218648000.0,2.0,1824467836430.0,0.125018050542,0.00195697413424,0.125226860254,0.125001398296,121,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940487968309000.0,3300791.69031,-940487968309000.0,-940487965975000.0,-940487970643000.0,-940487970409000.0,-940487966208000.0,2.0,10895225782800.0,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,96,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362745374000.0,3768088.59834,-945362745374000.0,-945362742710000.0,-945362748039000.0,-945362747772000.0,-945362742976000.0,2.0,14198491685000.0,0.125018050542,0.00391395921408,0.125226860254,0.250003495741,71,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237509816000.0,871626.310761,-950237509816000.0,-950237509200000.0,-950237510433000.0,-950237510371000.0,-950237509262000.0,2.0,759732425612.0,0.125018050542,0.00391384975812,0.125226860254,0.249996504259,46,1.83230531396e-13
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955112010165000.0,2668135.475,-955112010165000.0,-955112008278000.0,-955112012051000.0,-955112011863000.0,-955112008467000.0,2.0,7118946912980.0,0.125018050542,0.00195687562387,0.125226860254,0.124995105963,21,1.83230531396e-13
