smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability
720.0,-224.1,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2992019613.95,26310134.7457,-2992019613.95,-2973415539.26,-3010623688.65,-3008763281.18,-2975275946.73,2.0,692223190337000.0,175,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3028963529.47,2042252.87936,-3028963529.47,-3027519438.61,-3030407620.33,-3030263211.25,-3027663847.7,2.0,4170796823240.0,167,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3029915874.73,19671306.6438,-3029915874.73,-3016006160.41,-3043825589.06,-3042434617.62,-3017397131.84,2.0,386960305075000.0,15,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3043977454.13,10231924.1196,-3043977454.13,-3036742391.2,-3051212517.06,-3050489010.77,-3037465897.49,2.0,104692271190000.0,87,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3045539690.97,13722412.1553,-3045539690.97,-3035836480.29,-3055242901.66,-3054272580.6,-3036806801.35,2.0,188304595359000.0,142,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3056468431.5,2331355.54889,-3056468431.5,-3054819914.18,-3058116948.82,-3057952097.09,-3054984765.92,2.0,5435218695330.0,32,0.142903225806,0.0714270494897,0.000729082555852,0.0714285714286,0.0
720.0,-224.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3097613799.25,36847624.8274,-3097613799.25,-3071558593.87,-3123669004.64,-3121063484.1,-3074164114.41,2.0,1357747455420000.0,112,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,0.0
720.0,-135.6,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3110199054.53,25991183.8594,-3110199054.53,-3091820512.17,-3128577596.89,-3126739742.65,-3093658366.41,2.0,675541638413000.0,184,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,0.0
720.0,-667.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3111323156.59,7118878.9421,-3111323156.59,-3106289349.01,-3116356964.16,-3115853583.4,-3106792729.77,2.0,50678437392200.0,7,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-667.0,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3122977710.76,3302192.06827,-3122977710.76,-3120642708.36,-3125312713.17,-3125079212.93,-3120876208.6,2.0,10904472455700.0,134,0.0714516129032,0.14285765017,0.00145820136003,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3135147027.63,14243456.9694,-3135147027.63,-3125075382.62,-3145218672.64,-3144211508.14,-3126082547.12,2.0,202876066439000.0,104,0.142903225806,0.142855874575,0.00145818323587,0.0714285714286,0.0
720.0,-401.3,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3136337340.7,22692939.2531,-3136337340.7,-3120291009.47,-3152383671.93,-3150779038.81,-3121895642.59,2.0,514969491946000.0,159,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3137992858.27,6582214.99653,-3137992858.27,-3133338529.41,-3142647187.13,-3142181754.24,-3133803962.29,2.0,43325554260500.0,79,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3187319457.92,9324268.46236,-3187319457.92,-3180726204.46,-3193912711.38,-3193253386.04,-3181385529.81,2.0,86941982358100.0,24,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,0.0
720.0,-224.1,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3220732495.24,2517512.71422,-3220732495.24,-3218952344.92,-3222512645.55,-3222334630.52,-3219130359.96,2.0,6337870266280.0,176,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,0.0
720.0,-401.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3230082551.76,28842308.2211,-3230082551.76,-3209687960.03,-3250477143.49,-3248437684.31,-3211727419.2,2.0,831878743523000.0,96,0.142903225806,0.142855874575,0.00145818323587,0.0714285714286,0.0
720.0,-667.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3243179947.06,23671591.8408,-3243179947.06,-3226441603.95,-3259918290.17,-3258244455.86,-3228115438.26,2.0,560344260280000.0,71,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3265341841.0,5781258.06587,-3265341841.0,-3261253874.22,-3269429807.79,-3269021011.11,-3261662670.9,2.0,33422944824100.0,151,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3316736860.98,8301012.93493,-3316736860.98,-3310867158.44,-3322606563.52,-3322019593.26,-3311454128.7,2.0,68906815745900.0,168,0.142903225806,0.14285765017,0.00145820136003,0.0714285714286,0.0
720.0,-578.4,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3320762614.88,917824.945531,-3320762614.88,-3320113614.64,-3321411615.13,-3321346715.1,-3320178514.66,2.0,842402630639.0,143,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3326482109.24,23470214.1139,-3326482109.24,-3309886161.69,-3343078056.8,-3341418462.04,-3311545756.44,2.0,550850950553000.0,16,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,0.0
720.0,-489.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3349853370.38,16442855.6301,-3349853370.38,-3338226515.66,-3361480225.1,-3360317539.62,-3339389201.13,2.0,270367501273000.0,88,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,0.0
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3358970662.88,12508538.4432,-3358970662.88,-3350125790.52,-3367815535.23,-3366931048.0,-3351010277.76,2.0,156463533984000.0,8,0.0714516129032,0.0714270494897,0.000364541277926,0.0714285714286,0.0
720.0,-667.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3418275424.49,2841358.32892,-3418275424.49,-3416266280.75,-3420284568.23,-3420083653.86,-3416467195.12,2.0,8073317153310.0,135,0.0714516129032,0.14285765017,0.00145820136003,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3422546802.73,14573634.7211,-3422546802.73,-3412241686.79,-3432851918.67,-3431821407.07,-3413272198.38,2.0,212390828985000.0,80,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,0.0
720.0,-401.3,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3441196493.76,31413560.3789,-3441196493.76,-3418983752.19,-3463409235.32,-3461187961.17,-3421205026.35,2.0,986811775682000.0,160,0.142903225806,0.14285765017,0.00145820136003,0.0714285714286,0.0
720.0,-489.9,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3519421900.71,38205889.6148,-3519421900.71,-3492406257.08,-3546437544.34,-3543735979.97,-3495107821.44,2.0,1459690001260000.0,152,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,0.0
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3544041973.33,30953089.4246,-3544041973.33,-3522154833.9,-3565929112.76,-3563740398.82,-3524343547.84,2.0,958093744928000.0,72,0.0714516129032,0.142855874575,0.000729091617934,0.0714285714286,0.0
720.0,-578.4,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3618824672.73,11859572.7601,-3618824672.73,-3610438688.41,-3627210657.05,-3626372058.62,-3611277286.84,2.0,140649466051000.0,144,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,0.0
720.0,-667.0,-1181.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3710991482.13,1392992.70702,-3710991482.13,-3710006487.54,-3711976476.71,-3711877977.26,-3710104986.99,2.0,1940428681820.0,136,0.0714516129032,0.14285765017,0.000729100680016,0.0714285714286,0.0
720.0,-312.7,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-24348865719.6,25771841.6873,-24348865719.6,-24330642275.6,-24367089163.7,-24365266819.3,-24332464620.0,2.0,664187823954000.0,37,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-24556772958.3,19983480.1984,-24556772958.3,-24542642503.9,-24570903412.6,-24569490367.2,-24544055549.4,2.0,399339480840000.0,101,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-24732146613.7,25808529.4314,-24732146613.7,-24713897227.5,-24750395999.8,-24748571061.2,-24715722166.1,2.0,666080191410000.0,165,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46605982816.2,3581402.38188,-46605982816.2,-46603450382.2,-46608515250.1,-46608262006.7,-46603703625.6,2.0,12826443020900.0,10,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46784236589.0,1321461.33152,-46784236589.0,-46783302174.7,-46785171003.2,-46785077561.8,-46783395616.1,2.0,1746260050700.0,74,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-46973572581.8,2863652.94757,-46973572581.8,-46971547673.3,-46975597490.2,-46975394999.3,-46971750164.2,2.0,8200508204140.0,138,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-70176960930.5,18179464.0897,-70176960930.5,-70164106108.2,-70189815752.9,-70188530270.6,-70165391590.4,2.0,330492914589000.0,46,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-70375698910.2,20923723.6263,-70375698910.2,-70360903603.3,-70390494217.0,-70389014686.4,-70362383134.0,2.0,437802210389000.0,110,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-70567724944.2,29940976.0036,-70567724944.2,-70546553477.0,-70588896411.3,-70586779264.6,-70548670623.7,2.0,896462044047000.0,174,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141469817948000.0,1086805.29033,-141469817948000.0,-141469817180000.0,-141469818716000.0,-141469818640000.0,-141469817256000.0,2.0,1181145739100.0,18,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141469993892000.0,6497514.76332,-141469993892000.0,-141469989297000.0,-141469998486000.0,-141469998027000.0,-141469989757000.0,2.0,42217698099500.0,82,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141470171641000.0,137031.151204,-141470171641000.0,-141470171545000.0,-141470171738000.0,-141470171729000.0,-141470171554000.0,2.0,18777536400.2,146,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141493377924000.0,30009232.0551,-141493377924000.0,-141493356704000.0,-141493399143000.0,-141493397021000.0,-141493358826000.0,2.0,900554008538000.0,54,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141493560133000.0,18374484.0623,-141493560133000.0,-141493547140000.0,-141493573126000.0,-141493571826000.0,-141493548440000.0,2.0,337621664555000.0,118,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141493756538000.0,17974679.5905,-141493756538000.0,-141493743828000.0,-141493769248000.0,-141493767977000.0,-141493745099000.0,2.0,323089106383000.0,182,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141515660092000.0,22807017.4137,-141515660092000.0,-141515643965000.0,-141515676219000.0,-141515674606000.0,-141515645578000.0,2.0,520160043309000.0,27,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141515834518000.0,8261413.48864,-141515834518000.0,-141515828677000.0,-141515840360000.0,-141515839776000.0,-141515829261000.0,2.0,68250952830200.0,91,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141516039142000.0,3067093.36316,-141516039142000.0,-141516036973000.0,-141516041311000.0,-141516041094000.0,-141516037190000.0,2.0,9407061698360.0,155,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141539196293000.0,30956585.8119,-141539196293000.0,-141539174404000.0,-141539218183000.0,-141539215994000.0,-141539176592000.0,2.0,958310205131000.0,63,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-3406.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141539372071000.0,12684706.5675,-141539372071000.0,-141539363101000.0,-141539381040000.0,-141539380143000.0,-141539363998000.0,2.0,160901780704000.0,127,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141561497130000.0,2919020.40811,-141561497130000.0,-141561495066000.0,-141561499194000.0,-141561498988000.0,-141561495272000.0,2.0,8520680142990.0,36,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141561678720000.0,1828690.25677,-141561678720000.0,-141561677426000.0,-141561680013000.0,-141561679883000.0,-141561677556000.0,2.0,3344108055200.0,100,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141561867926000.0,3796819.47381,-141561867926000.0,-141561865241000.0,-141561870611000.0,-141561870343000.0,-141561865510000.0,2.0,14415838116700.0,164,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-578.4,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141583741649000.0,1462347.33743,-141583741649000.0,-141583740615000.0,-141583742684000.0,-141583742580000.0,-141583740719000.0,2.0,2138459735300.0,9,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,3.6761913905299995e-14
720.0,-578.4,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141583931150000.0,1064492.9115,-141583931150000.0,-141583930397000.0,-141583931902000.0,-141583931827000.0,-141583930472000.0,2.0,1133145158640.0,73,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,3.6761913905299995e-14
720.0,-578.4,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141584127454000.0,4922659.90899,-141584127454000.0,-141584123974000.0,-141584130935000.0,-141584130587000.0,-141584124322000.0,2.0,24232580579600.0,137,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,3.6761913905299995e-14
720.0,-224.1,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141607332028000.0,16055712.0387,-141607332028000.0,-141607320674000.0,-141607343381000.0,-141607342245000.0,-141607321810000.0,2.0,257785889071000.0,45,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141607545041000.0,53590722.9318,-141607545041000.0,-141607507146000.0,-141607582935000.0,-141607579146000.0,-141607510936000.0,2.0,2871965584350000.0,109,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-141607727665000.0,3241702.5773,-141607727665000.0,-141607725373000.0,-141607729958000.0,-141607729728000.0,-141607725602000.0,2.0,10508635599700.0,173,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-489.9,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283006943249000.0,568836.955679,-283006943249000.0,-283006942846000.0,-283006943651000.0,-283006943611000.0,-283006942887000.0,2.0,323575482146.0,17,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,3.6761913905299995e-14
720.0,-489.9,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283007132106000.0,5274263.51893,-283007132106000.0,-283007128377000.0,-283007135836000.0,-283007135463000.0,-283007128750000.0,2.0,27817855667100.0,81,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,3.6761913905299995e-14
720.0,-489.9,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283007327908000.0,13099778.0713,-283007327908000.0,-283007318645000.0,-283007337171000.0,-283007336245000.0,-283007319571000.0,2.0,171604185517000.0,145,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,3.6761913905299995e-14
720.0,-135.6,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283030535158000.0,7622217.59627,-283030535158000.0,-283030529768000.0,-283030540548000.0,-283030540009000.0,-283030530307000.0,2.0,58098201084800.0,53,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283030714197000.0,1701962.71203,-283030714197000.0,-283030712993000.0,-283030715400000.0,-283030715280000.0,-283030713113000.0,2.0,2896677073130.0,117,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283030913188000.0,6760188.62488,-283030913188000.0,-283030908408000.0,-283030917968000.0,-283030917490000.0,-283030908886000.0,2.0,45700150243900.0,181,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283052795373000.0,5413777.32204,-283052795373000.0,-283052791545000.0,-283052799201000.0,-283052798818000.0,-283052791928000.0,2.0,29308984892700.0,26,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283052994333000.0,14353058.1961,-283052994333000.0,-283052984183000.0,-283053004482000.0,-283053003467000.0,-283052985198000.0,2.0,206010279582000.0,90,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283053169128000.0,3392412.00208,-283053169128000.0,-283053166729000.0,-283053171527000.0,-283053171287000.0,-283053166969000.0,2.0,11508459191900.0,154,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283076386151000.0,29371057.9983,-283076386151000.0,-283076365383000.0,-283076406920000.0,-283076404843000.0,-283076367460000.0,2.0,862659047942000.0,62,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-5632.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283076555538000.0,5765047.99517,-283076555538000.0,-283076551461000.0,-283076559614000.0,-283076559206000.0,-283076551869000.0,2.0,33235778386600.0,126,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283098685852000.0,1848472.58544,-283098685852000.0,-283098684545000.0,-283098687159000.0,-283098687029000.0,-283098684676000.0,2.0,3416850899110.0,35,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283098835407000.0,1061389.02209,-283098835407000.0,-283098834657000.0,-283098836158000.0,-283098836083000.0,-283098834732000.0,2.0,1126546656220.0,99,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283099016675000.0,2616893.43531,-283099016675000.0,-283099014825000.0,-283099018526000.0,-283099018341000.0,-283099015010000.0,2.0,6848131251770.0,163,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283144516207000.0,39585811.4994,-283144516207000.0,-283144488215000.0,-283144544198000.0,-283144541399000.0,-283144491014000.0,2.0,1567036472070000.0,44,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
