smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,PointProbability
720.0,-224.1,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283144678421000.0,3634986.17661,-283144678421000.0,-283144675850000.0,-283144680991000.0,-283144680734000.0,-283144676107000.0,2.0,13213124504100.0,108,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-283144884487000.0,34857076.3985,-283144884487000.0,-283144859839000.0,-283144909134000.0,-283144906670000.0,-283144862304000.0,2.0,1215015775050000.0,172,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424567700559000.0,9280203.08367,-424567700559000.0,-424567693997000.0,-424567707121000.0,-424567706465000.0,-424567694653000.0,2.0,86122169274100.0,52,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424567879282000.0,941738.113631,-424567879282000.0,-424567878616000.0,-424567879948000.0,-424567879882000.0,-424567878683000.0,2.0,886870674664.0,116,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424568080260000.0,26685835.1554,-424568080260000.0,-424568061391000.0,-424568099130000.0,-424568097243000.0,-424568063278000.0,2.0,712133797940000.0,180,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-401.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424589963798000.0,98441.417339,-424589963798000.0,-424589963729000.0,-424589963868000.0,-424589963861000.0,-424589963736000.0,2.0,9690712647.71,25,0.142903225806,0.0714270494897,0.000729082555852,0.0714285714286,3.6761913905299995e-14
720.0,-401.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424590123799000.0,2638896.6538,-424590123799000.0,-424590121933000.0,-424590125665000.0,-424590125478000.0,-424590122120000.0,2.0,6963775549420.0,89,0.142903225806,0.142855874575,0.00145818323587,0.0714285714286,3.6761913905299995e-14
720.0,-401.3,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424590322638000.0,10950438.268,-424590322638000.0,-424590314895000.0,-424590330382000.0,-424590329607000.0,-424590315670000.0,2.0,119912098261000.0,153,0.142903225806,0.14285765017,0.00145820136003,0.0714285714286,3.6761913905299995e-14
720.0,-47.0,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424613529418000.0,2253521.95545,-424613529418000.0,-424613527824000.0,-424613531011000.0,-424613530852000.0,-424613527984000.0,2.0,5078361203690.0,61,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-7858.5,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424613701126000.0,2921138.54648,-424613701126000.0,-424613699061000.0,-424613703192000.0,-424613702985000.0,-424613699267000.0,2.0,8533050407720.0,125,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424635821335000.0,26177113.5898,-424635821335000.0,-424635802825000.0,-424635839845000.0,-424635837994000.0,-424635804676000.0,2.0,685241275894000.0,34,0.142903225806,0.0714270494897,0.0014581651117,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424635990503000.0,9064789.80868,-424635990503000.0,-424635984093000.0,-424635996913000.0,-424635996272000.0,-424635984734000.0,2.0,82170414275600.0,98,0.142903225806,0.142855874575,0.00291636647173,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424636173397000.0,15501228.4005,-424636173397000.0,-424636162436000.0,-424636184358000.0,-424636183262000.0,-424636163532000.0,2.0,240288081926000.0,162,0.142903225806,0.14285765017,0.00291640272006,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424681642781000.0,8113171.86652,-424681642781000.0,-424681637044000.0,-424681648518000.0,-424681647944000.0,-424681637618000.0,2.0,65823557735700.0,43,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424681829822000.0,10971394.6591,-424681829822000.0,-424681822064000.0,-424681837580000.0,-424681836804000.0,-424681822840000.0,2.0,120371500765000.0,107,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-424682031415000.0,22709009.8285,-424682031415000.0,-424682015357000.0,-424682047472000.0,-424682045867000.0,-424682016963000.0,2.0,515699127390000.0,171,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566104882162000.0,22916305.7386,-566104882162000.0,-566104865958000.0,-566104898366000.0,-566104896746000.0,-566104867578000.0,2.0,525157068704000.0,51,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566105069197000.0,59152217.6004,-566105069197000.0,-566105027370000.0,-566105111023000.0,-566105106841000.0,-566105031552000.0,2.0,3498984847050000.0,115,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566105234937000.0,3202746.91568,-566105234937000.0,-566105232672000.0,-566105237202000.0,-566105236975000.0,-566105232899000.0,2.0,10257587805900.0,179,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566150702676000.0,1182028.59842,-566150702676000.0,-566150701840000.0,-566150703512000.0,-566150703428000.0,-566150701924000.0,2.0,1397191607490.0,60,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566150889872000.0,3339799.32428,-566150889872000.0,-566150887510000.0,-566150892234000.0,-566150891998000.0,-566150887747000.0,2.0,11154259526500.0,124,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-10084.3,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566151081820000.0,31285741.3669,-566151081820000.0,-566151059698000.0,-566151103943000.0,-566151101730000.0,-566151061910000.0,2.0,978797612878000.0,188,0.0714516129032,0.14285765017,0.00145820136003,0.142857142857,3.6761913905299995e-14
720.0,-312.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566172944567000.0,602460.811202,-566172944567000.0,-566172944141000.0,-566172944993000.0,-566172944950000.0,-566172944183000.0,2.0,362959029034.0,33,0.142903225806,0.0714270494897,0.000729082555852,0.0714285714286,3.6761913905299995e-14
720.0,-312.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566173129178000.0,4817272.86901,-566173129178000.0,-566173125771000.0,-566173132584000.0,-566173132243000.0,-566173126112000.0,2.0,23206117894500.0,97,0.142903225806,0.142855874575,0.00145818323587,0.0714285714286,3.6761913905299995e-14
720.0,-312.7,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566173317290000.0,7367205.45765,-566173317290000.0,-566173312081000.0,-566173322499000.0,-566173321978000.0,-566173312602000.0,2.0,54275716255300.0,161,0.142903225806,0.14285765017,0.00145820136003,0.0714285714286,3.6761913905299995e-14
720.0,-224.1,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566218801562000.0,853765.854129,-566218801562000.0,-566218800959000.0,-566218802166000.0,-566218802106000.0,-566218801019000.0,2.0,728916133676.0,42,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566218991903000.0,10513394.6142,-566218991903000.0,-566218984469000.0,-566218999337000.0,-566218998594000.0,-566218985213000.0,2.0,110531466314000.0,106,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-566219160345000.0,2561922.20284,-566219160345000.0,-566219158533000.0,-566219162157000.0,-566219161975000.0,-566219158715000.0,2.0,6563445373400.0,170,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707642036419000.0,22816695.6063,-707642036419000.0,-707642020285000.0,-707642052553000.0,-707642050940000.0,-707642021899000.0,2.0,520601598392000.0,50,0.142822580645,0.0714270494897,0.00145734221943,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707642176548000.0,2654495.03164,-707642176548000.0,-707642174671000.0,-707642178425000.0,-707642178237000.0,-707642174859000.0,2.0,7046343873010.0,114,0.142822580645,0.142855874575,0.00291472066673,0.142857142857,3.6761913905299995e-14
720.0,-135.6,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707642402000000.0,39102425.1721,-707642402000000.0,-707642374350000.0,-707642429649000.0,-707642426884000.0,-707642377115000.0,2.0,1528999654340000.0,178,0.142822580645,0.14285765017,0.0029147568946,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707687873264000.0,49543381.116,-707687873264000.0,-707687838232000.0,-707687908297000.0,-707687904794000.0,-707687841735000.0,2.0,2454546612400000.0,59,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707688037011000.0,31602240.506,-707688037011000.0,-707688014665000.0,-707688059357000.0,-707688057123000.0,-707688016900000.0,2.0,998701605001000.0,123,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-12310.1,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707688230608000.0,771816.509218,-707688230608000.0,-707688230062000.0,-707688231154000.0,-707688231099000.0,-707688230117000.0,2.0,595700723902.0,187,0.0714516129032,0.14285765017,0.00145820136003,0.142857142857,3.6761913905299995e-14
720.0,-224.1,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707755964546000.0,7572672.12671,-707755964546000.0,-707755959191000.0,-707755969901000.0,-707755969365000.0,-707755959727000.0,2.0,57345363138700.0,41,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,3.6761913905299995e-14
720.0,-224.1,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707756141192000.0,21533732.9066,-707756141192000.0,-707756125965000.0,-707756156419000.0,-707756154896000.0,-707756127488000.0,2.0,463701652892000.0,105,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,3.6761913905299995e-14
720.0,-224.1,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-707756319152000.0,9199104.78596,-707756319152000.0,-707756312647000.0,-707756325656000.0,-707756325006000.0,-707756313297000.0,2.0,84623528863100.0,169,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,3.6761913905299995e-14
720.0,-135.6,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849179131427000.0,3343774.32505,-849179131427000.0,-849179129062000.0,-849179133791000.0,-849179133555000.0,-849179129299000.0,2.0,11180826736900.0,49,0.142822580645,0.0714270494897,0.000728671109714,0.0714285714286,3.6761913905299995e-14
720.0,-135.6,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849179344049000.0,11332908.3042,-849179344049000.0,-849179336035000.0,-849179352062000.0,-849179351261000.0,-849179336837000.0,2.0,128434810633000.0,113,0.142822580645,0.142855874575,0.00145736033336,0.0714285714286,3.6761913905299995e-14
720.0,-135.6,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849179511263000.0,8507580.87047,-849179511263000.0,-849179505247000.0,-849179517279000.0,-849179516677000.0,-849179505849000.0,2.0,72378932267500.0,177,0.142822580645,0.14285765017,0.0014573784473,0.0714285714286,3.6761913905299995e-14
720.0,-47.0,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849225014712000.0,6825077.29512,-849225014712000.0,-849225009886000.0,-849225019538000.0,-849225019055000.0,-849225010368000.0,2.0,46581680084300.0,58,0.0714516129032,0.0714270494897,0.000729082555852,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849225185308000.0,21123485.5504,-849225185308000.0,-849225170371000.0,-849225200244000.0,-849225198750000.0,-849225171865000.0,2.0,446201641799000.0,122,0.0714516129032,0.142855874575,0.00145818323587,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-14535.9,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-849225352965000.0,91243.1145007,-849225352965000.0,-849225352901000.0,-849225353030000.0,-849225353023000.0,-849225352907000.0,2.0,8325305943.78,186,0.0714516129032,0.14285765017,0.00145820136003,0.142857142857,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762136551000.0,2507034.71833,-990762136551000.0,-990762134779000.0,-990762138324000.0,-990762138147000.0,-990762134956000.0,2.0,6285223078900.0,57,0.0714516129032,0.0714270494897,0.000364541277926,0.0714285714286,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,402281.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762326082000.0,6809892.44216,-990762326082000.0,-990762321267000.0,-990762330897000.0,-990762330416000.0,-990762321748000.0,2.0,46374635073700.0,121,0.0714516129032,0.142855874575,0.000729091617934,0.0714285714286,3.6761913905299995e-14
720.0,-47.0,-16761.7,-1e+200,-1e+200,-1e+200,-1e+200,804562.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762534200000.0,43106495.3674,-990762534200000.0,-990762503719000.0,-990762564681000.0,-990762561633000.0,-990762506768000.0,2.0,1858169942860000.0,185,0.0714516129032,0.14285765017,0.000729100680016,0.0714285714286,3.6761913905299995e-14
