npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability,prefix
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-986619795.279,266685.31642,-986656530.098,-986260694.988,-986905425.932,-986869283.992,-986318877.82,4.0,71121057994.3,0.250002387083,0.00779044265698,0.124645892351,0.25,8.47275451554e-14,36
894.0,-703.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1070050704.9,797410.891839,-1070055513.34,-1069090849.57,-1071000943.36,-1070889735.98,-1069204942.01,4.0,635864130424.0,0.125001458773,0.00781259117331,0.25,0.25,8.47275451554e-14,47
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1080121812.99,3856524.46278,-1078992833.64,-1076841794.01,-1085659790.69,-1084744694.86,-1077079502.23,4.0,14872780932000.0,0.250002917546,0.00779045918698,0.124645892351,0.25,8.47275451554e-14,41
894.0,-879.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1179310486.16,1271173.5429,-1178893770.2,-1178295368.11,-1181159036.11,-1180843604.62,-1178360770.03,4.0,1615882176180.0,0.125001458773,0.00389522959349,0.124645892351,0.25,8.47275451554e-14,46
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1304806841.46,14860.4173643,-1304802545.65,-1304794775.73,-1304827498.82,-1304824530.05,-1304795167.01,4.0,220832004.242,0.249997082454,0.00389513867846,0.124645892351,0.125,8.47275451554e-14,6
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1399678998.33,139174.920745,-1399655609.0,-1399538410.67,-1399866364.65,-1399839662.31,-1399551079.4,4.0,19369658564.5,0.250002387083,0.00389522132849,0.124645892351,0.125,8.47275451554e-14,11
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1494767002.01,367957.737998,-1494827194.18,-1494326134.05,-1495087485.65,-1495082293.14,-1494367441.86,4.0,135392896952.0,0.250002917546,0.00389522959349,0.124645892351,0.125,8.47275451554e-14,16
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1589912187.36,400424.334173,-1589818111.56,-1589534241.11,-1590478285.22,-1590379564.15,-1589576516.7,4.0,160339647398.0,0.125001458773,0.00194761479675,0.124645892351,0.125,8.47275451554e-14,21
894.0,-879.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-161820908313.0,811.51045354,-161820908360.0,-161820907406.0,-161820909128.0,-161820909087.0,-161820907475.0,4.0,658549.216204,0.124996154144,0.00194753214672,0.124645892351,0.125,8.47275451554e-14,1
894.0,-526.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-331048208219.0,3974938.44587,-331046750228.0,-331045307787.0,-331054024632.0,-331053034416.0,-331045423208.0,4.0,15800135648400.0,0.124996154144,0.007812259634,0.25,0.25,8.47275451554e-14,53
894.0,-173.0,-4356.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500239761077.0,7778212.07346,-500238432163.0,-500232413680.0,-500249766299.0,-500248584504.0,-500232798127.0,4.0,60500583059700.0,0.124996154144,0.00195859767028,0.125354107649,0.125,8.47275451554e-14,105
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238794010066000.0,1076877.70505,-238794010273000.0,-238794008750000.0,-238794010970000.0,-238794010962000.0,-238794008881000.0,4.0,1159665591630.0,0.125001458773,0.00390629558665,0.25,0.125,8.47275451554e-14,22
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238963228867000.0,6659124.52762,-238963227578000.0,-238963222947000.0,-238963236077000.0,-238963235227000.0,-238963223410000.0,3.0,44343939474400.0,0.125001458773,0.00781259117331,0.25,0.25,8.47275451554e-14,74
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239618915912000.0,4263636.23699,-239618916252000.0,-239618911023000.0,-239618920120000.0,-239618919918000.0,-239618911430000.0,4.0,18178593961300.0,0.125001458773,0.00781259117331,0.25,0.25,8.47275451554e-14,48
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-239788122365000.0,4891967.54612,-239788122226000.0,-239788116614000.0,-239788128395000.0,-239788127631000.0,-239788117294000.0,4.0,23931346472300.0,0.125001458773,0.00391736157982,0.125354107649,0.25,8.47275451554e-14,100
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244281882934000.0,1382559.27199,-244281882477000.0,-244281881862000.0,-244281884919000.0,-244281884603000.0,-244281881904000.0,4.0,1911470140580.0,0.250002917546,0.00781259117331,0.25,0.125,8.47275451554e-14,17
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244451108449000.0,3350165.74909,-244451109336000.0,-244451104010000.0,-244451111115000.0,-244451111092000.0,-244451104565000.0,4.0,11223610546400.0,0.250002917546,0.0156251823466,0.25,0.25,8.47275451554e-14,69
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245106793136000.0,2301064.63918,-245106793164000.0,-245106790462000.0,-245106795753000.0,-245106795510000.0,-245106790722000.0,4.0,5294898473680.0,0.250002917546,0.0156251823466,0.25,0.25,8.47275451554e-14,43
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-245276001246000.0,8208628.43972,-245275999422000.0,-245275993413000.0,-245276012725000.0,-245276010893000.0,-245275994151000.0,4.0,67381580861300.0,0.250002917546,0.00783472315964,0.125354107649,0.25,8.47275451554e-14,95
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249769760161000.0,721189.303961,-249769759890000.0,-249769759637000.0,-249769761226000.0,-249769761032000.0,-249769759669000.0,4.0,520114012147.0,0.250002387083,0.00781257459634,0.25,0.125,8.47275451554e-14,12
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249938983910000.0,3268159.12089,-249938984907000.0,-249938979419000.0,-249938986408000.0,-249938986385000.0,-249938980040000.0,4.0,10680864039400.0,0.250002387083,0.0156251491927,0.25,0.25,8.47275451554e-14,64
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250594667680000.0,3189550.23587,-250594666777000.0,-250594665198000.0,-250594671969000.0,-250594671411000.0,-250594665214000.0,4.0,10173230707100.0,0.250002387083,0.0156251491927,0.25,0.25,8.47275451554e-14,38
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-250763878017000.0,6064627.44112,-250763879447000.0,-250763869563000.0,-250763883608000.0,-250763883183000.0,-250763870847000.0,4.0,36779705999500.0,0.250002387083,0.00783470653571,0.125354107649,0.25,8.47275451554e-14,90
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255257611654000.0,1655439.1653,-255257611403000.0,-255257609955000.0,-255257613854000.0,-255257613551000.0,-255257610108000.0,4.0,2740478830020.0,0.249997082454,0.00781240882669,0.25,0.125,8.47275451554e-14,7
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-255426831232000.0,6056890.09096,-255426830806000.0,-255426825440000.0,-255426837879000.0,-255426837418000.0,-255426825645000.0,4.0,36685917574000.0,0.249997082454,0.0156248176534,0.25,0.25,8.47275451554e-14,59
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256082523330000.0,928407.605043,-256082523445000.0,-256082522092000.0,-256082524339000.0,-256082524215000.0,-256082522285000.0,4.0,861940681102.0,0.249997082454,0.0156248176534,0.25,0.25,8.47275451554e-14,33
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-256251730463000.0,1987845.59319,-256251731011000.0,-256251727621000.0,-256251732209000.0,-256251732067000.0,-256251728091000.0,4.0,3951530102360.0,0.249997082454,0.00783454029645,0.125354107649,0.25,8.47275451554e-14,85
894.0,-703.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260745255143000.0,2411025.40895,-260745254536000.0,-260745253165000.0,-260745258338000.0,-260745257938000.0,-260745253200000.0,4.0,5813043522620.0,0.124996154144,0.003906129817,0.25,0.125,8.47275451554e-14,2
894.0,-350.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-260914479460000.0,1945737.20822,-260914479623000.0,-260914476938000.0,-260914481657000.0,-260914481388000.0,-260914477304000.0,4.0,3785893283470.0,0.124996154144,0.007812259634,0.25,0.25,8.47275451554e-14,54
894.0,-526.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261570159809000.0,1874215.14364,-261570159725000.0,-261570157832000.0,-261570161952000.0,-261570161769000.0,-261570157965000.0,4.0,3512682404650.0,0.124996154144,0.007812259634,0.25,0.25,8.47275451554e-14,28
894.0,-173.0,-8790.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-261739374648000.0,3111532.88236,-261739374970000.0,-261739371118000.0,-261739377532000.0,-261739377449000.0,-261739371395000.0,4.0,9681636878020.0,0.124996154144,0.00391719534056,0.125354107649,0.25,8.47275451554e-14,80
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500202345515000.0,3895037.30243,-500202345684000.0,-500202340619000.0,-500202350074000.0,-500202349504000.0,-500202341290000.0,4.0,15171315587300.0,0.125001458773,0.00781259117331,0.25,0.25,8.47275451554e-14,49
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-500858027743000.0,3450931.566,-500858027716000.0,-500858023730000.0,-500858031810000.0,-500858031382000.0,-500858024141000.0,4.0,11908928673200.0,0.125001458773,0.00390629558665,0.25,0.125,8.47275451554e-14,23
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-501027244303000.0,1103607.02635,-501027244256000.0,-501027243028000.0,-501027245672000.0,-501027245501000.0,-501027243171000.0,4.0,1217948468600.0,0.125001458773,0.00391736157982,0.125354107649,0.25,8.47275451554e-14,75
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505690225004000.0,4411634.78955,-505690225992000.0,-505690219146000.0,-505690228888000.0,-505690228735000.0,-505690219891000.0,4.0,19462521516400.0,0.250002917546,0.0156251823466,0.25,0.25,8.47275451554e-14,44
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506345904777000.0,2457324.58467,-506345904042000.0,-506345902834000.0,-506345908189000.0,-506345907702000.0,-506345902881000.0,4.0,6038444114420.0,0.250002917546,0.00781259117331,0.25,0.125,8.47275451554e-14,18
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-506515116731000.0,10183342.8641,-506515118330000.0,-506515103283000.0,-506515126982000.0,-506515126159000.0,-506515105065000.0,4.0,103700471887000.0,0.250002917546,0.00783472315964,0.125354107649,0.25,8.47275451554e-14,70
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511178095625000.0,6954492.97696,-511178093665000.0,-511178089907000.0,-511178105264000.0,-511178103888000.0,-511178090106000.0,4.0,48364972566600.0,0.250002387083,0.0156251491927,0.25,0.25,8.47275451554e-14,39
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-511833777430000.0,835098.781543,-511833777779000.0,-511833776195000.0,-511833777966000.0,-511833777958000.0,-511833776413000.0,4.0,697389974934.0,0.250002387083,0.00781257459634,0.25,0.125,8.47275451554e-14,13
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-512002994947000.0,4330892.84755,-512002994759000.0,-512002989847000.0,-512003000423000.0,-512002999620000.0,-512002990536000.0,4.0,18756632857000.0,0.250002387083,0.00783470653571,0.125354107649,0.25,8.47275451554e-14,65
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-516665950332000.0,2232708.66046,-516665949512000.0,-516665948690000.0,-516665953614000.0,-516665953039000.0,-516665948774000.0,4.0,4984987962480.0,0.249997082454,0.0156248176534,0.25,0.25,8.47275451554e-14,34
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517321633763000.0,3621816.41567,-517321634002000.0,-517321629955000.0,-517321637094000.0,-517321637022000.0,-517321630170000.0,4.0,13117554148800.0,0.249997082454,0.00781240882669,0.25,0.125,8.47275451554e-14,8
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-517490846067000.0,3830070.66417,-517490847251000.0,-517490840531000.0,-517490849235000.0,-517490849014000.0,-517490841463000.0,4.0,14669441292600.0,0.249997082454,0.00783454029645,0.125354107649,0.25,8.47275451554e-14,60
894.0,-350.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522153593030000.0,6378847.91126,-522153593597000.0,-522153585573000.0,-522153599355000.0,-522153599030000.0,-522153586238000.0,4.0,40689700675000.0,0.124996154144,0.007812259634,0.25,0.25,8.47275451554e-14,29
894.0,-526.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522809272089000.0,2211133.85506,-522809272572000.0,-522809269052000.0,-522809274161000.0,-522809274010000.0,-522809269492000.0,4.0,4889112924980.0,0.124996154144,0.003906129817,0.25,0.125,8.47275451554e-14,3
894.0,-173.0,-13224.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-522978490197000.0,3795561.99574,-522978490651000.0,-522978485825000.0,-522978493662000.0,-522978493573000.0,-522978486186000.0,4.0,14406290863500.0,0.124996154144,0.00391719534056,0.125354107649,0.25,8.47275451554e-14,55
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-761441457314000.0,2251017.32197,-761441456855000.0,-761441455218000.0,-761441460328000.0,-761441459928000.0,-761441455342000.0,4.0,5067078983800.0,0.125001458773,0.00390629558665,0.25,0.125,8.47275451554e-14,24
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-762266358035000.0,6592947.13828,-762266358881000.0,-762266349218000.0,-762266365163000.0,-762266364289000.0,-762266350599000.0,4.0,43466951968200.0,0.125001458773,0.00391736157982,0.125354107649,0.25,8.47275451554e-14,50
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-766929333836000.0,4039751.76972,-766929332567000.0,-766929330494000.0,-766929339715000.0,-766929338646000.0,-766929330802000.0,4.0,16319594361000.0,0.250002917546,0.00781259117331,0.25,0.125,8.47275451554e-14,19
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-767754230804000.0,4240780.79625,-767754229733000.0,-767754227069000.0,-767754236682000.0,-767754235828000.0,-767754227280000.0,4.0,17984221761900.0,0.250002917546,0.00783472315964,0.125354107649,0.25,8.47275451554e-14,45
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-772417209938000.0,8710840.32501,-772417210991000.0,-772417199078000.0,-772417218693000.0,-772417218127000.0,-772417200276000.0,4.0,75878739167800.0,0.250002387083,0.00781257459634,0.25,0.125,8.47275451554e-14,14
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-773242103580000.0,9260604.69915,-773242100016000.0,-773242096997000.0,-773242117293000.0,-773242114775000.0,-773242097375000.0,4.0,85758799393900.0,0.250002387083,0.00783470653571,0.125354107649,0.25,8.47275451554e-14,40
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-777905061542000.0,4453600.30398,-777905060766000.0,-777905056984000.0,-777905067653000.0,-777905066665000.0,-777905057506000.0,4.0,19834555667600.0,0.249997082454,0.00781240882669,0.25,0.125,8.47275451554e-14,9
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-778729954327000.0,6185434.28075,-778729956309000.0,-778729945712000.0,-778729958976000.0,-778729958929000.0,-778729946948000.0,4.0,38259597241400.0,0.249997082454,0.00783454029645,0.125354107649,0.25,8.47275451554e-14,35
894.0,-350.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-783392701178000.0,7499061.33703,-783392703939000.0,-783392690164000.0,-783392706669000.0,-783392706410000.0,-783392692080000.0,4.0,56235920936600.0,0.124996154144,0.003906129817,0.25,0.125,8.47275451554e-14,4
894.0,-173.0,-17658.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-784217605419000.0,4336857.99732,-784217606375000.0,-784217599366000.0,-784217609559000.0,-784217609177000.0,-784217600321000.0,4.0,18808337288900.0,0.124996154144,0.00391719534056,0.125354107649,0.25,8.47275451554e-14,30
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,942583.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1023505470150000.0,2675421.05478,-1023505470350000.0,-1023505467430000.0,-1023505472460000.0,-1023505472460000.0,-1023505467560000.0,4.0,7157877820360.0,0.125001458773,0.00195868078991,0.125354107649,0.125,8.47275451554e-14,25
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,706937.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1028993344410000.0,8756214.915,-1028993345230000.0,-1028993333900000.0,-1028993353270000.0,-1028993352730000.0,-1028993334930000.0,4.0,76671299637700.0,0.250002917546,0.00391736157982,0.125354107649,0.125,8.47275451554e-14,20
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,471291.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1034481220570000.0,7487928.84218,-1034481220410000.0,-1034481211860000.0,-1034481229610000.0,-1034481228570000.0,-1034481212800000.0,4.0,56069078345600.0,0.250002387083,0.00391735326786,0.125354107649,0.125,8.47275451554e-14,15
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,235646.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1039969076360000.0,5054948.17531,-1039969078160000.0,-1039969068930000.0,-1039969080200000.0,-1039969079930000.0,-1039969070270000.0,4.0,25552501055000.0,0.249997082454,0.00391727014823,0.125354107649,0.125,8.47275451554e-14,10
894.0,-173.0,-22092.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1045456709670000.0,7148541.98316,-1045456711430000.0,-1045456699830000.0,-1045456716000000.0,-1045456715650000.0,-1045456701230000.0,4.0,51101652485000.0,0.124996154144,0.00195859767028,0.125354107649,0.125,8.47275451554e-14,5
