smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689032154000.0,934821.349777,-247689032154000.0,-247689031493000.0,-247689032815000.0,-247689032749000.0,-247689031559000.0,2.0,873890955998.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,38,0.25
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689083878000.0,3514137.62813,-247689083878000.0,-247689081393000.0,-247689086363000.0,-247689086114000.0,-247689081641000.0,2.0,12349163269500.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,43,0.25
720.0,-395.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689175473000.0,9754070.98034,-247689175473000.0,-247689168575000.0,-247689182370000.0,-247689181680000.0,-247689169265000.0,2.0,95141900689600.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,48,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689601700000.0,35353526.2585,-247689601700000.0,-247689576702000.0,-247689626699000.0,-247689624199000.0,-247689579202000.0,2.0,1249871818910000.0,0.124991181658,0.0,0.00390597442681,0.125,80,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689635189000.0,18779907.1824,-247689635189000.0,-247689621910000.0,-247689648468000.0,-247689647141000.0,-247689623238000.0,2.0,352684913781000.0,0.249994121105,0.0,0.00781231628454,0.125,85,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689680454000.0,4816971.81829,-247689680454000.0,-247689677048000.0,-247689683860000.0,-247689683519000.0,-247689677388000.0,2.0,23203217498200.0,0.250005878895,0.0,0.00781268371546,0.125,90,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689752489000.0,5810168.45678,-247689752489000.0,-247689748380000.0,-247689756597000.0,-247689756186000.0,-247689748791000.0,2.0,33758057496200.0,0.250005878895,0.0,0.00781268371546,0.125,95,0.25
720.0,-85.1,-6033.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247689774854000.0,12877183.464,-247689774854000.0,-247689765749000.0,-247689783960000.0,-247689783049000.0,-247689766659000.0,2.0,165821853966000.0,0.125002939447,0.0,0.00390634185773,0.125,100,0.25
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247691788862000.0,7061071.97363,-247691788862000.0,-247691783869000.0,-247691793855000.0,-247691793356000.0,-247691784369000.0,2.0,49858737416800.0,0.124991181658,2.43433201164e-13,0.00390602456576,0.25,2,0.12500160456
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247691841246000.0,1624080.93258,-247691841246000.0,-247691840098000.0,-247691842394000.0,-247691842280000.0,-247691840213000.0,2.0,2637638875580.0,0.249994121105,2.43433201164e-13,0.00781241656715,0.25,7,0.12500160456
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247691889131000.0,7706177.51092,-247691889131000.0,-247691883682000.0,-247691894580000.0,-247691894035000.0,-247691884227000.0,2.0,59385171829800.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,12,0.12500160456
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247691932618000.0,465661.635216,-247691932618000.0,-247691932289000.0,-247691932948000.0,-247691932915000.0,-247691932322000.0,2.0,216840758512.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,17,0.12500160456
720.0,-550.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247691989116000.0,2144599.62462,-247691989116000.0,-247691987600000.0,-247691990633000.0,-247691990481000.0,-247691987751000.0,2.0,4599307549930.0,0.125002939447,2.43433201164e-13,0.00390639200139,0.25,22,0.12500160456
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692459905000.0,20289799.9158,-247692459905000.0,-247692445558000.0,-247692474252000.0,-247692472817000.0,-247692446992000.0,2.0,411675980623000.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,54,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692488091000.0,2234434.73484,-247692488091000.0,-247692486511000.0,-247692489671000.0,-247692489513000.0,-247692486669000.0,2.0,4992698584270.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,59,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692560422000.0,15388103.6457,-247692560422000.0,-247692549541000.0,-247692571303000.0,-247692570215000.0,-247692550629000.0,2.0,236793733812000.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,64,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692596521000.0,8198442.49198,-247692596521000.0,-247692590724000.0,-247692602318000.0,-247692601739000.0,-247692591304000.0,2.0,67214459294400.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,69,0.25
720.0,-240.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-247692670391000.0,5371810.77765,-247692670391000.0,-247692666593000.0,-247692674190000.0,-247692673810000.0,-247692666973000.0,2.0,28856351030800.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,74,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379278668000.0,5921215.26783,-495379278668000.0,-495379274481000.0,-495379282855000.0,-495379282436000.0,-495379274899000.0,2.0,35060790248000.0,0.124991181658,2.43433201164e-13,0.00781194885362,0.25,29,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379331881000.0,4493914.66154,-495379331881000.0,-495379328703000.0,-495379335059000.0,-495379334741000.0,-495379329021000.0,2.0,20195268985200.0,0.249994121105,2.43433201164e-13,0.0156246325691,0.25,34,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379387989000.0,6594437.53626,-495379387989000.0,-495379383326000.0,-495379392652000.0,-495379392185000.0,-495379383792000.0,2.0,43486606419600.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,39,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379436513000.0,3879228.06248,-495379436513000.0,-495379433770000.0,-495379439256000.0,-495379438981000.0,-495379434044000.0,2.0,15048410360700.0,0.250005878895,2.43433201164e-13,0.0156253674309,0.25,44,0.25
720.0,-240.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495379486519000.0,16959112.6126,-495379486519000.0,-495379474527000.0,-495379498511000.0,-495379497312000.0,-495379475727000.0,2.0,287611500606000.0,0.125002939447,2.43433201164e-13,0.00781268371546,0.25,49,0.25
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382138356000.0,2373524.87051,-495382138356000.0,-495382136677000.0,-495382140034000.0,-495382139866000.0,-495382136845000.0,2.0,5633620310910.0,0.124991181658,2.43433201164e-13,0.00390602456576,0.25,3,0.12500160456
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382205440000.0,26401263.3459,-495382205440000.0,-495382186771000.0,-495382224108000.0,-495382222241000.0,-495382188638000.0,2.0,697026706257000.0,0.249994121105,2.43433201164e-13,0.00781241656715,0.25,8,0.12500160456
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382245588000.0,12702150.715,-495382245588000.0,-495382236606000.0,-495382254570000.0,-495382253672000.0,-495382237505000.0,2.0,161344632787000.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,13,0.12500160456
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382286888000.0,4911076.94749,-495382286888000.0,-495382283416000.0,-495382290361000.0,-495382290014000.0,-495382283763000.0,2.0,24118676784200.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,18,0.12500160456
720.0,-395.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382333625000.0,4519447.00578,-495382333625000.0,-495382330429000.0,-495382336820000.0,-495382336501000.0,-495382330748000.0,2.0,20425401238100.0,0.125002939447,2.43433201164e-13,0.00390639200139,0.25,23,0.12500160456
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382772077000.0,8989359.01602,-495382772077000.0,-495382765721000.0,-495382778434000.0,-495382777798000.0,-495382766356000.0,2.0,80808575518900.0,0.124991181658,0.0,0.00390597442681,0.125,55,0.25
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382852978000.0,35392621.5737,-495382852978000.0,-495382827952000.0,-495382878004000.0,-495382875502000.0,-495382830454000.0,2.0,1252637661860000.0,0.249994121105,0.0,0.00781231628454,0.125,60,0.25
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382874697000.0,15104914.0974,-495382874697000.0,-495382864016000.0,-495382885378000.0,-495382884310000.0,-495382865084000.0,2.0,228158429889000.0,0.250005878895,0.0,0.00781268371546,0.125,65,0.25
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382950081000.0,34421041.0791,-495382950081000.0,-495382925742000.0,-495382974420000.0,-495382971986000.0,-495382928176000.0,2.0,1184808068970000.0,0.250005878895,0.0,0.00781268371546,0.125,70,0.25
720.0,-85.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-495382987640000.0,20271033.8101,-495382987640000.0,-495382973306000.0,-495383001974000.0,-495383000541000.0,-495382974740000.0,2.0,410914811728000.0,0.125002939447,0.0,0.00390634185773,0.125,75,0.25
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069637146000.0,47509285.7526,-743069637146000.0,-743069603551000.0,-743069670740000.0,-743069667380000.0,-743069606911000.0,2.0,2257132232720000.0,0.124991181658,0.0,0.00390597442681,0.125,30,0.25
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069689277000.0,4082524.8418,-743069689277000.0,-743069686390000.0,-743069692164000.0,-743069691875000.0,-743069686679000.0,2.0,16667009083900.0,0.249994121105,0.0,0.00781231628454,0.125,35,0.25
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069722254000.0,8456328.62192,-743069722254000.0,-743069716274000.0,-743069728233000.0,-743069727635000.0,-743069716872000.0,2.0,71509493761900.0,0.250005878895,0.0,0.00781268371546,0.125,40,0.25
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069788578000.0,13614945.7991,-743069788578000.0,-743069778951000.0,-743069798206000.0,-743069797243000.0,-743069779914000.0,2.0,185366749111000.0,0.250005878895,0.0,0.00781268371546,0.125,45,0.25
720.0,-85.1,-13824.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743069846573000.0,16071369.7915,-743069846573000.0,-743069835209000.0,-743069857938000.0,-743069856801000.0,-743069836346000.0,2.0,258288926974000.0,0.125002939447,0.0,0.00390634185773,0.125,50,0.25
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072499056000.0,21890685.0059,-743072499056000.0,-743072483576000.0,-743072514535000.0,-743072512987000.0,-743072485124000.0,2.0,479202090028000.0,0.124991181658,2.43433201164e-13,0.00390602456576,0.25,4,0.12500160456
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072523687000.0,1297142.40042,-743072523687000.0,-743072522770000.0,-743072524604000.0,-743072524513000.0,-743072522862000.0,2.0,1682578406960.0,0.249994121105,2.43433201164e-13,0.00781241656715,0.25,9,0.12500160456
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072601976000.0,36571917.2486,-743072601976000.0,-743072576116000.0,-743072627836000.0,-743072625250000.0,-743072578702000.0,2.0,1337505131240000.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,14,0.12500160456
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072634723000.0,9516799.55425,-743072634723000.0,-743072627993000.0,-743072641452000.0,-743072640779000.0,-743072628666000.0,2.0,90569473755700.0,0.250005878895,2.43433201164e-13,0.00781278400279,0.25,19,0.12500160456
720.0,-240.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-743072691031000.0,26742672.2217,-743072691031000.0,-743072672121000.0,-743072709941000.0,-743072708050000.0,-743072674012000.0,2.0,715170517556000.0,0.125002939447,2.43433201164e-13,0.00390639200139,0.25,24,0.12500160456
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762822297000.0,10990936.0853,-990762822297000.0,-990762814526000.0,-990762830069000.0,-990762829292000.0,-990762815303000.0,2.0,120800676031000.0,0.124991181658,0.0,0.00195301228288,0.125,5,0.12500160456
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,106315.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762861726000.0,13416809.5292,-990762861726000.0,-990762852239000.0,-990762871213000.0,-990762870264000.0,-990762853187000.0,2.0,180010777943000.0,0.249994121105,0.0,0.00390620828358,0.125,10,0.12500160456
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,212630.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762914331000.0,4527802.17951,-990762914331000.0,-990762911129000.0,-990762917533000.0,-990762917212000.0,-990762911449000.0,2.0,20500992576700.0,0.250005878895,0.0,0.00390639200139,0.125,15,0.12500160456
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,318945.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990762952360000.0,3734228.34818,-990762952360000.0,-990762949720000.0,-990762955001000.0,-990762954737000.0,-990762949984000.0,2.0,13944461356400.0,0.250005878895,0.0,0.00390639200139,0.125,20,0.12500160456
720.0,-85.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-990763018348000.0,25338519.7281,-990763018348000.0,-990763000431000.0,-990763036265000.0,-990763034473000.0,-990763002222000.0,2.0,642040582014000.0,0.125002939447,0.0,0.0019531960007,0.125,25,0.12500160456
