npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,prefix,PointProbability
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2284107448.74,584840.001043,2284107448.74,2284520993.07,2283693904.41,2283735258.84,2284479638.64,2.0,342037826821.0,0.00390602654481,0.124992849434,0.25,0.125,2,1.21200144652e-13
1193.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2264779775.83,1156519.1816,2264779775.83,2265597558.38,2263961993.27,2264043771.53,2265515780.13,2.0,1337536617400.0,0.00781264897013,0.125002383522,0.25,0.25,107,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2236122360.5,2550716.63434,2236122360.5,2237925989.53,2234318731.47,2234499094.37,2237745626.62,2.0,6506155348690.0,0.00781264897013,0.250004767044,0.25,0.125,52,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2174363894.49,928486.739618,2174363894.49,2175020433.76,2173707355.22,2173773009.15,2174954779.84,2.0,862087625647.0,0.00781264897013,0.250004767044,0.25,0.125,77,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2135723883.6,5041740.25824,2135723883.6,2139288932.33,2132158834.88,2132515339.75,2138932427.46,2.0,25419144831500.0,0.00781284756262,0.124992849434,0.250025424591,0.25,13,1.21200144652e-13
1193.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2120396299.95,299905.782005,2120396299.95,2120608365.36,2120184234.54,2120205441.08,2120587158.82,2.0,89943478079.9,0.00390632448506,0.125002383522,0.25,0.125,102,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2081020590.98,208615.402272,2081020590.98,2081168104.34,2080873077.61,2080887828.95,2081153353.01,2.0,43520386065.1,0.0156262910664,0.249995232956,0.250025424591,0.25,38,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,2025697988.83,5002607.96947,2025697988.83,2029235366.85,2022160610.81,2022514348.61,2028881629.05,2.0,25026086496200.0,0.0156268870075,0.250004767044,0.250025424591,0.25,63,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1972050766.72,7235258.16283,1972050766.72,1977166866.83,1966934666.61,1967446276.62,1976655256.82,2.0,52348960682800.0,0.0156268870075,0.250004767044,0.250025424591,0.25,88,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1932356571.6,2154103.1948,1932356571.6,1933879752.58,1930833390.62,1930985708.72,1933727434.48,2.0,4640160573860.0,0.0156262910664,0.249995232956,0.250025424591,0.25,33,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1925567694.13,279824.871205,1925567694.13,1925765560.2,1925369828.07,1925389614.67,1925745773.59,2.0,78301958544.8,0.00781284756262,0.124992849434,0.250025424591,0.25,8,1.21200144652e-13
1193.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1908727189.0,5528710.92483,1908727189.0,1912636577.99,1904817800.01,1905208738.91,1912245639.09,2.0,30566644490300.0,0.00781344350374,0.125002383522,0.250025424591,0.25,113,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1875992221.78,274371.862556,1875992221.78,1876186231.98,1875798211.57,1875817612.59,1876166830.96,2.0,75279918962.6,0.0156268870075,0.250004767044,0.250025424591,0.25,58,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1813833055.74,613944.499481,1813833055.74,1814267180.06,1813398931.42,1813442343.85,1814223767.63,2.0,376927848443.0,0.0156268870075,0.250004767044,0.250025424591,0.25,83,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1796573419.02,2119569.29715,1796573419.02,1798072180.84,1795074657.19,1795224533.38,1797922304.66,2.0,4492574005430.0,0.00781205308962,0.124992849434,0.25,0.25,19,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1761440656.44,1409344.49884,1761440656.44,1762437213.49,1760444099.39,1760543755.09,1762337557.79,2.0,1986251916420.0,0.00781314553318,0.249995232956,0.250025424591,0.125,28,1.21200144652e-13
1193.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1753934070.27,3311030.48234,1753934070.27,1756275322.37,1751592818.16,1751826943.37,1756041197.16,2.0,10962922855000.0,0.00781344350374,0.125002383522,0.250025424591,0.25,108,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1743091025.37,1595509.93652,1743091025.37,1744219221.27,1741962829.48,1742075649.07,1744106401.68,2.0,2545651957540.0,0.0156247020597,0.249995232956,0.25,0.25,44,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1725194762.46,176593.808388,1725194762.46,1725319633.14,1725069891.78,1725082378.85,1725307146.08,2.0,31185373161.1,0.00390642378131,0.124992849434,0.250025424591,0.125,3,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1696939268.91,2663549.16874,1696939268.91,1698822682.59,1695055855.23,1695244196.6,1698634341.22,2.0,7094494174280.0,0.00781344350374,0.250004767044,0.250025424591,0.125,53,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1690559045.9,18508.1583473,1690559045.9,1690572133.14,1690545958.65,1690547267.38,1690570824.42,2.0,342551925.407,0.0156252979403,0.250004767044,0.25,0.25,69,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1645175114.09,4994150.28733,1645175114.09,1648706511.62,1641643716.55,1641996856.31,1648353371.87,2.0,24941537092400.0,0.00781344350374,0.250004767044,0.250025424591,0.125,78,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1628235055.68,5427131.84314,1628235055.68,1632072617.4,1624397493.95,1624781250.12,1631688861.23,2.0,29453760042800.0,0.0156252979403,0.250004767044,0.25,0.25,94,1.21200144652e-13
1193.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1586612066.84,2574206.3407,1586612066.84,1588432305.6,1584791828.08,1584973851.95,1588250281.72,2.0,6626538284530.0,0.00390672175187,0.125002383522,0.250025424591,0.125,103,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1585286529.98,3602639.9112,1585286529.98,1587833981.09,1582739078.87,1582993823.98,1587579235.98,2.0,12979014329800.0,0.0156247020597,0.249995232956,0.25,0.25,39,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1584319102.42,2319589.59107,1584319102.42,1585959299.95,1582678904.89,1582842924.65,1585795280.2,2.0,5380495871010.0,0.00781205308962,0.124992849434,0.25,0.25,14,1.21200144652e-13
1193.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1572460311.66,8788133.72879,1572460311.66,1578674460.61,1566246162.7,1566867577.6,1578053045.72,2.0,77231294435100.0,0.00781264897013,0.125002383522,0.25,0.25,119,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1526988974.73,1490903.09274,1526988974.73,1528043202.42,1525934747.04,1526040169.81,1527937779.65,2.0,2222792031940.0,0.0156252979403,0.250004767044,0.25,0.25,64,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1490511317.69,2136329.82627,1490511317.69,1492021931.0,1489000704.38,1489151765.71,1491870869.66,2.0,4563905126620.0,0.00195281465415,0.124992849434,0.124987287705,0.125,25,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1465508242.07,1563405.47306,1465508242.07,1466613736.68,1464402747.46,1464513296.92,1466503187.22,2.0,2444236673200.0,0.0156252979403,0.250004767044,0.25,0.25,89,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1433575478.59,12051038.5075,1433575478.59,1442096849.64,1425054107.54,1425906244.64,1441244712.53,2.0,145227529110000.0,0.00390577826328,0.249995232956,0.124987287705,0.125,50,1.21200144652e-13
1193.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1410839561.23,8124951.03605,1410839561.23,1416584769.2,1405094353.25,1405668874.05,1416010248.41,2.0,66014829338300.0,0.00781264897013,0.125002383522,0.25,0.25,114,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1399139394.49,3125069.41182,1399139394.49,1401349152.26,1396929636.72,1397150612.49,1401128176.49,2.0,9766058828700.0,0.0156247020597,0.249995232956,0.25,0.25,34,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1381583263.95,14918794.6417,1381583263.95,1392132444.81,1371034083.09,1372089001.18,1391077526.72,2.0,222570433562000.0,0.00781205308962,0.124992849434,0.25,0.25,9,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1374654442.96,5823832.51047,1374654442.96,1378772514.42,1370536371.5,1370948178.65,1378360707.28,2.0,33917025110000.0,0.00390592721826,0.250004767044,0.124987287705,0.125,75,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1342448380.2,2084539.44942,1342448380.2,1343922372.18,1340974388.22,1341121787.42,1343774972.99,2.0,4345304716170.0,0.0156252979403,0.250004767044,0.25,0.25,59,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1317432765.85,612535.773173,1317432765.85,1317865894.05,1316999637.65,1317042950.47,1317822581.23,2.0,375200073417.0,0.00390592721826,0.250004767044,0.124987287705,0.125,100,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1282783979.64,2292649.60668,1282783979.64,1284405127.73,1281162831.56,1281324946.37,1284243012.92,2.0,5256242218990.0,0.0156252979403,0.250004767044,0.25,0.25,84,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1276144673.3,3499894.60149,1276144673.3,1278619472.51,1273669874.09,1273917354.01,1278371992.59,2.0,12249262221500.0,0.0039056293083,0.124992849434,0.124987287705,0.25,20,1.21200144652e-13
1193.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1254276084.71,1640645.24855,1254276084.71,1255436196.09,1253115973.33,1253231984.47,1255320184.95,2.0,2691716831590.0,0.00195296360913,0.125002383522,0.124987287705,0.125,125,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1247119670.39,3259339.30686,1247119670.39,1249424371.31,1244814969.46,1245045439.55,1249193901.22,2.0,10623292717200.0,0.00781155652656,0.249995232956,0.124987287705,0.25,45,1.21200144652e-13
1193.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1222640245.5,3732402.73062,1222640245.5,1225279452.78,1220001038.22,1220264958.95,1225015532.05,2.0,13930830143500.0,0.00781264897013,0.125002383522,0.25,0.25,109,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1207037499.58,3291040.6017,1207037499.58,1209364616.71,1204710382.46,1204943094.17,1209131905.0,2.0,10830948242000.0,0.00781235102987,0.249995232956,0.25,0.125,29,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1199075471.48,7697721.53258,1199075471.48,1204518582.58,1193632360.39,1194176671.5,1203974271.47,2.0,59254916793100.0,0.00781185443652,0.250004767044,0.124987287705,0.25,70,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1180998414.58,3437563.85343,1180998414.58,1183429139.29,1178567689.87,1178810762.34,1183186066.82,2.0,11816845246400.0,0.00390602654481,0.124992849434,0.25,0.125,4,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1160883586.39,2342109.63204,1160883586.39,1162539707.99,1159227464.78,1159393076.94,1162374095.83,2.0,5485477528490.0,0.00781264897013,0.250004767044,0.25,0.125,54,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1144066582.16,8682541.66428,1144066582.16,1150206066.24,1137927098.07,1138541046.48,1149592117.84,2.0,75386529752000.0,0.00781185443652,0.250004767044,0.124987287705,0.25,95,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1096491421.76,673306.932397,1096491421.76,1096967521.66,1096015321.87,1096062931.86,1096919911.67,2.0,453342225214.0,0.00781264897013,0.250004767044,0.25,0.125,79,1.21200144652e-13
1193.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1080223909.44,4838988.81718,1080223909.44,1083645591.25,1076802227.64,1077144395.82,1083303423.07,2.0,23415812772800.0,0.00390592721826,0.125002383522,0.124987287705,0.25,120,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1065512925.37,2442987.85717,1065512925.37,1067240378.65,1063785472.09,1063958217.41,1067067633.32,2.0,5968189670260.0,0.0039056293083,0.124992849434,0.124987287705,0.25,15,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1052925529.68,7892543.50961,1052925529.68,1058506400.72,1047344658.64,1047902745.75,1057948313.61,2.0,62292243051100.0,0.00781155652656,0.249995232956,0.124987287705,0.25,40,1.21200144652e-13
1193.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,1041447925.46,2219217.2388,1041447925.46,1043017149.02,1039878701.91,1040035624.26,1042860226.67,2.0,4924925152970.0,0.00390632448506,0.125002383522,0.25,0.125,104,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,998927728.295,9987762.14383,998927728.295,1005990142.64,991865313.954,992571555.388,1005283901.2,2.0,99755392641700.0,0.00781185443652,0.250004767044,0.124987287705,0.25,65,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,937822759.256,1423835.88338,937822759.256,938829563.264,936815955.247,936916635.648,938728882.863,2.0,2027308622800.0,0.00781185443652,0.250004767044,0.124987287705,0.25,90,1.21200144652e-13
1193.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,876259519.538,138255.004023,876259519.538,876357280.589,876161758.487,876171534.592,876347504.484,2.0,19114446137.4,0.00390592721826,0.125002383522,0.124987287705,0.25,115,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,859848027.021,3469338.67674,859848027.021,862301219.926,857394834.117,857640153.407,862055900.635,2.0,12036310853900.0,0.00781155652656,0.249995232956,0.124987287705,0.25,35,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,854873216.476,10700142.2423,854873216.476,862439359.616,847307073.337,848063687.651,861682745.302,2.0,114493044006000.0,0.0039056293083,0.124992849434,0.124987287705,0.25,10,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,798786883.022,2270098.40629,798786883.022,800392084.999,797181681.045,797342201.243,800231564.801,2.0,5153346774250.0,0.00781185443652,0.250004767044,0.124987287705,0.25,60,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,749540062.495,2881729.27814,749540062.495,751577752.809,747502372.181,747706141.212,751373983.777,2.0,8304363632510.0,0.00781185443652,0.250004767044,0.124987287705,0.25,85,1.21200144652e-13
1193.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,683671265.477,375963.282594,683671265.477,683937111.664,683405419.291,683432003.909,683910527.045,2.0,141348389859.0,0.00390592721826,0.125002383522,0.124987287705,0.25,110,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,665090938.361,129799.856098,665090938.361,665182720.72,664999156.003,665008334.239,665173542.484,2.0,16848002643.0,0.00390577826328,0.249995232956,0.124987287705,0.125,30,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,659314303.572,5257732.44892,659314303.572,663032081.84,655596525.303,655968303.13,662660304.013,2.0,27643750504500.0,0.00195281465415,0.124992849434,0.124987287705,0.125,5,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,598671751.1,6131931.57155,598671751.1,603007681.496,594335820.704,594769413.744,602574088.457,2.0,37600584798100.0,0.00390592721826,0.250004767044,0.124987287705,0.125,55,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,542152129.295,13674490.8658,542152129.295,551821454.516,532482804.075,533449736.597,550854521.994,2.0,186991700439000.0,0.00390592721826,0.250004767044,0.124987287705,0.125,80,1.21200144652e-13
1193.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,486089294.039,1940545.20431,486089294.039,487461466.712,484717121.366,484854338.633,487324249.445,2.0,3765715689980.0,0.00195296360913,0.125002383522,0.124987287705,0.125,105,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159800802000.0,547415.951238,-235159800802000.0,-235159800415000.0,-235159801189000.0,-235159801150000.0,-235159800454000.0,2.0,299664223670.0,0.0039056293083,0.124992849434,0.124987287705,0.25,6,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159859361000.0,3156446.20446,-235159859361000.0,-235159857129000.0,-235159861593000.0,-235159861370000.0,-235159857352000.0,2.0,9963152641660.0,0.00781155652656,0.249995232956,0.124987287705,0.25,31,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159917332000.0,2529884.27734,-235159917332000.0,-235159915543000.0,-235159919121000.0,-235159918942000.0,-235159915722000.0,2.0,6400314456740.0,0.00781185443652,0.250004767044,0.124987287705,0.25,56,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235159972720000.0,4348230.62256,-235159972720000.0,-235159969646000.0,-235159975795000.0,-235159975488000.0,-235159969953000.0,2.0,18907109547000.0,0.00781185443652,0.250004767044,0.124987287705,0.25,81,1.21200144652e-13
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160029775000.0,1661483.8982,-235160029775000.0,-235160028600000.0,-235160030950000.0,-235160030832000.0,-235160028718000.0,2.0,2760528743980.0,0.00390592721826,0.125002383522,0.124987287705,0.25,106,1.21200144652e-13
