smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight,ProbabilityWeight-htse_capacity,PointProbability
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1886570352.88,207025.033361,-1886573508.86,-1886356049.72,-1886778344.07,-1886768664.81,-1886367622.57,4.0,42859364437.9,101,0.124990974078,0.12498974865,0.00195636794902,0.125226860254,3.46688419418e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1898235096.96,795473.801799,-1898254419.89,-1897243754.88,-1899187793.2,-1899056787.02,-1897386354.81,4.0,632778569348.0,106,0.124990974078,0.249992724848,0.00391294293863,0.125226860254,3.46688419418e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1940293177.46,523631.590868,-1940350599.73,-1939689428.77,-1940782081.61,-1940766245.95,-1939739717.79,4.0,274190042955.0,111,0.124990974078,0.250007275152,0.00391317068328,0.125226860254,3.46688419418e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1982557764.97,210132.208655,-1982555925.21,-1982370824.54,-1982748384.92,-1982745750.35,-1982372355.25,4.0,44155545114.3,116,0.124990974078,0.250007275152,0.00391317068328,0.125226860254,3.46688419418e-13
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-2024805483.9,564635.640775,-2024650591.27,-2024306767.2,-2025613985.88,-2025477735.52,-2024350081.97,4.0,318813406833.0,121,0.124990974078,0.125002976198,0.00195657498961,0.125226860254,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-146908463882.0,83.5857944907,-146908463892.0,-146908463781.0,-146908463963.0,-146908463959.0,-146908463791.0,4.0,6986.58504064,1,0.124990974078,0.12498974865,0.00195636794902,0.125226860254,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-516571044894.0,115934.667947,-516571038251.0,-516570910389.0,-516571192686.0,-516571171359.0,-516570927731.0,4.0,13440847232.0,27,0.250018051845,0.12498974865,0.00779824473773,0.249546279492,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205427238456000.0,105221.197284,-205427238447000.0,-205427238351000.0,-205427238578000.0,-205427238567000.0,-205427238356000.0,4.0,11071500358.0,48,0.250018051845,0.125002976198,0.00779907001867,0.249546279492,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-205734675446000.0,264919.831041,-205734675389000.0,-205734675193000.0,-205734675811000.0,-205734675757000.0,-205734675214000.0,4.0,70182516878.7,74,0.250018051845,0.125002976198,0.00782743027329,0.250453720508,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206104323826000.0,881820.583973,-206104323970000.0,-206104322624000.0,-206104324740000.0,-206104324636000.0,-206104322815000.0,4.0,777607542319.0,100,0.249981948155,0.125002976198,0.00391314997922,0.125226860254,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206621132831000.0,238650.189159,-206621132791000.0,-206621132627000.0,-206621133115000.0,-206621133089000.0,-206621132629000.0,4.0,56953912785.5,22,0.124990974078,0.125002976198,0.00389897189959,0.249546279492,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207751388167000.0,223230.106104,-207751388156000.0,-207751387967000.0,-207751388390000.0,-207751388381000.0,-207751387969000.0,4.0,49831680271.2,43,0.250018051845,0.250007275152,0.0155982225654,0.249546279492,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208058825297000.0,193375.683473,-208058825268000.0,-208058825108000.0,-208058825543000.0,-208058825515000.0,-208058825119000.0,4.0,37394154958.6,69,0.250018051845,0.250007275152,0.0156549433748,0.250453720508,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208428473712000.0,693784.444431,-208428473935000.0,-208428472700000.0,-208428474278000.0,-208428474226000.0,-208428472885000.0,4.0,481336855335.0,95,0.249981948155,0.250007275152,0.00782634136657,0.125226860254,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208945282431000.0,106575.049402,-208945282434000.0,-208945282301000.0,-208945282553000.0,-208945282540000.0,-208945282316000.0,4.0,11358241155.0,17,0.124990974078,0.250007275152,0.00779798505727,0.249546279492,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210075562503000.0,161437.92558,-210075562487000.0,-210075562323000.0,-210075562714000.0,-210075562683000.0,-210075562345000.0,4.0,26062203815.6,38,0.250018051845,0.250007275152,0.0155982225654,0.249546279492,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210382999448000.0,316430.908171,-210382999428000.0,-210382999134000.0,-210382999801000.0,-210382999775000.0,-210382999149000.0,4.0,100128519646.0,64,0.250018051845,0.250007275152,0.0156549433748,0.250453720508,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210752648100000.0,750735.615035,-210752648432000.0,-210752646977000.0,-210752648558000.0,-210752648542000.0,-210752647193000.0,4.0,563603963681.0,90,0.249981948155,0.250007275152,0.00782634136657,0.125226860254,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211269456776000.0,177154.433454,-211269456771000.0,-211269456567000.0,-211269456996000.0,-211269456967000.0,-211269456593000.0,4.0,31383693292.5,12,0.124990974078,0.250007275152,0.00779798505727,0.249546279492,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212399712303000.0,275340.922345,-212399712283000.0,-212399712020000.0,-212399712627000.0,-212399712597000.0,-212399712038000.0,4.0,75812623517.8,33,0.250018051845,0.249992724848,0.0155973147564,0.249546279492,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212707149511000.0,363295.187523,-212707149477000.0,-212707149197000.0,-212707149895000.0,-212707149873000.0,-212707149198000.0,4.0,131983393278.0,59,0.250018051845,0.249992724848,0.0156540322646,0.250453720508,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213076797631000.0,421112.36645,-213076797581000.0,-213076797212000.0,-213076798147000.0,-213076798093000.0,-213076797237000.0,4.0,177335625177.0,85,0.249981948155,0.249992724848,0.00782588587727,0.125226860254,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213593606623000.0,109545.276383,-213593606643000.0,-213593606475000.0,-213593606730000.0,-213593606722000.0,-213593606496000.0,4.0,12000167577.7,7,0.124990974078,0.249992724848,0.00779753121829,0.249546279492,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214723616050000.0,157300.854343,-214723615988000.0,-214723615941000.0,-214723616283000.0,-214723616240000.0,-214723615947000.0,4.0,24743558777.1,28,0.250018051845,0.12498974865,0.00779824473773,0.249546279492,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215031053379000.0,144027.43107,-215031053343000.0,-215031053262000.0,-215031053568000.0,-215031053545000.0,-215031053264000.0,4.0,20743900900.7,54,0.250018051845,0.12498974865,0.00782660199132,0.250453720508,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215400701773000.0,444816.86945,-215400701857000.0,-215400701163000.0,-215400702213000.0,-215400702172000.0,-215400701255000.0,4.0,197862047348.0,80,0.249981948155,0.12498974865,0.00391273589804,0.125226860254,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215917510413000.0,188117.622142,-215917510386000.0,-215917510212000.0,-215917510666000.0,-215917510625000.0,-215917510236000.0,4.0,35388239760.5,2,0.124990974078,0.12498974865,0.0038985593187,0.249546279492,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-420828178085000.0,234382.247343,-420828178176000.0,-420828177741000.0,-420828178248000.0,-420828178244000.0,-420828177800000.0,4.0,54935037869.5,23,0.124990974078,0.125002976198,0.00389897189959,0.249546279492,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421197836432000.0,473523.428542,-421197836322000.0,-421197836000000.0,-421197837085000.0,-421197836990000.0,-421197836028000.0,4.0,224224437378.0,49,0.250018051845,0.125002976198,0.00782743027329,0.250453720508,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421505269430000.0,509258.086254,-421505269243000.0,-421505269058000.0,-421505270176000.0,-421505270048000.0,-421505269074000.0,4.0,259343798415.0,75,0.250018051845,0.125002976198,0.00391371513664,0.125226860254,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423152327588000.0,257003.989457,-423152327689000.0,-423152327210000.0,-423152327766000.0,-423152327760000.0,-423152327276000.0,4.0,66051050597.0,18,0.124990974078,0.250007275152,0.00779798505727,0.249546279492,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423521985567000.0,206524.352981,-423521985509000.0,-423521985398000.0,-423521985849000.0,-423521985810000.0,-423521985403000.0,4.0,42652308374.3,44,0.250018051845,0.250007275152,0.0156549433748,0.250453720508,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423829419211000.0,583109.882536,-423829419270000.0,-423829418446000.0,-423829419858000.0,-423829419780000.0,-423829418559000.0,4.0,340017135111.0,70,0.250018051845,0.250007275152,0.00782747168739,0.125226860254,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425476501997000.0,68961.7359473,-425476501977000.0,-425476501937000.0,-425476502096000.0,-425476502079000.0,-425476501943000.0,4.0,4755721024.87,13,0.124990974078,0.250007275152,0.00779798505727,0.249546279492,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425846160162000.0,372689.861729,-425846160012000.0,-425846159917000.0,-425846160705000.0,-425846160615000.0,-425846159917000.0,4.0,138897733036.0,39,0.250018051845,0.250007275152,0.0156549433748,0.250453720508,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426153593269000.0,442635.023207,-426153593143000.0,-426153592894000.0,-426153593897000.0,-426153593799000.0,-426153592916000.0,4.0,195925763770.0,65,0.250018051845,0.250007275152,0.00782747168739,0.125226860254,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427800651749000.0,179020.895938,-427800651801000.0,-427800651495000.0,-427800651899000.0,-427800651891000.0,-427800651535000.0,4.0,32048481182.5,8,0.124990974078,0.249992724848,0.00779753121829,0.249546279492,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428170310017000.0,407590.172526,-428170309901000.0,-428170309677000.0,-428170310591000.0,-428170310504000.0,-428170309693000.0,4.0,166129748740.0,34,0.250018051845,0.249992724848,0.0156540322646,0.250453720508,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428477743382000.0,465272.88104,-428477743446000.0,-428477742771000.0,-428477743864000.0,-428477743821000.0,-428477742852000.0,4.0,216478853832.0,60,0.250018051845,0.249992724848,0.0078270161323,0.125226860254,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430124555599000.0,302375.94431,-430124555738000.0,-430124555146000.0,-430124555775000.0,-430124555770000.0,-430124555234000.0,4.0,91431211697.3,3,0.124990974078,0.12498974865,0.0038985593187,0.249546279492,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430494213522000.0,377869.40246,-430494213617000.0,-430494213000000.0,-430494213853000.0,-430494213836000.0,-430494213075000.0,4.0,142785285316.0,29,0.250018051845,0.12498974865,0.00782660199132,0.250453720508,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430801646954000.0,299099.934994,-430801646970000.0,-430801646601000.0,-430801647275000.0,-430801647251000.0,-430801646635000.0,4.0,89460771113.5,55,0.250018051845,0.12498974865,0.00391330099566,0.125226860254,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636598776002000.0,554032.810777,-636598775898000.0,-636598775444000.0,-636598776767000.0,-636598776643000.0,-636598775506000.0,4.0,306952355417.0,24,0.124990974078,0.125002976198,0.00391314997922,0.250453720508,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636968430287000.0,103610.078199,-636968430271000.0,-636968430181000.0,-636968430426000.0,-636968430406000.0,-636968430191000.0,4.0,10735048304.3,50,0.250018051845,0.125002976198,0.00391371513664,0.125226860254,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-638922925372000.0,262108.07331,-638922925365000.0,-638922925110000.0,-638922925647000.0,-638922925631000.0,-638922925122000.0,4.0,68700642094.3,19,0.124990974078,0.250007275152,0.00782634136657,0.250453720508,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639292579574000.0,523671.334907,-639292579726000.0,-639292578821000.0,-639292580024000.0,-639292579988000.0,-639292578948000.0,4.0,274231667003.0,45,0.250018051845,0.250007275152,0.00782747168739,0.125226860254,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641247099197000.0,569123.503338,-641247099300000.0,-641247098413000.0,-641247099776000.0,-641247099707000.0,-641247098543000.0,4.0,323901562052.0,14,0.124990974078,0.250007275152,0.00782634136657,0.250453720508,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641616754294000.0,436811.402856,-641616754201000.0,-641616753873000.0,-641616754903000.0,-641616754806000.0,-641616753913000.0,4.0,190804201665.0,40,0.250018051845,0.250007275152,0.00782747168739,0.125226860254,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643571249551000.0,384698.308924,-643571249607000.0,-643571249047000.0,-643571249944000.0,-643571249911000.0,-643571249113000.0,4.0,147992788889.0,9,0.124990974078,0.249992724848,0.00782588587727,0.250453720508,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643940903823000.0,241124.947642,-643940903827000.0,-643940903550000.0,-643940904089000.0,-643940904068000.0,-643940903573000.0,4.0,58141240375.5,35,0.250018051845,0.249992724848,0.0078270161323,0.125226860254,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645895153071000.0,130561.019246,-645895153091000.0,-645895152899000.0,-645895153202000.0,-645895153192000.0,-645895152921000.0,4.0,17046179746.5,4,0.124990974078,0.12498974865,0.00391273589804,0.250453720508,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646264807171000.0,649896.614244,-646264807028000.0,-646264806552000.0,-646264808074000.0,-646264807935000.0,-646264806606000.0,4.0,422365609206.0,30,0.250018051845,0.12498974865,0.00391330099566,0.125226860254,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852369369824000.0,326855.236107,-852369369908000.0,-852369369390000.0,-852369370090000.0,-852369370085000.0,-852369369444000.0,4.0,106834345371.0,25,0.124990974078,0.125002976198,0.00195657498961,0.125226860254,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854693517443000.0,205337.855102,-854693517492000.0,-854693517158000.0,-854693517632000.0,-854693517618000.0,-854693517200000.0,4.0,42163634737.8,20,0.124990974078,0.250007275152,0.00391317068328,0.125226860254,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857017694141000.0,282506.072101,-857017694195000.0,-857017693757000.0,-857017694418000.0,-857017694395000.0,-857017693812000.0,4.0,79809680774.1,15,0.124990974078,0.250007275152,0.00391317068328,0.125226860254,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859341842647000.0,513867.9021,-859341842494000.0,-859341842222000.0,-859341843378000.0,-859341843264000.0,-859341842244000.0,4.0,264060220809.0,10,0.124990974078,0.249992724848,0.00391294293863,0.125226860254,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861665746980000.0,430573.123055,-861665747059000.0,-861665746417000.0,-861665747384000.0,-861665747362000.0,-861665746487000.0,4.0,185393214297.0,5,0.124990974078,0.12498974865,0.00195636794902,0.125226860254,3.46688419418e-13
