smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity,PointProbability,prefix,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-674698510.78,8187198.55995,-674698510.78,-668909287.159,-680487734.4,-679908812.038,-669488209.521,2.0,67030220260000.0,0.125018050542,0.125226860254,1.83230531396e-13,30,0.00391384975812,0.249996504259
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-752912374.293,5628892.68423,-752912374.293,-748932146.105,-756892602.48,-756494579.661,-749330168.924,2.0,31684432850500.0,0.125018050542,0.250453720508,1.83230531396e-13,110,0.00391394826849,0.125001398296
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-758223258.215,2114743.29506,-758223258.215,-756727908.891,-759718607.54,-759569072.607,-756877443.823,2.0,4472139204020.0,0.125018050542,0.125226860254,1.83230531396e-13,55,0.00391395921408,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-830059007.901,4198114.67537,-830059007.901,-827090492.546,-833027523.256,-832730671.721,-827387344.081,2.0,17624166827600.0,0.125018050542,0.125226860254,1.83230531396e-13,80,0.00391395921408,0.250003495741
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-911132525.514,5396621.88722,-911132525.514,-907316537.582,-914948513.446,-914566914.653,-907698136.376,2.0,29123527793600.0,0.125018050542,0.125226860254,1.83230531396e-13,105,0.00195697413424,0.125001398296
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-18884956971.1,30342.3225574,-18884956971.1,-18884935515.8,-18884978426.3,-18884976280.8,-18884937661.3,2.0,920656538.176,0.125018050542,0.125226860254,1.83230531396e-13,1,0.00195687562387,0.124995105963
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-359861159097.0,1177058.43868,-359861159097.0,-359860326791.0,-359861991403.0,-359861908173.0,-359860410022.0,2.0,1385466568070.0,0.25,0.250453720508,1.83230531396e-13,7,0.00782637233343,0.124995105963
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-769805527857.0,1304424.72717,-769805527857.0,-769804605490.0,-769806450225.0,-769806357988.0,-769804697727.0,2.0,1701523868850.0,0.249963898917,0.249546279492,1.83230531396e-13,13,0.00779688984465,0.124995105963
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218744315893000.0,3242398.28199,-218744315893000.0,-218744313600000.0,-218744318186000.0,-218744317957000.0,-218744313830000.0,2.0,10513146619000.0,0.249963898917,0.249546279492,1.83230531396e-13,118,0.00779728234506,0.125001398296
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219154238239000.0,1727483.30061,-219154238239000.0,-219154237017000.0,-219154239460000.0,-219154239338000.0,-219154237139000.0,2.0,2984198553900.0,0.25,0.125226860254,1.83230531396e-13,124,0.003913383159,0.125001398296
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219726782401000.0,4127989.81909,-219726782401000.0,-219726779482000.0,-219726785320000.0,-219726785028000.0,-219726779774000.0,2.0,17040299946500.0,0.125018050542,0.250453720508,1.83230531396e-13,106,0.00391394826849,0.125001398296
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-220067758198000.0,98068.8825507,-220067758198000.0,-220067758129000.0,-220067758267000.0,-220067758261000.0,-220067758136000.0,2.0,9617505724.75,0.25,0.249546279492,1.83230531396e-13,112,0.00779840846903,0.125001398296
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223619041791000.0,123537.078945,-223619041791000.0,-223619041703000.0,-223619041878000.0,-223619041869000.0,-223619041712000.0,2.0,15261409874.3,0.249963898917,0.249546279492,1.83230531396e-13,93,0.0155946083013,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224028972611000.0,881681.590161,-224028972611000.0,-224028971988000.0,-224028973235000.0,-224028973172000.0,-224028972050000.0,2.0,777362426428.0,0.25,0.125226860254,1.83230531396e-13,99,0.00782678820604,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224601512650000.0,516839.703845,-224601512650000.0,-224601512284000.0,-224601513015000.0,-224601512979000.0,-224601512321000.0,2.0,267123279470.0,0.125018050542,0.250453720508,1.83230531396e-13,81,0.00782791842816,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224942485885000.0,2230427.91427,-224942485885000.0,-224942484308000.0,-224942487462000.0,-224942487304000.0,-224942484465000.0,2.0,4974808680740.0,0.25,0.249546279492,1.83230531396e-13,87,0.0155968605555,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228493802410000.0,393330.179967,-228493802410000.0,-228493802132000.0,-228493802689000.0,-228493802661000.0,-228493802160000.0,2.0,154708630473.0,0.249963898917,0.249546279492,1.83230531396e-13,68,0.0155946083013,0.250003495741
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228903724679000.0,5914900.18556,-228903724679000.0,-228903720496000.0,-228903728861000.0,-228903728443000.0,-228903720915000.0,2.0,34986044205100.0,0.25,0.125226860254,1.83230531396e-13,74,0.00782678820604,0.250003495741
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229476269396000.0,1066852.57103,-229476269396000.0,-229476268642000.0,-229476270151000.0,-229476270075000.0,-229476268718000.0,2.0,1138174408310.0,0.125018050542,0.250453720508,1.83230531396e-13,56,0.00782791842816,0.250003495741
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229817237630000.0,1614597.06175,-229817237630000.0,-229817236488000.0,-229817238772000.0,-229817238658000.0,-229817236603000.0,2.0,2606923671820.0,0.25,0.249546279492,1.83230531396e-13,62,0.0155968605555,0.250003495741
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233368529376000.0,1973573.56361,-233368529376000.0,-233368527981000.0,-233368530772000.0,-233368530632000.0,-233368528120000.0,2.0,3894992610990.0,0.249963898917,0.249546279492,1.83230531396e-13,43,0.0155941721897,0.249996504259
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233778460645000.0,2152418.41366,-233778460645000.0,-233778459123000.0,-233778462167000.0,-233778462015000.0,-233778459275000.0,2.0,4632905027460.0,0.25,0.125226860254,1.83230531396e-13,49,0.00782656932572,0.249996504259
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234350997241000.0,2622159.90032,-234350997241000.0,-234350995387000.0,-234350999095000.0,-234350998910000.0,-234350995573000.0,2.0,6875722542870.0,0.125018050542,0.250453720508,1.83230531396e-13,31,0.00782769951624,0.249996504259
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234691971147000.0,1391978.41286,-234691971147000.0,-234691970162000.0,-234691972131000.0,-234691972033000.0,-234691970261000.0,2.0,1937603901870.0,0.25,0.249546279492,1.83230531396e-13,37,0.015596424381,0.249996504259
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238243011157000.0,1409849.38771,-238243011157000.0,-238243010160000.0,-238243012154000.0,-238243012054000.0,-238243010260000.0,2.0,1987675296020.0,0.249963898917,0.249546279492,1.83230531396e-13,18,0.00779688984465,0.124995105963
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238652946890000.0,2834087.29356,-238652946890000.0,-238652944886000.0,-238652948894000.0,-238652948693000.0,-238652945086000.0,2.0,8032050787510.0,0.25,0.125226860254,1.83230531396e-13,24,0.00391318616671,0.124995105963
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239225483391000.0,858945.035651,-239225483391000.0,-239225482784000.0,-239225483998000.0,-239225483938000.0,-239225482844000.0,2.0,737786574269.0,0.125018050542,0.250453720508,1.83230531396e-13,6,0.00391375124775,0.124995105963
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239566457328000.0,5907917.92594,-239566457328000.0,-239566453151000.0,-239566461506000.0,-239566461088000.0,-239566453568000.0,2.0,34903494219600.0,0.25,0.249546279492,1.83230531396e-13,12,0.00779801591193,0.124995105963
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457540970044000.0,2649449.86895,-457540970044000.0,-457540968170000.0,-457540971917000.0,-457540971730000.0,-457540968357000.0,2.0,7019584608090.0,0.25,0.249546279492,1.83230531396e-13,117,0.00779840846903,0.125001398296
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457950905382000.0,2665562.75537,-457950905382000.0,-457950903497000.0,-457950907267000.0,-457950907078000.0,-457950903685000.0,2.0,7105224802810.0,0.249963898917,0.125226860254,1.83230531396e-13,123,0.00391281804952,0.125001398296
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458933379074000.0,686894.399011,-458933379074000.0,-458933378589000.0,-458933379560000.0,-458933379512000.0,-458933378637000.0,2.0,471823915393.0,0.125018050542,0.249546279492,1.83230531396e-13,111,0.0038997672965,0.125001398296
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462415701531000.0,1690977.98496,-462415701531000.0,-462415700335000.0,-462415702727000.0,-462415702607000.0,-462415700455000.0,2.0,2859406545610.0,0.25,0.249546279492,1.83230531396e-13,92,0.0155968605555,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462825632364000.0,5784702.60268,-462825632364000.0,-462825628274000.0,-462825636455000.0,-462825636046000.0,-462825628683000.0,2.0,33462784201400.0,0.249963898917,0.125226860254,1.83230531396e-13,98,0.00782565798392,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463808107300000.0,279348.146568,-463808107300000.0,-463808107103000.0,-463808107498000.0,-463808107478000.0,-463808107123000.0,2.0,78035386990.9,0.125018050542,0.249546279492,1.83230531396e-13,86,0.00779955640487,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467290457450000.0,594515.847797,-467290457450000.0,-467290457029000.0,-467290457870000.0,-467290457828000.0,-467290457071000.0,2.0,353449093282.0,0.25,0.249546279492,1.83230531396e-13,67,0.0155968605555,0.250003495741
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467700388373000.0,3513608.3808,-467700388373000.0,-467700385888000.0,-467700390857000.0,-467700390609000.0,-467700386137000.0,2.0,12345443853700.0,0.249963898917,0.125226860254,1.83230531396e-13,73,0.00782565798392,0.250003495741
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468682862903000.0,226864.427365,-468682862903000.0,-468682862743000.0,-468682863063000.0,-468682863047000.0,-468682862759000.0,2.0,51467468403.8,0.125018050542,0.249546279492,1.83230531396e-13,61,0.00779955640487,0.250003495741
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472165185322000.0,629779.837499,-472165185322000.0,-472165184877000.0,-472165185768000.0,-472165185723000.0,-472165184922000.0,2.0,396622643720.0,0.25,0.249546279492,1.83230531396e-13,42,0.015596424381,0.249996504259
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-472575114529000.0,357178.903837,-472575114529000.0,-472575114277000.0,-472575114782000.0,-472575114757000.0,-472575114302000.0,2.0,127576769346.0,0.249963898917,0.125226860254,1.83230531396e-13,48,0.0078254391352,0.249996504259
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-473557594816000.0,2197008.08115,-473557594816000.0,-473557593263000.0,-473557596370000.0,-473557596215000.0,-473557593418000.0,2.0,4826844508620.0,0.125018050542,0.249546279492,1.83230531396e-13,36,0.0077993382861,0.249996504259
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477039669201000.0,1637782.03245,-477039669201000.0,-477039668043000.0,-477039670360000.0,-477039670244000.0,-477039668159000.0,2.0,2682329985810.0,0.25,0.249546279492,1.83230531396e-13,17,0.00779801591193,0.124995105963
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477449602780000.0,4460836.95762,-477449602780000.0,-477449599626000.0,-477449605935000.0,-477449605619000.0,-477449599942000.0,2.0,19899066362500.0,0.249963898917,0.125226860254,1.83230531396e-13,23,0.00391262108568,0.124995105963
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-478432073197000.0,2351223.73909,-478432073197000.0,-478432071534000.0,-478432074859000.0,-478432074693000.0,-478432071700000.0,2.0,5528253071280.0,0.125018050542,0.249546279492,1.83230531396e-13,11,0.00389957098961,0.124995105963
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696406590648000.0,5448542.71308,-696406590648000.0,-696406586795000.0,-696406594501000.0,-696406594115000.0,-696406587180000.0,2.0,29686617696200.0,0.125018050542,0.249546279492,1.83230531396e-13,116,0.0038997672965,0.125001398296
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-696747558141000.0,2546063.91906,-696747558141000.0,-696747556341000.0,-696747559941000.0,-696747559761000.0,-696747556521000.0,2.0,6482441479930.0,0.25,0.125226860254,1.83230531396e-13,122,0.003913383159,0.125001398296
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701281316929000.0,2724461.39149,-701281316929000.0,-701281315003000.0,-701281318856000.0,-701281318663000.0,-701281315196000.0,2.0,7422689873690.0,0.125018050542,0.249546279492,1.83230531396e-13,91,0.00779955640487,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-701622285788000.0,4396900.98118,-701622285788000.0,-701622282679000.0,-701622288897000.0,-701622288586000.0,-701622282990000.0,2.0,19332738238300.0,0.25,0.125226860254,1.83230531396e-13,97,0.00782678820604,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706156080072000.0,6488304.96266,-706156080072000.0,-706156075484000.0,-706156084660000.0,-706156084201000.0,-706156075943000.0,2.0,42098101288400.0,0.125018050542,0.249546279492,1.83230531396e-13,66,0.00779955640487,0.250003495741
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-706497044881000.0,16577727.1897,-706497044881000.0,-706497033159000.0,-706497056603000.0,-706497055431000.0,-706497034331000.0,2.0,274821038776000.0,0.25,0.125226860254,1.83230531396e-13,72,0.00782678820604,0.250003495741
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711030805248000.0,2396070.57248,-711030805248000.0,-711030803553000.0,-711030806942000.0,-711030806772000.0,-711030803723000.0,2.0,5741154188290.0,0.125018050542,0.249546279492,1.83230531396e-13,41,0.0077993382861,0.249996504259
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-711371764968000.0,1936483.51484,-711371764968000.0,-711371763599000.0,-711371766338000.0,-711371766201000.0,-711371763736000.0,2.0,3749968403250.0,0.25,0.125226860254,1.83230531396e-13,47,0.00782656932572,0.249996504259
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-715905292037000.0,6427641.82996,-715905292037000.0,-715905287492000.0,-715905296582000.0,-715905296127000.0,-715905287946000.0,2.0,41314579494200.0,0.125018050542,0.249546279492,1.83230531396e-13,16,0.00389957098961,0.124995105963
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716246259862000.0,1883339.93243,-716246259862000.0,-716246258530000.0,-716246261193000.0,-716246261060000.0,-716246258663000.0,2.0,3546969301080.0,0.25,0.125226860254,1.83230531396e-13,22,0.00391318616671,0.124995105963
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-935613175141000.0,14498862.7747,-935613175141000.0,-935613164889000.0,-935613185394000.0,-935613184368000.0,-935613165914000.0,2.0,210217021760000.0,0.125018050542,0.125226860254,1.83230531396e-13,121,0.00195697413424,0.125001398296
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-940487906443000.0,5942567.10839,-940487906443000.0,-940487902241000.0,-940487910645000.0,-940487910225000.0,-940487902661000.0,2.0,35314103837700.0,0.125018050542,0.125226860254,1.83230531396e-13,96,0.00391395921408,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-945362659657000.0,1786804.12367,-945362659657000.0,-945362658393000.0,-945362660920000.0,-945362660794000.0,-945362658520000.0,2.0,3192668976370.0,0.125018050542,0.125226860254,1.83230531396e-13,71,0.00391395921408,0.250003495741
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-950237387555000.0,11148662.1749,-950237387555000.0,-950237379671000.0,-950237395438000.0,-950237394650000.0,-950237380460000.0,2.0,124292668289000.0,0.125018050542,0.125226860254,1.83230531396e-13,46,0.00391384975812,0.249996504259
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955111879409000.0,3555051.29053,-955111879409000.0,-955111876895000.0,-955111881922000.0,-955111881671000.0,-955111877146000.0,2.0,12638389678300.0,0.125018050542,0.125226860254,1.83230531396e-13,21,0.00195687562387,0.124995105963
