smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity,PointProbability
720.0,-705.0,-3870.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1102301929.62,1603084.10798,-1101594134.7,-1101322974.88,-1104696474.18,-1104244325.24,-1101350446.88,4.0,2569878657270.0,0.00195657498961,0.125002976198,121,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145532932240.0,214.248229595,-145532932222.0,-145532931997.0,-145532932518.0,-145532932476.0,-145532932028.0,4.0,45902.3038847,0.00195636794902,0.12498974865,1,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145576509698.0,223.152136492,-145576509732.0,-145576509415.0,-145576509915.0,-145576509903.0,-145576509447.0,4.0,49796.876021,0.00391294293863,0.249992724848,6,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145620091465.0,468.853867541,-145620091585.0,-145620090807.0,-145620091882.0,-145620091854.0,-145620090908.0,4.0,219823.949108,0.00391317068328,0.250007275152,11,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145663674274.0,428.621774356,-145663674327.0,-145663673801.0,-145663674641.0,-145663674640.0,-145663673834.0,4.0,183716.625452,0.00391317068328,0.250007275152,16,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-145707256128.0,105.709820014,-145707256142.0,-145707256009.0,-145707256219.0,-145707256219.0,-145707256018.0,4.0,11174.5660475,0.00195657498961,0.125002976198,21,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515377776044.0,367251.580607,-515377727188.0,-515377416966.0,-515378232833.0,-515378183451.0,-515377437035.0,4.0,134873723459.0,0.00779824473773,0.12498974865,27,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515421347886.0,730757.667745,-515421359616.0,-515420675296.0,-515421997014.0,-515421991903.0,-515420687446.0,4.0,534006768967.0,0.0155973147564,0.249992724848,32,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515464899516.0,444487.067368,-515464769412.0,-515464532365.0,-515465526878.0,-515465431772.0,-515464549407.0,4.0,197568753058.0,0.0155982225654,0.250007275152,37,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515508174440.0,359567.056575,-515508137610.0,-515507835907.0,-515508586633.0,-515508552928.0,-515507847514.0,4.0,129288468174.0,0.0155982225654,0.250007275152,42,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-515551762378.0,806656.81571,-515552018732.0,-515550636367.0,-515552375680.0,-515552366712.0,-515550799148.0,4.0,650695218331.0,0.00779907001867,0.125002976198,47,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214722289960000.0,898630.23706,-214722289740000.0,-214722289199000.0,-214722291163000.0,-214722291008000.0,-214722289222000.0,4.0,807536302958.0,0.00779824473773,0.12498974865,28,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214722332901000.0,1562160.327,-214722332943000.0,-214722331367000.0,-214722334352000.0,-214722334320000.0,-214722331424000.0,4.0,2440344887250.0,0.0155973147564,0.249992724848,33,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214722377421000.0,1015107.13781,-214722377427000.0,-214722376495000.0,-214722378334000.0,-214722378323000.0,-214722376509000.0,4.0,1030442501240.0,0.0155982225654,0.250007275152,38,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214722419063000.0,851182.8318,-214722419124000.0,-214722418077000.0,-214722419928000.0,-214722419878000.0,-214722418163000.0,4.0,724512213151.0,0.0155982225654,0.250007275152,43,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214722462573000.0,1185082.75495,-214722462136000.0,-214722461696000.0,-214722464322000.0,-214722464000000.0,-214722461756000.0,4.0,1404421136080.0,0.00779907001867,0.125002976198,48,0.249546279492,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215029909069000.0,1087980.13802,-215029909242000.0,-215029907687000.0,-215029910104000.0,-215029910050000.0,-215029907844000.0,4.0,1183700780720.0,0.00782660199132,0.12498974865,54,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215029952138000.0,1627593.17672,-215029951537000.0,-215029950951000.0,-215029954528000.0,-215029954113000.0,-215029951005000.0,4.0,2649059548910.0,0.0156540322646,0.249992724848,59,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215029995157000.0,2035435.83284,-215029994985000.0,-215029993012000.0,-215029997647000.0,-215029997381000.0,-215029993175000.0,4.0,4142999029610.0,0.0156549433748,0.250007275152,64,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215030039054000.0,1716533.9379,-215030038311000.0,-215030037975000.0,-215030041618000.0,-215030041122000.0,-215030038025000.0,4.0,2946488759970.0,0.0156549433748,0.250007275152,69,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215030082814000.0,916958.155405,-215030082660000.0,-215030081871000.0,-215030084063000.0,-215030083870000.0,-215030081973000.0,4.0,840812258764.0,0.00782743027329,0.125002976198,74,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399738513000.0,2635231.19604,-215399738408000.0,-215399735752000.0,-215399741483000.0,-215399741243000.0,-215399735929000.0,4.0,6944443456560.0,0.00391273589804,0.12498974865,80,0.125226860254,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399781757000.0,2479005.47767,-215399782545000.0,-215399778309000.0,-215399783627000.0,-215399783607000.0,-215399778802000.0,4.0,6145468158310.0,0.00782588587727,0.249992724848,85,0.125226860254,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399826052000.0,2653218.03375,-215399826219000.0,-215399823081000.0,-215399828687000.0,-215399828561000.0,-215399823308000.0,4.0,7039565934630.0,0.00782634136657,0.250007275152,90,0.125226860254,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399870814000.0,2060969.93433,-215399871024000.0,-215399868098000.0,-215399873108000.0,-215399872809000.0,-215399868524000.0,4.0,4247597070190.0,0.00782634136657,0.250007275152,95,0.125226860254,0.249981948155,3.46688419418e-13
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215399914191000.0,1376562.34347,-215399914700000.0,-215399912159000.0,-215399915206000.0,-215399915140000.0,-215399912530000.0,4.0,1894923885460.0,0.00391314997922,0.125002976198,100,0.125226860254,0.249981948155,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215916000136000.0,530812.732387,-215916000202000.0,-215915999514000.0,-215916000627000.0,-215916000612000.0,-215915999569000.0,4.0,281762156864.0,0.0038985593187,0.12498974865,2,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215916043588000.0,562366.771283,-215916043583000.0,-215916042993000.0,-215916044194000.0,-215916044153000.0,-215916043031000.0,4.0,316256385443.0,0.00779753121829,0.249992724848,7,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215916087365000.0,412380.481215,-215916087378000.0,-215916086964000.0,-215916087738000.0,-215916087733000.0,-215916086978000.0,4.0,170057661287.0,0.00779798505727,0.250007275152,12,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215916131147000.0,335186.836264,-215916131035000.0,-215916130903000.0,-215916131615000.0,-215916131548000.0,-215916130904000.0,4.0,112350215205.0,0.00779798505727,0.250007275152,17,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215916174560000.0,510487.203381,-215916174498000.0,-215916174083000.0,-215916175162000.0,-215916175107000.0,-215916174099000.0,4.0,260597184816.0,0.00389897189959,0.125002976198,22,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430122911404000.0,1426328.8604,-430122911266000.0,-430122909857000.0,-430122913226000.0,-430122912995000.0,-430122910005000.0,4.0,2034414018000.0,0.0038985593187,0.12498974865,3,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430122955429000.0,589441.102486,-430122955274000.0,-430122954897000.0,-430122956270000.0,-430122956127000.0,-430122954947000.0,4.0,347440813300.0,0.00779753121829,0.249992724848,8,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430122998473000.0,1181356.35708,-430122998916000.0,-430122996765000.0,-430122999294000.0,-430122999285000.0,-430122997040000.0,4.0,1395602842420.0,0.00779798505727,0.250007275152,13,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430123042464000.0,1298326.69753,-430123042806000.0,-430123040613000.0,-430123043631000.0,-430123043528000.0,-430123040922000.0,4.0,1685652213510.0,0.00779798505727,0.250007275152,18,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430123086468000.0,1579551.71051,-430123085884000.0,-430123085330000.0,-430123088773000.0,-430123088386000.0,-430123085366000.0,4.0,2494983606190.0,0.00389897189959,0.125002976198,23,0.249546279492,0.124990974078,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492751866000.0,527341.567319,-430492751790000.0,-430492751412000.0,-430492752471000.0,-430492752422000.0,-430492751415000.0,4.0,278089128623.0,0.00782660199132,0.12498974865,29,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492796142000.0,1611576.39216,-430492796119000.0,-430492794611000.0,-430492797720000.0,-430492797662000.0,-430492794655000.0,4.0,2597178467770.0,0.0156540322646,0.249992724848,34,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492839063000.0,958448.157657,-430492839075000.0,-430492837928000.0,-430492840172000.0,-430492840059000.0,-430492838049000.0,4.0,918622870916.0,0.0156549433748,0.250007275152,39,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492882954000.0,1064049.84137,-430492883228000.0,-430492881442000.0,-430492883916000.0,-430492883833000.0,-430492881690000.0,4.0,1132202064920.0,0.0156549433748,0.250007275152,44,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430492926483000.0,1200187.67863,-430492926867000.0,-430492924735000.0,-430492927462000.0,-430492927385000.0,-430492925043000.0,4.0,1440450463930.0,0.00782743027329,0.125002976198,49,0.250453720508,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800368873000.0,744236.163794,-430800369189000.0,-430800367762000.0,-430800369350000.0,-430800369327000.0,-430800367976000.0,4.0,553887467499.0,0.00391330099566,0.12498974865,55,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800413158000.0,1470881.68862,-430800413609000.0,-430800411026000.0,-430800414388000.0,-430800414288000.0,-430800411396000.0,4.0,2163492941920.0,0.0078270161323,0.249992724848,60,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800456766000.0,1216001.86088,-430800456590000.0,-430800455512000.0,-430800458370000.0,-430800458154000.0,-430800455623000.0,4.0,1478660525650.0,0.00782747168739,0.250007275152,65,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800496957000.0,1102654.63949,-430800497099000.0,-430800495480000.0,-430800498149000.0,-430800497997000.0,-430800495717000.0,4.0,1215847254000.0,0.00782747168739,0.250007275152,70,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430800541664000.0,2186169.67824,-430800542589000.0,-430800538404000.0,-430800543074000.0,-430800543012000.0,-430800539021000.0,4.0,4779337862080.0,0.00391371513664,0.125002976198,75,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645893375473000.0,1496629.42579,-645893375045000.0,-645893374195000.0,-645893377608000.0,-645893377266000.0,-645893374279000.0,4.0,2239899638150.0,0.00391273589804,0.12498974865,4,0.250453720508,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645893417572000.0,1267847.96118,-645893417394000.0,-645893416279000.0,-645893419224000.0,-645893419013000.0,-645893416382000.0,4.0,1607438452660.0,0.00782588587727,0.249992724848,9,0.250453720508,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645893462062000.0,2399414.82607,-645893462812000.0,-645893458572000.0,-645893464054000.0,-645893463868000.0,-645893459207000.0,4.0,5757191507550.0,0.00782634136657,0.250007275152,14,0.250453720508,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645893505371000.0,906714.802039,-645893505485000.0,-645893504337000.0,-645893506178000.0,-645893506164000.0,-645893504419000.0,4.0,822131732237.0,0.00782634136657,0.250007275152,19,0.250453720508,0.124990974078,3.46688419418e-13
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645893549693000.0,1205057.95032,-645893549846000.0,-645893548180000.0,-645893550899000.0,-645893550821000.0,-645893548350000.0,4.0,1452164663630.0,0.00391314997922,0.125002976198,24,0.250453720508,0.124990974078,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646263211306000.0,1467954.88556,-646263210971000.0,-646263209914000.0,-646263213368000.0,-646263213033000.0,-646263210049000.0,4.0,2154891546030.0,0.00391330099566,0.12498974865,30,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646263255010000.0,2784236.78743,-646263254046000.0,-646263252977000.0,-646263258971000.0,-646263258365000.0,-646263253004000.0,4.0,7751974488460.0,0.0078270161323,0.249992724848,35,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646263297808000.0,3300523.0519,-646263298254000.0,-646263293496000.0,-646263301229000.0,-646263300932000.0,-646263294060000.0,4.0,10893452416100.0,0.00782747168739,0.250007275152,40,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646263341929000.0,1681802.21143,-646263341905000.0,-646263340153000.0,-646263343753000.0,-646263343626000.0,-646263340266000.0,4.0,2828458678390.0,0.00782747168739,0.250007275152,45,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646263385418000.0,1494423.26408,-646263385205000.0,-646263384056000.0,-646263387207000.0,-646263387039000.0,-646263384096000.0,4.0,2233300892240.0,0.00391371513664,0.125002976198,50,0.125226860254,0.250018051845,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663834579000.0,782847.120174,-861663834836000.0,-861663833439000.0,-861663835206000.0,-861663835163000.0,-861663833636000.0,4.0,612849613565.0,0.00195636794902,0.12498974865,5,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663877615000.0,2148683.68296,-861663877953000.0,-861663874897000.0,-861663879657000.0,-861663879554000.0,-861663875203000.0,4.0,4616841569410.0,0.00391294293863,0.249992724848,10,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663922012000.0,2617000.45117,-861663922216000.0,-861663918853000.0,-861663924765000.0,-861663924563000.0,-861663919177000.0,4.0,6848691361410.0,0.00391317068328,0.250007275152,15,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861663965047000.0,1972832.17644,-861663964714000.0,-861663963094000.0,-861663967667000.0,-861663967317000.0,-861663963244000.0,4.0,3892066796400.0,0.00391317068328,0.250007275152,20,0.125226860254,0.124990974078,3.46688419418e-13
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861664009819000.0,2028204.61322,-861664009705000.0,-861664007466000.0,-861664012401000.0,-861664012032000.0,-861664007767000.0,4.0,4113613953100.0,0.00195657498961,0.125002976198,25,0.125226860254,0.124990974078,3.46688419418e-13
