npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity
1193.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-235160176692000.0,2904412.28912,-235160176692000.0,-235160174638000.0,-235160178745000.0,-235160178540000.0,-235160174843000.0,2.0,8435610745210.0,106,1.21200144652e-13,0.00390592721826,0.25,0.125002383522,0.124987287705
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935496443000.0,510613.783316,-240935496443000.0,-240935496082000.0,-240935496804000.0,-240935496768000.0,-240935496118000.0,2.0,260726435712.0,12,1.21200144652e-13,0.00781205308962,0.25,0.124992849434,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935566377000.0,3288192.94782,-240935566377000.0,-240935564052000.0,-240935568702000.0,-240935568470000.0,-240935564285000.0,2.0,10812212862100.0,37,1.21200144652e-13,0.0156247020597,0.25,0.249995232956,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935640740000.0,9181888.21635,-240935640740000.0,-240935634247000.0,-240935647233000.0,-240935646583000.0,-240935634897000.0,2.0,84307071217500.0,62,1.21200144652e-13,0.0156252979403,0.25,0.250004767044,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935709441000.0,9963976.09238,-240935709441000.0,-240935702395000.0,-240935716486000.0,-240935715782000.0,-240935703100000.0,2.0,99280819569400.0,87,1.21200144652e-13,0.0156252979403,0.25,0.250004767044,0.25
1193.0,-600.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-240935778715000.0,7274998.42403,-240935778715000.0,-240935773571000.0,-240935783859000.0,-240935783345000.0,-240935774086000.0,2.0,52925602069600.0,112,1.21200144652e-13,0.00781264897013,0.25,0.125002383522,0.25
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658585604000.0,4665063.20671,-246658585604000.0,-246658582305000.0,-246658588903000.0,-246658588573000.0,-246658582635000.0,2.0,21762814722600.0,18,1.21200144652e-13,0.00781284756262,0.25,0.124992849434,0.250025424591
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658662326000.0,821238.058311,-246658662326000.0,-246658661745000.0,-246658662906000.0,-246658662848000.0,-246658661803000.0,2.0,674431948418.0,43,1.21200144652e-13,0.0156262910664,0.25,0.249995232956,0.250025424591
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658732663000.0,1691951.6268,-246658732663000.0,-246658731467000.0,-246658733860000.0,-246658733740000.0,-246658731587000.0,2.0,2862700307430.0,68,1.21200144652e-13,0.0156268870075,0.25,0.250004767044,0.250025424591
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658791149000.0,15260371.7221,-246658791149000.0,-246658780359000.0,-246658801940000.0,-246658800861000.0,-246658781438000.0,2.0,232878945097000.0,93,1.21200144652e-13,0.0156268870075,0.25,0.250004767044,0.250025424591
1193.0,-400.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-246658865641000.0,2181271.83958,-246658865641000.0,-246658864098000.0,-246658867183000.0,-246658867029000.0,-246658864252000.0,2.0,4757946838120.0,118,1.21200144652e-13,0.00781344350374,0.25,0.125002383522,0.250025424591
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381655222000.0,9625560.99618,-252381655222000.0,-252381648415000.0,-252381662028000.0,-252381661347000.0,-252381649096000.0,2.0,92651424491200.0,24,1.21200144652e-13,0.00390602654481,0.125,0.124992849434,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381734035000.0,7252412.81472,-252381734035000.0,-252381728906000.0,-252381739163000.0,-252381738650000.0,-252381729419000.0,2.0,52597491635100.0,49,1.21200144652e-13,0.00781235102987,0.125,0.249995232956,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381796788000.0,3487631.39898,-252381796788000.0,-252381794322000.0,-252381799254000.0,-252381799008000.0,-252381794569000.0,2.0,12163572775200.0,74,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381865895000.0,8575912.44363,-252381865895000.0,-252381859830000.0,-252381871959000.0,-252381871352000.0,-252381860437000.0,2.0,73546274240700.0,99,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-200.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-252381928846000.0,495410.832841,-252381928846000.0,-252381928496000.0,-252381929197000.0,-252381929162000.0,-252381928531000.0,2.0,245431893296.0,124,1.21200144652e-13,0.00390632448506,0.125,0.125002383522,0.25
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041802962000.0,7116083.06925,-499041802962000.0,-499041797930000.0,-499041807994000.0,-499041807490000.0,-499041798433000.0,2.0,50638638248400.0,11,1.21200144652e-13,0.0039056293083,0.25,0.124992849434,0.124987287705
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041878455000.0,4690502.19075,-499041878455000.0,-499041875138000.0,-499041881772000.0,-499041881440000.0,-499041875470000.0,2.0,22000810801400.0,36,1.21200144652e-13,0.00781155652656,0.25,0.249995232956,0.124987287705
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499041943878000.0,5789196.00111,-499041943878000.0,-499041939785000.0,-499041947972000.0,-499041947562000.0,-499041940194000.0,2.0,33514790339200.0,61,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042012746000.0,2609095.01978,-499042012746000.0,-499042010901000.0,-499042014591000.0,-499042014407000.0,-499042011086000.0,2.0,6807376822270.0,86,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-600.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-499042087960000.0,10031808.9785,-499042087960000.0,-499042080866000.0,-499042095053000.0,-499042094344000.0,-499042081576000.0,2.0,100637191381000.0,111,1.21200144652e-13,0.00390592721826,0.25,0.125002383522,0.124987287705
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817412658000.0,3142898.19321,-504817412658000.0,-504817410436000.0,-504817414881000.0,-504817414658000.0,-504817410658000.0,2.0,9877809052900.0,17,1.21200144652e-13,0.00781205308962,0.25,0.124992849434,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817477385000.0,4055528.47717,-504817477385000.0,-504817474517000.0,-504817480252000.0,-504817479966000.0,-504817474804000.0,2.0,16447311229100.0,42,1.21200144652e-13,0.0156247020597,0.25,0.249995232956,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817546782000.0,6277325.46816,-504817546782000.0,-504817542343000.0,-504817551221000.0,-504817550777000.0,-504817542787000.0,2.0,39404815033200.0,67,1.21200144652e-13,0.0156252979403,0.25,0.250004767044,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817622698000.0,4661980.64098,-504817622698000.0,-504817619402000.0,-504817625995000.0,-504817625665000.0,-504817619732000.0,2.0,21734063496900.0,92,1.21200144652e-13,0.0156252979403,0.25,0.250004767044,0.25
1193.0,-400.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-504817691518000.0,919324.508046,-504817691518000.0,-504817690868000.0,-504817692168000.0,-504817692103000.0,-504817690933000.0,2.0,845157551093.0,117,1.21200144652e-13,0.00781264897013,0.25,0.125002383522,0.25
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540482742000.0,13218871.647,-510540482742000.0,-510540473394000.0,-510540492089000.0,-510540491154000.0,-510540474329000.0,2.0,174738567621000.0,23,1.21200144652e-13,0.00390642378131,0.125,0.124992849434,0.250025424591
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540563611000.0,1840278.67625,-510540563611000.0,-510540562310000.0,-510540564913000.0,-510540564782000.0,-510540562440000.0,2.0,3386625606260.0,48,1.21200144652e-13,0.00781314553318,0.125,0.249995232956,0.250025424591
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540625288000.0,10551986.6904,-510540625288000.0,-510540617827000.0,-510540632750000.0,-510540632004000.0,-510540618573000.0,2.0,111344423114000.0,73,1.21200144652e-13,0.00781344350374,0.125,0.250004767044,0.250025424591
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540699842000.0,4507373.46685,-510540699842000.0,-510540696655000.0,-510540703029000.0,-510540702710000.0,-510540696973000.0,2.0,20316415569700.0,98,1.21200144652e-13,0.00781344350374,0.125,0.250004767044,0.250025424591
1193.0,-200.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-510540770849000.0,9488277.60673,-510540770849000.0,-510540764140000.0,-510540777558000.0,-510540776888000.0,-510540764811000.0,2.0,90027411942400.0,123,1.21200144652e-13,0.00390672175187,0.125,0.125002383522,0.250025424591
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923720222000.0,304553.984249,-762923720222000.0,-762923720007000.0,-762923720438000.0,-762923720416000.0,-762923720029000.0,2.0,92753129322.1,16,1.21200144652e-13,0.0039056293083,0.25,0.124992849434,0.124987287705
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923789450000.0,1639180.11514,-762923789450000.0,-762923788291000.0,-762923790609000.0,-762923790493000.0,-762923788407000.0,2.0,2686911449860.0,41,1.21200144652e-13,0.00781155652656,0.25,0.249995232956,0.124987287705
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923856748000.0,851402.261324,-762923856748000.0,-762923856146000.0,-762923857350000.0,-762923857290000.0,-762923856206000.0,2.0,724885810588.0,66,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923927455000.0,10888572.1257,-762923927455000.0,-762923919756000.0,-762923935155000.0,-762923934385000.0,-762923920526000.0,2.0,118561002936000.0,91,1.21200144652e-13,0.00781185443652,0.25,0.250004767044,0.124987287705
1193.0,-400.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-762923993849000.0,11579607.8723,-762923993849000.0,-762923985661000.0,-762924002037000.0,-762924001219000.0,-762923986480000.0,2.0,134087318477000.0,116,1.21200144652e-13,0.00390592721826,0.25,0.125002383522,0.124987287705
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699305586000.0,529273.668359,-768699305586000.0,-768699305212000.0,-768699305960000.0,-768699305923000.0,-768699305249000.0,2.0,280130616018.0,22,1.21200144652e-13,0.00390602654481,0.125,0.124992849434,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699376759000.0,1624223.65767,-768699376759000.0,-768699375610000.0,-768699377907000.0,-768699377792000.0,-768699375725000.0,2.0,2638102490130.0,47,1.21200144652e-13,0.00781235102987,0.125,0.249995232956,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699450973000.0,3611980.28071,-768699450973000.0,-768699448419000.0,-768699453527000.0,-768699453272000.0,-768699448675000.0,2.0,13046401548200.0,72,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699528090000.0,718636.599196,-768699528090000.0,-768699527582000.0,-768699528598000.0,-768699528548000.0,-768699527633000.0,2.0,516438561703.0,97,1.21200144652e-13,0.00781264897013,0.125,0.250004767044,0.25
1193.0,-200.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-768699594202000.0,10171496.0228,-768699594202000.0,-768699587009000.0,-768699601394000.0,-768699600675000.0,-768699587729000.0,2.0,103459331341000.0,122,1.21200144652e-13,0.00390632448506,0.125,0.125002383522,0.25
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805603870000.0,980996.107598,-1026805603870000.0,-1026805603180000.0,-1026805604560000.0,-1026805604490000.0,-1026805603240000.0,2.0,962353363122.0,21,1.21200144652e-13,0.00195281465415,0.125,0.124992849434,0.124987287705
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805683570000.0,798857.333191,-1026805683570000.0,-1026805683000000.0,-1026805684130000.0,-1026805684070000.0,-1026805683060000.0,2.0,638173038793.0,46,1.21200144652e-13,0.00390577826328,0.125,0.249995232956,0.124987287705
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805754000000.0,4900781.9147,-1026805754000000.0,-1026805750530000.0,-1026805757460000.0,-1026805757110000.0,-1026805750880000.0,2.0,24017663375400.0,71,1.21200144652e-13,0.00390592721826,0.125,0.250004767044,0.124987287705
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805833790000.0,1170569.4027,-1026805833790000.0,-1026805832970000.0,-1026805834620000.0,-1026805834540000.0,-1026805833050000.0,2.0,1370232726540.0,96,1.21200144652e-13,0.00390592721826,0.125,0.250004767044,0.124987287705
1193.0,-200.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1026805896280000.0,963211.311391,-1026805896280000.0,-1026805895600000.0,-1026805896960000.0,-1026805896900000.0,-1026805895670000.0,2.0,927776030391.0,121,1.21200144652e-13,0.00195296360913,0.125,0.125002383522,0.124987287705
