npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-meoh_capacity,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-htse_capacity
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399554669000.0,210847.795859,-110399554669000.0,-110399554520000.0,-110399554818000.0,-110399554803000.0,-110399554535000.0,2.0,44456793018.5,0.125027109087,0.00783474595823,31,0.24999086758,1.0563053673200001e-12,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399584376000.0,113197.078581,-110399584376000.0,-110399584296000.0,-110399584456000.0,-110399584448000.0,-110399584304000.0,2.0,12813578599.2,0.125027109087,0.00783531838067,56,0.25000913242,1.0563053673200001e-12,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399614243000.0,97417.5488169,-110399614243000.0,-110399614174000.0,-110399614312000.0,-110399614305000.0,-110399614181000.0,2.0,9490178817.49,0.125027109087,0.00783531838067,81,0.25000913242,1.0563053673200001e-12,0.250666666667
522.0,-428.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-110399644177000.0,137598.1956,-110399644177000.0,-110399644080000.0,-110399644275000.0,-110399644265000.0,-110399644090000.0,2.0,18933263432.3,0.125027109087,0.00391765919034,106,0.12500456621,1.0563053673200001e-12,0.250666666667
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387507741000.0,325482.698739,-113387507741000.0,-113387507511000.0,-113387507972000.0,-113387507948000.0,-113387507534000.0,2.0,105938987179.0,0.25,0.00779081278539,12,0.12498630137,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387537612000.0,282336.424019,-113387537612000.0,-113387537413000.0,-113387537812000.0,-113387537792000.0,-113387537433000.0,2.0,79713856328.0,0.25,0.0155827640791,37,0.24999086758,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387567257000.0,551791.37332,-113387567257000.0,-113387566867000.0,-113387567647000.0,-113387567608000.0,-113387566906000.0,2.0,304473719671.0,0.25,0.0155839025875,62,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387596984000.0,553860.76551,-113387596984000.0,-113387596592000.0,-113387597376000.0,-113387597337000.0,-113387596632000.0,2.0,306761747571.0,0.25,0.0155839025875,87,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-113387626353000.0,520526.845864,-113387626353000.0,-113387625985000.0,-113387626721000.0,-113387626684000.0,-113387626022000.0,2.0,270948197265.0,0.25,0.00779195129376,112,0.12500456621,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093102012000.0,317715.462204,-115093102012000.0,-115093101787000.0,-115093102236000.0,-115093102214000.0,-115093101809000.0,2.0,100943114924.0,0.25,0.00779081278539,18,0.12498630137,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093131572000.0,1039964.08437,-115093131572000.0,-115093130837000.0,-115093132308000.0,-115093132234000.0,-115093130911000.0,2.0,1081525296780.0,0.25,0.0155827640791,43,0.24999086758,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093161499000.0,988621.425592,-115093161499000.0,-115093160800000.0,-115093162198000.0,-115093162128000.0,-115093160870000.0,2.0,977372323140.0,0.25,0.0155839025875,68,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093191458000.0,525298.037821,-115093191458000.0,-115093191086000.0,-115093191829000.0,-115093191792000.0,-115093191123000.0,2.0,275938028539.0,0.25,0.0155839025875,93,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-115093220356000.0,78015.2016537,-115093220356000.0,-115093220301000.0,-115093220411000.0,-115093220406000.0,-115093220307000.0,2.0,6086371689.07,0.25,0.00779195129376,118,0.12500456621,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081071094000.0,2746139.06464,-118081071094000.0,-118081069152000.0,-118081073036000.0,-118081072842000.0,-118081069347000.0,2.0,7541279762340.0,0.25,0.00391623744292,24,0.12498630137,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081099600000.0,1923336.06854,-118081099600000.0,-118081098240000.0,-118081100960000.0,-118081100824000.0,-118081098376000.0,2.0,3699221632530.0,0.25,0.00783304718417,49,0.24999086758,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081129055000.0,673731.573134,-118081129055000.0,-118081128579000.0,-118081129531000.0,-118081129484000.0,-118081128626000.0,2.0,453914232638.0,0.25,0.0078336194825,74,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081160208000.0,2795739.72167,-118081160208000.0,-118081158231000.0,-118081162185000.0,-118081161987000.0,-118081158429000.0,2.0,7816160591320.0,0.25,0.0078336194825,99,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-5916.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-118081189923000.0,949631.778648,-118081189923000.0,-118081189252000.0,-118081190595000.0,-118081190528000.0,-118081189319000.0,2.0,901800515019.0,0.25,0.00391680974125,124,0.12500456621,1.0563053673200001e-12,0.125333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939147958000.0,1024336.49418,-235939147958000.0,-235939147234000.0,-235939148682000.0,-235939148610000.0,-235939147306000.0,2.0,1049265253300.0,0.125027109087,0.00389625119998,11,0.12498630137,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939178200000.0,435402.016982,-235939178200000.0,-235939177892000.0,-235939178508000.0,-235939178477000.0,-235939177923000.0,2.0,189574916392.0,0.125027109087,0.0077930717776,36,0.24999086758,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939207013000.0,642516.134356,-235939207013000.0,-235939206559000.0,-235939207468000.0,-235939207422000.0,-235939206605000.0,2.0,412826982908.0,0.125027109087,0.00779364115524,61,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939237305000.0,76755.8886706,-235939237305000.0,-235939237251000.0,-235939237360000.0,-235939237354000.0,-235939237257000.0,2.0,5891466445.62,0.125027109087,0.00779364115524,86,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-334.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-235939266634000.0,5378.82870196,-235939266634000.0,-235939266630000.0,-235939266638000.0,-235939266638000.0,-235939266631000.0,2.0,28931798.2051,0.125027109087,0.00389682057762,111,0.12500456621,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591601857000.0,647907.646786,-237591601857000.0,-237591601399000.0,-237591602315000.0,-237591602269000.0,-237591601445000.0,2.0,419784318764.0,0.25,0.00779081278539,17,0.12498630137,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591632129000.0,1213925.10256,-237591632129000.0,-237591631271000.0,-237591632987000.0,-237591632901000.0,-237591631356000.0,2.0,1473614154630.0,0.25,0.0155827640791,42,0.24999086758,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591660705000.0,916836.177185,-237591660705000.0,-237591660057000.0,-237591661353000.0,-237591661288000.0,-237591660122000.0,2.0,840588575796.0,0.25,0.0155839025875,67,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591690919000.0,1015198.50905,-237591690919000.0,-237591690201000.0,-237591691637000.0,-237591691565000.0,-237591690273000.0,2.0,1030628012780.0,0.25,0.0155839025875,92,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-237591720703000.0,100853.557443,-237591720703000.0,-237591720631000.0,-237591720774000.0,-237591720767000.0,-237591720638000.0,2.0,10171440049.0,0.25,0.00779195129376,117,0.12500456621,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632721384000.0,643633.871303,-240632721384000.0,-240632720929000.0,-240632721839000.0,-240632721794000.0,-240632720974000.0,2.0,414264560289.0,0.25,0.00391623744292,23,0.12498630137,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632750534000.0,523589.723081,-240632750534000.0,-240632750164000.0,-240632750905000.0,-240632750868000.0,-240632750201000.0,2.0,274146198116.0,0.25,0.00783304718417,48,0.24999086758,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632781838000.0,1028915.07688,-240632781838000.0,-240632781111000.0,-240632782566000.0,-240632782493000.0,-240632781184000.0,2.0,1058666235430.0,0.25,0.0078336194825,73,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632811416000.0,929063.644422,-240632811416000.0,-240632810759000.0,-240632812073000.0,-240632812007000.0,-240632810825000.0,2.0,863159255388.0,0.25,0.0078336194825,98,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-8222.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-240632839679000.0,1826204.90901,-240632839679000.0,-240632838388000.0,-240632840971000.0,-240632840842000.0,-240632838517000.0,2.0,3335024369710.0,0.25,0.00391680974125,123,0.12500456621,1.0563053673200001e-12,0.125333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143241654000.0,519896.150809,-360143241654000.0,-360143241287000.0,-360143242022000.0,-360143241985000.0,-360143241323000.0,2.0,270292007626.0,0.125027109087,0.00389625119998,16,0.12498630137,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143270588000.0,142609.958542,-360143270588000.0,-360143270487000.0,-360143270689000.0,-360143270679000.0,-360143270497000.0,2.0,20337600275.4,0.125027109087,0.0077930717776,41,0.24999086758,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143300761000.0,59175.3800321,-360143300761000.0,-360143300719000.0,-360143300803000.0,-360143300799000.0,-360143300723000.0,2.0,3501725601.95,0.125027109087,0.00779364115524,66,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143330538000.0,1238908.57726,-360143330538000.0,-360143329662000.0,-360143331414000.0,-360143331326000.0,-360143329749000.0,2.0,1534894462810.0,0.125027109087,0.00779364115524,91,0.25000913242,1.0563053673200001e-12,0.249333333333
522.0,-241.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-360143360693000.0,416004.13343,-360143360693000.0,-360143360399000.0,-360143360987000.0,-360143360958000.0,-360143360428000.0,2.0,173059439031.0,0.125027109087,0.00389682057762,116,0.12500456621,1.0563053673200001e-12,0.249333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131219526000.0,1747743.76605,-363131219526000.0,-363131218290000.0,-363131220762000.0,-363131220639000.0,-363131218414000.0,2.0,3054608271760.0,0.25,0.00391623744292,22,0.12498630137,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131250021000.0,1260676.59435,-363131250021000.0,-363131249129000.0,-363131250912000.0,-363131250823000.0,-363131249218000.0,2.0,1589305475550.0,0.25,0.00783304718417,47,0.24999086758,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131279577000.0,358791.151492,-363131279577000.0,-363131279323000.0,-363131279831000.0,-363131279806000.0,-363131279349000.0,2.0,128731090389.0,0.25,0.0078336194825,72,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131310336000.0,197506.900607,-363131310336000.0,-363131310197000.0,-363131310476000.0,-363131310462000.0,-363131310211000.0,2.0,39008975787.2,0.25,0.0078336194825,97,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-10527.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-363131339898000.0,436902.320795,-363131339898000.0,-363131339589000.0,-363131340207000.0,-363131340176000.0,-363131339620000.0,2.0,190883637916.0,0.25,0.00391680974125,122,0.12500456621,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682861198000.0,1208529.36959,-485682861198000.0,-485682860344000.0,-485682862053000.0,-485682861968000.0,-485682860429000.0,2.0,1460543237160.0,0.125027109087,0.00195854338395,21,0.12498630137,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,68440.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682891363000.0,3225303.44522,-485682891363000.0,-485682889083000.0,-485682893644000.0,-485682893416000.0,-485682889311000.0,2.0,10402582313800.0,0.125027109087,0.00391737297911,46,0.24999086758,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,136880.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682918692000.0,1197625.03172,-485682918692000.0,-485682917845000.0,-485682919538000.0,-485682919454000.0,-485682917929000.0,2.0,1434305716610.0,0.125027109087,0.00391765919034,71,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,205320.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682950156000.0,1849385.81384,-485682950156000.0,-485682948849000.0,-485682951464000.0,-485682951333000.0,-485682948979000.0,2.0,3420227888450.0,0.125027109087,0.00391765919034,96,0.25000913242,1.0563053673200001e-12,0.125333333333
522.0,-147.0,-12833.0,-1e+200,-1e+200,-1e+200,-1e+200,273760.0,1e+200,-1e+200,ref,prairie_island,minnesota,covid,-485682979131000.0,1302487.72994,-485682979131000.0,-485682978210000.0,-485682980052000.0,-485682979960000.0,-485682978302000.0,2.0,1696474286630.0,0.125027109087,0.00195882959517,121,0.12500456621,1.0563053673200001e-12,0.125333333333
