npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight,ProbabilityWeight-htse_capacity
1280.0,-1000.0,-4833.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1405797628.53,8388069.36686,-1405797628.53,-1399866367.8,-1411728889.26,-1411135763.19,-1400459493.87,2.0,70359707703200.0,105,0.12500020782,0.125012930589,8.95747037061e-15,0.00195333028798,0.125
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-71285127860500.0,7629095.49135,-71285127860500.0,-71285122465900.0,-71285133255100.0,-71285132715600.0,-71285123005400.0,2.0,58203098016100.0,106,0.12500020782,0.125012930589,8.95747037061e-15,0.00390666057596,0.25
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-82597320066100.0,20993105.987,-82597320066100.0,-82597305221800.0,-82597334910500.0,-82597333426000.0,-82597306706200.0,2.0,440710498981000.0,112,0.12500020782,0.25,8.95747037061e-15,0.00781251298878,0.25
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-93968560601600.0,31108816.8863,-93968560601600.0,-93968538604400.0,-93968582598900.0,-93968580399200.0,-93968540804100.0,2.0,967758488066000.0,118,0.12500020782,0.249974138823,8.95747037061e-15,0.00781170482565,0.25
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-105339629336000.0,130378334.28,-105339629336000.0,-105339537144000.0,-105339721527000.0,-105339712308000.0,-105339546363000.0,2.0,1.69985100496e+16,124,0.12500020782,0.25,8.95747037061e-15,0.00390625649439,0.125
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-113308193969000.0,36976512.0926,-113308193969000.0,-113308167823000.0,-113308220115000.0,-113308217501000.0,-113308170437000.0,2.0,1367262446540000.0,81,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-124620470889000.0,47237039.4109,-124620470889000.0,-124620437487000.0,-124620504291000.0,-124620500951000.0,-124620440828000.0,2.0,2231337892310000.0,87,0.250000346367,0.25,8.95747037061e-15,0.015625021648,0.25
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-135991556528000.0,43746353.388,-135991556528000.0,-135991525595000.0,-135991587462000.0,-135991584368000.0,-135991528688000.0,2.0,1913743434740000.0,93,0.250000346367,0.249974138823,8.95747037061e-15,0.0156234053222,0.25
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-147362701378000.0,53992348.4024,-147362701378000.0,-147362663200000.0,-147362739556000.0,-147362735739000.0,-147362667018000.0,2.0,2915173686000000.0,99,0.250000346367,0.25,8.95747037061e-15,0.00781251082398,0.125
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-155331280557000.0,44964703.4211,-155331280557000.0,-155331248762000.0,-155331312352000.0,-155331309172000.0,-155331251942000.0,2.0,2021824553750000.0,56,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-166643474546000.0,27856730.8437,-166643474546000.0,-166643454849000.0,-166643494244000.0,-166643492274000.0,-166643456818000.0,2.0,775997453297000.0,62,0.250000346367,0.25,8.95747037061e-15,0.015625021648,0.25
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-178014557128000.0,47529118.2638,-178014557128000.0,-178014523520000.0,-178014590737000.0,-178014587376000.0,-178014526881000.0,2.0,2259017082930000.0,68,0.250000346367,0.249974138823,8.95747037061e-15,0.0156234053222,0.25
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-189385810333000.0,14951624.1748,-189385810333000.0,-189385799761000.0,-189385820905000.0,-189385819848000.0,-189385800818000.0,2.0,223551065464000.0,74,0.250000346367,0.25,8.95747037061e-15,0.00781251082398,0.125
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-197354311466000.0,17052700.2943,-197354311466000.0,-197354299408000.0,-197354323524000.0,-197354322318000.0,-197354300614000.0,2.0,290794587326000.0,31,0.249999653633,0.125012930589,8.95747037061e-15,0.00781329733668,0.25
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-208666536846000.0,39893182.0667,-208666536846000.0,-208666508637000.0,-208666565055000.0,-208666562234000.0,-208666511458000.0,2.0,1591465975410000.0,37,0.249999653633,0.25,8.95747037061e-15,0.015624978352,0.25
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-220037723124000.0,8761360.2347,-220037723124000.0,-220037716929000.0,-220037729320000.0,-220037728700000.0,-220037717549000.0,2.0,76761433162200.0,43,0.249999653633,0.249974138823,8.95747037061e-15,0.0156233620307,0.25
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-231408899996000.0,2058163.5767,-231408899996000.0,-231408898541000.0,-231408901452000.0,-231408901306000.0,-231408898687000.0,2.0,4236037308450.0,49,0.249999653633,0.25,8.95747037061e-15,0.00781248917602,0.125
1280.0,-800.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-239377142619000.0,10437978.5824,-239377142619000.0,-239377135238000.0,-239377150000000.0,-239377149262000.0,-239377135976000.0,2.0,108951396887000.0,6,0.124999445812,0.125012930589,8.95747037061e-15,0.00390663676073,0.25
1280.0,-600.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-250689347338000.0,13021891.2316,-250689347338000.0,-250689338130000.0,-250689356545000.0,-250689355625000.0,-250689339050000.0,2.0,169569651248000.0,12,0.124999445812,0.25,8.95747037061e-15,0.00781246536325,0.25
1280.0,-400.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-262060578506000.0,3670627.20891,-262060578506000.0,-262060575911000.0,-262060581102000.0,-262060580842000.0,-262060576170000.0,2.0,13473504106800.0,18,0.124999445812,0.249974138823,8.95747037061e-15,0.00781165720505,0.25
1280.0,-200.0,-9667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-273431641600000.0,92830981.6224,-273431641600000.0,-273431575959000.0,-273431707241000.0,-273431700677000.0,-273431582523000.0,2.0,8617591148970000.0,24,0.124999445812,0.25,8.95747037061e-15,0.00390623268163,0.125
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-367402596868000.0,44954576.2157,-367402596868000.0,-367402565080000.0,-367402628656000.0,-367402625477000.0,-367402568259000.0,2.0,2020913922730000.0,111,0.12500020782,0.125012930589,8.95747037061e-15,0.00390666057596,0.25
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-378714867946000.0,48120003.5823,-378714867946000.0,-378714833920000.0,-378714901972000.0,-378714898569000.0,-378714837323000.0,2.0,2315534744760000.0,117,0.12500020782,0.25,8.95747037061e-15,0.00781251298878,0.25
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-390086000856000.0,40331034.7832,-390086000856000.0,-390085972338000.0,-390086029375000.0,-390086026523000.0,-390085975190000.0,2.0,1626592366690000.0,123,0.12500020782,0.249974138823,8.95747037061e-15,0.00390585241282,0.125
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-409425692310000.0,2224047.62349,-409425692310000.0,-409425690737000.0,-409425693882000.0,-409425693725000.0,-409425690894000.0,2.0,4946387831540.0,86,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-420737961329000.0,26263370.8502,-420737961329000.0,-420737942758000.0,-420737979900000.0,-420737978043000.0,-420737944616000.0,2.0,689764648416000.0,92,0.250000346367,0.25,8.95747037061e-15,0.015625021648,0.25
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-432109086795000.0,45597134.3566,-432109086795000.0,-432109054553000.0,-432109119037000.0,-432109115813000.0,-432109057777000.0,2.0,2079098661540000.0,98,0.250000346367,0.249974138823,8.95747037061e-15,0.00781170266108,0.125
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-451448695950000.0,15790959.8357,-451448695950000.0,-451448684784000.0,-451448707116000.0,-451448705999000.0,-451448685901000.0,2.0,249354412532000.0,61,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-462760980278000.0,55822279.6315,-462760980278000.0,-462760940806000.0,-462761019751000.0,-462761015804000.0,-462760944753000.0,2.0,3116126903260000.0,67,0.250000346367,0.25,8.95747037061e-15,0.015625021648,0.25
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-474132090610000.0,74751021.6545,-474132090610000.0,-474132037753000.0,-474132143467000.0,-474132138181000.0,-474132043039000.0,2.0,5587715238390000.0,73,0.250000346367,0.249974138823,8.95747037061e-15,0.00781170266108,0.125
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-493471824649000.0,39421809.6162,-493471824649000.0,-493471796774000.0,-493471852525000.0,-493471849737000.0,-493471799561000.0,2.0,1554079073410000.0,36,0.249999653633,0.125012930589,8.95747037061e-15,0.00781329733668,0.25
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-504784072376000.0,6251703.63072,-504784072376000.0,-504784067955000.0,-504784076796000.0,-504784076354000.0,-504784068397000.0,2.0,39083798286300.0,42,0.249999653633,0.25,8.95747037061e-15,0.015624978352,0.25
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-516155153012000.0,76252816.8882,-516155153012000.0,-516155099093000.0,-516155206931000.0,-516155201539000.0,-516155104485000.0,2.0,5814492083390000.0,48,0.249999653633,0.249974138823,8.95747037061e-15,0.00781168101535,0.125
1280.0,-600.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-535494691528000.0,24341139.2935,-535494691528000.0,-535494674316000.0,-535494708740000.0,-535494707018000.0,-535494676037000.0,2.0,592491062106000.0,11,0.124999445812,0.125012930589,8.95747037061e-15,0.00390663676073,0.25
1280.0,-400.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-546806835272000.0,34347347.7361,-546806835272000.0,-546806810985000.0,-546806859559000.0,-546806857130000.0,-546806813413000.0,2.0,1179740296510000.0,17,0.124999445812,0.25,8.95747037061e-15,0.00781246536325,0.25
1280.0,-200.0,-14500.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-558178054634000.0,30071868.7891,-558178054634000.0,-558178033370000.0,-558178075898000.0,-558178073772000.0,-558178035497000.0,2.0,904317292471000.0,23,0.124999445812,0.249974138823,8.95747037061e-15,0.00390582860252,0.125
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-663520096947000.0,68854668.3053,-663520096947000.0,-663520048260000.0,-663520145635000.0,-663520140766000.0,-663520053128000.0,2.0,4740965347430000.0,116,0.12500020782,0.125012930589,8.95747037061e-15,0.00390666057596,0.25
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-674832360751000.0,9671474.21288,-674832360751000.0,-674832353912000.0,-674832367589000.0,-674832366906000.0,-674832354596000.0,2.0,93537413450400.0,122,0.12500020782,0.25,8.95747037061e-15,0.00390625649439,0.125
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-705543213258000.0,51395329.308,-705543213258000.0,-705543176916000.0,-705543249600000.0,-705543245966000.0,-705543180550000.0,2.0,2641479874680000.0,91,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-716855372695000.0,11995701.8525,-716855372695000.0,-716855364213000.0,-716855381177000.0,-716855380329000.0,-716855365061000.0,2.0,143896862934000.0,97,0.250000346367,0.25,8.95747037061e-15,0.00781251082398,0.125
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-747566261640000.0,54610244.6475,-747566261640000.0,-747566223025000.0,-747566300256000.0,-747566296394000.0,-747566226887000.0,2.0,2982278820460000.0,66,0.250000346367,0.125012930589,8.95747037061e-15,0.00781331898689,0.25
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-758878423562000.0,59328096.3585,-758878423562000.0,-758878381610000.0,-758878465513000.0,-758878461318000.0,-758878385806000.0,2.0,3519823017530000.0,72,0.250000346367,0.25,8.95747037061e-15,0.00781251082398,0.125
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-789589342446000.0,16598140.2134,-789589342446000.0,-789589330709000.0,-789589354182000.0,-789589353009000.0,-789589331883000.0,2.0,275498258545000.0,41,0.249999653633,0.125012930589,8.95747037061e-15,0.00781329733668,0.25
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-800901563221000.0,9682765.55913,-800901563221000.0,-800901556375000.0,-800901570068000.0,-800901569383000.0,-800901557059000.0,2.0,93755948873100.0,47,0.249999653633,0.25,8.95747037061e-15,0.00781248917602,0.125
1280.0,-400.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-831612100700000.0,65607852.3737,-831612100700000.0,-831612054308000.0,-831612147091000.0,-831612142452000.0,-831612058947000.0,2.0,4304390293080000.0,16,0.124999445812,0.125012930589,8.95747037061e-15,0.00390663676073,0.25
1280.0,-200.0,-19333.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-842924305655000.0,27955363.445,-842924305655000.0,-842924285888000.0,-842924325422000.0,-842924323446000.0,-842924287864000.0,2.0,781502345343000.0,22,0.124999445812,0.25,8.95747037061e-15,0.00390623268163,0.125
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,7217778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-959637646033000.0,27407438.5095,-959637646033000.0,-959637626653000.0,-959637665413000.0,-959637663475000.0,-959637628591000.0,2.0,751167685650000.0,121,0.12500020782,0.125012930589,8.95747037061e-15,0.00195333028798,0.125
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,5413333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1001660708170000.0,137335774.838,-1001660708170000.0,-1001660611060000.0,-1001660805280000.0,-1001660795570000.0,-1001660620770000.0,2.0,1.88611150504e+16,96,0.250000346367,0.125012930589,8.95747037061e-15,0.00390665949345,0.125
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,3608889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1043683749710000.0,56612298.9697,-1043683749710000.0,-1043683709680000.0,-1043683789740000.0,-1043683785740000.0,-1043683713680000.0,2.0,3204952394630000.0,71,0.250000346367,0.125012930589,8.95747037061e-15,0.00390665949345,0.125
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,1804444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1085706801160000.0,10024218.7617,-1085706801160000.0,-1085706794070000.0,-1085706808240000.0,-1085706807530000.0,-1085706794780000.0,2.0,100484961783000.0,46,0.249999653633,0.125012930589,8.95747037061e-15,0.00390664866834,0.125
1280.0,-200.0,-24167.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-1127729636520000.0,66461190.6933,-1127729636520000.0,-1127729589530000.0,-1127729683520000.0,-1127729678820000.0,-1127729594230000.0,2.0,4417089868380000.0,21,0.124999445812,0.125012930589,8.95747037061e-15,0.00195331838036,0.125
