npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-meoh_capacity
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2246797711.87,26353382.0707,2246797711.87,2265432367.04,2228163056.7,2230026522.22,2263568901.52,2.0,694500746563000.0,0.00781205308962,1.21200144652e-13,0.124992849434,19,0.25,0.25
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2226011062.72,16121397.398,2226011062.72,2237410612.14,2214611513.3,2215751468.24,2236270657.2,2.0,259899454063000.0,0.0156252979403,1.21200144652e-13,0.250004767044,57,0.25,0.25
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2218398904.28,9681308.10799,2218398904.28,2225244622.89,2211553185.66,2212237757.52,2224560051.03,2.0,93727726681800.0,0.0156247020597,1.21200144652e-13,0.249995232956,44,0.25,0.25
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2185967429.54,51837277.3087,2185967429.54,2222621919.85,2149312939.24,2152978388.27,2218956470.82,2.0,2687103318780000.0,0.0156268870075,1.21200144652e-13,0.250004767044,63,0.25,0.250025424591
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2174502360.8,16343005.612,2174502360.8,2186058610.89,2162946110.7,2164101735.71,2184902985.88,2.0,267093832433000.0,0.00390592721826,1.21200144652e-13,0.250004767044,76,0.125,0.124987287705
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2164007373.99,40267429.6606,2164007373.99,2192480746.57,2135534001.42,2138381338.68,2189633409.31,2.0,1621465891470000.0,0.00781235102987,1.21200144652e-13,0.249995232956,27,0.125,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2161125338.18,8777917.37384,2161125338.18,2167332263.08,2154918413.28,2155539105.77,2166711570.59,2.0,77051833422000.0,0.00781264897013,1.21200144652e-13,0.250004767044,52,0.125,0.25
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2149793371.08,26483390.9103,2149793371.08,2168519956.38,2131066785.78,2132939444.31,2166647297.85,2.0,701369994106000.0,0.0156252979403,1.21200144652e-13,0.250004767044,69,0.25,0.25
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2139124946.13,69663936.7154,2139124946.13,2188384788.19,2089865104.07,2094791088.28,2183458803.98,2.0,4853064078690000.0,0.0156262910664,1.21200144652e-13,0.249995232956,33,0.25,0.250025424591
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2133204626.55,1520673.03144,2133204626.55,2134279904.76,2132129348.33,2132236876.15,2134172376.94,2.0,2312446468540.0,0.0156252979403,1.21200144652e-13,0.250004767044,82,0.25,0.25
1280.0,-1000.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2129594063.65,31383208.2057,2129594063.65,2151785342.99,2107402784.32,2109621912.25,2149566215.06,2.0,984905757280000.0,0.00195296360913,1.21200144652e-13,0.125002383522,101,0.125,0.124987287705
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2122912294.35,25612148.1485,2122912294.35,2141022817.99,2104801770.72,2106612823.08,2139211765.63,2.0,655982132783000.0,0.00390592721826,1.21200144652e-13,0.250004767044,100,0.125,0.124987287705
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2120278934.56,40672329.3437,2120278934.56,2149038614.44,2091519254.67,2094395222.66,2146162646.46,2.0,1654238374240000.0,0.0156252979403,1.21200144652e-13,0.250004767044,94,0.25,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2118555737.67,9963275.47397,2118555737.67,2125600837.32,2111510638.01,2112215147.98,2124896327.35,2.0,99266858170200.0,0.00390602654481,1.21200144652e-13,0.124992849434,2,0.125,0.25
1280.0,-200.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2112014155.94,7039652.79854,2112014155.94,2116991942.18,2107036369.71,2107534148.34,2116494163.55,2.0,49556711524000.0,0.00195296360913,1.21200144652e-13,0.125002383522,125,0.125,0.124987287705
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2105469574.77,40777602.4745,2105469574.77,2134303694.0,2076635455.54,2079518867.47,2131420282.08,2.0,1662812863570000.0,0.0039056293083,1.21200144652e-13,0.124992849434,20,0.25,0.124987287705
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2097732477.4,37296963.6403,2097732477.4,2124105413.31,2071359541.49,2073996835.08,2121468119.71,2.0,1391063496790000.0,0.00781264897013,1.21200144652e-13,0.125002383522,107,0.25,0.25
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2096844682.96,24701843.5259,2096844682.96,2114311524.02,2079377841.89,2081124526.0,2112564839.91,2.0,610181073576000.0,0.0156268870075,1.21200144652e-13,0.250004767044,58,0.25,0.250025424591
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2087761252.45,44584909.1198,2087761252.45,2119287544.03,2056234960.88,2059387590.03,2116134914.87,2.0,1987814121220000.0,0.00781185443652,1.21200144652e-13,0.250004767044,70,0.25,0.124987287705
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2086493368.25,6098132.92688,2086493368.25,2090805399.39,2082181337.1,2082612540.22,2090374196.28,2.0,37187225193900.0,0.0156268870075,1.21200144652e-13,0.250004767044,88,0.25,0.250025424591
1280.0,-400.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2078719858.01,86821563.0138,2078719858.01,2140111973.97,2017327742.05,2023466953.64,2133972762.37,2.0,7537983804160000.0,0.00781264897013,1.21200144652e-13,0.125002383522,119,0.25,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2074064010.35,18854148.8686,2074064010.35,2087395906.87,2060732113.83,2062065303.48,2086062717.22,2.0,355478929558000.0,0.00781264897013,1.21200144652e-13,0.250004767044,77,0.125,0.25
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2071273152.43,6520414.89811,2071273152.43,2075883782.02,2066662522.83,2067123585.79,2075422719.06,2.0,42515810443500.0,0.00781284756262,1.21200144652e-13,0.124992849434,8,0.25,0.250025424591
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2062417421.37,63704275.2203,2062417421.37,2107463146.36,2017371696.37,2021876268.87,2102958573.86,2.0,4058234681340000.0,0.00781155652656,1.21200144652e-13,0.249995232956,45,0.25,0.124987287705
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2054404008.87,67404236.5649,2054404008.87,2102066001.62,2006742016.11,2011508215.39,2097299802.35,2.0,4543331106890000.0,0.0156247020597,1.21200144652e-13,0.249995232956,39,0.25,0.25
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2046011143.44,19023814.4002,2046011143.44,2059463011.6,2032559275.27,2033904462.09,2058117824.79,2.0,361905514333000.0,0.0156252979403,1.21200144652e-13,0.250004767044,64,0.25,0.25
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2042164389.75,10063632.948,2042164389.75,2049280452.85,2035048326.65,2035759932.96,2048568846.54,2.0,101276708112000.0,0.00781205308962,1.21200144652e-13,0.124992849434,14,0.25,0.25
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2029333845.99,51688860.7106,2029333845.99,2065883389.92,1992784302.07,1996439256.47,2062228435.52,2.0,2671738321560000.0,0.00390632448506,1.21200144652e-13,0.125002383522,102,0.125,0.25
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2029292280.45,38378755.6152,2029292280.45,2056430158.8,2002154402.1,2004868189.94,2053716370.97,2.0,1472928882570000.0,0.00781314553318,1.21200144652e-13,0.249995232956,28,0.125,0.250025424591
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2016621051.01,27049124.8084,2016621051.01,2035747670.58,1997494431.43,1999407093.39,2033835008.63,2.0,731655152899000.0,0.00781185443652,1.21200144652e-13,0.250004767044,95,0.25,0.124987287705
1280.0,-600.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2014216114.19,10091761.3748,2014216114.19,2021352067.09,2007080161.28,2007793756.57,2020638471.8,2.0,101843647645000.0,0.00781344350374,1.21200144652e-13,0.125002383522,113,0.25,0.250025424591
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2001033752.29,56678968.5288,2001033752.29,2041111835.29,1960955669.29,1964963477.59,2037104026.99,2.0,3212505473490000.0,0.0156268870075,1.21200144652e-13,0.250004767044,83,0.25,0.250025424591
1280.0,-800.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1974731339.43,26475890.535,1974731339.43,1993452621.16,1956010057.69,1957882185.87,1991580492.99,2.0,700972779623000.0,0.00781344350374,1.21200144652e-13,0.125002383522,108,0.25,0.250025424591
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1974626341.54,67313217.6659,1974626341.54,2022223974.22,1927028708.87,1931788472.13,2017464210.95,2.0,4531069272540000.0,0.0156247020597,1.21200144652e-13,0.249995232956,34,0.25,0.25
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1967182890.03,40359377.342,1967182890.03,1995721279.43,1938644500.62,1941498339.56,1992867440.49,2.0,1628879339430000.0,0.00781344350374,1.21200144652e-13,0.250004767044,53,0.125,0.250025424591
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1951958696.13,58254080.5023,1951958696.13,1993150551.48,1910766840.77,1914886026.31,1989031365.95,2.0,3393537895170000.0,0.0156252979403,1.21200144652e-13,0.250004767044,89,0.25,0.25
1280.0,-600.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1948912604.86,29295370.6467,1948912604.86,1969627560.11,1928197649.62,1930269145.15,1967556064.58,2.0,858218741326000.0,0.00781264897013,1.21200144652e-13,0.125002383522,114,0.25,0.25
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1947678714.0,9442252.35528,1947678714.0,1954355394.67,1941002033.33,1941669701.4,1953687726.6,2.0,89156129540700.0,0.00781155652656,1.21200144652e-13,0.249995232956,40,0.25,0.124987287705
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1924177484.13,44552011.5324,1924177484.13,1955680513.6,1892674454.66,1895824757.61,1952530210.65,2.0,1984881731580000.0,0.00781344350374,1.21200144652e-13,0.250004767044,78,0.125,0.250025424591
1280.0,-400.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1917090168.14,30221252.4228,1917090168.14,1938459820.67,1895720515.62,1897857480.87,1936322855.41,2.0,913324098000000.0,0.00390592721826,1.21200144652e-13,0.125002383522,120,0.25,0.124987287705
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1865488449.09,93306634.9318,1865488449.09,1931466203.38,1799510694.8,1806108470.23,1924868427.95,2.0,8706128122290000.0,0.0039056293083,1.21200144652e-13,0.124992849434,15,0.25,0.124987287705
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1865332926.77,16453927.5118,1865332926.77,1876967610.5,1853698243.05,1854861711.43,1875804142.12,2.0,270731730563000.0,0.00390642378131,1.21200144652e-13,0.124992849434,3,0.125,0.250025424591
1280.0,-1000.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1848197745.83,84093908.9651,1848197745.83,1907661119.11,1788734372.54,1794680709.87,1901714781.78,2.0,7071785525030000.0,0.00390672175187,1.21200144652e-13,0.125002383522,103,0.125,0.250025424591
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1842243811.49,5486809.79956,1842243811.49,1846123571.9,1838364051.07,1838752027.11,1845735595.86,2.0,30105081776500.0,0.0156252979403,1.21200144652e-13,0.250004767044,84,0.25,0.25
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1839262346.09,20801779.0657,1839262346.09,1853971425.13,1824553267.05,1826024174.95,1852500517.22,2.0,432714012299000.0,0.00781205308962,1.21200144652e-13,0.124992849434,9,0.25,0.25
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1828716068.35,129781944.721,1828716068.35,1920485761.54,1736946375.16,1746123344.48,1911308792.22,2.0,1.68433531756e+16,0.00781185443652,1.21200144652e-13,0.250004767044,65,0.25,0.124987287705
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1809612706.7,87542465.3071,1809612706.7,1871514577.56,1747710835.84,1753901022.92,1865324390.47,2.0,7663683232040000.0,0.00781185443652,1.21200144652e-13,0.250004767044,90,0.25,0.124987287705
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1808230901.64,99203268.7488,1808230901.64,1878378205.69,1738083597.59,1745098328.0,1871363475.28,2.0,9841288530450000.0,0.00781264897013,1.21200144652e-13,0.125002383522,109,0.25,0.25
1280.0,-800.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1801437893.4,63711325.7972,1801437893.4,1846488603.91,1756387182.89,1760892253.94,1841983532.86,2.0,4059133034830000.0,0.0156252979403,1.21200144652e-13,0.250004767044,59,0.25,0.25
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1797702509.33,756407.283703,1797702509.33,1798237370.05,1797167648.61,1797221134.68,1798183883.97,2.0,572151978839.0,0.00781235102987,1.21200144652e-13,0.249995232956,29,0.125,0.25
1280.0,-600.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1747003415.26,44371130.3858,1747003415.26,1778378542.45,1715628288.08,1718765800.8,1775241029.73,2.0,1968797211720000.0,0.00390592721826,1.21200144652e-13,0.125002383522,115,0.25,0.124987287705
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1724471323.01,28492877.8835,1724471323.01,1744618830.17,1704323815.84,1706338566.56,1742604079.46,2.0,811844090087000.0,0.00781264897013,1.21200144652e-13,0.250004767044,54,0.125,0.25
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1720796484.71,46734802.8801,1720796484.71,1753842980.75,1687749988.68,1691054638.28,1750538331.14,2.0,2184141800240000.0,0.00781155652656,1.21200144652e-13,0.249995232956,35,0.25,0.124987287705
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1663375527.52,32990763.4162,1663375527.52,1686703520.05,1640047534.99,1642380334.25,1684370720.8,2.0,1088390470780000.0,0.00781264897013,1.21200144652e-13,0.250004767044,79,0.125,0.25
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1652754268.4,57881216.9618,1652754268.4,1693682469.42,1611826067.38,1615918887.48,1689589649.31,2.0,3350235276980000.0,0.00390602654481,1.21200144652e-13,0.124992849434,4,0.125,0.25
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1619372438.24,31001949.9261,1619372438.24,1641294127.26,1597450749.22,1599642918.12,1639101958.36,2.0,961120899219000.0,0.00781185443652,1.21200144652e-13,0.250004767044,60,0.25,0.124987287705
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1612105147.21,23254248.2002,1612105147.21,1628548383.8,1595661910.61,1597306234.27,1626904060.14,2.0,540760059357000.0,0.00781185443652,1.21200144652e-13,0.250004767044,85,0.25,0.124987287705
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1558771203.03,20400030.8424,1558771203.03,1573196203.18,1544346202.89,1545788702.9,1571753703.16,2.0,416161258371000.0,0.0039056293083,1.21200144652e-13,0.124992849434,10,0.25,0.124987287705
1280.0,-800.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1525709450.37,89940497.5664,1525709450.37,1589306986.1,1462111914.64,1468471668.21,1582947232.53,2.0,8089293102490000.0,0.00390592721826,1.21200144652e-13,0.125002383522,110,0.25,0.124987287705
1280.0,-1000.0,-9833.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1517187575.61,17778394.9673,1517187575.61,1529758799.25,1504616351.97,1505873474.33,1528501676.88,2.0,316071327615000.0,0.00390632448506,1.21200144652e-13,0.125002383522,104,0.125,0.25
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1507695989.46,18040539.1598,1507695989.46,1520452577.04,1494939401.89,1496215060.64,1519176918.28,2.0,325461053177000.0,0.00390577826328,1.21200144652e-13,0.249995232956,30,0.125,0.124987287705
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1459231019.72,14952046.9584,1459231019.72,1469803713.52,1448658325.92,1449715595.3,1468746444.14,2.0,223563708248000.0,0.00390592721826,1.21200144652e-13,0.250004767044,55,0.125,0.124987287705
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1451209373.12,19200805.9248,1451209373.12,1464786393.2,1437632353.05,1438990055.06,1463428691.19,2.0,368670948160000.0,0.00390592721826,1.21200144652e-13,0.250004767044,80,0.125,0.124987287705
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1366233200.17,9493999.90891,1366233200.17,1372946471.89,1359519928.46,1360191255.63,1372275144.72,2.0,90136034270400.0,0.00195281465415,1.21200144652e-13,0.124992849434,5,0.125,0.124987287705
1280.0,-1000.0,-4917.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,1351994431.82,69263870.6315,1351994431.82,1400971384.43,1303017479.2,1307915174.46,1396073689.17,2.0,4797483774850000.0,0.00195296360913,1.21200144652e-13,0.125002383522,105,0.125,0.124987287705
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887452125000.0,58738810.1399,-263887452125000.0,-263887410590000.0,-263887493659000.0,-263887489506000.0,-263887414744000.0,2.0,3450247816650000.0,0.0039056293083,1.21200144652e-13,0.124992849434,6,0.25,0.124987287705
1280.0,-800.0,-24583.0,-1e+200,-1e+200,-1e+200,-1e+200,131111.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,-263887523942000.0,82991070.8619,-263887523942000.0,-263887465259000.0,-263887582626000.0,-263887576757000.0,-263887471127000.0,2.0,6887517842800000.0,0.00781155652656,1.21200144652e-13,0.249995232956,31,0.25,0.124987287705
