smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight
720.0,-705.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-158235304335.0,386.160727159,-158235304311.0,-158235303992.0,-158235304726.0,-158235304708.0,-158235303995.0,4.0,149120.1072,1,0.124994709051,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00195644559034
720.0,-567.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-560417370556.0,1294618.41211,-560417311944.0,-560415966531.0,-560418891805.0,-560418745805.0,-560416077364.0,4.0,1676036832970.0,27,0.124994709051,0.249546279492,1.7334191682000001e-13,0.250018051845,0.00779855422245
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213328375162000.0,1923998.36825,-213328374598000.0,-213328373520000.0,-213328377934000.0,-213328377465000.0,-213328373650000.0,4.0,3701769721030.0,48,0.125001984106,0.249546279492,1.7334191682000001e-13,0.250018051845,0.00779900812097
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-213662880689000.0,2763364.75696,-213662881237000.0,-213662876887000.0,-213662883393000.0,-213662883148000.0,-213662877462000.0,4.0,7636184780030.0,74,0.125001984106,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0078273681505
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214065045326000.0,6175688.01813,-214065045107000.0,-214065039049000.0,-214065052040000.0,-214065051580000.0,-214065039379000.0,4.0,38139122497300.0,100,0.125001984106,0.125226860254,1.7334191682000001e-13,0.249981948155,0.00391311892231
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214626863004000.0,1299547.43698,-214626863322000.0,-214626861215000.0,-214626864157000.0,-214626864093000.0,-214626861470000.0,4.0,1688823540950.0,22,0.125001984106,0.249546279492,1.7334191682000001e-13,0.124990974078,0.0038989409552
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218384335085000.0,2064401.70863,-218384335674000.0,-218384332268000.0,-218384336725000.0,-218384336696000.0,-218384332651000.0,4.0,4261754414590.0,43,0.250003306843,0.249546279492,1.7334191682000001e-13,0.250018051845,0.0155979749784
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-218718834242000.0,2571776.30952,-218718833517000.0,-218718832062000.0,-218718837872000.0,-218718837317000.0,-218718832182000.0,4.0,6614033386190.0,69,0.250003306843,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156546948874
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219121005110000.0,3821702.10766,-219121006850000.0,-219120999414000.0,-219121007327000.0,-219121007322000.0,-219121000462000.0,4.0,14605406999700.0,95,0.250003306843,0.125226860254,1.7334191682000001e-13,0.249981948155,0.00782621714084
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-219682820217000.0,1006461.68866,-219682819958000.0,-219682819342000.0,-219682821610000.0,-219682821409000.0,-219682819387000.0,4.0,1012965130730.0,17,0.250003306843,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779786128164
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223440266528000.0,1189480.11005,-223440266838000.0,-223440264886000.0,-223440267552000.0,-223440267504000.0,-223440265120000.0,4.0,1414862932210.0,38,0.250003306843,0.249546279492,1.7334191682000001e-13,0.250018051845,0.0155979749784
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-223774767013000.0,3531519.16035,-223774766943000.0,-223774762800000.0,-223774771364000.0,-223774770791000.0,-223774763331000.0,4.0,12471627579900.0,64,0.250003306843,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156546948874
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224176935128000.0,5928501.69293,-224176936139000.0,-224176927106000.0,-224176941127000.0,-224176940564000.0,-224176928276000.0,4.0,35147132323000.0,90,0.250003306843,0.125226860254,1.7334191682000001e-13,0.249981948155,0.00782621714084
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-224738751255000.0,1014784.93909,-224738751495000.0,-224738749906000.0,-224738752125000.0,-224738752097000.0,-224738750077000.0,4.0,1029788472600.0,12,0.250003306843,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779786128164
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228496222628000.0,2674988.39724,-228496222466000.0,-228496219812000.0,-228496225770000.0,-228496225476000.0,-228496220009000.0,4.0,7155562925370.0,33,0.249996693157,0.249546279492,1.7334191682000001e-13,0.250018051845,0.0155975623434
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-228830724020000.0,1992439.89343,-228830724133000.0,-228830721510000.0,-228830726304000.0,-228830726043000.0,-228830721839000.0,4.0,3969816728920.0,59,0.249996693157,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156542807519
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229232888849000.0,4236791.98448,-229232889791000.0,-229232883449000.0,-229232892366000.0,-229232892324000.0,-229232884056000.0,4.0,17950406319800.0,85,0.249996693157,0.125226860254,1.7334191682000001e-13,0.249981948155,0.00782601010299
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-229794709444000.0,725670.454333,-229794709648000.0,-229794708465000.0,-229794710016000.0,-229794710009000.0,-229794708594000.0,4.0,526597608292.0,7,0.249996693157,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779765499392
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233551884410000.0,2368394.17076,-233551883830000.0,-233551882343000.0,-233551887636000.0,-233551887194000.0,-233551882437000.0,4.0,5609290948080.0,28,0.124994709051,0.249546279492,1.7334191682000001e-13,0.250018051845,0.00779855422245
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-233886389093000.0,2197421.62564,-233886389934000.0,-233886385847000.0,-233886390655000.0,-233886390579000.0,-233886386428000.0,4.0,4828661800830.0,54,0.124994709051,0.250453720508,1.7334191682000001e-13,0.250018051845,0.00782691260144
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234288556558000.0,3726055.71865,-234288557471000.0,-234288551290000.0,-234288560000000.0,-234288559686000.0,-234288552151000.0,4.0,13883491218500.0,80,0.124994709051,0.125226860254,1.7334191682000001e-13,0.249981948155,0.00391289118068
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-234850372516000.0,1517718.37584,-234850372757000.0,-234850370684000.0,-234850373864000.0,-234850373833000.0,-234850370860000.0,4.0,2303469068350.0,2,0.124994709051,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00389871403872
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-447618331015000.0,1482924.80741,-447618330409000.0,-447618330024000.0,-447618333218000.0,-447618332814000.0,-447618330064000.0,4.0,2199065984440.0,23,0.125001984106,0.249546279492,1.7334191682000001e-13,0.124990974078,0.0038989409552
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-448020506826000.0,2861363.80959,-448020506989000.0,-448020503254000.0,-448020510075000.0,-448020509728000.0,-448020503698000.0,4.0,8187402850840.0,49,0.125001984106,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0078273681505
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-448355006397000.0,5909983.69483,-448355005779000.0,-448355000767000.0,-448355013262000.0,-448355012672000.0,-448355000986000.0,4.0,34927907273100.0,75,0.125001984106,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00391368407525
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-452674287502000.0,3441235.66982,-452674287437000.0,-452674283867000.0,-452674291265000.0,-452674290994000.0,-452674284100000.0,4.0,11842102935300.0,18,0.250003306843,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779786128164
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-453076465984000.0,2561316.76258,-453076465761000.0,-453076463087000.0,-453076469328000.0,-453076468801000.0,-453076463480000.0,4.0,6560343558290.0,44,0.250003306843,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156546948874
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-453410963542000.0,5059642.09514,-453410962442000.0,-453410958729000.0,-453410970553000.0,-453410969489000.0,-453410959134000.0,4.0,25599978130900.0,70,0.250003306843,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782734744372
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-457730219336000.0,2645238.19763,-457730219643000.0,-457730215819000.0,-457730222240000.0,-457730221853000.0,-457730216389000.0,4.0,6997285122220.0,13,0.250003306843,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779786128164
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458132396779000.0,2328268.1802,-458132396490000.0,-458132394306000.0,-458132399830000.0,-458132399416000.0,-458132394547000.0,4.0,5420832718920.0,39,0.250003306843,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156546948874
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-458466899297000.0,5452078.67296,-458466901122000.0,-458466891512000.0,-458466903432000.0,-458466903318000.0,-458466892721000.0,4.0,29725161856200.0,65,0.250003306843,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782734744372
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-462786177583000.0,1621118.94933,-462786177462000.0,-462786175873000.0,-462786179533000.0,-462786179335000.0,-462786175999000.0,4.0,2628026647860.0,8,0.249996693157,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00779765499392
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463188354571000.0,4631555.44321,-463188354694000.0,-463188349013000.0,-463188359883000.0,-463188359347000.0,-463188349623000.0,4.0,21451305823500.0,34,0.249996693157,0.250453720508,1.7334191682000001e-13,0.250018051845,0.0156542807519
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-463522850480000.0,4310129.34543,-463522849799000.0,-463522846113000.0,-463522856209000.0,-463522855429000.0,-463522846485000.0,4.0,18577214974400.0,60,0.249996693157,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782714037597
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-467841838400000.0,2045605.14579,-467841838087000.0,-467841836670000.0,-467841840756000.0,-467841840563000.0,-467841836675000.0,4.0,4184500412470.0,3,0.124994709051,0.249546279492,1.7334191682000001e-13,0.124990974078,0.00389871403872
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468244020781000.0,3955530.26851,-468244021815000.0,-468244015346000.0,-468244024147000.0,-468244024008000.0,-468244016106000.0,4.0,15646219705100.0,29,0.124994709051,0.250453720508,1.7334191682000001e-13,0.250018051845,0.00782691260144
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-468578512834000.0,5894767.64467,-468578512419000.0,-468578506732000.0,-468578519767000.0,-468578519122000.0,-468578507128000.0,4.0,34748285584600.0,55,0.124994709051,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00391345630072
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-682310464692000.0,2221892.52383,-682310464696000.0,-682310462002000.0,-682310467376000.0,-682310467039000.0,-682310462342000.0,4.0,4936806387460.0,24,0.125001984106,0.250453720508,1.7334191682000001e-13,0.124990974078,0.00391311892231
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-682712633496000.0,4913436.68831,-682712633906000.0,-682712627108000.0,-682712639062000.0,-682712638346000.0,-682712628070000.0,4.0,24141860090100.0,50,0.125001984106,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00391368407525
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-687366419586000.0,1621584.78773,-687366419329000.0,-687366417915000.0,-687366421770000.0,-687366421451000.0,-687366418081000.0,4.0,2629537223790.0,19,0.250003306843,0.250453720508,1.7334191682000001e-13,0.124990974078,0.00782621714084
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-687768593065000.0,4465775.77472,-687768592835000.0,-687768587861000.0,-687768598728000.0,-687768597924000.0,-687768588527000.0,4.0,19943153270100.0,45,0.250003306843,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782734744372
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692422353508000.0,1924718.85706,-692422353104000.0,-692422351626000.0,-692422356197000.0,-692422355746000.0,-692422351835000.0,4.0,3704542678720.0,14,0.250003306843,0.250453720508,1.7334191682000001e-13,0.124990974078,0.00782621714084
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-692824524608000.0,3708924.0191,-692824523231000.0,-692824521982000.0,-692824529990000.0,-692824529111000.0,-692824522035000.0,4.0,13756117379500.0,40,0.250003306843,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782734744372
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-697478312343000.0,916767.139055,-697478312625000.0,-697478311071000.0,-697478313050000.0,-697478313038000.0,-697478311252000.0,4.0,840461987252.0,9,0.249996693157,0.250453720508,1.7334191682000001e-13,0.124990974078,0.00782601010299
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-697880480865000.0,2297153.37743,-697880480891000.0,-697880478443000.0,-697880483236000.0,-697880483105000.0,-697880478589000.0,4.0,5276913639440.0,35,0.249996693157,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00782714037597
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-702533968286000.0,6028682.61471,-702533966640000.0,-702533963100000.0,-702533976765000.0,-702533975479000.0,-702533963398000.0,4.0,36345014068900.0,4,0.124994709051,0.250453720508,1.7334191682000001e-13,0.124990974078,0.00391289118068
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-702936144977000.0,5570644.8612,-702936142784000.0,-702936141136000.0,-702936153207000.0,-702936151749000.0,-702936141277000.0,4.0,31032084169600.0,30,0.124994709051,0.125226860254,1.7334191682000001e-13,0.250018051845,0.00391345630072
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,756018.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-917002593437000.0,2158977.06879,-917002594060000.0,-917002590473000.0,-917002595154000.0,-917002595118000.0,-917002590882000.0,4.0,4661181983560.0,25,0.125001984106,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00195655946116
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-922058546888000.0,7943341.563,-922058546270000.0,-922058537868000.0,-922058557145000.0,-922058555662000.0,-922058538980000.0,4.0,63096675186500.0,20,0.250003306843,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00391310857042
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-927114481918000.0,9429030.05265,-927114485432000.0,-927114468255000.0,-927114488552000.0,-927114488441000.0,-927114470474000.0,4.0,88906607733700.0,15,0.250003306843,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00391310857042
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-932170433605000.0,7122998.67847,-932170432764000.0,-932170425919000.0,-932170442973000.0,-932170441653000.0,-932170426735000.0,4.0,50737110173500.0,10,0.249996693157,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00391300505149
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-937226096430000.0,4408807.45346,-937226095937000.0,-937226092318000.0,-937226101530000.0,-937226101101000.0,-937226092451000.0,4.0,19437583161700.0,5,0.124994709051,0.125226860254,1.7334191682000001e-13,0.124990974078,0.00195644559034
