smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix,ProbabilityWeight-htse_capacity,PointProbability,ProbabilityWeight-h2_storage_capacity
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130565485000.0,1721554.23832,-212130565115000.0,-212130563840000.0,-212130567869000.0,-212130567507000.0,-212130563981000.0,4.0,2963748995470.0,0.250018051845,0.0155973147564,33,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130597980000.0,1785573.41409,-212130598812000.0,-212130595309000.0,-212130598987000.0,-212130598979000.0,-212130595815000.0,4.0,3188272417090.0,0.250018051845,0.0155982225654,38,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130630908000.0,3031130.58775,-212130631737000.0,-212130626601000.0,-212130633555000.0,-212130633367000.0,-212130627287000.0,4.0,9187752639980.0,0.250018051845,0.0155982225654,43,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212130662539000.0,1707905.70304,-212130662459000.0,-212130661056000.0,-212130664183000.0,-212130664132000.0,-212130661058000.0,4.0,2916941890470.0,0.250018051845,0.00779907001867,48,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434429456000.0,3870274.88316,-212434428419000.0,-212434425985000.0,-212434434999000.0,-212434434024000.0,-212434426339000.0,4.0,14979027671200.0,0.250018051845,0.00782660199132,54,0.250453720508,3.46688419418e-13,0.12498974865
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434467405000.0,1239620.99448,-212434467012000.0,-212434466386000.0,-212434469211000.0,-212434468885000.0,-212434466476000.0,4.0,1536660209960.0,0.250018051845,0.0156540322646,59,0.250453720508,3.46688419418e-13,0.249992724848
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434496195000.0,3689910.08695,-212434495759000.0,-212434492247000.0,-212434501016000.0,-212434500363000.0,-212434492638000.0,4.0,13615436449800.0,0.250018051845,0.0156549433748,64,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434529690000.0,3204240.52434,-212434530809000.0,-212434524991000.0,-212434532152000.0,-212434531992000.0,-212434525821000.0,4.0,10267157337800.0,0.250018051845,0.0156549433748,69,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212434563234000.0,4118115.97923,-212434562385000.0,-212434559189000.0,-212434568976000.0,-212434568020000.0,-212434559635000.0,4.0,16958879218400.0,0.250018051845,0.00782743027329,74,0.250453720508,3.46688419418e-13,0.125002976198
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799792880000.0,4625537.90263,-212799793329000.0,-212799787216000.0,-212799797646000.0,-212799797316000.0,-212799787815000.0,4.0,21395600888600.0,0.249981948155,0.00391273589804,80,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799826144000.0,3494253.43236,-212799826743000.0,-212799821867000.0,-212799829222000.0,-212799829153000.0,-212799822296000.0,4.0,12209807049600.0,0.249981948155,0.00782588587727,85,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799854434000.0,5622859.79611,-212799853021000.0,-212799849327000.0,-212799862370000.0,-212799861109000.0,-212799849739000.0,4.0,31616552286800.0,0.249981948155,0.00782634136657,90,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799893585000.0,3759439.64065,-212799892957000.0,-212799890217000.0,-212799898209000.0,-212799897737000.0,-212799890312000.0,4.0,14133386411700.0,0.249981948155,0.00782634136657,95,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212799923655000.0,1098464.9056,-212799923344000.0,-212799922741000.0,-212799925191000.0,-212799924965000.0,-212799922780000.0,4.0,1206625148820.0,0.249981948155,0.00391314997922,100,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309845556000.0,839455.777481,-213309845771000.0,-213309844362000.0,-213309846321000.0,-213309846250000.0,-213309844562000.0,4.0,704686002346.0,0.124990974078,0.0038985593187,2,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309878404000.0,971514.295147,-213309878323000.0,-213309877318000.0,-213309879650000.0,-213309879482000.0,-213309877438000.0,4.0,943840025675.0,0.124990974078,0.00779753121829,7,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309910545000.0,766842.393991,-213309910454000.0,-213309909723000.0,-213309911549000.0,-213309911411000.0,-213309909806000.0,4.0,588047257222.0,0.124990974078,0.00779798505727,12,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309942585000.0,1373968.01938,-213309943059000.0,-213309940635000.0,-213309943586000.0,-213309943575000.0,-213309940931000.0,4.0,1887788118270.0,0.124990974078,0.00779798505727,17,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213309974692000.0,794034.856942,-213309974668000.0,-213309973948000.0,-213309975483000.0,-213309975451000.0,-213309973967000.0,4.0,630491354039.0,0.124990974078,0.00389897189959,22,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931551773000.0,2757868.11112,-424931553009000.0,-424931547668000.0,-424931553405000.0,-424931553399000.0,-424931548416000.0,4.0,7605836518350.0,0.124990974078,0.0038985593187,3,0.249546279492,3.46688419418e-13,0.12498974865
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931584358000.0,1169826.50276,-424931584222000.0,-424931583281000.0,-424931585709000.0,-424931585596000.0,-424931583312000.0,4.0,1368494046560.0,0.124990974078,0.00779753121829,8,0.249546279492,3.46688419418e-13,0.249992724848
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931615966000.0,1718036.73463,-424931616343000.0,-424931613682000.0,-424931617499000.0,-424931617431000.0,-424931613975000.0,4.0,2951650221530.0,0.124990974078,0.00779798505727,13,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931650529000.0,3345229.2299,-424931650506000.0,-424931646558000.0,-424931654544000.0,-424931654076000.0,-424931647013000.0,4.0,11190558600600.0,0.124990974078,0.00779798505727,18,0.249546279492,3.46688419418e-13,0.250007275152
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-424931682826000.0,937361.881522,-424931682447000.0,-424931682195000.0,-424931684216000.0,-424931683965000.0,-424931682218000.0,4.0,878647296930.0,0.124990974078,0.00389897189959,23,0.249546279492,3.46688419418e-13,0.125002976198
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425296922101000.0,3107233.1614,-425296923250000.0,-425296917511000.0,-425296924392000.0,-425296924231000.0,-425296918361000.0,4.0,9654897919330.0,0.250018051845,0.00782660199132,29,0.250453720508,3.46688419418e-13,0.12498974865
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425296955000000.0,5695801.20289,-425296955837000.0,-425296948421000.0,-425296959903000.0,-425296959861000.0,-425296948966000.0,4.0,32442151342900.0,0.250018051845,0.0156540322646,34,0.250453720508,3.46688419418e-13,0.249992724848
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425296987640000.0,3688908.41265,-425296986569000.0,-425296984571000.0,-425296992850000.0,-425296992057000.0,-425296984722000.0,4.0,13608045276900.0,0.250018051845,0.0156549433748,39,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425297018627000.0,1871586.41597,-425297018460000.0,-425297016832000.0,-425297020755000.0,-425297020585000.0,-425297016902000.0,4.0,3502835712440.0,0.250018051845,0.0156549433748,44,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425297049008000.0,2446908.36548,-425297049096000.0,-425297045995000.0,-425297051844000.0,-425297051528000.0,-425297046364000.0,4.0,5987360549040.0,0.250018051845,0.00782743027329,49,0.250453720508,3.46688419418e-13,0.125002976198
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600818716000.0,8045435.35536,-425600819653000.0,-425600809638000.0,-425600825921000.0,-425600825789000.0,-425600810332000.0,4.0,64729030057200.0,0.250018051845,0.00391330099566,55,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600853018000.0,2264333.73803,-425600853021000.0,-425600850357000.0,-425600855674000.0,-425600855394000.0,-425600850638000.0,4.0,5127207277190.0,0.250018051845,0.0078270161323,60,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600882499000.0,3006829.09508,-425600883087000.0,-425600878327000.0,-425600885498000.0,-425600885155000.0,-425600879022000.0,4.0,9041021207050.0,0.250018051845,0.00782747168739,65,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600915382000.0,2922185.94673,-425600914320000.0,-425600913283000.0,-425600919605000.0,-425600918925000.0,-425600913326000.0,4.0,8539170707240.0,0.250018051845,0.00782747168739,70,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425600946754000.0,7311187.22594,-425600947510000.0,-425600938891000.0,-425600953106000.0,-425600953067000.0,-425600939382000.0,4.0,53453458652700.0,0.250018051845,0.00391371513664,75,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638097938079000.0,1603870.24342,-638097938366000.0,-638097935947000.0,-638097939636000.0,-638097939526000.0,-638097936229000.0,4.0,2572399757720.0,0.124990974078,0.00391273589804,4,0.250453720508,3.46688419418e-13,0.12498974865
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638097975122000.0,2952336.4624,-638097975690000.0,-638097971176000.0,-638097977930000.0,-638097977746000.0,-638097971701000.0,4.0,8716290587230.0,0.124990974078,0.00782588587727,9,0.250453720508,3.46688419418e-13,0.249992724848
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638098006849000.0,3467535.51193,-638098007867000.0,-638098001851000.0,-638098009811000.0,-638098009572000.0,-638098002701000.0,4.0,12023802526500.0,0.124990974078,0.00782634136657,14,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638098039486000.0,4827612.11268,-638098041198000.0,-638098032414000.0,-638098043131000.0,-638098042934000.0,-638098033640000.0,4.0,23305838710500.0,0.124990974078,0.00782634136657,19,0.250453720508,3.46688419418e-13,0.250007275152
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638098069584000.0,1953242.51306,-638098069389000.0,-638098067644000.0,-638098071916000.0,-638098071693000.0,-638098067749000.0,4.0,3815156314810.0,0.124990974078,0.00391314997922,24,0.250453720508,3.46688419418e-13,0.125002976198
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463308133000.0,7323347.87879,-638463307907000.0,-638463299533000.0,-638463317184000.0,-638463316027000.0,-638463300554000.0,4.0,53631424153800.0,0.250018051845,0.00391330099566,30,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463337894000.0,6021944.25636,-638463336291000.0,-638463332684000.0,-638463346310000.0,-638463345060000.0,-638463332972000.0,4.0,36263812626700.0,0.250018051845,0.0078270161323,35,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463373381000.0,2423823.92577,-638463373102000.0,-638463370960000.0,-638463376362000.0,-638463376048000.0,-638463371106000.0,4.0,5874922423120.0,0.250018051845,0.00782747168739,40,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463403473000.0,2876805.88213,-638463403863000.0,-638463399718000.0,-638463406449000.0,-638463406194000.0,-638463400207000.0,4.0,8276012083430.0,0.250018051845,0.00782747168739,45,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638463436689000.0,3690087.59213,-638463435328000.0,-638463433994000.0,-638463442106000.0,-638463441167000.0,-638463434117000.0,4.0,13616746437600.0,0.250018051845,0.00391371513664,50,0.125226860254,3.46688419418e-13,0.125002976198
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264327674000.0,5142723.74255,-851264327707000.0,-851264321775000.0,-851264333510000.0,-851264332983000.0,-851264322321000.0,4.0,26447607492200.0,0.124990974078,0.00195636794902,5,0.125226860254,3.46688419418e-13,0.12498974865
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264364191000.0,4517139.80555,-851264364681000.0,-851264358756000.0,-851264368646000.0,-851264368409000.0,-851264359288000.0,4.0,20404552022900.0,0.124990974078,0.00391294293863,10,0.125226860254,3.46688419418e-13,0.249992724848
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264392523000.0,2974915.99273,-851264392297000.0,-851264389203000.0,-851264396296000.0,-851264395812000.0,-851264389551000.0,4.0,8850125163800.0,0.124990974078,0.00391317068328,15,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264423510000.0,3084606.79109,-851264423601000.0,-851264419891000.0,-851264426950000.0,-851264426649000.0,-851264420246000.0,4.0,9514799055660.0,0.124990974078,0.00391317068328,20,0.125226860254,3.46688419418e-13,0.250007275152
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851264457343000.0,1897511.26734,-851264456601000.0,-851264456057000.0,-851264460113000.0,-851264459651000.0,-851264456074000.0,4.0,3600549009670.0,0.124990974078,0.00195657498961,25,0.125226860254,3.46688419418e-13,0.125002976198
