npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-ft_capacity
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154226878147.0,3687533.55983,-154226878147.0,-154224270667.0,-154229485627.0,-154229224879.0,-154224531415.0,2.0,13597903754900.0,0.249994792742,32,0.25,0.0156246745464,1.17734560967e-13,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154278002980.0,606829.865914,-154278002980.0,-154277573886.0,-154278432073.0,-154278389164.0,-154277616795.0,2.0,368242486165.0,0.250004260484,37,0.25,0.0156252662803,1.17734560967e-13,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154340916988.0,11448202.6344,-154340916988.0,-154332821886.0,-154349012089.0,-154348202579.0,-154333631396.0,2.0,131061343557000.0,0.250005207258,42,0.25,0.0156253254536,1.17734560967e-13,0.25
1193.0,-785.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154398779010.0,2379469.39799,-154398779010.0,-154397096471.0,-154400461549.0,-154400293295.0,-154397264725.0,2.0,5661874615970.0,0.125002603629,47,0.25,0.00781266272682,1.17734560967e-13,0.25
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154423383712.0,4275907.78217,-154423383712.0,-154420360189.0,-154426407236.0,-154426104883.0,-154420662541.0,2.0,18283387361700.0,0.124993135887,1,0.125,0.00195301774823,1.17734560967e-13,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154479894591.0,1204194.67063,-154479894591.0,-154479043097.0,-154480746086.0,-154480660936.0,-154479128247.0,2.0,1450084804760.0,0.249994792742,6,0.125,0.00390616863659,1.17734560967e-13,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154538041313.0,1428934.47251,-154538041313.0,-154537030904.0,-154539051722.0,-154538950681.0,-154537131945.0,2.0,2041853726740.0,0.250004260484,11,0.125,0.00390631657006,1.17734560967e-13,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154594059276.0,412848.128256,-154594059276.0,-154593767349.0,-154594351204.0,-154594322011.0,-154593796541.0,2.0,170443577005.0,0.250005207258,16,0.125,0.00390633136341,1.17734560967e-13,0.125
1193.0,-985.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-154650848943.0,2677382.56126,-154650848943.0,-154648955747.0,-154652742138.0,-154652552818.0,-154649145067.0,2.0,7168377379350.0,0.125002603629,21,0.125,0.00195316568171,1.17734560967e-13,0.125
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035565127000.0,2615124.20995,-264035565127000.0,-264035563277000.0,-264035566976000.0,-264035566791000.0,-264035563462000.0,2.0,6838874633460.0,0.124993135887,80,0.125,0.00390603549646,1.17734560967e-13,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035629406000.0,847899.983534,-264035629406000.0,-264035628806000.0,-264035630005000.0,-264035629945000.0,-264035628866000.0,2.0,718934382077.0,0.249994792742,85,0.125,0.00781233727318,1.17734560967e-13,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035692640000.0,11317648.6747,-264035692640000.0,-264035684637000.0,-264035700643000.0,-264035699843000.0,-264035685438000.0,2.0,128089171525000.0,0.250004260484,90,0.125,0.00781263314013,1.17734560967e-13,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035739216000.0,13725650.1274,-264035739216000.0,-264035729510000.0,-264035748921000.0,-264035747951000.0,-264035730481000.0,2.0,188393471419000.0,0.250005207258,95,0.125,0.00781266272682,1.17734560967e-13,0.25
1193.0,-185.0,-9678.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035793556000.0,15721523.143,-264035793556000.0,-264035782439000.0,-264035804673000.0,-264035803561000.0,-264035783551000.0,2.0,247166289936000.0,0.125002603629,100,0.125,0.00390633136341,1.17734560967e-13,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035854542000.0,3140660.39912,-264035854542000.0,-264035852321000.0,-264035856763000.0,-264035856541000.0,-264035852543000.0,2.0,9863747742630.0,0.124993135887,54,0.25,0.00781207099292,1.17734560967e-13,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035912378000.0,1072004.92669,-264035912378000.0,-264035911620000.0,-264035913136000.0,-264035913060000.0,-264035911696000.0,2.0,1149194562840.0,0.249994792742,59,0.25,0.0156246745464,1.17734560967e-13,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264035962515000.0,10608765.1331,-264035962515000.0,-264035955013000.0,-264035970016000.0,-264035969266000.0,-264035955763000.0,2.0,112545897649000.0,0.250004260484,64,0.25,0.0156252662803,1.17734560967e-13,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036020123000.0,8721500.82432,-264036020123000.0,-264036013956000.0,-264036026290000.0,-264036025673000.0,-264036014573000.0,2.0,76064576628600.0,0.250005207258,69,0.25,0.0156253254536,1.17734560967e-13,0.25
1193.0,-385.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036086401000.0,7763857.38221,-264036086401000.0,-264036080912000.0,-264036091891000.0,-264036091342000.0,-264036081461000.0,2.0,60277481451300.0,0.125002603629,74,0.25,0.00781266272682,1.17734560967e-13,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036104052000.0,6114740.18499,-264036104052000.0,-264036099729000.0,-264036108376000.0,-264036107944000.0,-264036100161000.0,2.0,37390047529900.0,0.124993135887,28,0.25,0.00781207099292,1.17734560967e-13,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036158165000.0,1185017.20733,-264036158165000.0,-264036157327000.0,-264036159003000.0,-264036158919000.0,-264036157411000.0,2.0,1404265781670.0,0.249994792742,33,0.25,0.0156246745464,1.17734560967e-13,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036228516000.0,4508780.34418,-264036228516000.0,-264036225328000.0,-264036231704000.0,-264036231385000.0,-264036225646000.0,2.0,20329100192100.0,0.250004260484,38,0.25,0.0156252662803,1.17734560967e-13,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036279179000.0,14489622.4359,-264036279179000.0,-264036268933000.0,-264036289424000.0,-264036288400000.0,-264036269958000.0,2.0,209949158335000.0,0.250005207258,43,0.25,0.0156253254536,1.17734560967e-13,0.25
1193.0,-585.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036339154000.0,130196.013989,-264036339154000.0,-264036339062000.0,-264036339247000.0,-264036339237000.0,-264036339072000.0,2.0,16951002058.6,0.125002603629,48,0.25,0.00781266272682,1.17734560967e-13,0.25
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036362982000.0,1082776.21799,-264036362982000.0,-264036362216000.0,-264036363748000.0,-264036363671000.0,-264036362293000.0,2.0,1172404338250.0,0.124993135887,2,0.25,0.00390603549646,1.17734560967e-13,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036418644000.0,5365523.02947,-264036418644000.0,-264036414850000.0,-264036422438000.0,-264036422058000.0,-264036415229000.0,2.0,28788837379800.0,0.249994792742,7,0.25,0.00781233727318,1.17734560967e-13,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036481381000.0,6201680.0244,-264036481381000.0,-264036476996000.0,-264036485766000.0,-264036485328000.0,-264036477434000.0,2.0,38460835125000.0,0.250004260484,12,0.25,0.00781263314013,1.17734560967e-13,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036541369000.0,4221165.98676,-264036541369000.0,-264036538384000.0,-264036544354000.0,-264036544056000.0,-264036538683000.0,2.0,17818242287800.0,0.250005207258,17,0.25,0.00781266272682,1.17734560967e-13,0.125
1193.0,-785.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-264036593848000.0,10913985.2561,-264036593848000.0,-264036586131000.0,-264036601566000.0,-264036600794000.0,-264036586903000.0,2.0,119115074171000.0,0.125002603629,22,0.25,0.00390633136341,1.17734560967e-13,0.125
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527917778704000.0,17214522.1452,-527917778704000.0,-527917766531000.0,-527917790876000.0,-527917789659000.0,-527917767748000.0,2.0,296339772687000.0,0.124993135887,55,0.125,0.00390603549646,1.17734560967e-13,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527917832472000.0,9942366.55559,-527917832472000.0,-527917825442000.0,-527917839502000.0,-527917838799000.0,-527917826145000.0,2.0,98850652725700.0,0.249994792742,60,0.125,0.00781233727318,1.17734560967e-13,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527917894651000.0,6068448.3347,-527917894651000.0,-527917890360000.0,-527917898942000.0,-527917898513000.0,-527917890789000.0,2.0,36826065191000.0,0.250004260484,65,0.125,0.00781263314013,1.17734560967e-13,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527917960319000.0,4746951.36478,-527917960319000.0,-527917956963000.0,-527917963676000.0,-527917963340000.0,-527917957298000.0,2.0,22533547259600.0,0.250005207258,70,0.125,0.00781266272682,1.17734560967e-13,0.25
1193.0,-185.0,-14704.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918004030000.0,2704424.63696,-527918004030000.0,-527918002118000.0,-527918005942000.0,-527918005751000.0,-527918002309000.0,2.0,7313912616980.0,0.125002603629,75,0.125,0.00390633136341,1.17734560967e-13,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918034153000.0,992957.835268,-527918034153000.0,-527918033451000.0,-527918034855000.0,-527918034785000.0,-527918033521000.0,2.0,985965262619.0,0.124993135887,29,0.25,0.00781207099292,1.17734560967e-13,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918105819000.0,11279245.2193,-527918105819000.0,-527918097843000.0,-527918113794000.0,-527918112997000.0,-527918098641000.0,2.0,127221372718000.0,0.249994792742,34,0.25,0.0156246745464,1.17734560967e-13,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918152708000.0,10465440.9746,-527918152708000.0,-527918145308000.0,-527918160108000.0,-527918159368000.0,-527918146048000.0,2.0,109525454793000.0,0.250004260484,39,0.25,0.0156252662803,1.17734560967e-13,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918210271000.0,4063777.93843,-527918210271000.0,-527918207398000.0,-527918213145000.0,-527918212857000.0,-527918207685000.0,2.0,16514291132900.0,0.250005207258,44,0.25,0.0156253254536,1.17734560967e-13,0.25
1193.0,-385.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918266847000.0,3806266.92864,-527918266847000.0,-527918264155000.0,-527918269538000.0,-527918269269000.0,-527918264425000.0,2.0,14487667932100.0,0.125002603629,49,0.25,0.00781266272682,1.17734560967e-13,0.25
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918299896000.0,9925600.70025,-527918299896000.0,-527918292878000.0,-527918306914000.0,-527918306213000.0,-527918293579000.0,2.0,98517549260900.0,0.124993135887,3,0.25,0.00390603549646,1.17734560967e-13,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918369527000.0,1701686.10069,-527918369527000.0,-527918368324000.0,-527918370730000.0,-527918370610000.0,-527918368444000.0,2.0,2895735585290.0,0.249994792742,8,0.25,0.00781233727318,1.17734560967e-13,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918420790000.0,6027521.17099,-527918420790000.0,-527918416528000.0,-527918425053000.0,-527918424626000.0,-527918416955000.0,2.0,36331011466700.0,0.250004260484,13,0.25,0.00781263314013,1.17734560967e-13,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918474804000.0,16290652.7967,-527918474804000.0,-527918463285000.0,-527918486324000.0,-527918485172000.0,-527918464437000.0,2.0,265385368543000.0,0.250005207258,18,0.25,0.00781266272682,1.17734560967e-13,0.125
1193.0,-585.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-527918538533000.0,2121935.08452,-527918538533000.0,-527918537033000.0,-527918540034000.0,-527918539884000.0,-527918537183000.0,2.0,4502608502910.0,0.125002603629,23,0.25,0.00390633136341,1.17734560967e-13,0.125
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791799980780000.0,13126253.3424,-791799980780000.0,-791799971498000.0,-791799990062000.0,-791799989134000.0,-791799972427000.0,2.0,172298526809000.0,0.124993135887,30,0.125,0.00390603549646,1.17734560967e-13,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800049564000.0,4878771.09481,-791800049564000.0,-791800046114000.0,-791800053013000.0,-791800052668000.0,-791800046459000.0,2.0,23802407395600.0,0.249994792742,35,0.125,0.00781233727318,1.17734560967e-13,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800106915000.0,,-791800106915000.0,-791800106915000.0,-791800106915000.0,-791800106915000.0,-791800106915000.0,1.0,,0.250004260484,40,0.125,0.00781263314013,1.17734560967e-13,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800147895000.0,13295642.1861,-791800147895000.0,-791800138494000.0,-791800157297000.0,-791800156356000.0,-791800139434000.0,2.0,176774101140000.0,0.250005207258,45,0.125,0.00781266272682,1.17734560967e-13,0.25
1193.0,-185.0,-19730.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800201706000.0,2014379.72368,-791800201706000.0,-791800200282000.0,-791800203131000.0,-791800202988000.0,-791800200424000.0,2.0,4057725671180.0,0.125002603629,50,0.125,0.00390633136341,1.17734560967e-13,0.25
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800246518000.0,4224706.07266,-791800246518000.0,-791800243531000.0,-791800249505000.0,-791800249207000.0,-791800243830000.0,2.0,17848141400400.0,0.124993135887,4,0.25,0.00390603549646,1.17734560967e-13,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800301543000.0,8648639.12737,-791800301543000.0,-791800295428000.0,-791800307659000.0,-791800307047000.0,-791800296039000.0,2.0,74798958755500.0,0.249994792742,9,0.25,0.00781233727318,1.17734560967e-13,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800357712000.0,10782105.1789,-791800357712000.0,-791800350088000.0,-791800365336000.0,-791800364574000.0,-791800350850000.0,2.0,116253792090000.0,0.250004260484,14,0.25,0.00781263314013,1.17734560967e-13,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800406792000.0,10826627.7155,-791800406792000.0,-791800399136000.0,-791800414447000.0,-791800413682000.0,-791800399902000.0,2.0,117215867690000.0,0.250005207258,19,0.25,0.00781266272682,1.17734560967e-13,0.125
1193.0,-385.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-791800466190000.0,8432676.43042,-791800466190000.0,-791800460227000.0,-791800472153000.0,-791800471557000.0,-791800460824000.0,2.0,71110031780100.0,0.125002603629,24,0.25,0.00390633136341,1.17734560967e-13,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055682169580000.0,11240883.5716,-1055682169580000.0,-1055682161630000.0,-1055682177530000.0,-1055682176740000.0,-1055682162430000.0,2.0,126357463470000.0,0.124993135887,5,0.125,0.00195301774823,1.17734560967e-13,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,132030.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055682222150000.0,8586247.56053,-1055682222150000.0,-1055682216080000.0,-1055682228220000.0,-1055682227620000.0,-1055682216690000.0,2.0,73723647170800.0,0.249994792742,10,0.125,0.00390616863659,1.17734560967e-13,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,264059.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055682291980000.0,9718476.04257,-1055682291980000.0,-1055682285110000.0,-1055682298850000.0,-1055682298170000.0,-1055682285800000.0,2.0,94448776590000.0,0.250004260484,15,0.125,0.00390631657006,1.17734560967e-13,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,396089.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055682346530000.0,18330026.8889,-1055682346530000.0,-1055682333570000.0,-1055682359490000.0,-1055682358190000.0,-1055682334860000.0,2.0,335989885749000.0,0.250005207258,20,0.125,0.00390633136341,1.17734560967e-13,0.125
1193.0,-185.0,-24756.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,528119.0,1e+200,-1e+200,ref,braidwood,illinois,covid,-1055682404050000.0,7081652.22811,-1055682404050000.0,-1055682399040000.0,-1055682409050000.0,-1055682408550000.0,-1055682399540000.0,2.0,50149798279900.0,0.125002603629,25,0.125,0.00195316568171,1.17734560967e-13,0.125
