smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight-ft_capacity,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity,ProbabilityWeight
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,100264665.025,3718840.06966,100264665.025,102894282.057,97635047.994,97898009.6971,102631320.354,2.0,13829771463700.0,1.2171516948100001e-13,0.166668806079,213,0.166668822236,0.166693548387,0.00463049566916
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,94563230.358,8665001.64676,94563230.358,100690311.781,88436148.9346,89048857.0769,100077603.639,2.0,75082253538300.0,1.2171516948100001e-13,0.16666559696,250,0.0833282383511,0.166693548387,0.00231503176341
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,89293473.78,5088337.58408,89293473.78,92891471.7907,85695475.7693,86055275.5704,92531671.9896,2.0,25891179369600.0,1.2171516948100001e-13,0.166668806079,236,0.166668822236,0.166693548387,0.00463049566916
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,73004639.8352,3221115.65935,73004639.8352,75282312.5609,70726967.1095,70954734.382,75054545.2883,2.0,10375586090900.0,1.2171516948100001e-13,0.16666559696,257,0.16666294341,0.166693548387,0.00463024318543
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,71713318.7529,2894991.6679,71713318.7529,73760386.9927,69666250.513,69870957.337,73555680.1688,2.0,8380976757230.0,1.2171516948100001e-13,0.166668806079,228,0.166668822236,0.166612903226,0.00462825546806
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,69000470.8449,4219012.37552,69000470.8449,71983763.1056,66017178.5843,66315507.8103,71685433.8795,2.0,17800065424800.0,1.2171516948100001e-13,0.16666559696,176,0.166668822236,0.0833064516129,0.00231408317673
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,52944130.5169,8014718.0351,52944130.5169,58611391.9888,47276869.045,47843595.1922,58044665.8416,2.0,64235705182200.0,1.2171516948100001e-13,0.166668806079,205,0.16666294341,0.166693548387,0.00463033234001
720.0,-601.8,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,42255696.8415,873143.967517,42255696.8415,42873102.8619,41638290.8211,41700031.4231,42811362.2598,2.0,762380388012.0,1.2171516948100001e-13,0.16666559696,191,0.0833341171768,0.166693548387,0.00231519508941
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,38472061.4169,6030111.36742,38472061.4169,42735994.0561,34208128.7777,34634522.0416,42309600.7922,2.0,36362243103400.0,1.2171516948100001e-13,0.166668806079,220,0.166668234354,0.166693548387,0.00463047933624
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,37546303.6184,550325.456803,37546303.6184,37935442.4808,37157164.756,37196078.6423,37896528.5945,2.0,302858108406.0,1.2171516948100001e-13,0.16666559696,272,0.166668234354,0.166693548387,0.00463039017883
720.0,-291.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,33548011.6885,434656.020215,33548011.6885,33855359.9079,33240663.4691,33271398.291,33824625.0859,2.0,188925855909.0,1.2171516948100001e-13,0.166668806079,243,0.0833341171768,0.166693548387,0.00231523966812
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,18064854.9108,6651044.35413,18064854.9108,22767853.4756,13361856.346,13832156.2025,22297553.6191,2.0,44236391000600.0,1.2171516948100001e-13,0.16666559696,264,0.166668822236,0.166693548387,0.00463040651143
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,17892911.5577,1000080.29725,17892911.5577,18600075.1176,17185747.9978,17256464.3537,18529358.7616,2.0,1000160600950.0,1.2171516948100001e-13,0.166668806079,198,0.0833282383511,0.166693548387,0.00231507633897
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,12845509.6272,4815559.12599,12845509.6272,16250624.1404,9440395.114,9780906.56532,15910112.6891,2.0,23189609696000.0,1.2171516948100001e-13,0.166668806079,235,0.166668822236,0.166612903226,0.00462825546806
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,3667457.70868,1808806.54542,3667457.70868,4946477.0828,2388438.33456,2516340.27197,4818575.14539,2.0,3271781118760.0,0.0,0.0833311939206,308,0.16666294341,0.0833064516129,0.00115697849876
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,1002749.62731,2043907.20477,1002749.62731,2448010.27192,-442511.017299,-297984.952838,2303484.20745,2.0,4177556661700.0,1.2171516948100001e-13,0.16666559696,183,0.166668822236,0.0833064516129,0.00231408317673
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-7321332.30605,432758.300542,-7321332.30605,-7015325.97713,-7627338.63498,-7596738.00209,-7045926.61002,2.0,187279746688.0,1.2171516948100001e-13,0.166668806079,212,0.166668822236,0.166693548387,0.00463049566916
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-23328760.7425,5272708.79636,-23328760.7425,-19600392.5973,-27057128.8876,-26684292.0731,-19973229.4119,2.0,27801458051200.0,1.2171516948100001e-13,0.166668806079,227,0.166668822236,0.166693548387,0.00463049566916
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-23600485.4119,8316372.60093,-23600485.4119,-17719921.9509,-29481048.8729,-28892992.5268,-18307978.297,2.0,69162053237500.0,1.2171516948100001e-13,0.16666559696,279,0.166668822236,0.166693548387,0.00463040651143
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-32892900.7587,1769404.07962,-32892900.7587,-31641743.1354,-34144058.3821,-34018942.6197,-31766858.8977,2.0,3130790796960.0,1.2171516948100001e-13,0.16666559696,256,0.16666294341,0.166612903226,0.00462800310648
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-41808609.7013,369870.009097,-41808609.7013,-41547072.1097,-42070147.2929,-42043993.5337,-41573225.8689,2.0,136803823629.0,1.2171516948100001e-13,0.16666559696,249,0.0833282383511,0.166612903226,0.0023139117674
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-49009519.8069,9920318.97496,-49009519.8069,-41994794.9882,-56024244.6256,-55322772.1438,-42696267.4701,2.0,98412728565000.0,1.2171516948100001e-13,0.16666559696,271,0.166668234354,0.166693548387,0.00463039017883
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-51719479.3752,2626587.86462,-51719479.3752,-49862201.2848,-53576757.4657,-53391029.6567,-50047929.0938,2.0,6898963810570.0,1.2171516948100001e-13,0.166668806079,204,0.16666294341,0.0833064516129,0.00231404610896
720.0,-395.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-52188731.2271,1849975.02609,-52188731.2271,-50880601.3411,-53496861.1131,-53366048.1245,-51011414.3297,2.0,3422407597160.0,1.2171516948100001e-13,0.166668806079,242,0.0833341171768,0.166612903226,0.00231411957152
720.0,-705.1,-9928.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-63396420.0421,2851253.34823,-63396420.0421,-61380279.4647,-65412560.6195,-65210946.5618,-61581893.5224,2.0,8129645655790.0,1.2171516948100001e-13,0.16666559696,190,0.0833341171768,0.0833064516129,0.00115703750719
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-64013692.7566,8233657.10702,-64013692.7566,-58191617.9822,-69835767.5309,-69253560.0535,-58773825.4597,2.0,67793109355900.0,0.0,0.0833311939206,300,0.0833282383511,0.166693548387,0.00115749359393
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-68239770.0764,8596653.63508,-68239770.0764,-62161017.9956,-74318522.1573,-73710646.9492,-62768893.2036,2.0,73902453721600.0,0.0,0.0833311939206,315,0.166668822236,0.0833064516129,0.00115701930972
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-74258046.0714,2830684.28413,-74258046.0714,-72256450.0187,-76259642.1241,-76059482.5188,-72456609.624,2.0,8012773516420.0,1.2171516948100001e-13,0.166668806079,219,0.166668234354,0.166693548387,0.00463047933624
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-85787370.7687,592716.132273,-85787370.7687,-85368257.1722,-86206484.3651,-86164573.0055,-85410168.5319,2.0,351312413456.0,1.2171516948100001e-13,0.16666559696,286,0.166668822236,0.166693548387,0.00463040651143
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-86562706.4564,3804937.08251,-86562706.4564,-83872209.6434,-89253203.2695,-88984153.5882,-84141259.3247,2.0,14477546201900.0,1.2171516948100001e-13,0.166668806079,234,0.166668822236,0.166693548387,0.00463049566916
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-90426903.5671,2035287.94562,-90426903.5671,-88987737.6591,-91866069.4751,-91722152.8843,-89131654.2499,2.0,4142397021570.0,1.2171516948100001e-13,0.16666559696,263,0.166668822236,0.166612903226,0.00462816635347
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-95785945.0708,1090937.56591,-95785945.0708,-95014535.7201,-96557354.4215,-96480213.4864,-95091676.6552,2.0,1190144772710.0,1.2171516948100001e-13,0.166668806079,197,0.0833282383511,0.0833064516129,0.0011569781607
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-104483666.807,4278943.65225,-104483666.807,-101457996.734,-107509336.879,-107206769.872,-101760563.741,2.0,18309358779200.0,0.0,0.0833311939206,307,0.16666294341,0.166693548387,0.00231507701542
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-113579107.702,465221.469523,-113579107.702,-113250146.446,-113908068.958,-113875172.832,-113283042.571,2.0,216431015705.0,1.2171516948100001e-13,0.16666559696,278,0.166668822236,0.166693548387,0.00463040651143
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-114934788.878,514631.401174,-114934788.878,-114570889.524,-115298688.232,-115262298.296,-114607279.46,2.0,264845479074.0,1.2171516948100001e-13,0.166668806079,211,0.166668822236,0.0833064516129,0.00231412773403
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-124132775.519,4110492.53304,-124132775.519,-121226218.375,-127039332.663,-126748676.949,-121516874.089,2.0,16896148864200.0,0.0,0.0833311939206,322,0.166668234354,0.0833064516129,0.00115701522862
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-136040736.004,324895.56134,-136040736.004,-135811000.15,-136270471.859,-136247498.273,-135833973.735,2.0,105557125778.0,1.2171516948100001e-13,0.166668806079,226,0.166668822236,0.166693548387,0.00463049566916
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-142752323.724,1257063.01961,-142752323.724,-141863445.938,-143641201.509,-143552313.731,-141952333.717,2.0,1580207435280.0,1.2171516948100001e-13,0.16666559696,255,0.16666294341,0.166693548387,0.00463024318543
720.0,-188.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-146290526.038,5164627.51596,-146290526.038,-142638582.899,-149942469.177,-149577274.863,-143003777.213,2.0,26673377378600.0,1.2171516948100001e-13,0.16666559696,293,0.0833341171768,0.166693548387,0.00231519508941
720.0,-498.4,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-146747107.809,3060864.26821,-146747107.809,-144582749.928,-148911465.689,-148695029.901,-144799185.716,2.0,9368890068390.0,1.2171516948100001e-13,0.166668806079,241,0.0833341171768,0.166693548387,0.00231523966812
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-152156484.433,1725247.9488,-152156484.433,-150936549.909,-153376418.957,-153254425.504,-151058543.361,2.0,2976480484820.0,1.2171516948100001e-13,0.16666559696,270,0.166668234354,0.166612903226,0.00462815002877
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-160636889.787,2607390.9032,-160636889.787,-158793185.998,-162480593.576,-162296223.197,-158977556.377,2.0,6798487322070.0,1.2171516948100001e-13,0.16666559696,248,0.0833282383511,0.166693548387,0.00231503176341
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-166267762.379,1465107.83139,-166267762.379,-165231774.696,-167303750.062,-167200151.294,-165335373.465,2.0,2146540957590.0,0.0,0.0833311939206,314,0.166668822236,0.166693548387,0.00231515867685
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-175030589.965,1781626.45841,-175030589.965,-173770789.815,-176290390.115,-176164410.1,-173896769.83,2.0,3174192837290.0,1.2171516948100001e-13,0.16666559696,285,0.166668822236,0.166693548387,0.00463040651143
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-178380485.788,1469030.34805,-178380485.788,-177341724.468,-179419247.109,-179315370.977,-177445600.6,2.0,2158050163510.0,1.2171516948100001e-13,0.166668806079,218,0.166668234354,0.0833064516129,0.00231411957152
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-190253090.986,2953821.40021,-190253090.986,-188164423.844,-192341758.129,-192132891.414,-188373290.558,2.0,8725060864330.0,0.0,0.0833311939206,329,0.166668822236,0.0833064516129,0.00115701930972
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-193530174.207,351614.568185,-193530174.207,-193281545.162,-193778803.253,-193753940.348,-193306408.066,2.0,123632804560.0,1.2171516948100001e-13,0.166668806079,233,0.166668822236,0.166693548387,0.00463049566916
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-193632393.886,4126719.07014,-193632393.886,-190714362.847,-196550424.924,-196258621.821,-191006165.951,2.0,17029810283900.0,0.0,0.0833311939206,299,0.0833282383511,0.166693548387,0.00115749359393
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-206231480.347,5204199.82208,-206231480.347,-202551555.363,-209911405.332,-209543412.834,-202919547.861,2.0,27083695788200.0,1.2171516948100001e-13,0.16666559696,262,0.166668822236,0.166693548387,0.00463040651143
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-214293997.151,3839401.53855,-214293997.151,-211579130.287,-217008864.015,-216737377.328,-211850616.974,2.0,14741004174200.0,0.0,0.0833311939206,306,0.16666294341,0.166693548387,0.00231507701542
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-217130706.751,10105362.1242,-217130706.751,-209985136.666,-224276276.835,-223561719.827,-210699693.675,2.0,102118343661000.0,1.2171516948100001e-13,0.16666559696,277,0.166668822236,0.166612903226,0.00462816635347
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-225958641.397,4006749.26482,-225958641.397,-223125441.822,-228791840.973,-228508521.015,-223408761.779,2.0,16054039671200.0,0.0,0.0833311939206,321,0.166668234354,0.166693548387,0.00231515051071
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239348088.814,4083769.02564,-239348088.814,-236460428.043,-242235749.585,-241946983.508,-236749194.12,2.0,16677169454800.0,1.2171516948100001e-13,0.166668806079,225,0.166668822236,0.0833064516129,0.00231412773403
720.0,-291.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-240000876.713,1672973.37066,-240000876.713,-238817905.898,-241183847.528,-241065550.447,-238936202.98,2.0,2798839898950.0,1.2171516948100001e-13,0.16666559696,292,0.0833341171768,0.166693548387,0.00231519508941
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-241124036.779,6387961.77032,-241124036.779,-236607065.693,-245641007.864,-245189310.756,-237058762.801,2.0,40806055579100.0,0.0,0.0833311939206,336,0.166668822236,0.0833064516129,0.00115701930972
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-249327832.61,1300659.8642,-249327832.61,-248408127.2,-250247538.02,-250155567.479,-248500097.741,2.0,1691716082330.0,1.2171516948100001e-13,0.16666559696,254,0.16666294341,0.166693548387,0.00463024318543
720.0,-601.8,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-256748733.629,6192445.56635,-256748733.629,-252370013.377,-261127453.881,-260689581.856,-252807885.402,2.0,38346382092200.0,1.2171516948100001e-13,0.166668806079,240,0.0833341171768,0.166693548387,0.00231523966812
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-269929156.918,2317418.84516,-269929156.918,-268290494.338,-271567819.499,-271403953.24,-268454360.596,2.0,5370430103910.0,1.2171516948100001e-13,0.16666559696,269,0.166668234354,0.166693548387,0.00463039017883
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-271633765.558,1680553.25153,-271633765.558,-270445434.958,-272822096.159,-272703263.098,-270564268.018,2.0,2824259231220.0,1.2171516948100001e-13,0.16666559696,284,0.166668822236,0.166612903226,0.00462816635347
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-279336477.561,5552642.26392,-279336477.561,-275410166.562,-283262788.559,-282870157.459,-275802797.662,2.0,30831836111100.0,1.2171516948100001e-13,0.16666559696,247,0.0833282383511,0.166693548387,0.00231503176341
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-284419461.056,9316263.21729,-284419461.056,-277831868.159,-291007053.952,-290348294.662,-278490627.449,2.0,86792760333800.0,0.0,0.0833311939206,328,0.166668822236,0.166693548387,0.00231515867685
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-296555601.101,2067158.92592,-296555601.101,-295093899.007,-298017303.196,-297871132.986,-295240069.217,2.0,4273146025010.0,0.0,0.0833311939206,313,0.166668822236,0.166693548387,0.00231515867685
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-297736960.223,6815903.73222,-297736960.223,-292917388.474,-302556531.972,-302074574.797,-293399345.649,2.0,46456543686900.0,0.0,0.0833311939206,343,0.0833341171768,0.0833064516129,0.000578507614311
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-301368843.458,3867376.2367,-301368843.458,-298634195.496,-304103491.421,-303830026.625,-298907660.292,2.0,14956598956200.0,1.2171516948100001e-13,0.166668806079,232,0.166668822236,0.0833064516129,0.00231412773403
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,567013.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-320316009.426,3443532.51979,-320316009.426,-317881064.23,-322750954.622,-322507460.103,-318124558.75,2.0,11857916214800.0,1.2171516948100001e-13,0.16666559696,276,0.166668822236,0.166693548387,0.00463040651143
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-320577918.563,8998488.60644,-320577918.563,-314215026.249,-326940810.877,-326304521.646,-314851315.481,2.0,80972797200200.0,1.2171516948100001e-13,0.16666559696,261,0.166668822236,0.166693548387,0.00463040651143
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-330170036.904,7050785.09302,-330170036.904,-325184378.952,-335155694.856,-334657129.061,-325682944.748,2.0,49713570428000.0,0.0,0.0833311939206,298,0.0833282383511,0.166612903226,0.0011569336067
720.0,-395.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-343721339.007,5140808.96582,-343721339.007,-340086238.126,-347356439.887,-346992929.799,-340449748.214,2.0,26427916823100.0,0.0,0.0833311939206,305,0.16666294341,0.166612903226,0.00231395699751
720.0,-395.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-344443928.607,4885193.51763,-344443928.607,-340989575.143,-347898282.071,-347552846.724,-341335010.49,2.0,23865115704700.0,1.2171516948100001e-13,0.16666559696,291,0.0833341171768,0.166612903226,0.00231407501438
720.0,-291.8,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-346554054.437,3925065.36716,-346554054.437,-343778614.099,-349329494.774,-349051950.741,-344056158.133,2.0,15406138136400.0,0.0,0.0833311939206,320,0.166668234354,0.166693548387,0.00231515051071
720.0,-188.4,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-347160680.168,1257032.65202,-347160680.168,-346271823.856,-348049536.481,-347960650.85,-346360709.487,2.0,1580131088250.0,0.0,0.0833311939206,335,0.166668822236,0.166693548387,0.00231515867685
720.0,-705.1,-7332.1,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,850520.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-366230113.648,6038709.09107,-366230113.648,-361960101.5,-370500125.796,-370073124.581,-362387102.715,2.0,36466007486600.0,1.2171516948100001e-13,0.166668806079,239,0.0833341171768,0.0833064516129,0.00115705978576
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,141753.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-371936308.382,1373953.14318,-371936308.382,-370964776.797,-372907839.967,-372810686.808,-371061929.956,2.0,1887747239640.0,1.2171516948100001e-13,0.16666559696,253,0.16666294341,0.0833064516129,0.00231400155324
720.0,-601.8,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-386278824.202,938370.02566,-386278824.202,-385615296.393,-386942352.01,-386875999.229,-385681649.174,2.0,880538305058.0,1.2171516948100001e-13,0.16666559696,268,0.166668234354,0.166693548387,0.00463039017883
720.0,-498.4,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,708767.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-397441788.344,431431.209073,-397441788.344,-397136720.41,-397746856.277,-397716349.484,-397167227.203,2.0,186132888162.0,1.2171516948100001e-13,0.16666559696,283,0.166668822236,0.166693548387,0.00463040651143
720.0,-705.1,-4735.3,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-402674305.15,6849474.0467,-402674305.15,-397830995.604,-407517614.696,-407033283.742,-398315326.559,2.0,46915294716400.0,1.2171516948100001e-13,0.16666559696,246,0.0833282383511,0.0833064516129,0.0011569558837
