smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-htse_capacity
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2125003365.65,11056869.7179,-2125003365.65,-2117184978.09,-2132821753.2,-2132039914.45,-2117966816.85,2.0,122254367958000.0,267,0.142857142857,0.00291457861599,2.43433201164e-13,0.142848912404,0.142822580645
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2148809027.95,9025232.44054,-2148809027.95,-2142427224.89,-2155190831.01,-2154552650.7,-2143065405.19,2.0,81454820605800.0,275,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-705.1,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2152437479.78,3341655.74373,-2152437479.78,-2150074572.34,-2154800387.21,-2154564096.47,-2150310863.08,2.0,11166663109600.0,241,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-439.4,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2152761154.35,7860221.0525,-2152761154.35,-2147203138.74,-2158319169.96,-2157763368.4,-2147758940.3,2.0,61783074994200.0,292,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2181349768.92,24709984.3873,-2181349768.92,-2163877171.4,-2198822366.44,-2197075106.69,-2165624431.15,2.0,610583328421000.0,259,0.142857142857,0.00145715736474,2.43433201164e-13,0.071417989418,0.142822580645
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2184178970.0,5441262.31704,-2184178970.0,-2180331416.51,-2188026523.48,-2187641768.13,-2180716171.86,2.0,29607335602900.0,283,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-705.1,-11041.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2191820253.36,4420448.86099,-2191820253.36,-2188694523.99,-2194945982.73,-2194633409.79,-2189007096.93,2.0,19540368132600.0,249,0.142857142857,0.000729122094079,2.43433201164e-13,0.0714309229865,0.0714516129032
720.0,-439.4,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2199930442.24,12119549.1563,-2199930442.24,-2191360626.84,-2208500257.63,-2207643276.09,-2192217608.38,2.0,146883471751000.0,308,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2209868568.58,3591826.50324,-2209868568.58,-2207328763.7,-2212408373.46,-2212154392.97,-2207582744.19,2.0,12901217629400.0,266,0.142857142857,0.00291457861599,2.43433201164e-13,0.142848912404,0.142822580645
720.0,-439.4,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2211066239.3,331246.37068,-2211066239.3,-2210832012.75,-2211300465.86,-2211277043.2,-2210855435.4,2.0,109724158088.0,316,0.142857142857,0.00145824418816,2.43433201164e-13,0.0714309229865,0.142903225806
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2230287061.0,2421648.20726,-2230287061.0,-2228574697.13,-2231999424.87,-2231828188.48,-2228745933.52,2.0,5864380039750.0,274,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2235349779.23,25596913.1494,-2235349779.23,-2217250028.36,-2253449530.09,-2251639555.01,-2219060003.45,2.0,655201962776000.0,291,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2257197209.13,3285797.32266,-2257197209.13,-2254873799.56,-2259520618.7,-2259288277.74,-2255106140.52,2.0,10796464045600.0,299,0.142857142857,0.00291479452315,2.43433201164e-13,0.142859494415,0.142822580645
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2257910486.2,20873131.9521,-2257910486.2,-2243150953.05,-2272670019.34,-2271194066.03,-2244626906.36,2.0,435687637489000.0,325,0.142857142857,0.00145798015263,2.43433201164e-13,0.071417989418,0.142903225806
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2259206595.27,4711471.71792,-2259206595.27,-2255875081.67,-2262538108.87,-2262204957.51,-2256208233.03,2.0,22197965748700.0,333,0.142857142857,0.00291622434079,2.43433201164e-13,0.142848912404,0.142903225806
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2269904157.73,16880044.7377,-2269904157.73,-2257968163.63,-2281840151.83,-2280646552.42,-2259161763.04,2.0,284935910346000.0,341,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2271236234.42,7014373.68009,-2271236234.42,-2266276323.23,-2276196145.62,-2275700154.5,-2266772314.35,2.0,49201438123900.0,258,0.142857142857,0.00145715736474,2.43433201164e-13,0.071417989418,0.142822580645
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2271857954.07,17524572.1686,-2271857954.07,-2259466210.25,-2284249697.89,-2283010523.51,-2260705384.64,2.0,307110629693000.0,307,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2280768449.82,13545465.2422,-2280768449.82,-2271190359.49,-2290346540.15,-2289388731.11,-2272148168.52,2.0,183479628629000.0,282,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2287826676.8,14450412.3015,-2287826676.8,-2277608692.27,-2298044661.33,-2297022862.88,-2278630490.72,2.0,208814415683000.0,349,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2293374041.17,10459402.2687,-2293374041.17,-2285978126.9,-2300769955.44,-2300030364.02,-2286717718.33,2.0,109399095818000.0,265,0.142857142857,0.0014581121704,2.43433201164e-13,0.142848912404,0.0714516129032
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2296374909.31,24224112.4097,-2296374909.31,-2279245875.15,-2313503943.46,-2311791040.05,-2280958778.57,2.0,586807622039000.0,290,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2313085668.09,13074598.507,-2313085668.09,-2303840530.83,-2322330805.36,-2321406291.63,-2304765044.55,2.0,170945126120000.0,332,0.142857142857,0.00291622434079,2.43433201164e-13,0.142848912404,0.142903225806
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2319095823.04,8254559.41165,-2319095823.04,-2313258968.11,-2324932677.98,-2324348992.48,-2313842653.6,2.0,68137751080500.0,298,0.142857142857,0.00291479452315,2.43433201164e-13,0.142859494415,0.142822580645
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2326877491.79,6519047.88922,-2326877491.79,-2322267828.82,-2331487154.76,-2331026188.46,-2322728795.11,2.0,42497985382000.0,357,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-528.0,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2335901225.41,5520818.16065,-2335901225.41,-2331997417.45,-2339805033.37,-2339414652.57,-2332387798.25,2.0,30479433163000.0,315,0.142857142857,0.00145742125126,2.43433201164e-13,0.0714309229865,0.142822580645
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2342349981.5,62467.7609398,-2342349981.5,-2342305810.12,-2342394152.88,-2342389735.74,-2342310227.26,2.0,3902221156.83,365,0.142857142857,0.00291644036986,2.43433201164e-13,0.142859494415,0.142903225806
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2343415445.33,16840364.1252,-2343415445.33,-2331507509.66,-2355323381.01,-2354132587.44,-2332698303.23,2.0,283597863870000.0,273,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2346656731.57,288750.83502,-2346656731.57,-2346452553.89,-2346860909.24,-2346840491.47,-2346472971.66,2.0,83377044724.6,281,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2347204876.42,7769930.25891,-2347204876.42,-2341710706.04,-2352699046.79,-2352149629.76,-2342260123.08,2.0,60371816228300.0,324,0.142857142857,0.00145798015263,2.43433201164e-13,0.071417989418,0.142903225806
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2363465408.53,13531190.8404,-2363465408.53,-2353897411.73,-2373033405.33,-2372076605.65,-2354854211.41,2.0,183093125558000.0,306,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2368196262.78,2563784.27037,-2368196262.78,-2366383393.54,-2370009132.03,-2369827845.1,-2366564680.46,2.0,6572989784990.0,257,0.142857142857,0.000728990076317,2.43433201164e-13,0.071417989418,0.0714516129032
720.0,-616.5,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2368477217.53,546367.241955,-2368477217.53,-2368090877.55,-2368863557.51,-2368824923.51,-2368129511.55,2.0,298517163081.0,314,0.142857142857,0.00145742125126,2.43433201164e-13,0.0714309229865,0.142822580645
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2370208734.73,7347956.8936,-2370208734.73,-2365012944.58,-2375404524.88,-2374884945.86,-2365532523.6,2.0,53992470510200.0,373,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2371411497.77,9842463.41997,-2371411497.77,-2364451825.15,-2378371170.4,-2377675203.14,-2365147792.41,2.0,96874086173500.0,340,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2373818268.24,4557742.25287,-2373818268.24,-2370595457.78,-2377041078.69,-2376718797.65,-2370917738.83,2.0,20773014443600.0,348,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2392819415.52,3276297.17815,-2392819415.52,-2390502723.57,-2395136107.47,-2394904438.28,-2390734392.76,2.0,10734123199500.0,356,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-350.8,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2397802982.0,7261802.28479,-2397802982.0,-2392668112.36,-2402937851.64,-2402424364.68,-2393181599.33,2.0,52733772423400.0,381,0.142857142857,0.00145824418816,2.43433201164e-13,0.0714309229865,0.142903225806
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2398832013.05,35113011.0757,-2398832013.05,-2374003364.82,-2423660661.29,-2421177796.47,-2376486229.64,2.0,1232923546800000.0,289,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2412318326.22,13846657.5653,-2412318326.22,-2402527260.76,-2422109391.69,-2421130285.14,-2403506367.31,2.0,191729925729000.0,331,0.142857142857,0.00291457861599,2.43433201164e-13,0.142848912404,0.142822580645
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2419332613.22,24195032.223,-2419332613.22,-2402224141.87,-2436441084.58,-2434730237.44,-2403934989.0,2.0,585399584271000.0,297,0.142857142857,0.00145822018493,2.43433201164e-13,0.142859494415,0.0714516129032
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2440528823.8,4596695.8554,-2440528823.8,-2437278468.99,-2443779178.61,-2443454143.13,-2437603504.47,2.0,21129612787100.0,364,0.142857142857,0.00291644036986,2.43433201164e-13,0.142859494415,0.142903225806
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2443595974.87,25540668.7985,-2443595974.87,-2425535994.76,-2461655954.97,-2459849956.96,-2427341992.77,2.0,652325762675000.0,305,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2448481653.22,166245.598232,-2448481653.22,-2448364099.83,-2448599206.61,-2448587451.27,-2448375855.17,2.0,27637598931.5,372,0.142857142857,0.00291646437308,2.43433201164e-13,0.142860670194,0.142903225806
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2449498073.02,906470.831559,-2449498073.02,-2448857101.35,-2450139044.69,-2450074947.52,-2448921198.51,2.0,821689368468.0,339,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2461428997.87,9547647.11241,-2461428997.87,-2454677791.85,-2468180203.89,-2467505083.29,-2455352912.46,2.0,91157565383100.0,347,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2472060131.19,14292389.9942,-2472060131.19,-2461953885.3,-2482166377.07,-2481155752.48,-2462964509.89,2.0,204272411745000.0,323,0.142857142857,0.00145715736474,2.43433201164e-13,0.071417989418,0.142822580645
720.0,-705.1,-8816.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2472163405.88,1601225.1829,-2472163405.88,-2471031168.7,-2473295643.07,-2473182419.35,-2471144392.42,2.0,2563922086360.0,313,0.142857142857,0.000729122094079,2.43433201164e-13,0.0714309229865,0.0714516129032
720.0,-439.4,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2482573996.45,6558694.86886,-2482573996.45,-2477936298.83,-2487211694.07,-2486747924.31,-2478400068.6,2.0,43016478382900.0,380,0.142857142857,0.00145824418816,2.43433201164e-13,0.0714309229865,0.142903225806
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2516892636.49,457693.415126,-2516892636.49,-2516568998.37,-2517216274.61,-2517183910.8,-2516601362.18,2.0,209483262250.0,363,0.142857142857,0.00291479452315,2.43433201164e-13,0.142859494415,0.142822580645
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2525573486.55,12559803.0385,-2525573486.55,-2516692364.65,-2534454608.45,-2533566496.26,-2517580476.84,2.0,157748652365000.0,355,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2526692878.89,22871882.6284,-2526692878.89,-2510520015.58,-2542865742.19,-2541248455.86,-2512137301.91,2.0,523123014966000.0,338,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2546042547.96,20079604.3595,-2546042547.96,-2531844123.56,-2560240972.37,-2558821129.93,-2533263966.0,2.0,403190511235000.0,371,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2548100256.42,3293066.23946,-2548100256.42,-2545771706.95,-2550428805.89,-2550195950.94,-2546004561.9,2.0,10844285257400.0,330,0.142857142857,0.00291457861599,2.43433201164e-13,0.142848912404,0.142822580645
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2548463453.95,6409578.91436,-2548463453.95,-2543931197.23,-2552995710.66,-2552542484.99,-2544384422.91,2.0,41082701859400.0,346,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2561947183.06,10538122.4439,-2561947183.06,-2554495605.22,-2569398760.9,-2568653603.12,-2555240763.0,2.0,111052024642000.0,322,0.142857142857,0.00145715736474,2.43433201164e-13,0.071417989418,0.142822580645
720.0,-528.0,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2562433360.73,9270386.28114,-2562433360.73,-2555878207.72,-2568988513.73,-2568332998.43,-2556533723.02,2.0,85940061801500.0,379,0.142857142857,0.00145742125126,2.43433201164e-13,0.0714309229865,0.142822580645
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2578021287.8,2091081.81713,-2578021287.8,-2576542669.67,-2579499905.94,-2579352044.12,-2576690531.48,2.0,4372623165920.0,354,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2605905354.96,27086021.0784,-2605905354.96,-2586752645.78,-2625058064.14,-2623142793.22,-2588667916.7,2.0,733652537857000.0,329,0.142857142857,0.0014581121704,2.43433201164e-13,0.142848912404,0.0714516129032
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2630662335.71,8549539.51122,-2630662335.71,-2624616898.35,-2636707773.08,-2636103229.34,-2625221442.09,2.0,73094625853900.0,337,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2631710134.95,13008513.2818,-2631710134.95,-2622511726.99,-2640908542.9,-2639988702.1,-2623431567.79,2.0,169221417802000.0,362,0.142857142857,0.00291479452315,2.43433201164e-13,0.142859494415,0.142822580645
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2649802433.72,27674161.7294,-2649802433.72,-2630233846.3,-2669371021.14,-2667414162.4,-2632190705.04,2.0,765859227426000.0,345,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2667314644.35,29442813.5028,-2667314644.35,-2646495431.27,-2688133857.44,-2686051936.13,-2648577352.58,2.0,866879266962000.0,370,0.142857142857,0.00291481851283,2.43433201164e-13,0.142860670194,0.142822580645
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2675292649.34,22720490.193,-2675292649.34,-2659226836.66,-2691358462.03,-2689751880.76,-2660833417.92,2.0,516220674610000.0,321,0.142857142857,0.000728990076317,2.43433201164e-13,0.071417989418,0.0714516129032
720.0,-616.5,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2680200455.38,11015297.7771,-2680200455.38,-2672411463.62,-2687989447.13,-2687210547.96,-2673190362.8,2.0,121336785118000.0,378,0.142857142857,0.00145742125126,2.43433201164e-13,0.0714309229865,0.142822580645
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,243006.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2686714227.14,6218919.69914,-2686714227.14,-2682316786.85,-2691111667.43,-2690671923.4,-2682756530.88,2.0,38674962224300.0,353,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,303757.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2705790839.37,9773108.70128,-2705790839.37,-2698880207.93,-2712701470.8,-2712010407.66,-2699571271.07,2.0,95513653687100.0,361,0.142857142857,0.00145822018493,2.43433201164e-13,0.142859494415,0.0714516129032
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,364508.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2741997189.55,36224031.7266,-2741997189.55,-2716382931.08,-2767611448.03,-2765050022.18,-2718944356.92,2.0,1312180474530000.0,369,0.142857142857,0.00145823218654,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-705.1,-6590.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,425260.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2773148329.46,5997586.62344,-2773148329.46,-2768907395.28,-2777389263.63,-2776965170.21,-2769331488.7,2.0,35971045305600.0,377,0.142857142857,0.000729122094079,2.43433201164e-13,0.0714309229865,0.0714516129032
720.0,-705.1,-4364.4,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2946104183.25,3661720.21669,-2946104183.25,-2943514956.05,-2948693410.44,-2948434487.72,-2943773878.77,2.0,13408194945300.0,385,0.142857142857,0.000728990076317,2.43433201164e-13,0.071417989418,0.0714516129032
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3560859508.92,0.0,-3560859508.92,-3560859508.92,-3560859508.92,-3560859508.92,-3560859508.92,2.0,0.0,1,0.0714285714286,0.000364495038159,2.43433201164e-13,0.071417989418,0.0714516129032
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60751.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3589095652.68,0.0,-3589095652.68,-3589095652.68,-3589095652.68,-3589095652.68,-3589095652.68,2.0,0.0,9,0.0714285714286,0.000729056085198,2.43433201164e-13,0.142848912404,0.0714516129032
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,121503.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3617336909.91,0.0,-3617336909.91,-3617336909.91,-3617336909.91,-3617336909.91,-3617336909.91,2.0,0.0,17,0.0714285714286,0.000729116093271,2.43433201164e-13,0.142860670194,0.0714516129032
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,182254.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-3645577702.28,0.0,-3645577702.28,-3645577702.28,-3645577702.28,-3645577702.28,-3645577702.28,2.0,0.0,25,0.0714285714286,0.000729116093271,2.43433201164e-13,0.142860670194,0.0714516129032
