npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,prefix,PointProbability,ProbabilityWeight-meoh_capacity,ProbabilityWeight
1280.0,-1000.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2473835815.47,13779944.1122,2470611083.49,2492703590.61,2461417504.31,2462137092.02,2490049163.71,4.0,189886859735000.0,0.0555555555556,0.111112900219,403,8.51195973434e-14,0.111118644068,0.000685928600596
1280.0,-700.0,-17208.0,-1e+200,-1e+200,-1e+200,-1e+200,196667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2465624610.02,32494748.0041,2473953567.68,2495195666.88,2419395637.85,2427136667.18,2492452012.14,4.0,1055908647850000.0,0.111111111111,0.111112900219,334,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-1000.0,-22125.0,-1e+200,-1e+200,-1e+200,-1e+200,458889.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2461776272.43,15678460.9488,2456928755.27,2483925144.53,2449322434.66,2449753651.62,2480585417.27,4.0,245814137723000.0,0.0555555555556,0.111112900219,702,8.51195973434e-14,0.111096045198,0.000685789099152
1280.0,-900.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,327778.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2458157287.49,26389556.7694,2462185639.22,2484794201.43,2423463670.1,2428000948.4,2482673934.17,4.0,696408706484000.0,0.111111111111,0.111112900219,513,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-800.0,-19667.0,-1e+200,-1e+200,-1e+200,-1e+200,393333.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2457241809.08,24985690.4552,2455442397.64,2483489378.82,2434593062.22,2434986349.35,2482016444.83,4.0,624284727524000.0,0.111111111111,0.111112900219,623,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-800.0,-17208.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2456653029.49,26734402.3734,2463836297.76,2478968628.35,2419970894.11,2425060406.85,2478189076.57,4.0,714728270263000.0,0.111111111111,0.111112900219,424,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-1000.0,-22125.0,-1e+200,-1e+200,-1e+200,-1e+200,524444.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2456079231.27,42783713.8697,2458265303.99,2505884749.27,2401901567.85,2409494627.63,2499603333.11,4.0,1830446172480000.0,0.0555555555556,0.111112900219,802,8.51195973434e-14,0.111096045198,0.000685789099152
1280.0,-700.0,-17208.0,-1e+200,-1e+200,-1e+200,-1e+200,262222.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2452494415.97,17303252.0145,2458117134.07,2465961772.16,2427781623.59,2431637352.3,2465479674.3,4.0,299402530276000.0,0.111111111111,0.111112900219,434,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-800.0,-17208.0,-1e+200,-1e+200,-1e+200,-1e+200,196667.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2450005135.79,25674735.5972,2446549816.81,2481926314.6,2424994594.96,2426362777.74,2478484940.43,4.0,659192047986000.0,0.111111111111,0.111112900219,324,8.51195973434e-14,0.111118644068,0.00137185720119
1280.0,-700.0,-14750.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2449394296.72,19254701.5833,2453384367.28,2468223616.14,2422584836.17,2426922167.5,2466280327.15,4.0,370743533062000.0,0.111111111111,0.0555483991254,35,8.51195973434e-14,0.111096045198,0.000685689717767
1280.0,-600.0,-12292.0,-1e+200,-1e+200,-1e+200,-1e+200,65556.0,1e+200,-1e+200,ref,south_texas_project,west_south_central,covid,2448233521.3,76788098.2324,2442795694.47,2526630895.56,2380711800.68,2381198082.71,2522881917.43,4.0,5896412030150000.0,0.111111111111,0.111104425499,146,8.51195973434e-14,0.111118644068,0.00137175256793
