smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,PointProbability,ProbabilityWeight-htse_capacity,prefix
720.0,-529.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1711022789.43,511894.115766,-1711022789.43,-1710660825.63,-1711384753.23,-1711348556.85,-1710697022.01,2.0,262035585756.0,0.00391402488934,0.125003845369,0.125018050542,3.66466187075e-13,0.250453720508,110
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1732316738.12,225773.2916,-1732316738.12,-1732157092.29,-1732476383.95,-1732460419.36,-1732173056.88,2.0,50973579200.0,0.00195679352968,0.12498986221,0.125018050542,3.66466187075e-13,0.125226860254,5
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1746733513.02,442360.94662,-1746733513.02,-1746420716.59,-1747046309.44,-1747015029.8,-1746451996.23,2.0,195683207095.0,0.00391380597435,0.249993707579,0.125018050542,3.66466187075e-13,0.125226860254,30
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1787589071.51,633912.032838,-1787589071.51,-1787140828.01,-1788037315.01,-1787992490.66,-1787185652.36,2.0,401844465376.0,0.00391400299785,0.250006292421,0.125018050542,3.66466187075e-13,0.125226860254,55
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1827856527.4,278284.280986,-1827856527.4,-1827659750.7,-1828053304.1,-1828033626.43,-1827679428.37,2.0,77442141043.9,0.00391400299785,0.250006292421,0.125018050542,3.66466187075e-13,0.125226860254,80
720.0,-667.0,-2912.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-1867013958.38,235738.617246,-1867013958.38,-1866847266.01,-1867180650.76,-1867163981.52,-1866863935.24,2.0,55572695660.9,0.00195701244467,0.125003845369,0.125018050542,3.66466187075e-13,0.125226860254,105
720.0,-667.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-17279235078.6,14729.9766314,-17279235078.6,-17279224662.9,-17279245494.2,-17279244452.7,-17279225704.5,2.0,216972211.561,0.00195679352968,0.12498986221,0.125018050542,3.66466187075e-13,0.125226860254,1
720.0,-529.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-325060043972.0,66796.5018242,-325060043972.0,-325059996740.0,-325060091205.0,-325060086482.0,-325060001463.0,2.0,4461772655.95,0.00782604400407,0.12498986221,0.25,3.66466187075e-13,0.250453720508,7
720.0,-391.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-695050323294.0,87768.715811,-695050323294.0,-695050261232.0,-695050385355.0,-695050379149.0,-695050267438.0,2.0,7703347475.11,0.00779656275213,0.12498986221,0.249963898917,3.66466187075e-13,0.249546279492,13
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206108064963000.0,1272481.58739,-206108064963000.0,-206108064063000.0,-206108065863000.0,-206108065773000.0,-206108064153000.0,2.0,1619209390230.0,0.00779743498747,0.125003845369,0.249963898917,3.66466187075e-13,0.249546279492,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206478035768000.0,323482.10583,-206478035768000.0,-206478035539000.0,-206478035996000.0,-206478035974000.0,-206478035562000.0,2.0,104640672792.0,0.0039134597688,0.125003845369,0.25,3.66466187075e-13,0.125226860254,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-206993853135000.0,69708.4426447,-206993853135000.0,-206993853086000.0,-206993853184000.0,-206993853179000.0,-206993853091000.0,2.0,4859266975.95,0.00391402488934,0.125003845369,0.125018050542,3.66466187075e-13,0.250453720508,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-207301632122000.0,615454.62751,-207301632122000.0,-207301631687000.0,-207301632557000.0,-207301632514000.0,-207301631730000.0,2.0,378784398524.0,0.00779856113348,0.125003845369,0.25,3.66466187075e-13,0.249546279492,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208306639519000.0,740631.531275,-208306639519000.0,-208306638995000.0,-208306640043000.0,-208306639990000.0,-208306639048000.0,2.0,548535065118.0,0.0155947827514,0.250006292421,0.249963898917,3.66466187075e-13,0.249546279492,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-208676610846000.0,483260.506534,-208676610846000.0,-208676610504000.0,-208676611188000.0,-208676611154000.0,-208676610539000.0,2.0,233540717176.0,0.00782687576092,0.250006292421,0.25,3.66466187075e-13,0.125226860254,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209192427669000.0,77368.5525024,-209192427669000.0,-209192427615000.0,-209192427724000.0,-209192427719000.0,-209192427620000.0,2.0,5985892916.31,0.00782800599569,0.250006292421,0.125018050542,3.66466187075e-13,0.250453720508,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-209500206675000.0,167777.722943,-209500206675000.0,-209500206557000.0,-209500206794000.0,-209500206782000.0,-209500206568000.0,2.0,28149364315.9,0.0155970350308,0.250006292421,0.25,3.66466187075e-13,0.249546279492,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210505188963000.0,363456.354773,-210505188963000.0,-210505188706000.0,-210505189220000.0,-210505189195000.0,-210505188732000.0,2.0,132100521825.0,0.0155947827514,0.250006292421,0.249963898917,3.66466187075e-13,0.249546279492,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-210875160874000.0,776735.718513,-210875160874000.0,-210875160325000.0,-210875161423000.0,-210875161368000.0,-210875160380000.0,2.0,603318376413.0,0.00782687576092,0.250006292421,0.25,3.66466187075e-13,0.125226860254,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211390977665000.0,197142.917391,-211390977665000.0,-211390977526000.0,-211390977804000.0,-211390977791000.0,-211390977540000.0,2.0,38865329877.4,0.00782800599569,0.250006292421,0.125018050542,3.66466187075e-13,0.250453720508,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-211698756434000.0,161169.125063,-211698756434000.0,-211698756320000.0,-211698756548000.0,-211698756536000.0,-211698756331000.0,2.0,25975486873.6,0.0155970350308,0.250006292421,0.25,3.66466187075e-13,0.249546279492,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-212703763838000.0,537858.121459,-212703763838000.0,-212703763457000.0,-212703764218000.0,-212703764180000.0,-212703763495000.0,2.0,289291358820.0,0.0155939977396,0.249993707579,0.249963898917,3.66466187075e-13,0.249546279492,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213073736088000.0,445549.08768,-213073736088000.0,-213073735773000.0,-213073736403000.0,-213073736372000.0,-213073735805000.0,2.0,198513989532.0,0.00782648177084,0.249993707579,0.25,3.66466187075e-13,0.125226860254,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213589552190000.0,251287.807199,-213589552190000.0,-213589552013000.0,-213589552368000.0,-213589552350000.0,-213589552030000.0,2.0,63145562046.9,0.00782761194871,0.249993707579,0.125018050542,3.66466187075e-13,0.250453720508,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-213897331231000.0,327586.860695,-213897331231000.0,-213897330999000.0,-213897331462000.0,-213897331439000.0,-213897331022000.0,2.0,107313151300.0,0.0155962499057,0.249993707579,0.25,3.66466187075e-13,0.249546279492,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-214902091763000.0,135277.791551,-214902091763000.0,-214902091667000.0,-214902091859000.0,-214902091849000.0,-214902091677000.0,2.0,18300080887.0,0.00779656275213,0.12498986221,0.249963898917,3.66466187075e-13,0.249546279492,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215272063962000.0,820220.222293,-215272063962000.0,-215272063382000.0,-215272064542000.0,-215272064484000.0,-215272063440000.0,2.0,672761213059.0,0.00391302200204,0.12498986221,0.25,3.66466187075e-13,0.125226860254,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-215787880673000.0,46592.5032492,-215787880673000.0,-215787880640000.0,-215787880706000.0,-215787880703000.0,-215787880643000.0,2.0,2170861359.03,0.00391358705936,0.12498986221,0.125018050542,3.66466187075e-13,0.250453720508,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-216095659628000.0,64417.1184069,-216095659628000.0,-216095659582000.0,-216095659673000.0,-216095659669000.0,-216095659587000.0,2.0,4149565143.85,0.00779768877217,0.12498986221,0.25,3.66466187075e-13,0.249546279492,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421508673352000.0,114088.143611,-421508673352000.0,-421508673271000.0,-421508673433000.0,-421508673424000.0,-421508673279000.0,2.0,13016104512.5,0.00779856113348,0.125003845369,0.25,3.66466187075e-13,0.249546279492,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-421878656237000.0,808820.732903,-421878656237000.0,-421878655665000.0,-421878656809000.0,-421878656752000.0,-421878655722000.0,2.0,654190977974.0,0.00391289464826,0.125003845369,0.249963898917,3.66466187075e-13,0.125226860254,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-422764452637000.0,494544.118801,-422764452637000.0,-422764452288000.0,-422764452987000.0,-422764452952000.0,-422764452323000.0,2.0,244573885440.0,0.00389984363975,0.125003845369,0.125018050542,3.66466187075e-13,0.249546279492,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-423707248396000.0,784.490780797,-423707248396000.0,-423707248395000.0,-423707248396000.0,-423707248396000.0,-423707248395000.0,2.0,615425.785156,0.0155970350308,0.250006292421,0.25,3.66466187075e-13,0.249546279492,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424077231465000.0,592998.750198,-424077231465000.0,-424077231046000.0,-424077231885000.0,-424077231843000.0,-424077231088000.0,2.0,351647517736.0,0.00782574552616,0.250006292421,0.249963898917,3.66466187075e-13,0.125226860254,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-424963027240000.0,180895.106161,-424963027240000.0,-424963027112000.0,-424963027368000.0,-424963027355000.0,-424963027125000.0,2.0,32723039433.1,0.00779964365513,0.250006292421,0.125018050542,3.66466187075e-13,0.249546279492,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-425905798322000.0,593604.652321,-425905798322000.0,-425905797902000.0,-425905798741000.0,-425905798699000.0,-425905797944000.0,2.0,352366483257.0,0.0155970350308,0.250006292421,0.25,3.66466187075e-13,0.249546279492,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-426275780834000.0,107878.331858,-426275780834000.0,-426275780758000.0,-426275780910000.0,-426275780903000.0,-426275780765000.0,2.0,11637734484.5,0.00782574552616,0.250006292421,0.249963898917,3.66466187075e-13,0.125226860254,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-427161576995000.0,114278.134364,-427161576995000.0,-427161576914000.0,-427161577076000.0,-427161577068000.0,-427161576922000.0,2.0,13059491993.7,0.00779964365513,0.250006292421,0.125018050542,3.66466187075e-13,0.249546279492,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428104372883000.0,242829.837824,-428104372883000.0,-428104372712000.0,-428104373055000.0,-428104373038000.0,-428104372729000.0,2.0,58966330137.8,0.0155962499057,0.249993707579,0.25,3.66466187075e-13,0.249546279492,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-428474356060000.0,173059.56753,-428474356060000.0,-428474355937000.0,-428474356182000.0,-428474356170000.0,-428474355949000.0,2.0,29949613913.8,0.00782535159296,0.249993707579,0.249963898917,3.66466187075e-13,0.125226860254,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-429360151546000.0,623716.750404,-429360151546000.0,-429360151105000.0,-429360151987000.0,-429360151943000.0,-429360151149000.0,2.0,389022584734.0,0.00779925103585,0.249993707579,0.125018050542,3.66466187075e-13,0.249546279492,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430302701166000.0,801096.077454,-430302701166000.0,-430302700599000.0,-430302701732000.0,-430302701675000.0,-430302700656000.0,2.0,641754925313.0,0.00779768877217,0.12498986221,0.25,3.66466187075e-13,0.249546279492,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-430672684019000.0,59500.516569,-430672684019000.0,-430672683977000.0,-430672684061000.0,-430672684057000.0,-430672683981000.0,2.0,3540311471.97,0.00391245694471,0.12498986221,0.249963898917,3.66466187075e-13,0.125226860254,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-431558479894000.0,53444.7657065,-431558479894000.0,-431558479856000.0,-431558479932000.0,-431558479928000.0,-431558479860000.0,2.0,2856342981.43,0.00389940739611,0.12498986221,0.125018050542,3.66466187075e-13,0.249546279492,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-636971494473000.0,557457.883997,-636971494473000.0,-636971494079000.0,-636971494867000.0,-636971494828000.0,-636971494118000.0,2.0,310759292430.0,0.00389984363975,0.125003845369,0.125018050542,3.66466187075e-13,0.249546279492,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-637279265093000.0,1601762.67593,-637279265093000.0,-637279263961000.0,-637279266226000.0,-637279266113000.0,-637279264074000.0,2.0,2565643670000.0,0.0039134597688,0.125003845369,0.25,3.66466187075e-13,0.125226860254,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639170068582000.0,430079.84521,-639170068582000.0,-639170068278000.0,-639170068886000.0,-639170068856000.0,-639170068309000.0,2.0,184968673256.0,0.00779964365513,0.250006292421,0.125018050542,3.66466187075e-13,0.249546279492,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-639477841148000.0,400783.438994,-639477841148000.0,-639477840864000.0,-639477841431000.0,-639477841403000.0,-639477840893000.0,2.0,160627364972.0,0.00782687576092,0.250006292421,0.25,3.66466187075e-13,0.125226860254,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641368618278000.0,270344.42334,-641368618278000.0,-641368618087000.0,-641368618469000.0,-641368618450000.0,-641368618106000.0,2.0,73086107231.3,0.00779964365513,0.250006292421,0.125018050542,3.66466187075e-13,0.249546279492,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-641676390529000.0,796815.385584,-641676390529000.0,-641676389966000.0,-641676391093000.0,-641676391037000.0,-641676390022000.0,2.0,634914758703.0,0.00782687576092,0.250006292421,0.25,3.66466187075e-13,0.125226860254,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643567193420000.0,411859.117673,-643567193420000.0,-643567193128000.0,-643567193711000.0,-643567193682000.0,-643567193157000.0,2.0,169627932810.0,0.00779925103585,0.249993707579,0.125018050542,3.66466187075e-13,0.249546279492,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-643874965301000.0,68000.6913798,-643874965301000.0,-643874965253000.0,-643874965349000.0,-643874965344000.0,-643874965257000.0,2.0,4624094028.12,0.00782648177084,0.249993707579,0.25,3.66466187075e-13,0.125226860254,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-645765521918000.0,240925.245709,-645765521918000.0,-645765521748000.0,-645765522088000.0,-645765522071000.0,-645765521765000.0,2.0,58044974020.0,0.00389940739611,0.12498986221,0.125018050542,3.66466187075e-13,0.249546279492,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-646073293336000.0,290029.480634,-646073293336000.0,-646073293131000.0,-646073293542000.0,-646073293521000.0,-646073293152000.0,2.0,84117099636.6,0.00391302200204,0.12498986221,0.25,3.66466187075e-13,0.125226860254,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-852742086622000.0,205775.32117,-852742086622000.0,-852742086477000.0,-852742086768000.0,-852742086753000.0,-852742086491000.0,2.0,42343482802.5,0.00195701244467,0.125003845369,0.125018050542,3.66466187075e-13,0.125226860254,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,268187.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-854940661409000.0,106398.445754,-854940661409000.0,-854940661334000.0,-854940661484000.0,-854940661477000.0,-854940661341000.0,2.0,11320629258.8,0.00391400299785,0.250006292421,0.125018050542,3.66466187075e-13,0.125226860254,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-857139210386000.0,180496.695684,-857139210386000.0,-857139210259000.0,-857139210514000.0,-857139210501000.0,-857139210272000.0,2.0,32579057152.9,0.00391400299785,0.250006292421,0.125018050542,3.66466187075e-13,0.125226860254,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,89396.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-859337785380000.0,639701.120163,-859337785380000.0,-859337784928000.0,-859337785833000.0,-859337785787000.0,-859337784973000.0,2.0,409217523138.0,0.00391380597435,0.249993707579,0.125018050542,3.66466187075e-13,0.125226860254,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,prairie_island,minnesota,minnesota,-861536113424000.0,835697.861656,-861536113424000.0,-861536112833000.0,-861536114015000.0,-861536113955000.0,-861536112892000.0,2.0,698390915976.0,0.00195679352968,0.12498986221,0.125018050542,3.66466187075e-13,0.125226860254,21
