smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-h2_storage_capacity,prefix,ProbabilityWeight-htse_capacity,ProbabilityWeight-ft_capacity
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1025535146.21,47015104.288,-1025535146.21,-992290447.145,-1058779845.27,-1055455375.36,-995614917.051,2.0,2210420031210000.0,0.00799997821576,3.47754823353e-14,0.200000739046,166,0.2,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1038932220.99,23309085.7379,-1038932220.99,-1022450208.4,-1055414233.58,-1053766032.32,-1024098409.66,2.0,543313477938000.0,0.00399995551508,0.0,0.199999059395,189,0.2,0.0999993581762
720.0,-705.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1080143227.09,14579411.9849,-1080143227.09,-1069834026.01,-1090452428.17,-1089421508.07,-1070864946.12,2.0,212559253827000.0,0.00199999119466,3.47754823353e-14,0.100000201558,103,0.1,0.199998716352
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1115541408.58,45490315.3134,-1115541408.58,-1083374898.15,-1147707919.02,-1144491267.98,-1086591549.19,2.0,2069368787320000.0,0.000999980480569,0.0,0.0999986898723,181,0.1,0.0999993581762
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1118055072.07,7322220.79893,-1118055072.07,-1112877480.09,-1123232664.05,-1122714904.85,-1113395239.28,2.0,53614917428300.0,0.00199999455394,0.0,0.200000739046,204,0.1,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1121195314.63,6884363.92531,-1121195314.63,-1116327334.22,-1126063295.05,-1125576497.01,-1116814132.26,2.0,47394466656100.0,0.00799997821576,3.47754823353e-14,0.200000739046,165,0.2,0.199998716352
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1123938075.72,31278610.7982,-1123938075.72,-1101820757.91,-1146055393.52,-1143843661.74,-1104032489.69,2.0,978351493468000.0,0.0079999714972,3.47754823353e-14,0.200000571081,134,0.2,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1140737443.13,27895974.6674,-1140737443.13,-1121012010.27,-1160462875.98,-1158490332.7,-1122984553.56,2.0,778185402644000.0,0.00399998910788,3.47754823353e-14,0.200000739046,157,0.1,0.199998716352
720.0,-333.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1144297303.9,14942413.6243,-1144297303.9,-1133731421.9,-1154863185.9,-1153806597.7,-1134788010.1,2.0,223275724919000.0,0.00399998238932,3.47754823353e-14,0.100000201558,142,0.2,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1149084563.7,11980368.8184,-1149084563.7,-1140613163.66,-1157555963.73,-1156708823.73,-1141460303.67,2.0,143529237025000.0,0.0079999714972,3.47754823353e-14,0.200000571081,173,0.2,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1169460953.28,47288439.1035,-1169460953.28,-1136022977.32,-1202898929.24,-1199555131.65,-1139366774.92,2.0,2236196472850000.0,0.00399998910788,0.0,0.200000739046,196,0.2,0.0999993581762
720.0,-705.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1185100183.14,0.0,-1185100183.14,-1185100183.14,-1185100183.14,-1185100183.14,-1185100183.14,2.0,0.0,0.00100001257134,3.47754823353e-14,0.0999986898723,1,0.1,0.100002567295
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1185180828.02,10967492.137,-1185180828.02,-1177425639.96,-1192936016.09,-1192160497.28,-1178201158.77,2.0,120285883775000.0,0.00399995551508,0.0,0.199999059395,188,0.2,0.0999993581762
720.0,-457.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1235670032.78,11876140.432,-1235670032.78,-1227272333.34,-1244067732.21,-1243227962.27,-1228112103.29,2.0,141042711562000.0,0.00399998238932,3.47754823353e-14,0.100000201558,141,0.2,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1258753678.59,23099893.6615,-1258753678.59,-1242419587.13,-1275087770.04,-1273454360.89,-1244052996.28,2.0,533605087173000.0,0.0079999714972,3.47754823353e-14,0.200000571081,172,0.2,0.199998716352
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1263807689.99,34400683.0159,-1263807689.99,-1239482733.75,-1288132646.23,-1285700150.6,-1241915229.37,2.0,1183406991960000.0,0.0039999857486,3.47754823353e-14,0.200000571081,133,0.1,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1294569891.47,5194371.88399,-1294569891.47,-1290896915.88,-1298242867.05,-1297875569.49,-1291264213.44,2.0,26981499269200.0,0.00799997821576,3.47754823353e-14,0.200000739046,164,0.2,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1307435437.93,55902431.9856,-1307435437.93,-1267906449.18,-1346964426.67,-1343011527.79,-1271859348.06,2.0,3125081901900000.0,0.00399998910788,0.0,0.200000739046,203,0.2,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1317734472.54,29133663.7053,-1317734472.54,-1297133861.38,-1338335083.71,-1336275022.59,-1299193922.49,2.0,848770360895000.0,0.00199997775754,0.0,0.199999059395,187,0.1,0.0999993581762
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1320126861.75,21909385.554,-1320126861.75,-1304634586.65,-1335619136.85,-1334069909.34,-1306183814.16,2.0,480021175355000.0,0.00399998910788,0.0,0.200000739046,195,0.2,0.0999993581762
720.0,-581.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1372823623.69,32533330.0908,-1372823623.69,-1349819085.36,-1395828162.01,-1393527708.17,-1352119539.2,2.0,1058417566790000.0,0.00399998238932,3.47754823353e-14,0.100000201558,140,0.2,0.199998716352
720.0,-209.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1381149813.48,2744651.62322,-1381149813.48,-1379209051.71,-1383090575.26,-1382896499.08,-1379403127.89,2.0,7533112532860.0,0.00399998238932,3.47754823353e-14,0.100000201558,179,0.2,0.199998716352
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1384905292.49,10254783.2001,-1384905292.49,-1377654065.75,-1392156519.23,-1391431396.56,-1378379188.42,2.0,105160578480000.0,0.0079999714972,3.47754823353e-14,0.200000571081,171,0.2,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1390844462.55,4134732.83163,-1390844462.55,-1387920764.92,-1393768160.17,-1393475790.41,-1388213134.69,2.0,17096015588900.0,0.00399998910788,3.47754823353e-14,0.200000739046,163,0.1,0.199998716352
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1392815030.31,43610186.0598,-1392815030.31,-1361977972.02,-1423652088.6,-1420568382.77,-1365061677.85,2.0,1901848328170000.0,0.0019999928743,0.0,0.200000571081,210,0.1,0.0999993581762
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1421675789.61,42554003.7261,-1421675789.61,-1391585565.01,-1451766014.21,-1448756991.75,-1394594587.47,2.0,1810843233120000.0,0.00399998910788,0.0,0.200000739046,202,0.2,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1426453102.45,19894604.9809,-1426453102.45,-1412385492.36,-1440520712.54,-1439113951.53,-1413792253.37,2.0,395795307348000.0,0.00399998910788,0.0,0.200000739046,194,0.2,0.0999993581762
720.0,-705.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1487983025.58,6155338.33848,-1487983025.58,-1483630544.1,-1492335507.05,-1491900258.91,-1484065792.24,2.0,37888190061200.0,0.00199999119466,3.47754823353e-14,0.100000201558,139,0.1,0.199998716352
720.0,-333.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1507204681.35,2343336.59964,-1507204681.35,-1505547692.15,-1508861670.55,-1508695971.63,-1505713391.07,2.0,5491226419230.0,0.00399998238932,3.47754823353e-14,0.100000201558,178,0.2,0.199998716352
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1519361386.06,16282159.2718,-1519361386.06,-1507848160.83,-1530874611.3,-1529723288.77,-1508999483.35,2.0,265108710554000.0,0.0079999714972,3.47754823353e-14,0.200000571081,170,0.2,0.199998716352
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1537502017.94,4246929.35355,-1537502017.94,-1534498985.39,-1540505050.48,-1540204747.23,-1534799288.65,2.0,18036408934100.0,0.0039999857486,0.0,0.200000571081,209,0.2,0.0999993581762
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1566809138.57,23269887.6417,-1566809138.57,-1550354843.22,-1583263433.92,-1581618004.39,-1552000272.76,2.0,541487670857000.0,0.00399998910788,0.0,0.200000739046,201,0.2,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1577921579.13,24173936.2296,-1577921579.13,-1560828024.9,-1595015133.37,-1593305777.95,-1562537380.32,2.0,584379192835000.0,0.00199999455394,0.0,0.200000739046,193,0.1,0.0999993581762
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1630720219.03,18992428.5022,-1630720219.03,-1617290544.04,-1644149894.01,-1642806926.51,-1618633511.54,2.0,360712340410000.0,0.00099999559733,0.0,0.100000201558,216,0.1,0.0999993581762
720.0,-457.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1649144025.93,14311488.1605,-1649144025.93,-1639024275.6,-1659263776.25,-1658251801.22,-1640036250.63,2.0,204818693369000.0,0.00399998238932,3.47754823353e-14,0.100000201558,177,0.2,0.199998716352
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1653005732.6,25205172.6735,-1653005732.6,-1635182984.08,-1670828481.12,-1669046206.27,-1636965258.93,2.0,635300729500000.0,0.0039999857486,3.47754823353e-14,0.200000571081,169,0.1,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1670075075.86,29479766.638,-1670075075.86,-1649229732.97,-1690920418.76,-1688835884.47,-1651314267.26,2.0,869056641029000.0,0.0039999857486,0.0,0.200000571081,208,0.2,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1729589771.3,61807058.9821,-1729589771.3,-1685885580.77,-1773293961.83,-1768923542.78,-1690255999.82,2.0,3820112540020000.0,0.00399998910788,0.0,0.200000739046,200,0.2,0.0999993581762
720.0,-581.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1776775846.68,1756621.50317,-1776775846.68,-1775533727.71,-1778017965.66,-1777893753.76,-1775657939.6,2.0,3085719105390.0,0.00399998238932,3.47754823353e-14,0.100000201558,176,0.2,0.199998716352
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1829357081.93,32729014.0128,-1829357081.93,-1806214174.18,-1852499989.68,-1850185698.9,-1808528464.95,2.0,1071188358250000.0,0.0039999857486,0.0,0.200000571081,207,0.2,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1861318540.25,31097217.3769,-1861318540.25,-1839329486.97,-1883307593.54,-1881108688.21,-1841528392.3,2.0,967036928586000.0,0.00199999455394,0.0,0.200000739046,199,0.1,0.0999993581762
720.0,-209.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1863135547.86,54487337.427,-1863135547.86,-1824607182.08,-1901663913.64,-1897811077.06,-1828460018.65,2.0,2968869939880000.0,0.00199999119466,0.0,0.100000201558,215,0.2,0.0999993581762
720.0,-705.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1948795692.15,6129036.41563,-1948795692.15,-1944461808.93,-1953129575.36,-1952696187.04,-1944895197.25,2.0,37565087384100.0,0.00199999119466,3.47754823353e-14,0.100000201558,175,0.1,0.199998716352
720.0,-333.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1954549609.69,24293615.2695,-1954549609.69,-1937371429.59,-1971727789.79,-1970009971.78,-1939089247.6,2.0,590179742863000.0,0.00199999119466,0.0,0.100000201558,214,0.2,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-1957257878.21,10607571.3963,-1957257878.21,-1949757192.54,-1964758563.88,-1964008495.31,-1950507261.11,2.0,112520570927000.0,0.0039999857486,0.0,0.200000571081,206,0.2,0.0999993581762
720.0,-457.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2084739304.36,23655421.2493,-2084739304.36,-2068012395.58,-2101466213.13,-2099793522.26,-2069685086.46,2.0,559578954482000.0,0.00199999119466,0.0,0.100000201558,213,0.2,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2115840558.55,17367098.0892,-2115840558.55,-2103560165.72,-2128120951.38,-2126892912.1,-2104788205.0,2.0,301616096039000.0,0.0019999928743,0.0,0.200000571081,205,0.1,0.0999993581762
720.0,-581.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2249726616.88,4484744.78569,-2249726616.88,-2246555423.43,-2252897810.33,-2252580690.99,-2246872542.78,2.0,20112935792800.0,0.00199999119466,0.0,0.100000201558,212,0.2,0.0999993581762
720.0,-705.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2409968268.79,7653404.71966,-2409968268.79,-2404556494.42,-2415380043.17,-2414838865.73,-2405097671.85,2.0,58574603802900.0,0.00099999559733,0.0,0.100000201558,211,0.1,0.0999993581762
720.0,-85.1,-2138.6,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-2507728092.76,16031564.2712,-2507728092.76,-2496392064.95,-2519064120.57,-2517930517.79,-2497525667.73,2.0,257011052982000.0,0.000999980480569,0.0,0.0999986898723,186,0.1,0.0999993581762
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123325029137000.0,1269107.90359,-123325029137000.0,-123325028239000.0,-123325030034000.0,-123325029944000.0,-123325028329000.0,2.0,1610634870960.0,0.00400004657183,3.47754823353e-14,0.100000201558,69,0.2,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123326565280000.0,425629.08311,-123326565280000.0,-123326564979000.0,-123326565581000.0,-123326565551000.0,-123326565009000.0,2.0,181160116389.0,0.00399998238932,3.47754823353e-14,0.100000201558,106,0.2,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123328092692000.0,1994633.13705,-123328092692000.0,-123328091281000.0,-123328094102000.0,-123328093961000.0,-123328091422000.0,2.0,3978561351420.0,0.00399998238932,3.47754823353e-14,0.100000201558,143,0.2,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123329612377000.0,25917866.9643,-123329612377000.0,-123329594050000.0,-123329630704000.0,-123329628871000.0,-123329595883000.0,2.0,671735827981000.0,0.00199999119466,0.0,0.100000201558,180,0.1,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2976819.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-123329854479000.0,1810780.23637,-123329854479000.0,-123329853198000.0,-123329855759000.0,-123329855631000.0,-123329853326000.0,2.0,3278925064420.0,0.00200005537717,3.47754823353e-14,0.100000201558,32,0.2,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138289786226000.0,12031225.3725,-138289786226000.0,-138289777719000.0,-138289794733000.0,-138289793883000.0,-138289778569000.0,2.0,144750383964000.0,0.00800009986233,3.47754823353e-14,0.200000571081,63,0.2,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138291353212000.0,18694357.8022,-138291353212000.0,-138291339993000.0,-138291366431000.0,-138291365109000.0,-138291341315000.0,2.0,349479013637000.0,0.0079999714972,3.47754823353e-14,0.200000571081,100,0.2,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138292858430000.0,13160638.0448,-138292858430000.0,-138292849124000.0,-138292867736000.0,-138292866805000.0,-138292850054000.0,2.0,173202393747000.0,0.0079999714972,3.47754823353e-14,0.200000571081,137,0.2,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138294402488000.0,67350.5398401,-138294402488000.0,-138294402440000.0,-138294402535000.0,-138294402530000.0,-138294402445000.0,2.0,4536095216.75,0.0039999857486,0.0,0.200000571081,174,0.1,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2381456.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-138294609086000.0,6185329.81527,-138294609086000.0,-138294604712000.0,-138294613460000.0,-138294613022000.0,-138294605150000.0,2.0,38258304923600.0,0.00400011411373,3.47754823353e-14,0.200000571081,26,0.2,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153254572059000.0,15375844.6901,-153254572059000.0,-153254561187000.0,-153254582932000.0,-153254581845000.0,-153254562274000.0,2.0,236416599936000.0,0.008000106581,3.47754823353e-14,0.200000739046,57,0.2,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153256108990000.0,4895066.2601,-153256108990000.0,-153256105528000.0,-153256112451000.0,-153256112105000.0,-153256105875000.0,2.0,23961673690800.0,0.00799997821576,3.47754823353e-14,0.200000739046,94,0.2,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153257633713000.0,25573475.9541,-153257633713000.0,-153257615630000.0,-153257651796000.0,-153257649988000.0,-153257617438000.0,2.0,654002672373000.0,0.00799997821576,3.47754823353e-14,0.200000739046,131,0.2,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153259131344000.0,4762887.62918,-153259131344000.0,-153259127977000.0,-153259134712000.0,-153259134375000.0,-153259128313000.0,2.0,22685098568200.0,0.00399998910788,0.0,0.200000739046,168,0.1,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1786092.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-153259384527000.0,1568702.89274,-153259384527000.0,-153259383418000.0,-153259385637000.0,-153259385526000.0,-153259383529000.0,2.0,2460828765700.0,0.00400011747312,3.47754823353e-14,0.200000739046,20,0.2,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168219348010000.0,10288969.5727,-168219348010000.0,-168219340735000.0,-168219355286000.0,-168219354558000.0,-168219341463000.0,2.0,105862894867000.0,0.008000106581,3.47754823353e-14,0.200000739046,51,0.2,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168220865221000.0,5344194.12569,-168220865221000.0,-168220861442000.0,-168220869000000.0,-168220868622000.0,-168220861820000.0,2.0,28560410853000.0,0.00799997821576,3.47754823353e-14,0.200000739046,88,0.2,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168222398098000.0,1941274.84829,-168222398098000.0,-168222396726000.0,-168222399471000.0,-168222399334000.0,-168222396863000.0,2.0,3768548036620.0,0.00799997821576,3.47754823353e-14,0.200000739046,125,0.2,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168223940401000.0,33976640.7526,-168223940401000.0,-168223916376000.0,-168223964426000.0,-168223962023000.0,-168223918778000.0,2.0,1154412116830000.0,0.00399998910788,0.0,0.200000739046,162,0.1,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,1190728.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-168224164265000.0,211431.49041,-168224164265000.0,-168224164116000.0,-168224164415000.0,-168224164400000.0,-168224164131000.0,2.0,44703275136.8,0.00400011747312,3.47754823353e-14,0.200000739046,14,0.2,0.100002567295
720.0,-457.1,-14603.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183184129388000.0,7637346.45521,-183184129388000.0,-183184123988000.0,-183184134788000.0,-183184134248000.0,-183184124528000.0,2.0,58329060876900.0,0.00800003939431,3.47754823353e-14,0.199999059395,45,0.2,0.200001925471
720.0,-333.1,-11486.9,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183185652509000.0,11858268.5564,-183185652509000.0,-183185644124000.0,-183185660894000.0,-183185660056000.0,-183185644963000.0,2.0,140618533156000.0,0.00799991103016,3.47754823353e-14,0.199999059395,82,0.2,0.199998716352
720.0,-209.1,-8370.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183187179913000.0,4346456.13809,-183187179913000.0,-183187176840000.0,-183187182987000.0,-183187182679000.0,-183187177147000.0,2.0,18891680960400.0,0.00799991103016,3.47754823353e-14,0.199999059395,119,0.2,0.199998716352
720.0,-85.1,-5254.7,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183188682548000.0,13941590.8819,-183188682548000.0,-183188672690000.0,-183188692406000.0,-183188691421000.0,-183188673676000.0,2.0,194367956318000.0,0.00399995551508,0.0,0.199999059395,156,0.1,0.199998716352
720.0,-581.1,-17719.2,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,595364.0,1e+200,-1e+200,ref,cooper,nebraska,nebraska,-183188945770000.0,9713106.60513,-183188945770000.0,-183188938902000.0,-183188952638000.0,-183188951952000.0,-183188939589000.0,2.0,94344439922600.0,0.00400008387924,3.47754823353e-14,0.199999059395,8,0.2,0.100002567295
