npp_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,prefix,ProbabilityWeight-h2_storage_capacity,ProbabilityWeight-meoh_capacity,ProbabilityWeight-htse_capacity
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-215438591600000.0,2588759.31377,-215438591600000.0,-215438589769000.0,-215438593430000.0,-215438593247000.0,-215438589952000.0,2.0,6701674784620.0,8.705791516489999e-14,0.00781304191492,81,0.250002932717,0.125007204196,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-216460708866000.0,3576889.51007,-216460708866000.0,-216460706337000.0,-216460711395000.0,-216460711142000.0,-216460706590000.0,2.0,12794138567200.0,8.705791516489999e-14,0.00781304191492,112,0.125001466359,0.250014408391,0.25
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-220898077117000.0,1525421.10764,-220898077117000.0,-220898076038000.0,-220898078195000.0,-220898078088000.0,-220898076146000.0,2.0,2326909555620.0,8.705791516489999e-14,0.0078130252508,56,0.250002399496,0.125007204196,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221461705708000.0,102655.906337,-221461705708000.0,-221461705635000.0,-221461705780000.0,-221461705773000.0,-221461705642000.0,2.0,10538235105.9,8.705791516489999e-14,0.00781214137989,118,0.125001466359,0.249985591609,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-221920192409000.0,3672770.18439,-221920192409000.0,-221920189812000.0,-221920195006000.0,-221920194746000.0,-221920190071000.0,2.0,13489240827400.0,8.705791516489999e-14,0.0156260838298,87,0.250002932717,0.250014408391,0.25
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226357543561000.0,981257.604524,-226357543561000.0,-226357542868000.0,-226357544255000.0,-226357544186000.0,-226357542937000.0,2.0,962866486437.0,8.705791516489999e-14,0.00781285860954,31,0.249997067283,0.125007204196,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-226921194385000.0,8694349.11716,-226921194385000.0,-226921188238000.0,-226921200533000.0,-226921199918000.0,-226921188852000.0,2.0,75591706571100.0,8.705791516489999e-14,0.0156242827598,93,0.250002932717,0.249985591609,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-227379679500000.0,1720128.48411,-227379679500000.0,-227379678283000.0,-227379680716000.0,-227379680594000.0,-227379678405000.0,2.0,2958842001840.0,8.705791516489999e-14,0.0156260505016,62,0.250002399496,0.250014408391,0.25
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-228002205758000.0,598530.247673,-228002205758000.0,-228002205335000.0,-228002206181000.0,-228002206139000.0,-228002205377000.0,2.0,358238457380.0,8.705791516489999e-14,0.00391713604601,124,0.125001466359,0.249985591609,0.125354107649
894.0,-718.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-231816794062000.0,1786231.41137,-231816794062000.0,-231816792799000.0,-231816795325000.0,-231816795199000.0,-231816792926000.0,2.0,3190622654970.0,8.705791516489999e-14,0.00390635431621,6,0.124996134146,0.125007204196,0.25
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232380688960000.0,354764.067888,-232380688960000.0,-232380688709000.0,-232380689211000.0,-232380689186000.0,-232380688734000.0,2.0,125857543865.0,8.705791516489999e-14,0.0156242494354,68,0.250002399496,0.249985591609,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-232839143543000.0,443107.646838,-232839143543000.0,-232839143230000.0,-232839143856000.0,-232839143825000.0,-232839143261000.0,2.0,196344386687.0,8.705791516489999e-14,0.0156257172191,37,0.249997067283,0.250014408391,0.25
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-233461686828000.0,3640775.21563,-233461686828000.0,-233461684254000.0,-233461689403000.0,-233461689145000.0,-233461684511000.0,2.0,13255244170800.0,8.705791516489999e-14,0.00783427209202,99,0.250002932717,0.249985591609,0.125354107649
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-237840143432000.0,2400263.00858,-237840143432000.0,-237840141735000.0,-237840145129000.0,-237840144959000.0,-237840141904000.0,2.0,5761262510370.0,8.705791516489999e-14,0.0156239161913,43,0.249997067283,0.249985591609,0.25
894.0,-541.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238298400893000.0,837798.477029,-238298400893000.0,-238298400300000.0,-238298401485000.0,-238298401426000.0,-238298400359000.0,2.0,701906288112.0,8.705791516489999e-14,0.00781270863241,12,0.124996134146,0.250014408391,0.25
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-238921180932000.0,3440032.17455,-238921180932000.0,-238921178499000.0,-238921183364000.0,-238921183121000.0,-238921178743000.0,2.0,11833821361900.0,8.705791516489999e-14,0.00783425538261,74,0.250002399496,0.249985591609,0.125354107649
894.0,-365.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-243299405075000.0,1809515.20024,-243299405075000.0,-243299403796000.0,-243299406355000.0,-243299406227000.0,-243299403924000.0,2.0,3274345259900.0,8.705791516489999e-14,0.0078118081358,18,0.124996134146,0.249985591609,0.25
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-244380643520000.0,3176192.51488,-244380643520000.0,-244380641274000.0,-244380645766000.0,-244380645541000.0,-244380641498000.0,2.0,10088198891600.0,8.705791516489999e-14,0.00783408828855,49,0.249997067283,0.249985591609,0.125354107649
894.0,-188.0,-8965.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-249839896751000.0,9859289.59633,-249839896751000.0,-249839889780000.0,-249839903723000.0,-249839903026000.0,-249839890477000.0,2.0,97205591344400.0,8.705791516489999e-14,0.00391696895194,24,0.124996134146,0.249985591609,0.125354107649
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-472043122735000.0,269059.521931,-472043122735000.0,-472043122544000.0,-472043122925000.0,-472043122906000.0,-472043122563000.0,2.0,72393026341.6,8.705791516489999e-14,0.00390652095746,111,0.125001466359,0.125007204196,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477044128555000.0,4362398.32451,-477044128555000.0,-477044125470000.0,-477044131639000.0,-477044131331000.0,-477044125778000.0,2.0,19030519141700.0,8.705791516489999e-14,0.00781304191492,117,0.125001466359,0.250014408391,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-477502611219000.0,4184411.59274,-477502611219000.0,-477502608260000.0,-477502614177000.0,-477502613882000.0,-477502608556000.0,2.0,17509300377400.0,8.705791516489999e-14,0.00781304191492,86,0.250002932717,0.125007204196,0.25
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482503621973000.0,7737693.52532,-482503621973000.0,-482503616502000.0,-482503627444000.0,-482503626897000.0,-482503617049000.0,2.0,59871901091800.0,8.705791516489999e-14,0.0156260838298,92,0.250002932717,0.250014408391,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-482962096942000.0,2292358.91152,-482962096942000.0,-482962095322000.0,-482962098563000.0,-482962098401000.0,-482962095484000.0,2.0,5254909379230.0,8.705791516489999e-14,0.0078130252508,61,0.250002399496,0.125007204196,0.25
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-483525711179000.0,3681795.49648,-483525711179000.0,-483525708576000.0,-483525713783000.0,-483525713522000.0,-483525708836000.0,2.0,13555618077900.0,8.705791516489999e-14,0.00391713604601,123,0.125001466359,0.249985591609,0.125354107649
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-487963104963000.0,1211399.33924,-487963104963000.0,-487963104106000.0,-487963105819000.0,-487963105734000.0,-487963104192000.0,2.0,1467488359110.0,8.705791516489999e-14,0.0156260505016,67,0.250002399496,0.250014408391,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488421556036000.0,369664.862797,-488421556036000.0,-488421555775000.0,-488421556298000.0,-488421556272000.0,-488421555801000.0,2.0,136652110787.0,8.705791516489999e-14,0.00781285860954,36,0.249997067283,0.125007204196,0.25
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-488985202002000.0,1857037.72568,-488985202002000.0,-488985200689000.0,-488985203315000.0,-488985203184000.0,-488985200820000.0,2.0,3448589114610.0,8.705791516489999e-14,0.00783427209202,98,0.250002932717,0.249985591609,0.125354107649
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493422573080000.0,5447922.0059,-493422573080000.0,-493422569228000.0,-493422576933000.0,-493422576547000.0,-493422569613000.0,2.0,29679854182400.0,8.705791516489999e-14,0.0156257172191,42,0.249997067283,0.250014408391,0.25
894.0,-541.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-493880816578000.0,6186717.42394,-493880816578000.0,-493880812204000.0,-493880820953000.0,-493880820515000.0,-493880812641000.0,2.0,38275472483600.0,8.705791516489999e-14,0.00390635431621,11,0.124996134146,0.125007204196,0.25
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-494444695779000.0,7979870.83617,-494444695779000.0,-494444690137000.0,-494444701422000.0,-494444700858000.0,-494444690701000.0,2.0,63678338562000.0,8.705791516489999e-14,0.00783425538261,73,0.250002399496,0.249985591609,0.125354107649
894.0,-365.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-498881830475000.0,4436242.19278,-498881830475000.0,-498881827338000.0,-498881833611000.0,-498881833298000.0,-498881827651000.0,2.0,19680244793000.0,8.705791516489999e-14,0.00781270863241,17,0.124996134146,0.250014408391,0.25
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-499904155738000.0,9486068.11901,-499904155738000.0,-499904149030000.0,-499904162446000.0,-499904161775000.0,-499904149701000.0,2.0,89985488358500.0,8.705791516489999e-14,0.00783408828855,48,0.249997067283,0.249985591609,0.125354107649
894.0,-188.0,-13302.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-505363413284000.0,3703703.56491,-505363413284000.0,-505363410665000.0,-505363415903000.0,-505363415641000.0,-505363410927000.0,2.0,13717420096700.0,8.705791516489999e-14,0.00391696895194,23,0.124996134146,0.249985591609,0.125354107649
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-732626547986000.0,5777394.30054,-732626547986000.0,-732626543901000.0,-732626552072000.0,-732626551663000.0,-732626544310000.0,2.0,33378284903900.0,8.705791516489999e-14,0.00390652095746,116,0.125001466359,0.125007204196,0.25
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-738086037563000.0,947580.892769,-738086037563000.0,-738086036893000.0,-738086038233000.0,-738086038166000.0,-738086036960000.0,2.0,897909548342.0,8.705791516489999e-14,0.00781304191492,91,0.250002932717,0.125007204196,0.25
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-739108134814000.0,2615664.88147,-739108134814000.0,-739108132965000.0,-739108136664000.0,-739108136479000.0,-739108133150000.0,2.0,6841702772160.0,8.705791516489999e-14,0.00391758758907,122,0.125001466359,0.250014408391,0.125354107649
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-743545532165000.0,515618.994472,-743545532165000.0,-743545531801000.0,-743545532530000.0,-743545532494000.0,-743545531837000.0,2.0,265862947461.0,8.705791516489999e-14,0.0078130252508,66,0.250002399496,0.125007204196,0.25
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-744567641161000.0,3359097.50577,-744567641161000.0,-744567638786000.0,-744567643536000.0,-744567643298000.0,-744567639023000.0,2.0,11283536053300.0,8.705791516489999e-14,0.00783517517814,97,0.250002932717,0.250014408391,0.125354107649
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-749004988674000.0,9491665.79726,-749004988674000.0,-749004981963000.0,-749004995386000.0,-749004994715000.0,-749004982634000.0,2.0,90091719606900.0,8.705791516489999e-14,0.00781285860954,41,0.249997067283,0.125007204196,0.25
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-750027119574000.0,8272749.29422,-750027119574000.0,-750027113725000.0,-750027125424000.0,-750027124839000.0,-750027114310000.0,2.0,68438380885000.0,8.705791516489999e-14,0.00783515846681,72,0.250002399496,0.250014408391,0.125354107649
894.0,-365.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-754464241063000.0,1575181.82492,-754464241063000.0,-754464239949000.0,-754464242177000.0,-754464242066000.0,-754464240061000.0,2.0,2481197781550.0,8.705791516489999e-14,0.00390635431621,16,0.124996134146,0.125007204196,0.25
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-755486589346000.0,5148226.68493,-755486589346000.0,-755486585705000.0,-755486592986000.0,-755486592622000.0,-755486586069000.0,2.0,26504237999400.0,8.705791516489999e-14,0.00783499135348,47,0.249997067283,0.250014408391,0.125354107649
894.0,-188.0,-17640.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-760945833499000.0,3768053.243,-760945833499000.0,-760945830834000.0,-760945836163000.0,-760945835897000.0,-760945831101000.0,2.0,14198225242100.0,8.705791516489999e-14,0.00391742047574,22,0.124996134146,0.250014408391,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,937707.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-994690574738000.0,3193295.99161,-994690574738000.0,-994690572480000.0,-994690576996000.0,-994690576770000.0,-994690572705000.0,2.0,10197139290000.0,8.705791516489999e-14,0.00195879379453,121,0.125001466359,0.125007204196,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,703280.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1000150050590000.0,4607163.07166,-1000150050590000.0,-1000150047330000.0,-1000150053850000.0,-1000150053520000.0,-1000150047660000.0,2.0,21225951568800.0,8.705791516489999e-14,0.00391758758907,96,0.250002932717,0.125007204196,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,468853.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1005609539480000.0,4226563.20024,-1005609539480000.0,-1005609536490000.0,-1005609542470000.0,-1005609542170000.0,-1005609536790000.0,2.0,17863836485600.0,8.705791516489999e-14,0.0039175792334,71,0.250002399496,0.125007204196,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,234427.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1011069002040000.0,12679639.131,-1011069002040000.0,-1011068993070000.0,-1011069011000000.0,-1011069010110000.0,-1011068993970000.0,2.0,160773248491000.0,8.705791516489999e-14,0.00391749567674,46,0.249997067283,0.125007204196,0.125354107649
894.0,-188.0,-21978.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,covid,-1016528262890000.0,1946022.38532,-1016528262890000.0,-1016528261510000.0,-1016528264260000.0,-1016528264120000.0,-1016528261650000.0,2.0,3787003124160.0,8.705791516489999e-14,0.00195871023787,21,0.124996134146,0.125007204196,0.125354107649
