smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,fuel_region_label,co2_location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight-ft_capacity,ProbabilityWeight,prefix
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238045695635000.0,4075014.10187,-238045695461000.0,-238045690868000.0,-238045700748000.0,-238045700055000.0,-238045691457000.0,4.0,16605739930500.0,0.249546279492,0.12498974865,3.46688419418e-13,0.250018051845,0.00779824473773,28
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238045738471000.0,3224895.38948,-238045737507000.0,-238045735763000.0,-238045743108000.0,-238045742343000.0,-238045735949000.0,4.0,10399950273100.0,0.249546279492,0.249992724848,3.46688419418e-13,0.250018051845,0.0155973147564,33
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238045782595000.0,2326631.57293,-238045782943000.0,-238045779467000.0,-238045785028000.0,-238045784773000.0,-238045779931000.0,4.0,5413214476170.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,38
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238045834276000.0,2317069.53525,-238045834026000.0,-238045832068000.0,-238045836986000.0,-238045836748000.0,-238045832156000.0,4.0,5368811231210.0,0.249546279492,0.250007275152,3.46688419418e-13,0.250018051845,0.0155982225654,43
720.0,-430.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238045874627000.0,2917439.71954,-238045874237000.0,-238045871901000.0,-238045878132000.0,-238045877797000.0,-238045872002000.0,4.0,8511454517130.0,0.249546279492,0.125002976198,3.46688419418e-13,0.250018051845,0.00779907001867,48
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238386304959000.0,3952512.03211,-238386305825000.0,-238386299654000.0,-238386308530000.0,-238386308349000.0,-238386300356000.0,4.0,15622351364000.0,0.250453720508,0.12498974865,3.46688419418e-13,0.250018051845,0.00782660199132,54
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238386354266000.0,3164126.23586,-238386354141000.0,-238386350774000.0,-238386358010000.0,-238386357636000.0,-238386351073000.0,4.0,10011694836500.0,0.250453720508,0.249992724848,3.46688419418e-13,0.250018051845,0.0156540322646,59
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238386396219000.0,4962487.29649,-238386395696000.0,-238386390831000.0,-238386402652000.0,-238386401790000.0,-238386391380000.0,4.0,24626280167800.0,0.250453720508,0.250007275152,3.46688419418e-13,0.250018051845,0.0156549433748,64
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238386446601000.0,4008656.71979,-238386445195000.0,-238386443518000.0,-238386452496000.0,-238386451405000.0,-238386443765000.0,4.0,16069328697100.0,0.250453720508,0.250007275152,3.46688419418e-13,0.250018051845,0.0156549433748,69
720.0,-292.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238386490552000.0,2369494.86178,-238386490513000.0,-238386487793000.0,-238386493388000.0,-238386493072000.0,-238386488085000.0,4.0,5614505900020.0,0.250453720508,0.125002976198,3.46688419418e-13,0.250018051845,0.00782743027329,74
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795889745000.0,4534427.15688,-238795889993000.0,-238795884623000.0,-238795894369000.0,-238795894109000.0,-238795885032000.0,4.0,20561029641100.0,0.125226860254,0.12498974865,3.46688419418e-13,0.249981948155,0.00391273589804,80
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795931955000.0,5442864.321,-238795933061000.0,-238795924389000.0,-238795937307000.0,-238795936748000.0,-238795925612000.0,4.0,29624772016800.0,0.125226860254,0.249992724848,3.46688419418e-13,0.249981948155,0.00782588587727,85
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238795979833000.0,3629847.83667,-238795979628000.0,-238795975662000.0,-238795984415000.0,-238795983805000.0,-238795976148000.0,4.0,13175795317400.0,0.125226860254,0.250007275152,3.46688419418e-13,0.249981948155,0.00782634136657,90
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238796024817000.0,4797642.47371,-238796027035000.0,-238796017643000.0,-238796027554000.0,-238796027530000.0,-238796018998000.0,4.0,23017373305600.0,0.125226860254,0.250007275152,3.46688419418e-13,0.249981948155,0.00782634136657,95
720.0,-154.0,-7332.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-238796065448000.0,941557.86151,-238796065668000.0,-238796064175000.0,-238796066283000.0,-238796066243000.0,-238796064346000.0,4.0,886531206572.0,0.125226860254,0.125002976198,3.46688419418e-13,0.249981948155,0.00391314997922,100
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239369482091000.0,1440244.71696,-239369482213000.0,-239369480270000.0,-239369483669000.0,-239369483516000.0,-239369480495000.0,4.0,2074304844740.0,0.249546279492,0.12498974865,3.46688419418e-13,0.124990974078,0.0038985593187,2
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239369527263000.0,1015688.48881,-239369526896000.0,-239369526514000.0,-239369528748000.0,-239369528496000.0,-239369526546000.0,4.0,1031623106290.0,0.249546279492,0.249992724848,3.46688419418e-13,0.124990974078,0.00779753121829,7
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239369573392000.0,719791.502868,-239369573629000.0,-239369572353000.0,-239369573959000.0,-239369573931000.0,-239369572523000.0,4.0,518099807600.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,12
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239369617779000.0,1609218.94207,-239369617687000.0,-239369616042000.0,-239369619699000.0,-239369619506000.0,-239369616180000.0,4.0,2589585603520.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,17
720.0,-567.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-239369662700000.0,616506.731972,-239369662632000.0,-239369662031000.0,-239369663506000.0,-239369663394000.0,-239369662101000.0,4.0,380080550566.0,0.249546279492,0.125002976198,3.46688419418e-13,0.124990974078,0.00389897189959,22
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476842699577000.0,3537744.04347,-476842699811000.0,-476842695032000.0,-476842703656000.0,-476842703119000.0,-476842695709000.0,4.0,12515632917100.0,0.249546279492,0.12498974865,3.46688419418e-13,0.124990974078,0.0038985593187,3
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476842740191000.0,2533511.9658,-476842739747000.0,-476842737729000.0,-476842743540000.0,-476842743105000.0,-476842737898000.0,4.0,6418682880840.0,0.249546279492,0.249992724848,3.46688419418e-13,0.124990974078,0.00779753121829,8
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476842787521000.0,1673893.99394,-476842786915000.0,-476842786268000.0,-476842789989000.0,-476842789538000.0,-476842786354000.0,4.0,2801921102940.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,13
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476842833632000.0,1035965.78936,-476842833753000.0,-476842832278000.0,-476842834745000.0,-476842834633000.0,-476842832463000.0,4.0,1073225116730.0,0.249546279492,0.250007275152,3.46688419418e-13,0.124990974078,0.00779798505727,18
720.0,-430.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-476842881047000.0,942945.167242,-476842881101000.0,-476842880034000.0,-476842881950000.0,-476842881919000.0,-476842880098000.0,4.0,889145588425.0,0.249546279492,0.125002976198,3.46688419418e-13,0.124990974078,0.00389897189959,23
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477252290389000.0,3706564.04399,-477252290087000.0,-477252286523000.0,-477252294861000.0,-477252294406000.0,-477252286796000.0,4.0,13738617012200.0,0.250453720508,0.12498974865,3.46688419418e-13,0.250018051845,0.00782660199132,29
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477252332225000.0,3388632.05813,-477252333169000.0,-477252327471000.0,-477252335091000.0,-477252334947000.0,-477252328182000.0,4.0,11482827225400.0,0.250453720508,0.249992724848,3.46688419418e-13,0.250018051845,0.0156540322646,34
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477252378568000.0,6280410.65407,-477252379749000.0,-477252370539000.0,-477252384237000.0,-477252384025000.0,-477252371459000.0,4.0,39443557983700.0,0.250453720508,0.250007275152,3.46688419418e-13,0.250018051845,0.0156549433748,39
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477252418153000.0,2985584.59233,-477252418452000.0,-477252414228000.0,-477252421480000.0,-477252421057000.0,-477252414831000.0,4.0,8913715357980.0,0.250453720508,0.250007275152,3.46688419418e-13,0.250018051845,0.0156549433748,44
720.0,-292.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477252471840000.0,5615021.4163,-477252473573000.0,-477252463868000.0,-477252476347000.0,-477252476161000.0,-477252465093000.0,4.0,31528465505500.0,0.250453720508,0.125002976198,3.46688419418e-13,0.250018051845,0.00782743027329,49
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592898411000.0,8283408.27451,-477592899193000.0,-477592887641000.0,-477592907616000.0,-477592906562000.0,-477592889164000.0,4.0,68614852642300.0,0.125226860254,0.12498974865,3.46688419418e-13,0.250018051845,0.00391330099566,55
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592942923000.0,4098880.05912,-477592942463000.0,-477592938556000.0,-477592948210000.0,-477592947530000.0,-477592938960000.0,4.0,16800817739100.0,0.125226860254,0.249992724848,3.46688419418e-13,0.250018051845,0.0078270161323,60
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477592992712000.0,6186795.34023,-477592994802000.0,-477592983828000.0,-477592997414000.0,-477592997261000.0,-477592985236000.0,4.0,38276436581800.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,65
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477593037747000.0,5598767.82516,-477593037001000.0,-477593032481000.0,-477593044505000.0,-477593043848000.0,-477593032690000.0,4.0,31346201160100.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,70
720.0,-154.0,-10794.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-477593079146000.0,7295556.142,-477593078990000.0,-477593072579000.0,-477593086026000.0,-477593085853000.0,-477593072659000.0,4.0,53225139421000.0,0.125226860254,0.125002976198,3.46688419418e-13,0.250018051845,0.00391371513664,75
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716049290971000.0,5955522.42852,-716049290783000.0,-716049285418000.0,-716049296899000.0,-716049296655000.0,-716049285549000.0,4.0,35468247396600.0,0.250453720508,0.12498974865,3.46688419418e-13,0.124990974078,0.00391273589804,4
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716049338595000.0,3367932.06891,-716049338321000.0,-716049335360000.0,-716049342379000.0,-716049342090000.0,-716049335484000.0,4.0,11342966420800.0,0.250453720508,0.249992724848,3.46688419418e-13,0.124990974078,0.00782588587727,9
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716049382864000.0,5403897.30146,-716049381858000.0,-716049377521000.0,-716049390218000.0,-716049389146000.0,-716049377989000.0,4.0,29202106044700.0,0.250453720508,0.250007275152,3.46688419418e-13,0.124990974078,0.00782634136657,14
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716049424830000.0,2316672.53487,-716049424188000.0,-716049422965000.0,-716049427979000.0,-716049427556000.0,-716049423003000.0,4.0,5366971633840.0,0.250453720508,0.250007275152,3.46688419418e-13,0.124990974078,0.00782634136657,19
720.0,-292.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716049473965000.0,7117050.55971,-716049474843000.0,-716049465962000.0,-716049480212000.0,-716049480136000.0,-716049466565000.0,4.0,50652408669400.0,0.250453720508,0.125002976198,3.46688419418e-13,0.124990974078,0.00391314997922,24
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716458875315000.0,3341812.01062,-716458875579000.0,-716458871547000.0,-716458878554000.0,-716458878420000.0,-716458871839000.0,4.0,11167707514300.0,0.125226860254,0.12498974865,3.46688419418e-13,0.250018051845,0.00391330099566,30
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716458924633000.0,6985512.33474,-716458926184000.0,-716458915405000.0,-716458930761000.0,-716458930535000.0,-716458916561000.0,4.0,48797382578800.0,0.125226860254,0.249992724848,3.46688419418e-13,0.250018051845,0.0078270161323,35
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716458968107000.0,3729533.52688,-716458968715000.0,-716458963592000.0,-716458971406000.0,-716458971333000.0,-716458964030000.0,4.0,13909420328100.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,40
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716459014101000.0,7333683.44938,-716459016364000.0,-716459004003000.0,-716459019674000.0,-716459019629000.0,-716459005406000.0,4.0,53782912935600.0,0.125226860254,0.250007275152,3.46688419418e-13,0.250018051845,0.00782747168739,45
720.0,-154.0,-14257.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-716459058884000.0,5591157.35176,-716459058550000.0,-716459053997000.0,-716459064440000.0,-716459064217000.0,-716459054019000.0,4.0,31261040532100.0,0.125226860254,0.125002976198,3.46688419418e-13,0.250018051845,0.00391371513664,50
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955255878861000.0,2535611.75632,-955255878248000.0,-955255876610000.0,-955255882339000.0,-955255881850000.0,-955255876731000.0,4.0,6429326978780.0,0.125226860254,0.12498974865,3.46688419418e-13,0.124990974078,0.00195636794902,5
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,94502.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955255926987000.0,6611017.76405,-955255926594000.0,-955255920053000.0,-955255934706000.0,-955255934000000.0,-955255920524000.0,4.0,43705555876600.0,0.125226860254,0.249992724848,3.46688419418e-13,0.124990974078,0.00391294293863,10
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,189004.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955255973154000.0,5128681.95845,-955255972792000.0,-955255967784000.0,-955255979246000.0,-955255978656000.0,-955255968157000.0,4.0,26303378630900.0,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,15
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,283507.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955256019431000.0,6639135.33686,-955256019916000.0,-955256010907000.0,-955256026985000.0,-955256026076000.0,-955256012107000.0,4.0,44078118021100.0,0.125226860254,0.250007275152,3.46688419418e-13,0.124990974078,0.00391317068328,20
720.0,-154.0,-17719.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,378009.0,1e+200,-1e+200,ref,davis_besse,ohio,ohio,-955256060953000.0,6148747.65505,-955256060544000.0,-955256054385000.0,-955256068338000.0,-955256067585000.0,-955256054893000.0,4.0,37807097725500.0,0.125226860254,0.125002976198,3.46688419418e-13,0.124990974078,0.00195657498961,25
