smr_capacity,htse_capacity,meoh_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,ProbabilityWeight,ProbabilityWeight-meoh_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,prefix
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-194932143170000.0,1022712.44668,-194932143170000.0,-194932142447000.0,-194932143893000.0,-194932143821000.0,-194932142519000.0,2.0,1045940748590.0,0.249546279492,0.00779728234506,0.249963898917,0.125001398296,1.83230531396e-13,118
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195297504589000.0,1795359.65168,-195297504589000.0,-195297503320000.0,-195297505859000.0,-195297505732000.0,-195297503447000.0,2.0,3223316278900.0,0.125226860254,0.003913383159,0.25,0.125001398296,1.83230531396e-13,124
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-195807551621000.0,113595.113407,-195807551621000.0,-195807551540000.0,-195807551701000.0,-195807551693000.0,-195807551548000.0,2.0,12903849790.0,0.250453720508,0.00391394826849,0.125018050542,0.125001398296,1.83230531396e-13,106
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-196111464434000.0,417515.68466,-196111464434000.0,-196111464138000.0,-196111464729000.0,-196111464699000.0,-196111464168000.0,2.0,174319346937.0,0.249546279492,0.00779840846903,0.25,0.125001398296,1.83230531396e-13,112
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199276202427000.0,5200166.44014,-199276202427000.0,-199276198750000.0,-199276206104000.0,-199276205737000.0,-199276199118000.0,2.0,27041731005200.0,0.249546279492,0.0155946083013,0.249963898917,0.250003495741,1.83230531396e-13,93
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-199641552127000.0,3047552.29049,-199641552127000.0,-199641549972000.0,-199641554282000.0,-199641554067000.0,-199641550188000.0,2.0,9287574963260.0,0.125226860254,0.00782678820604,0.25,0.250003495741,1.83230531396e-13,99
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200151609619000.0,1074925.14511,-200151609619000.0,-200151608859000.0,-200151610379000.0,-200151610303000.0,-200151608935000.0,2.0,1155464067590.0,0.250453720508,0.00782791842816,0.125018050542,0.250003495741,1.83230531396e-13,81
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-200455520564000.0,1856656.88239,-200455520564000.0,-200455519251000.0,-200455521877000.0,-200455521745000.0,-200455519382000.0,2.0,3447174778930.0,0.249546279492,0.0155968605555,0.25,0.250003495741,1.83230531396e-13,87
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203620283976000.0,450487.322566,-203620283976000.0,-203620283657000.0,-203620284294000.0,-203620284262000.0,-203620283689000.0,2.0,202938827793.0,0.249546279492,0.0155946083013,0.249963898917,0.250003495741,1.83230531396e-13,68
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-203985634435000.0,4361501.0723,-203985634435000.0,-203985631351000.0,-203985637519000.0,-203985637211000.0,-203985631660000.0,2.0,19022691603700.0,0.125226860254,0.00782678820604,0.25,0.250003495741,1.83230531396e-13,74
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204495690282000.0,1018343.98518,-204495690282000.0,-204495689562000.0,-204495691002000.0,-204495690930000.0,-204495689634000.0,2.0,1037024472150.0,0.250453720508,0.00782791842816,0.125018050542,0.250003495741,1.83230531396e-13,56
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-204799601296000.0,3046719.71645,-204799601296000.0,-204799599142000.0,-204799603450000.0,-204799603235000.0,-204799599357000.0,2.0,9282501030590.0,0.249546279492,0.0155968605555,0.25,0.250003495741,1.83230531396e-13,62
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-207964338480000.0,1576633.51514,-207964338480000.0,-207964337365000.0,-207964339595000.0,-207964339483000.0,-207964337477000.0,2.0,2485773241060.0,0.249546279492,0.0155941721897,0.249963898917,0.249996504259,1.83230531396e-13,43
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208329691683000.0,556788.14339,-208329691683000.0,-208329691289000.0,-208329692076000.0,-208329692037000.0,-208329691328000.0,2.0,310013036619.0,0.125226860254,0.00782656932572,0.25,0.249996504259,1.83230531396e-13,49
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-208839747819000.0,1396497.26714,-208839747819000.0,-208839746832000.0,-208839748807000.0,-208839748708000.0,-208839746930000.0,2.0,1950204617120.0,0.250453720508,0.00782769951624,0.125018050542,0.249996504259,1.83230531396e-13,31
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-209143659773000.0,484029.242091,-209143659773000.0,-209143659431000.0,-209143660115000.0,-209143660081000.0,-209143659465000.0,2.0,234284307199.0,0.249546279492,0.015596424381,0.25,0.249996504259,1.83230531396e-13,37
720.0,-254.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212308182881000.0,2593122.91391,-212308182881000.0,-212308181048000.0,-212308184715000.0,-212308184532000.0,-212308181231000.0,2.0,6724286446640.0,0.249546279492,0.00779688984465,0.249963898917,0.124995105963,1.83230531396e-13,18
720.0,-116.0,-6375.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-212673530764000.0,2170217.19732,-212673530764000.0,-212673529230000.0,-212673532299000.0,-212673532145000.0,-212673529383000.0,2.0,4709842683560.0,0.125226860254,0.00391318616671,0.25,0.124995105963,1.83230531396e-13,24
720.0,-529.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213183586868000.0,3136.57100181,-213183586868000.0,-213183586866000.0,-213183586870000.0,-213183586870000.0,-213183586866000.0,2.0,9838077.64941,0.250453720508,0.00391375124775,0.125018050542,0.124995105963,1.83230531396e-13,6
720.0,-391.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-213487494908000.0,3423259.13766,-213487494908000.0,-213487492487000.0,-213487497328000.0,-213487497086000.0,-213487492729000.0,2.0,11718703123600.0,0.249546279492,0.00779801591193,0.25,0.124995105963,1.83230531396e-13,12
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-407733216966000.0,1364007.5667,-407733216966000.0,-407733216001000.0,-407733217930000.0,-407733217834000.0,-407733216098000.0,2.0,1860516642000.0,0.249546279492,0.00779840846903,0.25,0.125001398296,1.83230531396e-13,117
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408098577277000.0,5704777.70448,-408098577277000.0,-408098573243000.0,-408098581311000.0,-408098580907000.0,-408098573646000.0,2.0,32544488657500.0,0.125226860254,0.00391281804952,0.249963898917,0.125001398296,1.83230531396e-13,123
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-408973992465000.0,637890.484862,-408973992465000.0,-408973992014000.0,-408973992916000.0,-408973992871000.0,-408973992059000.0,2.0,406904270677.0,0.249546279492,0.0038997672965,0.125018050542,0.125001398296,1.83230531396e-13,111
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412077274677000.0,880440.308401,-412077274677000.0,-412077274054000.0,-412077275300000.0,-412077275237000.0,-412077274117000.0,2.0,775175136656.0,0.249546279492,0.0155968605555,0.25,0.250003495741,1.83230531396e-13,92
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-412442634586000.0,2227052.73892,-412442634586000.0,-412442633011000.0,-412442636160000.0,-412442636003000.0,-412442633168000.0,2.0,4959763901930.0,0.125226860254,0.00782565798392,0.249963898917,0.250003495741,1.83230531396e-13,98
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-413318048880000.0,666834.044794,-413318048880000.0,-413318048409000.0,-413318049352000.0,-413318049305000.0,-413318048456000.0,2.0,444667643297.0,0.249546279492,0.00779955640487,0.125018050542,0.250003495741,1.83230531396e-13,86
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416421354786000.0,747931.237645,-416421354786000.0,-416421354257000.0,-416421355315000.0,-416421355262000.0,-416421354310000.0,2.0,559401136245.0,0.249546279492,0.0155968605555,0.25,0.250003495741,1.83230531396e-13,67
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-416786716017000.0,3171147.86042,-416786716017000.0,-416786713775000.0,-416786718259000.0,-416786718035000.0,-416786713999000.0,2.0,10056178752700.0,0.125226860254,0.00782565798392,0.249963898917,0.250003495741,1.83230531396e-13,73
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-417662130760000.0,212754.818653,-417662130760000.0,-417662130609000.0,-417662130910000.0,-417662130895000.0,-417662130624000.0,2.0,45264612860.3,0.249546279492,0.00779955640487,0.125018050542,0.250003495741,1.83230531396e-13,61
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-420765410637000.0,4556775.87987,-420765410637000.0,-420765407415000.0,-420765413859000.0,-420765413537000.0,-420765407737000.0,2.0,20764206419300.0,0.249546279492,0.015596424381,0.25,0.249996504259,1.83230531396e-13,42
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-421130779047000.0,1158258.32009,-421130779047000.0,-421130778228000.0,-421130779866000.0,-421130779784000.0,-421130778310000.0,2.0,1341562336050.0,0.125226860254,0.0078254391352,0.249963898917,0.249996504259,1.83230531396e-13,48
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-422006190647000.0,1358957.05651,-422006190647000.0,-422006189686000.0,-422006191608000.0,-422006191511000.0,-422006189782000.0,2.0,1846764281440.0,0.249546279492,0.0077993382861,0.125018050542,0.249996504259,1.83230531396e-13,36
720.0,-254.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425109249890000.0,1478136.50153,-425109249890000.0,-425109248845000.0,-425109250935000.0,-425109250831000.0,-425109248949000.0,2.0,2184887517150.0,0.249546279492,0.00779801591193,0.25,0.124995105963,1.83230531396e-13,17
720.0,-116.0,-9837.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-425474614113000.0,4699504.01363,-425474614113000.0,-425474610790000.0,-425474617436000.0,-425474617103000.0,-425474611122000.0,2.0,22085337974100.0,0.125226860254,0.00391262108568,0.249963898917,0.124995105963,1.83230531396e-13,23
720.0,-391.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-426350026562000.0,2674972.40208,-426350026562000.0,-426350024671000.0,-426350028454000.0,-426350028265000.0,-426350024860000.0,2.0,7155477351910.0,0.249546279492,0.00389957098961,0.125018050542,0.124995105963,1.83230531396e-13,11
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620595746581000.0,2192196.30789,-620595746581000.0,-620595745031000.0,-620595748132000.0,-620595747977000.0,-620595745186000.0,2.0,4805724652320.0,0.249546279492,0.0038997672965,0.125018050542,0.125001398296,1.83230531396e-13,116
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-620899650167000.0,4835428.10078,-620899650167000.0,-620899646748000.0,-620899653586000.0,-620899653244000.0,-620899647090000.0,2.0,23381364917800.0,0.125226860254,0.003913383159,0.25,0.125001398296,1.83230531396e-13,122
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-624939805561000.0,1786916.81881,-624939805561000.0,-624939804298000.0,-624939806825000.0,-624939806698000.0,-624939804424000.0,2.0,3193071717360.0,0.249546279492,0.00779955640487,0.125018050542,0.250003495741,1.83230531396e-13,91
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-625243708856000.0,3270842.27098,-625243708856000.0,-625243706543000.0,-625243711168000.0,-625243710937000.0,-625243706774000.0,2.0,10698409161600.0,0.125226860254,0.00782678820604,0.25,0.250003495741,1.83230531396e-13,97
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629283885635000.0,5057241.39924,-629283885635000.0,-629283882059000.0,-629283889211000.0,-629283888853000.0,-629283882416000.0,2.0,25575690570200.0,0.249546279492,0.00779955640487,0.125018050542,0.250003495741,1.83230531396e-13,66
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-629587791232000.0,7301415.7124,-629587791232000.0,-629587786069000.0,-629587796395000.0,-629587795879000.0,-629587786586000.0,2.0,53310671405300.0,0.125226860254,0.00782678820604,0.25,0.250003495741,1.83230531396e-13,72
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633627943085000.0,82027.0382681,-633627943085000.0,-633627943027000.0,-633627943143000.0,-633627943137000.0,-633627943033000.0,2.0,6728435007.03,0.249546279492,0.0077993382861,0.125018050542,0.249996504259,1.83230531396e-13,41
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-633931841878000.0,7350308.16884,-633931841878000.0,-633931836681000.0,-633931847076000.0,-633931846556000.0,-633931837200000.0,2.0,54027030177000.0,0.125226860254,0.00782656932572,0.25,0.249996504259,1.83230531396e-13,47
720.0,-254.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-637971782051000.0,1988694.15824,-637971782051000.0,-637971780645000.0,-637971783457000.0,-637971783317000.0,-637971780785000.0,2.0,3954904455030.0,0.249546279492,0.00389957098961,0.125018050542,0.124995105963,1.83230531396e-13,16
720.0,-116.0,-13299.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-638275682861000.0,6372899.92105,-638275682861000.0,-638275678354000.0,-638275687367000.0,-638275686916000.0,-638275678805000.0,2.0,40613853403800.0,0.125226860254,0.00391318616671,0.25,0.124995105963,1.83230531396e-13,22
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,715166.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-833762183833000.0,1999497.6892,-833762183833000.0,-833762182419000.0,-833762185247000.0,-833762185106000.0,-833762182561000.0,2.0,3997991009120.0,0.125226860254,0.00195697413424,0.125018050542,0.125001398296,1.83230531396e-13,121
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,536375.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-838106241265000.0,1374471.15607,-838106241265000.0,-838106240293000.0,-838106242237000.0,-838106242140000.0,-838106240391000.0,2.0,1889170958860.0,0.125226860254,0.00391395921408,0.125018050542,0.250003495741,1.83230531396e-13,96
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,357583.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-842450322585000.0,2588424.21144,-842450322585000.0,-842450320755000.0,-842450324415000.0,-842450324232000.0,-842450320938000.0,2.0,6699939898390.0,0.125226860254,0.00391395921408,0.125018050542,0.250003495741,1.83230531396e-13,71
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,178792.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-846794376894000.0,2853847.87869,-846794376894000.0,-846794374876000.0,-846794378911000.0,-846794378710000.0,-846794375077000.0,2.0,8144447714730.0,0.125226860254,0.00391384975812,0.125018050542,0.249996504259,1.83230531396e-13,46
720.0,-116.0,-16762.0,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-851138215242000.0,4947023.69298,-851138215242000.0,-851138211743000.0,-851138218740000.0,-851138218390000.0,-851138212093000.0,2.0,24473043419000.0,0.125226860254,0.00195687562387,0.125018050542,0.124995105963,1.83230531396e-13,21
